"Pujol 2002, No. 10-2-3N"	
12.21942484	92.37315632
12.16121874	93.04175383
12.13603603	93.06404212
12.13749355	93.06404212
12.24211789	93.06404212
12.1365636	93.04175383
11.99528166	87.42553978
12.0004347	87.4032515
11.91550151	87.4032515
11.91933244	87.38096322
11.94452153	87.42553978
11.96126189	87.96041608
11.97553941	87.98270436
11.94354815	87.98270436
11.94103295	87.91583954
11.9258357	87.93812782
11.76099846	81.87618206
11.76516279	81.87618206
11.66939213	81.89846187
11.67950532	81.89846187
11.69378156	81.94303843
11.48628421	78.24346379
11.57928546	78.28804035
11.55489092	78.24346379
11.52210895	78.26575207
11.53605435	78.26575207
11.5754111	79.06807078
11.53026899	79.02349421
11.44731578	79.02349421
11.5360173	79.06807078
11.50707137	79.04578249
11.16662584	71.66892152
11.21368789	71.66892152
11.21712666	71.66892152
11.19398652	71.64663323
11.14038417	71.6912098
11.19157734	72.56038487
11.14008909	72.58267315
11.12382904	72.56038487
11.20512419	72.56038487
11.18992566	72.53809659
10.83471336	66.14185207
10.87417359	66.14185207
10.8333261	66.07499148
10.8083414	66.05270319
10.89763308	66.03041916
10.85517351	67.05559948
10.81915077	67.03331543
10.83844976	67.05559948
10.85669489	67.05559948
10.84004013	67.12246008
10.83463544	67.45675884
10.82220887	67.45675884
10.78777011	67.4344748
10.81473735	67.4344748
10.86232568	67.41218652
10.77639868	67.30075359
10.90746524	67.32304187
10.8323821	67.34532593
10.80243597	67.23389299
10.88677388	67.23389299
10.6239829	61.06051009
10.59146216	61.03822181
10.57883951	61.03822181
10.58749774	61.03822181
10.61584904	60.99364947
10.51879523	62.01883405
10.57391832	62.06340636
10.56248493	62.04111808
10.55151333	62.06340636
10.59004297	61.97426173
10.52692653	62.15255101
10.49004666	62.15255101
10.56605974	62.19712755
10.57841478	62.13026696
10.53274638	62.19712755
10.15241461	54.04023613
10.14104828	54.08480845
10.19319631	54.12938078
10.09306331	54.15166906
10.15559023	54.15166906
10.15305267	55.22142593
10.1493514	55.22142593
10.11669908	55.17685361
10.1147172	55.22142593
10.12185723	55.22142593
9.973425033	51.07611962
9.904755731	51.12069193
9.929011041	51.12069193
9.860338546	51.12069193
9.902242442	51.0984079
9.564747713	44.72444319
9.618288103	44.76901551
9.653513742	44.65758259
9.578102313	44.74673147
9.626415574	44.72444319
9.470684936	44.70215913
9.487206215	44.67987085
9.401680316	44.65758259
9.437703054	44.67987085
9.538166254	44.67987085
9.459707582	46.28450406
9.451179007	46.23993174
9.470873992	46.28450406
9.416811144	46.23993174
9.495131218	46.21764346
9.447297621	46.33130776
9.452186238	46.37588007
9.387085998	46.39816835
9.455361221	46.37588007
9.445050671	46.39816835
9.255710946	39.11045201
9.153196877	39.04359563
9.205925479	38.70929688
9.179740014	38.46414275
9.123223277	38.33042156
9.107509955	38.82072981
9.062696136	38.82072981
9.092506229	38.82072981
9.144987014	38.82072981
9.124098936	38.82072981
9.159465089	38.97673504
9.069971579	38.97673504
9.051334922	38.99901907
9.131244085	38.99901907
9.110753917	38.95444676
8.895790146	33.85081861
8.832141674	33.89539306
8.874044293	33.89539306
8.873323199	33.9845398
8.85230291	34.00682597
8.74121428	32.98164353
8.737049949	32.98164353
8.689855692	32.98164353
8.67597608	33.00392968
8.701626313	33.00392968
8.679356086	33.24908169
8.667459641	33.22679552
8.723313406	33.29365401
8.689405408	33.27136784
8.732828774	33.27136784
8.289875564	26.0728025
8.34348238	26.11737482
8.279236083	26.11737482
8.275332981	26.0728025
8.317634788	26.05051422
8.337435797	27.07569877
8.23445867	27.05341049
8.300225714	27.09798494
8.311263107	27.07569877
8.238423726	27.09798494
8.118057325	23.82185582
8.124665326	23.79956965
8.121490343	23.79956965
8.034971903	23.79956965
8.117525926	23.79956965
8.125084314	24.42359487
8.056013908	24.42359487
8.064146488	24.55731395
8.035457954	24.4013087
8.13492989	24.33444811
7.596158753	16.22213111
7.586707894	16.28899171
7.471037861	16.24441832
7.551804799	16.22213111
7.595828544	16.24441832
7.496452414	17.18045506
7.543913648	17.22502738
7.541796993	17.15816785
7.583172684	17.22502738
7.529834761	17.20274123
7.261190725	12.05454075
7.207857273	12.1214003
7.140566927	12.07682692
7.202167724	12.09911308
7.240111036	12.1214003
7.177413589	12.90143074
7.214360527	12.87914351
7.139938445	12.90143074
7.181376729	12.85685736
7.213238329	12.87914351
6.64906222	5.992589691
6.641923459	5.992589691
6.634786614	6.014876394
6.673054385	5.992589691
6.555405657	5.992589691
6.614527017	6.839479688
6.646516997	6.861766368
6.565880354	6.861766368
6.609041853	6.861766368
6.606927752	6.88405307
6.221681819	1.780425167
6.206482012	1.75813862
6.24580875	1.780425167
6.107603429	1.75813862
6.194320505	1.802711736
6.192175109	2.805608137
6.185700596	2.783321457
6.152387229	2.783321457
6.127401883	2.783321457
6.139101609	2.783321457
6.154579251	3.095333777
6.084981278	3.117620213
6.142682805	3.117620213
6.197276414	3.095333777
6.131448054	3.095333777
6.099389095	3.117620213
6.112476079	3.117620213
6.139046042	3.117620213
6.109964707	3.139906893
6.072421861	3.117620213
6.069847257	3.184480008
6.138519752	3.184480008
6.148699369	3.184480008
6.144271255	3.206766711
6.066409129	3.139906893
5.88691562	3.056610607
5.956644526	3.056610607
5.87514947	3.056610607
5.858688228	3.012037491
5.885856015	3.056610607
5.85545704	3.168043518
5.884804713	3.168043518
5.949047817	3.19033022
5.851955042	3.168043518
5.919502785	3.168043518
5.829231976	1.964568086
5.87193361	1.986854655
5.86433179	1.986854655
5.892620497	1.986854655
5.770012894	1.986854655
5.856270106	2.031427904
5.859176834	1.964568086
5.918266898	2.009141201
5.811520796	1.964568086
5.832407597	2.009141201
5.900765213	1.622747587
5.794551788	1.645034156
5.915899872	1.60046104
5.843659593	1.622747587
5.846830744	1.60046104
5.661224866	-3.168867818
5.66035751	-3.19115452
5.658622798	-3.235727636
5.66035751	-3.19115452
5.66035751	-3.19115452
5.622195762	-4.171764108
5.62046105	-4.21633749
5.62046105	-4.21633749
5.62046105	-4.21633749
5.619593694	-4.238623904
5.496434892	-7.403318778
5.4201395	-7.381032098
5.406257972	-7.381032098
5.438225597	-7.358745929
5.432760233	-7.314172547
5.418773319	-6.712434564
5.401366161	-6.690148417
5.421392632	-6.690148417
5.376315669	-6.690148417
5.488083238	-6.690148417
4.894558497	-11.52633734
4.876911188	-11.52633734
4.870012259	-11.50405012
4.913966705	-11.50405012
4.877350295	-11.50405012
4.838684613	-10.50115386
4.832982929	-10.54572722
4.869641493	-10.52344107
4.900772739	-10.52344107
4.806874108	-10.54572722
4.408766971	-15.53792245
4.310724129	-15.51563524
4.301782634	-15.56020862
4.321827627	-15.51563524
4.334849463	-15.51563524
3.309277014	-23.15993333
3.381211674	-23.1822195
3.326702694	-23.13764716
3.269000527	-23.13764716
3.295992671	-23.15993333
3.300848076	-21.93417122
3.279698131	-21.93417122
3.285977839	-21.93417122
3.337464486	-21.93417122
3.304549349	-21.93417122
3.305471314	-20.86441645
3.241203939	-20.84212817
3.269096332	-20.84212817
3.188505995	-20.88670262
3.29939056	-20.86441645
2.871416486	-26.54749536
2.750066166	-26.54749536
2.848945068	-26.54749536
2.830438387	-26.54749536
2.822374148	-26.54749536
1.943345101	-33.18889612
1.861430577	-33.16660995
1.964735837	-33.16660995
1.957971194	-33.14432381
1.979056631	-33.14432381
1.096779949	-39.58514486
1.091734291	-39.56286083
1.025969083	-39.56286083
1.144718453	-39.54057255
1.092196471	-39.56286083
1.100286338	-38.27023812
1.045999705	-38.24794984
1.072394584	-38.27023812
0.990697378	-38.2033775
1.056442946	-38.24794984
0.192291401	-45.13450684
0.215399784	-45.11221856
0.212512356	-45.06764622
0.20539064	-45.0230739
0.267039101	-45.06764622
0.187231732	-43.21785891
0.155439799	-43.21785891
0.18677015	-43.21785891
0.17830848	-43.21785891
0.244337631	-43.21785891
-0.274652836	-48.7226443
-0.383383003	-48.65578795
-0.275997262	-48.70036026
-0.268113635	-48.65578795
-0.29516961	-48.63349967
-0.817098839	-53.22453766
-0.919281742	-53.22453766
-0.847393946	-53.20224938
-0.896412972	-53.22453766
-0.856778939	-53.20224938
-0.921228023	-51.75362143
-0.90446276	-51.73133314
-0.917725627	-51.75362143
-0.892522325	-51.70904909
-0.905936882	-51.77590971
-1.338666405	-57.52584497
-1.368758005	-57.57042154
-1.33110642	-57.54813325
-1.321305234	-57.50356094
-1.411284795	-57.48127266
-1.380459008	-54.09315702
-1.394802477	-54.09315702
-1.446487281	-54.09315702
-1.473215641	-54.07086874
-1.429939655	-54.11544106
-1.467613914	-53.80343058
-1.444084967	-53.80343058
-1.476578881	-53.82571462
-1.420554423	-53.80343058
-1.443843218	-53.7811423
-1.872840651	-61.6928796
-1.865660055	-61.67059556
-1.846492637	-61.67059556
-1.855439242	-61.64830728
-1.836206038	-61.64830728
-1.910926872	-60.1105347
-1.88704616	-60.06595813
-1.891583812	-60.08824641
-1.865474353	-60.08824641
-1.945407945	-60.06595813
-2.420693957	-66.01647944
-2.423049008	-66.03876347
-2.410849659	-65.94961884
-2.435918674	-65.99419115
-2.391261816	-65.97190287
-2.570291948	-65.74903703
-2.448497571	-65.79361359
-2.525237818	-65.72675299
-2.562667614	-65.77132531
-2.532839159	-65.72675299
-2.562161603	-64.74614076
-2.583334063	-64.72385673
-2.556675481	-64.74614076
-2.505960863	-64.70156845
-2.55237846	-64.74614076
-3.148705022	-72.18985811
-3.13471715	-72.1675783
-3.140224988	-72.14529004
-3.155450663	-72.12300176
-3.101428053	-72.14529004
-3.142831208	-70.67437378
-3.242815382	-70.62980147
-3.159841732	-70.65208552
-3.145170131	-70.65208552
-3.15045634	-70.65208552
-3.766890009	-77.51635846
-3.760043772	-77.49407018
-3.718468807	-77.49407018
-3.808447729	-77.4717819
-3.742021226	-77.4717819
-3.786135667	-75.30997987
-3.777610286	-75.30997987
-3.853397911	-75.33226815
-3.792901427	-75.28770006
-3.755138549	-75.30997987
-4.329077522	-82.79827378
-4.366792818	-82.82056206
-4.345888772	-82.7759855
-4.356266386	-82.7759855
-4.350449097	-82.7759855
-4.398878602	-80.65876003
-4.402843339	-80.65876003
-4.398638131	-80.63648022
-4.341819288	-80.61419194
-4.409168075	-80.61419194
-5.035181621	-89.12766193
-5.055938127	-89.06080558
-5.080546319	-89.10538214
-5.080106573	-89.08309386
-5.116746296	-89.06080558
-5.12179906	-85.82925089
-5.156791573	-85.80696261
-5.076239238	-85.85153917
-5.132220744	-85.85153917
-5.1071661	-85.91839554
-5.557147257	-93.74098821
-5.576800726	-93.71869992
-5.561029281	-93.69641164
-5.531442095	-93.67413186
-5.596368609	-93.65184358
-6.182671238	-100.4492517
-6.18606785	-100.4269634
-6.149960165	-100.3823868
-6.229251703	-100.4046751
-6.165426949	-100.3823868
-6.240672955	-98.22059327
-6.189689284	-98.24288155
-6.201034531	-98.26516136
-6.208898218	-98.26516136
-6.232410718	-98.22059327
-6.257150802	-97.57428404
-6.220094647	-97.55199576
-6.242038498	-97.55199576
-6.209651246	-97.55199576
-6.235339162	-97.57428404
-6.34038121	-94.89849405
-6.247120642	-94.89849405
-6.29876409	-94.87621426
-6.296846071	-94.87621426
-6.332077458	-94.87621426
-7.18724192	-105.6629192
-7.043242943	-105.6406309
-7.09812716	-105.6183427
-7.092707143	-105.6183427
-7.151267724	-105.6183427
-7.144901152	-103.1891067
-7.184782283	-103.1668184
-7.152548319	-103.1445301
-7.169028722	-103.1891067
-7.140121752	-103.1445301
-7.215412468	-100.00296
-7.23332356	-100.00296
-7.245662625	-100.0252483
-7.170953767	-99.98067176
-7.221294904	-100.00296
-8.155906748	-107.7809761
-8.166615209	-107.7809761
-8.153287435	-107.7586963
-8.181029414	-107.7141198
-8.15005433	-107.6918315
-8.156292523	-105.218019
-8.244554617	-105.1957392
-8.222082561	-105.1957392
-8.195886238	-105.218019
-8.185729614	-105.1957392
-9.092858153	-109.6976241
-9.015239373	-109.7199123
-9.042714375	-109.6753358
-9.121347412	-109.6976241
-9.018524212	-109.6753358
-9.115502659	-106.3323482
-9.150622274	-106.3100684
-9.166423098	-106.3100684
-9.083887597	-106.3546365
-9.186094451	-106.3323482
-9.193176368	-105.5077497
-9.135847842	-105.530038
-9.146554387	-105.530038
-9.139391355	-105.5523177
-9.153232645	-105.530038
-9.340418031	-107.8032644
-9.355223759	-107.8032644
-9.368973714	-107.7364081
-9.364616496	-107.6695432
-9.314275359	-107.6472634
-9.516904536	-108.2489961
-9.578368012	-108.3158609
-9.561142246	-108.2935727
-9.571630994	-108.2489961
-9.573146631	-108.3158609
-9.779028074	-109.4079019
-9.821283894	-109.4524699
-9.810402345	-109.4301901
-9.829503977	-109.4301901
-9.79361856	-109.3633253
-9.841004427	-107.0455223
-9.887181872	-107.0678105
-9.82355767	-107.0455223
-9.896064926	-107.0455223
-9.847549197	-107.0455223
-10.41084326	-110.0764994
-10.432234	-110.0987877
-10.43937787	-110.0319228
-10.37229127	-110.0987877
-10.42329154	-110.0542111
-10.49582562	-107.9592739
-10.46083503	-107.9815622
-10.46755799	-107.9369856
-10.46321674	-107.9815622
-10.54206949	-107.9815622
-10.65049282	-109.5416231
-10.63809053	-109.5193348
-10.71108447	-109.4970465
-10.62588687	-109.4970465
-10.70478305	-109.4524699
-11.0679938	-111.1016839
-11.06519757	-111.0571074
-11.1095924	-111.0793957
-11.09441303	-111.0571074
-11.08066307	-111.0571074
-11.21010478	-107.6472634
-11.1268897	-107.6472634
-11.14209206	-107.6472634
-11.12840853	-107.6472634
-11.16716746	-107.6249751
-11.91178044	-110.2102206
-11.85628243	-110.1879323
-11.87760738	-110.2102206
-11.88155455	-110.165644
-11.9278872	-110.165644
-11.98510204	-106.4215013
-11.95650229	-106.4660694
-11.94000081	-106.4437811
-11.98417465	-106.4883577
-11.93911812	-106.4660694
-12.62611644	-112.5503119
-12.69060097	-112.5725917
-12.57645616	-112.5725917
-12.66882893	-112.59488
-12.62109114	-112.5503119
-12.71413583	-110.4999428
-12.67011527	-110.4999428
-12.71979599	-110.5222311
-12.73460108	-110.5222311
-12.6935837	-110.4999428
-13.27863001	-112.7063129
-13.34511112	-112.5280236
-13.33903452	-112.4611588
-13.37105516	-112.3051578
-13.34019184	-112.2382929
-13.38786704	-110.2770769
-13.36722167	-110.2993652
-13.39445333	-110.2993652
-13.37400851	-110.2547887
-13.45524106	-110.2547887
-13.67275452	-112.4834471
-13.71917531	-112.4611588
-13.74074553	-112.438879
-13.64182607	-112.4165907
-13.69434517	-112.438879
-13.76436341	-110.4107981
-13.70637958	-110.3662216
-13.72840838	-110.4107981
-13.76978982	-110.3439333
-13.7490959	-110.4107981
-13.77817213	-106.7112235
-13.80712317	-106.7112235
-13.85418394	-106.7112235
-13.81340415	-106.7112235
-13.7999199	-106.7112235
-13.86427669	-105.9757696
-13.83903523	-105.9089048
-13.82751178	-105.9311931
-13.84253786	-105.9089048
-13.85835465	-105.9534813
-13.77040936	-99.75780591
-13.74951745	-99.82467076
-13.79069961	-99.75780591
-13.71246768	-99.73552611
-13.76063084	-99.69094954
-13.64304726	-96.34796196
-13.58118396	-96.34796196
-13.59777358	-96.34796196
-13.57051765	-96.37025024
-13.64044775	-96.37025024
-13.54623296	-97.15028069
-13.56030865	-97.21713704
-13.58999037	-97.15028069
-13.59388645	-97.21713704
