"Atalay and Penzien, 1975, Spec. 2"	
15.418	35.331
14.397	32.132
13.376	29.732
12.304	26.799
11.589	24.665
10.619	21.999
9.9042	19.999
9.0874	17.732
8.4237	15.866
7.0963	12.133
6.6368	10.799
6.0241	7.9997
1.1742	-5.5996
-0.91895	-11.866
-3.7269	-19.732
-5.6667	-25.065
-6.892	-28.665
-9.7511	-36.798
-10.721	-39.065
-11.844	-41.598
-12.916	-43.998
-13.937	-46.397
-14.856	-48.666
-15.775	-50.663
-16.541	-51.864
-17.613	-52.664
-18.583	-52.931
-19.349	-53.198
-20.115	-53.332
-20.472	-52.131
-20.472	-50.796
-20.217	-48.932
-19.604	-45.33
-18.941	-42.398
-18.328	-40.265
-16.388	-33.199
-15.214	-29.332
-14.295	-26.399
-13.376	-23.865
-11.283	-19.466
-9.8021	-15.999
-8.781	-13.466
-7.3005	-9.8661
-5.4625	-5.1997
-4.4417	-2.3999
-2.9611	1.5999
-1.6847	4.1331
0.20421	7.8663
1.8889	11.733
3.829	15.733
5.7688	20.266
7.0963	23.465
8.6789	26.265
10.415	32.532
11.742	36.531
13.376	40.131
14.601	43.198
15.622	45.063
16.592	47.198
17.766	49.466
19.4	52.531
20.217	54.132
20.523	54.532
19.911	50.93
18.838	47.331
17.919	44.662
17.052	41.598
16.235	39.198
15.111	35.998
13.989	32.132
12.967	28.265
11.64	23.865
10.415	20.266
9.1384	17.199
7.2494	12.666
6.1773	10.266
4.5949	6.9331
3.3185	3.8665
2.1442	0.13333
0.86789	-2.9332
-0.61262	-6.5332
-1.0721	-8.1327
-3.4717	-12.533
-5.2073	-16.799
-6.3815	-19.732
-7.9131	-23.332
-8.9342	-26.399
-10.466	-29.999
-11.691	-32.932
-12.661	-35.465
-13.937	-38.798
-15.622	-41.865
-17.307	-46.264
-18.379	-48.265
-19.502	-49.6
-20.064	-50.262
-20.676	-50.529
-21.034	-50.796
-20.523	-47.865
-19.553	-43.731
-18.889	-41.064
-17.664	-37.731
-16.643	-34.132
-15.622	-31.198
-14.295	-27.732
-12.406	-22.932
-11.385	-20.133
-9.649	-15.733
-8.3726	-12.8
-6.892	-9.4662
-5.5136	-6.2663
-3.0632	-0.13333
-2.0421	2.3999
-0.66368	5.8665
0.30632	7.8663
1.1742	9.5997
6.0752	21.332
8.2705	25.732
10.159	31.732
11.487	35.065
12.61	37.998
13.682	40.532
14.601	43.198
15.367	44.929
16.49	47.865
17.307	49.996
18.328	51.997
19.043	53.598
19.553	55.062
20.013	56.53
19.706	54.399
18.992	50.396
18.379	47.998
17.766	44.929
16.745	41.198
15.571	37.198
14.55	33.598
13.121	29.198
11.895	25.199
11.027	22.799
9.7	19.332
8.8831	17.066
7.76	14.266
6.841	11.733
5.5136	8.3996
4.3906	5.8665
3.3696	3.1998
2.3995	0.93328
0.66368	-2.2666
-0.66368	-4.9333
-1.7358	-7.333
-2.5527	-9.0664
-4.1864	-13.333
-5.7178	-17.333
-7.2494	-21.332
-8.8321	-24.799
-9.9553	-27.332
-11.13	-30.132
-12.304	-33.065
-13.427	-35.465
-14.448	-37.998
-15.469	-40.265
-16.082	-41.731
-17.103	-43.864
-18.022	-45.73
-18.685	-46.931
-19.655	-48.265
-19.859	-48.532
-18.736	-43.598
-17.664	-39.598
-16.898	-36.398
-15.622	-31.865
-14.091	-27.199
-13.427	-25.065
-12.61	-22.799
-11.283	-19.466
-10.313	-16.933
-9.2405	-14.666
-8.4237	-12.8
-7.4536	-10.666
-5.7178	-6.1329
-4.9522	-4.3998
-3.829	-1.3333
-2.9611	0.66662
-1.4295	4.1331
-0.45949	6.5332
0.51051	8.7995
1.3784	10.933
2.3995	13.466
3.6248	16.266
4.6459	18.666
5.7178	21.332
6.841	23.999
8.5768	27.865
10.976	33.598
12.1	36.531
12.967	38.531
14.193	41.331
15.214	44.398
16.235	46.797
17.307	48.932
18.379	51.063
19.094	52.264
19.808	53.465
20.319	54.266
19.298	51.063
18.583	48.265
17.409	43.731
16.184	38.932
15.06	35.065
13.835	30.665
12.865	27.865
11.64	24.665
10.619	22.132
9.5468	19.466
8.73	17.066
7.6578	14.133
6.7899	11.999
5.1562	7.4664
4.2375	5.1997
3.6759	3.7332
2.7059	1.4666
1.6847	-0.66662
0.61262	-3.0665
-0.40843	-5.1997
-1.4295	-7.333
-3.3185	-11.066
-4.5438	-13.733
-5.922	-16.933
-7.3005	-20.266
-8.5258	-23.599
-10.108	-27.599
-11.232	-30.132
-12.406	-33.199
-13.172	-34.931
-14.193	-36.931
-15.367	-39.865
-16.337	-42.398
-18.073	-46.531
-18.583	-47.865
-20.472	-50.796
-20.472	-50.796
-21.289	-50.93
-19.706	-45.33
-17.154	-36.265
-16.337	-33.598
-14.703	-28.532
-13.274	-24.399
-11.844	-20.532
-10.159	-16.666
-8.4747	-12.666
-6.9431	-9.4662
-4.7991	-4.3998
-2.859	0
-1.4805	3.4665
0.051051	6.5332
3.1143	13.999
4.3396	17.066
5.5646	19.999
6.7899	23.199
8.0152	26.399
9.9553	32.265
12.661	38.932
14.499	43.331
15.52	45.73
16.133	47.465
17.562	51.196
18.124	52.397
19.196	54.799
19.962	56.396
19.451	53.332
18.787	49.729
17.919	45.997
16.49	40.265
15.571	36.798
14.55	33.065
13.733	30.532
13.07	28.532
12.304	26.265
11.64	24.399
10.772	21.865
9.9553	19.866
9.1895	17.866
8.3726	15.733
7.4536	13.199
6.5857	11.066
5.6667	8.7995
4.697	6.6662
3.6248	3.8665
2.7059	1.1999
1.8889	-0.66662
0.97	-3.0665
-0.25527	-6.2663
-1.3784	-8.7995
-2.2974	-10.933
-3.5227	-13.199
-5.2583	-16.933
-6.3815	-19.466
-7.5047	-22.265
-8.5258	-24.532
-9.649	-27.065
-10.772	-28.932
-12.253	-32.265
-13.325	-34.798
-14.397	-37.465
-15.111	-39.065
-15.826	-40.798
-17.052	-43.864
-17.97	-46.13
-18.736	-48.265
-19.553	-50.129
-20.013	-51.196
-18.941	-43.998
-18.379	-41.064
-17.715	-38.398
-17.103	-35.865
-16.337	-33.065
-15.571	-30.798
-13.784	-26.532
-12.916	-23.732
-12.304	-21.999
-11.334	-19.866
-10.364	-17.599
-9.2916	-15.199
-8.2705	-12.399
-6.9431	-9.3328
-5.7178	-6.2663
-2.9611	0.13333
-1.6847	3.5998
-0.30632	6.6662
1.0211	9.4662
2.7569	13.199
4.697	17.732
6.5347	21.999
9.9553	30.532
10.619	33.065
11.487	35.998
12.508	39.198
13.733	42.264
14.652	44.398
15.265	45.863
16.133	47.731
17.307	50.396
18.226	52.264
19.196	53.999
20.013	55.329
22.208	57.33
23.433	57.997
24.812	58.665
26.497	59.465
27.059	59.599
28.793	60.395
28.999	60.395
29.101	60.395
29.456	60.528
30.071	61.062
29.967	59.999
29.406	57.197
28.895	54.532
27.722	49.066
27.109	45.463
26.241	41.998
25.476	38.665
24.71	35.732
23.842	32.532
22.923	29.332
21.851	26.132
21.034	23.865
19.706	20.532
18.634	17.466
17.664	14.666
16.694	12.266
15.622	9.5997
13.631	5.3332
11.538	1.4666
10.313	-0.13333
9.0363	-1.8666
7.811	-3.3332
6.4836	-4.533
2.7059	-9.3328
0.56157	-12.133
-1.0721	-13.866
-1.5826	-14.399
-3.3185	-16.399
-5.1562	-18.399
-6.892	-21.199
-8.4237	-23.865
-10.364	-28.532
-13.172	-34.265
-14.856	-38.131
-16.184	-40.931
-17.307	-43.598
-18.532	-46.13
-19.808	-48.265
-22.055	-50.262
-23.484	-51.196
-24.71	-51.997
-26.088	-52.798
-27.16	-53.065
-28.743	-53.465
-29.713	-53.465
-30.122	-52.798
-30.376	-51.33
-30.376	-49.466
-30.223	-46.797
-29.865	-44.264
-29.152	-41.064
-27.414	-36.531
-26.088	-32.265
-24.505	-28.665
-22.616	-25.065
-22.004	-23.465
-21.442	-22.399
-20.37	-20.399
-19.502	-18.399
-17.511	-14.266
-16.082	-11.333
-14.397	-7.5994
-11.691	-1.8666
-10.211	0.66662
-9.4447	2.1332
-7.4026	5.3332
-6.1773	7.8663
-5.1562	9.1994
-4.1864	10.399
-1.8379	13.333
-0.40843	15.333
0.97	17.066
1.9911	18.399
2.9611	19.732
3.9822	21.066
4.5949	21.999
5.5136	23.332
6.841	25.065
9.0363	28.132
11.436	33.199
12.763	35.331
14.55	38.665
17.409	43.198
19.451	46.797
21.136	49.333
24.097	52.931
25.322	54.399
26.241	55.596
27.008	56.396
27.823	57.197
28.539	57.864
28.999	58.398
29.456	59.065
30.018	59.198
29.764	57.464
28.946	53.465
28.283	50.129
27.569	46.664
27.008	44.264
26.548	41.998
25.781	37.998
24.25	32.798
23.025	29.065
21.442	24.665
19.655	20.665
17.919	16.532
16.286	12.666
14.908	9.8661
13.529	6.9331
11.997	4.3998
10.159	1.4666
8.3215	-1.0666
6.6878	-3.1998
5.0541	-5.3332
3.0122	-7.9997
0.97	-10.933
-0.51051	-12.666
-2.1442	-14.399
-3.6759	-15.999
-4.9012	-17.199
-6.1262	-18.399
-8.9342	-22.399
-9.8532	-23.999
-11.283	-26.665
-12.865	-29.598
-14.091	-31.599
-15.979	-34.398
-18.328	-38.131
-19.502	-40.131
-20.727	-42.264
-22.004	-44.529
-23.127	-46.397
-24.301	-47.998
-25.322	-49.333
-26.393	-50.262
-27.468	-50.93
-28.334	-51.33
-29.355	-51.463
-28.946	-48.666
-28.692	-46.13
-28.283	-43.065
-27.569	-39.998
-26.957	-37.865
-25.936	-34.265
-25.016	-32.132
-23.995	-29.332
-22.616	-26.132
-22.004	-23.732
-21.187	-20.799
-20.37	-18.266
-19.043	-15.599
-18.277	-14.133
-17.256	-12.266
-16.082	-9.8661
-14.908	-7.8663
-13.784	-5.3332
-12.763	-3.1998
-11.844	-1.4666
-10.721	0.39998
-9.649	2.2666
-8.4747	4.2664
-7.6068	5.4666
-6.5347	7.0661
-5.5646	8.666
-4.5949	9.8661
-3.3696	11.599
-1.1742	14.266
0.71473	16.399
2.6548	18.533
4.3906	20.665
6.2283	22.666
7.5557	24.665
8.4747	26.132
9.9042	28.665
10.823	30.265
12.508	33.199
14.856	37.065
16.694	39.731
17.919	41.865
19.706	44.529
20.319	45.596
21.544	47.331
23.433	50.129
26.292	52.931
27.772	54.666
29.406	56.263
30.325	57.731
30.274	56.93
29.611	53.332
28.793	49.466
28.08	45.997
27.109	42.398
25.936	38.265
24.863	34.798
22.77	28.799
21.391	25.199
20.013	21.865
18.889	18.932
17.664	16.132
16.235	12.666
15.111	10.266
13.682	7.333
12.048	4.533
10.67	2.5332
9.0363	0
7.3005	-2.5332
6.0241	-4.3998
4.4417	-6.7997
2.7569	-8.9329
1.4295	-10.533
-1.1232	-13.333
-3.5227	-15.999
-5.8199	-18.399
-7.3005	-20.399
-9.1384	-22.666
-10.67	-24.932
-12.048	-27.065
-13.376	-28.932
-15.469	-31.998
-17.154	-34.665
-18.838	-38.398
-20.166	-40.665
-21.748	-42.664
-23.382	-45.063
-24.71	-46.931
-26.241	-48.799
-27.363	-49.862
-28.283	-50.796
-29.152	-51.196
-28.946	-45.73
-28.59	-42.531
-27.363	-37.598
-26.497	-34.398
-25.476	-31.599
-22.923	-25.465
-22.106	-23.066
-20.983	-20.266
-19.706	-17.333
-18.277	-14.133
-17.256	-11.733
-15.724	-8.3996
-14.244	-5.8665
-13.07	-3.5998
-11.589	-1.0666
-9.9553	1.5999
-8.4237	4.3998
-7.0452	6.7997
-5.922	8.533
-4.3396	10.533
-2.6548	12.666
-1.7868	13.733
0.91895	17.199
2.3995	18.666
3.778	19.999
5.1562	21.466
6.2794	23.066
7.4536	24.532
8.781	26.532
9.8532	27.732
11.436	29.332
13.223	31.865
15.418	35.598
16.694	37.731
18.073	39.731
19.4	41.865
20.727	44.131
22.157	46.797
23.433	48.932
24.863	51.196
25.781	52.397
27.109	53.865
28.232	55.329
29.202	56.263
29.815	57.063
30.427	58.131
29.815	54.399
29.253	50.93
28.692	48.132
27.874	44.131
26.853	39.865
25.781	36.132
24.914	33.199
23.689	29.065
22.259	25.465
20.83	22.265
19.247	18.799
17.46	14.932
16.082	11.999
14.448	8.666
12.865	5.5996
11.436	2.9332
10.057	0.79997
8.3215	-1.7333
6.892	-3.7332
5.1562	-6.1329
3.4717	-8.1327
2.0421	-9.9995
-0.15316	-12.399
-2.1442	-14.266
-4.3396	-16.399
-6.5347	-18.666
-8.4747	-21.332
-12.406	-28.399
-13.529	-30.132
-15.622	-32.798
-17.307	-35.198
-18.992	-37.731
-21.391	-40.931
-22.923	-43.065
-24.71	-45.863
-25.987	-47.598
-27.313	-49.199
-28.489	-50.396
-29.304	-51.063
-29.202	-47.064
-28.692	-43.598
-27.772	-39.998
-26.904	-37.198
-26.088	-34.798
-24.965	-31.599
-23.842	-28.532
-22.565	-25.065
-21.646	-21.999
-20.166	-18.399
-19.196	-15.466
-17.511	-11.999
-15.826	-8.2662
-14.499	-5.4666
-13.07	-2.7998
-11.538	0
-9.8021	2.6665
-8.3726	4.9333
-5.922	8.3996
-4.3906	10.533
-3.2675	12.133
-2.0932	13.466
-0.56157	15.599
1.2763	18.266
2.9611	20.799
4.697	23.732
7.3005	26.399
8.73	27.732
9.649	28.532
10.67	29.198
12.508	30.932
13.937	32.665
15.265	34.798
16.337	36.265
17.409	38.131
18.685	40.265
20.013	42.931
21.187	44.796
22.31	46.931
23.382	48.666
24.301	50.129
25.22	51.463
25.987	52.131
26.957	53.065
28.181	54.399
29.355	55.462
30.223	56.129
31.397	56.53
32.624	56.93
34.206	57.197
35.634	57.197
37.371	57.464
38.75	57.864
39.873	58.398
40.894	58.665
41.709	58.932
42.832	59.599
41.966	56.263
40.587	51.73
39.822	48.799
38.953	45.997
37.831	42.798
36.911	39.731
35.789	36.531
34.46	33.065
33.338	29.865
32.164	26.532
30.988	23.599
29.865	20.932
28.489	17.599
27.059	15.066
25.22	11.999
23.995	9.8661
22.259	7.0661
21.136	5.1997
19.451	2.7998
17.919	0.66662
16.286	-1.1999
15.06	-2.3999
14.55	-3.1998
10.925	-6.3998
7.6068	-8.533
5.922	-9.8661
4.1354	-10.933
2.6548	-12.266
0.97	-13.733
-0.61262	-15.066
-2.2974	-16.399
-4.6459	-17.599
-6.1262	-18.932
-8.3726	-21.199
-8.9852	-22.132
-11.385	-25.999
-12.865	-27.732
-14.448	-29.999
-17.511	-34.931
-19.094	-37.465
-20.421	-39.065
-22.055	-41.731
-22.923	-42.931
-24.454	-44.929
-25.679	-46.13
-26.957	-47.465
-27.925	-48.399
-29.611	-49.862
-30.683	-50.529
-32.929	-51.997
-34.562	-52.931
-35.992	-53.198
-37.473	-53.598
-38.392	-53.732
-39.413	-53.732
-40.79	-53.332
-41.557	-52.931
-41.709	-51.997
-41.76	-49.199
-41.76	-47.331
-41.76	-45.33
-41.557	-43.731
-40.945	-41.198
-40.127	-39.065
-38.443	-34.532
-36.708	-30.798
-35.43	-27.865
-33.95	-25.065
-32.52	-22.132
-31.245	-19.466
-30.122	-17.199
-28.946	-14.533
-27.468	-11.733
-25.679	-8.3996
-24.352	-6.1329
-22.821	-3.1998
-21.544	-0.93328
-20.523	0.66662
-19.196	2.9332
-18.226	4.3998
-17.205	5.733
-16.235	6.7997
-15.52	7.7328
-14.397	8.666
-12.763	9.8661
-11.078	10.933
-9.8532	11.733
-7.6578	13.466
-6.1773	14.799
-4.2885	15.999
-2.1442	17.466
-0.10211	18.799
1.7868	20.133
3.4717	21.199
5.4115	22.666
7.4536	24.665
8.9342	26.265
11.691	30.399
13.019	31.998
14.397	33.598
16.184	35.331
17.358	36.398
18.43	37.731
19.553	39.065
20.727	40.265
22.004	41.598
23.178	42.664
23.842	43.465
26.65	47.331
27.772	48.932
28.692	49.996
29.764	51.196
30.886	52.264
34.511	55.062
35.941	55.596
37.114	56.129
38.291	56.53
39.106	57.063
40.333	57.464
41.455	57.864
42.629	58.531
43.139	58.531
42.321	55.596
41.455	52.798
40.536	50.262
39.873	48.132
38.595	43.731
37.676	41.198
36.655	38.531
35.941	36.398
35.123	33.998
33.645	30.132
32.675	27.865
31.653	25.332
30.477	22.666
29.101	19.466
27.823	17.066
26.853	15.199
25.476	12.399
24.301	10.399
22.974	7.8663
21.646	5.5996
20.37	3.4665
19.043	1.7333
17.511	0
16.337	-1.1999
15.265	-2.3999
14.244	-3.1998
13.019	-4.1331
11.64	-5.1997
10.619	-6.1329
9.0363	-7.1995
7.5047	-8.2662
5.9731	-9.3328
4.1354	-10.533
2.3484	-11.999
0.25527	-13.599
-1.3784	-14.399
-3.3696	-15.866
-5.6157	-17.466
-7.3515	-18.533
-8.9342	-19.732
-10.466	-20.799
-12.1	-22.666
-13.019	-23.732
-14.55	-26.265
-16.184	-29.465
-17.256	-31.465
-18.889	-33.998
-20.523	-35.865
-22.004	-37.731
-23.178	-39.331
-24.659	-40.665
-26.139	-41.731
-27.569	-43.065
-29.05	-44.131
-34.46	-48.666
-35.532	-49.6
-36.452	-50.129
-37.932	-51.063
-38.903	-51.463
-40.178	-51.597
-40.894	-51.196
-41.506	-51.063
-41.709	-50.93
-41.557	-47.198
-41.3	-45.063
-40.894	-43.331
-40.025	-40.665
-39.413	-38.665
-38.953	-37.465
-37.882	-35.065
-36.962	-32.798
-35.738	-29.732
-32.57	-22.932
-30.274	-17.732
-29.51	-15.866
-28.999	-14.533
-28.13	-13.066
-27.008	-10.666
-26.088	-8.7995
-24.965	-7.0661
-24.046	-5.3332
-23.382	-4.1331
-22.361	-2.5332
-21.085	-0.53332
-19.808	0.79997
-18.941	2.1332
-17.97	3.3332
-16.745	4.9333
-15.622	6.3998
-14.601	7.4664
-13.121	9.1994
-11.895	10.266
-10.466	11.2
-8.5768	12.266
-6.9941	13.333
-5.6667	14.399
-3.8801	15.466
-2.1442	16.532
-0.35738	17.999
1.4295	19.066
4.1864	21.066
5.8199	22.399
7.2494	23.865
11.027	28.932
12.304	30.265
14.244	32.665
16.235	34.798
18.328	37.065
20.523	39.598
24.25	43.864
25.22	45.063
26.038	45.863
26.957	47.198
28.435	48.799
29.764	49.466
31.549	50.529
33.439	52.397
35.329	53.598
36.553	54.399
37.983	55.195
39.157	55.862
40.894	56.797
41.966	57.464
43.038	57.597
43.089	57.597
42.22	54.399
41.455	52.131
40.279	49.199
39.312	46.264
37.983	42.264
36.911	38.932
35.789	35.598
34.409	32.132
33.338	29.598
32.418	27.065
31.295	24.399
30.122	21.732
28.793	18.799
27.468	16.399
25.936	13.333
24.352	10.399
22.821	7.4664
21.493	5.1997
20.013	2.9332
18.022	0
16.439	-1.7333
15.111	-2.9332
13.937	-4.1331
12.61	-5.1997
11.436	-6.1329
10.006	-6.9331
8.2194	-8.1327
6.0241	-9.5997
3.9822	-10.799
2.0421	-12.266
0.30632	-13.599
-1.2253	-14.799
-2.4505	-15.733
-3.8801	-17.066
-5.5646	-18.399
-7.1473	-19.732
-8.73	-21.066
-10.262	-22.399
-13.529	-27.065
-15.877	-29.465
-17.256	-30.532
-18.328	-31.599
-20.013	-33.865
-21.391	-35.198
-22.616	-36.798
-23.586	-38.265
-24.608	-39.598
-25.527	-40.665
-26.497	-41.865
-27.62	-43.065
-29.662	-44.662
-30.477	-45.463
-31.499	-46.13
-32.624	-46.797
-34.155	-47.731
-35.634	-48.399
-37.269	-48.932
-38.646	-49.729
-39.771	-50.262
-41.709	-50.93
-41.811	-50.93
-41.455	-46.264
-41.148	-44.398
-40.279	-41.198
-39.106	-38.265
-38.186	-35.865
-37.32	-33.865
-36.144	-31.332
-34.92	-29.332
-33.746	-27.199
-32.52	-24.132
-31.295	-21.199
-30.173	-18.132
-28.895	-15.333
-27.059	-11.466
-25.578	-8.2662
-23.382	-4.2664
-20.676	0
-18.941	2.6665
-17.358	4.7998
-16.03	6.2663
-14.856	7.333
-13.274	9.0664
-11.64	10.666
-10.057	11.599
-8.4747	12.533
-6.892	13.333
-4.748	14.932
-3.2164	16.266
-1.2253	17.866
1.1742	19.599
2.5527	20.799
3.6248	21.599
4.6459	22.399
6.1262	24.132
7.1984	25.199
8.0152	25.866
9.1895	27.065
10.976	28.799
15.928	34.132
17.613	36.132
19.043	37.865
20.166	39.331
21.595	40.665
23.076	42.531
24.556	44.398
26.088	46.13
27.414	47.731
28.641	48.932
30.071	50.129
31.806	51.33
33.95	52.798
35.789	54.266
37.676	55.462
39.312	56.263
41.3	56.797
42.271	57.197
42.936	57.464
42.321	55.462
41.199	52.397
39.975	48.399
38.801	43.998
37.32	39.198
36.198	35.732
35.022	32.665
33.49	29.198
31.907	25.465
30.632	22.532
29.355	19.866
28.029	17.199
24.659	11.066
23.076	8.2662
21.442	5.5996
19.962	3.5998
18.277	1.1999
16.592	-0.66662
15.163	-2.2666
14.091	-3.3332
12.916	-4.2664
11.232	-6.2663
9.4447	-7.9997
7.3005	-10.133
5.7178	-11.466
3.8801	-12.533
1.7358	-13.733
-0.35738	-14.932
-2.3995	-16.266
-3.0122	-16.666
-7.1984	-19.999
-10.721	-22.666
-13.376	-25.199
-16.388	-28.932
-19.196	-32.532
-22.055	-35.732
-23.382	-37.198
-25.679	-39.065
-27.874	-40.931
-30.274	-42.664
-31.603	-44.131
-33.134	-45.33
-36.502	-46.797
-38.034	-47.198
-40.229	-47.731
-42.067	-47.331
-41.455	-43.065
-39.924	-39.065
-39.004	-36.398
-37.371	-32.398
-35.941	-27.199
-33.797	-23.732
-32.929	-21.732
-32.113	-20.133
-30.528	-17.333
-29.662	-15.999
-28.793	-14.399
-27.925	-12.8
-27.211	-11.599
-26.393	-9.7327
-25.322	-8.1327
-24.352	-6.1329
-23.535	-4.6664
-22.719	-3.1998
-21.697	-1.7333
-19.757	0.53332
-18.634	1.9999
-17.664	3.0665
-16.796	4.2664
-15.06	6.3998
-14.346	7.1995
-13.529	8.2662
-12.61	9.1994
-11.436	10.133
-10.313	10.933
-8.9852	11.599
-7.6068	12.666
-5.9731	13.999
-4.5438	14.932
-3.2675	15.999
-1.9911	16.933
-0.66368	17.599
1.0211	18.666
2.6548	19.599
3.5738	20.665
5.0541	23.599
7.76	25.732
8.6789	26.665
9.2916	27.599
11.181	30.132
13.529	32.665
15.877	35.065
18.736	38.131
21.391	41.064
25.067	45.73
26.957	47.598
28.641	49.466
30.836	51.73
32.367	53.198
34.359	54.266
36.604	55.329
39.413	56.663
40.894	57.197
42.271	57.864
43.447	57.997
45.029	58.531
45.895	58.665
47.02	58.932
48.143	59.332
50.594	59.332
51.971	59.065
53.553	58.932
54.115	58.798
53.657	55.729
52.636	52.264
51.257	48.399
50.185	45.463
48.755	41.331
47.173	36.798
46.05	33.731
44.417	29.598
42.629	25.465
40.945	22.265
39.515	19.732
38.085	17.066
36.86	14.666
35.43	12.266
34.206	10.133
32.979	8.3996
