"""Matamoros et. al 1999 Specimen c10-05 North"""	
7.3914	38.25470576
8.0264	42.2581052
8.6106	45.37186032
9.2202	48.9304376
9.8298	51.1545484
10.1092	54.71312568
10.7188	56.93723648
11.303	59.16134728
11.9126	61.38545808
12.7762	63.16474672
12.2682	58.27170296
11.7094	54.26830352
11.1252	50.26490408
10.5664	46.7063268
10.2362	44.30428714
9.652	40.47881656
9.0678	37.18713258
8.4582	33.80648416
7.7216	29.09136926
7.1628	25.62175642
6.5532	22.59696573
5.969	19.43872839
5.1308	15.43532895
5.1308	15.61325782
4.572	12.98880707
3.9878	10.23090968
3.4036	7.695423368
2.6162	4.626150464
2.1336	2.375350334
2.15138	3.144892671
1.89484	0.845162104
1.74498	-0.685026126
1.53416	-1.681427765
-0.040386	-5.248901488
-0.60198	-8.051281096
-1.17094	-10.31987411
-1.7653	-12.18812718
-2.667	-16.19152662
-3.2766	-18.94942402
-3.8608	-21.04008817
-4.4196	-23.70902113
-5.0038	-28.11276051
-5.5626	-30.78169347
-6.1722	-34.02889524
-6.731	-36.56438155
-7.8486	-42.39155185
-8.4074	-44.92703816
-9.017	-48.04079328
-9.5504	-50.70972624
-10.1092	-54.26830352
-10.1092	-53.82348136
-10.6934	-56.93723648
-11.2522	-59.16134728
-11.8364	-61.38545808
-12.8778	-63.60956888
-12.3698	-58.71652512
-11.8364	-55.15794784
-11.2522	-51.1545484
-10.16	-44.482216
-9.6012	-40.79019207
-9.017	-37.27609701
-8.4836	-34.02889524
-7.5692	-27.89034943
-6.985	-24.68762988
-6.4008	-21.61835698
-5.8166	-18.54908407
-5.08	-14.10086247
-4.4958	-11.47641173
-3.937	-8.585067688
-3.3528	-6.183028024
-2.5654	-2.513245204
-2.5908	-3.216064217
-2.05486	0.004848562
-1.5494	1.717013538
-0.99568	3.505198621
-0.0226568	7.295083424
0.45212	9.074372064
0.98298	10.45332076
1.5367	12.2326094
2.5654	16.14704441
3.0988	17.57047532
3.5306	19.08287066
4.064	20.95112374
5.1562	25.5772742
5.7404	28.37965381
6.2992	30.91514012
6.9596	33.89544859
7.5438	36.60886377
7.5438	37.40954366
8.128	40.16744105
8.7122	42.96982066
9.3218	45.81668248
10.3124	50.26490408
10.8966	52.93383704
11.4808	55.60277
12.0904	58.27170296
12.7	61.38545808
13.3604	62.71992456
13.97	63.60956888
14.605	64.05439104
15.2654	64.94403536
15.875	65.38885752
16.5354	65.38885752
17.0688	66.27850184
17.8054	66.27850184
18.4404	67.16814616
19.1008	66.723324
18.5928	60.94063592
18.034	57.38205864
18.034	57.38205864
17.4498	53.3786592
16.891	50.26490408
16.2814	46.7063268
15.113	40.21192326
14.5796	36.9647215
13.9954	33.71751973
13.4366	30.82617569
12.6746	26.64484738
12.1158	23.88694999
11.5316	21.1290526
10.9474	18.41563742
10.3378	14.99050679
9.779	12.32157383
9.1948	9.741605304
8.636	7.428530072
7.5692	4.350360725
7.1628	2.375350334
6.985	0.920781871
6.7056	-0.587165251
6.2738	-1.934976396
5.8928	-3.171582001
6.2992	-2.152939254
3.7846	-7.384047856
3.175	-8.718514336
2.5654	-9.741605304
1.95326	-10.98710735
1.31826	-12.01019832
0.7112	-13.21121815
0.077978	-14.23430912
-0.50038	-16.01359776
-1.09474	-15.79118668
-1.74244	-17.57047532
-2.667	-21.44042811
-3.2766	-23.30868118
-3.8862	-25.26589869
-4.4704	-26.91174068
-5.1054	-29.93653137
-5.6642	-32.11615995
-6.2484	-34.29578854
-6.8072	-36.51989934
-7.6454	-40.38985213
-8.1788	-43.01430287
-8.6868	-45.81668248
-9.1948	-48.04079328
-10.2362	-52.93383704
-10.2362	-54.71312568
-10.795	-54.26830352
-11.3538	-56.93723648
-11.9888	-58.71652512
-12.6492	-60.49581376
-13.2588	-61.38545808
-13.843	-62.2751024
-14.5034	-62.71992456
-15.1384	-63.16474672
-15.748	-63.60956888
-16.383	-64.05439104
-17.018	-64.05439104
-17.7038	-64.05439104
-18.3388	-64.05439104
-19.1516	-64.05439104
-18.6436	-59.16134728
-17.8308	-53.82348136
-17.2974	-49.82008192
-16.7132	-46.26150464
-16.1798	-43.28119617
-15.2908	-37.8098836
-14.7066	-34.56268183
-14.1224	-31.71582001
-13.5636	-28.6465471
-12.6492	-23.88694999
-12.065	-20.8621593
-11.5062	-18.23770856
-10.922	-15.65774003
-10.16	-12.01019832
-10.16	-12.14364497
-9.5758	-9.875051952
-9.017	-7.873352232
-8.382	-5.916134728
-7.62	-3.216064217
-7.0358	-1.75259931
-6.4516	-0.423915518
-5.8674	0.911885428
-5.0546	2.913585148
-5.0292	2.842413602
-5.0292	2.562175642
-5.0292	2.00169972
-4.5466	3.651989934
-4.064	5.382348136
-3.7592	5.827170296
-3.2766	6.761296832
-2.5908	7.917834448
-1.97866	9.11885428
-1.41732	10.0084986
-0.8128	10.80917849
-0.0226568	12.32157383
0.60198	13.21121815
1.1303	14.32327355
1.7145	15.12395344
2.5908	16.63634878
3.2004	17.92633305
3.8354	19.30528174
4.4196	20.77319487
5.08	21.92973249
5.6896	22.90834124
6.3246	24.4652188
6.985	25.79968528
7.62	28.6465471
8.2804	30.55928239
8.89	32.29408882
9.5504	34.11785967
10.1346	36.11955939
10.7442	37.89884803
11.5062	40.61226321
12.1158	42.48051628
12.6746	44.39325157
13.3096	46.26150464
13.9192	48.04079328
14.5542	49.82008192
15.3162	52.04419272
15.9258	53.82348136
16.5862	55.60277
17.1958	56.49241432
17.8308	57.8268808
18.4404	59.16134728
19.0754	60.0509916
18.542	55.15794784
18.0086	52.04419272
17.399	48.48561544
16.7894	44.92703816
16.2052	41.85776526
15.6464	38.78849235
15.1638	35.98611274
14.5796	32.87235762
13.97	29.98101358
13.4112	27.26759841
12.827	24.55418323
12.1666	21.70732141
11.3284	17.70392197
10.7442	15.25740009
10.1092	13.16673594
9.525	11.120554
8.8646	9.207818712
8.2296	7.428530072
7.5946	5.11545484
7.1374	3.47406107
6.5786	2.081767709
6.223	0.894092542
5.969	-0.12143645
5.7404	-1.330018258
3.7592	-3.825470576
3.2258	-4.937525976
2.7686	-6.094063592
2.34188	-7.028190128
1.85674	-8.051281096
1.3716	-9.11885428
0.032766	-11.3874473
-0.61468	-12.36605605
-1.21412	-13.56707588
-1.85674	-11.65434059
-2.44856	-12.67743156
-3.0734	-14.63464906
-3.9116	-19.83906834
-4.5212	-21.75180362
-5.1054	-23.17523454
-5.715	-24.7321121
-6.3246	-26.51140074
-6.9342	-28.0682783
-7.62	-30.60376461
-8.382	-32.78339319
-8.8646	-34.42923518
-9.4996	-36.03059496
-10.1092	-38.16574133
-10.6934	-39.81158332
-11.4808	-43.28119617
-12.0904	-45.37186032
-12.6492	-46.7063268
-13.2842	-48.9304376
-13.8938	-50.26490408
-14.478	-51.59937056
-15.2908	-53.82348136
-15.875	-55.15794784
-16.51	-56.49241432
-17.1196	-57.38205864
-17.7292	-58.71652512
-18.3896	-59.60616944
-19.1516	-60.94063592
-18.7198	-56.93723648
-18.1102	-52.93383704
-17.7292	-50.26490408
-17.145	-47.15114896
-16.5608	-43.85946498
-16.002	-40.83467429
-15.4178	-37.67643695
-15.2908	-37.05368593
-15.2908	-36.87575706
-14.732	-33.31717978
-14.1478	-30.24790688
-13.589	-27.26759841
-13.0048	-24.33177215
-12.4206	-21.84076806
-11.3538	-15.96911554
-10.795	-13.6115581
-10.2108	-11.60985838
-9.6012	-9.56367644
-8.9916	-7.650941152
-8.4074	-5.960616944
-7.7978	-4.537186032
-7.7978	-4.759597112
-7.7978	-5.738205864
-7.5184	-3.829918798
-6.9596	-2.063974822
-6.3754	-0.351409506
-5.8166	1.289984264
-5.3086	2.157387476
-4.8006	3.22496066
-3.6068	5.204419272
-3.2258	6.360956888
-2.7686	7.295083424
-2.7178	7.695423368
-2.6416	8.407138824
-2.17678	9.252300928
0.105664	11.83226946
0.69342	12.72191378
1.2065	13.74500474
1.65354	14.7236135
2.18694	15.52429338
2.7686	16.72531322
3.2766	17.65943975
3.8862	18.72701294
4.5466	20.37285493
5.1562	21.52939254
5.8166	23.04178789
6.477	24.42073658
7.0866	25.93313193
7.7724	28.0682783
8.4074	29.66963807
9.017	31.31548006
9.652	33.27269757
10.2616	34.69612848
10.8966	36.65334598
11.5062	39.09986786
11.5062	38.16574133
12.1158	40.65674542
12.7508	42.61396293
13.3604	44.482216
13.9446	46.26150464
14.5542	48.04079328
15.4178	50.70972624
16.0274	52.48901488
16.6624	53.82348136
17.2466	55.15794784
17.8816	56.49241432
18.5166	57.8268808
19.1262	59.16134728
19.7612	60.0509916
20.3962	60.49581376
21.0566	60.94063592
21.717	61.38545808
22.352	61.38545808
23.0124	61.83028024
23.6982	61.83028024
24.3078	62.71992456
24.9936	62.71992456
25.1968	57.8268808
25.1714	57.8268808
24.5872	54.26830352
24.003	50.70972624
22.8854	44.482216
22.3012	41.67983639
21.6916	38.52159906
21.082	35.36336172
20.5232	32.69442876
19.8882	29.89204915
19.0246	25.79968528
18.4404	23.17523454
17.8816	20.68423044
17.272	18.28219078
16.6624	15.92463333
16.1036	13.78948696
15.2654	10.67573184
14.6558	8.67403212
14.097	6.983707912
13.589	5.471312568
13.2842	4.070122764
12.7508	2.789034943
11.3792	0.218852503
11.3792	0.627199246
11.3792	1.201019832
10.8204	-1.192123389
10.3632	-2.717863398
9.9568	-3.856608127
9.4742	-4.492703816
9.0424	-4.89304376
8.4328	-5.78268808
7.7724	-6.627850184
7.3152	-7.384047856
6.8072	-8.184727744
6.2992	-8.851960984
5.7912	-9.608158656
5.3086	-10.31987411
3.7592	-11.52089394
3.175	-12.76639599
2.50444	-12.63294934
1.89992	-13.25570037
1.26238	-14.4567202
0.61976	-15.25740009
-0.042672	-17.30358202
-0.66294	-18.10426191
-1.29032	-19.39424618
-1.93294	-20.19492606
-2.5654	-21.61835698
-3.2004	-22.37455465
-3.81	-24.15384329
-4.4196	-25.39934534
-5.0292	-26.73381182
-5.6134	-27.71242057
-6.4516	-29.49170921
-7.0358	-30.8706579
-7.6454	-32.29408882
-8.2804	-33.80648416
-8.9154	-35.05198621
-9.4996	-36.51989934
-10.2616	-38.87745678
-10.8966	-40.47881656
-11.5062	-42.16914077
-12.1158	-43.77050054
-12.7	-44.482216
-13.335	-46.26150464
-13.9446	-48.04079328
-14.605	-48.9304376
-15.1892	-51.1545484
-15.8242	-52.48901488
-16.4338	-53.82348136
-17.0688	-55.15794784
-17.7038	-56.04759216
-18.3388	-56.93723648
-19.177	-57.8268808
-19.8374	-58.71652512
-20.4724	-59.16134728
-21.1074	-59.60616944
-21.7678	-59.60616944
-22.4028	-60.0509916
-23.114	-60.49581376
-23.7236	-60.49581376
-24.384	-60.94063592
-25.0444	-60.94063592
-25.654	-60.94063592
-25.273	-56.49241432
-24.638	-53.3786592
-24.0284	-49.82008192
-22.8092	-44.17084049
-22.7838	-44.17084049
-22.1742	-40.47881656
-21.59	-37.5429903
-20.955	-34.51819962
-20.3708	-31.93823109
-19.7612	-29.13585148
-18.9738	-24.82107653
-18.415	-22.37455465
-17.8054	-19.79458612
-17.1958	-17.57047532
-16.5862	-15.34636452
-16.002	-13.38914702
-15.3924	-10.63124962
-14.8082	-8.762996552
-14.2494	-7.072672344
-13.589	-5.515794784
-13.0048	-4.185776526
-12.3698	-2.682277625
-11.4554	-0.996401638
-10.8458	0.547131257
-10.287	1.574670446
-9.7536	2.366453891
-9.1948	3.380648416
-8.6614	3.914435008
-7.5946	5.293383704
-7.1628	6.183028024
-6.7056	6.850261264
-6.2484	7.56197672
-5.8674	8.051281096
-5.9944	7.962316664
-3.8608	10.18642746
-3.2512	11.34296508
-2.6416	12.14364497
-2.6416	11.69882281
-2.10566	12.67743156
-1.61798	13.21121815
-1.16332	13.87845139
-0.0050292	15.03498901
0.62992	15.96911554
1.27508	16.63634878
1.91262	17.17013538
2.5654	18.28219078
3.2258	18.81597737
3.8608	20.50630158
4.445	21.70732141
5.1308	22.41903686
5.7658	23.6200567
6.4008	24.68762988
7.0866	25.93313193
7.747	26.91174068
8.382	28.33517159
9.0424	29.40274478
9.6774	30.64824682
10.287	31.67133779
10.9474	33.00580427
11.557	34.56268183
12.192	36.56438155
12.827	37.63195474
13.4112	38.96642122
14.0716	40.3008877
14.6558	41.59087196
15.2654	43.05878509
15.875	44.482216
16.51	45.81668248
17.1196	46.7063268
17.7546	48.04079328
18.3896	48.9304376
19.0246	49.82008192
19.6342	51.1545484
20.2692	52.48901488
20.9296	53.3786592
21.5392	54.26830352
22.1996	54.71312568
22.8346	55.60277
23.4696	56.04759216
24.13	56.49241432
24.765	57.38205864
25.4	57.8268808
24.9428	52.93383704
24.3586	49.82008192
23.7236	46.26150464
22.8854	42.08017634
22.3012	39.09986786
21.6662	36.25300604
21.082	33.49510865
20.4724	30.78169347
19.8628	28.24620716
19.0246	24.7321121
18.415	22.15214357
17.8308	20.0169972
17.2466	17.74840418
16.6624	15.52429338
16.0782	13.87845139
15.2654	11.120554
15.24	12.01019832
14.6812	9.474712008
14.097	7.606458936
13.5636	6.049581376
13.1826	4.804079328
12.6746	3.576370166
11.4808	1.645841992
11.049	0.551579478
10.8966	-0.272231162
10.5156	-1.147641173
10.1092	-2.255248351
9.6774	-2.846861824
7.6454	-4.804079328
7.0612	-6.00509916
6.5786	-6.494403536
6.096	-7.250601208
5.6134	-8.184727744
5.1054	-8.67403212
3.7084	-10.05298082
3.1242	-11.25400065
2.54	-10.94262514
1.92024	-12.18812718
1.2319	-12.89984264
0.62484	-13.56707588
-0.037846	-14.67913128
-0.64262	-16.36945549
-1.28778	-17.30358202
-1.89484	-17.97081526
-2.5146	-19.08287066
-3.175	-19.79458612
-3.81	-21.04008817
-4.4196	-22.46351908
-5.0292	-23.26419897
-5.6388	-24.68762988
-6.2738	-25.39934534
-6.858	-26.55588295
-7.6962	-28.29068938
-8.3058	-29.53619142
-8.9154	-30.69272904
-9.525	-31.89374887
-10.16	-33.13925092
-10.8204	-34.42923518
-11.4808	-36.25300604
-12.0142	-37.32057922
-12.6746	-38.69952792
-13.3096	-39.98951218
-13.8938	-41.01260315
-14.5288	-42.2581052
-15.2654	-43.94842941
-15.875	-44.92703816
-16.4846	-46.26150464
-17.1196	-47.15114896
-17.7546	-47.59597112
-18.3896	-48.9304376
-19.05	-49.82008192
-19.05	-50.26490408
-19.6596	-51.1545484
-20.2692	-52.04419272
-20.955	-52.93383704
-21.6154	-53.82348136
-22.2758	-54.71312568
-22.9108	-55.15794784
-22.9108	-55.15794784
-23.5712	-55.60277
-24.2062	-56.49241432
-24.8412	-57.38205864
-25.4	-57.8268808
-25.4	-57.38205864
-25.4	-56.93723648
-25.0444	-52.93383704
-24.4602	-49.37525976
-23.876	-46.26150464
-22.7838	-40.43433434
-22.1488	-37.27609701
-21.5646	-34.4737174
-20.9296	-31.76030222
-20.32	-29.22481591
-19.685	-26.60036517
-19.0754	-23.17523454
-18.4658	-20.90664152
-17.8816	-18.59356629
-17.272	-16.59186657
-16.6624	-14.54568463
-16.0528	-12.72191378
-15.113	-9.964016384
-14.478	-8.318174392
-13.8938	-6.805779048
-13.2842	-5.426830352
-12.6492	-4.096812094
-12.065	-2.962515586
-11.4554	-1.089814292
-10.8712	-0.052933837
-10.3124	0.943022979
-9.7536	1.80597797
-9.7536	1.734806424
-9.7536	1.036435633
-9.1948	2.784586722
-8.7376	3.8921939
-7.6454	5.604759216
-7.1628	6.316474672
-6.7056	6.983707912
-6.3246	7.206118992
-6.0706	7.606458936
-6.0706	7.917834448
-3.7846	9.78608752
-3.2766	10.8536607
-2.6162	11.56537616
-2.04216	12.14364497
-1.52908	12.81087821
-1.0541	13.21121815
-0.035306	14.7236135
0.62484	15.47981117
1.26746	16.36945549
1.91516	17.12565316
2.5654	17.48151089
3.2004	18.68253072
3.8354	19.52769282
4.4958	20.15044385
5.1308	21.88525027
5.8166	23.04178789
6.4516	24.10936107
7.1374	25.44382755
7.7978	26.91174068
8.4582	27.93483165
9.1186	29.26929813
9.7536	30.06997802
10.414	31.71582001
11.049	32.96132206
11.6332	34.16234189
12.2936	35.36336172
12.9032	36.47541712
13.5128	37.8098836
14.1478	39.14435008
14.7828	40.65674542
15.3924	41.72431861
15.9766	42.88085622
16.6116	43.77050054
17.2212	44.92703816
17.8562	46.26150464
18.4912	47.59597112
19.1262	48.04079328
19.7612	48.9304376
20.3708	49.82008192
21.0312	50.70972624
21.6408	51.59937056
22.3012	52.04419272
22.9108	52.48901488
23.5712	53.82348136
24.2316	54.26830352
24.8666	54.71312568
25.4	55.15794784
26.162	55.60277
26.67	56.04759216
27.432	56.49241432
28.194	56.49241432
28.702	56.93723648
29.21	56.93723648
29.972	56.93723648
30.48	57.38205864
31.242	56.93723648
32.004	56.93723648
31.496	52.04419272
30.988	48.48561544
30.48	45.37186032
29.718	42.48051628
29.21	39.72261889
28.194	34.4737174
27.432	31.84926666
26.924	29.40274478
26.416	26.73381182
25.654	23.57557448
24.9682	21.44042811
24.4094	19.26079953
23.749	16.99220651
23.0378	14.67913128
22.5806	13.16673594
21.9456	11.43192951
21.3614	9.78608752
20.3454	7.384047856
19.7358	5.916134728
19.1516	4.581668248
18.7706	3.456268183
17.8308	2.037285493
17.2212	0.822920996
16.7132	-0.303813535
16.3576	-1.272191378
15.1892	-2.740104506
14.6558	-3.496302178
14.1478	-4.434876935
13.6144	-5.248901488
12.7	-5.78268808
12.192	-7.028190128
11.6332	-7.695423368
11.1252	-8.184727744
10.1854	-9.207818712
9.8552	-9.163336496
9.398	-10.18642746
8.6868	-10.98710735
7.5692	-11.43192951
6.985	-12.58846713
6.3246	-13.16673594
5.6896	-12.81087821
5.0292	-14.54568463
4.445	-15.25740009
3.81	-16.01359776
3.175	-16.54738435
2.4511	-17.03668873
1.83388	-18.46011964
1.2192	-18.94942402
0.5715	-19.52769282
-0.030226	-20.10596163
-0.65786	-21.08457038
-1.27508	-22.15214357
-1.91262	-22.90834124
-2.5654	-23.84246778
-3.1496	-24.59866545
-3.7592	-25.53279198
-4.3942	-26.20002522
-5.08	-27.17863398
-5.6896	-28.33517159
-6.2992	-29.31378034
-6.9088	-29.62515586
-7.5438	-30.82617569
-8.1534	-31.93823109
-8.7884	-32.96132206
-9.3726	-33.93993081
-10.2108	-35.18543286
-10.8458	-36.29748826
-11.4554	-37.09816814
-12.065	-38.25470576
-12.7	-39.27779673
-13.3096	-40.52329878
-13.9446	-41.32397866
-14.5542	-42.34706963
-15.3162	-43.32567838
-15.9512	-44.25980492
-16.5862	-45.37186032
-17.2212	-46.26150464
-17.8562	-46.7063268
-18.4912	-47.59597112
-19.1516	-48.04079328
-19.7866	-48.9304376
-20.447	-49.82008192
-21.0566	-50.26490408
-21.7424	-51.1545484
-22.3774	-52.04419272
-23.0632	-52.04419272
-23.6982	-52.93383704
-24.384	-53.82348136
-25.019	-54.26830352
-25.654	-54.26830352
-26.416	-54.71312568
-26.924	-54.71312568
-27.686	-55.15794784
-28.194	-55.15794784
-28.956	-55.60277
-29.718	-56.04759216
-30.226	-56.04759216
-30.988	-56.49241432
-31.75	-56.93723648
-32.258	-56.04759216
-32.004	-51.59937056
-31.242	-48.48561544
-30.734	-45.37186032
-29.972	-42.88085622
-29.464	-40.0339944
-27.94	-33.361662
-27.178	-30.60376461
-26.67	-28.29068938
-25.908	-25.97761414
-25.3492	-23.21971675
-24.7142	-21.08457038
-24.1046	-18.6380485
-23.4696	-16.81427765
-22.86	-14.63464906
-22.225	-12.81087821
-21.59	-11.03158957
-20.9804	-9.430229792
-20.3454	-8.095763312
-20.3454	-7.650941152
-20.3454	-8.362656608
-19.7358	-6.138545808
-19.1516	-4.4482216
-18.5166	-3.015894245
-17.8054	-1.485706014
-17.1958	-0.40567781
-16.637	0.524890149
-16.1798	1.338914702
-14.8844	2.833517159
-13.8176	4.372601833
-13.335	5.026490408
-12.6238	5.738205864
-12.2936	6.22751024
-11.7094	6.805779048
-11.3538	7.206118992
-10.0584	7.161636776
-9.7536	8.629549904
-9.1186	9.608158656
-8.4582	10.09746303
-7.3914	10.54228519
-6.8072	11.25400065
-6.5278	11.69882281
-5.8928	12.2326094
-4.6482	13.3446648
-4.1656	13.87845139
-3.937	14.4567202
-3.302	14.90154236
-2.667	15.52429338
-2.01168	16.19152662
-1.37414	16.50290214
-0.73406	17.25909981
-0.070612	17.97081526
0.56642	18.68253072
1.21666	19.48321061
1.86436	19.79458612
2.49936	20.72871266
3.1496	21.75180362
3.81	22.37455465
5.08	23.30868118
5.7404	24.02039664
6.4262	24.59866545
7.0866	25.48830977
7.747	26.46691852
8.382	27.62345614
9.0678	28.51310046
10.3378	29.93653137
10.9982	30.91514012
11.6586	32.16064217
12.2936	32.42753546
12.6492	32.87235762
12.954	34.65164626
13.589	35.36336172
14.2494	36.38645269
15.4686	37.58747252
16.0782	38.6550457
16.7132	39.32227894
17.3482	40.21192326
17.8562	40.56778099
18.3896	42.12465855
19.05	43.14774952
19.6596	43.32567838
20.32	43.85946498
20.701	45.37186032
21.6154	45.81668248
22.2504	46.26150464
22.9108	46.7063268
23.5712	47.59597112
24.1808	48.48561544
24.8158	48.9304376
25.4	48.9304376
26.162	49.37525976
26.67	49.82008192
27.432	51.1545484
27.94	50.70972624
28.702	51.1545484
29.21	52.48901488
29.972	51.59937056
30.48	52.04419272
31.242	52.48901488
31.75	52.48901488
31.496	48.04079328
30.226	43.14774952
29.718	40.3008877
29.21	37.45402587
28.448	34.82957513
27.94	32.02719552
27.432	29.53619142
26.67	27.13415176
26.162	24.99900539
25.654	22.95282346
24.9428	20.95112374
24.3332	18.9049418
23.7236	16.9477243
22.606	14.1898269
21.971	12.41053826
21.3614	10.8536607
20.7264	9.252300928
20.1422	8.095763312
19.558	6.716814616
18.9484	5.382348136
17.7292	2.566623863
17.145	1.414534469
16.6624	0.423470696
16.129	-0.319827133
15.1638	-1.868253072
15.1384	-1.023090968
14.605	-2.944722699
14.097	-4.154638974
13.6398	-5.293383704
13.081	-6.22751024
12.8016	-7.161636776
12.2936	-7.650941152
11.8872	-8.585067688
11.4046	-8.940925416
11.0236	-9.519194224
10.0584	-10.31987411
9.398	-10.76469627
8.763	-11.3874473
8.1026	-11.87675167
7.4676	-12.4995027
6.1722	-13.65604031
5.5372	-14.14534469
4.9022	-14.81257793
4.2926	-15.34636452
3.6322	-16.14704441
3.0226	-16.680831
2.40538	-17.65943975
1.778	-18.6380485
1.14554	-18.9049418
0.5461	-19.7501039
-0.077978	-19.92803277
-0.72136	-20.41733714
-1.33604	-21.44042811
-1.97866	-22.41903686
-2.6162	-22.86385902
-3.2258	-24.02039664
-3.8862	-24.64314766
-4.4704	-25.53279198
-5.2324	-26.28898966
-5.842	-27.17863398
-6.477	-27.801385
-7.1374	-28.51310046
-7.6962	-29.71412029
-8.382	-30.73721126
-8.9408	-31.58237336
-9.5504	-32.96132206
-10.16	-33.00580427
-10.7442	-34.11785967
-11.3792	-35.00750399
-11.9888	-36.11955939
-12.954	-36.87575706
-13.589	-38.12125911
-14.1478	-39.01090343
-14.7828	-39.54469002
-15.3416	-39.94502997
-15.9766	-40.92363872
-16.6624	-41.76880082
-17.2466	-42.43603406
-17.8816	-43.05878509
-18.542	-44.25980492
-19.2024	-44.39325157
-19.812	-45.37186032
-20.4978	-45.37186032
-21.1074	-46.26150464
-21.7932	-46.7063268
-22.4282	-47.59597112
-23.0886	-47.59597112
-23.7744	-48.48561544
-24.4094	-49.37525976
-25.0698	-49.82008192
-25.654	-49.82008192
-26.416	-51.1545484
-26.924	-51.59937056
-27.686	-51.1545484
-28.448	-52.04419272
-28.194	-51.1545484
-28.956	-52.04419272
-29.718	-52.04419272
-30.226	-52.48901488
-30.988	-52.48901488
-31.75	-52.93383704
-32.258	-52.93383704
-31.75	-48.48561544
-30.48	-40.83467429
-29.718	-37.98781246
-29.21	-35.49680837
-28.448	-33.0947687
-27.94	-30.73721126
-27.178	-28.46861824
-26.67	-26.15554301
-25.908	-23.97591442
-25.2984	-21.17353482
-24.638	-19.12735288
-23.9776	-17.08117094
-23.3426	-15.3018823
-22.733	-13.03328929
-22.0726	-11.25400065
-21.4376	-9.78608752
-20.8534	-8.362656608
-20.2184	-6.716814616
-19.5834	-5.33786592
-18.9738	-3.972261889
-18.3642	-2.895792262
-17.7546	-1.628049106
-17.145	-0.644992132
-16.51	0.381657413
-16.0528	1.33446648
-15.2654	2.099560595
-14.859	3.416234189
-14.2494	4.368153611
-13.6906	4.89304376
-12.7254	5.070972624
-12.2936	6.049581376
-11.8618	6.761296832
-11.4046	7.161636776
-10.1854	7.606458936
-9.7536	8.718514336
-9.1186	9.296783144
-8.509	9.830569736
-7.3914	10.80917849
-6.7818	11.74330502
-6.5278	12.09916275
-5.8928	12.81087821
-4.826	12.94432486
-4.572	13.70052253
-3.937	14.1898269
-3.302	14.81257793
-2.6416	15.34636452
-2.0193	15.52429338
-1.3843	16.32497327
-0.72898	16.90324208
-0.100584	17.34806424
0.51816	17.92633305
1.16586	18.94942402
1.78054	19.70562169
2.40284	20.06147942
3.0734	20.68423044
3.683	21.3959459
4.2926	21.9742147
4.953	22.64144794
5.588	23.13075232
6.1976	24.24280772
6.8326	25.04348761
7.5438	25.44382755
