"Lynn 1998,Specimen 2clh18"		
736		
-5.82E-02 	-0.7374784	
-8.29E-03 	0	
-4.16E-03 	-0.27653216	
-2.49E-02 	-2.2119904	
-8.31E-03 	-3.5948736	
2.24E-01 	14.931936	
5.82E-01 	32.350304	
1.25E+00 	62.4944	
1.72E+00 	78.0624	
1.93E+00 	81.93216	
1.48E+00 	45.63648	
1.23E+00 	35.486144	
8.56E-01 	20.923392	
2.04E-01 	-6.818784	
-5.83E-02 	-18.067776	
-6.40E-01 	-42.674112	
-1.05E+00 	-58.80256	
-1.89E+00 	-85.80192	
-1.57E+00 	-58.62464	
-1.54E+00 	-58.2688	
-1.54E+00 	-58.7136	
-1.55E+00 	-58.53568	
-1.51E+00 	-57.6016	
-1.28E+00 	-42.860928	
-9.02E-01 	-27.284032	
-6.52E-01 	-13.642016	
-3.99E-01 	-4.51472	
8.20E-03 	10.968768	
2.20E-01 	20.829984	
5.69E-01 	32.261344	
9.97E-01 	48.21632	
1.23E+00 	57.69056	
1.52E+00 	68.4992	
1.89E+00 	82.9552	
1.48E+00 	50.79616	
1.16E+00 	39.636128	
8.64E-01 	27.835584	
5.44E-01 	13.548608	
1.99E-01 	1.1982912	
-2.92E-02 	-9.403072	
-2.99E-01 	-19.909248	
-6.48E-01 	-33.18208	
-1.05E+00 	-49.10592	
-1.30E+00 	-58.0464	
-1.61E+00 	-70.23392	
-1.91E+00 	-82.11008	
-1.50E+00 	-50.61824	
-1.18E+00 	-37.421024	
-9.14E-01 	-26.914848	
-6.27E-01 	-14.838528	
-3.62E-01 	-5.253088	
-2.51E-02 	9.58544	
2.57E-01 	20.554208	
5.07E-01 	30.233056	
8.85E-01 	44.7024	
1.14E+00 	52.88672	
1.44E+00 	65.1632	
1.84E+00 	82.59936	
1.49E+00 	53.46496	
1.23E+00 	39.911904	
8.56E-01 	26.545664	
5.11E-01 	12.997056	
2.08E-01 	2.488656	
-9.14E-02 	-9.861216	
-3.37E-01 	-20.829984	
-6.40E-01 	-33.457856	
-1.03E+00 	-48.39424	
-1.34E+00 	-58.53568	
-1.60E+00 	-68.4992	
-1.92E+00 	-80.99808	
-1.56E+00 	-54.57696	
-1.27E+00 	-41.384192	
-9.39E-01 	-28.480544	
-6.77E-01 	-16.497632	
-3.99E-01 	-5.991456	
-5.40E-02 	8.29552	
2.45E-01 	19.633472	
5.94E-01 	32.261344	
9.31E-01 	44.52448	
1.83E+00 	79.93056	
2.52E+00 	99.81312	
3.12E+00 	113.46848	
3.80E+00 	126.45664	
3.05E+00 	85.89088	
2.48E+00 	65.51904	
1.87E+00 	43.781664	
1.18E+00 	21.75072	
5.40E-01 	1.7511776	
-9.57E-02 	-19.72688	
-6.86E-01 	-39.636128	
-1.27E+00 	-61.73824	
-1.85E+00 	-83.6224	
-2.67E+00 	-100.92512	
-3.19E+00 	-110.5328	
-3.84E+00 	-122.58688	
-3.19E+00 	-86.91392	
-2.48E+00 	-60.44832	
-1.92E+00 	-44.79136	
-1.27E+00 	-25.53152	
-7.11E-01 	-7.926336	
-4.31E-03 	14.193568	
5.57E-01 	30.233056	
1.20E+00 	48.39424	
1.85E+00 	67.47616	
2.42E+00 	84.512	
3.08E+00 	102.9712	
3.74E+00 	122.23104	
3.07E+00 	86.91392	
2.45E+00 	66.09728	
1.88E+00 	47.94944	
1.20E+00 	28.849728	
5.65E-01 	8.477888	
-8.73E-02 	-12.258688	
-6.56E-01 	-30.04624	
-1.25E+00 	-47.94944	
-1.86E+00 	-64.7184	
-2.67E+00 	-85.44608	
-3.20E+00 	-100.92512	
-3.88E+00 	-118.0944	
-3.23E+00 	-88.47072	
-2.63E+00 	-67.74304	
-1.85E+00 	-47.19328	
-1.21E+00 	-28.0224	
-6.90E-01 	-8.758112	
-1.25E-01 	9.309664	
5.94E-01 	29.588096	
1.28E+00 	48.39424	
1.84E+00 	65.51904	
2.51E+00 	83.88928	
3.10E+00 	101.8592	
3.76E+00 	120.94112	
3.14E+00 	86.82496	
2.49E+00 	67.832	
1.83E+00 	46.65952	
1.22E+00 	27.928992	
6.11E-01 	8.847072	
-1.29E-01 	-12.258688	
-7.15E-01 	-31.616384	
-1.28E+00 	-47.3712	
-1.93E+00 	-64.98528	
-2.65E+00 	-83.88928	
-3.16E+00 	-98.70112	
-3.82E+00 	-116.9824	
-3.17E+00 	-83.97824	
-2.65E+00 	-68.76608	
-1.88E+00 	-47.94944	
-1.25E+00 	-30.233056	
-6.48E-01 	-8.477888	
2.07E-02 	11.796096	
1.20E+00 	46.74848	
2.48E+00 	81.3984	
3.75E+00 	120.45184	
4.94E+00 	147.18432	
6.23E+00 	169.60224	
7.48E+00 	189.04	
4.93E+00 	102.57088	
3.68E+00 	71.25696	
2.46E+00 	41.940192	
1.25E+00 	10.692992	
-7.91E-02 	-25.349152	
-1.30E+00 	-54.75488	
-2.64E+00 	-88.02592	
-3.93E+00 	-120.5408	
-5.04E+00 	-143.71488	
-6.40E+00 	-164.70944	
-7.60E+00 	-182.41248	
-6.44E+00 	-138.5552	
-4.36E+00 	-86.20224	
-3.83E+00 	-73.8368	
-2.68E+00 	-47.19328	
-1.25E+00 	-14.838528	
-7.08E-02 	14.65616	
