Takemura and Kawashima #1																			
4332																			
0.000	-2.04																		
0.540	19.75																		
1.040	38.42																		
1.520	51.24																		
2.100	61.77																		
2.590	70.27																		
3.370	81.16																		
3.560	84.51																		
4.050	91.46																		
4.630	98.88																		
5.110	105.11																		
5.600	110.97																		
5.120	92.90																		
4.630	80.81																		
4.130	69.79																		
3.590	58.18																		
3.070	47.29																		
2.590	36.39																		
2.100	25.86																		
1.620	16.52																		
1.130	4.07																		
0.840	-2.04																		
0.350	-14.25																		
0.010	-25.86																		
-0.530	-39.75																		
-1.040	-49.80																		
-1.510	-57.46																		
-2.090	-66.08																		
-2.480	-72.30																		
-3.070	-81.89																		
-4.030	-94.09																		
-5.040	-107.02																		
-5.500	-112.40																		
-6.090	-118.03																		
-5.600	-102.59																		
-5.120	-91.70																		
-4.570	-80.09																		
-4.130	-69.79																		
-3.640	-59.25																		
-3.120	-48.72																		
-2.580	-37.59																		
-2.090	-28.37																		
-1.190	-10.30																		
-0.390	3.95																		
0.150	13.77																		
0.640	22.74																		
1.120	30.05																		
1.610	37.82																		
2.100	46.33																		
2.590	55.06																		
3.170	63.80																		
3.570	72.07																		
4.140	81.41																		
4.630	90.98																		
5.120	99.72																		
5.700	109.89																		
5.120	90.62																		
4.530	79.61																		
4.050	68.23																		
3.560	58.06																		
3.080	48.84																		
2.590	39.02																		
2.100	28.97																		
1.610	20.71																		
1.130	11.13																		
0.660	3.24																		
0.340	-3.47																		
-0.040	-9.82																		
-0.820	-23.94																		
-1.120	-28.37																		
-1.580	-36.39																		
-2.090	-46.09																		
-2.530	-53.15																		
-3.170	-64.40																		
-3.550	-72.19																		
-4.050	-80.44																		
-4.580	-90.98																		
-5.020	-98.16																		
-5.550	-106.90																		
-6.050	-114.44																		
-5.600	-100.19																		
-5.120	-90.26																		
-4.570	-78.65																		
-4.040	-66.56																		
-3.560	-58.30																		
-3.070	-47.17																		
-2.580	-38.90																		
-2.100	-29.57																		
-1.660	-21.31																		
-1.020	-10.90																		
-0.620	-3.11																		
-0.310	2.04																		
0.250	11.73																		
0.640	19.63																		
1.130	25.98																		
1.640	34.72																		
2.290	44.65																		
2.680	51.96																		
3.170	60.10																		
3.660	69.91																		
4.130	78.05																		
4.630	87.03																		
5.190	98.16																		
5.600	106.19																		
5.060	89.18																		
4.670	79.01																		
4.040	67.16																		
3.170	48.12																		
2.390	35.55																		
1.710	21.43																		
1.220	12.33																		
0.730	4.07																		
0.350	-2.28																		
-0.040	-9.10																		
-0.630	-18.80																		
-1.600	-35.55																		
-2.190	-45.61																		
-2.560	-52.19																		
-3.070	-60.81																		
-3.170	-60.81																		
-3.460	-68.00																		
-4.000	-76.97																		
-4.530	-87.27																		
-5.060	-96.49																		
-5.500	-103.55																		
-6.090	-113.00																		
-5.500	-94.93																		
-5.060	-84.76																		
-4.530	-74.58																		
-3.960	-64.28																		
-3.560	-54.58																		
-2.880	-43.45																		
-2.490	-34.72																		
-2.100	-27.65																		
-1.510	-18.67																		
-0.870	-10.41																		
-0.440	-8.62																		
-0.250	2.28																		
0.250	11.25																		
0.730	20.00																		
1.320	27.89																		
1.750	35.79																		
2.200	43.34																		
2.780	51.71																		
3.210	60.33																		
3.820	70.39																		
4.330	80.33																		
4.730	87.63																		
5.210	96.61																		
5.790	107.27																		
6.180	114.92																		
6.760	123.42																		
7.250	130.37																		
7.730	132.88																		
8.220	135.99																		
8.780	138.63																		
9.320	142.10																		
9.780	143.78																		
10.360	144.97																		
10.850	146.29																		
11.380	146.88																		
11.930	148.68																		
11.350	126.54																		
10.850	116.47																		
9.830	96.97																		
9.300	87.27																		
8.830	79.01																		
8.320	69.20																		
7.840	61.17																		
7.350	52.19																		
6.860	45.37																		
6.360	36.99																		
5.880	30.41																		
5.310	21.55																		
4.870	14.12																		
4.380	6.83																		
3.940	-0.12																		
3.560	-5.27																		
3.120	-11.61																		
2.680	-17.36																		
2.100	-24.07																		
1.610	-27.65																		
1.120	-32.44																		
0.690	-36.27																		
0.150	-40.70																		
-0.430	-46.44																		
-0.930	-50.28																		
-1.450	-55.31																		
-1.990	-60.33																		
-2.480	-65.00																		
-2.970	-70.27																		
-3.460	-76.74																		
-3.990	-83.92																		
-4.480	-90.86																		
-4.970	-98.16																		
-5.460	-105.23																		
-5.990	-112.17																		
-6.510	-119.47																		
-6.970	-122.35																		
-7.470	-124.98																		
-7.990	-127.61																		
-8.620	-131.09																		
-9.010	-132.76																		
-9.600	-134.67																		
-10.080	-136.59																		
-10.560	-137.55																		
-11.150	-139.23																		
-11.640	-140.54																		
-12.170	-141.50																		
-11.640	-124.38																		
-11.150	-115.28																		
-10.570	-106.90																		
-10.080	-98.40																		
-9.690	-90.62																		
-9.110	-80.69																		
-8.630	-72.30																		
-8.050	-62.37																		
-7.560	-54.23																		
-7.160	-47.04																		
-6.480	-37.47																		
-6.100	-31.72																		
-5.610	-24.66																		
-4.930	-16.04																		
-4.440	-9.82																		
-4.140	-5.98																		
-3.660	0.12																		
-3.170	5.27																		
-2.380	14.25																		
-1.900	19.52																		
-1.270	24.78																		
-0.830	28.85																		
-0.340	32.69																		
0.340	37.47																		
0.820	41.30																		
1.230	45.25																		
1.710	48.84																		
2.290	52.92																		
3.270	61.17																		
3.800	64.76																		
4.280	69.07																		
4.830	74.10																		
5.400	78.65																		
5.890	83.56																		
6.810	94.21																		
7.350	99.96																		
7.930	106.90																		
8.420	111.69																		
8.950	117.08																		
9.400	121.62																		
9.880	126.54																		
10.370	131.20																		
10.940	134.79																		
11.440	137.19																		
12.010	139.11																		
11.380	118.28																		
10.950	108.93																		
10.270	97.20																		
9.880	89.78																		
9.300	80.21																		
8.910	73.15																		
8.320	63.68																		
7.840	55.18																		
7.350	48.12																		
6.920	40.70																		
6.340	33.40																		
5.940	27.65																		
5.400	21.43																		
4.920	15.45																		
4.430	9.58																		
3.900	4.31																		
3.560	0.24																		
3.120	-4.43																		
2.680	-9.10																		
2.200	-13.77																		
1.660	-18.32																		
1.130	-22.74																		
0.810	-26.58																		
0.150	-31.36																		
-0.390	-35.55																		
-0.920	-39.50																		
-1.410	-43.82																		
-1.920	-48.00																		
-2.390	-51.96																		
-2.970	-55.91																		
-3.550	-60.58																		
-3.950	-64.40																		
-4.490	-69.20																		
-5.020	-74.22																		
-5.510	-78.77																		
-6.000	-83.68																		
-6.480	-89.06																		
