"Pujol 2002, No. 10-3-2.25N"	
-18.32	-102.202
-18.39	-102.202
-18.36	-102.180
-18.79	-105.010
-18.74	-105.010
-18.76	-104.966
-18.82	-104.988
-18.75	-104.966
-18.81	-102.804
-18.84	-102.804
-18.78	-102.782
-18.76	-102.737
-18.82	-102.804
-19.30	-106.013
-19.31	-105.946
-19.30	-105.991
-19.27	-105.946
-19.29	-105.969
-19.82	-107.462
-19.86	-107.506
-19.82	-107.417
-19.78	-107.417
-19.83	-107.462
-19.82	-106.526
-19.83	-106.481
-19.90	-106.481
-19.83	-106.481
-19.78	-106.481
-19.95	-102.603
-19.90	-102.603
-19.90	-102.626
-19.93	-102.626
-19.94	-102.603
-19.87	-102.110
-19.95	-102.110
-19.94	-102.088
-19.93	-102.043
-19.89	-102.132
-19.72	-92.817
-19.79	-92.794
-19.69	-92.772
-19.67	-92.794
-19.70	-92.839
-19.70	-93.574
-19.68	-93.552
-19.68	-93.530
-19.70	-93.574
-19.73	-93.552
-19.46	-90.120
-19.48	-90.165
-19.48	-90.142
-19.44	-90.209
-19.43	-90.165
-19.49	-89.942
-19.47	-89.897
-19.46	-89.942
-19.50	-89.964
-19.45	-89.919
-19.13	-83.724
-19.07	-83.701
-19.07	-83.701
-19.09	-83.701
-19.09	-83.701
-18.82	-79.155
-18.81	-79.177
-18.79	-79.177
-18.80	-79.200
-18.80	-79.200
-18.77	-80.180
-18.76	-80.158
-18.78	-80.180
-18.77	-80.180
-18.78	-80.180
-18.19	-71.533
-18.17	-71.533
-18.20	-71.578
-18.20	-71.555
-18.20	-71.511
-17.63	-66.140
-17.61	-66.028
-17.63	-65.828
-17.64	-65.672
-17.64	-65.582
-17.53	-67.031
-17.55	-66.942
-17.60	-66.764
-17.57	-66.608
-17.55	-66.496
-17.28	-60.568
-17.27	-60.568
-17.25	-60.568
-17.21	-60.613
-17.26	-60.590
-17.28	-61.036
-17.24	-61.058
-17.23	-60.991
-17.24	-61.036
-17.25	-61.036
-17.27	-61.816
-17.24	-61.838
-17.20	-61.838
-17.26	-61.816
-17.24	-61.838
-17.22	-62.106
-17.25	-62.128
-17.22	-62.083
-17.21	-62.150
-17.24	-62.106
-16.84	-56.601
-16.84	-56.579
-16.86	-56.579
-16.81	-56.579
-16.80	-56.579
-16.83	-56.735
-16.87	-56.735
-16.85	-56.757
-16.82	-56.735
-16.83	-56.735
-16.19	-49.068
-16.28	-49.113
-16.26	-49.135
-16.22	-49.068
-16.23	-49.090
-15.78	-44.143
-15.78	-44.143
-15.74	-44.187
-15.76	-44.143
-15.75	-44.187
-15.73	-45.369
-15.75	-45.391
-15.74	-45.391
-15.75	-45.391
-15.75	-45.369
-15.70	-45.658
-15.77	-45.591
-15.71	-45.658
-15.67	-45.636
-15.72	-45.681
-15.69	-45.968
-15.70	-45.968
-15.74	-45.968
-15.70	-45.946
-15.65	-45.991
-15.15	-38.948
-15.15	-38.948
-15.16	-38.948
-15.21	-38.948
-15.16	-38.948
-14.71	-34.312
-14.65	-34.312
-14.64	-34.312
-14.69	-34.290
-14.71	-34.335
-13.96	-27.582
-13.94	-27.604
-13.90	-27.626
-13.89	-27.649
-13.96	-27.649
-13.37	-22.991
-13.38	-22.969
-13.35	-23.013
-13.37	-23.035
-13.32	-23.035
-13.32	-24.038
-13.38	-24.038
-13.35	-24.083
-13.32	-24.016
-13.31	-24.083
-13.32	-24.417
-13.34	-24.417
-13.38	-24.373
-13.39	-24.417
-13.33	-24.439
-12.75	-18.177
-12.80	-18.177
-12.72	-18.177
-12.69	-18.199
-12.71	-18.222
-12.01	-13.363
-11.96	-13.385
-11.98	-13.363
-12.00	-13.452
-11.95	-13.408
-11.35	-9.396
-11.37	-9.374
-11.39	-9.418
-11.39	-9.418
-11.42	-9.374
-10.89	-6.989
-10.91	-7.011
-10.88	-6.967
-10.86	-6.944
-10.90	-7.011
-10.88	-7.702
-10.93	-7.635
-10.90	-7.658
-10.85	-7.613
-10.87	-7.658
-8.66	0.410
-8.64	0.499
-8.66	0.410
-8.66	0.432
-8.65	0.477
-8.93	-0.571
-8.93	-0.548
-8.94	-0.615
-8.94	-0.615
-8.94	-0.615
-8.18	2.193
-8.18	2.215
-8.24	2.215
-8.20	2.282
-8.16	2.349
-7.43	2.772
-7.39	2.728
-7.39	2.750
-7.41	2.728
-7.43	2.706
-7.40	2.683
-7.42	2.661
-7.36	2.639
-7.33	2.639
-7.40	2.639
-7.39	2.238
-7.43	2.282
-7.37	2.327
-7.35	2.304
-7.43	2.327
-7.37	1.858
-7.30	1.948
-7.30	1.925
-7.38	1.836
-7.39	1.881
-5.98	4.332
-6.03	4.310
-5.98	4.265
-5.93	4.288
-6.00	4.355
-4.60	6.449
-4.61	6.516
-4.54	6.494
-4.55	6.494
-4.62	6.494
-4.57	6.004
-4.58	5.892
-4.62	5.915
-4.59	5.892
-4.60	5.959
-3.44	9.191
-3.42	9.124
-3.41	9.168
-3.44	9.124
-3.52	9.168
-2.61	11.442
-2.60	11.397
-2.64	11.464
-2.60	11.397
-2.61	11.419
-1.86	14.250
-1.86	14.205
-1.85	14.205
-1.89	14.161
-1.93	14.205
-1.49	15.476
-1.49	15.476
-1.48	15.476
-1.46	15.498
-1.42	15.453
-0.81	18.529
-0.80	18.507
-0.84	18.484
-0.82	18.440
-0.82	18.507
-0.36	20.535
-0.29	20.535
-0.28	20.535
-0.29	20.490
-0.30	20.490
0.05	21.983
0.05	21.916
0.06	21.939
0.07	22.006
0.04	21.961
0.14	20.980
0.15	20.958
0.08	21.025
0.11	21.003
0.09	20.958
0.72	24.680
0.73	24.658
0.65	24.680
0.65	24.635
0.65	24.680
1.08	26.730
1.13	26.686
1.17	26.753
1.15	26.708
1.11	26.730
1.56	29.249
1.66	29.226
1.66	29.159
1.57	29.204
1.57	29.182
2.15	31.410
2.15	31.477
2.17	31.388
2.15	31.410
2.17	31.388
2.57	33.327
2.60	33.349
2.56	33.327
2.60	33.305
2.57	33.327
2.60	32.436
2.59	32.458
2.55	32.436
2.61	32.458
2.58	32.458
2.60	32.413
2.55	32.369
2.60	32.413
2.63	32.413
2.63	32.391
2.92	34.954
3.01	35.021
3.02	34.954
2.99	34.932
2.96	34.954
3.35	37.071
3.46	37.004
3.47	37.049
3.38	37.049
3.42	37.071
4.00	40.080
3.91	40.080
3.98	40.058
3.97	40.035
3.96	40.058
4.42	42.130
4.43	42.153
4.44	42.130
4.40	42.108
4.45	42.086
4.38	41.373
4.41	41.306
4.43	41.306
4.45	41.306
4.42	41.328
4.88	44.337
4.84	44.314
4.84	44.248
4.83	44.270
4.91	44.248
4.94	42.665
4.95	42.665
4.97	42.687
4.89	42.687
4.84	42.665
4.89	42.219
4.92	42.175
4.90	42.197
4.85	42.153
4.94	42.197
5.00	41.885
4.95	41.930
4.86	41.952
4.91	41.930
4.92	41.952
5.32	46.120
5.35	46.120
5.33	46.142
5.29	46.164
5.26	46.120
5.62	47.613
5.60	47.590
5.51	47.590
5.57	47.590
5.61	47.590
5.98	49.752
5.94	49.797
6.04	49.752
6.00	49.752
5.88	49.752
6.19	51.268
6.24	51.246
6.29	51.246
6.29	51.223
6.29	51.246
6.75	53.586
6.70	53.474
6.70	53.519
6.70	53.563
6.72	53.519
7.14	55.948
7.22	55.903
7.24	55.837
7.20	55.859
7.14	55.859
7.69	57.976
7.71	57.954
7.71	57.976
7.72	57.931
7.72	57.954
8.11	59.848
8.06	59.826
8.14	59.848
8.17	59.804
8.09	59.804
8.12	58.890
8.11	58.934
8.12	58.912
8.11	58.912
8.07	58.912
8.54	62.344
8.52	62.300
8.61	62.367
8.59	62.300
8.49	62.277
8.91	64.328
8.92	64.239
8.97	64.261
8.97	64.239
8.91	64.194
9.49	66.601
9.46	66.579
9.45	66.556
9.48	66.556
9.47	66.601
9.59	62.901
9.61	62.856
9.62	62.856
9.48	62.834
9.53	62.879
9.89	67.358
9.81	67.358
9.84	67.380
9.84	67.380
9.92	67.380
10.30	69.743
10.23	69.721
10.25	69.721
10.21	69.698
10.27	69.698
10.27	68.606
10.27	68.651
10.28	68.628
10.22	68.606
10.29	68.628
10.81	72.885
10.90	72.908
10.91	72.885
10.94	72.863
10.93	72.885
11.35	75.938
11.39	75.961
11.43	75.916
11.43	75.916
11.37	75.872
11.86	76.964
11.82	76.919
11.73	76.875
11.79	76.875
11.81	76.919
12.31	79.460
12.30	79.437
12.31	79.482
12.36	79.437
12.38	79.393
12.32	77.744
12.37	77.788
12.40	77.833
12.39	77.788
12.39	77.833
12.93	81.844
12.86	81.800
12.92	81.755
12.91	81.800
12.93	81.778
13.33	83.917
13.40	83.917
13.37	83.895
13.27	83.828
13.31	83.872
13.86	86.168
13.84	86.190
13.91	86.123
13.93	86.146
13.86	86.168
13.94	83.382
13.97	83.360
13.97	83.427
14.01	83.338
13.95	83.360
14.60	88.865
14.63	88.865
14.59	88.865
14.66	88.842
14.64	88.842
14.71	86.213
14.62	86.257
14.66	86.257
14.67	86.190
14.69	86.213
14.72	85.678
14.68	85.655
14.66	85.678
14.63	85.655
14.73	85.611
15.22	90.692
15.23	90.603
15.20	90.670
15.27	90.714
15.27	90.625
15.60	92.475
15.69	92.475
15.67	92.475
15.57	92.431
15.64	92.453
15.66	90.781
15.69	90.804
15.75	90.804
15.75	90.759
15.66	90.759
16.09	93.745
16.06	93.768
16.08	93.723
16.16	93.679
16.21	93.701
16.68	96.019
16.68	95.996
16.61	95.996
16.64	95.952
16.62	95.907
16.65	93.968
16.67	93.946
16.62	93.901
16.65	93.879
16.64	93.901
17.16	97.133
17.14	97.044
17.01	97.066
17.08	97.022
17.13	97.022
17.09	96.197
17.15	96.286
17.14	96.219
17.11	96.175
17.15	96.197
17.20	94.525
17.16	94.525
17.17	94.592
17.18	94.570
17.19	94.548
17.61	98.827
17.60	98.782
17.58	98.782
17.62	98.760
17.64	98.738
18.10	100.654
18.06	100.654
18.06	100.632
18.08	100.543
18.18	100.565
18.09	98.180
18.10	98.158
18.21	98.047
18.22	98.225
18.15	98.136
18.17	97.712
18.11	97.712
18.07	97.735
18.18	97.712
18.20	97.690
18.54	101.011
18.64	101.011
18.65	100.989
18.61	100.944
18.63	100.966
19.12	102.460
19.05	102.415
19.13	102.393
19.18	102.415
19.15	102.393
19.20	100.476
19.21	100.476
19.20	100.476
19.16	100.431
19.08	100.409
19.67	104.176
19.63	104.176
19.71	104.131
19.72	104.153
19.63	104.042
20.07	104.198
20.09	104.198
20.07	104.198
20.02	104.176
20.00	104.176
20.14	104.532
20.18	104.510
20.22	104.488
20.24	104.510
20.23	104.488
20.31	100.454
20.25	100.409
20.31	100.431
20.34	100.431
20.36	100.431
20.27	99.651
20.31	99.585
20.35	99.629
20.37	99.629
20.30	99.651
20.35	98.894
20.28	98.938
20.35	98.894
20.34	98.871
20.32	98.894
20.37	98.270
20.33	98.247
20.35	98.292
20.35	98.314
20.29	98.292
20.36	98.091
20.34	98.114
20.34	98.069
20.33	98.136
20.31	98.047
20.40	97.870
20.29	97.848
20.34	97.870
20.36	97.848
20.31	97.826
20.32	97.737
20.41	97.648
20.42	97.670
20.38	97.670
20.33	97.714
20.36	97.648
20.35	97.648
20.31	97.670
20.30	97.670
20.39	97.625
20.41	97.581
20.33	97.648
20.29	97.625
20.30	97.603
20.42	97.625
20.16	89.936
20.18	89.892
20.16	89.959
20.12	89.914
20.19	89.959
20.09	90.137
20.17	90.137
20.17	90.137
20.09	90.159
20.08	90.115
19.73	83.340
19.80	83.340
19.79	83.340
19.72	83.317
19.68	83.295
19.65	84.409
19.72	84.454
19.73	84.409
19.72	84.387
19.71	84.432
19.35	77.389
19.31	77.389
19.27	77.411
19.34	77.389
19.35	77.411
18.92	71.260
18.89	71.238
18.81	71.238
18.93	71.238
18.99	71.216
18.59	68.318
18.57	68.252
18.56	68.296
18.56	68.296
18.60	68.296
18.61	68.742
18.54	68.720
18.53	68.720
18.62	68.764
18.64	68.764
18.56	68.764
18.58	68.764
18.63	68.742
18.54	68.742
18.51	68.742
18.61	69.143
18.59	69.232
18.50	69.143
18.54	69.143
18.60	69.143
18.13	60.897
18.09	60.897
18.07	60.852
18.09	60.919
18.10	60.919
17.72	56.707
17.64	56.685
17.71	56.729
17.73	56.729
17.65	56.729
17.65	57.621
17.64	57.643
17.65	57.621
17.61	57.621
17.63	57.710
17.16	50.355
17.05	50.311
17.20	50.355
17.21	50.378
17.15	50.355
16.57	45.341
16.69	45.341
16.73	45.296
16.64	45.386
16.68	45.319
16.69	45.764
16.67	45.854
16.60	45.854
16.68	45.831
16.68	45.854
16.69	46.121
16.61	46.099
16.59	46.099
16.63	46.121
16.69	46.143
16.57	46.032
16.66	46.032
16.68	46.054
16.61	46.010
16.68	46.010
16.45	44.093
16.54	44.115
16.55	44.048
16.51	44.026
16.56	44.071
16.53	44.338
16.48	44.383
16.55	44.338
16.55	44.316
16.47	44.338
16.44	44.427
16.52	44.427
16.54	44.472
16.51	44.449
16.56	44.427
16.47	44.895
16.55	44.873
16.55	44.873
16.50	44.917
16.47	44.940
16.52	45.207
16.58	45.230
16.59	45.207
16.51	45.207
16.43	45.252
16.54	45.475
16.54	45.452
16.49	45.452
16.48	45.430
16.46	45.452
16.06	39.480
16.03	39.480
16.16	39.502
16.16	39.524
16.09	39.524
15.62	35.423
15.62	35.401
15.56	35.379
15.61	35.290
15.64	35.245
14.96	28.737
14.87	28.760
14.84	28.760
14.84	28.782
14.94	28.804
14.33	23.634
14.32	23.656
14.26	23.656
14.34	23.589
14.37	23.612
14.37	24.525
14.35	24.481
14.30	24.503
14.24	24.525
14.29	24.503
14.26	24.481
14.34	24.525
14.34	24.503
14.28	24.525
14.27	24.525
13.67	17.661
13.64	17.728
13.66	17.706
13.65	17.795
13.71	17.772
13.65	18.954
13.63	18.976
13.64	18.931
13.63	18.976
13.58	18.976
13.19	14.184
13.18	14.207
13.14	14.162
13.17	14.207
13.20	14.207
12.51	9.304
12.47	9.281
12.46	9.304
12.55	9.281
12.52	9.326
11.84	5.537
11.85	5.493
11.81	5.537
11.76	5.515
11.84	5.537
11.31	2.930
11.27	2.952
11.26	2.952
11.27	2.952
11.32	2.952
11.28	3.420
11.30	3.353
11.33	3.398
11.29	3.375
11.23	3.375
11.28	3.821
11.30	3.843
11.25	3.799
11.25	3.843
11.25	3.843
11.23	4.601
11.30	4.623
11.29	4.646
11.22	4.690
11.22	4.623
11.11	2.996
11.11	2.996
11.06	2.996
10.98	3.019
11.05	3.019
11.05	2.618
11.07	2.618
11.06	2.595
11.10	2.595
11.11	2.595
10.98	2.038
11.08	2.060
11.10	2.083
11.04	2.060
11.05	2.038
10.96	2.796
10.93	2.818
11.05	2.796
11.05	2.818
10.97	2.796
11.04	3.175
11.03	3.175
10.92	3.108
11.01	3.197
11.00	3.175
10.97	3.264
11.00	3.286
11.05	3.286
10.98	3.264
10.96	3.286
10.88	3.354
10.79	3.354
10.87	3.310
10.85	3.354
10.84	3.354
10.89	3.288
10.77	3.332
10.86	3.310
10.92	3.332
10.84	3.332
10.93	3.354
10.88	3.421
10.78	3.377
10.84	3.354
10.87	3.399
10.79	3.466
10.88	3.466
10.91	3.466
10.78	3.466
10.84	3.466
10.80	3.444
10.85	3.421
10.85	3.488
10.82	3.488
10.80	3.466
10.78	2.329
10.69	2.352
10.76	2.352
10.77	2.352
10.71	2.352
9.96	0.101
9.98	0.145
9.98	0.145
9.97	0.123
9.96	0.078
7.75	-6.563
7.85	-6.585
7.87	-6.585
7.74	-6.563
7.84	-6.541
7.78	-5.984
7.85	-5.984
7.81	-5.984
7.81	-5.984
7.79	-5.984
6.27	-8.569
6.26	-8.591
6.21	-8.591
6.28	-8.524
6.23	-8.569
6.21	-7.947
6.22	-7.925
6.19	-7.925
6.24	-7.947
6.21	-7.925
5.46	-9.953
5.49	-9.930
5.46	-9.908
5.53	-9.886
5.51	-9.930
4.84	-11.312
4.84	-11.290
4.83	-11.268
4.83	-11.334
4.84	-11.312
4.81	-10.331
4.86	-10.331
4.84	-10.331
4.79	-10.287
4.85	-10.331
4.85	-10.354
4.80	-10.331
4.84	-10.354
4.84	-10.309
4.81	-10.331
4.06	-13.296
4.03	-13.251
4.02	-13.296
4.03	-13.296
4.06	-13.318
3.14	-16.081
3.20	-16.037
3.19	-16.037
3.16	-15.970
3.17	-16.015
2.59	-17.842
2.57	-17.887
2.62	-17.887
2.61	-17.842
2.55	-17.909
2.62	-17.240
2.53	-17.173
2.57	-17.196
2.63	-17.218
2.60	-17.196
2.59	-16.661
2.53	-16.661
2.61	-16.661
2.63	-16.661
2.57	-16.661
1.98	-19.848
1.98	-19.848
1.96	-19.870
1.95	-19.826
2.00	-19.848
1.33	-22.054
1.42	-22.010
1.45	-22.032
1.40	-22.054
1.41	-22.010
1.43	-21.430
1.43	-21.453
1.35	-21.408
1.37	-21.430
1.40	-21.430
1.39	-20.828
1.42	-20.851
1.36	-20.851
1.40	-20.851
1.41	-20.873
1.11	-23.079
1.10	-23.057
1.06	-23.079
1.07	-23.057
1.09	-23.079
0.71	-24.461
0.73	-24.461
0.73	-24.483
0.72	-24.506
0.72	-24.506
0.29	-26.712
0.24	-26.690
0.23	-26.645
0.25	-26.690
0.24	-26.668
-0.15	-28.763
-0.24	-28.763
-0.23	-28.740
-0.22	-28.718
-0.21	-28.763
-0.67	-30.657
-0.71	-30.657
-0.70	-30.657
-0.67	-30.679
-0.66	-30.635
-1.46	-34.423
-1.48	-34.356
-1.52	-34.334
-1.45	-34.290
-1.47	-34.312
-1.87	-35.872
-1.84	-35.872
-1.83	-35.850
-1.86	-35.894
-1.91	-35.827
-2.55	-38.791
-2.51	-38.791
-2.51	-38.769
-2.58	-38.791
-2.53	-38.769
-2.49	-37.833
-2.55	-37.855
-2.59	-37.855
-2.49	-37.833
-2.50	-37.789
-2.49	-37.610
-2.53	-37.633
-2.50	-37.633
-2.53	-37.610
-2.59	-37.566
-2.86	-40.129
-2.90	-40.084
-2.87	-40.129
-2.83	-40.084
-2.84	-40.106
-3.44	-42.825
-3.38	-42.781
-3.35	-42.803
-3.39	-42.758
-3.36	-42.736
-3.82	-44.920
-3.89	-44.965
-3.86	-44.920
-3.85	-44.898
-3.85	-44.876
-3.84	-42.870
-3.83	-42.892
-3.89	-42.870
-3.85	-42.914
-3.87	-42.870
-4.23	-46.257
-4.31	-46.280
-4.27	-46.257
-4.25	-46.280
-4.27	-46.235
-4.67	-48.642
-4.74	-48.575
-4.71	-48.598
-4.71	-48.598
-4.66	-48.598
-5.22	-50.938
-5.17	-50.938
-5.16	-50.938
-5.20	-50.915
-5.23	-50.938
-5.67	-53.144
-5.61	-53.122
-5.59	-53.144
-5.68	-53.122
-5.68	-53.077
-6.12	-55.506
-6.13	-55.484
-6.14	-55.440
-6.16	-55.440
-6.18	-55.417
-6.75	-57.869
-6.72	-57.869
-6.75	-57.891
-6.76	-57.869
-6.75	-57.824
-7.21	-60.142
-7.26	-60.142
-7.21	-60.120
-7.21	-60.120
-7.24	-60.097
-7.21	-57.980
-7.21	-57.958
-7.25	-57.958
-7.29	-57.980
-7.23	-57.958
-7.77	-62.259
-7.76	-62.259
-7.71	-62.237
-7.73	-62.259
-7.75	-62.237
-8.16	-64.711
-8.16	-64.666
-8.15	-64.577
-8.15	-64.532
-8.22	-64.443
-8.60	-66.516
-8.58	-66.516
-8.62	-66.471
-8.57	-66.494
-8.57	-66.471
-8.68	-63.304
-8.67	-63.304
-8.61	-63.304
-8.61	-63.326
-8.65	-63.304
-8.68	-63.104
-8.59	-63.081
-8.62	-63.104
-8.64	-63.104
-8.65	-63.104
-8.61	-63.059
-8.63	-63.081
-8.69	-63.059
-8.62	-63.037
-8.63	-63.037
-9.20	-68.408
-9.20	-68.408
-9.21	-68.408
-9.26	-68.363
-9.17	-68.386
-9.18	-68.096
-9.22	-68.007
-9.20	-68.029
-9.18	-68.029
-9.24	-68.029
-9.21	-66.981
-9.24	-66.937
-9.24	-66.937
-9.17	-66.959
-9.16	-66.892
-9.65	-71.840
-9.71	-71.862
-9.69	-71.929
-9.73	-71.974
-9.64	-71.974
-10.14	-73.378
-10.08	-73.355
-10.09	-73.355
-10.10	-73.355
-10.13	-73.311
-10.10	-72.263
-10.12	-72.286
-10.12	-72.263
-10.15	-72.286
-10.14	-72.219
-10.57	-75.540
-10.56	-75.495
-10.57	-75.495
-10.59	-75.517
-10.61	-75.450
-11.12	-78.036
-11.16	-78.036
-11.11	-77.991
-11.09	-77.924
-11.08	-77.946
-11.66	-79.997
-11.60	-79.997
-11.64	-79.975
-11.58	-79.975
-11.62	-79.930
-12.10	-82.448
-12.16	-82.426
-12.13	-82.404
-12.11	-82.404
-12.12	-82.359
-12.15	-80.108
-12.12	-80.086
-12.16	-80.086
-12.11	-80.108
-12.13	-80.108
-12.45	-82.827
-12.46	-82.827
-12.46	-82.827
-12.43	-82.783
-12.39	-82.783
-12.45	-81.891
-12.46	-81.913
-12.46	-81.869
-12.44	-81.891
-12.47	-81.913
-12.92	-84.766
-12.87	-84.811
-12.84	-84.744
-12.90	-84.766
-12.87	-84.722
-13.24	-86.215
-13.26	-86.193
-13.27	-86.215
-13.26	-86.215
-13.31	-86.148
-13.92	-89.134
-13.99	-89.112
-13.90	-89.045
-13.89	-89.090
-13.92	-89.067
-13.97	-86.616
-13.95	-86.638
-13.99	-86.594
-13.99	-86.594
-13.96	-86.571
-13.96	-86.237
-13.96	-86.237
-13.99	-86.237
-13.95	-86.237
-13.99	-86.237
-13.98	-85.725
-14.03	-85.725
-13.98	-85.725
-14.01	-85.747
-13.99	-85.747
-14.49	-89.981
-14.43	-89.937
-14.47	-89.937
-14.54	-89.937
-14.43	-89.914
-14.97	-91.608
-14.91	-91.630
-14.89	-91.586
-14.97	-91.586
-14.91	-91.564
-14.93	-90.137
-14.91	-90.160
-14.94	-90.137
-14.93	-90.160
-14.92	-90.115
-15.35	-93.636
-15.33	-93.659
-15.32	-93.592
-15.38	-93.614
-15.33	-93.525
-15.76	-95.375
-15.81	-95.375
-15.75	-95.352
-15.76	-95.352
-15.73	-95.375
-15.79	-93.503
-15.85	-93.503
-15.77	-93.503
-15.76	-93.480
-15.75	-93.480
-16.39	-97.470
-16.34	-97.470
-16.40	-97.425
-16.35	-97.380
-16.40	-97.425
-16.40	-95.196
-16.42	-95.174
-16.42	-95.196
-16.38	-95.196
-16.41	-95.152
-16.93	-98.918
-16.87	-98.851
-16.96	-98.874
-16.94	-98.829
-16.96	-98.807
-17.35	-100.790
-17.28	-100.790
-17.35	-100.746
-17.35	-100.723
-17.37	-100.723
-17.34	-98.361
-17.37	-98.339
-17.40	-98.361
-17.40	-98.339
-17.35	-98.383
-17.78	-101.637
-17.81	-101.615
-17.86	-101.593
-17.85	-101.570
-17.84	-101.570
-17.89	-99.787
-17.87	-99.743
-17.83	-99.765
-17.87	-99.743
-17.84	-99.743
-17.92	-98.851
-17.89	-98.874
-17.87	-98.896
-17.91	-98.918
-17.90	-98.851
-18.19	-102.038
-18.19	-102.061
-18.20	-102.038
-18.23	-102.038
-18.24	-102.038
-18.25	-100.813
-18.23	-100.790
-18.20	-100.746
-18.26	-100.813
-18.19	-100.813
-18.79	-104.222
-18.78	-104.222
-18.76	-104.222
-18.84	-104.178
-18.80	-104.156
-18.86	-102.261
-18.81	-102.283
-18.85	-102.239
-18.82	-102.261
-18.86	-102.239
-18.83	-101.347
-18.90	-101.370
-18.87	-101.392
-18.89	-101.370
-18.82	-101.392
-19.14	-104.445
-19.16	-104.445
-19.22	-104.423
-19.12	-104.423
-19.18	-104.423
-19.50	-105.203
-19.55	-105.158
-19.44	-105.181
-19.49	-105.158
-19.50	-105.158
-19.63	-100.251
-19.64	-100.273
-19.67	-100.273
-19.62	-100.251
-19.64	-100.251
-19.55	-100.072
-19.58	-100.095
-19.61	-100.050
-19.59	-100.139
-19.61	-100.095
-19.63	-97.197
-19.63	-97.086
-19.62	-97.064
-19.60	-96.952
-19.60	-96.930
-19.51	-94.657
-19.50	-94.657
-19.53	-94.724
-19.50	-94.724
-19.51	-94.679
-19.19	-89.598
-19.22	-89.687
-19.18	-89.620
-19.19	-89.598
-19.26	-89.664
-19.21	-89.687
-19.21	-89.664
-19.22	-89.709
-19.27	-89.709
-19.23	-89.709
-19.26	-89.731
-19.19	-89.776
-19.21	-89.709
-19.26	-89.731
-19.25	-89.731
-18.70	-81.396
-18.73	-81.418
-18.69	-81.396
-18.72	-81.396
-18.70	-81.396
-18.72	-82.889
-18.68	-82.845
-18.65	-82.867
-18.61	-82.867
-18.64	-82.845
-18.68	-82.934
-18.71	-82.889
-18.67	-82.934
-18.69	-82.912
-18.67	-82.934
-18.22	-77.095
-18.18	-76.939
-18.16	-76.894
-18.14	-76.872
-18.16	-76.894
-18.19	-77.187
-18.16	-77.187
-18.16	-77.187
-18.21	-77.165
-18.14	-77.187
-18.04	-73.220
-18.00	-73.243
-18.02	-73.198
-18.03	-73.220
-18.03	-73.243
-17.58	-67.537
-17.62	-67.537
-17.64	-67.537
-17.58	-67.515
-17.61	-67.448
-17.51	-67.604
-17.52	-67.582
-17.49	-67.582
-17.53	-67.560
-17.49	-67.560
-16.65	-59.492
-16.72	-60.004
-16.68	-60.339
-16.70	-60.250
-16.70	-60.094
-16.63	-56.661
-16.69	-56.661
-16.68	-56.684
-16.73	-56.706
-16.65	-56.684
-16.63	-57.999
-16.65	-57.999
-16.63	-57.976
-16.65	-57.976
-16.63	-57.999
-16.63	-58.333
-16.64	-58.311
-16.61	-58.311
-16.63	-58.288
-16.63	-58.288
-16.00	-49.797
-15.99	-49.753
-15.95	-49.797
-16.00	-49.797
-16.01	-49.797
-15.57	-45.050
-15.53	-45.050
-15.51	-45.006
-15.48	-45.072
-15.53	-45.050
-15.47	-45.451
-15.50	-45.496
-15.52	-45.518
-15.54	-45.518
-15.49	-45.518
-15.47	-46.457
-15.51	-46.434
-15.55	-46.390
-15.45	-46.457
-15.48	-46.434
-14.83	-37.965
-14.80	-37.965
-14.75	-38.010
-14.77	-37.988
-14.84	-38.032
-14.36	-33.731
-14.36	-33.731
-14.31	-33.731
-14.35	-33.753
-14.33	-33.731
-14.32	-34.979
-14.31	-35.024
-14.35	-35.024
-14.34	-34.957
-14.36	-35.024
-14.31	-35.135
-14.28	-35.135
-14.37	-35.113
-14.33	-35.135
-14.34	-35.135
-14.11	-31.948
-14.05	-31.792
-14.04	-31.725
-14.11	-31.658
-14.05	-31.614
-13.62	-27.959
-13.71	-27.959
-13.62	-28.003
-13.64	-28.003
-13.67	-28.026
-13.07	-22.855
-13.02	-22.811
-13.04	-22.855
-13.00	-22.877
-13.03	-22.855
-13.04	-23.747
-13.05	-23.747
-12.98	-23.724
-13.01	-23.747
-13.02	-23.747
-12.34	-17.662
-12.31	-17.640
-12.34	-17.662
-12.33	-17.685
-12.37	-17.640
-12.32	-18.532
-12.28	-18.532
-12.29	-18.532
-12.30	-18.576
-12.34	-18.532
-11.68	-13.317
-11.69	-13.317
-11.66	-13.317
-11.70	-13.294
-11.71	-13.294
-11.03	-9.439
-11.09	-9.439
-11.02	-9.461
-10.99	-9.461
-11.05	-9.439
-10.53	-6.787
-10.43	-6.787
-10.45	-6.809
-10.46	-6.787
-10.48	-6.764
-10.40	-7.633
-10.44	-7.633
-10.49	-7.656
-10.46	-7.611
-10.44	-7.633
-7.58	0.457
-7.58	0.457
-7.59	0.434
-7.57	0.479
-7.56	0.501
-7.87	-0.368
-7.88	-0.390
-7.88	-0.390
-7.87	-0.368
-7.87	-0.368
-6.70	2.953
-6.60	2.930
-6.64	2.975
-6.68	2.975
-6.67	2.997
-6.67	2.104
-6.67	2.194
-6.67	2.127
-6.64	2.127
-6.63	2.104
-6.60	2.439
-6.61	2.461
-6.59	2.416
-6.67	2.461
-6.60	2.416
