"Paultre, Legeron, Mongequ, July-August 2001 test 806040"	
-3.54	-6.76
-3.41	-4.88
-3.14	-3.02
-3.05	-1.29
-2.54	2.36
-2.27	4.26
-2.12	6.14
-1.92	8.03
-1.87	9.9
-1.67	11.8
-1.49	13.7
-1.18	15.56
-1.14	17.44
-0.94	19.33
-0.73	21.2
-0.53	23.08
-0.38	24.96
-0.09	26.83
0.02	28.71
0.31	30.6
0.65	34.3
0.8	36.18
1.09	38.06
1.32	39.95
1.52	41.81
1.67	43.69
1.9	45.54
1.99	47.42
2.3	49.28
2.39	51.15
2.72	53.06
2.9	54.88
3.1	56.76
3.21	58.61
3.55	60.48
3.66	62.34
3.97	64.21
4.11	66.06
4.31	67.94
4.6	69.79
4.75	71.65
4.93	73.49
5.18	75.35
5.51	77.22
5.73	79.08
5.98	80.94
6.22	82.78
6.42	84.63
6.67	86.49
6.89	88.32
7.07	90.17
7.38	92.01
7.54	93.86
7.9	95.71
8.12	97.51
8.54	99.25
8.7	101.1
8.95	102.96
9.17	104.79
9.52	106.64
9.79	108.48
10.06	110.28
10.31	112.12
10.62	113.93
10.8	115.75
11.15	115.57
11.4	117.39
11.67	119.23
12.02	121.06
12.34	122.86
12.58	124.67
12.85	126.48
13.12	128.26
13.58	130.06
13.81	131.83
14.3	133.6
14.63	135.36
14.97	137.14
15.32	138.88
16.15	140.47
16.42	142.27
16.91	144
17.2	145.73
17.8	147.45
18.18	149.15
18.78	150.83
19.36	152.5
19.9	154.15
20.39	155.78
20.97	157.44
21.72	159.05
22.19	156.81
22.48	158.55
22.93	160.31
23.4	162.01
24	163.67
24.62	165.3
25.36	166.89
25.67	167.23
26.47	166.3
26.85	164.09
26.88	162.07
26.9	160.08
27.08	158.01
28.79	157.11
30	158.44
31.34	159.66
32.47	161.04
33.7	162.34
34.21	162.68
34.28	160.05
34.46	158.05
34.39	156.05
34.46	154.06
34.64	144.16
34.28	142.34
33.97	140.53
33.77	138.72
33.43	136.89
33.1	135.1
32.65	133.36
32.16	131.6
31.89	129.84
31.4	128.08
31.07	126.32
30.73	124.54
30.29	122.77
29.86	121.01
29.46	119.25
29.11	117.49
28.71	115.72
28.42	113.97
28.01	112.2
27.57	110.44
27.23	108.68
26.85	106.89
26.39	105.13
26.01	103.37
25.65	101.57
25.36	99.83
24.96	98.04
24.65	96.28
24.27	94.49
23.82	92.74
23.49	90.95
23.11	89.18
22.86	87.4
22.51	85.63
22.08	83.84
21.75	82.06
21.48	80.27
21.06	78.48
20.72	76.7
20.41	74.92
20.19	73.12
19.83	71.34
19.41	69.55
19.18	67.76
18.85	65.94
18.49	64.15
18.11	62.37
17.87	60.58
17.51	58.77
17.26	56.96
16.86	55.18
16.66	53.36
16.33	51.57
16.08	49.76
15.75	47.97
15.48	46.17
15.03	44.36
14.74	42.56
14.59	40.76
14.23	38.95
13.94	37.15
13.54	35.32
13.34	33.52
13.05	31.71
12.65	29.89
12.45	28.08
12.16	26.27
11.76	24.46
11.47	22.65
11.15	20.83
10.97	19.01
10.66	17.2
10.31	15.37
10.08	13.55
9.79	11.75
9.52	9.92
9.15	8.11
8.92	6.29
8.63	4.46
8.34	2.67
7.96	0.98
7.72	-0.84
7.47	-2.67
7.14	-4.51
6.92	-6.32
6.74	-8.15
6.4	-9.98
6.18	-11.8
5.8	-13.64
5.6	-15.46
5.22	-17.29
4.98	-19.14
4.71	-20.95
4.4	-22.78
4.13	-24.61
3.95	-26.41
3.57	-28.26
3.37	-30.07
3.1	-31.91
2.81	-33.75
2.41	-35.54
2.28	-37.38
1.99	-39.2
1.59	-41.04
1.25	-42.85
1.07	-44.69
0.8	-46.5
0.43	-48.33
0.11	-50.16
-0.18	-51.97
-0.13	-51.52
-0.13	-49.96
-0.36	-45.91
-0.53	-47.76
-0.8	-49.64
-1.02	-51.51
-1.22	-53.37
-1.4	-55.26
-1.63	-57.1
-1.85	-58.97
-2.07	-60.8
-2.43	-62.65
-2.56	-64.5
-2.9	-66.33
-3.03	-68.18
-3.46	-70.01
-3.59	-71.84
-3.9	-73.67
-4.15	-75.5
-4.48	-77.33
-4.75	-79.16
-5.04	-80.97
-5.31	-82.79
-5.73	-84.61
-6	-86.42
-6.27	-88.26
-6.67	-90.05
-6.85	-91.87
-7.29	-93.68
-7.43	-95.5
-7.89	-97.28
-8.16	-99.09
-8.5	-100.89
-8.74	-102.69
-9.12	-104.5
-9.48	-106.29
-9.88	-108.07
-10.28	-109.86
-10.61	-111.64
-10.99	-113.41
-11.35	-115.19
-11.68	-116.96
-12.09	-118.74
-12.4	-120.51
-12.84	-122.27
-13.2	-124.02
-13.71	-125.76
-14.14	-127.49
-14.5	-129.22
-15.01	-130.93
-15.59	-132.65
-16.21	-134.22
-16.64	-135.96
-17.13	-137.67
-17.73	-139.32
-18.2	-140.94
-19.16	-140.38
-19.65	-142.15
-20.14	-143.85
-20.61	-145.49
-21.52	-147.04
-22.41	-148.52
-23.42	-149.19
-24.09	-145.57
-24.6	-147.23
-25.47	-148.72
-26.63	-150.12
-27.74	-151.48
-29.01	-152.78
-30.17	-154.1
-31.38	-155.45
-32.49	-156.76
-33.81	-158.02
-35.13	-159.3
-36.46	-160.53
-37.02	-160.87
-38.05	-157.75
-38.09	-155.75
-37.91	-147.91
-37.62	-146.12
-37.18	-144.33
-36.82	-142.54
-36.53	-140.74
-36.08	-138.97
-35.82	-137.18
-35.33	-135.41
-34.95	-133.63
-34.61	-131.9
-34.26	-130.14
-33.7	-128.41
-33.21	-126.65
-32.96	-124.91
-32.43	-123.17
-32.05	-121.43
-31.58	-119.69
-31.13	-117.94
-30.71	-116.2
-30.46	-114.45
-29.95	-112.71
-29.46	-110.96
-29.1	-109.21
-28.75	-107.47
-28.26	-105.73
-27.74	-103.98
-27.36	-102.22
-27.1	-100.47
-26.54	-98.72
-26.18	-96.97
-25.78	-95.23
-25.33	-93.44
-24.96	-91.72
-24.51	-89.97
-24.13	-88.2
-23.71	-86.45
-23.33	-84.7
-23.04	-82.94
-22.66	-81.2
-22.17	-79.44
-21.81	-77.69
-21.36	-75.93
-21.01	-74.16
-20.72	-72.41
-20.29	-70.64
-19.83	-68.88
-19.6	-67.12
-19.13	-65.37
-18.87	-63.59
-18.38	-61.83
-18.04	-60.06
-17.66	-58.3
-17.35	-56.54
-16.93	-54.76
-16.59	-53
-16.32	-51.23
-15.9	-49.46
-15.48	-47.69
-15.19	-45.91
-14.83	-44.11
-14.38	-42.33
-14.12	-40.58
-13.69	-38.82
-13.29	-37.03
-13.05	-35.26
-12.76	-33.49
-12.24	-31.7
-12	-29.94
-11.48	-28.15
-11.24	-26.38
-10.82	-24.6
-10.44	-22.81
-10.1	-21.04
-9.7	-19.26
-9.45	-17.47
-8.99	-15.7
-8.65	-13.92
-8.38	-12.13
-7.92	-10.35
-7.54	-8.57
-7.2	-6.77
-6.91	-5
-6.62	-3.26
-6.18	-1.58
-5.91	0.19
-5.48	1.97
-5.24	3.76
-4.9	5.55
-4.39	7.34
-4.12	9.13
-3.81	10.92
-3.46	12.7
-2.99	14.48
-2.61	16.27
-2.36	18.06
-2.32	18.24
-1.85	15.87
-1.72	17.76
-1.4	19.56
-0.94	21.34
-0.76	23.17
-0.44	24.99
-0.18	26.83
0.2	28.63
0.51	30.42
0.8	32.23
1.25	34.01
1.45	35.83
1.85	37.6
2.25	39.41
2.66	41.18
3.01	42.98
3.28	44.75
3.73	46.55
4.11	48.32
4.53	50.1
4.86	51.87
5.24	53.65
5.53	55.43
6.05	57.19
6.38	58.95
6.71	60.73
7.07	62.48
7.52	64.25
7.92	66.01
8.3	67.77
8.79	69.53
9.19	71.28
9.52	73.03
10.06	74.81
10.35	76.54
10.84	78.28
11.18	80.03
11.73	81.76
12.16	83.51
12.54	85.25
13.03	86.99
13.38	88.71
13.9	90.44
14.32	92.17
14.81	93.88
15.26	95.63
15.64	97.33
16.15	99.06
16.55	100.77
17.11	102.48
17.6	104.19
17.96	105.9
18.42	107.6
18.91	109.3
19.49	110.99
19.92	112.69
20.48	114.39
21.01	116.07
21.52	117.76
21.95	119.43
22.62	121.1
23.15	122.77
23.66	124.45
24.22	126.1
24.89	127.76
25.36	129.42
26.12	131.08
26.61	132.72
27.21	134.36
27.99	135.98
28.57	137.61
29.2	139.22
29.95	140.83
30.94	143.02
30.58	142.42
30.96	140.27
31	138.36
30.62	136.55
30.4	134.73
29.95	132.93
29.64	131.12
29.29	129.37
28.82	127.63
28.57	125.83
28.06	124.08
27.72	122.32
27.34	120.57
26.85	118.8
26.54	117.06
26.07	115.3
25.69	113.53
25.34	111.77
24.96	110.01
24.47	108.27
24.22	106.48
23.84	104.74
23.46	102.98
23.02	101.22
22.62	99.48
22.15	97.71
21.81	95.92
21.41	94.18
21.1	92.42
20.77	90.65
20.3	88.89
19.94	87.13
19.54	85.35
19.27	83.59
18.85	81.81
18.6	80.05
18.25	78.28
17.78	76.49
17.49	74.72
17.13	72.96
16.82	71.19
16.46	69.42
16.04	67.62
15.75	65.85
15.37	64.07
15.08	62.28
14.59	60.51
14.25	58.73
14.01	56.96
13.58	55.18
13.27	53.38
12.94	51.62
12.51	49.83
12.16	48.05
11.8	46.26
11.47	44.48
11.11	42.69
10.75	40.91
10.51	39.12
10.04	37.34
9.81	35.54
9.39	33.77
9.1	31.97
8.7	30.19
8.45	28.4
8.01	26.6
7.65	24.82
7.29	23.04
6.94	21.25
6.69	19.46
6.22	17.67
6	15.88
5.6	14.09
5.33	12.3
4.93	10.5
4.6	8.69
4.31	6.9
3.82	5.11
3.55	3.33
3.26	1.54
2.86	-0.14
2.5	-1.92
2.14	-3.69
1.79	-5.48
1.54	-7.28
1.18	-9.08
0.76	-10.87
0.47	-12.66
0.14	-14.47
-0.2	-16.24
-0.58	-18.04
-1.11	-19.77
-1.45	-21.57
-1.65	-23.39
-2.09	-25.21
-2.45	-26.97
-2.7	-28.76
-3.17	-30.55
-3.5	-32.36
-3.77	-34.12
-4.15	-35.93
-4.55	-37.7
-4.86	-39.48
-5.22	-41.27
-5.69	-43.04
-6.06	-44.83
-6.33	-46.6
-6.82	-48.39
-7.09	-50.15
-7.49	-51.95
-7.87	-53.7
-8.32	-55.47
-8.74	-57.24
-9.12	-59.01
-9.41	-60.76
-9.83	-62.53
-10.3	-64.3
-10.59	-66.04
-10.99	-67.81
-11.39	-69.59
-11.82	-71.34
-12.31	-73.07
-12.76	-74.82
-13.18	-76.57
-13.42	-78.32
-14.05	-80.04
-14.47	-81.8
-14.83	-83.53
-15.21	-85.27
-15.63	-87
-16.17	-88.73
-16.59	-90.46
-16.99	-92.2
-17.33	-93.92
-17.93	-95.63
-18.35	-97.36
-18.78	-99.06
-19.16	-100.78
-19.69	-102.49
-20.25	-104.21
-20.67	-105.89
-21.23	-107.6
-21.72	-109.31
-22.1	-111.01
-22.72	-112.71
-23.15	-114.39
-23.8	-116.07
-24.33	-117.76
-24.89	-119.42
-25.42	-121.1
-25.96	-122.78
-26.38	-124.44
-27.07	-126.1
-27.59	-127.75
-28.32	-129.4
-28.9	-131.06
-29.39	-132.71
-30.08	-134.35
-30.71	-136.01
-31.33	-137.62
-31.82	-139.25
-32.54	-140.87
-33.18	-142.48
-33.63	-143.1
-33.79	-140.26
-33.47	-138.44
-33.03	-136.66
-32.83	-134.88
-32.47	-133.05
-32.14	-131.29
-31.67	-129.5
-31.31	-127.71
-30.98	-125.97
-30.53	-124.23
-30.2	-122.47
-29.75	-120.71
-29.37	-118.96
-28.88	-117.21
-28.59	-115.47
-28.03	-113.71
-27.68	-111.97
-27.32	-110.21
-26.92	-108.46
-26.4	-106.72
-26.09	-104.94
-25.53	-103.2
-25.31	-101.44
-24.8	-99.68
-24.38	-97.94
-24.13	-96.17
-23.59	-94.42
-23.19	-92.66
-22.9	-90.9
-22.39	-89.14
-22.08	-87.39
-21.61	-85.64
-21.3	-83.85
-20.99	-82.12
-20.56	-80.36
-20.18	-78.59
-19.74	-76.84
-19.49	-75.05
-19.11	-73.3
-18.75	-71.53
-18.33	-69.77
-18.04	-68
-17.64	-66.22
-17.13	-64.47
-16.97	-62.69
-16.48	-60.92
-16.15	-59.15
-15.9	-57.38
-15.54	-55.59
-15.19	-53.82
-14.85	-52.05
-14.41	-50.27
-14.12	-48.49
-13.76	-46.71
-13.31	-44.91
-13.09	-43.14
-12.71	-41.36
-12.33	-39.58
-11.93	-37.8
-11.66	-36.01
-11.15	-34.24
-10.9	-32.45
-10.5	-30.68
-10.12	-28.88
-9.92	-27.1
-9.54	-25.31
-9.21	-23.52
-8.76	-21.74
-8.54	-19.93
-8.16	-18.16
-7.69	-16.38
-7.49	-14.6
-7	-12.81
-6.67	-11.02
-6.4	-9.24
-5.98	-7.44
-5.66	-5.67
-5.37	-3.86
-4.95	-2.22
-4.61	-0.45
-4.39	1.36
-3.95	3.17
-3.57	4.93
-3.37	6.71
-3.01	8.53
-2.56	10.31
-2.21	12.09
-2.18	12.27
-2.03	10.02
-1.8	11.88
-1.6	13.75
-1.29	15.57
-1.05	17.4
-0.71	19.21
-0.33	21
-0.02	22.83
0.2	24.62
0.65	26.43
1.03	28.24
1.36	30.02
1.67	31.8
1.99	33.61
2.43	35.41
2.79	37.19
3.17	38.97
3.46	40.77
3.84	42.54
4.22	44.32
4.48	46.1
4.89	47.89
5.38	49.66
5.62	51.43
6.11	53.22
6.36	54.98
6.76	56.74
7.25	58.52
7.65	60.29
7.92	62.05
8.37	63.82
8.77	65.58
9.17	67.36
9.46	69.1
9.86	70.86
10.37	72.62
10.82	74.39
11.11	76.16
11.64	77.89
12.02	79.63
12.36	81.38
12.76	83.13
13.23	84.88
13.74	86.61
14.07	88.36
14.54	90.1
14.88	91.83
15.35	93.57
15.86	95.31
16.22	97.02
16.66	98.76
17.2	100.49
17.55	102.2
18.02	103.95
18.54	105.64
18.96	107.36
19.45	109.06
19.85	110.78
20.45	112.48
20.88	114.17
21.39	115.87
21.86	117.57
22.33	119.28
22.93	120.96
23.35	122.63
23.98	124.34
24.42	126.01
24.98	127.69
25.52	129.38
26.14	131.05
26.72	132.7
27.3	134.38
27.84	136.02
28.59	137.66
29.11	139.3
29.82	140.92
30.4	142.55
31.07	144.19
31.81	145.77
32.45	147.36
33.25	148.94
34.1	150.48
34.82	152.01
35.78	153.51
36.78	154.93
37.69	156.39
38.79	157.78
39.92	159.16
41.22	160.46
42.8	161.68
44.45	162.64
45.97	163.79
47.68	164.88
48.55	165.31
48.67	162.37
48.62	152.46
48.31	150.66
48.02	148.87
47.75	147.1
47.31	145.32
46.97	143.59
46.44	141.85
46.1	140.14
45.59	138.42
45.1	136.7
44.63	134.97
44.27	133.24
43.71	131.55
43.22	129.83
42.8	128.12
42.4	126.4
41.89	124.67
41.28	122.96
40.95	121.26
40.44	119.54
39.95	117.82
39.5	116.11
38.9	114.4
38.43	112.68
38.03	110.97
37.54	109.26
36.96	107.53
36.49	105.83
36	104.12
35.6	102.4
35.13	100.69
34.64	98.97
34.19	97.24
33.57	95.54
33.12	93.82
32.7	92.11
32.16	90.38
31.69	88.68
31.31	86.95
30.87	85.24
30.36	83.51
29.78	81.81
29.35	80.07
28.97	78.34
28.48	76.63
27.95	74.91
27.59	73.18
27.1	71.45
26.52	69.74
26.12	67.97
25.65	66.29
25.11	64.56
24.69	62.83
24.31	61.08
23.8	59.35
23.35	57.63
22.86	55.88
22.42	54.16
22.1	52.43
21.55	50.7
21.17	48.95
20.79	47.23
20.34	45.5
19.87	43.75
19.41	42.02
19.12	40.29
18.69	38.54
18.18	36.82
17.8	35.07
17.46	33.32
17.06	31.58
16.59	29.85
16.1	28.09
15.73	26.36
15.39	24.61
14.88	22.85
14.54	21.12
14.12	19.37
13.74	17.64
13.2	15.89
12.94	14.15
12.4	12.39
12.07	10.64
11.55	8.91
11.18	7.15
10.73	5.4
10.26	3.66
9.93	2.06
9.64	0.3
9.23	-1.48
8.83	-3.22
8.3	-4.97
8.01	-6.73
7.5	-8.48
7.23	-10.24
6.83	-11.99
6.31	-13.76
6	-15.5
5.58	-17.25
5.04	-19.01
4.66	-20.78
4.24	-22.51
3.79	-24.29
3.41	-26.04
3.06	-27.79
2.66	-29.55
2.12	-31.29
1.74	-33.07
1.3	-34.81
0.85	-36.56
0.45	-38.32
0.05	-40.06
-0.51	-41.73
-0.94	-43.53
-1.25	-45.28
-1.65	-47.04
-2.18	-48.79
-2.52	-50.54
-2.99	-52.29
-3.41	-54.05
-3.9	-55.79
-4.3	-57.53
-4.84	-59.28
-5.22	-61.01
-5.6	-62.77
-6.18	-64.51
-6.51	-66.22
-6.93	-67.96
-7.54	-69.7
-7.92	-71.42
-8.32	-73.14
-8.9	-74.88
-9.3	-76.58
-9.72	-78.32
-10.24	-80.04
-10.73	-81.77
-11.15	-83.47
-11.64	-85.19
-12.13	-86.91
-12.71	-88.62
-13.13	-90.34
-13.6	-92.04
-14.18	-93.75
-14.65	-95.46
-15.14	-97.17
-15.68	-98.86
-16.12	-100.54
-16.52	-102.24
-17.04	-103.94
-17.53	-105.63
-18.04	-107.32
-18.67	-108.99
-19.2	-110.69
-19.76	-112.37
-20.12	-114.04
-20.7	-115.71
-21.25	-117.38
-21.92	-119.05
-22.35	-120.72
-22.97	-122.37
-23.64	-124.02
-24.26	-125.65
-24.78	-127.29
-25.49	-128.94
-26.11	-130.58
-26.56	-132.19
-27.32	-133.84
-27.94	-135.44
-28.7	-137.07
-29.39	-138.68
-30.04	-140.28
-30.69	-141.89
-31.45	-143.48
-32.14	-145.05
-32.83	-146.62
-33.76	-148.17
-34.34	-149.72
-35.35	-151.27
-36.11	-152.78
-36.98	-154.27
-37.94	-155.73
-39.01	-157.2
-39.99	-158.63
-41.15	-160.01
-42.24	-161.38
-43.33	-162.69
-44.8	-163.96
-46.14	-165.16
-47.75	-166.33
-49.35	-167.39
-50.85	-168.24
-51.07	-168.37
-51.09	-166.31
-51.32	-164.31
-51.36	-162.31
-51.29	-160.31
-51.09	-158.41
-50.8	-156.6
-50.42	-154.85
-50.22	-153.07
-49.82	-151.31
-49.31	-149.51
-49.04	-147.77
-48.69	-146.01
-48.28	-144.29
-47.59	-142.56
-47.32	-140.85
-46.81	-139.13
-46.41	-137.41
-45.9	-135.71
-45.3	-134
-44.78	-132.27
-44.29	-130.57
-43.87	-128.87
-43.33	-127.15
-42.82	-125.45
-42.33	-123.74
-41.82	-122.03
-41.28	-120.33
-40.83	-118.62
-40.46	-116.92
-39.85	-115.2
-39.34	-113.48
-39.01	-111.79
-38.45	-110.08
-38.02	-108.37
-37.33	-106.67
-36.91	-104.97
-36.51	-103.26
-36.04	-101.54
-35.44	-99.85
-34.97	-98.13
-34.57	-96.41
-34.05	-94.71
-33.43	-93
-33.12	-91.29
-32.56	-89.57
-31.98	-87.88
-31.58	-86.16
-31	-84.45
-30.58	-82.76
-30.17	-81.05
-29.64	-79.33
-29.01	-77.62
-28.7	-75.92
-28.21	-74.21
-27.59	-72.49
-27.21	-70.79
-26.76	-69.08
-26.2	-67.33
-25.8	-65.64
-25.24	-63.94
-24.87	-62.22
-24.38	-60.51
-23.8	-58.8
-23.46	-57.08
-22.88	-55.38
-22.37	-53.66
-21.9	-51.92
-21.56	-50.22
-21.1	-48.5
-20.67	-46.8
-20.23	-45.08
-19.67	-43.36
-19.13	-41.63
-18.84	-39.91
-18.26	-38.19
-17.93	-36.49
-17.35	-34.76
-16.95	-33.03
-16.61	-31.33
-16.17	-29.58
-15.72	-27.87
-15.19	-26.15
-14.74	-24.43
-14.36	-22.7
-13.85	-20.99
-13.31	-19.26
-12.98	-17.54
-12.49	-15.82
-12.02	-14.09
-11.62	-12.36
-11.15	-10.63
-10.68	-8.92
-10.21	-7.19
-9.77	-5.45
-9.19	-3.89
-8.9	-2.15
-8.38	-0.41
-7.92	1.33
-7.45	3.06
-7.11	4.8
-6.56	6.53
-6.09	8.25
-5.71	9.99
-5.31	11.73
-4.84	13.46
-4.26	15.17
-3.88	16.94
-3.34	18.66
-2.92	20.38
-2.45	22.11
-2.3	22.03
-2.38	20.15
-2.63	18.29
-2.94	16.47
-3.21	14.65
-3.41	12.82
-3.83	11
-4.12	9.18
-4.33	7.37
-4.61	5.56
-4.99	3.77
-5.42	1.95
-5.62	0.15
-5.93	-1.66
-6.53	-5.16
-6.35	-3.35
-6	-1.62
-5.82	0.22
-5.46	2.03
-5.33	3.86
-4.97	5.7
-4.75	7.53
-4.35	9.35
-4.15	11.17
-3.81	12.98
-3.57	14.82
-3.28	16.63
-2.92	18.44
-2.65	20.24
-2.25	22.04
-1.89	23.86
-1.63	25.64
-1.18	27.44
-0.78	29.21
-0.42	30.99
-0.15	32.77
0.22	34.52
0.63	36.3
1.05	38.05
1.47	39.81
2.01	41.55
2.41	43.31
2.72	45.05
3.24	46.82
3.61	48.53
4.15	50.29
4.53	52
4.98	53.74
5.47	55.49
6.02	57.19
6.47	58.93
6.96	60.66
7.43	62.36
7.9	64.09
8.32	65.82
8.88	67.51
9.37	69.22
9.75	70.93
10.22	72.65
10.82	74.35
11.38	76.06
11.78	77.76
12.31	79.44
12.78	81.13
13.41	82.82
13.94	84.51
14.36	86.19
14.92	87.87
15.39	89.55
16.06	91.24
16.53	92.91
17.15	94.57
17.58	96.24
18.13	97.9
18.78	99.55
19.27	101.2
19.92	102.85
20.54	104.5
21.03	106.15
21.75	107.78
22.19	109.42
22.86	111.05
23.53	112.69
24.16	114.3
24.82	115.91
25.45	117.52
26.23	119.13
26.85	120.74
27.63	122.33
28.21	123.93
29	125.51
29.66	127.11
30.44	128.68
31.2	130.27
31.98	131.82
32.79	133.37
33.46	134.93
34.33	136.47
35.22	138.01
35.89	139.54
36.78	141.09
37.67	142.58
38.45	144.09
39.3	145.59
40.32	147.08
41.11	148.58
42.11	150.05
43.16	151.5
44.07	152.94
45.03	154.37
46.06	155.77
47.13	157.15
48.24	158.51
48.42	158.7
48.29	152.62
47.93	150.84
47.62	149.06
47.28	147.28
46.79	145.57
46.3	143.85
46.01	142.13
45.37	140.43
44.99	138.69
44.54	137
44.14	135.3
43.49	133.57
43.02	131.87
42.58	130.17
42.15	128.47
41.66	126.76
41.17	125.06
40.55	123.36
40.03	121.66
39.52	119.96
39.03	118.24
38.59	116.56
38.03	114.84
37.51	113.14
37.05	111.46
36.47	109.75
36	108.05
35.62	106.34
34.95	104.64
34.5	102.94
34.06	101.24
33.48	99.54
32.94	97.84
32.52	96.14
31.92	94.43
31.6	92.72
31.05	91.03
30.6	89.32
30.04	87.62
29.51	85.9
28.95	84.2
28.44	82.49
28.13	80.78
27.63	79.08
26.99	77.36
26.52	75.62
26.1	73.94
25.65	72.23
25.11	70.52
24.69	68.79
24.07	67.09
23.69	65.37
23.13	63.65
22.8	61.94
22.3	60.22
21.72	58.5
21.39	56.78
20.88	55.06
20.34	53.35
19.98	51.63
19.47	49.92
19.03	48.19
18.58	46.46
18.18	44.75
17.67	43.02
17.33	41.3
16.8	39.57
16.42	37.84
15.9	36.12
15.46	34.4
14.97	32.66
14.65	30.93
14.21	29.22
13.74	27.48
13.25	25.75
12.85	24.04
12.31	22.29
11.96	20.57
11.55	18.86
11.06	17.12
10.62	15.4
10.17	13.68
9.75	11.94
9.26	10.2
8.83	8.48
8.37	6.71
7.83	4.99
7.38	3.27
7.05	1.65
6.65	-0.06
6.22	-1.82
5.69	-3.54
5.31	-5.28
4.77	-6.99
4.44	-8.76
3.93	-10.49
3.53	-12.22
3.15	-13.97
2.59	-15.72
2.19	-17.44
1.79	-19.18
1.3	-20.92
0.87	-22.65
0.34	-24.39
-0.13	-26.14
-0.36	-26.77
-0.85	-27.77
-1.16	-29.54
-1.58	-31.3
-1.96	-33.05
-2.43	-34.8
-2.83	-36.54
-3.37	-38.28
-3.72	-40.01
-4.12	-41.74
-4.73	-43.48
-5.13	-45.22
-5.62	-46.95
-6	-48.68
-6.53	-50.41
-7.02	-52.16
-7.43	-53.88
-7.92	-55.6
-8.41	-57.33
-8.85	-59.06
-9.25	-60.77
-9.72	-62.5
-10.3	-64.21
-10.73	-65.92
-11.22	-67.64
-11.62	-69.36
-12.13	-71.08
-12.62	-72.77
-13.22	-74.48
-13.56	-76.19
-14.16	-77.9
-14.58	-79.59
-15.07	-81.29
-15.7	-83
-16.08	-84.69
-16.55	-86.37
-17.17	-88.07
-17.55	-89.76
-18.2	-91.45
-18.71	-93.13
-19.22	-94.8
-19.76	-96.48
-20.18	-98.15
-20.85	-99.82
-21.36	-101.48
-21.99	-103.13
-22.55	-104.79
-23.06	-106.45
-23.68	-108.11
-24.35	-109.77
