"Aboutaha et al 1999, Test ORC3"	
18.33109763	212.5258403
17.2549689	202.3855123
16.48406369	192.5820314
15.82324599	183.0312858
15.1322315	173.8173872
14.27764954	164.7214051
13.38026898	155.9623146
13.06505912	147.439057
12.23227884	139.1684458
11.53067444	131.2179126
10.85612095	123.5536973
10.17972017	116.1421728
10.18312211	109.0843533
9.60963916	102.4981997
8.96171591	96.08044736
8.39143371	90.05016032
7.915912	84.30623552
7.40423096	78.91601568
7.20728424	73.829016
5.99716297	58.332184
4.94665853	45.85047328
4.37077959	36.51866269
3.83996721	29.42717181
3.37251139	24.07065002
3.0229712	19.9269288
2.76705752	16.92862541
2.50913194	14.60409616
2.32654287	12.83543347
2.18260057	11.42050688
2.25100517	10.37615206
2.1415761	9.399175552
2.07781716	8.624333952
1.98539779	7.866336928
1.92112673	6.990427872
1.8288171	5.811320896
1.76873445	3.924746176
1.35964202	-0.2526464
0.46277358	-7.57997024
-1.1069108	-19.70793152
-2.6260782	-36.3670704
-4.3056489	-55.1316256
-5.8110988	-75.900672
-7.5420644	-98.0512672
-9.2106611	-120.0332832
-10.8690154	-140.7182624
-12.3142912	-159.4323328
-13.7398138	-176.2262016
-15.1133928	-190.9650944
-16.3144971	-203.8678528
-17.3440412	-215.1199584
-18.1579462	-224.9402528
-19.0210513	-233.2611264
-19.6487641	-240.2177984
-20.1716752	-246.1638848
-20.3799983	-251.2848672
-20.7732333	-255.7484352
-21.0905648	-259.5723808
-21.3579646	-262.8229792
-21.4854459	-265.6696992
-21.7241304	-268.5671264
-21.9959198	-271.5824256
-22.2538088	-274.5808224
-22.5217573	-277.646384
-22.7481875	-280.7119456
-23.103928	-283.7944096
-23.3806557	-286.9613856
-23.716643	-290.178624
-23.950755	-293.3282528
-24.2596731	-296.5121312
-24.6377274	-299.7965344
-24.8881175	-303.0813824
-25.1825865	-306.3324256
-25.4380978	-309.5999264
-25.7534174	-312.9354816
-26.0039904	-316.2536896
-26.3114453	-319.6564096
-26.5823202	-322.99152
-26.9031268	-326.309728
-27.1374217	-329.8134176
-27.486212	-333.2161376
-27.8649979	-336.66912
-28.1353241	-340.1221024
-28.4177217	-343.5417248
-28.7368822	-347.028512
-29.0942688	-350.4307872
-29.3642292	-353.8842144
-29.7695356	-357.3371968
-30.0512016	-360.7230144
-30.3745688	-364.1252896
-30.597341	-366.5845888
-30.5945975	-366.31504
-30.6090466	-366.1469056
-30.8940048	-369.953504
-31.2457215	-373.4402912
-31.4856863	-376.7754016
-31.7304065	-379.2516032
-31.7355277	-378.9148896
-31.7580244	-378.5946336
-31.738637	-378.375792
-31.7421121	-378.140048
-31.7521716	-377.9212064
-31.7362593	-377.7526272
-31.7668036	-377.6009504
-31.7444898	-377.466176
-31.7529032	-377.3314016
-31.7596705	-377.230432
-31.7792408	-377.1294624
-31.7578415	-376.994688
-31.4136237	-369.7684672
-30.4261466	-354.5576416
-29.3739229	-340.2737792
-28.318407	-326.7647584
-27.2435037	-314.013232
-26.1402509	-302.0538944
-25.2683666	-290.4815328
-24.4568393	-279.3642016
-23.4966143	-268.7188032
-22.5265127	-258.4270208
-21.5439739	-248.589824
-20.7158027	-239.0052736
-20.02755	-229.7071744
-19.2833299	-220.7288864
-18.6281821	-211.93608
-17.9018862	-203.4466272
-17.1660795	-195.1257536
-16.4125315	-186.956112
-15.8157288	-178.8202752
-15.1944175	-170.8023104
-14.4706822	-162.7336384
-13.7972444	-154.6316064
-13.1100891	-146.5967392
-12.5275526	-138.679744
-11.9329447	-130.9989376
-11.4270433	-123.5872352
-10.8746853	-116.310752
-10.3528716	-109.3033728
-9.8012452	-102.6162496
-9.412034	-96.1310656
-8.9946562	-89.9661376
-8.5787416	-84.0365088
-8.1710575	-78.478288
-7.802514	-73.020592
-5.9544924	-47.3494048
-4.7007129	-32.71183744
-3.7785311	-24.10433472
-3.2843353	-18.81521792
-2.9766975	-15.58107712
-2.7495357	-13.40814016
-2.6280901	-11.90898624
-2.5084735	-10.81411104
-2.4369596	-9.95502432
-2.3144166	-9.28128576
-2.2703377	-8.70856128
-2.1896788	-8.22008192
-2.127127	-7.63049952
-2.0561618	-7.14202016
-1.9658092	-6.53562432
-1.8595443	-5.7439248
-1.7326117	-4.49746176
-1.393698	-2.17293696
-0.6533188	2.678260896
0.17920542	12.01005814
1.31688	25.28344614
2.3764197	38.42208198
3.71272368	53.91892288
5.1643644	69.65158784
6.51222766	86.2264816
7.19599931	103.0203504
8.84892148	119.847935
10.38992714	136.6586173
11.8788063	152.9977226
13.58592174	168.9156912
15.17089656	184.7662282
16.14950301	200.4484083
17.79889521	215.8609952
19.31239271	230.5830301
20.82172009	244.2943459
21.48586657	257.0792768
22.77869522	268.9208758
23.84011879	279.7855162
24.89100732	289.6394819
25.84241654	298.499631
26.85641414	306.147033
26.5298279	312.75
27.08498427	318.1907491
27.63337334	322.991431
28.11357729	327.1856726
28.44495551	330.857719
28.87242939	334.0244726
29.19627213	336.8375213
29.44627814	339.2293888
29.76346332	341.6213008
30.0294365	344.0637421
30.37910472	346.5398992
30.64996133	349.0665411
30.95897088	351.5426982
30.76815131	354.0861536
31.02084595	356.5285949
31.27076051	359.1058106
31.57669734	361.6661683
31.88941976	364.125423
32.12797623	366.7194522
32.39504681	369.2798099
32.72088316	371.7896384
32.9993667	374.282609
33.31417418	376.8766381
33.03056944	379.3527952
33.31913077	381.8120499
33.57923286	384.1365747
33.81724063	385.9220909
33.86737352	385.4672829
34.0444573	386.9664368
34.34719338	389.3583488
34.70046473	391.5481437
35.06443573	393.3336154
35.34829653	395.2201901
35.38430954	395.3886358
35.57465357	396.0960902
35.86937863	398.1511107
36.07773831	398.5722474
36.22158916	399.0943981
36.4552622	400.6441258
36.50667539	399.919769
36.53411039	399.2797018
36.52686755	398.757551
36.53709166	398.420615
36.54054847	398.0500522
36.53899382	397.7805478
36.54466372	397.4268429
36.55593036	397.2415392
36.56679462	397.0393776
36.57721992	396.8709763
36.54155442	396.7024861
36.56483759	396.5340403
36.55876531	396.3487811
36.54918135	396.1971933
36.56527655	396.1129482
36.55519876	395.927689
36.56641053	395.7929146
36.56328294	395.7086694
36.5639048	395.5234102
36.57407404	395.456023
36.58049383	395.3549645
36.56838585	393.4683898
36.57162318	393.4010026
36.56586183	393.3336154
36.57539092	393.2325568
36.58854143	393.198841
36.5823777	393.1146403
36.57972565	393.0304397
36.56714213	392.9967683
36.52690413	390.2847782
35.91144563	381.8120499
35.06531365	371.4527469
34.09947362	361.6661683
33.21405472	352.3006819
32.3804331	343.272087
31.54679319	334.4792806
30.72176787	325.7707194
29.64624271	314.5186582
28.5153903	303.6877338
27.50095374	293.1768429
26.49643036	282.8512112
25.51171505	272.9466717
24.57208459	263.2611517
23.68761677	253.7946067
22.73598807	244.5975661
22.2371649	235.6700298
21.40436633	226.8940813
20.69956118	218.421353
19.83570619	210.083399
19.00914451	201.998047
18.16734726	194.0980432
17.65027067	186.3832986
16.85736259	178.8201862
16.18246159	171.4254752
15.83484185	164.2497837
15.1327802	157.2424934
14.5390868	150.3868355
13.93330371	143.7669661
13.26749284	137.2650131
12.58683049	130.9315504
12.57673441	124.766489
12.00656195	118.7362019
11.4627088	112.8406448
10.90265071	107.2146365
10.33569729	101.8075587
9.81117667	96.53525536
9.73128595	91.54931424
9.19463906	86.816064
8.82417511	82.20068576
8.12860641	74.04799104
6.8596645	57.50681312
5.74719354	45.12616096
5.03699284	35.945956
4.52030034	29.00606186
4.07020173	23.61585091
3.70621244	19.55635258
3.48336708	16.57488931
3.31990935	14.36827654
3.1350889	12.65014758
2.97424664	11.28575027
2.8563493	10.19086173
2.74713971	9.3654864
2.64998323	8.607489376
2.58552927	7.90002608
2.59469256	7.276781216
2.522191	6.451405888
2.44659843	5.54180768
2.27284343	4.093191936
2.06038679	0.993821088
1.46299881	-4.66590752
0.12316486	-14.30089824
-1.4502141	-28.95554592
-3.1606949	-46.7938496
-4.6705344	-66.4513408
-6.3255965	-87.3551616
-8.0598543	-109.0000192
-9.6305995	-130.0555168
-11.1867127	-149.5279712
-12.7437404	-167.2310112
-14.0644613	-183.0650016
-15.3511628	-196.7256992
-16.4893495	-209.0390976
-17.4550615	-219.4825568
-18.302803	-229.0671072
-19.1123184	-236.5628768
-19.747713	-242.9973536
-20.1908797	-248.4381472
-20.3871314	-253.2722336
-20.7181804	-257.3826304
-21.0708116	-260.8858752
-21.2952299	-263.7833024
-21.5648245	-266.61312
-21.7826584	-269.5274496
-21.7936324	-272.508944
-22.0884672	-275.5237984
-22.3803756	-278.4883904
-22.7269711	-281.5374944
-23.083809	-284.603056
-23.3513917	-287.68552
-23.6877448	-290.8186912
-23.9728859	-294.0021248
-24.1457264	-297.1860032
-24.426295	-300.453504
-24.7970333	-303.6707424
-25.0379126	-306.8377184
-25.2892172	-310.1221216
-25.5972208	-313.3562624
-25.8755946	-316.6073056
-26.1682346	-319.9931232
-26.4502664	-323.2610688
-26.7983251	-326.5285696
-27.0390215	-329.9143872
-27.4062847	-333.3002048
-27.6978273	-336.66912
-28.0085744	-340.0549376
-28.3562673	-343.50792
-28.6673802	-346.8937376
-29.0004411	-350.2457504
-29.3766664	-353.6146656
-29.6372989	-357.0507456
-29.9570081	-361.4809536
-30.3315873	-364.0581248
-30.58088	-367.3594304
-30.8949193	-370.7621504
-31.1411027	-374.1982304
-31.4577026	-377.584048
-31.8562417	-380.751024
-32.1625992	-383.8503904
-32.4896244	-386.9831168
-32.7440383	-388.6844768
-32.8221366	-389.291184
-33.1654399	-392.6596544
-33.4846004	-395.6077888
-33.7951646	-398.4878688
-34.0879875	-401.2843264
-34.3478884	-402.7494976
-34.2910065	-401.4862656
-34.2811299	-400.8461984
-34.2723507	-400.47568
-34.282776	-399.91968
-33.0818546	-393.9735936
-33.0655765	-393.4180384
-33.0191199	-393.0137152
-32.9947942	-392.6765568
-32.9944284	-392.3398432
-32.9761384	-392.0364896
-32.9525443	-391.817648
-32.9772358	-391.34616
-32.9159643	-390.7225504
-32.6681348	-381.222512
-32.6712441	-381.2056096
-32.6578924	-381.1553472
-32.6706954	-381.1215424
-32.6789259	-381.0877376
-32.6569779	-381.0370304
-32.6688664	-381.0370304
-32.669598	-381.0205728
-32.6628307	-380.9360608
-32.6522225	-380.9191584
-32.6480158	-380.868896
-32.4431678	-378.1231456
-32.1009619	-373.0528704
-31.7252853	-368.134272
-31.36735	-363.3673504
-30.9753953	-358.5835264
-30.6381277	-353.9175744
-30.2598905	-349.3863968
-29.9158556	-344.8721216
-29.4759811	-340.3578464
-29.1747448	-335.995248
-28.9175874	-331.6664544
-28.5505071	-327.4212832
-28.1967785	-323.2779712
-27.9344999	-319.150672
-27.6530168	-315.1083296
-27.3378801	-311.1834144
-26.9638496	-307.3599136
-26.6584066	-303.4688032
-26.2377366	-298.4661376
-25.6544685	-291.441856
-25.0510814	-284.5861536
-24.5373153	-277.9159328
-23.9717885	-271.4138464
-23.4741176	-265.0131744
-22.9671188	-258.7975392
-22.525964	-252.7500384
-22.0158559	-246.7536896
-21.3896063	-240.8916704
-20.9069332	-235.1141632
-20.3756087	-229.5047904
-19.7859391	-223.9799296
-19.2840615	-218.5222336
-18.8708904	-213.1321472
-18.4507691	-207.8768352
-18.0315623	-202.7558528
-17.6024789	-197.6353152
-17.1827234	-192.649552
-16.7825382	-187.747856
-16.3589418	-182.9302272
-15.9192502	-178.180208
-15.3175092	-171.223536
-14.7212552	-164.2664192
-14.220475	-157.4783264
-13.7304859	-150.9259776
-13.1234408	-144.5079584
-13.0398555	-138.1913536
-12.5076165	-132.0602304
-12.0072021	-125.9793696
-11.5344056	-119.9323136
-11.0846545	-113.9693248
-10.657583	-108.0904032
-10.2248416	-102.2621888
-9.8041716	-96.5856512
-9.3213156	-90.9936256
-9.0392838	-85.6368992
-8.6542793	-80.4318496
-8.2934176	-75.5132512
-6.7089549	-53.447168
-5.3256822	-36.63657472
-4.3756996	-26.8668096
-3.8109044	-20.85338048
-3.3918805	-17.02970176
-3.1178963	-14.50301536
-2.9201814	-12.73435712
-2.7839209	-11.50470752
-2.6983237	-10.595136
-2.5938878	-9.78657856
-2.5306044	-9.230712
-2.4790266	-8.69170336
-2.4177551	-8.203224
-2.3784316	-7.83266112
-2.3599587	-7.32732384
-2.3065519	-6.85565792
-2.2718009	-6.36717856
-2.1953487	-5.69339552
-2.0528696	-4.66590752
-1.8037598	-2.7793328
-1.3071863	0.960131936
-0.4245109	7.714735744
0.47789941	18.00666493
1.63834504	31.31374208
3.10566029	46.03573248
4.42894179	61.11147232
5.64288567	76.77679456
6.90846222	93.14952672
8.15474282	109.4717741
9.7818578	125.9792806
11.14363975	142.3688707
12.71553722	158.2026387
13.75265338	173.75
15.4545013	189.1458179
17.23183205	204.2215133
18.67121847	218.8930189
19.6981471	232.9749421
21.28756639	246.1472493
22.73307996	258.393127
23.14341611	269.6957174
24.19274999	280.0381626
25.37000413	289.4205069
26.43373224	297.8764218
27.15419363	305.2879462
27.8335391	311.6719382
27.38477566	316.9274282
27.8902381	321.627007
28.39709058	325.7539059
28.85388333	329.4259523
29.23586998	332.5253187
29.58116689	335.3551808
29.93441995	337.7470928
30.20249648	340.0042749
30.47399324	342.3287997
30.75752482	344.5522214
31.02137636	346.9441334
31.27670476	349.2349869
31.57539875	351.6605702
31.87332456	354.0692957
32.1377248	356.4107229
32.39936325	358.8194483
32.7237364	361.2450317
33.03980589	363.552743
33.33248247	366.079385
33.61888558	368.4881549
33.89892377	370.8295376
33.43841815	373.255121
33.70980517	375.647033
34.02532596	378.1062877
34.33246993	380.4645283
34.66556741	382.8227245
34.91374442	384.406079
35.08056751	385.9220909
35.44631264	388.3813456
35.72377194	390.7227283
36.03451904	393.064111
36.31402682	395.2201901
35.93187556	397.4941856
36.01963098	398.3532723
36.04366404	397.6794893
36.1201894	398.1511107
36.38621745	400.0714013
36.43442989	399.566064
36.61831755	401.3178643
36.82376912	402.2780096
36.84359548	401.5705552
36.84842404	401.0146886
36.85925172	400.5767386
36.85859328	400.2061757
36.8752006	399.8524262
36.8697136	399.5997354
36.87587733	399.2965597
36.85638019	399.0775846
36.87878544	398.8586096
36.86883568	398.6901638
36.88610144	398.5216736
36.8757493	398.2858851
36.88277266	398.1174394
36.8662385	397.982665
36.55441229	390.234249
35.93141831	382.5531757
35.28841507	375.3606262
34.65139266	368.3702384
33.89583276	360.6892096
32.95150177	351.155233
32.09900487	341.3181251
31.14816264	331.8178643
30.32399695	322.5197651
29.47841367	313.5753709
28.66088725	304.7994669
27.72806067	296.1751062
26.88714134	287.8876816
26.07212065	279.7349869
25.71330743	271.6833507
24.92906881	263.9180768
24.37652791	256.2201901
23.55521546	248.7749942
22.99630964	241.4644838
22.26549611	234.255121
21.68959888	227.29836
21.19425081	220.3921283
20.51982535	213.6543869
20.0518757	207.0345619
19.33699276	200.5831382
18.90165418	194.266489
18.19010002	187.9666976
17.44485568	181.9026947
16.85011975	175.9734662
16.3481507	170.094767
16.05177954	164.3508422
15.45987856	158.707976
15.11569734	153.233511
14.53500813	147.893865
13.94627132	142.6215616
13.46551867	137.517704
12.95416685	132.380175
12.48405898	127.3268467
12.41128307	122.4251062
11.9217878	117.5570816
11.50351379	112.8743162
11.0627065	108.2421245
10.9054125	103.7783786
10.49692364	99.41564672
10.1019328	95.18773376
9.65207196	89.99963104
9.176093	85.09793504
8.08317405	69.21363776
6.78178568	54.13789792
5.86681014	42.83531197
5.18956802	34.27835632
4.72525808	27.97855162
4.28392038	23.11051808
4.01213098	19.42159597
3.7313429	16.52436003
3.51001561	14.38512112
3.31861076	12.70067686
3.22569756	11.45419158
3.08888836	10.39299664
2.9913295	9.483398432
2.88830193	8.725401408
2.81179486	8.068467392
2.71301057	7.377848672
2.64648984	6.586162496
2.66306058	5.558652256
2.47026569	3.874212448
2.21151706	0.454799104
1.37566406	-5.356504
-0.0031093	-15.64846432
-1.6270784	-31.54957504
-3.3357302	-49.57296
-4.7910655	-69.4830976
-6.4995344	-90.0502048
-8.1127124	-111.206672
-9.8211813	-131.5042304
-11.241034	-149.9656544
-12.5937624	-166.0856512
-13.8533947	-180.5047328
-15.1157705	-193.474656
-16.2343869	-205.2489568
-17.2048543	-215.9450624
-18.2312891	-225.4793504
-19.0073338	-233.5475776
-19.6198659	-240.3863776
-20.0346831	-246.09672
-20.5045532	-251.116288
-20.9312589	-255.4788864
-21.0466688	-259.21832
-21.3665609	-262.3176864
-21.6396306	-265.0803392
-21.9829339	-267.9439616
-22.3220305	-270.8578464
-22.5896132	-273.7890784
-22.9149923	-276.6860608
-23.1748932	-279.7351648
-23.5103318	-282.6997568
-23.7620022	-285.7653184
-24.0742125	-288.7468128
-24.3584391	-291.8292768
-24.5839548	-294.9117408
-24.8767777	-298.1120768
-25.095709	-301.2790528
-25.3687787	-304.3615168
-25.6564804	-307.5618528
-26.0058194	-310.6781216
-26.2088384	-313.89536
-26.5272673	-317.1295008
-26.8411237	-320.2964768
-27.100293	-323.463008
-27.3768378	-326.7647584
-27.6775254	-330.066064
-28.0286934	-333.3340096
-28.334868	-336.66912
-28.6904256	-339.9370656
-29.0222062	-343.2383712
-29.360937	-346.5734816
-29.5886475	-349.8414272
-29.8758005	-353.1596352
-30.2123365	-356.3435136
-30.465653	-359.6617216
-30.8287095	-362.87896
-31.1244588	-365.8942592
-31.3261975	-366.9048448
-31.5859155	-369.6505952
-31.9080024	-372.6151872
-32.2099703	-375.5628768
-32.5077315	-378.5274688
-32.8032979	-381.4244512
-33.0864271	-384.2880736
-33.3068216	-387.1009888
-33.5564801	-388.7520864
-33.5590407	-388.2298912
-33.6548803	-389.324544
-33.90966	-392.609392
-34.2408919	-395.6411488
-34.5302397	-398.420704
-34.7939815	-401.0819424
-35.0405307	-402.9011744
-35.0321173	-402.2273024
-35.0220578	-401.6717472
-35.0251671	-401.267424
-35.0116325	-400.8969056
-35.0110838	-400.593552
-35.005231	-400.3409056
-35.0121812	-400.1051616
-35.014376	-399.9365824
-35.0043165	-399.7177408
-34.9966347	-399.5491616
-35.0079745	-399.3641248
-34.9873068	-399.2627104
-34.7830075	-393.872624
-33.2748141	-373.0528704
-31.4875153	-353.7997024
-29.8002628	-335.7087968
-28.4069306	-318.8980256
-27.1317518	-302.9635104
-25.8070071	-287.921264
-24.5473748	-273.569792
-23.378278	-259.892192
-22.2913033	-246.8043968
-21.2032312	-234.2552544
-20.0595575	-222.2785696
-18.9381976	-210.672848
-17.9911414	-199.4545472
-17.1863814	-188.7584416
-16.3057179	-178.3652448
-15.4223109	-168.376816
-14.5255522	-158.6574912
-13.774199	-149.4434592
-12.995045	-140.4825184
-12.5465742	-131.9423584
-11.8127794	-123.7727168
-11.1878101	-115.9402336
-10.6509986	-108.2589824
-10.154608	-100.9148896
-9.5429904	-93.6717664
-8.881624	-84.9127648
-8.1765445	-74.0983424
-7.1912622	-59.2922848
-5.5890582	-39.63488256
-4.6229804	-28.06278784
-3.8877224	-21.40924704
-3.4096218	-17.26549024
-3.1347231	-14.58726048
-2.9048178	-12.80174432
-2.7663625	-11.53842336
-2.6877155	-10.61199392
-2.6222373	-9.8876816
-2.5487115	-9.28128576
-2.5274951	-8.74223264
-2.4868913	-8.3379984
-2.4402518	-7.8831904
-2.3916004	-7.5631568
-2.32283	-7.15887808
-2.2820433	-6.75459936
-2.253328	-6.26612
-2.1724862	-5.71025344
-2.1203597	-5.01961248
-2.0327506	-3.89106592
-1.7958951	-1.78551616
-1.1895816	2.27399552
-0.2984928	8.523266496
0.67863216	18.71413267
1.92966816	31.95383152
3.44700656	46.47372704
4.81003223	61.51575104
5.87977775	77.19788672
7.17117978	93.57066336
8.53151682	109.707607
10.04481313	125.9792806
11.13882948	142.0488371
12.82972169	157.6973014
14.32871522	173.1267462
16.03877535	188.3709318
17.24256828	203.2950838
18.83500542	217.8149571
19.83453563	231.8126797
21.51008253	244.951271
22.91173668	257.2477226
23.22789762	268.6008422
24.4010548	279.128591
25.56543278	288.6456653
26.63548923	297.2194522
27.48013972	304.8162803
27.69411443	311.3687626
28.32340017	316.843183
28.94222403	321.4585613
29.4474487	325.4675437
29.85429146	329.156448
30.30241475	332.2895302
30.71130599	335.0183338
30.98880187	337.3933878
31.25611022	339.6673389
30.87635495	341.9581923
31.15002822	344.316433
31.45724535	346.5735706
31.72460857	348.9317667
32.0014643	351.1889043
32.34213384	353.5808163
32.56344284	355.939057
32.90391119	358.2804397
33.18782686	360.706023
33.52116211	363.0474058
33.73605132	365.4393178
34.04067127	367.7975139
34.25667617	370.2230973
33.96822458	372.5476221
34.32683661	374.9900634
34.65858063	377.3819754
34.91577461	379.7570294
35.2746427	382.1152256
35.54820623	384.422937
35.85192997	386.7811776
36.14325309	389.0719866
36.48081333	391.3123107
36.72033917	393.636791
37.05652766	395.8265859
36.61014192	397.982665
36.87810871	400.1050726
37.20884678	401.957976
37.4849892	403.676105
37.91597476	405.2594595
38.18962974	406.0006298
38.233416	405.0910582
38.50853418	406.8091427
38.85044744	408.6283302
39.27439135	410.1106262
39.04538226	411.407663
39.22815423	410.5822922
39.4798795	412.1151174
39.8440334	413.6479872
40.18812317	414.7933917
40.51127089	415.3660717
40.54549148	413.9511629
40.69993224	414.2207117
41.05565445	415.9387962
41.40605427	416.6294371
41.80748319	414.7597203
41.91663791	411.9635296
42.575462	403.8445062
43.28855252	394.5295936
43.84842771	389.8131568
44.19729117	387.825479
44.27143883	385.6020573
44.323986	384.1365747
44.36007217	382.9574989
44.37121078	382.1152256
44.39376235	381.441487
44.5262734	382.0815542
44.86741848	384.406079
45.18531697	385.1135779
45.26275683	383.6986246
45.25322774	382.485833
45.29498381	381.5425456
45.3114631	380.8687626
45.32046178	380.3466118
45.33683133	379.959191
45.3608461	379.5717702
45.35442631	379.2516922
45.36113874	378.9148451
45.36940582	378.7126835
45.35859643	378.4263213
45.37470992	378.2242042
45.37117995	378.0052291
45.39071367	377.7693962
45.3923049	377.567279
45.37224077	377.3819754
45.40152306	377.2640589
45.41396026	377.0619418
45.40119384	376.9271674
45.39901733	376.7587216
45.38771411	376.6071338
45.40883906	376.4555459
45.42658036	376.3376294
45.40973527	376.1860416
45.40245585	376.0512672
45.39799309	375.9164928
45.4276046	375.8659635
45.4233979	375.7143757
45.41200323	375.647033
45.41939239	375.4785427
45.42345277	375.4112
45.44170619	375.2764256
45.42822646	375.1079798
45.42976282	375.1248378
45.43929191	375.0405926
45.42976282	374.8721469
45.43691421	374.7710883
45.42078243	374.7037456
45.45555172	374.5858291
45.43389636	374.5521133
45.15815632	367.5953523
44.54171016	360.1838723
43.84213595	353.2776406
43.15832772	346.6072864
42.624845	340.105289
41.95115114	333.6370963
41.32331031	327.4888483
40.65651178	321.3743606
39.99752308	315.4114163
39.33553482	309.549575
38.65470786	303.7719789
38.05505192	298.1122102
37.89219776	292.570447
37.2532549	287.0117814
36.65769592	281.5878902
36.0609298	276.298729
35.47561322	271.0095677
34.86287993	265.922568
34.59524236	260.801897
34.04129313	255.8159114
33.67560287	250.9142154
33.09634028	246.0798621
32.54363477	241.312896
32.00587219	236.5796013
31.72960174	231.9474096
31.20500796	227.3320314
30.61978283	222.8514275
30.41173408	218.421353
29.85169428	214.1428662
29.29039247	209.7465075
28.9258179	205.535408
28.46211153	201.3748378
28.14242062	197.2479389
27.61660141	193.2895302
27.49319878	189.2636899
27.01334234	185.3389526
26.42751364	181.498416
25.96325857	177.6915952
25.46847749	174.0026909
24.97044079	170.3137421
24.79584445	166.7090384
24.38594726	163.1717219
23.99843703	159.7017926
23.27965832	153.0987811
22.2814267	145.4345658
21.74245698	137.9051248
20.68959313	130.4936003
19.72816099	123.3683936
19.27061835	116.3779613
18.51906396	109.707607
18.08253653	103.2393254
17.29034176	97.22589632
16.69037489	91.3303392
15.90291723	85.80538944
15.30545609	80.51622816
14.94448465	75.53028704
14.37603145	70.89809536
13.92706682	66.55222144
13.36854509	62.40850912
13.03574025	58.46691392
12.61402772	54.7780096
12.17552497	51.35856512
11.6280504	46.20417824
10.57864336	37.74830339
9.85353631	31.21267462
9.12005244	26.12566605
8.56816998	22.2514536
8.22000154	19.15208275
7.8623223	16.69280134
7.75501487	14.7893865
7.55302011	13.22285427
7.40680985	12.1111256
7.29150969	11.16783824
7.18173311	10.44353037
7.0637809	9.820285504
6.99581526	9.281267968
6.94897457	8.843308992
7.00962421	8.523266496
6.9655636	8.220068576
6.94557263	7.967399936
6.90275574	7.73158032
6.82511469	7.546294432
6.80327643	7.361004096
6.75548466	7.192558336
6.74101727	7.024117024
6.71433216	6.923049568
6.70330329	6.855671264
6.67358204	6.737759232
6.67056419	6.586162496
6.6560968	6.518784192
6.62696083	6.451405888
6.62754611	6.451405888
6.59623363	6.282960128
6.56600026	6.31664928
6.51912299	6.249275424
6.51923273	6.165052544
6.51894009	6.148207968
6.51431272	6.080829664
6.50798438	6.080829664
6.51301413	6.01345136
6.50688698	5.962917632
6.50730765	5.946073056
6.49748592	5.878694752
6.50889888	5.8450056
6.47572082	5.861850176
6.471002	5.811320896
6.47326996	5.811320896
6.45679067	5.811320896
6.45613223	5.777631744
6.45596762	5.760787168
6.45421178	5.71025344
6.43392817	5.743942592
6.43861041	5.676564288
6.42044844	5.71025344
6.40777347	5.676564288
6.42937396	5.71025344
6.4164978	5.659719712
6.40091472	5.659719712
6.41031578	5.62603056
6.42194822	5.642875136
6.38141758	5.592341408
6.39517166	5.575496832
6.37373578	5.558652256
6.37841802	5.558652256
6.37086425	5.54180768
6.38147245	5.54180768
6.36173754	5.524963104
6.36243256	5.508118528
6.36195702	5.558652256
6.36618201	5.474429376
6.35784177	5.508118528
6.36704164	5.440740224
6.36537725	5.491273952
6.35754913	5.491273952
6.35458615	5.474429376
6.33796054	5.474429376
6.35326927	5.4575848
6.35125737	5.474429376
6.3449839	5.508118528
6.33781422	5.474429376
6.33589377	5.4575848
6.33210774	5.440740224
6.33944203	5.423895648
6.33589377	5.423895648
6.32566966	5.407051072
6.31176926	5.474429376
6.31932303	5.4575848
6.32402356	5.390210944
6.34094181	5.440740224
6.31957909	5.407051072
6.31100108	5.4575848
6.30670293	5.407051072
6.32627323	5.373366368
6.29748477	5.423895648
6.32839487	5.356521792
6.3076723	5.339677216
6.28265158	5.204920608
6.27860949	5.204920608
6.28581575	5.087008576
6.2668856	5.002785696
6.24808348	4.85118896
6.22373949	4.750121504
6.22055703	4.547986592
6.18437941	4.430079008
6.16663811	4.160565792
6.13814229	3.891057024
6.07467599	3.43625792
5.97250805	2.678260896
5.98434168	1.381241888
5.64224552	-1.14540448
4.8810523	-5.65972416
3.74063422	-13.22283648
2.09040068	-25.62034656
0.23133192	-41.60565792
-1.4789294	-59.4777664
-3.2055054	-78.1073248
-4.9560413	-97.3271328
-6.6489637	-115.9402336
-8.1611809	-133.4920416
-9.6920539	-149.7637152
-11.0480745	-164.9909984
-12.2526539	-179.0729216
-13.5194193	-191.857808
-14.6376699	-203.6823712
-15.6454489	-214.4122816
-16.5930538	-223.996832
-17.2886225	-232.065504
-17.9904098	-238.9714688
-18.2764654	-244.6987136
-18.7110358	-249.6844768
-19.1492642	-253.9799104
-19.4634864	-257.6855392
-19.7475301	-260.9027776
-20.0414504	-263.530656
-20.305558	-266.259504
-20.6737357	-268.9545472
-20.9665586	-271.7002976
-21.2855362	-274.4625056
-21.5836632	-277.1913536
-21.8865456	-280.0042688
-22.2135708	-282.7669216
-22.4566449	-285.630544
-22.7397741	-288.5279712
-23.0918566	-291.3070816
-23.3773635	-294.1368992
-23.5273415	-297.0512288
-23.7737078	-299.9144064
-24.0811627	-302.9297056
-24.3628287	-305.7764256
-24.6631505	-308.7410176
-24.9473771	-311.60464
-25.2615993	-314.5354272
-25.6116699	-317.415952
-25.8883976	-320.3129344
-26.2529173	-323.2944288
