"Aboutaha et al 1999, Test ORC3"	
2.57012909	33.31822438
2.49195763	27.55744166
2.16926716	23.0599888
1.89658155	19.62373088
1.72086952	16.82755795
1.54292611	14.67147446
1.41372555	12.97019008
1.29248114	11.57210362
1.18142426	10.30877376
1.08397514	8.994910176
0.8387794	6.384027584
0.0691362	-3.21728288
-1.4478364	-16.62542304
-2.9351792	-33.77304128
-4.5690249	-54.2558144
-6.0565506	-78.5792576
-7.7410596	-104.1828352
-9.2282195	-128.4555712
-10.6308796	-150.184496
-11.8243021	-169.5390784
-13.0661931	-186.6696608
-13.9741087	-201.543328
-14.8359335	-214.2944096
-15.5675335	-225.344576
-16.2418858	-234.5248032
-16.812168	-242.2056096
-16.9641579	-243.2669024
-17.135901	-246.2986592
-17.5380981	-252.8007456
-17.7316063	-257.3488256
-17.94249	-260.212448
-17.9755949	-261.4418752
-18.1813574	-263.5644608
-18.2386051	-263.7325952
-18.4487572	-267.3541568
-18.4873491	-267.3207968
-18.6953064	-269.2912608
-18.7006105	-268.8535776
-18.7097555	-268.5164192
-18.7223756	-268.2806752
-18.7291429	-268.1289984
-18.7351786	-267.9439616
-18.7315206	-267.75848
-18.7317035	-267.6575104
-18.7267652	-267.5058336
-18.7174373	-267.404864
-18.730789	-267.3038944
-18.7359102	-267.1860224
-18.7168886	-262.6548448
-18.7267652	-262.6041376
-18.7306061	-262.5538752
-18.7287771	-262.5703328
-18.7445065	-262.5538752
-18.6523249	-259.892192
-18.1041736	-251.3351296
-17.59498	-243.3171648
-17.2086952	-235.619456
-16.8064981	-228.191296
-16.4653896	-220.914368
-16.0214913	-213.7891168
-15.5710086	-206.79864
-15.1366211	-200.0439072
-14.6791882	-193.3229792
-14.2640052	-186.7368256
-13.8526631	-180.2520864
-13.4407723	-173.9519392
-13.0738749	-167.7870112
-12.7355099	-161.7230528
-12.3589188	-155.7938688
-11.9519663	-150.033264
-11.5986035	-144.373184
-11.1834205	-138.9159328
-10.9535152	-133.5592064
-10.5930193	-128.3376992
-10.3369593	-123.267424
-10.026578	-118.281216
-9.7257075	-113.37952
-9.4255686	-108.6295008
-9.1409762	-104.0480608
-8.9167408	-99.6347552
-8.6136755	-95.2886144
-8.3631025	-91.0607904
-8.1074083	-86.9846432
-7.8798807	-83.059728
-7.6883844	-79.2864896
-6.3596159	-56.9170528
-5.0429188	-39.26431968
-4.1946286	-28.4164928
-3.6625725	-21.4429184
-3.3531057	-16.91178528
-3.0586367	-14.03139392
-2.8389738	-12.12796128
-2.719723	-10.81411104
-2.567916	-9.7529072
-2.4557983	-8.8432912
-2.344778	-7.96739104
-2.1646215	-6.75459936
-1.7779709	-3.92473728
-0.9796124	4.834344384
0.19263028	20.71861498
1.37679804	37.1082184
2.62331641	53.56521792
3.92662523	70.84756608
5.34907511	89.27531872
6.52653044	107.7031158
8.06161014	126.3835594
9.54231367	145.3671786
11.05363466	164.5529594
12.5315764	184.1935482
13.72015205	203.4130003
15.21387806	221.5544352
15.71983433	238.2809168
16.9775096	253.3229853
18.07170885	265.6699216
18.15127035	264.9792806
18.16100063	264.440272
18.13680296	264.0696646
18.33932813	267.2364182
18.34510777	266.6974096
18.34199847	266.3942339
18.34543699	266.1078717
18.32855532	265.8888966
18.33909036	265.7204509
18.34009631	265.5182893
18.34863774	265.3667014
18.33175607	265.2151136
18.33760887	265.0971971
18.34402866	264.9792806
18.37387794	263.0253632
17.483411	246.551528
16.37370183	231.863209
15.39824126	218.0170742
14.37572052	204.7099926
13.37714139	192.2114685
12.53181417	180.2856243
11.68412754	168.9493626
10.93571903	158.152065
10.05993896	147.8264778
9.55145867	138.0061834
8.81770045	128.640697
8.17217319	119.7300186
7.58455207	111.425736
6.99199265	103.6604621
6.63899565	96.29946688
6.11857199	89.4606224
5.61572502	82.97552736
5.21153431	76.7431232
4.80032024	70.93176672
4.47475824	65.59212064
4.42528379	59.98292576
3.55067428	47.88863584
2.84769813	38.6579016
2.34261978	31.63378902
1.99589625	26.17619978
1.65943341	22.03247856
1.42782714	18.76466195
1.2526821	16.25484682
1.23409946	14.26720909
1.07909171	12.65014758
0.97493016	11.36997315
0.87212207	10.29192918
0.76913108	9.331797248
0.66954203	8.203224
0.52100894	6.451405888
0.09955247	0.21897504
-1.1299562	-11.95951552
-2.7614242	-27.91115552
-4.3301575	-47.8213376
-5.8420089	-71.1844576
-7.5682191	-96.6025536
-9.1058594	-121.245808
-10.5630237	-143.6152448
-11.8328984	-163.47512
-13.1433769	-181.2288672
-14.125367	-196.6585344
-15.0640098	-209.9318112
-15.9333335	-221.3689536
-16.6281706	-231.0211136
-17.2507622	-239.0893408
-17.6368641	-245.8778784
-18.0114433	-251.6384832
-18.3128625	-256.5570816
-18.4176642	-260.1786432
-18.4739974	-260.212448
-18.7148767	-263.648528
-18.6859785	-263.6654304
-18.9157009	-266.2256992
-19.0559852	-268.5164192
-19.1121355	-269.577712
-19.1756018	-270.251584
-19.1743215	-270.01584
-19.18621	-269.7462912
-19.2050487	-269.577712
-19.1686516	-269.4429376
-19.1858442	-269.2748032
-19.1867587	-269.1564864
-19.1726754	-269.0555168
-19.1759676	-268.9714496
-19.1779795	-268.90384
-19.191697	-268.752608
-18.9180786	-261.1389664
-18.0825914	-249.3308608
-17.4682303	-238.2975968
-16.9334307	-227.8372352
-16.3448585	-217.7309344
-15.7270223	-207.9270976
-15.0010922	-198.3091872
-14.4331877	-188.893216
-13.8340073	-179.6960864
-13.3074382	-170.7516032
-12.7455694	-162.1945408
-12.215891	-153.7726976
-11.7035881	-145.6368608
-11.1194055	-137.8715424
-10.7203177	-130.2912608
-10.2875763	-122.9640704
-9.8928781	-115.8895264
-9.4581248	-109.0845312
-9.1069568	-102.54864
-8.6709232	-96.3668096
-8.3038429	-90.3028512
-7.9663924	-84.525344
-7.634246	-79.0507456
-7.3496536	-73.7447264
-7.0443935	-68.7589632
-6.7219408	-64.0254016
-6.2809689	-56.058144
-4.9317156	-37.96728288
-4.0781213	-27.23741696
-3.5577708	-20.49963104
-3.2060541	-16.30538944
-3.0099853	-13.59344384
-2.7661796	-11.80792768
-2.6621095	-10.49407744
-2.492927	-9.48340288
-2.3910517	-8.64117408
-2.2547912	-7.73160256
-2.1104831	-6.38403648
-1.6823142	-3.36887072
-0.863288	5.777631744
0.24742712	21.34185984
1.44200189	37.61354678
2.70135984	53.95263872
3.99716976	71.3697168
5.43992154	89.74698464
6.63052738	108.2084531
8.11779702	126.7709802
9.48908977	145.5693402
11.02007251	164.5866752
12.58739748	184.0587738
13.59104294	203.1771674
15.17051247	221.1670144
16.31466171	237.8092509
17.18177232	253.1882109
18.24198875	266.7142675
19.34622921	277.9831866
19.57077554	287.2812858
20.61065349	294.8949274
20.78773727	294.5917517
20.77237367	293.7831942
20.78931021	293.2105142
20.77027032	292.8736227
20.77476966	292.5198733
20.7611619	292.2672269
20.7926207	292.014536
20.78422559	291.7618896
20.80037566	291.5091987
20.792072	291.3576109
20.77233709	291.1891651
20.77016058	291.0544352
20.73101998	285.3609952
20.72809358	285.3273238
20.73381835	285.293608
20.72041178	285.3273238
20.73668988	285.2599366
20.73028838	285.2262653
20.73509865	284.4345658
19.58741944	268.2639507
18.4763751	254.0472976
17.36756214	240.5885837
16.44609365	227.753168
15.60477194	215.4062317
14.6715064	203.5309168
13.7255476	192.1440813
12.90557032	181.0941818
12.07227792	170.5832464
11.35787052	160.4766342
10.58853825	150.723727
10.34348883	141.4929706
9.62772797	132.514905
8.95553389	124.0253187
8.31617036	115.973727
7.70725968	108.360041
7.7375845	101.1674915
7.23618244	94.39603424
6.73018959	87.9783264
6.2255502	81.86379424
5.77135463	76.1535408
5.29956408	70.7296496
4.91596791	65.67632128
4.59265558	61.02727168
4.53880982	54.8453968
3.74714546	43.91335149
3.16744391	35.62590906
2.7098464	29.24188147
2.27741593	24.30647408
1.99649982	20.51648006
1.96147447	17.5013321
1.79242	15.10942899
1.62413371	13.23969885
1.51155876	11.7237048
1.45617664	10.46037494
1.32794545	9.197045088
1.18376538	7.596823712
0.80144951	3.250967584
-0.3081865	-7.79894528
-1.9400203	-22.04931424
-3.5054614	-40.84767424
-5.040724	-61.51584
-6.716088	-85.8392832
-8.2820778	-110.5497024
-9.7871619	-133.4751392
-11.202625	-154.3282528
-12.4414067	-172.8065792
-13.6628129	-189.2806368
-14.6607153	-203.6152064
-15.5547305	-215.8609952
-16.3327871	-226.2034848
-16.9901297	-234.8784192
-17.4647552	-242.2896768
-17.9121286	-248.589824
-18.2435434	-253.9123008
-18.5665448	-258.4772832
-18.7298745	-262.4021984
-19.041719	-265.8551808
-19.2028539	-269.0221568
-19.4126402	-272.2896576
-19.6571775	-275.4228288
-19.8344076	-278.5729024
-20.0685196	-281.6887264
-20.3247625	-284.7880928
-20.5272328	-287.8874592
-20.7008049	-289.2183008
-20.7785374	-289.7066912
-20.8570015	-291.1554048
-20.8516974	-290.650112
-20.8681584	-290.2795936
-20.8666952	-290.0100448
-20.8829733	-289.8245632
-20.8555383	-289.6057216
-20.8886432	-289.4371424
-20.8902893	-289.2859104
-20.8714506	-289.1680384
-20.8703532	-283.9967936
-20.8703532	-283.9798912
-20.8564528	-283.9629888
-20.8712677	-283.8789216
-20.8718164	-283.8789216
-20.4003002	-274.2605664
-18.5469745	-244.9175552
-16.9142262	-219.2637152
-15.3122051	-195.1591136
-13.7006732	-172.7394144
-12.3965962	-152.3742464
-11.0738634	-133.5254016
-9.9943876	-116.19288
-9.0230057	-100.3588896
-8.1037503	-86.1083872
-7.3438008	-73.2732384
-6.6372581	-62.1052
-6.0197877	-52.3858752
-5.4004883	-44.40184864
-4.8351444	-37.83250848
-4.3645427	-32.25702944
-4.0031323	-27.574264
-3.5343596	-21.59450624
-3.2296482	-17.02970176
-2.9417636	-14.16612384
-2.7718495	-12.27954912
-2.6147384	-10.96569888
-2.5099367	-10.02241152
-2.4530548	-9.19704064
-2.3391081	-8.5232576
-2.2438172	-7.76527392
-2.1384668	-6.9735744
-1.9800754	-5.45760704
-1.4125367	-1.56654112
-0.6209455	8.843308992
0.65006318	24.6770503
1.85142354	40.42656429
2.98920786	56.24344768
4.43296559	73.66057024
5.7527537	91.6503728
6.95188268	109.5728326
8.58378964	127.9837718
9.97258592	146.6642154
11.24277155	165.2604138
12.91453242	183.9408573
14.02548531	202.1665373
15.31485715	219.4656989
16.72527221	235.4679126
18.07108699	250.2236189
18.4116285	263.530656
19.57117792	275.490216
20.72553298	286.0179203
21.64890363	294.9455011
21.13239403	297.6574022
21.15181801	297.0510509
21.15562233	296.562527
21.18598373	296.2424934
21.17005314	295.9393178
21.17499144	295.7034403
21.17526579	295.5013677
21.1778081	295.2654902
21.16613908	295.1644317
21.17526579	295.0297018
21.14865384	294.8781139
20.89135012	286.7422326
20.89934285	286.7422326
20.89451429	286.7422326
20.89228291	286.6243606
20.9126031	289.285777
20.93367318	289.2183898
20.92154691	289.1173312
20.91969962	289.1004733
20.92061412	289.049944
20.92564387	289.0162726
20.92858856	288.8983117
20.92957622	288.8814982
20.92249799	288.8646403
20.93727631	288.7972976
20.92606454	288.7635818
20.93411214	288.6961946
20.86364077	285.9169062
19.55307082	268.6850429
18.16990786	253.0534365
17.09202329	238.1966717
16.08543314	224.215807
15.00665236	210.7234662
13.95181319	197.8038054
12.91601391	185.5073984
11.95185656	173.5478829
11.55333575	162.2621059
10.69882695	151.3806522
9.85571282	141.0718784
9.00226484	131.1841968
9.01556167	121.8018525
8.31728605	113.0259485
7.69500538	104.7890086
7.09838558	97.00692128
6.51253859	89.7132688
5.97687936	82.84075296
5.43092286	76.45676096
5.40866393	70.42642944
4.47781267	57.37203872
3.66518797	45.93467392
2.99191478	37.07452925
2.46450434	30.21885798
2.05151614	25.09816026
1.73588561	20.93759002
1.49528066	17.82137904
1.31373412	15.31155946
1.14976427	13.42498918
1.0432616	11.90899069
0.94381887	10.62881626
0.81163704	9.416020128
0.72510705	8.152690272
0.92432173	5.642875136
0.19014284	-2.13922112
-1.1914106	-14.58726048
-2.8170258	-30.95999264
-4.4254484	-50.4323136
-5.8824298	-73.1887264
-7.6101032	-97.7817184
-9.1645703	-121.6501312
-10.7098924	-143.6152448
-11.9601968	-163.2389312
-13.335239	-180.6564096
-14.4511119	-195.9339552
-15.5011408	-209.3255488
-16.347602	-220.6110144
-17.0879812	-229.9767232
-17.6997817	-237.9439808
-18.1301454	-244.833488
-18.5034443	-250.6786048
-18.9071046	-255.6812704
-19.290463	-259.9931616
-19.5662762	-263.6823328
-19.6438258	-267.0005408
-19.8945817	-270.2684864
-20.1799057	-273.6204992
-20.1213777	-276.972512
-20.3794496	-280.3076224
-20.5930768	-283.69344
-20.8820588	-287.0285504
-20.9890553	-288.4265568
-21.026184	-288.6120384
-21.1481783	-290.211984
-21.157872	-289.94288
-21.1443374	-289.6902336
-21.1639077	-289.4878496
-21.1361069	-289.3192704
-21.1383017	-289.1173312
-21.1406794	-289.0163616
-21.145069	-288.8984896
-21.1587865	-288.7970752
-21.1613471	-288.6792032
-21.1553114	-288.6289408
-21.1571404	-288.5279712
-21.1496415	-288.477264
-20.6755647	-276.8039328
-19.1097578	-251.7225504
-17.6220492	-229.7743392
-16.4211278	-209.3758112
-14.891718	-189.482576
-13.60776	-170.2463104
-12.3872683	-152.1554048
-11.2112213	-135.2605664
-10.2509963	-119.5782528
-9.3085126	-105.0924512
-8.5328337	-91.8018272
-7.7381332	-79.6405504
-7.0718285	-68.8092256
-6.4353365	-59.140608
-5.9063897	-50.68496
-4.8539831	-37.69777856
-3.9641746	-26.84999616
-3.447665	-20.16273952
-3.1563053	-16.06955648
-2.8795776	-13.54291456
-2.7202717	-11.85845696
-2.6226031	-10.62880736
-2.5097538	-9.68552
-2.3733104	-8.94439424
-2.3078322	-8.203224
-2.2132729	-7.46205376
-2.0976801	-6.53562432
-1.8739934	-4.73329472
-1.3174287	-0.01685792
-0.3959785	11.42050688
0.81192968	27.30477747
2.11004414	42.86900112
3.20764533	58.77013408
4.66916265	76.4061872
6.04151622	94.41289216
7.38272192	112.3858368
8.9024746	130.7293888
10.35117063	149.0224115
11.52226104	167.3491501
13.19115038	185.7095155
14.75935327	203.7330339
15.62317168	220.813265
17.06938027	236.6975622
18.4017519	251.4195526
19.63349195	264.9624672
19.82533576	277.0398992
20.97200902	287.68552
21.8746571	296.8152179
22.5744325	304.4120016
23.23674998	310.8971411
23.42325311	311.7730413
23.43801314	311.1666454
23.44756052	310.6949795
23.43269075	310.358088
23.42670992	310.0380989
23.43177625	309.7516922
23.41937563	309.549575
23.42709401	309.3811293
23.39634852	304.9005254
23.41260833	304.9005254
23.38771564	304.8331382
23.40143314	304.7994669
23.40048206	304.7994669
23.40340846	304.7994669
22.92238146	294.1201302
21.76082014	278.5895824
19.91576152	264.1370518
18.66481697	250.324633
17.64706992	237.2871002
16.69979424	224.687473
15.72557739	212.5258403
14.77268668	200.8357846
13.85575411	189.5163808
12.84208573	178.5506819
12.3797694	168.1071338
11.5477573	157.9499478
10.76463437	148.1802272
9.99429615	138.8484122
9.99747861	129.8872045
9.30606174	121.347089
8.61594346	113.3123107
8.00619144	105.7660118
7.44221929	98.53974656
6.93033706	91.68408864
6.76889123	85.33372352
6.24124302	79.21923584
5.71518604	72.48144992
4.96282689	56.73192704
4.07951134	45.22721952
3.40093405	36.3333768
2.91442005	29.52823926
2.47708786	24.30647408
2.12370677	20.3143496
1.88558926	17.23182333
1.68083271	14.80623107
1.55856406	12.97019008
1.42705896	11.47103616
1.35097256	10.32561834
1.23521515	9.213889664
1.14903267	8.051622816
0.97310116	6.299804704
0.54196928	1.515994048
-0.1269326	-8.92753632
-1.7735813	-23.32949312
-3.3953556	-42.19524032
-4.9081215	-62.7283648
-6.5309932	-86.6305824
-8.2118442	-110.8361536
-9.7721641	-133.7949504
-11.2543857	-154.4296672
-12.5535244	-172.8572864
-13.8014511	-189.2299296
-14.8584302	-203.5644992
-15.877549	-215.9957696
-16.6982213	-226.3044544
-17.3310553	-234.8953216
-17.8537835	-242.2563168
-18.2786602	-248.5391168
-18.7040856	-253.8282336
-19.1015273	-258.4434784
-19.4122744	-262.4191008
-19.6641277	-265.8044736
-19.8998858	-269.0724192
-20.0986981	-272.4075296
-20.3141543	-275.7595424
-20.5811883	-279.0612928
-20.6938547	-282.463568
-20.9736917	-285.7822208
-21.188965	-289.151136
-21.4161268	-292.5200512
-21.6478611	-295.8213568
-21.8816073	-299.0385952
-22.1056598	-302.2389312
-22.4054329	-305.3382976
-22.6825264	-308.4883712
-23.0086371	-311.5205728
-23.2657945	-312.9185792
-23.2615878	-312.3287744
-23.2760369	-311.9413536
-23.2912176	-311.5877376
-23.2762198	-311.3519936
-23.2914005	-311.1496096
-23.2683551	-310.9138656
-23.3184697	-310.7790912
-23.2910347	-310.6612192
-23.2976191	-310.45928
-23.290486	-310.2907008
-23.281341	-310.1728288
-23.3045693	-310.1052192
-23.3005455	-309.9708896
-23.2963388	-309.8694752
-23.2775001	-304.563456
-23.2824384	-304.5469984
-23.2765856	-304.5803584
-23.2747566	-304.530096
-23.2731105	-304.4962912
-23.2800607	-304.4286816
-23.2610391	-304.4624864
-23.2635997	-304.3784192
-22.8467706	-298.3313632
-22.1393134	-287.4666784
-21.2725503	-277.1744512
-20.4968714	-267.404864
-19.9286011	-258.0898624
-19.3579531	-249.3308608
-18.849674	-240.9254752
-18.2413486	-232.8403456
-17.5810796	-224.8557408
-17.0740808	-217.1242272
-16.6226836	-209.409616
-16.0942855	-201.8128768
-15.5638755	-194.1823328
-15.0199309	-186.5517888
-14.4117884	-179.0560192
-13.8621739	-171.6443168
-13.3445669	-164.3678336
-12.8348246	-157.3266496
-12.3686125	-150.3699776
-11.939712	-143.6828544
-11.5000204	-137.0797984
-11.0427704	-130.662224
-10.5549761	-124.4634912
-10.2546543	-118.4328928
-9.8482505	-112.5375136
-9.4800728	-106.8440736
-9.1592662	-101.3525728
-8.7784684	-96.147968
-8.4490655	-91.0269856
-8.2005044	-86.0750272
-7.8581156	-81.2912032
-6.2348781	-54.8451744
-4.903549	-37.9167536
-3.9672839	-27.52373472
-3.4242538	-20.9881104
-3.096497	-16.84439808
-2.8848817	-14.2166976
-2.7127728	-12.41432352
-2.498414	-11.20153184
-2.4589076	-10.2077152
-2.3233787	-9.51707424
-2.2659481	-8.87700704
-2.2046766	-8.30428256
-2.1615122	-7.748416
-2.119811	-7.25993664
-1.9883059	-6.60301152
-1.8862477	-5.69339552
-1.5872062	-3.58784576
-0.9406547	1.937104
-0.0587109	13.45867834
1.16518274	29.09028474
2.4572615	44.67135296
3.61915204	60.67352224
5.02503118	78.04011552
6.21155835	95.77727168
7.37313796	113.3291242
8.7058571	131.4537011
10.16693546	149.595136
11.65062026	167.6017965
13.15936236	185.6253149
14.73502757	203.2276966
15.7354357	220.0215654
17.20397638	235.5352554
18.5122235	250.0214573
18.98983027	263.2611517
20.17712562	275.2880544
21.29583347	286.0684941
22.14785483	295.4676518
22.95967477	303.4350429
22.53002438	309.2126835
22.5623611	308.5726163
22.72905616	310.4423331
22.76217935	310.6107789
22.85417805	311.3519491
22.84355156	310.9981997
22.85403173	310.7623667
22.85227589	310.459191
22.85801895	310.2401715
22.84393565	310.122255
22.85412318	309.9875251
22.83630872	309.785408
22.86112825	309.7180208
22.82590171	309.549575
22.83991185	309.4485165
22.84825209	309.3306
22.83605266	309.2126835
22.8513431	308.9095078
22.8506115	305.3721469
22.67436906	301.5653261
22.40812153	297.8090346
22.18359349	294.2548602
21.95840701	290.768073
21.6403622	287.4497315
21.43344743	284.1482035
21.1236697	280.8803914
20.35490442	270.7569213
19.22141825	257.4329818
18.20868266	244.6986246
17.24059296	232.5032762
16.37642704	220.6784906
15.32915993	209.3085574
14.42839572	198.3428586
13.55817581	187.6971933
12.96287289	177.388375
12.10073716	167.4333507
11.69093142	157.7478307
10.93506059	148.567648
10.20346059	139.6232538
9.4495285	131.1336675
9.25121003	122.9473014
8.61272442	115.1314982
8.02642018	107.8210323
7.50627087	100.8474579
6.96585624	94.16020128
6.89311691	87.92779712
6.38935544	82.06591136
5.95443753	76.43990304
5.53100574	71.20127104
5.16811385	64.598304
4.1788992	50.68482656
3.41829126	40.46025344
2.77521486	32.59391651
2.36420198	26.63099888
1.99607915	22.06616771
1.92637596	18.44461946
1.72268023	15.78320314
1.56584348	13.74503168
1.43700872	12.06059187
1.34158979	10.72988371
1.23025856	9.601310464
1.113861	8.455888192
1.00225542	6.990427872
0.72344266	3.924746176
-0.0486514	-4.21109952
-1.625981	-16.9286432
-3.131248	-33.82357056
-4.8058804	-53.4302656
-6.1388556	-76.0523488
-7.8659803	-100.2410176
-9.4259344	-123.6041376
-10.9975941	-145.1480256
-12.3508712	-164.502608
-13.6507415	-181.6500928
-14.8191067	-196.877376
-15.9529038	-210.1003904
-16.8531376	-221.2341792
-17.5755926	-230.3810464
-18.1202688	-238.1463648
-18.6406193	-244.9682624
-19.1298768	-250.7964768
-19.477021	-255.6981728
-19.8285548	-259.9259968
-20.1365584	-263.6147232
-20.354941	-266.8657664
-20.376889	-270.01584
-20.6217921	-273.3509504
-20.9096767	-276.618896
-21.0867239	-279.937104
-21.1110496	-283.3567264
-21.3475393	-286.7590016
-21.5975636	-290.1448192
-21.8280176	-293.5978016
-22.0634099	-297.0845888
-22.328432	-300.4873088
-22.6483241	-303.9233888
-22.9943709	-307.3261088
-23.2954243	-310.6612192
-23.433148	-311.368896
-23.5183794	-312.75
-23.6712838	-313.9122624
-23.6732957	-313.5755488
-23.6630533	-313.2890976
-23.6760392	-313.1374208
-23.6592124	-312.9185792
-23.6789656	-312.7838048
-23.6917686	-312.6490304
-23.681892	-312.514256
-23.6753076	-312.4132864
-23.6939634	-312.3287744
-23.6707351	-312.1770976
-23.6751247	-312.1437376
-23.6857329	-312.076128
-23.6687232	-311.958256
-23.442293	-305.001584
-21.1039165	-274.681792
-20.2495906	-261.3071008
-19.4521466	-248.8424704
-18.6680543	-237.1019744
-17.7678205	-225.816064
-17.0223201	-214.867312
-16.2929149	-204.069792
-15.5320509	-193.1717472
-14.7516166	-182.3911296
-13.8806468	-171.812896
-13.1360609	-161.453504
-12.4532952	-151.5491424
-11.8413118	-141.9138848
-11.1662279	-132.6495904
-10.4735856	-123.7558144
-9.9610998	-115.165392
-9.4947048	-107.0126528
-9.0647069	-99.1966272
-8.5765468	-91.7853696
-8.1392329	-84.7272832
-7.6697286	-78.0739648
-7.3103301	-71.79072
-6.0077163	-51.0554784
-4.6315767	-35.0026464
-3.8469357	-25.4519008
-3.3746879	-19.55634368
-3.0518694	-15.85058144
-2.8537887	-13.54291456
-2.6509526	-11.90898624
-2.5659041	-10.72986592
-2.4757344	-9.97188224
-2.3477044	-9.18018272
-2.324659	-8.57378688
-2.2696061	-7.93371968
-2.2032134	-7.3609952
-2.0389692	-6.68721216
-1.9650776	-5.65972416
-1.6221401	-3.5541744
-1.0178385	2.139238912
-0.1232746	13.57659037
1.11025787	29.34294893
2.38187012	44.78926944
3.48876263	60.75776736
4.90186632	78.158032
6.03473063	95.86147232
7.34246563	113.581815
8.79930071	131.6895341
10.27996766	149.6288074
11.54325796	167.3154342
13.04803113	185.2041782
14.66548899	202.7055459
15.56116858	211.7509542
15.70973825	213.4522698
16.65061243	230.4145843
18.06289307	245.6082406
19.34582683	259.4880022
20.57635974	272.0876294
20.70583465	283.3228326
21.62838225	293.277857
22.44393335	301.8348749
23.08333346	309.0442378
23.66517494	315.141912
24.27179937	320.4310733
24.27322599	325.046407
24.67476465	328.7858851
24.79814899	328.819601
24.94212787	330.2008384
25.1977672	331.4809728
25.34748914	332.7611517
25.34401404	332.2895302
25.3471965	331.8683936
25.34697702	331.5315021
25.48852333	332.7611517
25.48005506	332.4747894
25.54114366	332.8959261
25.51712889	332.6095638
25.53188892	332.3905888
25.63259366	333.8054976
25.68296432	333.6202384
25.65982747	333.4180768
25.65761438	333.1822883
25.68340328	332.9632688
25.66423536	332.8959261
25.67374616	332.7106224
25.6659912	332.5590346
25.67647137	332.4411181
25.67899539	332.340015
25.64151918	327.909985
25.65426731	327.893127
25.6456893	327.8425978
25.6623332	327.8425978
25.65982747	327.8089264
25.65525497	327.7078234
25.63202667	327.6910099
24.39055634	309.3642714
22.88194227	292.2672269
21.62399265	276.1808125
20.45249986	261.0376854
19.39094826	246.5851994
18.01952748	232.7053933
16.84509	219.3646403
16.06368633	209.190641
15.8713304	207.7420163
15.84021911	206.2260045
15.93556488	204.625792
15.76577881	203.0424374
15.64804608	201.4758963
15.48939862	199.8588259
15.35454645	198.3091427
15.19083266	196.1193923
14.90700844	192.7504771
14.60994226	189.3142192
14.32924563	185.8611034
14.04860387	182.5090906
13.77798503	179.207607
13.83742753	175.9734662
13.58037987	172.7393699
13.27608914	169.5389005
13.00642138	166.3890048
12.82319216	163.2391091
12.59346976	160.1734141
12.31591901	157.0740477
11.93482857	152.9977226
11.42188552	144.0701862
10.63064183	135.0415469
10.13470848	126.3667014
9.42242272	118.0960902
8.90867491	110.4150614
8.37899651	103.0540662
7.7774567	96.08044736
7.66270524	89.49429376
7.15023773	83.37980608
6.71091193	77.51792032
6.24718727	72.04349984
5.4698074	62.44218048
4.72074045	49.10142752
4.01022882	39.1463943
3.37957133	31.56641072
2.91035967	25.7719344
2.53159206	21.24078794
2.19002631	17.85506819
1.95291475	15.26103018
1.79942507	13.18916512
1.98837906	11.6563265
1.87249362	10.39299664
1.7810802	9.31495712
1.65405615	8.337980608
1.60717888	7.25993664
1.45228087	5.71025344
1.14555757	2.172928064
0.22686916	-6.36717856
-1.3958928	-19.5058144
-2.9346305	-36.95660832
-4.5715855	-56.614144
-6.059477	-78.8657088
-7.7968441	-102.7172192
-9.3686867	-125.7098208
-10.8170718	-146.866288
-12.2583238	-165.9846816
-13.5569138	-182.8626176
-14.7384478	-197.8710592
-15.8748055	-210.9762016
-16.7935122	-222.0090208
-17.5295018	-231.0211136
-18.0696055	-238.70192
-18.571666	-245.3218784
-18.9528296	-250.998416
-19.3906922	-255.900112
-19.7107672	-260.094576
-20.0597404	-263.5978208
-20.144606	-266.815504
-20.3759745	-269.9651328
-20.6016731	-273.1992736
-20.8855339	-276.416512
-20.9830196	-279.6675552
-21.1984758	-283.0026656
-21.3918011	-286.3884832
-21.6562745	-289.7235936
-21.8759374	-293.0756064
-22.1287052	-296.5121312
-22.4145779	-299.9651136
-22.5380354	-303.418096
-22.8901179	-306.8377184
-23.2248249	-310.2066336
-23.4755808	-313.6258112
-23.7563323	-316.977824
-24.06964	-320.2795744
-24.4105656	-323.5137152
-24.6755877	-326.6802464
-25.0512643	-329.8472224
-25.3197615	-332.8287168
-25.5423508	-335.759504
-25.8805329	-338.6733888
-26.0078313	-339.9535232
-26.0332544	-339.2969984
-26.0341689	-338.8757728
-26.0306938	-338.5555168
-26.0310596	-338.2357056
-26.0365466	-337.9999616
-26.0242923	-337.7975776
-26.0389243	-337.6289984
-26.035815	-337.460864
-26.0429481	-337.2753824
-26.0478864	-337.1237056
-26.0491667	-336.9720288
-26.0336202	-331.9524608
-26.0473377	-331.9360032
-26.0352663	-331.9021984
-26.0464232	-331.9021984
-26.046789	-331.8345888
-26.0385585	-331.8012288
-26.0396559	-331.767424
-26.0381927	-331.7336192
-26.0508128	-331.6664544
-26.0396559	-331.5988448
-25.9979547	-330.4365824
-25.8971768	-327.7922464
-25.7594531	-325.2484352
-25.6233755	-322.7219712
-25.4455967	-320.2288672
-25.318847	-317.8371776
-25.2070951	-315.4112384
-25.0754071	-313.0364512
-24.9177473	-310.6443168
-24.6929632	-308.3704992
-24.550667	-306.029072
-23.1522136	-287.4159712
-21.2313978	-261.8800032
-19.6019417	-238.8874016
-18.021137	-217.6633248
-16.4759978	-197.2986016
