"Lynn 1998,Specimen 2cmh18"			
460			
-6.49E-02 	3.16E-01 		
4.96E-01 	3.45E+01 		
7.13E-01 	5.12E+01 		
1.18E+00 	6.93E+01 		
1.75E+00 	9.35E+01 		
2.10E+00 	1.08E+02 		
2.44E+00 	1.25E+02 		
2.88E+00 	1.41E+02 		
3.26E+00 	1.56E+02 		
3.85E+00 	1.73E+02 		
3.43E+00 	1.41E+02 		
3.04E+00 	1.23E+02 		
2.53E+00 	9.79E+01 		
1.78E+00 	5.76E+01 		
1.33E+00 	3.58E+01 		
1.03E+00 	1.64E+01 		
6.39E-01 	-3.89E+00 		
2.22E-01 	-2.34E+01 		
-1.95E-01 	-4.49E+01 		
-6.04E-01 	-6.48E+01 		
-1.12E+00 	-8.24E+01 		
-1.45E+00 	-1.02E+02 		
-2.15E+00 	-1.22E+02 		
-2.51E+00 	-1.38E+02 		
-2.93E+00 	-1.53E+02 		
-3.37E+00 	-1.67E+02 		
-3.81E+00 	-1.78E+02 		
-3.12E+00 	-1.41E+02 		
-2.41E+00 	-1.13E+02 		
-1.94E+00 	-7.99E+01 		
-1.37E+00 	-5.90E+01 		
-1.17E+00 	-4.16E+01 		
-6.73E-01 	-2.41E+01 		
-3.65E-01 	-6.33E+00 		
-1.06E-01 	8.10E+00 		
2.28E-01 	2.14E+01 		
5.03E-01 	3.84E+01 		
8.71E-01 	5.47E+01 		
1.22E+00 	7.22E+01 		
1.64E+00 	8.82E+01 		
2.00E+00 	1.06E+02 		
2.57E+00 	1.26E+02 		
3.08E+00 	1.46E+02 		
3.72E+00 	1.68E+02 		
3.90E+00 	1.75E+02 		
3.43E+00 	1.40E+02 		
2.81E+00 	1.12E+02 		
2.43E+00 	9.34E+01 		
1.76E+00 	6.06E+01 		
1.40E+00 	3.75E+01 		
9.32E-01 	1.73E+01 		
6.31E-01 	-4.74E-01 		
2.98E-01 	-1.96E+01 		
-2.79E-01 	-4.51E+01 		
-9.46E-01 	-7.41E+01 		
-1.31E+00 	-9.11E+01 		
-1.90E+00 	-1.14E+02 		
-2.43E+00 	-1.31E+02 		
-3.09E+00 	-1.54E+02 		
-3.73E+00 	-1.74E+02 		
-2.99E+00 	-1.35E+02 		
-2.55E+00 	-1.15E+02 		
-1.58E+00 	-7.61E+01 		
-8.37E-01 	-4.47E+01 		
-3.38E-01 	-1.87E+01 		
4.41E-02 	2.47E+00 		
8.76E-02 	1.61E+00 		
9.48E-01 	4.72E+01 		
1.52E+00 	7.29E+01 		
2.09E+00 	9.92E+01 		
2.57E+00 	1.22E+02 		
3.35E+00 	1.51E+02 		
4.04E+00 	1.74E+02 		
4.48E+00 	1.92E+02 		
5.18E+00 	2.09E+02 		
5.85E+00 	2.23E+02 		
6.52E+00 	2.34E+02 		
7.15E+00 	2.45E+02 		
7.69E+00 	2.52E+02 		
6.28E+00 	1.82E+02 		
5.74E+00 	1.66E+02 		
5.59E+00 	1.66E+02 		
5.31E+00 	1.51E+02 		
4.51E+00 	1.26E+02 		
4.07E+00 	1.06E+02 		
3.47E+00 	8.85E+01 		
2.72E+00 	6.15E+01 		
1.86E+00 	2.86E+01 		
1.21E+00 	1.02E+00 		
5.05E-01 	-2.94E+01 		
-1.05E-01 	-5.32E+01 		
-6.22E-01 	-7.64E+01 		
-1.22E+00 	-9.57E+01 		
-1.92E+00 	-1.20E+02 		
-2.68E+00 	-1.43E+02 		
-3.53E+00 	-1.72E+02 		
-4.13E+00 	-1.90E+02 		
-4.54E+00 	-1.99E+02 		
-5.36E+00 	-2.18E+02 		
-6.24E+00 	-2.34E+02 		
-7.00E+00 	-2.45E+02 		
-7.47E+00 	-2.47E+02 		
-7.20E+00 	-2.32E+02 		
-6.75E+00 	-2.12E+02 		
-6.18E+00 	-1.95E+02 		
-5.69E+00 	-1.71E+02 		
-4.80E+00 	-1.38E+02 		
-4.00E+00 	-1.14E+02 		
-3.15E+00 	-8.85E+01 		
-2.35E+00 	-6.12E+01 		
-1.43E+00 	-3.04E+01 		
-8.11E-01 	-7.36E+00 		
-2.36E-01 	1.64E+01 		
3.31E-01 	3.52E+01 		
8.83E-01 	5.85E+01 		
1.39E+00 	7.92E+01 		
2.09E+00 	1.02E+02 		
2.67E+00 	1.20E+02 		
3.31E+00 	1.39E+02 		
3.95E+00 	1.56E+02 		
4.76E+00 	1.77E+02 		
5.30E+00 	1.89E+02 		
5.92E+00 	2.05E+02 		
6.55E+00 	2.19E+02 		
6.88E+00 	2.26E+02 		
7.74E+00 	2.40E+02 		
7.03E+00 	2.05E+02 		
6.35E+00 	1.80E+02 		
5.59E+00 	1.61E+02 		
5.06E+00 	1.41E+02 		
4.41E+00 	1.25E+02 		
3.95E+00 	1.08E+02 		
3.13E+00 	8.27E+01 		
2.59E+00 	6.28E+01 		
1.92E+00 	4.38E+01 		
1.23E+00 	1.83E+01 		
6.40E-01 	-5.09E+00 		
5.66E-02 	-2.82E+01 		
-4.69E-01 	-4.91E+01 		
-1.29E+00 	-7.88E+01 		
-2.09E+00 	-1.02E+02 		
-2.62E+00 	-1.18E+02 		
-3.22E+00 	-1.35E+02 		
-3.75E+00 	-1.51E+02 		
-4.48E+00 	-1.70E+02 		
-5.13E+00 	-1.86E+02 		
-5.81E+00 	-2.02E+02 		
-6.50E+00 	-2.17E+02 		
-6.83E+00 	-2.26E+02 		
-7.36E+00 	-2.37E+02 		
-6.77E+00 	-2.03E+02 		
-6.10E+00 	-1.86E+02 		
-5.21E+00 	-1.53E+02 		
-4.70E+00 	-1.37E+02 		
-3.99E+00 	-1.19E+02 		
-3.49E+00 	-1.02E+02 		
-2.93E+00 	-8.28E+01 		
-2.27E+00 	-6.50E+01 		
-1.75E+00 	-4.69E+01 		
-9.78E-01 	-1.98E+01 		
-4.04E-01 	2.00E+00 		
2.30E-01 	2.75E+01 		
8.80E-01 	5.48E+01 		
1.49E+00 	7.59E+01 		
2.31E+00 	1.01E+02 		
2.71E+00 	1.17E+02 		
3.41E+00 	1.37E+02 		
4.11E+00 	1.54E+02 		
4.73E+00 	1.70E+02 		
5.34E+00 	1.85E+02 		
6.04E+00 	2.01E+02 		
6.59E+00 	2.15E+02 		
7.04E+00 	2.27E+02 		
7.75E+00 	2.37E+02 		
7.03E+00 	2.02E+02 		
6.39E+00 	1.79E+02 		
5.55E+00 	1.55E+02 		
4.94E+00 	1.38E+02 		
4.36E+00 	1.19E+02 		
3.82E+00 	1.02E+02 		
3.13E+00 	8.04E+01 		
2.47E+00 	6.00E+01 		
1.74E+00 	3.55E+01 		
9.80E-01 	7.90E+00 		
4.97E-01 	-1.17E+01 		
-1.53E-01 	-3.67E+01 		
-6.36E-01 	-5.70E+01 		
-1.30E+00 	-7.49E+01 		
-2.01E+00 	-9.85E+01 		
-2.55E+00 	-1.16E+02 		
-3.22E+00 	-1.36E+02 		
-3.94E+00 	-1.52E+02 		
-4.60E+00 	-1.70E+02 		
-5.15E+00 	-1.84E+02 		
-5.78E+00 	-2.00E+02 		
-6.51E+00 	-2.14E+02 		
-6.92E+00 	-2.27E+02 		
-7.14E+00 	-2.32E+02 		
-7.40E+00 	-2.36E+02 		
-6.69E+00 	-1.99E+02 		
-6.04E+00 	-1.83E+02 		
-5.06E+00 	-1.53E+02 		
-4.42E+00 	-1.33E+02 		
-4.00E+00 	-1.17E+02 		
-3.38E+00 	-1.01E+02 		
-2.83E+00 	-8.31E+01 		
-2.35E+00 	-6.64E+01 		
-1.75E+00 	-4.81E+01 		
-8.69E-01 	-1.78E+01 		
-4.44E-01 	-3.06E+00 		
-2.78E-01 	6.26E+00 		
7.71E-01 	5.15E+01 		
1.47E+00 	7.57E+01 		
2.71E+00 	1.15E+02 		
4.01E+00 	1.48E+02 		
5.25E+00 	1.81E+02 		
6.63E+00 	2.13E+02 		
7.81E+00 	2.41E+02 		
8.95E+00 	2.62E+02 		
1.03E+01 	2.80E+02 		
1.14E+01 	2.92E+02 		
1.29E+01 	3.03E+02 		
1.41E+01 	3.06E+02 		
1.51E+01 	2.99E+02 		
1.38E+01 	2.48E+02 		
1.26E+01 	2.18E+02 		
1.23E+01 	2.09E+02 		
1.12E+01 	1.85E+02 		
9.92E+00 	1.57E+02 		
8.85E+00 	1.33E+02 		
7.48E+00 	1.04E+02 		
6.20E+00 	7.63E+01 		
5.12E+00 	4.81E+01 		
3.69E+00 	1.51E+01 		
2.58E+00 	-1.65E+01 		
1.03E+00 	-5.62E+01 		
-1.64E-01 	-8.91E+01 		
-1.28E+00 	-1.20E+02 		
-2.60E+00 	-1.52E+02 		
-3.94E+00 	-1.83E+02 		
-4.97E+00 	-2.07E+02 		
-6.17E+00 	-2.32E+02 		
-7.62E+00 	-2.57E+02 		
-8.96E+00 	-2.76E+02 		
-1.02E+01 	-2.89E+02 		
-1.15E+01 	-2.98E+02 		
-1.29E+01 	-3.03E+02 		
-1.39E+01 	-3.04E+02 		
-1.49E+01 	-3.05E+02 		
-1.52E+01 	-2.94E+02 		
-1.28E+01 	-2.22E+02 		
-1.23E+01 	-2.13E+02 		
-1.22E+01 	-2.12E+02 		
-1.12E+01 	-1.80E+02 		
-9.89E+00 	-1.55E+02 		
-8.58E+00 	-1.29E+02 		
-7.37E+00 	-1.06E+02 		
-6.15E+00 	-8.24E+01 		
-4.91E+00 	-5.44E+01 		
-3.56E+00 	-2.45E+01 		
-2.41E+00 	1.50E-01 		
-1.06E+00 	3.39E+01 		
2.10E-01 	6.31E+01 		
1.54E+00 	9.31E+01 		
2.48E+00 	1.14E+02 		
4.04E+00 	1.43E+02 		
5.26E+00 	1.66E+02 		
6.57E+00 	1.85E+02 		
7.85E+00 	2.05E+02 		
9.13E+00 	2.23E+02 		
1.05E+01 	2.42E+02 		
1.16E+01 	2.55E+02 		
1.29E+01 	2.73E+02 		
1.41E+01 	2.86E+02 		
1.51E+01 	2.88E+02 		
1.37E+01 	2.34E+02 		
1.24E+01 	2.06E+02 		
1.11E+01 	1.81E+02 		
1.01E+01 	1.61E+02 		
8.82E+00 	1.38E+02 		
7.51E+00 	1.15E+02 		
6.47E+00 	9.20E+01 		
4.99E+00 	6.22E+01 		
3.79E+00 	3.29E+01 		
2.49E+00 	3.48E+00 		
1.11E+00 	-3.13E+01 		
-1.71E-01 	-6.17E+01 		
-1.23E+00 	-8.82E+01 		
-2.81E+00 	-1.20E+02 		
-3.87E+00 	-1.43E+02 		
-5.16E+00 	-1.66E+02 		
-6.50E+00 	-1.85E+02 		
-7.60E+00 	-2.03E+02 		
-8.92E+00 	-2.23E+02 		
-1.02E+01 	-2.41E+02 		
-1.13E+01 	-2.56E+02 		
-1.27E+01 	-2.73E+02 		
-1.39E+01 	-2.84E+02 		
-1.53E+01 	-2.77E+02 		
-1.35E+01 	-2.18E+02 		
-1.24E+01 	-1.93E+02 		
-1.13E+01 	-1.70E+02 		
-1.00E+01 	-1.45E+02 		
-8.93E+00 	-1.24E+02 		
-7.31E+00 	-1.00E+02 		
-6.04E+00 	-7.54E+01 		
-4.92E+00 	-5.12E+01 		
-3.51E+00 	-2.26E+01 		
-2.41E+00 	2.56E+00 		
-9.15E-01 	3.59E+01 		
4.26E-01 	6.45E+01 		
1.50E+00 	8.81E+01 		
2.66E+00 	1.14E+02 		
4.01E+00 	1.37E+02 		
5.31E+00 	1.59E+02 		
6.49E+00 	1.78E+02 		
7.69E+00 	1.94E+02 		
9.08E+00 	2.11E+02 		
1.03E+01 	2.28E+02 		
1.15E+01 	2.43E+02 		
1.30E+01 	2.59E+02 		
1.41E+01 	2.72E+02 		
1.52E+01 	2.79E+02 		
1.37E+01 	2.27E+02 		
1.26E+01 	2.04E+02 		
1.13E+01 	1.77E+02 		
1.01E+01 	1.56E+02 		
8.77E+00 	1.33E+02 		
7.54E+00 	1.12E+02 		
6.38E+00 	8.94E+01 		
5.07E+00 	6.34E+01 		
3.88E+00 	3.44E+01 		
2.50E+00 	5.51E+00 		
1.10E+00 	-2.75E+01 		
-1.79E-01 	-5.73E+01 		
-1.23E+00 	-7.99E+01 		
-2.56E+00 	-1.04E+02 		
-3.81E+00 	-1.25E+02 		
-5.23E+00 	-1.48E+02 		
-6.47E+00 	-1.65E+02 		
-7.66E+00 	-1.81E+02 		
-8.93E+00 	-1.97E+02 		
-1.01E+01 	-2.13E+02 		
-1.12E+01 	-2.26E+02 		
-1.25E+01 	-2.37E+02 		
-1.33E+01 	-2.45E+02 		
-1.41E+01 	-2.49E+02 		
-2.71E+01 	4.49E+00 		
-8.05E+01 	6.44E+00 		
