"Lynn 1998,Specimen 2cmh18"			
460			
-3.61E-02 	1.11E+00 		
-2.45E+00 	3.57E+00 		
-2.50E+00 	3.47E+00 		
-2.46E+00 	3.75E+00 		
-2.41E+00 	5.61E+00 		
4.99E-02 	-9.23E-02 		
-1.81E-01 	-4.76E+00 		
-1.47E-01 	-7.16E+00 		
-8.66E-02 	-9.39E+00 		
-6.05E-01 	-1.09E+01 		
-6.37E-01 	-1.34E+01 		
-6.77E-01 	-1.63E+01 		
-7.58E-01 	-1.85E+01 		
-7.74E-01 	-1.85E+01 		
-5.90E-01 	7.74E+00 		
-3.97E-01 	2.32E+01 		
-7.87E-02 	5.23E+01 		
1.80E-01 	6.44E+01 		
5.80E-01 	9.19E+01 		
8.22E-01 	1.04E+02 		
4.81E-01 	6.59E+01 		
6.46E-02 	3.36E+01 		
-3.50E-01 	6.67E+00 		
-5.08E-01 	2.13E-01 		
4.81E-01 	3.13E+00 		
-1.51E-01 	-4.16E+01 		
-6.83E-01 	-7.93E+01 		
-1.16E+00 	-9.65E+01 		
-1.73E+00 	-1.21E+02 		
-1.99E+00 	-1.31E+02 		
-1.46E+00 	-9.29E+01 		
-8.19E-01 	-6.06E+01 		
-3.71E-01 	-3.06E+01 		
8.76E-02 	-1.44E+00 		
7.96E-01 	5.18E+01 		
1.36E+00 	8.56E+01 		
1.66E+00 	9.71E+01 		
1.95E+00 	1.13E+02 		
1.84E+00 	9.30E+01 		
1.61E+00 	7.85E+01 		
1.16E+00 	5.05E+01 		
7.09E-01 	2.38E+01 		
3.85E-01 	3.27E+00 		
6.20E-02 	-1.85E+01 		
-5.88E-01 	-5.46E+01 		
-1.14E+00 	-8.11E+01 		
-1.73E+00 	-1.09E+02 		
-2.02E+00 	-1.22E+02 		
-1.64E+00 	-9.36E+01 		
-1.27E+00 	-6.88E+01 		
-6.25E-01 	-4.61E+01 		
-2.43E-01 	-2.01E+01 		
1.47E-01 	1.11E+00 		
5.73E-01 	2.73E+01 		
1.31E+00 	7.18E+01 		
2.03E+00 	1.04E+02 		
1.58E+00 	6.88E+01 		
1.04E+00 	3.61E+01 		
4.52E-01 	-1.56E+00 		
-2.21E-02 	-3.04E+01 		
-4.81E-01 	-6.08E+01 		
-1.16E+00 	-8.86E+01 		
-1.51E+00 	-1.09E+02 		
-1.94E+00 	-1.25E+02 		
-1.35E+00 	-8.55E+01 		
-9.09E-01 	-6.02E+01 		
-4.94E-01 	-3.97E+01 		
-2.77E-01 	-2.07E+01 		
1.46E-01 	-1.75E+00 		
7.05E-01 	3.95E+01 		
1.04E+00 	5.90E+01 		
1.35E+00 	7.80E+01 		
1.75E+00 	9.75E+01 		
2.15E+00 	1.19E+02 		
2.56E+00 	1.37E+02 		
2.90E+00 	1.53E+02 		
3.40E+00 	1.66E+02 		
3.66E+00 	1.74E+02 		
3.85E+00 	1.76E+02 		
3.07E+00 	1.20E+02 		
2.86E+00 	1.14E+02 		
2.62E+00 	1.00E+02 		
2.29E+00 	8.25E+01 		
1.90E+00 	6.40E+01 		
1.52E+00 	4.32E+01 		
1.40E+00 	3.81E+01 		
1.20E+00 	2.67E+01 		
8.47E-01 	9.00E+00 		
7.64E-01 	3.51E+00 		
6.72E-01 	1.99E+00 		
5.30E-01 	-1.08E+01 		
1.21E-01 	-2.78E+01 		
-1.47E-01 	-4.45E+01 		
-5.47E-01 	-6.18E+01 		
-8.30E-01 	-7.82E+01 		
-1.32E+00 	-9.60E+01 		
-1.71E+00 	-1.12E+02 		
-2.13E+00 	-1.29E+02 		
-2.40E+00 	-1.45E+02 		
-2.88E+00 	-1.59E+02 		
-3.26E+00 	-1.71E+02 		
-3.69E+00 	-1.82E+02 		
-3.81E+00 	-1.81E+02 		
-3.28E+00 	-1.50E+02 		
-2.94E+00 	-1.29E+02 		
-2.41E+00 	-1.12E+02 		
-2.18E+00 	-9.53E+01 		
-1.72E+00 	-7.93E+01 		
-1.36E+00 	-6.07E+01 		
-7.31E-01 	-3.31E+01 		
-3.07E-01 	-1.25E+01 		
