"Bayrak and Sheikh 1996, ES8-HT"	
-4.052965613	-85.42857143
-4.18295905	-87.1512605
-4.321551752	-88.52941176
-4.381916748	-90.25210084
-4.611647832	-91.88865546
-4.686783697	-93.61134454
-4.771058029	-95.42016807
-4.887908298	-97.05672269
-5.039686479	-99.21008403
-5.204263231	-101.1911765
-5.35921892	-102.7415966
-5.501655584	-104.7226891
-5.632370899	-106.5315126
-5.786912164	-108.512605
-5.896353021	-110.1491597
-5.972660618	-111.6134454
-6.131362071	-113.3361345
-6.236511819	-114.8865546
-6.396283361	-116.5231092
-6.495271378	-118.3319328
-6.653763664	-120.1407563
-6.787317727	-122.1218487
-6.956305122	-123.6722689
-7.103287025	-125.5672269
-7.209675714	-127.1176471
-7.381595517	-128.6680672
-7.48309266	-130.4768908
-7.719917878	-132.4579832
-7.777975164	-133.8361345
-7.947715933	-135.2142857
-8.000097992	-137.0231092
-8.226004319	-138.7457983
-8.449908525	-140.3823529
-8.550275134	-142.105042
-8.689169941	-144.2584034
-8.961724718	-146.2394958
-9.122439353	-148.0483193
-9.41239571	-149.7710084
-9.506690336	-151.0630252
-9.817315218	-149.2542017
-9.733927391	-147.6176471
-9.644618954	-145.7226891
-9.487507378	-144
-9.463090651	-142.105042
-9.331350353	-140.3823529
-9.287451866	-138.4012605
-9.151687941	-136.4201681
-8.991270899	-134.6113445
-8.924161723	-132.6302521
-8.77754384	-130.7352941
-8.625344084	-128.9264706
-8.551552231	-127.0315126
-8.48704666	-125.3088235
-8.377531248	-123.3277311
-8.271975084	-121.2605042
-8.121756105	-119.4516807
-8.019937357	-117.8151261
-7.87003545	-115.5756303
-7.670072416	-113.4222689
-7.576484828	-111.5273109
-7.455992571	-109.8046218
-7.367050891	-108.0819328
-7.246726004	-106.1869748
-7.115839387	-104.5504202
-6.994746529	-102.7415966
-6.860159479	-100.7605042
-6.819516046	-98.86554622
-6.682864084	-97.31512605
-6.5877525	-95.24789916
-6.482184134	-93.18067227
-6.39845934	-91.71638655
-6.261908067	-90.16596639
-6.263971647	-88.0987395
-5.977614845	-86.03151261
-5.940961492	-84.22268908
-5.792398046	-82.32773109
-5.726374887	-80.60504202
-5.563644899	-78.96848739
-5.4767065	-77.15966387
-5.372119971	-75.17857143
-5.285385155	-73.28361345
-5.170154487	-71.1302521
-4.91812966	-69.40756303
-4.853831395	-67.85714286
-4.831456378	-66.22058824
-4.662200731	-64.06722689
-4.457906555	-62.34453782
-4.36631487	-60.53571429
-4.320863555	-58.89915966
-4.205329529	-57.00420168
-4.056417113	-55.1092437
-4.046445034	-53.90336134
-3.858459055	-52.18067227
-3.722775168	-50.19957983
-3.589390176	-48.21848739
-3.53793216	-46.47857143
-3.342848668	-44.60945378
-3.286768761	-42.79201681
-3.133200118	-41.05210084
-2.993158042	-39.24327731
-2.858523139	-37.52920168
-2.862017546	-35.76344538
-2.722379431	-34.06659664
-2.56445521	-31.95630252
-2.426339817	-30.06995798
-2.306485399	-28.38172269
-2.196703128	-26.83130252
-2.042785069	-24.99663866
-2.074495271	-22.98970588
-1.823649042	-20.69852941
-1.757909693	-18.95861345
-1.611526857	-17.08088235
-1.524222647	-15.31512605
-1.358856708	-13.46323529
-1.22929821	-11.31848739
-1.121869708	-9.406302521
-0.966820706	-7.657773109
-0.897519538	-5.969537815
-0.85367691	-4.341596639
-0.663698164	-2.463865546
-0.519155655	-0.508613445
-0.389851091	1.610294118
-0.178307806	3.987605042
-0.07038985	5.675840336
0.044424501	7.432983193
0.223290537	9.379621849
0.345491327	11.07647059
0.449402908	13.11785714
0.616217378	14.9464916
0.781145921	16.74670168
1.009713158	18.61581933
1.090095215	20.43584034
1.319527418	22.34716387
1.488234936	25.16978992
1.68930487	27.20945378
1.860733755	28.93214286
1.97080538	30.75819328
2.163515419	32.42920168
2.376177721	34.65147059
2.415197892	36.27079832
2.559804218	38.13991597
2.666464815	40.11239496
2.802224068	42.54138655
2.924607837	44.2210084
2.974113264	46.1762605
3.13229847	47.85588235
3.18003648	49.45798319
3.314424178	51.29264706
3.452967979	53.96281513
3.630401078	56.28844538
3.705645206	59.10504202
3.786684801	61.43067227
3.997994787	63.63571429
4.07145344	65.84936975
4.155706868	67.48592437
4.22800033	69.26029412
4.329084634	71.20693277
4.408313702	72.89516807
4.515972773	74.66953782
4.626457918	76.22857143
4.65917941	77.86512605
4.775709525	79.86344538
4.869319914	81.56029412
4.950575036	83.63613445
5.076036683	85.66890756
5.218942754	87.77920168
5.326221769	89.68277311
5.405836571	91.40546218
5.474356952	93.47268908
5.621045924	95.53991597
5.807783076	97.5210084
5.882848305	99.15756303
5.932743443	100.8802521
6.082195933	102.6890756
6.086703103	104.4978992
6.232457878	105.789916
6.325215128	107.9432773
6.438239727	110.355042
6.603707941	112.5945378
6.719246485	114.5756303
6.852501878	116.3844538
6.979146292	118.1071429
7.041890217	119.9159664
7.21856622	121.2941176
7.282618937	123.1890756
7.456232621	125.342437
7.549387168	126.9789916
7.741996394	128.6155462
7.972849758	130.6827731
8.043881817	132.75
8.169898776	134.9033613
8.318219099	136.1092437
8.457359052	138.0042017
8.575770451	139.9852941
8.765646611	141.9663866
9.019130348	143.8613445
9.201903136	145.5840336
9.42686729	147.6512605
9.56181187	149.7184874
9.75408692	151.2689076
9.970920611	153.25
10.19169921	155.3172269
10.45436272	157.2121849
10.7627542	159.3655462
11.24949665	161.5189076
11.67889419	163.3277311
12.28906236	165.1365546
12.80901398	167.2037815
13.41631614	169.012605
14.32783867	169.6155462
15.13513593	167.2037815
15.65839397	165.1365546
16.05611428	163.2415966
16.38444857	161.4327731
16.93502174	159.8823529
17.88142983	159.7962185
18.85923488	157.9012605
18.81409517	155.5756303
18.79358812	152.8193277
18.7089975	150.407563
18.58824716	148.7710084
18.5351573	147.1344538
18.48459124	145.6701681
18.35882944	143.7752101
18.21870145	141.8802521
18.22541453	140.2436975
17.99178303	138.6071429
17.87286602	136.539916
17.81026325	134.9894958
17.61324445	132.4915966
17.39818511	130.5105042
17.27961496	128.7878151
17.13319954	126.3760504
17.02790298	124.8256303
16.85996194	122.7584034
16.72594682	121.0357143
16.64799919	118.8823529
16.49777705	117.2457983
16.36445855	115.2647059
16.26122958	113.6281513
16.11317303	111.7331933
16.01028553	110.0966387
15.94236788	108.2016807
15.83425028	106.4789916
15.65389768	104.5840336
15.57244746	102.8613445
15.40689237	100.8802521
15.3230404	98.89915966
15.13750657	96.74579832
15.11448639	95.28151261
15.0074063	93.73109244
14.88982044	92.00840336
14.75451602	90.45798319
14.76028356	88.64915966
14.6006589	86.79726891
14.48876087	84.97121849
14.30428985	82.76617647
14.2261507	81.07794118
14.04222544	79.03655462
14.02045051	77.25357143
13.80931675	75.46197479
13.77161174	73.62731092
13.64631364	71.77542017
13.5434064	69.81155462
13.38161778	67.77016807
13.28583709	65.77184874
13.14987787	64.04054622
13.05367585	61.93886555
12.9054343	59.975
12.84448142	58.45042017
12.74103972	56.97752101
12.67062611	55.09117647
12.56156215	53.51491597
12.47345412	51.95588235
12.36939601	49.94033613
12.2594508	48.09705882
12.143994	46.31407563
12.0382524	44.38466387
11.86131074	42.23991597
11.78561703	40.62920168
11.67095353	38.61365546
11.51465478	36.60672269
11.48083758	34.84096639
11.33619166	33.06659664
11.18471687	31.25777311
11.08932687	29.25084034
10.86242123	27.03718487
10.79295487	25.33172269
10.62454202	23.61161765
10.50267544	21.70029412
10.2672678	19.73384454
10.15797395	17.80787815
9.969427303	15.95168067
9.786613284	13.97920168
9.598701092	12.19621849
9.521644582	10.41323529
9.328009273	8.604411765
9.140580977	6.588865546
8.948930212	4.917857143
8.809396025	3.126260504
8.574240703	1.377731092
8.403931037	-0.586134454
8.257545171	-2.257142857
8.048729444	-4.177941176
7.917152972	-6.133193277
7.764691624	-8.286554622
7.567712375	-10.06092437
7.395312099	-12.1539916
7.25733415	-14.03172269
7.077348595	-15.85777311
6.92428308	-17.55462185
6.747999726	-19.40651261
6.587241368	-21.27563025
6.512016761	-22.9552521
6.281152839	-24.78130252
6.10418255	-26.92605042
5.961856473	-28.87268908
5.827951324	-30.79348739
5.633323145	-32.47310924
5.495746363	-34.29915966
5.363593839	-36.34054622
5.193537613	-38.24411765
4.988748935	-40.0012605
4.814695269	-41.62058824
4.683868523	-43.42941176
4.539421601	-45.45357143
4.300079082	-47.44327731
4.095163694	-49.16596639
3.952204541	-50.88865546
3.752588515	-52.78361345
3.713965154	-54.33403361
3.607543951	-55.97058824
3.366564392	-57.69327731
3.295227263	-59.41596639
3.169643485	-61.39705882
3.031940987	-62.86134454
2.788958509	-64.92857143
2.599994144	-66.99579832
2.449203561	-68.97689076
2.248200965	-71.04411765
2.121970581	-72.93907563
1.969032542	-74.74789916
1.729099761	-76.9012605
1.560363424	-78.27941176
1.464954185	-80.08823529
1.378517538	-81.55252101
1.131985466	-83.10294118
1.027572475	-84.82563025
0.803961664	-86.9789916
0.716065874	-88.35714286
0.540957744	-90.07983193
0.347263252	-91.6302521
0.222615731	-93.61134454
0.070273962	-95.50630252
-0.178998408	-97.14285714
-0.201729529	-99.29621849
-0.420420067	-101.5357143
-0.698376366	-103
-0.84689079	-104.894958
-0.963915294	-106.3592437
-1.1707445	-107.9957983
-1.388411223	-110.0630252
-1.532772903	-111.8718487
-1.738527576	-113.5945378
-1.889729395	-115.3172269
-2.054766088	-117.1260504
-2.247459714	-119.1932773
-2.492638008	-120.9159664
-2.635641458	-123.1554622
-2.832068239	-125.1365546
-3.098182668	-127.3760504
-3.360125496	-129.2710084
-3.557926773	-130.9936975
-3.821375084	-132.5441176
-3.925243366	-134.5252101
-4.212223756	-136.2478992
-4.355701866	-137.6260504
-4.688870416	-139.3487395
-4.825452996	-140.7268908
-5.182802395	-142.3634454
-5.426763971	-144.3445378
-5.722541097	-145.9810924
-5.992380139	-147.6176471
-6.298203689	-148.9957983
-6.456269172	-150.460084
-6.871755563	-152.1827731
-7.148165185	-154.1638655
-7.687661609	-155.4558824
-8.230781328	-157.0063025
-8.779183504	-158.3844538
-9.408953571	-159.9348739
-10.43813316	-160.710084
-11.51051721	-160.6239496
-12.47201011	-161.657563
-13.42153378	-161.9159664
-14.39932597	-161.1407563
-15.36898653	-160.6239496
-16.40853183	-159.762605
-17.42619223	-158.2983193
-17.76170672	-156.4894958
-17.83774054	-154.0777311
-17.91887218	-152.0966387
-17.78703547	-150.3739496
-17.78295661	-148.2205882
-17.58581703	-146.4978992
-17.47658755	-145.0336134
-17.29617745	-143.2247899
-17.11913676	-141.2436975
-16.99468579	-139.8655462
-16.83953872	-138.0567227
-16.7008626	-136.1617647
-16.63659216	-134.4390756
-16.38331673	-132.7163866
-16.25202234	-130.5630252
-15.98725297	-128.8403361
-15.78785949	-127.2037815
-15.65214412	-125.394958
-15.44035462	-123.5
-15.29026398	-121.4327731
-15.08867592	-119.3655462
-14.90842537	-117.6428571
-14.71486693	-116.0063025
-14.52399589	-114.3697479
-14.31323974	-112.7331933
-14.19036764	-111.1827731
-14.08637805	-109.3739496
-13.85833853	-107.8235294
-13.69537545	-105.5840336
-13.51209852	-103.8613445
-13.27884246	-101.6218487
-13.03869872	-99.89915966
-12.98645914	-98.43487395
-12.69486982	-96.71218487
-12.56496062	-94.90336134
-12.40822285	-93.26680672
-12.16466682	-91.28571429
-11.95574718	-89.56302521
-11.86224196	-87.75420168
-11.62695285	-86.03151261
-11.51766521	-84.48109244
-11.34396777	-82.93067227
-11.15828931	-81.03571429
-11.00409626	-79.22689076
-10.71115255	-76.7289916
-10.51199607	-75.17857143
-10.32489935	-73.19747899
-10.09995367	-71.1302521
-9.880761479	-69.23529412
-9.712520601	-67.16806723
-9.493092702	-64.84243697
-9.243161693	-62.60294118
-9.010378433	-61.05252101
-8.865140282	-59.15756303
-8.690731021	-57.5210084
-8.508250777	-55.71218487
-8.268603987	-53.64495798
-8.086165794	-51.83613445
-7.878983248	-49.94117647
-7.781340475	-48.13235294
-7.487090042	-46.1512605
-7.340813382	-44.10987395
-7.127044435	-42.50777311
-6.837351557	-40.22521008
-6.633019985	-38.34747899
-6.436856584	-36.43529412
-6.216817746	-34.29054622
-6.027229845	-32.51617647
-5.848595704	-30.63844538
-5.678260662	-28.73487395
-5.407748193	-26.80546218
-5.274290029	-25.03970588
-5.081082399	-22.79159664
-4.758202565	-20.34537815
-4.616101941	-18.72605042
-4.4008998	-16.69327731
-4.109137651	-14.92752101
-3.964265903	-12.90336134
-3.770188607	-11.17205882
-3.558657479	-9.139285714
-3.43505042	-7.494117647
-3.187910981	-5.297689076
-3.043016252	-3.445798319
-2.86151198	-1.611134454
-2.532361051	1.274369748
-2.282381997	3.453571429
-2.04782921	5.150420168
-1.870270264	6.718067227
-1.705384198	8.535504202
-1.423972627	10.6802521
-1.219414565	12.67857143
-0.906281087	15.23676471
-0.641805896	17.1377521
-0.383495766	19.34021008
-0.152383626	21.25842437
0.147103673	23.42901261
0.371942425	25.13619748
0.71226919	26.9932563
0.937221811	28.8460084
1.194030918	30.5342437
1.538082651	32.62731092
1.879006885	34.69453782
2.174859855	36.67563025
2.408600872	38.30357143
2.583724519	40.37079832
2.831978425	42.7394958
3.066071612	44.63445378
3.262846624	46.76197479
3.459060631	48.91533613
3.724490131	50.9394958
3.892284772	53.2737395
4.0922935	55.31512605
4.248347972	57.19285714
4.437087968	59.3289916
4.761954303	61.77521008
4.97858075	63.76491597
5.0923656	65.81491597
5.30176249	67.75294118
5.498474928	69.56176471
5.753411626	71.86155462
5.953047101	73.86848739
6.121837013	75.66869748
6.385136218	78.06323529
6.571044693	80.13907563
6.809765649	81.96512605
7.014676422	83.88592437
7.257351647	85.89285714
7.540875697	88.0289916
7.691851252	90.02731092
7.93451866	91.75
8.137662832	93.73109244
8.368675933	95.45378151
8.614114618	97.17647059
8.743887139	99.07142857
9.036383584	100.7941176
9.150261735	102.5168067
9.39912	104.4978992
9.677527265	106.3067227
9.934966487	108.0294118
10.15340732	109.5798319
10.33436702	111.4747899
10.61954406	113.197479
10.80447426	115.0063025
11.0436568	116.6428571
11.34345995	118.710084
11.54887309	120.2605042
11.81673755	121.7247899
12.0604172	123.9642857
12.36582134	125.342437
12.62673734	126.9789916
12.94017094	128.960084
13.21633378	130.7689076
13.49867482	131.9747899
13.8124829	134.0420168
14.20153639	135.7647059
14.57423036	137.487395
14.84564013	139.3823529
15.16631763	141.1911765
15.62118645	142.8277311
16.02142112	144.894958
16.53926599	147.0483193
17.06879684	148.1680672
17.59086606	149.8907563
18.28270921	151.5273109
19.1075025	152.4747899
19.53960457	150.4936975
19.45270766	148.0819328
19.40496957	145.9285714
19.28380842	143.6029412
19.16122164	141.9663866
18.99820745	139.6407563
19.00334171	137.8319328
18.76544737	135.7647059
18.58590771	133.2668067
18.51598114	131.1134454
18.25075026	129.3907563
18.24487326	127.3235294
18.1403323	125.6008403
17.92308712	123.2752101
17.78126111	121.2079832
17.66153937	119.3130252
17.48253598	117.3319328
17.38173373	115.3508403
17.21344547	113.7142857
17.0836146	111.9054622
16.97628159	110.355042
16.83637368	108.6323529
16.63636808	106.9957983
16.61747875	105.4453782
16.45703856	103.7226891
16.32347438	101.8277311
16.15951578	99.50210084
15.98899621	97.60714286
15.91225335	95.53991597
15.65688743	93.73109244
15.54956463	91.66386555
15.41842669	89.94117647
15.29536459	88.21848739
15.02950774	86.11680672
14.87944795	83.68781513
14.73460609	81.57752101
14.49254489	79.84621849
14.37431341	77.74453782
14.20666569	75.54810924
14.02173942	73.9460084
13.92086656	72.07689076
13.75788104	70.49201681
13.62111686	68.62289916
13.4438551	67.25336134
13.36925911	65.50483193
13.2145873	63.67878151
12.99753747	61.04306723
12.75121975	59.03613445
12.7366816	56.90861345
12.50624442	54.78109244
12.29274542	52.85168067
12.17115836	50.82752101
12.00518605	48.80336134
11.83655986	46.91701681
11.68247452	44.6947479
11.55250078	42.75672269
11.4133475	40.91344538
11.1820161	39.17352941
11.02770458	36.84789916
10.77272331	34.91848739
10.64889511	32.8512605
10.46847517	30.76680672
10.28648137	28.65651261
10.04980599	26.64096639
9.862352546	24.81319328
9.787371555	22.93976891
9.630147569	20.79415966
9.419499826	18.71228992
9.200626422	16.75359244
8.997650669	14.68636555
8.814758716	12.69579832
8.545344244	10.38739496
8.414877232	8.208193277
8.150645753	6.080672269
7.940255653	4.246008403
7.694532901	2.075420168
7.509032233	0.318277311
7.316064375	-1.809243697
7.073042226	-3.936764706
6.844455437	-5.823109244
6.584451045	-7.640546218
6.444849682	-9.509663866
6.179997646	-11.46491597
5.963015988	-13.32542017
5.737387711	-15.61659664
5.489240102	-17.68382353
5.279135366	-19.76827731
5.028718672	-21.7407563
4.837062053	-23.44621849
4.618888759	-25.33256303
4.428070088	-27.18445378
4.21070402	-28.93298319
4.052055938	-30.61260504
3.847763291	-32.69705882
3.608695341	-34.54894958
3.339811928	-36.54726891
3.103507981	-38.47668067
2.925450421	-40.43193277
2.636074519	-42.63697479
2.385823965	-44.59222689
2.120737306	-46.73697479
1.891849557	-48.71806723
1.680505755	-50.71638655
1.40274684	-52.35294118
1.322737042	-54.50630252
1.048433416	-56.05672269
0.86005221	-57.69327731
0.717745105	-59.50210084
0.345030475	-61.22478992
0.20250087	-62.86134454
0.034408345	-64.75630252
-0.183517693	-66.30672269
-0.402233765	-68.02941176
-0.614791765	-69.75210084
-0.958370559	-71.56092437
-1.180756206	-73.28361345
-1.313137458	-75.09243697
-1.670074395	-76.98739496
-1.934081416	-78.79621849
-2.172471265	-80.69117647
-2.34023713	-82.32773109
-2.625105223	-84.13655462
-2.895192676	-86.28991597
-3.100698433	-88.01260504
-3.437295987	-89.56302521
-3.588910622	-91.19957983
-3.844499634	-93.00840336
-4.135621676	-94.73109244
-4.365708239	-96.28151261
-4.657747987	-98.09033613
-4.978917987	-99.89915966
-5.27668929	-101.7941176
-5.455244529	-103.4306723
-5.79502466	-105.0672269
-6.048136454	-106.9621849
-6.314069206	-108.512605
-6.589399929	-110.0630252
-6.815084891	-111.9579832
-7.195142109	-113.5945378
-7.441851189	-114.9726891
-7.757694538	-116.8676471
-8.042879521	-118.4180672
-8.325161286	-119.9684874
-8.674517601	-121.605042
-9.181369874	-123.2415966
-9.359188122	-124.7058824
-9.69366945	-126.5147059
-10.29710954	-128.3235294
-10.73237041	-129.8739496
-11.00981523	-131.5966387
-11.71205834	-133.4915966
-12.25362715	-134.9558824
-12.86952275	-136.5063025
-13.46159857	-138.1428571
-14.39351924	-139.8655462
-15.40810879	-140.8991597
-16.39756292	-141.6743697
-17.46731187	-141.8466387
-18.06788932	-139.8655462
-18.12800415	-138.0567227
-18.10622028	-136.0756303
-17.95945227	-134.2668067
-17.84670397	-132.5441176
-17.66820003	-130.6491597
-17.41428541	-128.6680672
-17.28441987	-126.8592437
-17.12219272	-125.2226891
-16.9962294	-123.4138655
-16.75912537	-121.4327731
-16.55608448	-119.5378151
-16.3488805	-117.5567227
-16.21200052	-115.7478992
-16.05266848	-113.9390756
-15.80962305	-112.302521
-15.56495826	-110.7521008
-15.44938688	-109.0294118
-15.23218984	-107.1344538
-15.06592413	-105.3256303
-14.78110131	-103.4306723
-14.65177978	-101.4495798
-14.41119403	-99.6407563
-14.23879603	-97.91806723
-13.99687624	-95.93697479
-13.77458498	-94.04201681
-13.62783145	-92.40546218
-13.39227429	-90.25210084
-13.23181358	-88.2710084
-12.9027648	-86.11764706
-12.73484242	-84.22268908
-12.48782582	-82.32773109
-12.33548823	-80.60504202
-12.15085982	-78.62394958
-11.92334688	-76.64285714
-11.79744065	-75.00630252
-11.52027706	-73.28361345
-11.39449097	-71.64705882
-11.09861987	-69.57983193
-10.90522836	-67.7710084
-10.70297134	-65.61764706
-10.4175779	-63.98109244
-10.33067222	-62.17226891
-10.08189845	-60.36344538
-10.02921089	-59.50210084
-7.57153784	-36.67647059
-7.313732498	-34.66953782
-7.07147012	-32.54201681
-6.837258395	-30.72457983
-6.667631195	-28.78655462
-6.397964782	-26.70210084
-6.205132225	-24.90189076
-5.977855966	-22.77436975
-5.646996515	-20.66407563
-5.512335063	-18.50210084
-5.16626412	-16.56407563
-4.967901891	-14.35903361
-4.767193197	-12.45546218
-4.4522795	-10.68109244
-4.378962176	-8.837815126
-4.103176714	-6.942857143
-3.89204046	-4.806722689
-3.607713124	-2.705042017
-3.442069576	-0.792857143
-3.099833842	1.911764706
-2.851767394	3.953151261
-2.642210397	6.003151261
-2.403441271	7.777521008
-2.132715081	9.827521008
-1.87313178	11.85168067
-1.62613129	13.84138655
-1.343066166	15.66571429
-1.087630555	17.66661765
-0.850035506	19.59172269
-0.596584519	21.41432773
-0.366239546	23.53495798
-0.126289758	25.77359244
0.131539604	27.75210084
0.346989658	29.81071429
0.584454842	31.90378151
0.827513022	33.91932773
1.088716861	35.99516807
1.329345182	38.01071429
1.523128401	40.04348739
1.80088178	42.03319328
2.029813793	43.94537815
2.217049942	45.88340336
2.521787961	48.17457983
2.815884972	50.26764706
3.088709669	52.24012605
3.287329048	54.57436975
3.534380684	56.89138655
3.836519901	59.06197479
4.078051515	61.17226891
4.370548903	63.48928571
4.621601347	65.68571429
4.817982284	67.40840336
5.112664389	69.9407563
5.366987857	71.77542017
5.655114935	74.18718487
6.011318563	76.47836134
6.258441824	78.69201681
6.443129288	80.24243697
6.643918616	82.36995798
7.037209803	84.74726891
7.292438964	86.45273109
7.522660239	88.49411765
7.815972574	90.6302521
8.043281744	92.43907563
8.258599208	94.33403361
8.622165235	96.31512605
8.83003896	98.12394958
9.050237603	100.0189076
9.374191441	102.0861345
9.635684355	103.8088235
9.949261992	106.0483193
10.25705971	108.0294118
10.5468182	110.0966387
10.85003781	112.1638655
11.19904437	114.2310924
11.46771579	116.1260504
11.92147292	118.1071429
12.27727976	119.9159664
12.58484425	121.552521
12.9425114	123.5336134
13.26511804	125.4285714
13.66771809	127.1512605
13.98558782	129.1323529
14.34898676	130.4243697
14.72882778	132.3193277
15.13115557	133.8697479
15.47460551	135.4201681
15.91492837	137.0567227
16.31681376	138.6071429
16.91943066	140.3298319
17.4336454	142.2247899
18.09936414	143.6890756
18.86669416	145.4978992
19.66573358	146.3592437
20.63212164	145.2394958
21.1290664	143.6890756
21.33124812	142.052521
21.61862399	139.7268908
21.834199	137.8319328
22.15697282	136.0231092
22.42300019	134.2142857
22.63684854	132.8361345
22.91982197	130.7689076
23.26754611	128.8739496
23.58442011	126.8928571
23.94718954	124.9117647
24.17609593	123.1890756
24.49938847	121.2079832
24.8006948	119.1407563
25.01468395	117.1596639
25.39861285	115.4369748
25.71131436	113.7142857
25.97028788	111.8193277
26.35096467	109.7521008
26.71996057	107.7710084
27.16548079	106.1344538
27.43740594	104.4117647
27.72781898	102.6029412
28.33152311	100.8802521
28.59404408	99.24369748
29.01162899	97.3487395
29.37332799	95.45378151
29.67432901	93.38655462
29.71985351	91.40546218
29.59936356	89.42436975
29.4583114	87.52941176
29.19921686	85.76365546
29.00212665	83.61890756
28.73509502	81.88760504
28.77826495	80.13046218
28.51385596	78.14936975
28.25041717	76.15105042
28.05935753	74.16134454
27.76957389	72.4644958
27.67149558	70.42310924
27.51894424	68.44201681
27.28505311	66.32310924
27.06753111	64.57457983
26.84242412	62.61071429
26.62361513	60.34537815
26.36325392	58.4762605
26.15253972	56.36596639
25.86787937	54.16092437
25.64383065	52.20567227
25.44003058	50.38823529
25.2086547	48.51911765
25.00317433	46.42605042
24.71749075	44.72920168
24.6254241	42.84285714
24.33879579	40.89621849
24.09198258	39.03571429
23.84211866	36.89957983
23.63740328	34.91848739
23.35983287	32.93739496
23.05418091	31.03382353
22.87665684	29.08718487
22.62294448	27.19222689
22.3714913	25.36617647
22.14828647	23.43418067
21.88665895	21.40657563
21.63143669	19.42978992
21.36895709	17.48745798
21.20764546	15.46243697
20.84048829	13.70615546
20.6379062	12.01533613
20.3813204	9.991176471
20.14720747	8.16512605
20.0185789	6.588865546
19.78330719	4.745588235
19.54375451	2.600840336
19.27065309	0.740336134
19.118308	-0.982352941
18.93452657	-2.842857143
18.67930559	-4.720588235
18.41949489	-6.710294118
18.21526192	-8.58802521
17.93979141	-10.38823529
17.76751584	-12.26596639
17.50007193	-14.11785714
17.25957905	-16.08172269
17.01102121	-17.97668067
16.77193095	-19.86302521
16.55034825	-21.67184874
16.26300041	-23.56680672
15.99337645	-25.29810924
15.77249745	-27.10693277
15.48087733	-28.83823529
15.20908928	-30.68151261
14.88564271	-32.4644958
14.6191608	-34.48865546
14.34628627	-36.46113445
14.03000829	-38.20966387
13.72682274	-40.00987395
13.47673816	-41.86176471
13.16439425	-43.67058824
12.86696178	-45.58277311
12.57811374	-47.60693277
12.27417267	-49.33823529
11.96765364	-51.23319328
11.65582137	-53.12815126
11.35239871	-55.1092437
11.05877007	-56.74579832
10.7483575	-58.46848739
10.42758868	-60.44957983
10.10062319	-62.17226891
9.820129708	-64.06722689
9.38693508	-66.22058824
9.01572501	-68.02941176
8.646237942	-69.83823529
8.389993405	-71.47478992
7.942409234	-73.3697479
7.646536172	-75.17857143
7.253963592	-76.98739496
6.92478819	-78.88235294
6.471318927	-80.69117647
6.169843587	-82.24159664
5.854170613	-83.96428571
5.455123929	-85.68697479
5.025385373	-87.58193277
4.575159723	-89.56302521
4.056784018	-91.28571429
3.704449053	-93.00840336
3.25679424	-94.73109244
2.737114238	-96.53991597
2.192500927	-98.5210084
1.715277866	-100.3298319
1.077868227	-102.2247899
0.431389895	-104.0336134
-0.06961895	-106.0147059
-1.00123421	-107.737395
-1.831411803	-109.5462185
-2.851438874	-111.2689076
-3.815777517	-112.5609244
-4.869133702	-112.4747899
-5.937490202	-112.2163866
-6.960142462	-111.9579832
-7.718416294	-110.2352941
-8.611424664	-108.4264706
-9.682062067	-106.8760504
-10.69835588	-106.3592437
-11.73939637	-105.842437
-12.79410704	-105.3256303
-13.80758944	-104.7226891
-14.85557152	-103.8613445
-15.85855887	-102.8277311
-16.91837898	-101.4495798
-17.58647031	-99.72689076
-18.24271402	-98.3487395
-19.09624442	-97.05672269
-19.80311857	-95.50630252
-20.39103097	-93.69747899
-21.42191315	-91.97478992
-21.96518203	-90.42436975
-22.68580634	-88.52941176
-23.28212474	-86.9789916
-23.80763143	-85.17016807
-24.4206103	-83.53361345
-24.88990509	-81.89705882
-25.39092933	-80.00210084
-26.0530956	-78.19327731
-26.3203926	-76.64285714
-26.86456018	-74.92016807
-27.56994014	-73.19747899
-27.87803486	-71.56092437
-28.26902922	-69.83823529
-28.92975854	-67.85714286
-28.97562489	-66.22058824
-29.18407924	-64.49789916
-29.36141758	-62.60294118
-29.50618455	-60.8802521
-29.43248721	-58.6407563
-29.47439674	-56.83193277
-29.45442839	-54.59243697
-29.15326727	-52.52521008
-29.15875459	-50.6302521
-28.90717718	-48.64915966
-28.48575965	-46.44411765
-28.28621642	-44.03235294
-27.96120938	-42.01680672
-27.6658888	-40.22521008
-27.58108539	-38.27857143
-27.46220123	-36.39222689
-27.01921941	-34.6092437
-26.74954105	-32.73151261
-26.60141113	-31.01743697
-26.34230963	-28.99327731
-25.8824016	-27.52037815
-25.56421854	-25.8407563
-25.33008131	-23.93718487
-25.10020294	-22.25756303
-24.73525904	-20.19033613
-24.47340275	-18.16617647
-24.16555315	-16.46932773
-23.88229419	-14.59159664
-23.56394635	-12.63634454
-23.26311878	-10.72415966
-22.81090757	-8.527731092
-22.4290848	-6.555252101
-22.09783501	-4.720588235
-21.81304053	-2.954831933
-21.33365184	-0.930672269
-20.9666593	0.97289916
-20.54097622	2.618067227
-20.18131523	4.719747899
-19.74172584	6.502731092
-19.14449676	9.043697479
-18.51841028	10.94726891
-18.06715951	12.7302521
-17.55745234	14.66827731
-16.93902415	16.76565126
-16.29526871	18.28764706
-15.79896758	19.65546218
-14.99703812	21.46514706
-14.26613237	22.84760504
