"""Matamoros et. al 1999 Specimen c5-00 North"""	
36.322	48.04079328
36.83	48.48561544
37.592	48.48561544
38.1	49.37525976
38.862	48.9304376
38.354	41.76880082
37.592	37.67643695
36.83	34.87405734
36.322	32.02719552
35.56	29.44722699
34.798	26.86725846
34.29	24.4652188
33.782	22.241108
33.02	19.57217504
32.512	17.43702867
31.75	15.43532895
30.988	13.12225372
30.48	11.3874473
29.972	9.919534168
29.21	8.407138824
28.448	6.850261264
27.94	5.426830352
27.432	4.394842941
26.67	3.505198621
26.162	2.64224363
25.4	1.992803277
24.7904	1.396741582
24.13	0.925230093
23.495	0.5560277
22.9108	0.097860875
22.2758	-0.161025622
21.5646	-0.613854581
20.9296	-1.045332076
20.2692	-1.423430912
19.6596	-1.943872839
19.0246	-2.326419897
18.3642	-2.562175642
17.78	-2.89134404
17.1196	-3.318373314
16.51	-3.576370166
15.875	-4.061226321
15.2146	-4.537186032
14.605	-5.026490408
13.97	-5.471312568
13.3096	-5.738205864
12.7	-5.916134728
12.065	-6.405439104
11.3792	-7.072672344
10.7696	-7.473012288
10.1346	-8.140245528
9.4996	-8.851960984
8.8646	-9.519194224
8.255	-9.964016384
7.62	-10.63124962
6.985	-11.16503622
6.35	-11.69882281
5.6896	-12.27709162
5.08	-12.98880707
4.4196	-13.30018258
3.7846	-13.83396918
3.1242	-14.54568463
2.53238	-14.90154236
1.88976	-15.61325782
1.25476	-16.05807998
0.6096	-16.54738435
0	-17.03668873
-0.68072	-17.61495754
-1.31064	-17.97081526
-1.95072	-18.46011964
-2.5654	-18.99390623
-3.2258	-19.66113947
-3.8354	-20.15044385
-4.4958	-20.59526601
-4.9022	-20.95112374
-5.1562	-21.08457038
-5.7404	-21.66283919
-6.3754	-21.9742147
-7.0358	-22.64144794
-7.6708	-22.99730567
-8.3058	-23.6200567
-8.9408	-23.93143221
-9.5504	-24.64314766
-10.2108	-24.95452318
-10.8458	-25.44382755
-11.4808	-25.97761414
-12.1158	-26.46691852
-12.7508	-26.91174068
-13.3858	-27.5344917
-13.9954	-28.24620716
-14.6812	-28.69102932
-15.2654	-29.09136926
-15.9512	-29.66963807
-16.5862	-30.47031796
-17.1958	-31.04858677
-17.8308	-31.27099785
-18.4658	-31.89374887
-19.1008	-32.56098211
-19.7358	-33.00580427
-20.3708	-33.85096638
-21.0058	-34.25130632
-21.6408	-34.78509291
-22.3012	-35.5857728
-22.9108	-35.89714831
-23.5712	-36.78679263
-24.1808	-37.14265036
-24.8412	-37.85436582
-25.4	-38.56608127
-26.162	-39.36676116
-26.67	-39.54469002
-27.432	-40.74570986
-27.94	-40.96812094
-28.702	-41.36846088
-29.21	-42.21362298
-29.972	-42.70292736
-30.48	-43.28119617
-31.242	-43.50360725
-31.75	-44.34876935
-32.512	-44.92703816
-33.02	-45.37186032
-34.036	-45.81668248
-34.544	-45.81668248
-35.052	-46.26150464
-35.56	-47.15114896
-36.322	-47.15114896
-36.83	-47.15114896
-37.592	-48.04079328
-38.1	-48.48561544
-40.132	-48.04079328
-39.624	-42.5249985
-39.116	-40.16744105
-38.862	-38.43263462
-38.354	-37.09816814
-38.1	-35.3188795
-37.846	-33.89544859
-37.338	-32.47201768
-37.084	-31.31548006
-36.83	-30.15894245
-36.576	-29.22481591
-36.322	-27.89034943
-35.814	-26.33347187
-35.306	-24.7321121
-35.052	-22.86385902
-34.544	-21.35146368
-34.036	-20.32837271
-33.782	-19.1718351
-33.528	-18.19322634
-33.274	-17.25909981
-32.766	-16.4139377
-32.512	-15.47981117
-32.258	-14.76809571
-31.75	-13.0777715
-30.988	-11.65434059
-30.48	-10.0084986
-29.718	-8.496103256
-28.956	-7.072672344
-27.94	-5.33786592
-27.178	-4.430428714
-26.67	-3.242753546
-25.908	-2.544382755
-25.3746	-1.623600884
-24.7396	-1.089814292
-24.0792	-0.498200819
-23.4442	0.050264904
-22.4282	0.547131257
-21.5646	0.947471201
-20.8788	1.134296508
-20.32	1.579118668
-19.4818	2.188525027
-18.796	2.55772742
-18.2626	2.646691852
-17.4498	3.193823109
-16.637	3.709816814
-15.7226	4.296982066
-14.8082	4.848561544
-13.9954	5.471312568
-13.0048	6.271992456
-11.9634	6.850261264
-10.9728	7.161636776
-10.1092	7.739905584
-9.271	8.318174392
-8.4074	8.940925416
-7.5692	9.608158656
-6.6802	10.36435633
-5.842	11.16503622
-5.0038	11.9657161
-4.0894	12.58846713
-3.302	13.38914702
-2.48158	14.01189804
-1.64338	14.85706014
-0.81788	15.47981117
0.052832	16.05807998
0.89154	16.72531322
1.72974	17.30358202
2.6162	18.23770856
3.4798	18.77149515
4.2672	19.39424618
5.1054	19.79458612
6.0198	20.68423044
6.8326	21.1290526
7.6962	21.84076806
8.5598	22.5080013
9.398	22.95282346
10.287	23.57557448
11.0998	24.37625437
11.9126	24.7321121
12.7508	25.35486312
13.6144	25.75520306
14.4526	26.6893296
15.3416	27.40104506
16.129	28.20172494
17.018	28.77999375
17.8562	29.22481591
18.6944	30.11446023
19.558	30.33687131
20.4216	31.35996228
21.2344	31.89374887
22.4028	32.73891098
22.9616	32.82787541
23.7744	33.80648416
24.638	34.2068241
25.4	35.05198621
26.416	35.67473723
27.178	36.20852382
27.94	37.27609701
28.956	37.67643695
29.718	38.38815241
30.48	39.14435008
31.496	39.90054775
32.258	40.56778099
33.02	41.19053202
34.036	41.9912119
34.798	42.61396293
35.56	42.88085622
36.576	43.85946498
37.592	44.43773378
38.1	44.43773378
37.846	40.47881656
37.592	38.78849235
37.338	37.09816814
37.084	36.03059496
36.83	34.7406107
36.322	33.40614422
36.068	32.78339319
35.814	31.18203342
35.56	29.7586025
35.306	28.37965381
35.052	27.17863398
34.798	26.55588295
34.544	25.17693426
34.29	24.59866545
34.036	22.90834124
33.528	21.66283919
33.274	20.59526601
33.02	19.48321061
32.512	18.46011964
32.258	17.03668873
31.75	15.52429338
31.242	14.23430912
30.734	13.25570037
30.226	11.65434059
29.718	10.45332076
29.21	9.430229792
28.702	8.051281096
27.686	6.360956888
26.924	4.937525976
26.162	3.78098836
25.4	3.109306898
24.5618	2.313075232
23.6982	1.685875986
22.86	1.067573184
22.0472	0.480407933
21.6916	0.187714952
21.1582	-0.153908467
20.2946	-0.622751024
19.3802	-1.245502048
18.5928	-1.734806424
17.7546	-1.97501039
16.891	-2.290834124
16.0528	-2.69562229
15.24	-3.25164999
14.351	-3.718713258
13.5382	-4.083467429
12.7	-4.804079328
11.8364	-5.33786592
10.922	-5.960616944
10.1346	-6.44992132
9.2964	-7.161636776
8.509	-7.828870016
7.6454	-8.496103256
6.731	-9.207818712
5.9436	-9.875051952
5.08	-10.58676741
4.191	-11.120554
3.3782	-11.83226946
2.52222	-12.54398491
1.69418	-13.3446648
0.96774	-13.96741582
-0.037846	-14.59016685
-0.89154	-15.25740009
-1.76276	-15.88015111
-2.5908	-16.680831
-3.4036	-17.03668873
-4.2164	-17.39254646
-5.1054	-18.41563742
-5.9944	-18.77149515
-6.8072	-19.61665726
-7.6708	-20.10596163
-8.4836	-20.81767709
-9.3472	-21.3959459
-10.1854	-21.92973249
-11.049	-22.37455465
-11.8618	-22.90834124
-12.7254	-23.6200567
-13.6144	-24.10936107
-14.3764	-24.50970102
-15.2908	-25.22141647
-16.1544	-25.93313193
-16.8656	-26.4224363
-17.8308	-26.9562229
-18.6944	-27.49000949
-19.5072	-28.24620716
-20.3708	-28.55758267
-21.1836	-29.40274478
-22.0472	-30.0254958
-22.9108	-30.73721126
-23.7998	-31.04858677
-24.6126	-32.02719552
-25.4	-32.69442876
-26.416	-32.96132206
-27.178	-33.98441302
-27.94	-34.34027075
-28.702	-35.36336172
-29.718	-35.98611274
-30.48	-36.65334598
-31.496	-37.45402587
-32.258	-38.03229468
-33.02	-39.05538565
-34.036	-39.67813667
-34.798	-40.21192326
-35.56	-40.65674542
-36.576	-41.50190753
-37.338	-42.16914077
-38.354	-42.74740958
-39.116	-43.19223174
-40.386	-40.43433434
-40.132	-38.6550457
-39.624	-36.83127485
-39.37	-35.8526661
-39.37	-35.00750399
-38.862	-33.27269757
-38.608	-32.16064217
-38.354	-31.49340893
-38.1	-29.93653137
-37.592	-28.37965381
-37.338	-26.55588295
-36.83	-24.82107653
-36.322	-23.6200567
-35.814	-21.79628584
-35.306	-20.19492606
-34.798	-18.46011964
-34.29	-16.76979543
-33.782	-15.25740009
-33.274	-13.6115581
-32.512	-12.14364497
-31.75	-10.63124962
-30.734	-8.985407632
-29.464	-6.939225696
-28.702	-5.471312568
-27.94	-4.626150464
-26.924	-3.313925092
-26.162	-2.553279198
-25.3238	-1.801529748
-24.4856	-0.898540763
-23.6474	-0.377209192
-22.7838	-0.112540006
-21.8948	0.197056217
-21.4884	0.400339944
-20.9296	0.814024553
-20.1676	1.383396918
-19.3802	2.090664152
-18.5674	2.339764562
-17.7038	2.815724273
-16.9164	3.425130632
-16.0528	3.963365446
-15.2654	4.19912119
-14.3764	4.67063268
-13.5636	5.204419272
-12.6238	5.738205864
-11.7602	6.271992456
-10.9728	6.89474348
-10.1346	7.517494504
-9.3218	8.095763312
-8.509	8.496103256
-7.5438	9.074372064
-6.731	9.919534168
-5.9182	10.54228519
-5.1308	10.98710735
-4.191	12.01019832
-3.429	12.58846713
-2.5146	13.52259366
-1.59004	14.14534469
-0.78994	14.54568463
0.080518	15.3018823
0.88392	16.01359776
1.72466	16.54738435
2.6162	17.25909981
3.4544	17.88185083
4.318	18.37115521
5.1054	19.12735288
5.969	19.61665726
6.8326	20.10596163
7.6708	20.63974822
8.4836	21.3959459
9.3726	21.9742147
10.2362	22.64144794
11.0998	23.0862701
12.2428	23.84246778
12.7762	24.1983255
13.6398	24.82107653
14.478	25.3103809
15.2908	25.8441675
16.1798	26.4224363
16.9672	26.77829403
17.8562	27.49000949
18.7198	28.24620716
19.5326	28.77999375
20.3962	29.00240483
21.2852	29.66963807
22.098	30.11446023
22.987	30.95962234
23.8252	31.49340893
24.6126	32.20512438
25.654	32.69442876
26.416	33.93993081
27.178	33.93993081
27.94	34.4737174
28.956	35.22991507
29.718	35.3188795
30.48	36.60886377
31.496	37.09816814
32.258	37.85436582
33.02	38.38815241
34.036	39.32227894
34.798	39.72261889
35.56	40.07847662
36.576	40.61226321
37.338	41.32397866
38.1	41.54638974
39.116	42.21362298
39.878	43.01430287
40.64	42.92533844
41.656	43.50360725
42.418	43.45912503
43.18	43.94842941
43.942	44.08187606
43.942	38.43263462
43.434	37.00920371
43.18	35.54129058
42.926	34.82957513
42.672	33.58407308
42.418	31.93823109
42.164	30.69272904
41.91	29.53619142
41.656	28.60206489
41.402	27.5344917
41.148	26.64484738
40.64	25.13245204
40.386	23.97591442
40.132	22.68593016
39.624	21.04008817
39.37	20.2838905
38.862	18.99390623
38.608	17.57047532
38.1	16.36945549
37.592	15.12395344
37.084	13.96741582
36.576	12.85536042
36.068	11.07607178
35.306	9.78608752
34.798	8.540585472
34.036	7.206118992
33.274	6.00509916
32.512	4.848561544
31.496	3.407337746
30.48	2.353109226
29.464	1.378948696
28.448	0.720611899
27.94	0.389664212
27.178	-0.398115833
26.162	-0.782887002
25.3238	-1.107607178
24.5618	-1.436775577
23.6474	-1.6680831
22.7838	-2.166283919
21.9456	-2.255248351
21.1836	-2.606657858
20.2692	-3.00254958
19.3548	-3.42068241
18.669	-3.852159906
17.7546	-4.4482216
16.8656	-4.937525976
16.0274	-5.649241432
15.24	-5.827170296
14.351	-6.138545808
13.5128	-6.89474348
12.7	-7.428530072
11.811	-8.184727744
10.9474	-8.762996552
10.1346	-9.56367644
9.271	-10.14194525
8.4328	-10.89814292
7.6454	-11.43192951
6.2992	-12.2326094
5.08	-13.03328929
3.7846	-14.14534469
2.6162	-14.85706014
1.23444	-15.92463333
-0.027686	-16.680831
-1.33604	-17.43702867
-2.5654	-18.23770856
-3.8862	-18.99390623
-5.1054	-19.92803277
-6.4516	-20.63974822
-7.6708	-21.04008817
-8.9408	-21.92973249
-10.2362	-22.46351908
-11.4808	-23.13075232
-12.8016	-23.84246778
-14.0462	-24.37625437
-15.3162	-24.95452318
-16.637	-25.75520306
-17.8308	-26.33347187
-19.1008	-27.35656284
-20.3708	-27.84586722
-21.6408	-28.51310046
-22.9108	-29.62515586
-24.1808	-30.11446023
-25.4	-30.8706579
-26.67	-31.58237336
-27.94	-32.60546433
-29.21	-33.22821535
-30.48	-34.11785967
-31.75	-34.7406107
-33.02	-36.07507718
-34.29	-36.51989934
-35.56	-37.40954366
-36.83	-38.34367019
-38.1	-39.05538565
-39.37	-39.7671011
-40.64	-40.61226321
-41.91	-41.19053202
-43.434	-41.50190753
-44.196	-41.90224747
-44.45	-41.9912119
-45.466	-42.2581052
-46.228	-42.12465855
-46.228	-39.58917224
-45.974	-38.25470576
-45.72	-36.74231042
-45.466	-35.63025502
-45.212	-34.69612848
-44.704	-32.82787541
-44.45	-31.4044445
-43.688	-28.95792262
-43.434	-27.84586722
-42.926	-26.02209636
-42.672	-24.77659431
-41.91	-22.64144794
-41.402	-20.59526601
-40.386	-18.10426191
-39.878	-16.36945549
-38.608	-13.96741582
-37.846	-12.09916275
-36.83	-9.964016384
-35.306	-8.051281096
-33.782	-6.049581376
-32.004	-3.536336172
-30.48	-1.881597737
-27.178	0.286910293
-26.67	0.511545484
-25.1714	1.636945549
-24.1046	2.121801703
-22.8346	2.437625437
-21.5646	2.962515586
-20.2946	3.607507718
-18.9738	4.243603406
-17.7546	4.937525976
-16.5354	5.649241432
-15.113	6.360956888
-13.8938	7.473012288
-12.2682	8.45162104
-11.3538	9.163336496
-10.0838	9.964016384
-8.7884	10.76469627
-7.5184	11.78778724
-6.2992	12.63294934
-5.0038	13.43362923
-4.0386	14.14534469
-2.39522	14.81257793
-1.23444	15.74670446
0.113284	16.45841992
1.39954	17.21461759
2.6924	18.28219078
3.937	18.94942402
5.1562	19.88355055
6.477	20.55078379
7.8232	21.26249925
10.3632	22.73041238
12.8016	24.15384329
15.367	25.5772742
17.8816	26.6893296
20.3708	27.97931386
23.0124	29.22481591
25.654	30.91514012
28.194	31.89374887
30.48	33.6285553
33.274	34.65164626
35.814	36.34197047
38.1	37.45402587
40.894	38.74401014
42.926	39.67813667
43.434	39.81158332
43.942	40.34536991
44.196	35.80818388
43.688	33.98441302
43.434	32.33857103
42.926	30.64824682
42.418	29.04688705
41.91	28.0682783
41.402	24.50970102
41.148	23.79798556
40.894	22.33007243
40.132	20.50630158
39.624	19.08287066
39.116	17.57047532
38.354	15.96911554
37.592	14.50120242
37.084	13.21121815
36.322	11.52089394
35.814	9.741605304
34.798	8.585067688
34.036	7.295083424
33.02	5.426830352
32.258	4.626150464
31.496	3.714265036
30.988	2.89134404
29.972	1.979458612
28.956	1.312225372
27.686	0.689474348
26.416	-0.178373686
24.7396	-0.965264087
23.4188	-1.427879134
22.7076	-1.614704441
20.2184	-2.402039664
17.6022	-3.55857728
15.2146	-5.070972624
12.6238	-6.6723324
10.1092	-7.828870016
7.5438	-9.474712008
5.0038	-11.47641173
2.4638	-13.03328929
1.6637	-13.6115581
-0.118364	-14.67913128
-2.5908	-16.23600884
-5.08	-17.74840418
-7.874	-19.21631731
-10.2362	-20.68423044
-12.8016	-21.92973249
-15.367	-23.17523454
-17.907	-24.64314766
-20.447	-25.66623863
-22.9616	-27.00070511
-25.4	-28.20172494
-28.194	-29.62515586
-30.48	-31.00410455
-33.02	-32.60546433
-35.814	-33.76200194
-38.354	-35.05198621
-40.894	-36.29748826
-41.91	-37.27609701
-43.434	-37.49850809
-44.196	-37.98781246
-44.704	-38.16574133
-45.72	-38.78849235
-46.228	-38.34367019
-45.974	-34.60716405
-45.72	-33.05028649
-45.212	-31.22651563
-44.704	-29.66963807
-44.45	-28.02379608
-43.942	-27.00070511
-43.688	-25.35486312
-43.18	-24.10936107
-42.672	-22.68593016
-42.164	-21.30698146
-41.656	-19.83906834
-41.148	-18.37115521
-40.64	-16.9477243
-39.878	-15.03498901
-38.862	-13.16673594
-38.1	-11.3874473
-37.084	-9.830569736
-35.56	-7.295083424
-34.29	-5.916134728
-33.02	-4.305878509
-31.496	-2.731208062
-29.464	-1.289984264
-27.94	-0.051154548
-25.273	1.507947122
-22.6822	2.273041238
-20.2438	3.376200194
-17.653	4.537186032
-15.1384	5.871652512
-12.573	7.56197672
-10.0584	9.029889848
-7.5184	10.76469627
-4.9784	12.2326094
-2.39522	13.70052253
-0.52832	14.85706014
0.2794	15.16843566
2.6416	16.90324208
5.2324	18.23770856
7.6962	19.30528174
10.2616	20.77319487
12.827	22.10766135
15.367	23.3531634
18.034	24.64314766
20.4216	25.88864971
23.0124	27.71242057
25.654	28.82447597
28.194	30.0254958
30.48	31.27099785
33.274	32.64994654
35.814	33.98441302
38.354	35.54129058
40.894	36.47541712
43.434	37.49850809
45.974	38.43263462
48.514	39.41124338
50.8	39.27779673
50.292	34.82957513
49.784	31.9827133
49.276	29.31378034
48.514	26.82277625
47.752	24.02039664
46.99	22.19662578
46.482	20.50630158
45.72	18.10426191
44.704	15.88015111
43.688	13.92293361
42.672	11.47641173
41.656	8.851960984
40.64	7.428530072
39.37	5.871652512
38.608	4.937525976
37.846	4.288085622
37.084	3.53188795
36.322	2.877999375
35.56	2.2241108
34.544	1.654738435
33.528	1.107607178
32.512	0.533786592
32.004	0.101864275
31.496	-0.187714952
