"""Matamoros et. al 1999 Specimen c5-00 North"""	
-1.91516	-19.48321061
-2.53238	-20.63974822
-3.1242	-21.84076806
-3.7592	-23.44212783
-4.445	-24.68762988
-5.0546	-25.97761414
-5.715	-27.57897392
-6.3246	-28.82447597
-6.9596	-30.20342466
-7.62	-31.58237336
-8.255	-32.87235762
-8.9408	-34.42923518
-9.5504	-35.89714831
-10.16	-37.14265036
-10.8204	-38.61056349
-11.4554	-39.81158332
-12.0904	-41.81328304
-12.7	-42.96982066
-13.3096	-44.2153227
-14.0208	-45.81668248
-14.6304	-46.7063268
-15.2908	-48.04079328
-15.9004	-49.37525976
-16.51	-50.70972624
-17.1958	-52.04419272
-17.8308	-52.93383704
-18.415	-53.82348136
-19.1008	-54.26830352
-19.7104	-55.15794784
-20.3962	-55.60277
-21.082	-55.60277
-21.8186	-56.04759216
-22.2758	-56.04759216
-22.9616	-56.49241432
-23.6982	-56.93723648
-24.2824	-56.93723648
-24.8158	-57.38205864
-25.4	-57.38205864
-24.7904	-50.26490408
-24.1554	-46.7063268
-23.5458	-43.05878509
-22.86	-39.50020781
-22.2504	-36.25300604
-21.59	-32.78339319
-21.0058	-30.15894245
-20.3708	-27.57897392
-19.6596	-24.33177215
-19.1008	-21.92973249
-18.4658	-19.43872839
-17.8562	-17.17013538
-17.0688	-14.50120242
-16.4592	-12.18812718
-15.9004	-10.23090968
-15.2908	-8.496103256
-14.7066	-6.6723324
-14.097	-5.11545484
-13.335	-3.220512438
-12.7	-1.899390623
-12.0904	-1.058676741
-11.4046	-0.161915266
-10.795	0.520441927
-10.16	1.245502048
-9.5504	1.97501039
-8.8646	2.691174068
-8.255	3.380648416
-7.6708	3.80767769
-7.0866	4.345912503
-6.35	5.204419272
-5.715	5.916134728
-5.1054	6.271992456
-4.445	6.983707912
-3.8354	7.695423368
-3.175	8.45162104
-2.5146	9.474712008
-1.88214	10.45332076
-1.23698	11.16503622
-0.62738	11.9657161
0.0100584	12.89984264
0.68072	14.14534469
1.32334	14.94602458
1.98374	15.96911554
2.6162	17.08117094
3.3274	18.19322634
3.8862	19.08287066
4.5974	20.32837271
5.08	21.35146368
5.7404	22.5080013
6.4262	23.70902113
7.0866	24.86555874
7.7724	26.02209636
8.4328	27.17863398
8.8392	28.15724273
9.4742	29.44722699
10.1092	30.47031796
10.7188	32.02719552
11.4046	33.27269757
12.0904	34.25130632
12.7	35.67473723
13.335	36.83127485
13.9954	37.8098836
14.6558	39.14435008
15.2654	40.43433434
15.875	41.36846088
16.5608	42.74740958
17.1704	43.6370539
17.8562	44.92703816
18.4912	46.26150464
19.1262	47.15114896
19.7866	48.04079328
20.4216	48.9304376
21.082	49.82008192
21.7424	51.1545484
22.2758	52.04419272
22.9108	52.93383704
23.5712	53.3786592
24.2316	54.26830352
24.8666	54.71312568
25.654	54.71312568
24.7396	48.04079328
24.1046	44.30428714
23.495	40.83467429
22.8854	37.72091917
22.2758	34.4737174
21.6408	31.58237336
21.0058	28.95792262
20.3454	26.55588295
19.7358	23.39764562
19.0754	20.77319487
18.4912	18.68253072
17.8054	16.4139377
17.1958	13.6115581
16.51	11.47641173
15.9258	9.56367644
15.1638	7.517494504
14.605	5.738205864
14.0208	4.314774952
13.3096	2.882447597
12.7254	1.6680831
12.065	0.689474348
11.4808	0.04314775
10.8458	-0.507097262
10.16	-1.192123389
9.4742	-1.912735288
8.8646	-2.44652188
8.2042	-2.909136926
7.5184	-3.278339319
6.7056	-3.923331451
6.1976	-4.434876935
5.4864	-4.937525976
4.8768	-5.515794784
4.5212	-5.960616944
3.2004	-7.695423368
2.54	-8.362656608
1.92278	-9.163336496
1.27508	-10.0084986
0.64516	-11.07607178
0.040386	-11.60985838
-0.5715	-12.67743156
-1.23952	-13.65604031
-1.89484	-14.54568463
-2.5146	-15.3018823
-3.175	-16.32497327
-4.445	-18.32667299
-5.0546	-19.39424618
-5.715	-20.37285493
-6.3754	-21.66283919
-7.0358	-22.55248351
-7.6962	-23.75350334
-8.3058	-24.77659431
-8.9662	-25.97761414
-9.6012	-27.31208062
-10.2108	-28.29068938
-10.8204	-29.7586025
-11.4554	-30.73721126
-12.065	-32.02719552
-12.7254	-33.49510865
-13.3858	-34.60716405
-14.0208	-35.54129058
-14.6558	-36.87575706
-15.3162	-38.29918798
-15.9512	-39.27779673
-16.5862	-40.34536991
-17.2212	-41.59087196
-17.8816	-42.92533844
-18.5166	-44.12635827
-19.2024	-44.92703816
-19.8628	-45.81668248
-20.2946	-47.15114896
-20.9804	-48.48561544
-21.6408	-49.37525976
-22.3266	-49.82008192
-22.9362	-50.70972624
-23.6728	-51.59937056
-24.13	-52.48901488
-24.8158	-53.3786592
-25.4	-53.82348136
-24.7396	-47.15114896
-24.13	-42.65844514
-23.495	-39.63365446
-22.9108	-36.47541712
-22.2504	-33.45062643
-21.6154	-30.24790688
-20.9804	-27.31208062
-20.3962	-24.99900539
-19.6088	-21.92973249
-19.0246	-19.39424618
-18.415	-17.34806424
-17.8308	-14.76809571
-17.2212	-12.36605605
-16.5354	-10.40883854
-15.9258	-8.496103256
-15.2654	-6.716814616
-14.6558	-5.159937056
-13.97	-3.482957513
-13.4112	-2.241903686
-12.7	-1.281087821
-12.0904	-0.515993706
-11.43	0.241093611
-10.7696	0.773990558
-10.1346	1.370052253
-9.525	1.903838845
-8.9154	2.388694999
-8.3312	2.740104506
-7.5946	3.287235762
-6.985	3.874401014
-6.3246	4.626150464
-5.7404	5.204419272
-5.1054	5.871652512
-4.4704	5.916134728
-3.7846	6.538885752
-3.2004	7.295083424
-2.54	8.00679888
-1.92786	8.8964432
-1.2827	9.652640872
-0.65532	10.54228519
-0.0050292	11.20951843
0.64262	12.45502048
1.29286	13.16673594
1.93294	13.96741582
2.5908	14.94602458
3.2766	15.88015111
3.937	16.680831
4.5974	17.70392197
5.1308	18.41563742
5.8166	19.43872839
6.4008	20.0169972
7.1374	21.30698146
7.62	22.19662578
8.3058	23.21971675
8.9662	24.28728994
9.652	25.5772742
10.1854	26.46691852
10.8204	27.5344917
11.5062	28.55758267
12.1666	29.62515586
12.8016	30.73721126
13.3604	32.11615995
13.9954	33.00580427
14.6304	34.2068241
15.2654	35.3188795
15.875	36.60886377
16.5354	37.85436582
17.1704	38.921939
17.78	40.12295883
18.4404	41.23501423
19.1008	42.12465855
19.7358	43.19223174
20.3708	44.39325157
21.0312	45.81668248
21.6916	46.7063268
22.3266	47.59597112
22.9108	48.48561544
23.5712	49.37525976
24.257	50.26490408
24.765	50.70972624
25.4	51.59937056
26.162	52.04419272
26.67	52.93383704
27.432	53.3786592
27.94	53.82348136
28.702	54.26830352
29.21	54.26830352
29.972	55.15794784
30.48	56.04759216
31.242	56.04759216
31.75	56.49241432
31.242	49.82008192
30.48	45.37186032
29.972	42.12465855
29.21	38.43263462
28.448	35.3188795
27.94	32.69442876
27.432	29.80308472
26.67	26.82277625
26.162	24.33177215
25.4	21.61835698
24.7904	18.94942402
24.1554	16.680831
23.5204	14.67913128
22.9108	12.67743156
22.225	10.49780298
21.6154	8.540585472
20.9804	6.89474348
20.32	5.515794784
19.685	4.00339944
19.1262	2.775690278
18.4404	1.58356689
17.7546	0.947471201
17.1704	0.024064879
16.51	-0.511545484
15.9258	-1.205468054
15.2654	-2.059526601
14.6558	-2.673381182
13.97	-2.611106079
13.3858	-3.064824682
12.7508	-3.603059496
12.0904	-4.22581052
11.4554	-4.848561544
10.7696	-5.560277
10.2108	-6.271992456
9.5504	-6.983707912
8.9408	-7.473012288
8.255	-8.140245528
7.5946	-8.540585472
6.9088	-9.074372064
6.2484	-9.56367644
5.6896	-10.05298082
5.0292	-10.63124962
4.3942	-11.34296508
3.7338	-12.09916275
3.0988	-12.72191378
2.6416	-13.16673594
1.88214	-13.96741582
1.28778	-14.67913128
0.62484	-15.47981117
0.0075438	-15.79118668
-0.62484	-16.85875986
-1.31064	-17.61495754
-1.97358	-18.10426191
-2.6162	-19.08287066
-3.2512	-19.92803277
-3.7846	-20.59526601
-4.4196	-21.21801703
-5.2324	-21.84076806
-6.1976	-23.21971675
-6.477	-23.6200567
-6.985	-24.55418323
-7.6454	-25.26589869
-8.3058	-26.02209636
-8.9662	-27.08966954
-9.6012	-27.75690278
-10.1854	-28.6465471
-10.795	-29.7586025
-11.43	-30.78169347
-12.0904	-31.62685558
-12.7254	-32.60546433
-13.4112	-33.40614422
-14.0208	-34.60716405
-14.6812	-35.63025502
-15.3416	-36.38645269
-15.9512	-37.72091917
-16.5862	-38.56608127
-17.1704	-39.50020781
-17.8308	-40.34536991
-18.5166	-41.45742531
-19.1008	-42.34706963
-19.812	-43.19223174
-20.3708	-44.39325157
-21.082	-44.92703816
-21.6916	-46.26150464
-22.4536	-47.15114896
-23.0632	-48.04079328
-23.7744	-48.48561544
-24.384	-48.9304376
-25.1206	-49.82008192
-25.654	-50.70972624
-26.416	-50.26490408
-27.178	-52.04419272
-27.686	-52.93383704
-28.448	-52.93383704
-29.21	-53.82348136
-29.718	-54.26830352
-30.734	-54.71312568
-31.242	-55.15794784
-32.258	-56.04759216
-32.766	-55.60277
-30.988	-45.37186032
-30.226	-42.74740958
-29.718	-38.83297457
-28.956	-35.80818388
-28.448	-32.91683984
-27.686	-30.0254958
-27.178	-26.86725846
-26.67	-24.37625437
-25.908	-21.70732141
-25.4	-19.48321061
-24.8158	-17.5259931
-24.13	-14.76809571
-23.5204	-12.76639599
-22.7076	-10.40883854
-22.098	-8.496103256
-21.5138	-7.072672344
-20.9296	-5.560277
-20.2946	-4.092363872
-19.685	-2.824620716
-19.1262	-1.912735288
-18.3642	-0.991953417
-17.7038	-0.110315896
-17.0688	0.424805163
-16.383	1.018642746
-15.9004	1.338914702
-15.1638	1.823770856
-14.6812	2.19742147
-13.97	2.606657858
-13.3858	3.042583574
-12.6492	3.358407308
-12.0142	3.856608127
-11.3284	4.345912503
-10.7188	4.804079328
-10.0838	5.382348136
-9.398	6.00509916
-8.7884	6.939225696
-8.128	7.56197672
-7.4676	8.095763312
-6.858	8.095763312
-6.1722	8.496103256
-5.5626	8.985407632
-4.9276	9.430229792
-4.2926	10.05298082
-3.6322	10.80917849
-2.9972	11.43192951
-2.39014	12.09916275
-1.71196	12.72191378
-1.15062	13.56707588
-0.48768	14.1898269
0.201422	14.99050679
0.84582	15.79118668
1.4732	16.54738435
2.11582	17.08117094
2.8448	17.65943975
3.5052	18.46011964
4.2164	19.03838845
4.8768	19.70562169
5.588	20.37285493
6.1468	20.81767709
6.4008	21.66283919
7.2136	22.19662578
7.874	22.86385902
8.5344	23.53109226
9.2456	24.4652188
10.0076	25.17693426
10.5664	25.62175642
11.2268	26.37795409
11.6078	26.64484738
12.319	27.84586722
12.9032	28.46861824
13.589	29.26929813
13.97	29.7586025
14.6304	30.73721126
15.2908	31.49340893
15.9004	31.80478444
16.637	32.56098211
17.2974	34.02889524
17.8562	34.34027075
18.542	35.71921945
19.2278	36.78679263
19.8374	37.32057922
20.5232	37.94333025
21.1836	39.05538565
21.8694	39.98951218
22.5044	40.74570986
23.114	41.72431861
23.7998	42.2581052
24.4348	43.01430287
25.1968	43.90394719
25.908	44.25980492
26.67	45.37186032
27.178	46.26150464
27.686	46.26150464
28.448	47.15114896
28.956	47.59597112
29.718	48.9304376
30.226	48.48561544
30.988	49.82008192
31.496	49.82008192
31.75	43.72601833
30.734	38.87745678
29.972	35.80818388
29.464	33.27269757
28.702	29.89204915
28.194	27.13415176
27.686	24.91004096
26.924	22.55248351
26.162	18.94942402
25.654	16.90324208
24.9174	14.94602458
24.257	12.94432486
23.6728	10.72021406
23.0378	8.718514336
22.3266	7.206118992
21.7424	5.693723648
21.1074	4.31032673
20.2946	3.033687131
19.7104	2.241903686
19.0246	1.450120242
18.3388	0.880747877
17.78	0.381657413
16.4846	-0.219297325
15.8496	-0.631647467
15.1892	-1.089814292
14.5796	-1.663634878
13.97	-2.126249925
13.2842	-2.677829403
12.6492	-2.931378034
11.9634	-3.371751973
11.3792	-3.789884803
10.7696	-4.096812094
10.16	-4.394842941
9.525	-4.89304376
8.8392	-5.560277
8.255	-6.138545808
7.6454	-6.983707912
7.0104	-7.650941152
6.35	-8.318174392
5.6642	-8.985407632
5.08	-9.519194224
4.4704	-9.964016384
3.8354	-10.63124962
3.175	-11.3874473
2.50698	-12.01019832
1.89484	-12.4995027
1.27254	-13.3446648
0.61976	-13.96741582
-0.0125984	-14.4567202
-0.68072	-15.12395344
-1.28524	-15.79118668
-1.93548	-16.4139377
-2.5654	-16.85875986
-3.2512	-17.65943975
-3.8354	-18.23770856
-4.4958	-18.9049418
-5.08	-19.39424618
-5.7658	-19.92803277
-6.4008	-20.99560595
-7.0358	-21.57387476
-7.6454	-22.01869692
-8.3312	-22.68593016
-8.9154	-23.30868118
-9.5758	-24.06487886
-10.1346	-24.37625437
-10.795	-25.04348761
-11.4808	-25.97761414
-12.0904	-26.64484738
-12.7	-27.5344917
-13.4112	-28.02379608
-14.0462	-28.60206489
-14.6812	-29.31378034
-15.2654	-29.89204915
-15.9512	-30.91514012
-16.5862	-31.49340893
-17.2466	-32.29408882
-17.8562	-33.00580427
-18.4404	-33.71751973
-19.1008	-34.51819962
-19.9644	-35.49680837
-20.3708	-36.11955939
-21.1582	-37.05368593
-21.59	-37.72091917
-22.2758	-38.34367019
-23.0378	-39.45572559
-23.622	-40.0339944
-24.3332	-41.19053202
-24.9682	-41.90224747
-25.654	-42.43603406
-26.162	-43.32567838
-26.924	-44.2153227
-27.686	-44.92703816
-28.194	-45.37186032
-28.956	-45.81668248
-29.464	-46.7063268
-30.226	-47.15114896
-30.734	-47.59597112
-31.496	-48.04079328
-33.02	-48.9304376
-31.242	-41.01260315
-30.48	-36.65334598
-29.718	-33.67303751
-29.21	-29.84756694
-28.702	-27.35656284
-27.94	-24.7321121
-27.178	-22.28559022
-26.67	-19.12735288
-25.908	-16.85875986
-25.4	-14.81257793
-24.7396	-12.98880707
-24.1046	-11.120554
-23.495	-9.163336496
-22.8092	-7.428530072
-22.1996	-6.271992456
-21.5646	-4.848561544
-20.9042	-3.816574133
-20.2692	-2.949170921
-19.6596	-2.228559022
-18.9992	-1.343362923
-18.3896	-0.756197672
-17.7292	-0.233976456
-17.0434	0.106312496
-16.4846	0.524890149
-15.9004	0.880747877
-15.2146	1.201019832
-14.224	1.574670446
-13.9446	1.961665726
-13.3096	2.433177215
-12.6746	2.775690278
-12.0396	3.242753546
-11.4046	3.64309349
-10.795	4.119053202
-10.1092	4.715114896
-9.4996	5.11545484
-8.89	5.693723648
-8.2296	6.271992456
-7.62	6.360956888
-6.9342	6.761296832
-6.2992	7.11715456
-5.6388	7.7843878
-5.0546	8.273692176
-4.3942	8.762996552
-3.7592	9.652640872
-3.175	10.09746303
-2.4511	10.76469627
-1.87452	11.47641173
-1.22428	12.14364497
-0.54102	12.89984264
0.0226568	12.98880707
0.67564	14.27879134
1.32334	14.90154236
1.97866	15.47981117
2.6162	16.14704441
3.2512	16.680831
3.8862	17.30358202
4.5212	17.88185083
5.1308	18.46011964
5.7912	18.94942402
6.4008	19.57217504
7.0612	20.10596163
7.6962	20.68423044
8.3312	21.26249925
8.9662	21.75180362
9.6266	22.41903686
10.2108	22.81937681
10.8458	23.53109226
11.5316	24.1983255
12.1412	24.77659431
12.7762	24.95452318
13.4112	26.02209636
14.0208	26.6893296
14.6812	27.35656284
15.2908	27.89034943
15.9512	28.46861824
16.5862	29.09136926
17.2212	29.89204915
17.8308	30.42583574
18.4658	31.53789114
19.1262	31.80478444
19.7358	32.42753546
20.3962	33.13925092
21.0058	34.07337746
21.6154	34.56268183
22.3266	35.45232615
22.9362	36.03059496
23.5966	36.34197047
24.1808	37.18713258
24.8158	37.89884803
25.4	38.61056349
26.162	39.36676116
26.67	40.21192326
27.432	40.79019207
27.94	41.54638974
28.702	42.21362298
29.21	42.74740958
29.972	43.14774952
30.48	43.77050054
31.242	44.482216
31.75	45.37186032
32.512	45.37186032
33.02	46.26150464
33.782	47.15114896
34.29	47.15114896
35.052	47.59597112
35.56	47.59597112
