Takemura and Kawashima #2																			
1593																			
-0.090	7.78																		
-0.380	6.83																		
0.750	23.47																		
1.760	35.08																		
2.800	47.17																		
3.800	59.02																		
4.780	72.42																		
5.660	84.16																		
4.780	65.13																		
3.810	49.08																		
2.830	35.20																		
1.760	22.87																		
0.880	12.81																		
-0.090	2.28																		
-0.970	-7.54																		
-1.950	-18.92																		
-2.920	-30.17																		
-3.930	-42.62																		
-4.960	-56.51																		
-5.930	-70.87																		
-4.970	-47.77																		
-3.990	-31.96																		
-2.920	-17.84																		
-2.040	-7.42																		
-1.170	2.87																		
-0.190	12.69																		
0.980	24.90																		
1.810	35.31																		
2.790	46.33																		
3.810	58.90																		
4.880	72.54																		
5.760	85.83																		
6.440	94.09																		
6.830	98.52																		
7.320	104.86																		
7.910	111.45																		
8.300	114.56																		
8.880	119.47																		
9.760	127.73																		
10.340	131.09																		
10.830	133.00																		
11.810	138.26																		
10.830	116.36																		
10.340	106.90																		
9.270	95.64																		
8.980	88.23																		
8.590	80.92																		
8.100	73.50																		
7.610	66.19																		
7.020	58.30																		
6.630	52.07																		
5.520	37.47																		
5.070	31.84																		
4.560	25.61																		
4.090	20.00																		
3.610	14.85																		
3.120	9.10																		
2.700	4.67																		
2.150	-0.60																		
1.860	-3.35																		
1.340	-8.74																		
0.880	-13.17																		
0.300	-17.48																		
-0.190	-21.91																		
-0.680	-26.21																		
-1.260	-30.17																		
-1.740	-33.88																		
-2.240	-38.19																		
-2.620	-41.89																		
-3.250	-45.97																		
-3.790	-50.40																		
-4.180	-53.99																		
-4.670	-59.02																		
-5.200	-64.53																		
-5.640	-69.91																		
-6.130	-76.14																		
-6.710	-82.95																		
-7.140	-88.70																		
-7.630	-94.58																		
-8.170	-100.79																		
-8.650	-107.02																		
-9.140	-112.53																		
-9.620	-117.32																		
-10.110	-121.98																		
-10.590	-127.25																		
-11.180	-132.28																		
-11.660	-135.51																		
-12.150	-137.67																		
-12.530	-115.88																		
-11.860	-99.72																		
-11.280	-89.18																		
-10.740	-80.33																		
-10.300	-72.19																		
-9.820	-63.57																		
-9.330	-55.66																		
-8.750	-46.92																		
-8.360	-40.34																		
-7.780	-32.69																		
-7.350	-26.94																		
-6.760	-20.35																		
-6.320	-14.72																		
-5.930	-9.70																		
-5.450	-4.31																		
-4.960	0.48																		
-4.480	5.03																		
-4.190	8.37																		
-3.690	13.77																		
-3.210	17.84																		
-2.630	22.99																		
-2.140	26.94																		
-1.650	31.01																		
-1.010	36.03																		
-0.390	40.46																		
0.010	43.45																		
0.490	47.29																		
0.980	50.88																		
1.470	54.11																		
2.050	58.65																		
2.540	61.89																		
2.990	65.36																		
3.510	70.27																		
4.190	75.30																		
4.590	79.25																		
4.980	82.95																		
5.460	87.63																		
6.050	94.21																		
6.500	98.16																		
6.990	103.07																		
7.570	108.58																		
8.000	113.48																		
8.490	117.80																		
8.980	121.98																		
9.460	125.82																		
9.950	130.12																		
10.540	134.08																		
11.030	135.99																		
11.510	136.83																		
12.000	138.38																		
12.590	139.46																		
12.980	141.02																		
13.370	141.62																		
13.860	143.18																		
14.630	144.13																		
14.930	144.61																		
15.420	145.45																		
15.810	146.05																		
15.870	143.18																		
16.880	147.96																		
13.270	129.05																		
12.880	126.42																		
12.490	110.74																		
12.100	103.91																		
11.480	95.05																		
11.030	87.87																		
10.540	80.92																		
10.050	73.27																		
9.430	64.65																		
8.980	59.98																		
8.590	53.15																		
7.910	44.30																		
7.570	40.34																		
7.020	33.88																		
6.540	28.49																		
6.050	22.51																		
5.560	15.80																		
4.680	5.86																		
4.190	1.68																		
3.800	-2.04																		
3.320	-5.98																		
2.830	-10.05																		
2.340	-14.00																		
1.860	-16.88																		
1.270	-21.06																		
0.830	-23.47																		
0.200	-27.17																		
-0.190	-28.97																		
-0.680	-31.48																		
-1.260	-35.08																		
-1.750	-37.59																		
-2.240	-40.34																		
-2.720	-42.14																		
-3.350	-45.73																		
-3.690	-47.52																		
-4.180	-49.68																		
-4.860	-52.79																		
-5.350	-56.03																		
-5.840	-58.18																		
-6.230	-59.86																		
-6.710	-62.61																		
-7.300	-64.88																		
-7.780	-68.12																		
-8.300	-70.99																		
-8.790	-73.50																		
-9.270	-76.26																		
-9.820	-80.56																		
-10.300	-83.80																		
-10.790	-87.50																		
-11.270	-90.62																		
-11.760	-94.81																		
-12.290	-99.00																		
-12.730	-102.59																		
-13.320	-107.62																		
-13.800	-111.09																		
