"Pujol 2002, No. 10-3-3N"	
-11.41	-78.425
-11.43	-78.403
-11.50	-76.687
-11.48	-76.642
-11.47	-76.665
-11.44	-76.642
-11.44	-76.642
-11.47	-76.085
-11.41	-76.108
-11.49	-76.108
-11.50	-76.130
-11.47	-76.063
-12.02	-80.520
-11.97	-80.453
-11.95	-80.543
-12.01	-80.520
-11.98	-80.476
-12.75	-84.309
-12.77	-84.354
-12.75	-84.287
-12.74	-84.354
-12.79	-84.264
-12.85	-82.014
-12.79	-82.036
-12.79	-82.014
-12.81	-82.036
-12.79	-82.014
-13.88	-88.075
-13.80	-88.098
-13.87	-88.053
-13.87	-88.053
-13.83	-88.031
-13.86	-85.735
-13.88	-85.713
-13.88	-85.691
-13.91	-85.713
-13.85	-85.691
-13.96	-84.978
-13.87	-84.911
-13.87	-84.978
-13.91	-84.955
-13.94	-84.955
-13.86	-84.688
-13.89	-84.732
-13.93	-84.710
-13.92	-84.710
-13.89	-84.666
-14.20	-88.276
-14.18	-88.276
-14.23	-88.254
-14.20	-88.254
-14.20	-88.254
-14.82	-91.619
-14.85	-91.619
-14.79	-91.552
-14.84	-91.530
-14.82	-91.530
-14.85	-89.257
-14.92	-89.279
-14.85	-89.234
-14.86	-89.234
-14.86	-89.212
-15.36	-93.335
-15.38	-93.335
-15.38	-93.291
-15.35	-93.291
-15.36	-93.313
-15.82	-94.828
-15.84	-94.828
-15.89	-94.806
-15.82	-94.761
-15.86	-94.739
-15.86	-92.979
-15.92	-92.912
-15.93	-92.956
-15.89	-92.912
-15.86	-92.934
-16.43	-96.723
-16.44	-96.723
-16.45	-96.723
-16.40	-96.700
-16.42	-96.723
-16.47	-94.628
-16.51	-94.605
-16.48	-94.628
-16.49	-94.650
-16.51	-94.650
-16.51	-93.736
-16.48	-93.714
-16.51	-93.736
-16.55	-93.736
-16.48	-93.714
-16.48	-93.491
-16.47	-93.491
-16.50	-93.513
-16.50	-93.536
-16.53	-93.513
-16.94	-97.324
-16.98	-97.324
-16.96	-97.347
-16.90	-97.369
-16.89	-97.302
-16.94	-96.277
-16.95	-96.299
-16.95	-96.299
-16.94	-96.321
-16.92	-96.321
-17.37	-99.330
-17.36	-99.286
-17.38	-99.286
-17.32	-99.263
-17.33	-99.263
-17.41	-96.455
-17.41	-96.455
-17.43	-96.433
-17.38	-96.455
-17.38	-96.433
-17.83	-99.664
-17.85	-99.642
-17.82	-99.620
-17.78	-99.575
-17.81	-99.598
-18.29	-100.957
-18.27	-100.957
-18.31	-100.935
-18.28	-100.935
-18.31	-100.913
-18.29	-99.442
-18.36	-99.375
-18.37	-99.419
-18.37	-99.375
-18.28	-99.397
-18.30	-98.617
-18.35	-98.639
-18.36	-98.662
-18.36	-98.639
-18.31	-98.617
-18.55	-100.757
-18.52	-100.712
-18.56	-100.734
-18.58	-100.712
-18.55	-100.734
-18.60	-98.149
-18.56	-98.127
-18.59	-98.149
-18.60	-98.149
-18.62	-98.149
-18.69	-95.920
-18.67	-95.942
-18.69	-95.920
-18.68	-95.920
-18.65	-95.964
-18.64	-95.897
-18.66	-95.920
-18.65	-95.897
-18.70	-95.875
-18.66	-95.853
-18.54	-91.863
-18.58	-91.886
-18.53	-91.841
-18.54	-91.841
-18.53	-91.886
-18.38	-88.609
-18.35	-88.632
-18.38	-88.609
-18.36	-88.676
-18.37	-88.587
-18.34	-88.855
-18.36	-88.899
-18.34	-88.855
-18.32	-88.877
-18.32	-88.877
-18.07	-84.197
-18.09	-84.174
-18.07	-84.219
-18.10	-84.219
-18.09	-84.241
-17.74	-79.182
-17.73	-78.692
-17.73	-78.781
-17.72	-79.182
-17.70	-79.427
-17.50	-77.065
-17.53	-77.266
-17.51	-77.399
-17.53	-77.444
-17.52	-77.555
-17.54	-78.269
-17.52	-78.246
-17.52	-78.246
-17.52	-78.224
-17.48	-78.202
-17.04	-71.315
-17.06	-71.337
-17.02	-71.360
-16.98	-71.315
-17.01	-71.337
-16.64	-66.345
-16.68	-66.323
-16.67	-66.323
-16.68	-66.301
-16.67	-66.278
-16.61	-66.969
-16.60	-66.947
-16.62	-66.902
-16.62	-66.969
-16.66	-66.947
-16.61	-66.992
-16.61	-66.969
-16.58	-67.014
-16.61	-66.992
-16.63	-66.992
-16.35	-62.846
-16.31	-62.891
-16.32	-62.868
-16.31	-62.891
-16.28	-62.868
-15.94	-58.679
-16.01	-58.679
-15.96	-58.701
-15.96	-58.723
-15.97	-58.723
-15.96	-60.150
-15.97	-60.150
-15.97	-60.150
-15.95	-60.127
-15.96	-60.172
-15.51	-54.511
-15.53	-54.511
-15.51	-54.489
-15.52	-54.533
-15.50	-54.489
-15.00	-48.962
-15.00	-48.939
-14.99	-48.917
-14.99	-48.939
-15.03	-48.984
-14.48	-43.680
-14.49	-43.680
-14.49	-43.680
-14.46	-43.680
-14.45	-43.724
-14.44	-44.638
-14.45	-44.638
-14.47	-44.616
-14.45	-44.616
-14.44	-44.594
-14.39	-45.263
-14.47	-45.240
-14.48	-45.263
-14.47	-45.240
-14.45	-45.307
-14.47	-45.619
-14.47	-45.597
-14.46	-45.619
-14.43	-45.619
-14.40	-45.575
-13.95	-40.025
-13.99	-40.003
-14.05	-40.003
-14.03	-40.025
-14.04	-40.025
-13.60	-35.724
-13.56	-35.769
-13.56	-35.702
-13.54	-35.724
-13.51	-35.724
-13.06	-31.356
-13.04	-31.356
-13.03	-31.378
-13.03	-31.378
-13.08	-31.356
-12.62	-27.679
-12.62	-27.723
-12.60	-27.701
-12.58	-27.701
-12.59	-27.723
-12.64	-28.592
-12.62	-28.637
-12.59	-28.570
-12.55	-28.637
-12.62	-28.637
-12.57	-28.882
-12.56	-28.860
-12.54	-28.927
-12.56	-28.882
-12.60	-28.882
-11.90	-22.642
-11.90	-22.597
-11.90	-22.642
-11.97	-22.642
-11.94	-22.686
-11.97	-23.444
-11.96	-23.489
-11.91	-23.444
-11.90	-23.511
-11.87	-23.444
-11.43	-18.764
-11.36	-18.786
-11.32	-18.764
-11.34	-18.786
-11.33	-18.764
-10.50	-13.571
-10.57	-13.549
-10.53	-13.593
-10.58	-13.571
-10.57	-13.571
-10.52	-14.485
-10.52	-14.485
-10.56	-14.485
-10.55	-14.485
-10.61	-14.485
-9.70	-9.404
-9.79	-9.381
-9.76	-9.426
-9.78	-9.381
-9.73	-9.426
-9.74	-9.938
-9.74	-9.938
-9.72	-9.938
-9.72	-9.961
-9.75	-9.916
-9.23	-6.751
-9.19	-6.796
-9.23	-6.729
-9.17	-6.774
-9.15	-6.774
-8.63	-4.567
-8.61	-4.545
-8.62	-4.590
-8.63	-4.545
-8.67	-4.523
-6.53	-0.132
-6.51	-0.110
-6.53	-0.132
-6.53	-0.132
-6.50	-0.088
-5.83	1.294
-5.80	1.316
-5.76	1.272
-5.81	1.339
-5.79	1.294
-3.94	2.899
-3.90	2.899
-3.87	2.899
-3.92	2.876
-3.94	2.899
-3.89	2.341
-3.94	2.341
-3.88	2.341
-3.94	2.319
-3.90	2.341
-3.97	2.252
-3.97	2.185
-3.94	2.208
-3.90	2.230
-3.91	2.208
-3.90	1.914
-3.88	1.981
-3.89	1.892
-3.92	1.892
-3.91	1.958
-3.88	2.070
-3.88	2.092
-3.89	2.092
-3.95	2.092
-3.88	2.070
-3.94	1.624
-3.89	1.646
-3.88	1.580
-3.93	1.624
-3.91	1.602
-3.96	1.580
-3.93	1.557
-3.85	1.602
-3.92	1.557
-3.91	1.557
-4.13	1.067
-4.19	1.067
-4.19	1.067
-4.24	1.067
-4.17	1.067
-3.98	1.936
-3.98	1.936
-3.99	1.936
-4.00	1.892
-4.02	1.936
-3.77	2.560
-3.84	2.605
-3.76	2.582
-3.77	2.582
-3.75	2.582
-3.49	3.184
-3.47	3.162
-3.45	3.184
-3.46	3.184
-3.54	3.184
-3.33	3.296
-3.31	3.296
-3.33	3.296
-3.28	3.296
-3.28	3.273
-3.32	3.318
-3.24	3.318
-3.22	3.318
-3.24	3.318
-3.26	3.318
-2.24	3.608
-2.26	3.630
-2.28	3.630
-2.19	3.630
-2.19	3.608
-2.24	2.070
-2.22	2.070
-2.22	2.026
-2.21	2.048
-2.25	2.026
-2.20	2.182
-2.21	2.160
-2.27	2.137
-2.22	2.182
-2.20	2.137
-1.81	4.277
-1.81	4.277
-1.79	4.255
-1.78	4.277
-1.77	4.232
-0.63	6.260
-0.56	6.305
-0.56	6.283
-0.61	6.283
-0.58	6.305
-0.56	6.082
-0.60	6.015
-0.54	6.037
-0.51	6.015
-0.58	6.082
0.82	8.756
0.83	8.779
0.75	8.779
0.81	8.779
0.83	8.756
2.75	13.347
2.76	13.325
2.74	13.325
2.77	13.347
2.76	13.325
2.76	12.723
2.79	12.723
2.75	12.723
2.83	12.723
2.82	12.723
4.32	18.406
4.38	18.384
4.38	18.340
4.32	18.362
4.36	18.340
5.50	22.061
5.50	22.039
5.52	22.039
5.55	21.972
5.54	21.995
5.58	20.903
5.51	20.903
5.57	20.903
5.56	20.903
5.54	20.947
5.49	20.702
5.57	20.702
5.59	20.657
5.54	20.702
5.57	20.635
5.55	20.390
5.56	20.412
5.59	20.368
5.56	20.412
5.48	20.435
6.79	26.965
6.77	26.965
6.72	26.920
6.77	26.942
6.80	26.920
6.86	25.672
6.87	25.627
6.83	25.650
6.83	25.650
6.78	25.672
7.26	28.435
7.25	28.413
7.23	28.391
7.27	28.391
7.26	28.369
7.73	30.642
7.78	30.620
7.82	30.620
7.80	30.597
7.78	30.620
8.48	33.762
8.49	33.762
8.43	33.762
8.49	33.762
8.55	33.784
8.44	32.380
8.52	32.380
8.55	32.402
8.55	32.380
8.54	32.380
9.04	35.812
8.99	35.812
8.93	35.790
8.98	35.790
8.96	35.745
9.29	37.395
9.21	37.395
9.27	37.395
9.33	37.372
9.29	37.350
9.60	39.066
9.64	39.088
9.61	39.066
9.66	39.044
9.64	39.022
10.22	41.919
10.24	41.919
10.23	41.919
10.26	41.897
10.26	41.874
10.79	44.705
10.86	44.727
10.86	44.705
10.85	44.660
10.81	44.705
10.93	42.944
10.90	42.966
10.85	42.944
10.83	42.944
10.90	42.899
10.91	40.998
10.94	41.021
10.90	41.021
10.83	41.043
10.91	41.043
10.90	40.776
10.87	40.731
10.83	40.798
10.91	40.731
10.93	40.776
11.25	46.057
11.31	46.124
11.36	46.057
11.33	46.102
11.34	46.035
11.82	48.955
11.78	48.932
11.76	48.910
11.74	48.888
11.79	48.888
12.27	51.629
12.27	51.629
12.31	51.629
12.32	51.629
12.30	51.607
12.92	54.214
12.86	54.214
12.84	54.147
12.86	54.170
12.92	54.147
13.33	56.376
13.31	56.376
13.40	56.332
13.38	56.309
13.33	56.287
13.43	54.571
13.34	54.571
13.40	54.549
13.43	54.549
13.36	54.616
13.89	59.073
13.92	59.028
13.93	59.051
13.92	59.028
13.91	59.006
14.32	60.811
14.32	60.856
14.37	60.811
14.37	60.789
14.31	60.811
14.94	63.151
14.87	63.151
14.82	63.129
14.89	63.084
14.86	63.129
14.94	61.992
14.92	61.992
14.85	61.992
14.88	62.015
14.89	61.970
15.68	66.717
15.59	66.717
15.68	66.695
15.69	66.695
15.66	66.650
15.69	64.132
15.68	64.176
15.75	64.154
15.74	64.199
15.71	64.176
16.25	69.369
16.28	69.369
16.32	69.347
16.23	69.369
16.29	69.325
16.97	71.843
16.97	71.865
16.91	71.821
16.92	71.843
16.93	71.821
17.51	74.005
17.50	74.005
17.43	73.983
17.53	73.983
17.55	73.938
17.97	75.988
18.07	76.011
18.05	75.966
17.96	75.921
17.96	75.899
18.11	74.607
18.11	74.562
18.06	74.540
18.06	74.540
18.03	74.562
18.13	73.804
18.08	73.782
18.01	73.804
18.05	73.827
18.06	73.827
18.06	72.668
18.14	72.668
18.12	72.645
18.04	72.690
18.10	72.668
18.43	77.214
18.45	77.192
18.48	77.192
18.50	77.170
18.47	77.214
19.00	79.086
18.90	79.064
19.00	79.064
18.98	79.064
18.89	79.019
19.48	80.936
19.51	80.825
19.52	80.847
19.47	80.825
19.42	80.847
19.50	79.487
19.56	79.532
19.55	79.510
19.48	79.465
19.58	79.487
19.78	81.761
19.81	81.761
19.80	81.738
19.84	81.694
19.82	81.738
20.00	81.738
19.91	81.716
20.02	81.716
20.04	81.716
20.03	81.671
20.45	83.499
20.39	83.477
20.42	83.477
20.41	83.477
20.50	83.432
20.71	84.546
20.71	84.524
20.73	84.524
20.78	84.480
20.78	84.524
20.84	82.697
20.82	82.741
20.84	82.763
20.82	82.719
20.92	82.719
20.92	78.421
20.88	78.421
20.90	78.398
20.94	78.398
20.94	78.398
20.93	78.153
20.91	78.109
20.92	78.109
20.93	78.086
20.92	78.086
20.67	73.607
20.71	73.584
20.71	73.584
20.69	73.607
20.72	73.607
20.30	66.809
20.28	66.787
20.27	66.809
20.30	66.876
20.25	66.832
20.21	67.099
20.30	67.099
20.24	67.077
20.22	67.077
20.36	67.099
20.26	67.322
20.29	67.322
20.26	67.344
20.24	67.322
20.24	67.322
19.75	60.257
19.86	60.257
19.82	60.279
19.72	60.302
19.80	60.279
19.32	54.663
19.37	54.619
19.32	54.663
19.26	54.663
19.39	54.641
18.92	49.604
18.84	49.626
18.95	49.671
18.98	49.649
18.90	49.671
18.62	46.038
18.65	46.061
18.59	46.083
18.61	46.016
18.59	46.061
18.59	47.309
18.52	47.309
18.61	47.309
18.59	47.309
18.54	47.331
18.51	47.818
18.53	47.796
18.59	47.796
18.60	47.840
18.57	47.818
17.99	39.059
17.96	39.104
17.92	39.104
17.88	39.082
17.94	39.082
17.91	39.817
17.92	39.795
17.92	39.817
17.90	39.817
17.95	39.840
17.86	39.973
17.90	39.929
17.95	39.973
17.90	39.951
17.92	39.951
17.33	33.176
17.36	33.176
17.35	33.131
17.35	33.176
17.33	33.131
16.89	28.875
16.91	28.919
16.90	28.919
16.89	28.919
16.90	28.964
16.86	29.811
16.86	29.811
16.95	29.811
16.96	29.833
16.87	29.855
16.08	21.743
16.10	21.743
15.99	21.787
16.03	21.787
16.04	21.810
16.04	22.211
16.02	22.255
15.99	22.233
16.09	22.233
16.09	22.233
16.04	22.679
15.97	22.723
16.06	22.657
16.06	22.657
16.03	22.657
15.33	16.483
15.35	16.505
15.37	16.461
15.44	16.483
15.39	16.505
14.67	11.580
14.63	11.536
14.68	11.558
14.67	11.580
14.72	11.602
14.69	12.316
14.67	12.271
14.63	12.316
14.60	12.271
14.64	12.338
13.85	6.254
13.83	6.254
13.76	6.209
13.82	6.254
13.81	6.254
13.06	2.732
13.08	2.732
13.00	2.732
13.04	2.732
13.09	2.732
13.05	3.156
12.99	3.200
13.09	3.156
13.10	3.178
13.07	3.200
13.04	3.981
13.03	3.958
13.06	4.025
13.03	4.048
13.00	4.003
13.00	4.028
13.02	4.072
13.05	4.028
13.03	4.050
13.01	4.050
13.02	4.340
13.01	4.362
13.01	4.362
13.02	4.384
13.02	4.340
12.58	1.398
12.56	1.398
12.59	1.420
12.58	1.398
12.54	1.398
11.85	0.373
11.85	0.373
11.85	0.373
11.85	0.373
11.85	0.373
7.23	-6.469
7.22	-6.447
7.17	-6.492
7.24	-6.492
7.23	-6.536
7.20	-5.957
7.20	-5.957
7.23	-5.957
7.20	-5.912
7.22	-5.934
5.41	-8.653
5.44	-8.631
5.42	-8.631
5.32	-8.609
5.39	-8.631
5.36	-7.405
5.39	-7.361
5.39	-7.405
5.39	-7.383
5.36	-7.405
5.36	-7.450
5.32	-7.472
5.37	-7.472
5.38	-7.494
5.36	-7.472
3.34	-11.974
3.25	-12.019
3.31	-11.974
3.36	-11.952
3.28	-11.952
2.59	-13.601
2.65	-13.601
2.55	-13.556
2.53	-13.534
2.57	-13.601
1.67	-15.584
1.70	-15.540
1.72	-15.540
1.68	-15.518
1.72	-15.540
0.84	-17.769
0.81	-17.791
0.81	-17.746
0.86	-17.724
0.84	-17.746
-0.01	-20.309
-0.06	-20.309
0.02	-20.309
0.01	-20.309
-0.04	-20.287
-0.66	-22.270
-0.69	-22.248
-0.64	-22.226
-0.65	-22.204
-0.72	-22.204
-0.70	-20.710
-0.76	-20.666
-0.73	-20.666
-0.69	-20.666
-0.73	-20.666
-0.73	-20.265
-0.74	-20.265
-0.76	-20.242
-0.69	-20.220
-0.69	-20.242
-1.92	-26.460
-1.91	-26.438
-1.92	-26.438
-1.92	-26.438
-1.93	-26.438
-3.10	-31.296
-3.16	-31.296
-3.14	-31.274
-3.11	-31.296
-3.08	-31.230
-4.16	-36.110
-4.21	-36.110
-4.20	-36.110
-4.22	-36.066
-4.25	-36.088
-5.20	-40.456
-5.18	-40.456
-5.13	-40.479
-5.16	-40.434
-5.21	-40.412
-6.08	-44.847
-6.05	-44.847
-6.00	-44.824
-6.05	-44.847
-6.03	-44.802
-6.06	-42.863
-6.05	-42.841
-6.06	-42.863
-6.09	-42.863
-6.07	-42.863
-6.17	-41.282
-6.11	-41.282
-6.06	-41.282
-6.14	-41.282
-6.11	-41.238
-6.13	-41.305
-6.07	-41.305
-6.09	-41.349
-6.14	-41.327
-6.13	-41.305
-7.03	-49.907
-6.99	-49.863
-7.01	-49.885
-7.08	-49.863
-7.04	-49.840
-7.10	-48.904
-7.08	-48.904
-7.06	-48.949
-7.09	-48.927
-7.04	-48.904
-7.74	-53.763
-7.65	-53.740
-7.65	-53.696
-7.73	-53.674
-7.70	-53.651
-7.76	-51.802
-7.72	-51.824
-7.76	-51.779
-7.72	-51.824
-7.72	-51.779
-8.49	-57.618
-8.45	-57.618
-8.45	-57.574
-8.57	-57.574
-8.51	-57.618
-9.34	-61.853
-9.27	-61.853
-9.25	-61.786
-9.30	-61.808
-9.28	-61.830
-10.11	-66.444
-10.08	-66.422
-10.07	-66.488
-10.13	-66.377
-10.07	-66.422
-10.12	-63.903
-10.14	-63.859
-10.16	-63.881
-10.11	-63.903
-10.11	-63.859
-10.18	-63.079
-10.18	-63.079
-10.15	-63.056
-10.13	-63.123
-10.18	-63.056
-11.06	-71.391
-11.07	-71.325
-11.16	-71.347
-11.08	-71.325
-11.05	-71.280
-12.14	-76.517
-12.12	-76.428
-12.15	-76.406
-12.11	-76.361
-12.09	-76.384
-12.16	-73.732
-12.16	-73.732
-12.15	-73.776
-12.17	-73.732
-12.20	-73.754
-12.91	-79.526
-12.94	-79.571
-12.92	-79.526
-12.93	-79.504
-12.96	-79.504
-13.01	-77.810
-13.00	-77.810
-13.01	-77.810
-12.97	-77.855
-12.99	-77.855
-13.87	-83.783
-13.86	-83.805
-13.94	-83.760
-13.88	-83.738
-13.87	-83.760
-13.97	-82.089
-13.95	-82.089
-13.93	-82.067
-13.98	-82.089
-13.93	-82.111
-14.93	-88.062
-14.88	-88.062
-14.91	-88.017
-14.99	-88.040
-14.93	-88.017
-14.99	-84.786
-15.05	-84.808
-14.96	-84.786
-14.95	-84.741
-15.00	-84.763
-15.01	-84.362
-15.01	-84.318
-15.05	-84.362
-14.99	-84.318
-14.99	-84.340
-15.05	-84.028
-15.04	-84.050
-14.97	-84.028
-15.03	-84.028
-15.06	-84.006
-15.62	-89.600
-15.60	-89.644
-15.67	-89.577
-15.66	-89.577
-15.61	-89.555
-16.16	-91.093
-16.16	-91.137
-16.11	-91.093
-16.16	-91.137
-16.20	-91.071
-16.56	-92.764
-16.51	-92.787
-16.60	-92.742
-16.60	-92.742
-16.56	-92.720
-16.60	-90.290
-16.66	-90.313
-16.59	-90.313
-16.61	-90.290
-16.64	-90.313
-17.12	-93.879
-17.08	-93.879
-17.18	-93.856
-17.13	-93.812
-17.09	-93.834
-17.53	-95.060
-17.61	-95.038
-17.57	-95.060
-17.54	-95.038
-17.56	-94.993
-17.65	-92.720
-17.60	-92.720
-17.65	-92.720
-17.67	-92.742
-17.60	-92.720
-18.02	-96.107
-18.04	-96.085
-18.01	-96.085
-17.98	-96.040
-18.03	-96.018
-18.66	-98.024
-18.66	-98.002
-18.62	-98.002
-18.62	-98.002
-18.65	-97.935
-18.90	-97.645
-18.89	-97.623
-18.86	-97.600
-18.89	-97.578
-18.86	-97.600
-19.05	-98.314
-19.05	-98.269
-19.09	-98.291
-19.09	-98.291
-19.07	-98.224
-19.15	-96.910
-19.16	-96.887
-19.12	-96.865
-19.14	-96.887
-19.11	-96.887
-19.26	-92.383
-19.24	-92.361
-19.28	-92.383
-19.27	-92.383
-19.28	-92.361
-19.28	-92.160
-19.27	-92.160
-19.27	-92.182
-19.29	-92.182
-19.29	-92.182
-19.14	-87.926
-19.16	-87.948
-19.09	-87.926
-19.10	-87.926
-19.18	-87.926
-19.09	-88.059
-19.07	-88.037
-19.16	-88.037
-19.16	-88.059
-19.09	-88.059
-19.10	-88.238
-19.11	-88.238
-19.14	-88.304
-19.18	-88.282
-19.12	-88.304
-18.75	-81.440
-18.69	-81.418
-18.76	-81.418
-18.78	-81.462
-18.73	-81.396
-18.56	-79.011
-18.57	-79.011
-18.59	-79.011
-18.53	-79.033
-18.53	-79.033
-18.00	-72.124
-18.00	-72.080
-18.04	-72.102
-18.03	-72.102
-18.00	-72.124
-18.05	-73.417
-18.04	-73.395
-18.01	-73.439
-18.05	-73.395
-18.00	-73.372
-17.64	-67.556
-17.61	-67.556
-17.56	-67.578
-17.59	-67.600
-17.62	-67.578
-17.59	-68.068
-17.57	-68.046
-17.57	-68.046
-17.59	-68.091
-17.63	-68.046
-16.86	-59.265
-16.86	-59.332
-16.87	-59.310
-16.90	-59.310
-16.84	-59.332
-16.61	-56.680
-16.62	-56.680
-16.62	-56.702
-16.60	-56.680
-16.58	-56.702
-16.57	-57.527
-16.56	-57.571
-16.62	-57.571
-16.57	-57.527
-16.54	-57.571
-16.04	-50.484
-16.01	-50.440
-15.97	-50.462
-15.97	-50.484
-16.02	-50.484
-15.52	-45.514
-15.50	-45.537
-15.49	-45.514
-15.54	-45.537
-15.52	-45.559
-15.48	-46.428
-15.53	-46.383
-15.47	-46.428
-15.50	-46.428
-15.54	-46.428
-15.45	-47.500
-15.52	-47.500
-15.50	-47.523
-15.49	-47.545
-15.47	-47.523
-14.73	-37.917
-14.74	-37.939
-14.69	-37.962
-14.68	-37.917
-14.71	-37.939
-14.05	-31.699
-14.10	-31.721
-14.06	-31.721
-14.05	-31.744
-14.10	-31.699
-14.07	-32.702
-14.10	-32.747
-14.04	-32.702
-14.04	-32.702
-14.10	-32.702
-13.65	-28.334
-13.71	-28.423
-13.67	-28.401
-13.67	-28.401
-13.68	-28.356
-12.96	-22.094
-12.93	-22.116
-12.90	-22.116
-12.93	-22.138
-13.01	-22.138
-12.96	-22.896
-12.97	-22.896
-12.91	-22.918
-12.89	-22.896
-12.98	-22.851
-12.35	-17.837
-12.29	-17.837
-12.31	-17.814
-12.33	-17.859
-12.30	-17.881
-12.28	-18.550
-12.31	-18.595
-12.32	-18.572
-12.27	-18.572
-12.28	-18.572
-11.50	-12.599
-11.51	-12.577
-11.46	-12.622
-11.46	-12.622
-11.53	-12.644
-11.46	-13.290
-11.53	-13.246
-11.47	-13.246
-11.41	-13.290
-11.50	-13.313
-10.89	-9.769
-10.92	-9.724
-10.97	-9.724
-10.93	-9.747
-10.89	-9.791
-10.36	-6.961
-10.37	-7.006
-10.31	-6.961
-10.33	-6.983
-10.42	-6.939
-10.33	-7.474
-10.31	-7.518
-10.39	-7.496
-10.31	-7.540
-10.29	-7.474
-10.31	-7.696
-10.36	-7.741
-10.33	-7.719
-10.33	-7.696
-10.28	-7.719
-7.17	-0.765
-7.18	-0.788
-7.20	-0.832
-7.17	-0.765
-7.18	-0.788
-6.76	0.171
-6.76	0.171
-6.76	0.171
-6.75	0.193
-6.76	0.171
-5.80	2.310
-5.81	2.333
-5.92	2.333
-5.85	2.310
-5.84	2.288
-5.82	2.021
-5.90	1.998
-5.84	2.043
-5.82	2.021
-5.85	2.021
-6.22	0.148
-6.29	0.148
-6.24	0.126
-6.22	0.148
-6.26	0.171
-6.39	-0.476
-6.42	-0.498
-6.35	-0.476
-6.35	-0.453
-6.42	-0.453
-4.64	3.358
-4.62	3.335
-4.70	3.313
-4.65	3.358
-4.62	3.358
-4.63	3.358
-4.63	3.402
-4.62	3.402
-4.60	3.425
-4.60	3.380
-3.58	3.671
-3.54	3.605
-3.60	3.649
-3.61	3.694
-3.55	3.649
-3.48	1.755
-3.46	1.755
-3.48	1.710
-3.47	1.755
-3.52	1.733
-3.61	1.799
-3.54	1.799
-3.61	1.777
-3.55	1.822
-3.60	1.733
-3.61	1.688
-3.55	1.733
-3.64	1.688
-3.59	1.710
-3.62	1.733
-3.61	1.599
-3.58	1.643
-3.64	1.643
-3.65	1.643
-3.61	1.577
-3.63	1.554
-3.65	1.577
-3.59	1.532
-3.64	1.554
-3.63	1.554
-3.67	1.465
-3.63	1.532
-3.61	1.443
-3.62	1.487
-3.63	1.443
-3.69	1.354
-3.60	1.309
-3.59	1.287
-3.61	1.309
-3.66	1.309
-3.61	1.242
-3.63	1.242
-3.60	1.242
-3.68	1.220
-3.62	1.242
-3.63	1.153
-3.61	1.131
-3.62	1.153
-3.61	1.153
-3.68	1.175
-3.59	1.153
-3.63	1.108
-3.61	1.108
-3.59	1.086
-3.71	1.131
-3.63	1.064
-3.61	1.064
-3.57	1.108
-3.62	1.086
-3.64	1.064
-3.66	0.997
-3.60	1.019
-3.59	0.997
-3.68	1.019
-3.59	0.997
-3.63	0.886
-3.66	0.908
-3.59	0.930
-3.61	0.952
-3.56	0.841
-3.56	0.841
-3.64	0.863
-3.59	0.819
-3.59	0.841
-3.65	0.863
-3.59	0.774
-3.61	0.774
-3.59	0.774
-3.59	0.730
-3.66	0.730
-3.60	0.752
-3.62	0.796
-3.60	0.796
-3.57	0.796
-3.63	0.774
-3.75	0.774
-3.79	0.796
-3.74	0.796
-3.80	0.730
-3.78	0.774
-3.79	0.841
-3.73	0.841
-3.85	0.841
-3.81	0.841
-3.74	0.819
-3.78	0.997
-3.71	0.975
-3.80	0.975
-3.80	0.952
-3.78	1.019
-3.75	1.064
-3.78	1.086
-3.77	1.064
-3.80	1.086
-3.76	1.064
-3.72	1.175
-3.75	1.198
-3.74	1.175
-3.74	1.198
-3.74	1.175
-3.79	1.198
-3.72	1.175
-3.75	1.175
-3.72	1.153
-3.74	1.175
-3.74	1.264
-3.73	1.242
-3.71	1.264
-3.73	1.264
-3.76	1.220
-3.67	1.287
-3.71	1.242
-3.70	1.242
-3.67	1.264
-3.76	1.309
-3.67	1.376
-3.64	1.420
-3.68	1.420
-3.66	1.465
-3.73	1.420
-3.65	1.510
-3.68	1.510
-3.62	1.487
-3.70	1.532
-3.65	1.465
-3.69	1.267
-3.66	1.289
-3.59	1.311
-3.66	1.289
-3.62	1.334
-2.70	3.518
-2.74	3.562
-2.69	3.562
-2.74	3.562
-2.78	3.562
-2.16	4.610
-2.14	4.654
-2.10	4.610
-2.17	4.610
-2.12	4.587
-2.08	3.963
-2.15	3.941
-2.15	3.963
-2.07	3.941
-2.13	3.941
-2.07	3.941
-2.19	3.963
-2.10	3.919
-2.06	3.919
-2.14	3.919
-2.13	4.053
-2.09	4.075
-2.12	4.053
-2.11	4.030
-2.15	4.030
-0.70	6.705
-0.77	6.727
-0.70	6.682
-0.81	6.705
-0.74	6.682
0.60	8.956
0.61	8.933
0.60	8.911
0.61	8.889
0.61	8.866
2.06	11.340
2.05	11.340
2.09	11.296
2.10	11.318
2.10	11.296
3.15	13.524
3.14	13.524
3.14	13.524
3.09	13.480
3.18	13.502
4.08	15.798
4.12	15.731
4.13	15.775
4.09	15.753
4.07	15.753
4.11	14.906
4.19	14.906
4.10	14.906
4.14	14.906
4.17	14.884
4.89	17.826
4.91	17.803
4.83	17.826
4.86	17.848
4.88	17.870
5.61	19.965
5.63	19.921
5.69	19.943
5.61	19.943
5.67	19.921
6.40	22.461
6.38	22.417
6.34	22.439
6.40	22.417
6.38	22.394
