"Atalay and Penzien, 1975, Spec. 5"	
-0.39726	22.637
0.94348	23.96
2.9296	26.211
4.6678	28.461
6.2568	30.447
7.6967	32.168
10.726	36.404
12.762	39.184
15.99	43.685
18.572	46.597
20.558	48.581
21.998	49.907
24.084	52.157
26.716	54.67
29.149	56.263
30.043	56.792
31.78	57.45
32.923	57.98
35.654	59.172
37.343	59.701
38.534	59.968
40.521	60.631
42.456	61.027
44.493	61.422
46.876	61.818
47.821	61.818
48.019	61.818
47.422	57.98
46.777	55.6
45.933	51.761
45.634	50.832
44.79	46.993
44.293	45.272
43.5	41.964
43.101	40.11
42.108	36.139
41.415	34.021
40.47	31.241
39.279	28.196
37.49	24.225
35.504	21.18
33.767	19.062
31.631	16.812
29.893	14.694
28.255	13.238
24.58	8.8693
23.736	7.8102
21.899	5.9572
20.806	4.8981
19.565	3.5742
17.429	1.3238
16.486	0.66191
15.245	-0.26475
13.308	-2.5152
11.769	-4.3685
10.477	-5.9572
8.7396	-8.34
7.4981	-9.7958
5.4623	-12.311
4.4193	-13.635
3.0787	-15.223
1.8373	-16.812
0.74485	-18.003
-1.3407	-20.254
-2.1849	-21.313
-4.3698	-24.49
-5.2636	-25.549
-7.2995	-28.064
-8.7396	-29.653
-9.7328	-30.712
-11.719	-33.094
-13.258	-34.948
-15.245	-37.595
-17.38	-40.507
-18.572	-42.228
-20.111	-44.613
-21.402	-46.201
-24.183	-48.714
-26.419	-50.302
-29.842	-52.42
-31.283	-53.483
-32.873	-54.541
-35.357	-55.862
-38.435	-56.921
-40.668	-57.851
-41.961	-58.38
-43.947	-59.439
-45.387	-59.701
-46.926	-59.701
-47.671	-59.701
-50.005	-60.364
-50.947	-60.497
-51.046	-60.497
-49.507	-55.2
-48.466	-50.832
-47.572	-47.26
-46.678	-43.287
-45.684	-39.316
-44.841	-36.139
-44.244	-33.756
-42.804	-29.388
-41.661	-26.608
-39.428	-22.504
-37.343	-18.798
-35.306	-15.488
-34.364	-13.635
-33.371	-11.914
-31.93	-9.6637
-30.985	-8.0749
-28.552	-5.4274
-26.815	-3.3094
-25.126	-1.1914
-23.041	1.059
-20.707	3.4418
-19.168	5.1628
-17.38	7.1484
-14.996	9.2665
-13.06	11.12
-10.329	13.767
-7.6472	16.547
-5.6609	18.268
-3.2774	20.121
-0.64554	22.637
0.64554	23.96
2.3339	26.079
4.9159	29.52
7.0513	32.565
8.9878	34.815
10.428	36.536
13.109	39.316
15.94	42.493
18.274	45.934
21.501	49.907
23.835	52.291
25.723	54.141
27.163	55.333
28.951	56.129
30.49	56.392
32.774	57.054
34.115	57.851
36.497	58.38
39.825	59.043
41.712	59.439
43.449	59.968
45.237	60.497
47.173	61.289
49.408	62.481
50.005	62.881
48.565	58.509
46.876	53.483
46.231	51.494
45.286	48.452
43.152	42.361
42.159	38.919
40.47	33.756
38.583	29.255
37.193	26.079
36.05	23.563
34.313	20.121
32.923	17.739
29.992	14.164
28.204	12.311
25.425	9.0019
23.587	7.1484
22.494	6.354
20.26	4.633
18.174	2.9123
16.337	1.1914
15.294	0.39714
13.556	-1.1914
11.918	-3.0447
9.7823	-5.6921
7.8953	-8.2074
6.1575	-10.326
5.1145	-11.517
3.8732	-13.106
2.6317	-14.561
1.6387	-15.488
0	-17.209
-0.99314	-18.268
-2.731	-20.121
-3.9726	-21.975
-5.9588	-24.887
-7.2499	-26.343
-9.1369	-28.594
-11.222	-31.109
-13.755	-35.213
-15.294	-37.595
-17.032	-39.978
-19.515	-43.155
-21.65	-45.801
-23.289	-47.26
-25.226	-48.848
-27.013	-50.302
-30.391	-52.553
-34.958	-55.333
-37.937	-56.792
-40.521	-57.98
-43.2	-59.172
-46.38	-59.572
-49.906	-60.23
-50.8	-60.497
-51.643	-60.631
-50.104	-52.157
-48.913	-47.26
-47.173	-41.037
-46.032	-37.331
-44.442	-33.492
-42.357	-28.594
-40.569	-24.887
-38.235	-20.783
-36.497	-17.606
-33.668	-13.37
-31.582	-10.326
-31.631	-10.326
-31.184	-9.2665
-29.545	-7.0158
-29.296	-6.6191
-28.354	-5.6921
-27.709	-4.7656
-26.17	-3.0447
-24.332	-1.1914
-23.09	0
-21.551	1.4561
-20.856	2.2504
-19.217	4.1037
-17.479	5.6921
-15.791	7.5456
-13.656	9.5312
-12.166	11.12
-10.627	12.708
-9.5837	13.635
-7.9451	15.223
-6.3063	16.547
-5.2139	17.341
-4.4193	17.739
-2.9794	18.533
-1.6387	19.195
-0.64554	19.724
-0.19863	19.857
