"""Matamoros et. al 1999 Specimen c10-05 South"""	
6.1976	24.86555874
6.7818	25.17693426
7.8994	25.5772742
8.4582	23.97591442
9.0424	25.66623863
9.6012	27.17863398
10.1854	28.46861824
10.7188	29.58067364
11.3284	30.33687131
11.9126	31.00410455
12.6746	31.62685558
13.1826	32.60546433
13.7922	33.49510865
14.351	34.2068241
15.2908	35.05198621
15.7734	35.98611274
16.4338	36.65334598
16.9672	37.45402587
17.8308	38.25470576
18.415	39.05538565
18.923	39.94502997
19.5834	40.52329878
20.4978	41.23501423
21.0566	42.12465855
21.6408	42.92533844
22.2758	43.77050054
23.0886	43.72601833
23.6982	44.34876935
24.2824	44.92703816
24.892	45.81668248
25.4	45.81668248
26.162	46.7063268
26.67	47.15114896
27.432	47.59597112
27.94	47.59597112
28.448	48.04079328
29.21	48.48561544
29.718	48.9304376
30.48	48.9304376
30.988	49.37525976
31.75	49.82008192
32.258	49.82008192
33.02	49.82008192
33.782	50.70972624
34.29	50.70972624
35.052	50.70972624
35.56	50.70972624
36.322	50.70972624
36.83	51.1545484
37.338	51.1545484
38.1	50.70972624
37.592	46.7063268
37.084	43.45912503
36.576	40.65674542
35.56	35.5857728
34.798	32.91683984
33.782	28.15724273
33.02	25.26589869
32.258	23.17523454
31.75	21.04008817
31.242	19.03838845
30.48	16.76979543
29.718	15.03498901
29.21	13.21121815
28.448	11.65434059
27.686	9.608158656
27.178	8.140245528
26.67	6.805779048
26.162	5.604759216
25.2476	4.096812094
24.6888	2.922481591
23.9522	1.77928864
23.4442	0.827369218
22.7584	-0.202394083
22.1742	-1.107607178
21.4884	-2.08621593
20.955	-2.91803337
20.2438	-3.945572559
19.6342	-4.581668248
19.177	-5.33786592
18.6436	-5.960616944
17.4498	-6.939225696
16.9672	-7.695423368
16.4084	-8.22920996
16.002	-8.851960984
15.113	-9.11885428
14.6558	-10.0084986
14.1224	-10.67573184
13.589	-11.120554
12.5984	-11.65434059
12.1412	-12.36605605
11.811	-12.85536042
11.7602	-13.16673594
10.0584	-13.92293361
9.6012	-14.54568463
8.8392	-15.16843566
8.4328	-15.5687756
7.62	-16.10256219
7.0104	-16.76979543
6.4262	-17.34806424
5.8674	-17.61495754
5.0038	-18.19322634
4.4958	-18.94942402
3.937	-19.1718351
3.3274	-19.83906834
2.53492	-20.23940828
1.96088	-21.08457038
1.40208	-21.26249925
0.83312	-21.84076806
-0.0124968	-22.46351908
-0.5715	-23.0862701
-1.15316	-23.48661005
-1.71958	-24.37625437
-2.7178	-25.08796982
-3.2766	-25.75520306
-3.8354	-26.37795409
-4.4196	-26.91174068
-5.08	-27.5344917
-5.6642	-28.42413602
-6.2484	-28.95792262
-6.858	-29.40274478
-7.62	-30.42583574
-8.2296	-31.4044445
-8.8138	-31.76030222
-9.3726	-32.82787541
-10.1346	-33.361662
-10.7188	-34.02889524
-11.303	-34.82957513
-12.0396	-35.36336172
-12.9032	-36.51989934
-13.4874	-37.00920371
-14.097	-37.67643695
-15.2654	-39.01090343
-16.4084	-40.61226321
-17.653	-41.19053202
-19.0246	-42.03569412
-20.5232	-43.14774952
-21.717	-44.2153227
-22.9108	-44.92703816
-24.1046	-45.37186032
-25.3746	-46.26150464
-26.416	-47.15114896
-27.94	-47.59597112
-29.21	-48.04079328
-31.496	-48.48561544
-33.02	-49.37525976
-34.036	-49.82008192
-35.56	-49.82008192
-36.83	-50.26490408
-38.1	-50.26490408
-37.338	-43.28119617
-35.306	-35.76370166
-34.29	-31.18203342
-33.02	-26.51140074
-32.004	-22.19662578
-30.48	-18.19322634
-29.21	-14.54568463
-27.94	-11.29848286
-26.924	-8.362656608
-25.3746	-5.426830352
-24.1046	-2.846861824
-22.7584	-0.52933837
-21.7932	1.55687756
-20.32	3.42068241
-19.0246	5.026490408
-17.7546	6.22751024
-17.1958	6.939225696
-16.4084	7.7843878
-15.9512	8.051281096
-15.1892	8.095763312
-14.6558	9.252300928
-13.9192	9.430229792
-13.4366	10.40883854
-12.5984	10.63124962
-12.065	11.47641173
-11.557	11.9657161
-11.049	12.32157383
-10.0076	13.03328929
-9.4742	13.6115581
-8.9154	14.10086247
-8.4074	14.59016685
-7.62	14.90154236
-7.0866	15.34636452
-6.7056	15.92463333
-6.3246	16.36945549
-5.08	16.76979543
-4.572	17.5259931
-4.0132	17.92633305
-3.4798	18.46011964
-2.5654	18.0597797
-1.99136	19.08287066
-1.40716	19.52769282
0.037592	20.55078379
0.61976	21.26249925
1.19126	21.66283919
1.7526	22.10766135
2.6162	22.73041238
3.175	22.90834124
3.7592	23.66453891
4.318	24.10936107
5.0546	24.64314766
5.6642	25.3103809
6.223	25.75520306
6.8326	26.46691852
7.62	27.00070511
8.1534	27.49000949
8.7376	28.11276051
9.3472	28.82447597
10.2362	29.1803337
10.7696	30.11446023
11.3284	30.82617569
11.938	31.27099785
12.6492	31.76030222
13.2334	32.5164999
13.7922	33.31717978
14.351	33.85096638
15.2654	34.2068241
15.748	34.91853956
16.4084	35.71921945
16.9672	35.89714831
17.78	36.4309349
18.3388	37.23161479
18.9484	37.89884803
19.5072	38.47711684
20.3708	38.61056349
20.9296	39.58917224
21.5392	39.98951218
22.1742	40.47881656
22.9108	40.8791565
23.5204	41.19053202
24.13	41.54638974
24.7142	42.08017634
25.3492	42.12465855
26.416	43.19223174
27.94	43.50360725
28.448	44.08187606
29.21	44.43773378
29.718	44.92703816
30.226	44.92703816
30.988	45.81668248
31.496	45.81668248
32.004	45.81668248
33.02	46.26150464
33.528	46.7063268
34.036	46.26150464
34.798	46.26150464
35.56	47.15114896
36.322	47.15114896
36.83	47.59597112
37.338	47.59597112
38.1	47.59597112
37.592	42.61396293
37.084	40.21192326
36.576	37.63195474
35.56	33.13925092
34.798	30.8706579
34.29	28.42413602
33.782	26.33347187
33.02	24.15384329
32.512	21.9742147
32.004	20.15044385
31.242	18.28219078
30.48	15.96911554
29.972	14.14534469
29.464	12.58846713
28.956	11.07607178
27.686	9.029889848
27.178	7.517494504
26.67	6.360956888
26.162	5.070972624
25.654	4.021192326
24.9936	2.877999375
24.4602	2.068423044
23.876	1.236605605
22.733	-0.357637017
22.1996	-1.209916275
21.6916	-1.89049418
21.1582	-2.633347187
20.6248	-3.064824682
20.574	-2.33531634
20.0406	-3.852159906
19.5326	-4.89304376
18.9992	-5.871652512
17.6022	-7.606458936
17.0942	-8.45162104
16.5862	-8.095763312
16.0528	-9.11885428
15.0622	-10.14194525
14.5034	-10.89814292
13.9954	-11.34296508
13.462	-11.83226946
12.573	-12.27709162
12.0904	-13.03328929
11.557	-13.52259366
11.0236	-13.92293361
10.1092	-14.36775577
9.6012	-15.21291787
9.0932	-15.47981117
8.5598	-16.14704441
7.4676	-16.36945549
6.9342	-17.08117094
6.3246	-17.48151089
5.8166	-17.92633305
5.0292	-18.6380485
4.5212	-19.30528174
3.937	-19.48321061
2.51968	-20.59526601
1.39954	-21.57387476
0.220726	-22.68593016
-0.91948	-23.6200567
-1.50368	-24.28728994
-2.5908	-24.77659431
-3.0988	-25.53279198
-3.7084	-25.93313193
-4.2672	-26.6893296
-5.1308	-27.26759841
-5.715	-27.40104506
-6.2992	-28.02379608
-6.8834	-29.26929813
-7.7978	-29.66963807
-8.382	-30.55928239
-8.9408	-30.8706579
-9.525	-31.4044445
-10.1092	-31.67133779
-10.1092	-31.35996228
-10.6934	-32.73891098
-11.2522	-33.27269757
-11.8364	-33.76200194
-12.7762	-34.56268183
-13.3858	-35.14095064
-14.3256	-35.89714831
-15.2654	-36.78679263
-16.0782	-37.58747252
-16.8148	-38.12125911
-17.9578	-38.87745678
-18.7198	-39.7671011
-19.5072	-40.25640548
-20.3454	-40.83467429
-21.1836	-41.36846088
-21.971	-41.90224747
-22.987	-42.16914077
-23.9776	-42.96982066
-24.5872	-43.19223174
-25.3746	-43.59257168
-26.162	-44.08187606
-26.924	-44.2153227
-27.686	-44.2153227
-28.448	-44.92703816
-29.464	-45.37186032
-30.226	-45.37186032
-30.988	-45.81668248
-31.75	-46.26150464
-32.512	-46.26150464
-33.274	-46.26150464
-34.036	-46.26150464
-35.56	-45.81668248
-36.322	-45.81668248
-37.084	-46.7063268
-37.846	-46.26150464
-38.1	-46.26150464
-37.592	-41.67983639
-37.084	-38.25470576
-35.306	-33.53959086
-34.544	-30.60376461
-33.782	-27.75690278
-32.766	-24.4652188
-32.004	-21.88525027
-31.496	-19.43872839
-30.734	-17.21461759
-29.972	-14.99050679
-29.21	-12.94432486
-27.686	-10.45332076
-27.178	-8.496103256
-26.416	-6.538885752
-25.654	-4.89304376
-24.8158	-3.260546433
-24.0792	-1.672531322
-22.7838	0.256217564
-22.0726	1.579118668
-21.5138	2.673381182
-20.2946	3.945572559
-19.6342	5.204419272
-18.923	5.916134728
-17.7292	7.33956564
-17.018	8.00679888
-16.2814	8.67403212
-15.1892	9.608158656
-14.4526	10.49780298
-13.6906	11.120554
-12.7254	11.78778724
-11.8872	12.2326094
-11.3284	12.89984264
-10.2108	13.92293361
-9.398	14.90154236
-8.7122	15.34636452
-7.62	15.8356689
-6.9342	16.81427765
-6.3754	17.25909981
-5.1054	17.65943975
-4.3688	18.6380485
-3.5814	19.08287066
-2.54	19.83906834
-1.80594	20.32837271
-1.08204	20.90664152
-0.170688	21.3959459
0.59182	22.33007243
1.3335	22.77489459
2.5908	23.30868118
3.3782	24.37625437
4.1402	24.4652188
5.1562	25.22141647
5.8928	26.15554301
6.6548	26.64484738
7.62	27.31208062
8.3566	28.51310046
9.144	29.09136926
10.1346	29.53619142
10.8966	30.42583574
11.6332	30.8706579
12.6492	31.35996228
13.4366	31.93823109
14.1732	33.00580427
15.2908	33.76200194
16.0274	34.38475297
16.7894	35.18543286
17.7292	35.98611274
18.542	36.65334598
19.2786	36.92023928
20.0914	37.85436582
21.082	38.69952792
21.8694	39.36676116
22.6314	39.85606554
23.5966	40.61226321
24.384	41.1460498
25.1968	41.54638974
26.162	42.12465855
26.924	41.94672969
27.686	42.96982066
28.702	43.01430287
29.464	43.6370539
30.226	42.96982066
30.988	43.6370539
31.75	43.85946498
33.02	44.482216
33.782	44.482216
34.544	44.482216
35.56	44.92703816
36.068	45.81668248
37.084	45.37186032
38.1	45.37186032
38.862	45.81668248
39.878	45.81668248
40.64	46.26150464
41.402	46.26150464
42.164	46.26150464
43.18	45.81668248
43.688	45.81668248
44.45	45.81668248
25.1968	-4.715114896
24.3078	-6.405439104
23.749	-7.473012288
22.7838	-8.629549904
22.1234	-9.830569736
21.3868	-10.76469627
20.2184	-11.47641173
19.2278	-12.81087821
17.5768	-13.47811145
16.9164	-14.59016685
16.256	-15.16843566
15.113	-15.47981117
13.6906	-17.21461759
12.6746	-17.7928864
11.6078	-18.32667299
10.16	-19.66113947
8.9916	-20.50630158
7.5692	-21.26249925
6.5024	-22.59696573
5.08	-23.26419897
3.937	-24.42073658
2.5273	-24.95452318
1.37922	-26.06657858
0.191516	-26.9562229
-0.98298	-27.5344917
-2.5654	-28.55758267
-3.7338	-29.84756694
-5.207	-30.38135353
-6.35	-31.53789114
-7.6454	-31.67133779
-8.89	-32.96132206
-10.0584	-33.80648416
-11.2014	-34.69612848
-12.7508	-34.96302178
-13.8938	-36.4309349
-15.24	-36.74231042
-16.4084	-37.58747252
-17.8054	-38.25470576
-19.0246	-38.47711684
-20.32	-39.63365446
-21.5392	-40.38985213
-22.7584	-40.3008877
-24.003	-41.32397866
-25.4	-41.32397866
-26.67	-41.54638974
-27.94	-42.08017634
-28.956	-42.21362298
-30.226	-42.5249985
-31.496	-42.79189179
-33.02	-43.23671395
-34.29	-43.54808946
-35.306	-43.94842941
-36.576	-44.39325157
-38.1	-43.94842941
-39.116	-44.92703816
-40.64	-44.25980492
-41.656	-43.99291162
-43.18	-43.99291162
-44.704	-43.77050054
-43.942	-37.63195474
-41.91	-29.04688705
-38.354	-17.74840418
-36.068	-11.43192951
-33.02	-5.026490408
-30.48	-0.202838905
-27.94	3.629748826
-25.273	6.627850184
-22.6568	9.074372064
-20.447	10.8536607
-20.4978	10.54228519
-17.6784	13.70052253
-15.1638	15.52429338
-12.6746	17.08117094
-10.1346	18.6380485
-7.8232	20.32837271
-5.0292	21.84076806
-2.7686	23.70902113
-0.050038	24.82107653
2.5908	26.33347187
5.1054	27.89034943
7.6454	29.26929813
10.1346	30.95962234
12.5222	32.47201768
15.1892	33.85096638
17.7292	34.7406107
20.2692	36.4309349
22.86	37.49850809
25.273	38.52159906
27.94	39.54469002
30.48	40.25640548
33.02	40.65674542
35.56	41.50190753
38.1	41.4129431
40.386	41.9912119
43.18	42.16914077
44.45	41.85776526
43.434	35.05198621
40.386	23.75350334
38.1	16.19152662
35.56	10.09746303
33.02	4.425980492
30.48	-0.43859465
27.94	-4.399291162
22.7584	-11.120554
20.2438	-13.38914702
17.6022	-15.52429338
15.1384	-17.43702867
12.6492	-19.52769282
10.1092	-21.44042811
7.5692	-23.0862701
5.2832	-24.59866545
2.46888	-26.20002522
-0.199898	-27.66793835
-2.5908	-29.26929813
-5.2832	-30.64824682
-7.62	-31.89374887
-10.033	-32.82787541
-12.3952	-34.11785967
-15.3924	-34.78509291
-17.7546	-36.38645269
-20.2184	-37.67643695
-22.733	-38.34367019
-25.1714	-38.34367019
-27.686	-39.32227894
-30.48	-39.58917224
-33.02	-40.52329878
-35.814	-40.56778099
-38.1	-41.05708537
-40.64	-41.27949645
-42.926	-41.67983639
-44.196	-41.23501423
-43.688	-34.25130632
-43.18	-31.18203342
-40.386	-21.79628584
-38.354	-14.76809571
-36.068	-9.029889848
-32.766	-4.537186032
-30.226	1.636945549
-27.94	5.471312568
-25.908	8.184727744
-22.733	10.76469627
-19.8882	13.47811145
-17.7038	14.81257793
-15.6464	16.54738435
-12.827	17.83736862
-10.2616	19.7501039
-7.874	21.61835698
-5.5118	22.73041238
-2.5019	24.1983255
-0.31242	25.26589869
2.5654	26.46691852
5.4356	27.75690278
7.747	29.09136926
10.1854	30.11446023
14.859	31.93823109
17.1704	32.96132206
20.193	33.67303751
22.9362	33.53959086
25.3746	33.85096638
27.94	33.71751973
30.48	33.361662
33.02	32.82787541
35.306	32.47201768
37.846	31.35996228
40.386	30.69272904
42.164	29.66963807
33.02	29.80308472
35.56	29.80308472
38.1	29.49170921
41.656	29.00240483
41.402	29.09136926
41.656	29.00240483
41.91	27.71242057
	
