Saatcioglu et al. Column BG-9	
-12.01354	-129.4418237
-12.51313	-129.7010334
-13.01273	-131.4073556
-13.51233	-133.3893009
-14.01192	-133.6141033
-14.51152	-133.7010334
-15.02834	-135.4815805
-15.51071	-137.3548328
-16.0103	-138.1308207
-16.5099	-140.0094225
-17.00949	-140.4753191
-17.50909	-140.768997
-18.00868	-142.3719757
-18.50828	-143.0790274
-19.00787	-145.6122796
-19.50747	-146.0093009
-20.00706	-147.5088754
-20.50666	-148.1126444
-21.02348	-148.3427356
-21.50585	-150.9394529
-22.00544	-151.4054103
-22.50504	-153.215076
-23.00463	-153.9910638
-23.50423	-154.353617
-24.00382	-155.749848
-24.50342	-156.3535562
-25.00302	-157.2674164
-25.50261	-159.1459574
-26.01943	-159.8239514
-26.5018	-160.3878419
-27.0014	-162.1631003
-27.51822	-162.9099696
-28.00059	-163.5772644
-28.50018	-164.5944681
-29.017	-165.2035258
-29.5166	-166.9787234
-30.01619	-167.9269909
-30.51579	-168.6685106
-31.01538	-169.4100912
-31.51498	-170.0482675
-32.01458	-171.23769
-32.51417	-171.6347112
-33.01376	-173.0997568
-33.51336	-174.1858359
-34.01295	-174.8929483
-34.51255	-176.151307
-35.01215	-176.686079
-35.51174	-177.1175076
-36.01133	-178.7204255
-36.51093	-179.2207295
-37.02775	-179.6919757
-37.51012	-180.0835866
-38.00972	-180.8939818
-38.50931	-181.9111854
-39.00891	-182.1702736
-39.52573	-183.3651064
-40.00809	-184.5146505
-40.50769	-185.6351976
-41.00729	-186.2733131
-41.50688	-186.4979939
-42.00648	-187.1705775
-42.50607	-187.7398176
-43.00567	-187.5854711
-43.50526	-188.4992705
-44.00486	-186.7255319
-44.50445	-190.1200608
-45.00405	-190.1035258
-45.50364	-191.155076
-46.00324	-191.4831003
-46.52006	-192.5056535
-47.01966	-193.1781763
-47.50202	-191.7436474
-48.00162	-193.0708207
-48.50121	-193.398845
-49.01804	-194.2490578
-49.5004	-194.8817629
-50.01723	-194.9739818
-50.51682	-192.9245593
-51.01642	-195.8022492
-51.51601	-195.0277204
-52.03283	-196.4291185
-52.5152	-195.063465
-53.0148	-196.9419453
-53.51439	-196.0640122
-54.01399	-197.32231
-54.51358	-196.8578116
-55.01318	-197.0479635
-55.51277	-197.2381155
-56.01237	-196.4979939
-56.51196	-195.8956839
-57.01156	-197.7396353
-57.51115	-197.4474772
-58.01075	-198.9813374
-58.51035	-199.1370213
-59.00994	-199.2582371
-59.50953	-199.0004863
-60.00913	-199.6730091
-60.50872	-198.726079
-61.00832	-197.021155
-61.50792	-199.6576292
-62.00751	-199.5031611
-62.50711	-200.1756839
-63.0067	-198.6085714
-63.50629	-200.6937386
-64.00589	-197.9551368
-64.50549	-199.5579331
-65.00508	-198.4731915
-65.50468	-199.283465
-66.00427	-197.9231003
-66.50387	-196.8382979
-67.00346	-190.7920365
-66.48664	-144.9435258
-65.98705	-139.6885106
-65.48745	-138.3269909
-64.98785	-133.3131307
-64.48826	-129.505228
-63.98866	-128.5916109
-63.48907	-124.6458359
-62.98947	-121.1824924
-62.48988	-117.3057143
-61.99028	-113.8767781
-61.49069	-110.5857143
-60.99109	-106.7778116
-60.4915	-105.5540426
-59.9919	-100.8158055
-59.49231	-97.07677812
-58.99271	-96.67993921
-58.49312	-93.11319149
-57.99352	-88.37495441
-57.49393	-84.60145897
-56.99433	-82.41294833
-56.49474	-79.19075988
-55.99514	-75.93410334
-55.47832	-73.74018237
-54.99595	-70.48887538
-54.49636	-66.85319149
-53.97953	-65.48620061
-53.49717	-64.54340426
-52.99757	-62.11361702
-52.49797	-58.51241337
-51.99838	-56.04820669
-51.49878	-53.96299088
-50.99919	-51.29204863
-50.4996	-48.44882067
-49.98277	-46.87506383
-49.48318	-43.92846809
-48.98358	-42.36007903
-48.48399	-40.20593921
-47.98439	-38.12071733
-47.48479	-35.00184802
-46.9852	-33.9847234
-46.48561	-32.41632219
-45.98601	-30.26217629
-45.48642	-27.93576292
-44.98682	-25.05805471
-44.48722	-21.80134347
-43.98763	-20.9220304
-43.48803	-18.35441337
-42.98844	-15.99353191
-42.48885	-14.8041155
-41.98925	-12.58105167
-41.48965	-10.39243161
-40.99006	-9.444200608
-40.49046	-6.497574468
-39.99087	-4.619044377
-39.49127	-2.189238298
-38.99168	-1.585543465
-38.49208	0.809807295
-37.99249	3.446352584
-37.49289	4.49796231
-36.9933	6.410954407
-36.4937	8.358407295
-35.99411	9.272194529
-35.49451	11.11629179
-34.99492	11.75443769
-34.49532	12.56488146
-33.99573	15.89053495
-33.49613	17.52789666
-32.99654	19.4753617
-32.49694	21.21609119
-31.99734	22.26771429
-31.48052	24.18609726
-30.99816	26.16265046
-30.49856	26.45626748
-29.99897	28.47264438
-29.49937	30.35120365
-28.98255	31.92503951
-28.48295	32.66657751
-27.98336	34.51068693
-27.48376	36.35479635
-26.98417	36.68288754
-26.48457	38.59590881
-25.98498	40.33665653
-25.48538	41.73284498
-24.96856	43.34115502
-24.48619	44.52525836
-23.9866	45.43908815
-23.487	47.04201216
-22.97018	47.44440122
-22.47058	49.73643161
-21.98822	51.19617021
-21.48862	51.97218845
-20.98903	53.43730699
-20.48943	54.10995137
-19.98984	56.43644377
-19.49024	57.21246809
-18.99065	58.539769
-18.49105	59.21243161
-17.99146	60.81537994
-17.49186	61.38468085
-16.99227	63.50443769
-16.49267	64.03927052
-15.99307	65.84893617
-15.49348	66.59051672
-14.99388	67.91781155
-14.49429	68.55604863
-13.99469	70.22790274
-13.4951	70.90054711
-12.97828	72.37106383
-12.49591	73.10723404
-11.97908	74.54328267
-11.49672	75.07276596
-10.99712	76.67574468
-10.49753	77.38285714
-9.997932	77.88322188
-9.498337	79.52066869
-8.998742	80.46893617
-8.499146	81.27945289
-7.999552	82.05544073
-7.482729	83.73270517
-6.965907	83.92838906
-6.483539	86.35288754
-5.983944	86.88772036
-5.484349	88.28395137
-4.984754	89.06
-4.467931	90.08261398
-3.985563	91.43902736
-3.485968	92.31841945
-2.986373	93.40455927
-2.486778	93.87045593
-1.987183	95.37009119
-1.487588	96.11161094
-0.9879924	97.19775076
-0.4883973	97.83598784
0.01119782	98.47422492
0.510793	100.1116109
1.027616	100.5484498
1.509983	102.8351976
2.009578	103.2666869
2.509173	103.2502128
3.025996	105.0652888
3.508364	105.4569605
4.007959	106.8187234
4.507554	107.3190881
5.007149	108.7153191
5.506744	109.2846201
6.00634	110.6808511
6.505935	111.250152
7.00553	112.405228
7.505125	113.1467477
8.004721	112.9925228
8.504315	115.0434043
9.003911	115.6816413
9.503506	116.9744681
10.0031	117.543769
10.51992	118.6007903
11.00229	119.1992097
11.50189	120.5265046
12.00148	121.2680851
12.50108	122.3197568
13.00067	123.1646809
13.50027	123.7684498
14.01709	125.3078419
14.51668	125.8426748
15.01628	127.0666261
15.51587	128.0149544
16.01547	126.068997
16.51506	130.2216413
17.01466	130.7909422
17.51426	131.0845593
18.01385	132.3429787
18.51344	132.8778116
19.01304	133.6882675
19.51264	134.5676596
20.02946	135.6591489
20.51183	136.2919757
21.02865	137.7279635
21.51101	136.8792705
22.02784	139.4867477
22.51021	139.6027356
23.0098	140.7922188
23.5094	140.7757447
24.00899	142.6198784
24.50859	143.2925228
25.00818	144.5164742
25.50778	144.8790274
26.00737	146.6197568
26.50697	146.7066261
27.00656	147.7238298
27.50616	148.3964742
28.00575	149.172462
28.50535	147.1576292
29.02217	147.3877204
29.50454	150.1567173
30.00413	152.1386626
30.50373	152.6045593
31.00332	154.0351976
31.50292	155.0178723
32.00251	155.8972644
32.50211	157.0522796
33.00171	158.1382979
33.5013	158.466383
34.00089	159.5869301
34.50049	159.8116109
35.00008	160.8288146
35.51691	162.161459
36.0165	162.7651672
36.5161	163.5755623
37.01569	164.5927052
37.51529	164.817386
38.03211	166.3912462
38.51448	167.0928875
39.01407	166.8007903
39.51367	167.783465
40.01326	168.9728875
40.51286	169.4043161
41.01245	169.2155015
41.51205	169.4746505
42.01164	171.2497872
42.51124	172.0601824
43.01083	172.3537386
43.51043	172.7851672
44.01003	173.7333739
44.50962	174.302614
45.00922	175.2508207
45.50881	175.8200608
46.0084	177.0438906
46.508	177.406383
47.0076	177.6654711
47.50719	178.2347112
48.00679	178.907234
48.50638	179.648693
49.00598	179.5632827
49.50557	179.8567781
50.00517	180.5638298
50.50476	180.9607903
51.00436	181.4265653
51.50395	181.788997
52.00355	181.6001824
52.50314	182.0315502
53.00274	182.4973252
53.50233	182.7564134
54.00193	183.9802432
54.50152	182.7577508
55.00112	183.7748328
55.50071	185.2742857
56.00031	186.4981155
56.51713	188.8987234
57.03395	189.7488754
57.51632	189.9681459
58.01591	190.5717325
58.51551	191.7266261
59.01511	191.3654711
58.49828	157.0938602
59.01511	180.3053495
59.5147	182.5628571
60.0143	183.71769
60.51389	185.5961702
61.01349	186.5442553
61.51308	187.6646809
62.01268	187.8893009
62.5295	187.9813982
63.01187	187.8560486
63.51146	187.0469909
64.01106	188.6152584
64.51065	185.5665653
65.01025	186.2735562
65.50984	186.9115502
66.00944	187.8941033
65.49261	149.6946505
64.99302	143.4748936
64.49342	141.5620669
63.99383	136.6515502
63.49424	130.9141641
62.99464	128.828997
62.49504	127.2262614
61.99545	124.2452888
61.49585	118.4044985
60.99626	117.6286322
60.49667	112.0290578
59.99707	111.2876596
59.49747	105.9292401
58.99788	105.0500304
58.49828	98.79574468
57.99869	97.39969605
57.49909	94.93550152
56.9995	89.71489362
56.4999	88.90455927
55.98308	83.4718541
55.48349	82.66151976
54.98389	77.47537994
54.48429	76.76838906
53.9847	72.09908815
53.4851	71.39203647
52.98551	68.20431611
52.48592	65.11987842
51.98632	64.65410334
51.48672	61.22510638
50.98713	57.14151976
50.48753	56.43451064
49.98794	53.00555015
49.48834	52.64308815
48.97152	48.14065046
48.48915	47.81800608
47.98956	46.00842553
47.48996	43.54419453
46.99037	39.9773921
46.49077	37.23751368
45.99118	37.01286322
45.47435	34.12979331
44.99199	31.70537386
44.49239	26.72590274
43.9928	26.15669301
43.4932	25.72528875
42.99361	25.19052888
42.49401	19.28075988
41.99442	18.47035258
41.49482	14.45561702
40.99523	13.71412158
40.49563	13.24825532
39.97881	9.882784195
39.49644	9.525653495
38.97962	6.504735562
38.49725	6.182054711
37.99765	3.304321581
37.49806	-0.365871976
36.98124	-1.043849848
36.49887	-1.986730699
35.99928	-5.140106991
35.49968	-5.571533131
34.98286	-8.006729483
34.48326	-8.300340426
33.98367	-10.0066079
33.48407	-12.43643769
32.98448	-14.48725836
32.48488	-14.60860182
31.98529	-17.3829848
31.48569	-19.91618845
30.9861	-22.38048024
30.4865	-23.36320973
29.96968	-23.76556231
29.48731	-26.32784802
28.97049	-26.83357447
28.47089	-28.84996353
27.98853	-31.13662006
27.48893	-32.22271733
26.98933	-32.13733739
26.48974	-35.01509422
25.99014	-36.7558541
25.49055	-36.70493617
24.99095	-38.99696049
24.49136	-39.87634043
23.99176	-42.03054711
23.49217	-42.90991489
22.97535	-44.44932523
22.49298	-45.08213982
21.99338	-47.23635866
21.49379	-48.01237082
20.97696	-50.68879027
20.4946	-51.63170821
19.995	-52.40773252
19.49541	-52.90810334
18.99581	-55.6825228
18.47899	-56.91182979
17.99662	-57.64801216
17.49703	-57.28702128
16.99743	-59.06224316
16.48061	-59.49908815
15.99824	-61.92358663
15.48142	-62.53270517
14.99905	-63.95799392
14.49946	-65.59544073
13.99986	-66.44036474
13.48304	-67.04948328
12.98344	-69.16924012
12.48385	-69.94528875
11.98425	-70.6868693
11.48466	-71.25617021
10.98506	-73.37592705
10.48547	-74.18638298
9.985873	-74.82462006
9.486279	-76.84103343
8.986683	-77.65148936
8.469861	-78.15732523
7.987493	-80.13386018
7.487897	-81.08218845
6.988302	-81.5481459
6.488707	-82.04851064
5.971885	-84.13920973
5.489517	-84.77203647
4.989922	-85.20352584
4.490326	-85.70395137
3.990731	-88.75404255
3.491136	-89.4956231
2.974314	-89.89799392
2.491946	-90.28966565
1.992351	-91.99598784
1.492756	-92.39300912
0.9931607	-92.58328267
0.4935656	-94.9787234
-0.006029591	-95.41021277
-0.5056247	-95.73835866
-1.00522	-97.8581155
-1.504815	-98.1862614
-2.00441	-98.41100304
-2.504005	-99.53155015
-3.003601	-99.96303951
-3.503196	-100.3601216
-4.002791	-100.8949544
-4.502386	-102.2911854
-5.001981	-103.6184802
-5.501576	-103.7398784
-6.001172	-106.1697264
-6.500767	-106.2566565
-7.000362	-107.6529483
-7.517184	-109.6402432
-8.016779	-110.0028571
-8.516374	-110.1931307
-9.015969	-112.7952584
-9.515564	-113.1234043
-10.01516	-114.5196353
-10.51475	-115.0544681
-11.01435	-115.5203647
-11.51394	-117.2956231
-12.01354	-117.7959878
-12.51313	-118.158541
-13.01273	-119.2447416
-13.51233	-119.4350152
-14.01192	-120.76231
-14.51152	-121.1593313
-15.01111	-123.2790881
-15.51071	-123.572766
-16.0103	-125.2790881
-16.5099	-125.7105167
-17.00949	-126.7621884
-17.50909	-127.6760486
-18.00868	-128.1074772
-18.50828	-129.9516109
-19.00787	-130.2452888
-19.50747	-130.7801216
-20.00706	-131.7973252
-20.50666	-132.0909422
-21.00625	-133.7283891
-21.52308	-134.0618237
-22.00544	-135.6593921
-22.50504	-136.0219453
-23.00463	-136.7290578
-23.50423	-137.0226748
-24.00382	-139.0046201
-24.50342	-139.8840122
-25.00302	-140.5221884
-25.50261	-141.4704559
-26.0022	-142.1086322
-26.5018	-143.5393313
-27.0014	-144.1085714
-27.50099	-144.5055927
-28.00059	-145.5572036
-28.50018	-146.4710638
-29.017	-147.2868693
-29.53382	-148.1026748
-30.03342	-149.1543465
-30.51579	-149.9249848
-31.01538	-150.4597568
-31.51498	-151.9937386
-32.01458	-152.5285714
-32.51417	-153.3734347
-33.01376	-154.3217021
-33.51336	-154.098541
-34.01295	-155.3568389
-34.51255	-156.0639514
-35.01215	-156.736535
-35.51174	-157.1679635
-36.01133	-158.0128875
-36.51093	-158.651003
-37.01052	-160.253921
-37.51012	-160.7197568
-38.00972	-161.2201216
-38.50931	-161.7893617
-39.00891	-163.0132523
-39.5085	-164.2026748
-40.02532	-165.1562918
-40.50769	-164.7209119
-41.00729	-166.1514894
-41.50688	-166.8241337
-42.00648	-165.5328267
-42.50607	-167.2734954
-43.00567	-168.152766
-43.50526	-168.9631611
-44.00486	-169.8424924
-44.50445	-167.9998176
-45.00405	-170.2229179
-45.52087	-170.4184802
-46.00324	-171.6025532
-46.50283	-171.4137386
-47.00243	-173.3266869
-47.50202	-173.8269301
-48.00162	-174.3617021
-48.50121	-174.9309422
-49.00081	-172.8815198
-49.5004	-175.9314894
-50.03445	-175.6500304
-50.51682	-175.8693009
-51.01642	-174.4055927
-51.51601	-176.4908207
-52.01561	-176.3708815
-52.5152	-177.5602432
-53.0148	-174.8906991
-53.51439	-177.0103343
-54.01399	-176.7869909
-54.51358	-178.4587234
-55.01318	-177.8220061
-55.51277	-178.6323404
-56.04682	-180.0391489
-56.51196	-179.8051064
-57.01156	-180.9944681
-57.51115	-180.3921581
-58.01075	-182.0294225
-58.51035	-181.9094833
-59.00994	-181.9617629
-59.50953	-181.8418237
-60.00913	-181.7218237
-60.50872	-182.256535
-61.00832	-183.0668693
-61.50792	-182.2922188
-62.00751	-182.9302736
-62.50711	-183.223769
-63.0067	-183.2415805
-63.50629	-181.9846201
-64.00589	-183.8629787
-64.50549	-183.846383
-65.02231	-184.1107599
-65.50468	-184.5366565
-66.00427	-179.5930091
-66.50387	-182.8840122
-67.00346	-179.0773252
-66.48664	-146.0116109
-65.98705	-140.1708815
-65.48745	-137.8790881
-64.98785	-135.793921
-64.48826	-129.9876596
-63.98866	-127.7991489
-63.48907	-123.4399392
-62.98947	-120.3555623
-62.48988	-117.3401824
-61.99028	-113.601155
-61.49069	-110.6546505
-60.99109	-109.3274772
-60.4915	-104.4858967
-59.9919	-102.4696657
-59.49231	-97.93817629
-58.99271	-96.95556231
-58.49312	-91.59714286
-57.99352	-88.58170213
-57.49393	-85.39398176
-56.99433	-83.2743465
-56.49474	-79.29410334
-55.97791	-76.54893617
-55.49554	-73.43544073
-54.99595	-71.31580547
-54.49636	-67.6112462
-53.99676	-65.76717325
-53.49717	-64.47446809
-52.99757	-60.76989666
-52.49797	-59.30488146
-51.99838	-56.25493617
-51.49878	-53.79071125
-50.99919	-51.80887538
-50.4996	-49.99930091
-49.98277	-47.11624924
-49.48318	-44.20410942
-48.98358	-41.18860182
-48.48399	-38.9311003
-47.98439	-37.81062006
-47.48479	-35.58758055
-46.9852	-33.19225532
-46.48561	-30.62465653
-45.98601	-28.60832827
-45.48642	-26.17855319
-44.98682	-23.57648632
-44.47	-22.6228997
-43.98763	-19.57828571
-43.48803	-19.14688146
-42.98844	-15.26997568
-42.48885	-13.28809119
-41.98925	-10.34146505
-41.48965	-9.28987234
-40.99006	-7.445805471
-40.49046	-5.153823708
-39.99087	-3.654297872
-39.47404	-0.874567781
-38.99168	0.895226748
-38.49208	3.497306991
-37.99249	4.480005471
-37.49289	5.703894833
-36.9933	8.271525836
-36.4937	9.254243161
-35.99411	10.71931307
-35.49451	11.59865653
-34.99492	14.23520973
-34.49532	14.39100912
-33.99573	18.405769
-33.49613	19.69857751
-32.99654	22.19731307
-32.49694	23.14557447
-31.99734	25.02413374
-31.49775	26.97159271
-30.99816	28.98796353
-30.48133	30.07942857
-29.99897	32.15934954
-29.49937	33.55553191
-28.99977	34.12479027
-28.48295	35.93981763
-27.98336	37.6116535
-27.48376	39.45575684
-26.98417	40.23175684
-26.48457	41.59351368
-25.98498	43.40316109
-25.48538	44.14471733
-24.98579	45.95438298
-24.48619	47.79848632
-23.96937	48.57987234
-23.487	50.00515502
-22.98741	51.64254103
-22.48781	52.48745897
-21.98822	54.43494833
-21.48862	55.24542249
-20.98903	57.46855927
-20.48943	58.14121581
-19.98984	59.57186626
-19.49024	60.10669909
-18.99065	61.64072948
-18.49105	62.86468085
-17.99146	63.57179331
-17.49186	65.2781155
-16.99227	65.77848024
-16.49267	67.3125228
-15.99307	68.74316109
-15.45902	69.32322188
-14.99388	70.91544073
-14.49429	72.27720365
-13.99469	73.8112462
-13.4951	74.38048632
-12.9955	75.91458967
-12.49591	76.55276596
-11.99631	78.29355623
-11.49672	78.72504559
-10.99712	79.88006079
-10.49753	80.89726444
-9.997932	80.60516717
-9.498337	82.86279635
-8.981514	83.47191489
-8.499146	84.2081459
-7.999552	86.50018237
-7.482729	87.52279635
-6.983134	88.67781155
-6.483539	89.21264438
-5.983944	89.43744681
-5.484349	91.10930091
-4.984754	91.67860182
-4.485158	93.72948328
-3.985563	94.16097264
-3.485968	95.35045593
-2.986373	95.7474772
-2.486778	97.41933131
-1.987183	97.95422492
-1.487588	100.0050456
-0.9879924	100.6088146
-0.4883973	101.1437082
0.01119782	102.0575684
0.510793	102.4201216
1.010388	103.4028571
1.509983	104.9024924
2.026806	106.0628571
2.509173	106.6957447
3.008769	107.5406687
3.508364	109.0402432
4.007959	109.4717325
4.524781	110.1842553
5.007149	110.6448024
5.506744	111.93769
6.00634	112.5759271
6.505935	112.6283891
7.00553	114.6448024
7.505125	115.3174468
8.004721	116.231307
8.521544	116.6337386
9.003911	117.9556231
9.503506	118.7661398
10.0031	119.7488754
10.5027	121.1795745
11.00229	121.7488754
11.50189	121.3879027
12.00148	122.3361702
12.50108	123.663465
13.00067	124.6807295
13.50027	125.2844985
14.03432	126.553617
14.51668	127.531003
15.01628	127.9280243
15.51587	128.8418845
16.0327	129.7266261
16.51506	130.4283891
17.01466	131.4111246
17.51426	131.9459574
18.01385	132.7564134
18.51344	133.4635258
19.01304	133.7916109
19.51264	134.8777508
20.01223	135.2058359
20.51183	136.5675988
21.01142	136.9990881
21.51101	135.1909422
22.01061	135.5879635
22.51021	136.0193921
23.0098	139.7241337
23.5094	140.1555623
24.00899	141.6551368
24.50859	142.5000608
25.00818	143.4827964
25.50778	144.3621884
26.00737	145.6205471
26.50697	145.2595137
27.00656	146.3111854
27.50616	147.0871733
28.00575	147.1740426
28.50535	148.0534347
29.00494	148.2437082
29.50454	149.0541641
30.00413	149.7268085
30.52096	148.8887538
31.00332	149.4871125
31.50292	150.7454711
32.00251	151.3836474
32.50211	152.4007903
33.00171	152.9356231
33.5013	153.1258359
34.00089	153.7984802
34.50049	154.7466869
35.00008	154.3512462
35.51691	155.1670517
36.0165	154.0479635
36.5161	154.7895441
37.03292	156.3633435
37.51529	157.375076
38.01488	156.635076
38.51448	157.5832827
39.01407	157.7734954
39.51367	157.2401824
40.01326	155.0530091
40.51286	158.4130699
41.01245	157.7074772
41.51205	159.7582979
42.01164	160.6031611
42.51124	159.2773252
43.01083	160.1911246
43.51043	160.8637082
44.01003	160.1236474
44.52685	160.7326444
45.00922	156.9207295
45.50881	160.2807903
46.0084	160.8844377
46.508	157.8358663
47.0076	158.3706383
47.52442	159.2552584
48.00679	160.9561094
48.50638	158.7688754
49.00598	159.4069909
49.50557	158.2879027
50.00517	158.8570821
50.50476	157.3934347
51.00436	157.8936778
51.50395	149.6423708
52.00355	152.8990274
52.50314	148.3344073
53.00274	152.0045593
53.50233	153.0905167
54.00193	152.7983587
54.50152	146.166383
55.00112	148.3549544
55.50071	150.8191489
56.00031	149.7344681
56.51713	148.4484498
57.01673	149.6722188
57.51632	147.4849848
58.01591	149.0533131
58.51551	148.0719757
59.01511	147.3662614
59.5147	148.0043161
60.0143	148.4356839
60.51389	145.2836474
61.01349	141.614772
60.47944	98.48285714
59.99707	93.40541033
59.49747	89.76978723
58.99788	87.78802432
58.49828	85.5649848
57.99869	80.51665653
57.49909	77.57015198
56.9995	75.34711246
56.4999	72.57282675
55.98308	68.65617021
55.48349	65.43398176
54.98389	63.41768997
54.48429	60.95349544
53.9847	58.00690578
53.4851	54.44013982
52.98551	53.31967781
52.48592	50.20082067
51.98632	46.25504559
51.48672	45.10012158
50.98713	42.15354407
50.47031	38.61584195
49.98794	37.36292401
49.48834	34.34741641
48.98875	31.5731003
48.48915	30.93499696
47.98956	30.43469909
47.48996	25.9376231
46.99037	20.92370213
46.49077	19.18302128
45.99118	17.27007295
45.49158	16.18403647
44.97476	12.23284498
44.49239	10.04961702
43.9928	8.240018237
43.4932	6.843878419
42.99361	5.172097872
42.47678	1.496542249
41.97719	-0.313060426
41.49482	-1.600474772
40.99523	-2.204155623
40.49563	-5.736526444
39.99604	-7.236048632
39.49644	-7.322905775
38.99685	-8.271148936
38.49725	-11.0455076
37.99765	-12.26939818
37.49806	-13.80337386
36.99847	-16.19874164
36.49887	-18.42182979
35.99928	-20.74828571
35.48245	-21.56409119
34.98286	-24.26956231
34.48326	-25.18335562
33.98367	-26.82071733
33.48407	-29.5606383
32.98448	-31.47364134
32.48488	-31.76725228
31.96806	-34.92601824
31.48569	-35.42099696
30.9861	-37.16173252
30.46927	-38.94229179
29.96968	-40.57965957
29.47008	-42.11367781
28.98771	-43.5044924
28.48812	-44.45277204
27.98853	-45.91787234
27.48893	-47.14178116
26.98933	-48.22787842
26.48974	-50.10644985
25.99014	-50.74463222
25.49055	-51.7273617
24.99095	-53.88158663
24.49136	-54.76094833
23.99176	-56.12269909
23.49217	-56.79532523
22.99257	-58.91509422
22.49298	-59.96675988
21.99338	-60.57049848
21.49379	-62.62133739
20.97696	-63.88510638
20.4946	-64.96583587
19.995	-66.98224924
19.49541	-67.82717325
18.99581	-69.01665653
18.49622	-70.27507599
17.99662	-71.15440729
17.49703	-71.72370821
16.99743	-72.12072948
16.48061	-74.48705167
15.99824	-74.94759878
15.49865	-76.61945289
14.98182	-77.40085106
14.49946	-78.37829787
13.98263	-79.33191489
13.48304	-80.14243161
12.98344	-80.98735562
12.48385	-81.00534954
11.98425	-82.22930091
11.48466	-82.41963526
10.98506	-83.85027356
10.48547	-84.38510638
9.985873	-86.26370821
9.486279	-87.41878419
8.986683	-88.36705167
8.487088	-89.03975684
7.987493	-89.57458967
7.47067	-91.83756839
6.971075	-92.51021277
6.488707	-93.10863222
5.989112	-94.0568997
5.489517	-94.79848024
4.989922	-95.47118541
4.490326	-97.55653495
3.990731	-97.98796353
3.491136	-98.79848024
2.991541	-99.57452888
2.491946	-98.69671733
1.992351	-101.8846201
1.492756	-102.3161094
0.9931607	-103.5055927
0.4935656	-103.5235866
-0.006029591	-105.298845
-0.5056247	-105.3168389
-1.00522	-105.9895441
13.99986	-32.41151368
13.48304	-32.73330699
12.96622	-35.29468085
12.48385	-36.19683283
11.98425	-37.99750152
11.48466	-38.62669909
10.98506	-39.32481459
10.48547	-39.71283283
9.985873	-42.03034043
9.486279	-42.9007234
8.969456	-43.60152584
8.487088	-45.57178723
7.987493	-45.95980547
7.487897	-46.55455319
6.988302	-48.6308693
6.488707	-49.94917933
5.989112	-50.71620061
5.489517	-52.06895441
4.989922	-53.42172036
4.490326	-53.87864438
3.990731	-54.61121581
3.491136	-56.82535562
2.991541	-57.62683891
2.491946	-58.15268085
1.992351	-60.22899088
1.492756	-61.13386018
0.9931607	-61.65969605
0.4935656	-64.42510638
-0.023257	-64.88474164
-0.5228521	-65.41057751
-1.00522	-67.38079027
-1.504815	-67.59659574
-2.00441	-69.36279635
-2.504005	-69.75082067
-3.003601	-71.9993921
-3.503196	-72.38741641
-4.002791	-73.05106383
-4.502386	-75.81647416
-5.001981	-76.1700304
-5.501576	-78.7287538
-6.001172	-79.22012158
-6.500767	-80.81410334
-7.000362	-81.3743465
-7.517184	-83.38443769
-8.016779	-83.84139818
-8.516374	-85.74541033
-9.015969	-86.16790274
-9.515564	-86.83155015
-10.01516	-88.83896657
-10.51475	-89.26145897
-11.01435	-91.75118541
-11.51394	-92.13920973
-12.01354	-92.59617021
-12.51313	-94.12121581
-13.01273	-93.95793313
-13.51233	-96.24097264
-14.01192	-96.69787234
-14.51152	-97.22370821
-15.01111	-99.19665653
-15.51071	-99.55021277
-16.0103	-101.8332523
-16.5099	-102.3246809
-17.00949	-103.0227356
-17.50909	-103.7553191
-18.00868	-105.2458967
-18.50828	-105.7717325
-19.00787	-106.4009119
-19.50747	-108.2015805
-20.00706	-108.6929483
-20.52389	-109.3937386
-21.00625	-110.812766
-21.50585	-111.4074772
-22.00544	-113.1048024
-22.50504	-113.5617021
-23.00463	-113.8807903
-23.50423	-115.7159271
-24.00382	-116.1383587
-24.50342	-117.2155015
-25.00302	-118.4648632
-25.50261	-119.0595745
-26.0022	-120.2400608
-26.5018	-121.4550152
-27.0014	-122.2908815
-27.50099	-122.7133739
-28.00059	-123.9282675
-28.50018	-124.4196353
-29.017	-125.1204255
-29.5166	-126.4042553
-30.01619	-125.9308815
-30.53302	-128.1132523
-31.01538	-128.5674164
-31.51498	-128.5420061
-32.0318	-130.4831611
-32.51417	-131.0062614
-33.03099	-131.7070517
-33.51336	-132.8503951
-34.01295	-133.5484498
-34.51255	-134.1431611
-35.01215	-135.8404863
-35.51174	-136.4007295
-36.01133	-136.6853495
-36.51093	-138.3826748
-37.01052	-138.9429179
-37.51012	-139.3653495
-38.00972	-138.9953191
-38.50931	-141.0716109
-39.00891	-141.8730699
-39.5085	-142.2265653
-40.00809	-142.7524012
-40.50769	-144.6908207
-41.00729	-144.7687538
-41.50688	-146.362614
-42.00648	-146.9917933
-42.50607	-148.0344073
-43.00567	-147.4232219
-43.50526	-149.4649848
-44.00486	-150.0941641
-44.50445	-151.4468693
-45.00405	-151.3525228
-45.50364	-152.6707599
-46.00324	-153.7133739
-46.50283	-154.8593313
-47.00243	-154.9027356
-47.50202	-156.4277204
-48.00162	-157.5048024
-48.50121	-158.2373252
-49.00081	-158.9009119
-49.5004	-158.7376292
-50.01723	-159.6795745
-50.51682	-160.7910638
-51.01642	-160.6621884
-51.51601	-162.0493617
-52.01561	-163.0575076
-52.5152	-163.7555623
