"Paultre, Legeron, Mongequ, July-August 2001 test 1008040"	
21.7	-28.55
21.08	-30.24
20.41	-31.92
19.78	-33.6
19.14	-35.29
18.47	-36.96
17.89	-38.64
17.24	-40.32
16.62	-42
15.86	-43.69
15.28	-45.37
14.59	-47.07
13.85	-48.72
13.2	-50.4
12.47	-52.07
11.84	-53.74
11.09	-55.41
10.31	-57.07
9.75	-58.75
8.92	-60.42
8.14	-62.1
7.54	-63.75
6.67	-65.41
6.05	-67.06
5.31	-68.72
4.57	-70.38
3.66	-72.02
3.57	-69.99
3.39	-69.87
2.92	-71.71
2.45	-73.48
2.1	-75.25
1.43	-77
0.89	-78.72
0.22	-80.43
-0.38	-82.12
-1.14	-83.8
-1.8	-85.49
-2.5	-87.17
-3.25	-88.82
-4.1	-90.46
-4.79	-92.09
-5.73	-93.74
-6.51	-95.37
-7.27	-96.99
-8.09	-98.61
-8.85	-100.22
-9.74	-101.84
-10.64	-103.46
-11.42	-105.06
-12.31	-106.67
-13.2	-108.28
-13.96	-109.88
-14.83	-111.47
-15.7	-113.04
-16.66	-114.61
-17.64	-116.18
-18.42	-117.75
-19.36	-119.3
-20.23	-120.85
-21.34	-122.41
-22.17	-123.96
-23.24	-125.49
-24.11	-127.05
-25.16	-128.57
-26.32	-130.06
-27.43	-131.53
-28.68	-133.01
-29.86	-134.46
-31.02	-135.9
-32.36	-137.36
-33.47	-138.79
-34.88	-140.24
-36.04	-141.62
-37.4	-143.03
-38.76	-144.44
-40.25	-145.78
-41.93	-147.08
-43.62	-148.33
-44.87	-149.16
-45.54	-149.49
-47.55	-150.53
-49.84	-151.49
-52.7	-152.13
-56.07	-152.53
-62	-151.67
-68	-137.21
-67.62	-135.39
-67.08	-133.58
-66.86	-131.76
-66.5	-129.95
-65.84	-128.18
-65.57	-126.42
-64.85	-124.65
-64.52	-122.88
-63.92	-121.09
-63.54	-119.35
-63.03	-117.59
-62.51	-115.83
-62.04	-114.07
-61.4	-112.32
-61	-110.57
-60.53	-108.81
-60.04	-107.07
-59.5	-105.31
-58.97	-103.55
-58.54	-101.81
-58.12	-100.06
-57.52	-98.31
-57	-96.56
-56.58	-94.82
-56.2	-93.07
-55.6	-91.33
-55.13	-89.57
-54.64	-87.82
-54.17	-86.08
-53.75	-84.32
-53.3	-82.58
-52.7	-80.82
-52.16	-79.1
-51.79	-77.35
-51.32	-75.61
-50.8	-73.87
-50.29	-72.12
-49.78	-70.38
-49.15	-68.62
-48.71	-66.89
-48.19	-65.16
-47.61	-63.4
-47.03	-61.68
-46.45	-59.95
-46.01	-58.21
-45.43	-56.47
-44.85	-54.73
-44.4	-52.99
-43.6	-51.26
-43.29	-49.52
-42.48	-47.79
-41.95	-46.06
-41.55	-44.32
-40.77	-42.6
-40.19	-40.84
-39.76	-39.14
-39.21	-37.41
-38.6	-35.69
-37.94	-33.97
-37.29	-32.25
-36.73	-30.53
-36.13	-28.81
-35.48	-27.08
-34.9	-25.37
-34.1	-23.66
-33.56	-21.96
-32.89	-20.28
-32.2	-18.59
-31.49	-16.94
-30.89	-15.32
-30.31	-13.64
-29.55	-11.96
-28.77	-10.29
-28.21	-8.6
-27.34	-6.93
-26.69	-5.29
-25.96	-3.64
-25.22	-1.98
-24.49	-0.32
-23.71	1.34
-23.04	2.99
-22.35	4.65
-21.63	6.29
-20.81	7.96
-20.18	9.61
-19.42	11.25
-18.64	12.88
-17.84	14.52
-17.19	16.14
-16.44	17.77
-15.63	19.4
-14.9	21.04
-14.05	22.68
-13.31	24.32
-12.49	25.95
-11.75	27.57
-10.79	29.19
-10.15	30.82
-9.14	32.43
-8.41	34.03
-7.54	35.64
-6.67	37.26
-5.82	38.88
-4.97	40.48
-4.12	42.1
-3.34	43.7
-2.5	45.31
-1.51	46.91
-0.62	48.5
0.29	50.08
0.51	48.04
0.47	46.02
0.96	47.84
1.43	49.61
1.92	51.36
2.68	53.06
3.28	54.73
4.02	56.39
4.93	58.02
5.67	59.64
6.49	61.27
7.5	62.85
8.21	64.47
9.17	66.07
10.04	67.67
10.97	69.25
11.8	70.82
12.67	72.41
13.63	73.99
14.54	75.59
15.32	77.16
16.28	78.72
17.22	80.28
18.16	81.88
18.98	83.39
19.96	84.94
20.9	86.48
21.95	88.02
22.86	89.54
23.87	91.06
24.87	92.58
25.94	94.1
27.03	95.62
28.1	97.12
29.17	98.61
30.31	100.09
31.45	101.58
32.7	103.06
33.9	104.51
35.2	105.93
36.44	107.38
37.72	108.82
39.1	110.2
40.41	111.58
41.86	112.91
43.47	114.23
44.94	115.51
46.7	116.74
48.31	117.75
48.47	117.9
50.45	118.97
52.55	119.94
55.18	120.65
58.32	121.16
62.74	121.13
68.52	120.64
71.64	117.34
71.26	115.5
71.01	113.67
70.68	111.84
70.14	110.08
69.72	108.31
69.34	106.53
68.87	104.77
68.4	102.97
67.82	101.22
67.29	99.45
66.8	97.69
66.33	95.93
65.84	94.16
65.33	92.41
64.79	90.64
64.3	88.89
63.92	87.14
63.25	85.37
62.76	83.62
62.25	81.87
61.71	80.11
61.22	78.36
60.69	76.6
60.2	74.85
59.64	73.11
59.19	71.35
58.68	69.6
58.19	67.86
57.79	66.1
57.19	64.34
56.81	62.6
56.27	60.86
55.74	59.11
55.33	57.36
54.96	55.62
54.42	53.88
53.82	52.13
53.37	50.38
53.02	48.64
52.39	46.9
51.9	45.14
51.39	43.38
50.85	41.66
50.36	39.92
49.8	38.19
49.31	36.45
48.76	34.71
48.4	32.98
47.77	31.23
47.17	29.5
46.61	27.78
46.1	26.05
45.54	24.34
45.08	22.68
44.41	20.96
43.87	19.23
43.29	17.51
42.71	15.78
42.13	14.03
41.53	12.32
40.9	10.62
40.44	8.89
39.72	7.17
39.19	5.45
38.56	3.74
37.87	2.04
37.22	0.33
36.62	-1.37
35.98	-3.08
35.42	-4.78
34.66	-6.47
34.12	-8.17
33.37	-9.89
32.79	-11.58
32.12	-13.26
31.38	-14.94
30.67	-16.63
29.95	-18.31
29.33	-19.99
28.62	-21.68
28.01	-23.35
27.32	-25.01
26.54	-26.69
25.92	-28.34
25.09	-30
24.4	-31.64
23.6	-33.31
22.91	-34.96
22.24	-36.6
21.41	-38.25
20.79	-39.9
19.96	-41.54
19.23	-43.17
18.45	-44.79
17.67	-46.43
16.91	-48.05
16.26	-49.69
15.37	-51.32
14.65	-52.95
13.83	-54.55
12.91	-56.15
12.09	-57.76
11.26	-59.36
10.37	-60.96
9.48	-62.59
8.68	-64.18
7.76	-65.74
6.83	-67.33
5.91	-68.9
4.86	-70.48
3.99	-72.05
2.95	-73.63
1.99	-75.16
0.96	-76.73
0.05	-78.26
-1.07	-79.81
-1.96	-81.36
-3.08	-82.91
-4.12	-84.44
-5.13	-85.96
-6.18	-87.49
-7.29	-88.99
-8.38	-90.48
-9.43	-91.98
-10.5	-93.5
-11.57	-94.99
-12.71	-96.5
-13.85	-98
-14.87	-99.44
-16.26	-100.88
-17.35	-102.31
-18.55	-103.75
-19.71	-105.16
-20.94	-106.6
-22.26	-108.04
-23.48	-109.47
-24.73	-110.89
-26.2	-112.22
-27.61	-113.55
-29.24	-114.86
-30.71	-116.16
-32.25	-117.48
-33.79	-118.77
-35.46	-120.04
-37.07	-121.37
-38.58	-122.66
-40.25	-123.95
-41.93	-125.16
-43.93	-126.36
-45.83	-127.5
-46.21	-127.66
-47.99	-128.52
-49.87	-129.58
-52.41	-130.46
-54.91	-131.17
-57.92	-131.66
-61.64	-131.91
-66.44	-131.92
-67.87	-129.24
-67.64	-127.39
-67.35	-125.51
-67.06	-123.73
-66.57	-121.9
-66.26	-120.12
-65.61	-118.33
-65.19	-116.57
-64.77	-114.8
-64.14	-112.99
-63.83	-111.25
-63.4	-109.48
-62.85	-107.73
-62.2	-105.95
-61.89	-104.19
-61.2	-102.45
-60.84	-100.68
-60.17	-98.92
-59.88	-97.17
-59.35	-95.42
-58.94	-93.67
-58.45	-91.91
-57.87	-90.13
-57.58	-88.41
-56.96	-86.65
-56.54	-84.89
-56.13	-83.14
-55.49	-81.38
-55.18	-79.63
-54.62	-77.88
-54.08	-76.14
-53.61	-74.39
-53.12	-72.64
-52.61	-70.89
-52.3	-69.15
-51.83	-67.37
-51.32	-65.66
-50.83	-63.91
-50.25	-62.16
-49.64	-60.41
-49.29	-58.67
-48.73	-56.89
-48.19	-55.17
-47.7	-53.42
-47.17	-51.69
-46.63	-49.95
-46.14	-48.21
-45.58	-46.47
-44.96	-44.73
-44.4	-42.99
-43.87	-41.24
-43.27	-39.51
-42.75	-37.78
-42.04	-36.04
-41.48	-34.31
-40.99	-32.58
-40.34	-30.85
-39.72	-29.1
-39.3	-27.38
-38.69	-25.64
-38.05	-23.91
-37.42	-22.19
-36.84	-20.49
-36.31	-18.85
-35.66	-17.14
-35.13	-15.43
-34.52	-13.71
-33.9	-11.99
-33.16	-10.31
-32.54	-8.61
-31.91	-6.91
-31.18	-5.22
-30.51	-3.55
-29.82	-1.87
-29.17	-0.18
-28.32	1.49
-27.72	3.15
-26.92	4.81
-26.11	6.45
-25.42	8.1
-24.69	9.79
-23.93	11.42
-23.13	13.07
-22.48	14.72
-21.68	16.35
-20.87	17.98
-20.12	19.62
-19.4	21.25
-18.73	22.91
-17.84	24.49
-16.99	26.09
-16.26	27.69
-15.45	29.32
-14.5	30.95
-13.74	32.55
-12.98	34.14
-12	35.75
-11.24	37.36
-10.35	38.92
-9.3	40.51
-8.47	42.07
-7.54	43.64
-6.6	45.23
-5.57	46.78
-4.59	48.34
-3.68	49.92
-2.74	51.48
-1.69	53.02
-0.67	54.57
0.31	56.09
0.47	56.08
0.45	54.05
0.25	52.19
-0.07	50.34
-0.44	48.51
-0.78	46.71
-1.29	44.9
-1.6	43.12
-2.09	41.31
-2.45	39.52
-2.96	37.72
-3.39	35.92
-3.88	34.13
-4.28	32.33
-4.64	30.56
-5.19	28.76
-5.55	26.99
-6.02	25.2
-6.47	23.43
-6.91	21.65
-7.45	19.84
-7.87	18.08
-8.32	16.31
-8.87	14.53
-9.28	12.77
-9.81	11
-10.24	9.23
-10.84	7.46
-11.31	5.68
-11.71	3.91
-12.18	2.13
-12.6	0.38
-13.2	-1.39
-13.56	-3.15
-14.09	-4.94
-14.54	-6.68
-15.07	-8.4
-16.46	-9.68
-16.23	-7.95
-15.83	-6.12
-15.45	-4.29
-15.1	-2.46
-14.78	-0.65
-14.38	1.17
-14.07	3
-13.78	4.81
-13.34	6.62
-12.96	8.46
-12.53	10.28
-12.2	12.06
-11.82	13.88
-11.39	15.67
-11.13	17.46
-10.59	19.27
-10.24	21.06
-9.83	22.87
-9.37	24.67
-8.87	26.46
-8.47	28.24
-8	30.03
-7.51	31.82
-7.14	33.61
-6.71	35.38
-6.18	37.16
-5.69	38.94
-5.22	40.7
-4.77	42.46
-4.21	44.23
-3.72	46.01
-3.23	47.75
-2.67	49.48
-2.14	51.22
-1.58	52.94
-0.78	54.62
-0.15	56.32
0.56	57.99
1.25	59.66
1.96	61.34
2.61	63.01
3.39	64.64
4.17	66.29
5.09	67.92
5.87	69.52
6.76	71.09
7.81	72.67
8.77	74.24
9.68	75.75
10.84	77.29
11.91	78.8
13	80.29
14.03	81.78
15.12	83.29
16.13	84.76
17.33	86.22
18.49	87.65
19.63	89.08
20.92	90.52
22.19	91.9
23.46	93.3
24.74	94.67
26.12	96.02
27.61	97.37
29.04	98.7
30.6	99.99
32.3	101.28
33.88	102.55
35.73	103.75
37.36	104.98
39.23	106.15
40.79	107
41.19	107.28
43.47	108.24
45.79	109.21
48.02	110.19
50.56	111.01
53.24	111.71
56.14	112.22
59.39	112.68
63.16	113.02
67.33	113.19
71.86	113.17
76.21	113.13
80.43	113.13
84.71	113.24
89.66	113.08
94.19	113.08
98.49	113.08
102.66	113.16
107.34	113.1
108.01	100.95
107.61	99.14
107.23	97.36
106.81	95.59
106.34	93.83
105.96	92.04
105.4	90.27
104.91	88.52
104.53	86.77
103.95	85
103.42	83.25
103	81.48
102.42	79.73
102.06	77.97
101.48	76.21
100.97	74.47
100.41	72.72
99.98	70.98
99.43	69.23
98.85	67.49
98.38	65.75
97.89	64.01
97.33	62.27
96.82	60.54
96.19	58.8
95.61	57.06
95.1	55.34
94.5	53.61
93.96	51.89
93.43	50.22
92.8	48.51
92.42	46.78
91.75	45.03
91.26	43.32
90.71	41.59
90.08	39.87
89.59	38.14
88.88	36.42
88.32	34.69
87.83	32.96
87.14	31.25
86.67	29.52
85.98	27.8
85.35	26.08
84.8	24.37
84.17	22.66
83.55	20.91
82.95	19.2
82.52	17.5
81.79	15.8
81.23	14.11
80.56	12.41
79.96	10.72
79.33	9.02
78.73	7.31
78.13	5.61
77.68	3.91
76.97	2.23
76.23	0.53
75.56	-1.13
75.01	-2.81
74.36	-4.5
73.65	-6.17
72.98	-7.84
72.33	-9.52
71.59	-11.18
71.04	-12.86
70.23	-14.48
69.5	-16.13
68.72	-17.78
67.94	-19.42
67.24	-21.06
66.51	-22.69
65.59	-24.32
64.79	-25.95
63.97	-27.57
63.1	-29.2
62.18	-30.82
61.42	-32.42
60.46	-34.03
59.73	-35.64
58.81	-37.23
58.06	-38.82
57.12	-40.4
56.38	-41.97
55.54	-43.55
54.73	-45.17
53.93	-46.72
53.06	-48.27
52.1	-49.82
51.32	-51.36
50.32	-52.91
49.38	-54.46
48.4	-56.01
47.48	-57.54
46.53	-59.05
45.39	-60.56
44.36	-62.07
43.31	-63.59
42.27	-65.08
41.22	-66.6
39.97	-68.08
38.85	-69.57
37.72	-71.04
36.58	-72.5
35.37	-73.97
34.15	-75.42
32.9	-76.87
31.72	-78.33
30.53	-79.8
29.26	-81.24
27.99	-82.66
26.72	-84.08
25.49	-85.47
24.13	-86.87
22.93	-88.26
21.52	-89.66
20.3	-91.02
18.94	-92.39
17.62	-93.78
16.37	-95.17
14.99	-96.5
13.47	-97.82
11.96	-99.1
10.44	-100.42
8.86	-101.69
7.14	-102.96
5.44	-104.21
5.06	-104.53
3.46	-105.27
2.01	-106.64
0.18	-107.87
-1.43	-109.13
-3.39	-110.29
-5.4	-111.4
-7.47	-112.45
-9.41	-113.58
-10.59	-114.17
-11.42	-114.67
-13.47	-115.75
-22.08	-115.73
-24.75	-116.55
-28.41	-116.88
-32.14	-117.27
-35.99	-117.56
-39.23	-118.17
-42.82	-118.6
-46.34	-119.04
-49.53	-119.56
-53.15	-119.8
-56.98	-119.99
-61.15	-120
-65.75	-119.97
-70.7	-119.74
-75.18	-119.68
-79.69	-119.48
-84.93	-119.22
-90.52	-118.87
-96.12	-118.44
-101.05	-118.22
-104.6	-106.81
-104.35	-104.96
-104	-103.14
-103.46	-101.35
-103.15	-99.56
-102.61	-97.77
-102.06	-96
-101.68	-94.23
-101.25	-92.46
-100.74	-90.7
-100.09	-88.95
-99.58	-87.19
-99.13	-85.44
-98.73	-83.68
-98.22	-81.92
-97.55	-80.18
-97.08	-78.42
-96.5	-76.68
-96.03	-74.95
-95.52	-73.18
-94.74	-71.44
-94.34	-69.7
-93.85	-67.95
-93.36	-66.21
-92.6	-64.47
-92.13	-62.73
-91.6	-60.99
-91.08	-59.24
-90.41	-57.5
-89.99	-55.74
-89.34	-53.99
-88.81	-52.28
-88.16	-50.55
-87.67	-48.82
-87.11	-47.21
-86.51	-45.46
-85.98	-43.7
-85.44	-41.98
-84.84	-40.25
-84.26	-38.5
-83.72	-36.79
-82.92	-35.04
-82.45	-33.33
-82.05	-31.59
-81.25	-29.87
-80.64	-28.14
-80.27	-26.42
-79.49	-24.7
-78.97	-22.99
-78.55	-21.27
-77.88	-19.56
-77.37	-17.85
-76.56	-16.11
-75.96	-14.43
-75.36	-12.74
-74.91	-11.03
-74.29	-9.34
-73.64	-7.65
-73.13	-5.95
-72.46	-4.27
-71.79	-2.59
-71.1	-0.91
-70.5	0.78
-69.76	2.44
-69.05	4.09
-68.4	5.77
-67.62	7.41
-66.75	9.07
-66.15	10.73
-65.21	12.36
-64.54	13.99
-63.76	15.62
-63	17.25
-61.98	18.86
-61.33	20.48
-60.53	22.1
-59.5	23.68
-58.83	25.29
-58.05	26.87
-57.2	28.47
-56.36	30.02
-55.47	31.62
-54.6	33.15
-53.61	34.71
-52.88	36.26
-51.81	37.82
-50.96	39.35
-49.89	40.86
-48.93	42.37
-47.75	43.87
-46.63	45.35
-45.61	46.83
-44.45	48.35
-43.31	49.8
-42.04	51.24
-40.77	52.7
-39.36	54.11
-38.14	55.52
-36.8	56.92
-35.44	58.32
-33.88	59.64
-32.23	60.97
-30.75	62.24
-29.06	63.52
-27.39	64.8
-25.62	65.96
-23.88	67.16
-22.08	68.37
-20.36	69.59
-18.53	70.71
-16.81	71.89
-14.96	73
-13.05	74.13
-11.26	75.32
-9.21	76.4
-7.36	77.53
-5.15	78.61
-3.32	79.76
-2.56	80.23
-1.36	80.87
0.63	72.14
0.34	70.28
0.02	68.45
-0.33	66.61
-0.94	64.86
-1.34	63.08
-1.67	61.28
-2.16	59.5
-2.59	57.71
-3.17	55.93
-3.57	54.16
-3.97	52.38
-4.57	50.61
-5.06	48.85
-5.55	47.09
-6.09	45.33
-6.47	43.56
-6.98	41.81
-7.58	40.06
-8.03	38.3
-8.58	36.55
-9.12	34.8
-9.66	33.05
-10.21	31.3
-10.75	29.55
-11.28	27.81
-11.71	26.06
-12.35	24.3
-12.87	22.55
-13.27	20.81
-13.98	19.06
-14.41	17.32
-14.94	15.58
-15.57	13.86
-16.1	12.13
-16.61	10.39
-17.08	8.67
-17.68	6.92
-18.2	5.18
-18.71	3.47
-19.33	1.74
-19.94	0.01
