"Bayrak and Sheikh 1996, AS7-HT"	
2.784267961	-7.75210084
2.681719501	-9.431722689
2.607643455	-11.25777311
2.474479626	-13.4197479
2.455345099	-15.79705882
2.247131326	-17.37331933
2.205245073	-18.91512605
2.037994787	-20.9737395
1.997943251	-22.96344538
1.847501263	-24.72058824
1.787933366	-26.40021008
1.673567995	-28.1487395
1.485728986	-30.37962185
1.391443508	-32.14537815
1.325823553	-33.99726891
1.130892614	-35.90084034
1.034644925	-38.09726891
0.997199466	-39.72521008
0.86754447	-41.58571429
0.646477219	-43.95441176
0.54985513	-46.09054622
0.448070489	-48.5539916
0.354313108	-50.48340336
0.262305761	-52.11134454
0.223764953	-53.92016807
-0.006891301	-55.81512605
0.003473114	-57.71008403
-0.165614328	-59.34663866
-0.292636548	-61.58613445
-0.422138904	-64.25630252
-0.535880878	-66.1512605
-0.639849317	-68.04621849
-0.744930415	-70.02731092
-0.914496578	-71.75
-0.96023884	-73.64495798
-0.974306503	-75.1092437
-1.212485885	-76.74579832
-1.336376075	-78.89915966
-1.451457896	-80.96638655
-1.650049716	-83.03361345
-1.737758281	-85.44537815
-1.838492916	-87.25420168
-1.978630934	-89.57983193
-2.017933209	-91.38865546
-2.200766182	-93.62815126
-2.327486908	-95.17857143
-2.467058057	-96.55672269
-2.503487947	-98.36554622
-2.624660486	-99.82983193
-2.795636931	-101.8109244
-2.797107453	-103.447479
-2.854090127	-105.7731092
-3.1388868	-107.6680672
-3.251548259	-109.2184874
-3.284135444	-110.4243697
-3.431314023	-112.1470588
-3.494173918	-113.8697479
-3.624451337	-115.592437
-3.662238646	-117.487395
-3.851781929	-118.7794118
-3.945871474	-120.7605042
-4.074517313	-122.7415966
-4.251978616	-124.2920168
-4.320105877	-126.0147059
-4.396259696	-127.737395
-4.664956534	-129.3739496
-4.71466675	-130.6659664
-4.892134726	-132.302521
-4.848631879	-134.3697479
-5.152761985	-135.7478992
-5.246582193	-137.7289916
-5.386567306	-139.2794118
-5.578152523	-141.1743697
-5.672968111	-142.8970588
-5.791385524	-144.447479
-5.920798085	-146.5147059
-6.178972066	-147.8928571
-6.250532398	-149.7016807
-6.452229866	-151.5966387
-6.483650002	-153.3193277
-6.753306237	-154.7836134
-6.877941778	-156.7647059
-6.959176797	-158.8319328
-7.190092759	-160.2962185
-7.351227773	-162.105042
-7.56279683	-164.1722689
-7.748102501	-166.0672269
-7.93866218	-168.0483193
-8.191846412	-169.3403361
-8.305591624	-170.9768908
-8.934271985	-171.5798319
-9.768513383	-171.9243697
-10.66538774	-171.4936975
-11.07005143	-168.9096639
-11.31475694	-166.9285714
-11.87786232	-164.947479
-11.92834938	-162.7079832
-11.99232046	-160.9852941
-12.21518105	-159.1764706
-12.2458714	-157.3676471
-12.20356441	-155.5588235
-12.12161322	-154.0084034
-11.98767059	-150.9936975
-11.90695803	-148.9264706
-11.62829295	-146.9453782
-11.56099112	-145.0504202
-11.37951963	-143.0693277
-11.28275692	-141.2605042
-11.12509862	-139.2794118
-11.00916255	-137.3844538
-10.76208853	-135.2310924
-10.68972984	-133.25
-10.41787086	-131.2689076
-10.3237006	-129.0294118
-10.14084587	-127.3067227
-9.948550433	-124.7226891
-9.814872684	-122.8277311
-9.658741752	-121.0189076
-9.564548754	-119.210084
-9.390277532	-117.487395
-9.124448922	-115.1617647
-9.049478245	-113.1806723
-8.882622361	-111.1995798
-8.731899205	-109.3907563
-8.564440887	-107.5819328
-8.508673234	-105.6869748
-8.31182893	-103.7920168
-8.165688006	-101.6386555
-7.946053952	-99.39915966
-7.814577463	-96.55672269
-7.554396782	-94.05882353
-7.468682985	-92.33613445
-7.22469954	-90.35504202
-7.047506839	-87.5987395
-6.847288413	-85.27310924
-6.700853931	-83.37815126
-6.619165523	-81.56932773
-6.357756969	-79.24369748
-6.228733138	-76.83193277
-6.028211153	-74.76470588
-5.845958851	-72.43907563
-5.767716023	-70.97478992
-5.539150127	-68.04621849
-5.350017452	-66.23739496
-5.210762839	-64.17016807
-5.097719449	-62.27521008
-4.869734261	-60.29411765
-4.776655175	-58.22689076
-4.649657453	-56.15966387
-4.469421385	-54.17857143
-4.25705694	-52.19747899
-4.148616913	-50.04411765
-3.954527623	-48.02857143
-3.787216513	-46.05609244
-3.727833333	-44.27310924
-3.531759162	-42.42121849
-3.497860392	-40.72436975
-3.321028272	-38.94138655
-3.241500663	-37.00336134
-3.005442668	-34.72079832
-2.865410802	-32.68802521
-2.641539135	-30.40546218
-2.502088274	-28.38991597
-2.332085031	-25.87478992
-2.19213335	-23.75588235
-2.047794711	-21.525
-1.858275557	-19.68172269
-1.740538502	-17.56281513
-1.542382615	-15.49558824
-1.391177405	-12.92016807
-1.112603602	-10.76680672
-1.014339829	-8.751260504
-0.773554126	-5.667647059
-0.637030089	-3.557352941
-0.430990513	-1.119747899
-0.263053474	1.378151261
-0.088236848	3.738235294
-0.008352046	5.366176471
0.237402176	8.010504202
0.428409521	10.58592437
0.596919518	14.03560924
0.864925912	17.24584034
1.015686542	19.07189076
1.28317171	22.30107143
1.444408175	25.63361345
1.736821045	28.2262605
1.906147225	31.26680672
2.128008092	33.48907563
2.26804784	36.46071429
2.462298647	39.57878151
2.729698166	42.43844538
2.954797842	45.59957983
3.151717729	48.49369748
3.393713732	51.64621849
3.633930926	54.22163866
3.893696034	57.36554622
4.115452401	60.1907563
4.337247352	63.38634454
4.564256658	66.59915966
4.795444448	68.95063025
5.065760627	72.11176471
5.337676802	75.30735294
5.602214876	78.42542017
5.859917896	81.31953782
6.120640653	84.22226891
6.402295424	87.51260504
6.651908179	90.26890756
6.908409402	93.02521008
7.133290121	95.35084034
7.313249201	98.10714286
7.580241368	100.9495798
7.834596441	103.2752101
8.064082702	105.6869748
8.302547405	107.4957983
8.498983249	109.907563
8.789926586	112.75
9.042981002	115.5063025
9.291684691	117.9180672
9.493296382	119.8130252
9.783009544	121.7941176
9.92039071	123.6029412
10.22908995	125.842437
10.48301539	127.8235294
10.67227275	129.8046218
10.92926874	131.2689076
11.16687537	133.25
11.41782622	135.144958
11.67950717	137.1260504
12.05978671	138.762605
12.28165446	140.9159664
12.61865252	142.2079832
12.94661516	143.6722689
13.29803839	145.8256303
13.56611635	143.7584034
13.46258119	142.3802521
13.34408941	140.5714286
13.23572185	138.6764706
13.12617421	136.7815126
12.97252798	134.6281513
12.79692112	132.3886555
12.51357096	129.7184874
12.37158966	127.3928571
12.25623578	125.4117647
11.92844085	123.0861345
11.74763277	120.3298319
11.54218071	118.262605
11.36471492	116.1092437
11.12720329	113.7836134
10.94800134	111.6302521
10.83116274	109.6491597
10.64098544	107.7542017
10.47376819	105.6008403
10.21838774	103.447479
9.913308661	101.2941176
9.8819455	99.1407563
9.625164609	97.24579832
9.470759828	95.09243697
9.242232669	92.59453782
9.087826989	90.52731092
8.858656061	89.06302521
8.733592947	87.34033613
8.546902823	84.75630252
8.249387294	81.89663866
8.15538224	80.02752101
7.97583574	77.83109244
7.761661954	75.59159664
7.516607356	72.51659664
7.341969777	70.13928571
7.102051565	67.50357143
6.921839583	65.13487395
6.764740479	62.86092437
6.625701894	61.11239496
6.453839874	59.32941176
6.258947669	57.01239496
6.027396713	53.70483193
5.785040581	51.25
5.616956339	49.09663866
5.532267412	47.20168067
5.286626134	44.7210084
5.117740197	41.51680672
4.918548121	38.89831933
4.670950508	36.7105042
4.584498043	34.57436975
4.399008347	32.43823529
4.275223942	30.38823529
4.136062693	28.20042017
3.919335442	25.9092437
3.694894786	23.03235294
3.496909593	20.03142857
3.348624894	18.02363445
3.122083438	15.45510504
2.957612106	13.34911765
2.78205037	10.9519958
2.564248211	8.802941176
2.473212618	6.770168067
2.295137585	4.771848739
2.165478069	2.592647059
1.981734745	0.895798319
1.91955504	-1.317857143
1.70481723	-3.677941176
1.490926964	-5.624579832
1.352990766	-7.528151261
1.26168127	-9.750420168
1.035965899	-12.21386555
0.858740653	-13.48004202
0.72514175	-15.40945378
0.631276469	-17.56281513
0.385244999	-19.65588235
0.414156304	-21.30105042
0.215139984	-23.18739496
0.062997288	-25.05651261
-0.075682202	-27.26155462
-0.213813912	-29.2512605
-0.469085731	-31.16344538
-0.585677519	-33.47184874
-0.636726936	-35.16008403
-0.864043631	-37.07226891
-0.973426312	-38.82941176
-1.132535217	-40.79327731
-1.355876434	-42.36953782
-1.378948867	-44.49705882
-1.608694229	-46.5987395
-1.730944996	-48.26113445
-1.839466391	-49.8460084
-2.04344713	-51.85294118
-2.182694622	-53.83403361
-2.305349557	-55.7289916
-2.513118056	-57.71008403
-2.652739843	-59.86344538
-2.76630926	-61.5
-2.899613898	-63.13655462
