Bayrak_&_Sheikh_02_RS-18HT	
20	
0	0
10.42812335	165.5930945
11.84162288	173.6495266
13.60951566	175.2552441
15.55664182	175.6636347
18.208481	174.4570262
22.27789319	170.4288101
26.3432319	165.1939855
26.87278504	163.9780954
26.16807202	146.2595136
26.3432319	134.982365
24.04578598	110.4139595
23.69139272	102.3575274
31.11735712	97.53109337
44.3806265	88.26805272
47.74125219	81.41822907
48.62519858	72.55429738
48.09564544	59.27232226
46.8573058	48.7933915
37.30905536	-6.376461853
