Saatcioglu and Grira 1999 Column BG-8	
11402	
0	0.376939149
0.25	22.63949544
0.5	30.70653495
0.75	42.25353799
1.009578	48.11694225
1.509173	57.11874164
2.008769	60.74554407
2.508364	67.16322188
3.007959	71.96145897
3.507554	75.14036474
4.007149	78.18145897
4.506744	83.9100304
5.00634	87.60571429
5.505935	91.40480243
6.00553	93.96346505
6.505125	98.69282675
7.004721	103.3877204
7.504315	105.5674164
6.987493	42.05491793
6.487897	41.97700304
5.971075	26.08148936
5.488707	26.07516109
4.989112	13.17992705
4.489517	2.662102128
3.972694	-4.722994529
3.490326	-4.763772644
2.990731	-4.807239514
2.491136	-24.49013374
1.991541	-30.73552584
1.491946	-38.01457143
0.9923509	-43.43303951
0.4927559	-47.47330091
-0.006839275	-56.8196535
-0.5064344	-57.552231
-1.023257	-63.90364742
-1.505625	-68.59586626
-2.00522	-75.04802432
-2.504815	-77.46887538
-3.00441	-82.37051672
-3.504005	-87.99574468
-4.003601	-91.65696049
-4.503196	-96.04182371
-5.002791	-96.94662614
-5.502386	-100.7112462
-6.001981	-103.0632219
-6.501576	-107.620304
-7.001172	-108.6974468
-7.500767	-111.9107599
-8.000362	-112.4365957
-8.517184	-111.6213374
-7.983134	-74.01641337
-7.483539	-62.4993921
-6.983944	-56.59857143
-6.484349	-47.83795745
-5.984754	-46.27846201
-5.485158	-37.69012766
-4.985563	-31.78928267
-4.485969	-25.40607295
-3.986373	-20.60779939
-3.486778	-16.91208511
-2.987183	-8.737209726
-2.487587	-1.527074772
-1.987992	5.407418845
-1.488397	12.16963526
-0.9888022	19.93105775
-0.489207	25.48733739
0.01038814	25.49635866
0.510793	36.25549544
1.010388	39.84783587
1.509983	45.7831307
2.009578	49.2376535
2.509173	53.17455319
3.008769	58.73084498
3.508364	65.21744681
4.007959	69.1887538
4.507554	74.05592705
5.007149	79.40553191
5.506744	84.203769
6.00634	89.20881459
6.505935	91.87082067
7.00553	95.7043769
7.505125	99.98583587
8.021948	104.890152
8.504315	107.3427964
7.987493	60.78220061
7.487897	52.81405471
6.988302	45.46609726
6.488707	39.97872948
5.989112	32.04503343
5.489517	26.31647416
4.989922	24.13679027
4.490326	12.61976292
3.990731	12.19728875
3.491136	3.367764134
2.991541	-3.911280243
2.491946	-4.299297872
1.992351	-15.88523404
