"Atalay and Penzien, 1975, Spec. 4"	
-20.067	-65.946
-20.018	-64.79
-19.774	-63.371
-19.287	-61.44
-18.995	-60.15
-18.654	-58.994
-18.021	-56.801
-17.193	-54.355
-16.609	-51.521
-15.829	-48.043
-14.806	-44.437
-13.54	-39.929
-12.712	-37.224
-11.835	-33.747
-10.228	-28.465
-8.9619	-24.215
-8.4747	-22.541
-7.8415	-20.479
-6.6241	-16.616
-5.6985	-13.911
-4.9192	-11.592
-3.3119	-7.2129
-2.2405	-4.7656
-1.5099	-2.7049
-0.48705	-0.12881
0.24353	1.5456
0.97412	2.9625
2.484	6.1827
3.5067	8.501
3.9451	9.6602
4.968	12.236
5.9908	14.812
7.3058	18.419
8.5722	21.768
9.2055	23.828
9.8384	25.632
10.715	28.465
11.397	30.784
12.371	32.845
13.248	34.906
14.32	37.482
15.537	40.058
16.365	41.732
17.193	43.922
18.313	45.338
18.606	45.725
19.19	45.08
19.336	43.535
19.287	42.119
18.849	39.414
18.167	37.095
17.534	34.906
16.511	32.201
15.634	29.754
14.32	25.117
13.686	23.313
12.566	19.964
11.348	16.487
9.9847	12.623
8.8158	9.6602
7.939	7.2129
6.8189	3.9929
5.4064	-0.25761
4.5784	-2.7049
3.9939	-4.1217
2.6789	-7.5994
1.4125	-11.077
0.097412	-14.555
-1.0715	-17.904
-1.9482	-20.222
-2.6789	-22.025
-3.8478	-24.988
-4.9192	-27.564
-5.6985	-29.625
-7.0137	-33.102
-7.793	-35.034
-8.9619	-38.77
-9.7899	-41.217
-10.18	-42.376
-11.154	-45.725
-12.225	-48.946
-12.615	-50.747
-13.345	-53.452
-14.125	-55.644
-15.148	-58.865
-15.732	-60.924
-16.414	-62.984
-17.339	-65.43
-18.508	-67.365
-19.141	-67.623
-19.774	-67.623
-19.823	-65.048
-19.628	-63.629
-19.141	-61.44
-18.557	-59.123
-18.07	-57.188
-17.437	-54.871
-16.414	-50.747
-15.781	-48.559
-14.855	-44.437
-14.417	-42.763
-14.027	-41.088
-13.102	-37.353
-11.982	-33.875
-11.202	-31.557
-10.131	-28.079
-9.4976	-25.89
-8.3287	-22.541
-7.6467	-20.351
-7.111	-18.548
-5.9908	-15.456
-5.2116	-12.881
-4.1887	-9.6602
-3.3119	-7.4704
-2.9223	-6.5688
-1.3638	-2.1897
-0.7793	-1.0304
-0.19482	0.25761
0.29223	1.6744
0.9254	3.2201
1.8508	5.1521
2.825	7.3419
3.7991	9.6602
4.7732	11.721
5.9908	14.555
6.7701	16.744
7.6954	19.063
8.621	21.639
9.6924	24.859
11.251	28.594
12.615	31.686
13.54	33.875
14.563	36.194
15.391	38.255
16.316	40.315
17.534	42.505
18.411	43.922
19.044	43.793
19.093	41.474
18.703	39.156
17.242	33.36
15.975	29.367
14.758	26.147
13.004	20.866
11.105	15.714
9.2055	11.077
7.3546	5.7962
5.9421	1.8033
4.5296	-2.0608
3.5067	-5.1521
2.6302	-7.8569
1.2663	-11.592
-0.19482	-15.327
-1.6073	-18.419
-2.6789	-21.639
-4.2375	-26.018
-6.1369	-30.784
-7.111	-33.231
-8.2799	-36.065
-9.0592	-38.255
-10.18	-41.474
-11.105	-44.308
-12.177	-47.656
-13.102	-50.36
-13.979	-53.452
-14.66	-55.773
-15.391	-58.349
-16.414	-61.182
-17.096	-63.242
-17.437	-64.145
-18.167	-65.559
-18.898	-66.462
-19.19	-66.591
-19.385	-65.559
-19.19	-63.371
-18.752	-61.053
-18.119	-58.607
-17.729	-56.801
-17.388	-55.515
-16.657	-52.553
-16.268	-50.618
-15.488	-47.398
-14.953	-45.08
-13.881	-40.959
-13.297	-38.899
-12.225	-35.163
-10.959	-31.17
-9.9847	-27.435
-8.8158	-23.828
-7.5494	-19.964
-6.5753	-17.002
-5.3089	-13.524
-4.1887	-10.304
-3.2146	-7.8569
-2.2405	-5.0231
-0.97412	-1.6744
-0.048705	0.38641
1.0228	2.7049
2.0943	5.1521
4.2375	10.433
5.8448	15.199
8.2799	21.639
9.6436	24.601
10.277	26.276
11.543	29.109
12.712	31.943
13.832	34.906
14.66	37.224
15.878	39.8
16.365	41.088
17.291	42.763
17.777	43.664
18.216	44.308
18.849	44.565
19.093	44.437
19.239	41.603
18.459	37.868
17.485	34.519
16.511	31.943
15.342	28.594
14.368	25.374
12.907	21.51
11.641	17.904
10.423	14.812
9.4488	11.979
7.9878	7.7284
6.8189	4.508
5.2601	0
3.7991	-3.9929
2.1918	-8.501
0.34094	-13.653
-1.2663	-17.904
-2.6789	-21.382
-3.8964	-24.472
-5.5524	-28.98
-6.5265	-31.814
-7.3546	-33.618
-8.3287	-36.451
-8.8158	-37.74
-9.4976	-39.8
-11.446	-46.241
-12.517	-49.462
-13.151	-51.521
-14.027	-54.097
-15.245	-57.575
-15.488	-59.634
-16.073	-61.569
-16.706	-62.855
-17.144	-63.5
-18.021	-65.048
-18.606	-65.817
-18.8	-64.532
-18.654	-61.956
-17.437	-55.644
-16.463	-51.392
-15.634	-47.656
-14.855	-44.694
-14.076	-41.99
-13.345	-39.543
-12.712	-37.611
-12.128	-35.807
-11.787	-34.519
-11.251	-32.973
-10.423	-30.269
-9.7412	-27.95
-8.7671	-24.859
-8.0366	-22.798
-7.5006	-20.995
-7.0137	-19.32
-6.2344	-17.002
-5.3576	-14.297
-4.968	-13.009
-4.1399	-10.175
-3.3607	-7.7284
-2.3866	-5.0231
-1.7534	-3.4777
-0.9254	-1.5456
0.097412	0.77284
1.5586	4.508
2.6302	6.5688
3.8478	9.5316
4.7732	11.721
5.9908	14.812
7.111	17.904
7.8415	19.964
9.4003	23.7
10.228	25.89
11.689	29.496
12.566	32.201
13.443	34.519
14.904	38.77
15.683	40.315
16.657	41.603
17.68	43.278
18.849	44.565
19.823	44.951
22.307	47.14
23.379	47.656
24.353	48.172
25.327	48.43
26.253	48.43
26.886	48.43
28.202	48.559
28.834	48.43
29.614	48.559
29.858	48.559
29.858	44.565
29.614	42.634
29.271	39.671
28.395	35.678
28.054	34.648
27.518	32.716
26.594	30.269
25.425	27.177
24.158	24.215
23.281	21.897
21.82	18.033
20.943	15.585
19.726	12.365
18.557	10.047
17.485	7.4704
16.024	4.508
15.001	2.3185
13.93	0.12881
12.761	-2.0608
11.251	-5.2811
10.228	-7.0843
8.9619	-9.4026
7.6467	-11.721
6.3805	-13.653
5.0168	-15.585
4.2375	-16.744
3.4094	-18.033
2.6789	-19.192
0.53576	-23.442
-2.143	-28.337
-3.5067	-30.913
-4.6756	-32.845
-5.6012	-34.648
-6.5753	-36.451
-7.9878	-38.899
-9.0107	-40.702
-10.472	-44.179
-12.517	-49.075
-13.248	-51.134
-13.881	-52.811
-14.66	-54.871
-15.488	-57.188
-16.268	-59.247
-17.144	-61.053
-17.875	-62.726
-19.141	-65.048
-20.164	-66.462
-21.09	-67.752
-22.356	-68.779
-24.158	-69.94
-25.327	-70.327
-26.934	-70.843
-27.762	-70.972
-28.834	-71.23
-29.467	-71.23
-28.687	-66.075
-28.151	-63.629
-27.958	-62.468
-27.323	-58.865
-26.739	-55.644
-25.911	-51.392
-24.889	-47.011
-23.963	-43.02
-22.161	-36.966
-20.992	-32.973
-19.774	-29.109
-18.898	-26.791
-17.875	-24.215
-16.268	-20.479
-15.488	-18.419
-14.027	-14.555
-13.053	-12.623
-11.495	-9.4026
-10.228	-6.9553
-8.5235	-4.8946
-6.9162	-2.9625
-5.6985	-1.6744
-2.6302	1.4168
-1.1202	3.0913
0.048705	5.1521
0.97412	6.1827
1.8995	7.2129
4.0427	9.7892
5.0168	10.819
5.5524	11.463
6.8674	13.653
8.7671	16.616
9.4976	18.29
10.082	19.192
11.884	23.185
12.809	25.246
13.735	27.435
15.05	30.14
16.268	32.201
17.924	34.519
19.093	36.322
20.164	37.868
21.43	39.671
22.405	40.83
23.427	42.119
24.499	43.535
25.766	44.822
26.642	45.338
27.714	45.983
28.494	46.112
29.271	46.37
29.467	46.37
29.467	46.241
29.515	44.179
29.271	41.732
28.882	39.671
28.443	37.611
27.859	35.55
26.982	32.716
25.766	29.238
24.45	26.018
23.817	24.344
22.94	22.025
21.771	18.548
20.456	14.812
19.336	12.365
18.167	9.6602
16.755	6.3113
15.634	3.7353
14.806	2.1897
13.54	-0.25761
12.566	-2.1897
11.592	-4.1217
10.18	-6.8263
8.6695	-9.4026
7.257	-11.721
6.0881	-13.653
4.9192	-15.199
4.1399	-16.487
3.4582	-17.389
2.4353	-19.063
0.9254	-21.124
-0.87671	-24.086
-2.143	-25.89
-3.1171	-27.177
-4.5296	-28.723
-6.4778	-31.686
-7.8415	-33.618
-9.8384	-36.322
-10.715	-37.74
-11.884	-40.702
-12.761	-43.278
-14.173	-47.269
-14.709	-48.43
-15.391	-49.978
-16.414	-52.295
-18.119	-55.515
-18.995	-56.93
-20.213	-58.994
-20.992	-60.15
-21.869	-61.698
-22.356	-62.339
-23.233	-63.371
-23.963	-64.145
-24.791	-64.661
-25.618	-65.559
-26.642	-66.591
-27.567	-67.236
-28.346	-68.263
-29.223	-69.166
-29.418	-69.553
-29.078	-66.333
-28.542	-62.984
-27.91	-60.15
-27.47	-57.962
-26.934	-55.515
-26.302	-52.553
-25.327	-48.817
-24.255	-44.951
-23.476	-41.732
-22.551	-38.77
-21.187	-34.391
-19.774	-30.269
-18.752	-27.564
-17.924	-25.117
-16.56	-21.382
-15.488	-18.934
-13.589	-13.782
-12.907	-12.236
-12.079	-10.948
-10.91	-9.0161
-9.8384	-7.5994
-8.5722	-5.7962
-6.8674	-2.5761
-6.0881	-1.4168
-4.286	0.12881
-2.484	1.6744
-0.73058	3.6065
2.0456	6.8263
3.5067	8.8875
5.4064	11.335
6.5753	13.267
8.1826	15.714
9.4003	17.389
10.959	19.578
11.982	20.995
12.858	22.669
14.076	24.601
15.294	26.791
16.414	28.594
17.242	30.655
18.313	32.458
19.531	34.391
20.846	36.58
22.161	38.512
23.184	40.186
24.45	42.119
25.522	43.407
26.546	44.951
27.13	45.983
26.594	41.217
25.911	37.74
25.327	35.55
24.742	32.329
23.622	28.208
22.745	24.859
21.625	20.479
20.7	17.002
19.677	13.911
18.313	10.304
16.803	6.4403
15.975	4.3793
14.563	1.1592
12.42	-2.9625
11.251	-4.8946
9.4488	-8.501
7.4033	-11.979
5.9908	-13.911
4.968	-15.199
3.5067	-17.26
1.9482	-19.32
0.097412	-22.025
-1.9482	-25.374
-3.0686	-27.049
-4.8219	-29.625
-6.5265	-31.814
-7.3546	-33.875
-8.5235	-35.678
-9.6924	-37.868
-10.861	-40.186
-11.738	-41.861
-12.469	-43.149
-13.345	-44.951
-14.612	-47.398
-16.219	-50.489
-17.144	-52.037
-18.313	-54.097
-19.287	-55.902
-20.408	-57.446
-21.43	-58.607
-22.161	-59.634
-22.794	-60.408
-23.866	-61.698
-25.035	-63.242
-26.058	-64.403
-27.031	-65.43
-27.762	-66.333
-28.738	-67.365
-29.418	-68.263
-29.759	-68.65
-29.418	-66.333
-29.126	-65.048
-28.834	-63.758
-28.542	-62.726
-28.298	-61.569
-27.762	-59.505
-27.422	-57.962
-27.031	-56.414
-26.739	-55.386
-26.203	-52.94
-25.718	-51.005
-25.327	-48.946
-24.742	-46.37
-23.914	-43.278
-23.184	-40.573
-22.015	-36.709
-21.479	-34.519
-20.7	-32.329
-19.531	-28.723
-18.119	-25.503
-17.437	-23.828
-16.609	-21.768
-15.245	-18.161
-14.173	-15.456
-13.199	-13.396
-11.982	-10.691
-10.666	-8.63
-9.0592	-6.4403
-6.9162	-4.1217
-5.3576	-2.1897
-3.9451	0
-2.6789	1.5456
-0.24353	5.2811
1.0715	6.6978
1.9969	7.5994
3.0198	8.8875
4.6756	11.077
6.2344	13.009
7.3058	14.297
8.3287	15.843
9.7412	17.517
10.764	19.192
11.982	20.995
13.345	23.313
14.32	24.859
15.634	27.306
16.414	28.594
16.852	29.238
19.044	32.973
20.164	34.648
20.992	35.292
22.064	36.58
23.525	37.868
24.45	38.899
25.278	39.671
26.546	40.83
27.666	41.99
28.687	43.149
29.322	43.922
28.59	41.217
27.47	37.482
26.253	33.875
25.425	31.042
24.353	28.079
22.502	22.154
21.479	18.805
20.456	16.1
18.947	11.979
18.07	10.047
16.56	6.4403
15.732	4.637
14.125	0.77284
12.225	-3.0913
11.251	-5.0231
9.5951	-8.372
7.2085	-12.236
6.1369	-14.04
4.5296	-16.358
2.7762	-18.805
1.5586	-20.608
0.097412	-22.669
-1.3151	-24.73
-2.2892	-26.018
-3.3607	-27.435
-4.5784	-29.367
-7.2085	-33.875
-8.3774	-35.55
-9.6924	-38.126
-11.787	-41.474
-12.712	-43.149
-14.173	-45.983
-15.294	-48.43
-16.56	-51.005
-17.826	-52.811
-19.19	-54.742
-20.797	-57.317
-21.723	-58.607
-22.794	-60.021
-23.622	-60.795
-24.742	-61.698
-25.911	-62.726
-26.739	-63.371
-27.81	-64.145
-28.834	-64.79
-29.614	-65.688
-30.002	-66.075
-29.467	-63.113
-28.738	-60.408
-28.395	-58.994
-27.958	-57.704
-27.422	-55.773
-26.739	-53.323
-26.058	-51.134
-25.035	-47.527
-24.158	-44.694
-23.087	-41.217
-21.918	-37.611
-21.284	-35.292
-20.651	-33.102
-19.823	-30.398
-18.8	-27.435
-17.534	-23.828
-16.316	-20.222
-15.488	-17.904
-14.027	-14.555
-13.199	-12.623
-10.91	-8.7586
-9.6924	-6.8263
-8.5722	-5.1521
-7.4519	-3.7353
-5.0653	-1.1592
-3.7991	0.12881
-2.8738	1.1592
-1.9482	2.0608
-0.82799	3.2201
0.53576	5.9247
1.4125	6.9553
2.4353	7.9859
4.7244	11.463
5.9421	13.009
7.4519	14.941
8.621	16.616
9.5951	17.904
10.618	19.192
11.835	21.253
12.858	22.798
13.784	24.086
14.709	25.503
15.975	27.177
16.755	28.208
17.534	29.496
18.606	31.299
19.872	33.231
21.138	35.55
21.966	37.095
24.207	40.186
24.742	40.959
25.667	42.119
26.546	43.407
27.323	44.308
28.834	46.112
30.15	46.628
31.415	46.757
33.218	46.499
34.239	46.37
35.847	46.241
36.627	46.241
37.991	46.112
39.403	45.725
40.084	45.467
40.231	44.437
39.987	41.861
39.5	39.414
38.478	36.322
37.358	33.489
36.043	30.011
35.118	26.791
33.023	20.866
31.415	17.002
29.662	13.138
28.25	10.047
26.886	6.9553
25.278	3.7353
22.843	-0.51521
20.943	-4.2505
20.116	-5.6672
18.265	-8.8875
16.95	-10.304
13.443	-14.426
11.397	-16.616
9.936	-18.161
8.0851	-19.836
6.8189	-21.124
5.4552	-22.412
4.5296	-23.185
3.3607	-23.957
2.2405	-24.73
-0.38964	-27.177
-2.0943	-28.98
-3.2634	-30.269
-5.5037	-32.845
-6.0881	-33.489
-7.257	-34.519
-8.8643	-36.709
-10.033	-38.512
-11.008	-40.058
-11.982	-41.474
-12.956	-43.278
-14.758	-46.628
-16.268	-49.591
-17.144	-51.263
-18.508	-53.452
-19.969	-55.902
-21.187	-58.22
-23.233	-61.053
-24.012	-61.956
-25.425	-63.5
-26.106	-63.887
-27.031	-64.016
-27.958	-64.274
-29.174	-64.532
-30.49	-64.79
-31.755	-65.048
-32.583	-65.177
-33.947	-65.177
-35.41	-65.43
-36.383	-65.817
-37.455	-66.075
-38.72	-66.204
-40.084	-66.333
-40.427	-66.333
-39.355	-62.726
-38.672	-60.408
-37.455	-56.543
-36.627	-54.355
-36.043	-52.424
-35.118	-49.462
-34.582	-47.656
-33.655	-44.051
-32.974	-41.474
-31.951	-38.383
-31.219	-35.807
-30.343	-33.102
-29.614	-31.042
-28.59	-28.594
-27.81	-26.791
-26.546	-23.828
-25.376	-21.51
-24.45	-19.449
-23.281	-17.389
-22.112	-15.327
-20.505	-12.881
-19.385	-10.948
-17.875	-8.8875
-16.414	-7.0843
-15.44	-5.7962
-14.368	-4.508
-13.54	-3.3489
-12.42	-2.1897
-11.787	-0.77284
-9.5463	0.64403
-8.2314	1.2881
-6.4292	2.5761
-5.0168	3.0913
-3.7503	3.8641
-0.48705	6.6978
0.48705	7.4704
1.8508	8.63
3.7015	10.175
5.7473	11.85
6.8674	13.009
8.2314	14.555
9.3515	16.358
10.423	17.646
11.982	19.578
13.102	20.866
14.271	22.283
15.732	24.215
17.485	25.89
18.995	27.564
20.359	29.367
21.82	31.17
23.768	33.231
24.84	34.777
26.789	36.194
28.395	37.482
30.15	39.285
31.366	40.444
33.167	41.99
34.29	43.278
35.847	44.308
37.358	44.565
38.379	44.822
39.355	44.822
40.183	44.051
38.915	38.383
37.65	34.391
36.479	31.299
35.263	28.337
33.411	23.571
32.243	19.964
30.635	15.714
28.931	11.592
26.69	7.0843
24.109	1.2881
22.551	-1.4168
20.359	-5.1521
18.849	-7.2129
16.706	-10.562
14.612	-13.267
12.323	-15.971
10.131	-18.161
8.0366	-20.222
6.2344	-21.897
4.4323	-23.442
3.2634	-24.601
0	-26.791
-1.5099	-28.079
-3.3119	-30.398
-4.968	-32.201
-6.7701	-33.747
-8.5235	-35.292
-10.326	-37.095
-11.835	-38.77
-13.589	-40.959
-15.488	-43.793
-16.657	-45.467
-17.972	-47.398
-19.239	-49.204
-20.262	-51.005
-21.479	-52.682
-23.087	-55.386
-24.304	-56.801
-26.01	-59.247
-27.567	-60.795
-28.738	-61.827
-30.002	-62.855
-31.171	-63.887
-31.951	-64.403
-32.875	-64.919
-34.29	-65.688
-35.75	-66.333
-38.186	-67.365
-39.548	-67.494
-40.767	-67.881
-40.035	-65.946
-39.159	-62.984
-38.136	-59.763
-37.114	-55.515
-36.091	-51.908
-34.63	-47.14
-33.411	-42.763
-32.047	-38.641
-31.219	-36.065
-29.37	-31.17
-27.422	-26.018
-26.01	-23.056
-24.109	-18.934
-21.82	-15.585
-20.116	-12.881
-16.219	-7.0843
-14.368	-5.1521
-13.004	-3.6065
-10.082	-1.0304
-8.1826	0.25761
-5.8933	1.932
-3.653	3.7353
-0.53576	5.9247
1.4612	7.3419
3.3607	8.7586
5.3089	10.691
7.9878	13.396
9.5463	15.327
11.056	17.131
12.177	18.419
13.199	19.578
14.368	20.995
15.683	22.798
16.706	24.086
18.021	25.374
19.434	26.92
20.992	28.723
22.112	30.011
23.476	31.814
24.596	32.973
26.058	34.648
27.714	36.194
28.931	37.224
30.734	38.383
32.098	39.156
33.218	39.543
34.775	39.929
36.139	40.315
37.747	41.088
38.623	41.603
39.743	41.861
39.939	41.861
39.256	39.929
38.235	36.966
37.114	34.004
35.895	30.398
34.483	26.018
33.703	23.442
32.779	20.995
30.879	16.358
29.322	12.881
27.178	8.2435
25.474	4.3793
23.379	0.12881
20.992	-4.1217
19.482	-6.4403
15.245	-12.365
13.735	-14.168
11.348	-16.616
9.6436	-18.161
7.4033	-20.351
5.2601	-22.283
3.7503	-23.7
1.5586	-25.761
