"Bayrak and Sheikh 1996, AS3-HT"	
-4.149733824	-75.88445378
-4.28154759	-79.50210084
-4.553586638	-82.51680672
-4.767182369	-85.53151261
-5.053818531	-88.63235294
-5.276205651	-91.04411765
-5.412923394	-91.47478992
-5.538674655	-92.76680672
-5.446337569	-89.14915966
-5.227534458	-85.53151261
-5.072612061	-82.08613445
-4.872258418	-78.46848739
-4.751965705	-74.85084034
-4.5596386	-70.88865546
-4.374506085	-67.18487395
-4.234314652	-63.39495798
-4.095700779	-59.51890756
-3.88103148	-55.55672269
-3.669488816	-51.42226891
-3.4920838	-47.71848739
-3.23521473	-43.75630252
-3.171852008	-39.92331933
-2.919082981	-35.89222689
-2.717543338	-31.80945378
-2.554918353	-27.89894958
-2.360495068	-23.92815126
-2.20074726	-20.13823529
-2.024168746	-16.36554622
-1.776571534	-12.23109244
-1.701017422	-8.768487395
-1.502453569	-4.909663866
-1.269720741	-0.835504202
-1.150992865	2.988865546
-0.991816332	7.209453782
-0.741503128	11.42142857
-0.613410588	15.55588235
-0.449394553	19.64726891
-0.264653632	23.68180672
-0.061687559	27.29514706
0.155514716	31.47352941
0.335513943	35.62521008
0.548656473	39.94054622
0.761109768	44.22142857
0.895429084	48.6487395
1.174454867	53.06743697
1.324467671	57.60672269
1.478762179	61.58613445
1.703679084	65.58277311
1.874757554	69.32962185
2.031510832	73.48991597
2.198220021	77.18508403
2.341488747	81.38844538
2.568577164	85.48844538
2.759680877	89.5539916
2.977499186	93.54201681
3.170094749	97.50420168
3.429850497	102.0693277
3.676668882	106.289916
3.922913943	110.5966387
4.17217443	114.8172269
4.430062021	119.5546218
4.750253897	123.7752101
5.030996423	127.9096639
5.23925034	131.9579832
5.516949124	135.3172269
5.895744667	138.4180672
6.107512488	140.8298319
6.429243708	142.9831933
6.665790922	143.5861345
7.023181383	141.7773109
7.613191429	126.7037815
7.862978939	124.5504202
8.168878796	126.1869748
8.390841902	126.7037815
8.63047612	127.1344538
8.99456148	127.9957983
9.016427289	124.5504202
9.0790208	124.0336134
9.156202907	120.5882353
8.974107187	117.3151261
8.747663909	114.3865546
8.500793074	111.3718487
8.234541525	107.8403361
8.071450618	105.7731092
7.762174176	102.0693277
7.546978274	98.88235294
7.352785859	96.12605042
7.130733119	93.11134454
6.827038928	88.97689076
6.532791373	85.65210084
6.423946084	83.11113445
6.157205932	79.79495798
5.89975136	76.50462185
5.787000108	73.63634454
5.525780484	70.79390756
5.354518279	67.43466387
5.152561002	64.61806723
5.087255723	62.525
4.866108918	59.60504202
4.68624894	55.6342437
4.503630298	52.01659664
4.315605762	48.57983193
4.150546319	44.70378151
3.994602811	40.77605042
3.762051098	36.77941176
3.620117524	32.81722689
3.447209213	28.94117647
3.221017952	26.10218487
3.128095487	22.42510504
2.978740127	19.12960084
2.746009895	15.31470588
2.629465595	11.6539916
2.418229638	7.64012605
2.181490973	4.022478992
1.933744892	0.051680672
1.73203311	-3.789915966
1.536749684	-7.614285714
1.175836192	-11.61092437
1.044395245	-14.56533613
0.785144069	-18.20021008
0.597390025	-21.83508403
0.308778266	-25.82310924
0.104708153	-28.37268908
-0.152088597	-32.26596639
-0.364606047	-36.07310924
-0.721055841	-39.87163866
-0.928674069	-43.93718487
-1.200220934	-47.8907563
-1.387908343	-51.42226891
-1.686979708	-54.43697479
-1.939546586	-58.1407563
-2.174632589	-61.32773109
-2.417207319	-64.68697479
-2.595411874	-67.18487395
-2.873331448	-70.71638655
-3.024034252	-73.38655462
-3.20760379	-76.48739496
-3.426103691	-79.24369748
-3.766607911	-82.86134454
-3.950400369	-86.13445378
-4.231143772	-89.23529412
-4.47160785	-92.50840336
-4.720368061	-95.95378151
-5.033081578	-98.19327731
-5.233037167	-100.8634454
-5.493634139	-104.4810924
-5.64925436	-106.6344538
-5.97793641	-109.2184874
-6.175430335	-111.9747899
-6.482764091	-114.7310924
-6.647211944	-116.4537815
-6.936290563	-118.8655462
-7.191279371	-120.3298319
-7.452869248	-122.7415966
-7.619518027	-124.0336134
-7.832037289	-126.1008403
-7.910524926	-122.2247899
-7.642106555	-118.4348739
-7.369419802	-114.9894958
-7.22948329	-111.5441176
-6.935584013	-108.4432773
-6.726461781	-104.6533613
-6.408619322	-100.7773109
-6.320024199	-97.15966387
-5.982802385	-94.05882353
-5.782406687	-90.35504202
-5.542664268	-86.73739496
-5.251438915	-83.46428571
-5.087557742	-79.7605042
-4.906626609	-76.48739496
-4.667133608	-72.52521008
-4.413939836	-69.07983193
-4.267117137	-65.72058824
-3.958192368	-62.18907563
-3.736700198	-58.22689076
-3.531952265	-54.52310924
-3.342823963	-51.50840336
-3.106061639	-47.54621849
-2.844967102	-44.53151261
-2.694330197	-40.63823529
-2.388425111	-36.66743697
-2.223268915	-33.12731092
-1.94987533	-29.02731092
-1.717864552	-25.23739496
-1.534405977	-21.32689076
-1.24185913	-17.56281513
-1.078862378	-14.31554622
-0.820916948	-10.60315126
-0.584543854	-6.804621849
-0.408443021	-3.376470588
-0.16620113	0.284243697
-0.001881074	3.281722689
0.268071902	7.467857143
0.36562695	10.02605042
0.516341393	13.06659664
0.738444634	16.19327731
0.918102926	19.71617647
1.084853619	22.99359244
1.267370767	25.52852941
1.539017124	29.04539916
1.697302882	32.50714286
1.988802895	36.47794118
2.164029763	39.91470588
2.3944395	44.23004202
2.592890616	47.56344538
2.826265907	50.54369748
3.046064693	54.29054622
3.244475398	57.43445378
3.429831967	60.38886555
3.566544036	63.04180672
3.755806501	66.12542017
3.989020823	68.99369748
4.197137813	71.88781513
4.374370572	75.14369748
4.620696121	78.32205882
4.796398845	81.13865546
5.055053501	84.22226891
5.270429611	87.0302521
5.581466708	90.61344538
5.771168534	93.45588235
6.052376079	96.47058824
6.332974721	99.74369748
6.605573279	103.0168067
6.884517608	105.8592437
7.210671948	108.1848739
7.466672844	110.6827731
7.752108128	113.0084034
7.946663569	115.0756303
8.278507283	117.1428571
8.598854921	119.1239496
8.84603506	121.2773109
9.154532184	123.1722689
9.220946545	119.2962185
8.908979173	115.4201681
8.742658892	112.4054622
8.439758651	109.2184874
8.123641087	105.6008403
7.845804902	101.552521
7.481454402	97.93487395
7.280359852	94.31722689
6.951417758	91.04411765
6.629445226	87.20252101
6.332723039	83.89495798
6.047221796	79.7605042
5.790139522	76.54768908
5.505088214	72.95588235
5.317871602	69.78613445
5.161886704	66.39243697
4.96888294	63.17962185
4.754917154	59.63088235
4.552348784	56.40084034
4.438565211	53.23970588
4.241711766	49.72542017
4.018771901	46.43508403
3.882636758	43.30840336
3.882499864	40.38844538
3.61394225	37.05504202
3.444410551	33.56659664
3.285221958	29.77668067
3.09648185	26.69651261
2.995472937	23.62581933
2.771842791	19.54304622
2.677360295	16.38277311
2.516962261	13.20441176
2.268852178	9.405882353
2.081548962	6.167226891
1.923607576	2.325630252
1.708362753	-1.541806723
1.425434364	-4.935504202
1.21063647	-8.699579832
0.970584611	-12.27415966
0.674516406	-15.82289916
0.419766886	-19.82815126
0.282120403	-22.63613445
-0.022848386	-26.09012605
-0.231094686	-29.66470588
-0.488073809	-33.10147059
-0.741360462	-36.89138655
-1.095132199	-40.75021008
-1.378730902	-44.78991597
-1.580971465	-48.32142857
-1.823029818	-51.33613445
-2.05732348	-54.95378151
-2.387364443	-58.82983193
-2.630148469	-61.84453782
-2.789954251	-64.42857143
-3.05039422	-68.13235294
-3.303330536	-72.00840336
-3.602637467	-75.36764706
-3.864899873	-79.15756303
-4.1363461	-82.86134454
-4.444530695	-86.30672269
-4.699242585	-89.66596639
-4.981602485	-92.42226891
-5.178505629	-95.78151261
-5.467400319	-98.88235294
-5.657815713	-102.2415966
-6.029233817	-104.8256303
-6.123512459	-106.9789916
-6.395515979	-109.907563
-6.713356883	-113.0084034
-6.884419951	-115.5063025
-7.210958228	-118.1764706
-7.33831961	-119.8991597
-7.594733371	-122.2247899
-7.861112457	-124.8088235
-7.769416798	-121.0189076
-7.575797421	-117.487395
-7.276242635	-113.7836134
-7.138399943	-111.4579832
-6.874308944	-107.4957983
-6.610544557	-104.394958
-6.553106559	-102.0693277
-6.281081014	-98.62394958
-6.07851815	-94.83403361
-5.723187956	-91.04411765
-5.523315692	-87.7710084
-5.288452676	-83.98109244
-5.031297932	-80.27731092
-4.825773775	-77.09033613
-4.668071253	-73.38655462
-4.385542646	-69.59663866
-4.116328054	-65.72058824
-3.894194654	-62.53361345
-3.630193289	-58.91596639
-3.495924717	-56.24579832
-3.350843252	-53.74789916
-3.104176739	-50.1302521
-2.870855594	-46.25420168
-2.661891586	-42.46428571
-2.428273155	-39.02752101
-2.215360235	-35.09978992
-2.048903332	-31.65441176
-1.764037756	-27.99369748
-1.444012917	-24.05735294
-1.275938177	-20.25882353
-1.135684048	-17.45945378
-0.823469528	-13.34222689
-0.568476357	-9.181932773
-0.373435901	-6.003571429
-0.121066749	-2.894117647
0.074711133	1.059453782
0.285407241	4.849369748
0.521814961	8.492857143
0.721787261	11.33529412
0.87888466	14.01407563
0.994949919	17.28718487
1.207988969	20.94703782
1.439406669	24.31317227
1.640862741	26.87739496
1.837585947	30.17978992
2.099626511	33.87668067
2.287856739	37.51155462
2.581672353	41.31008403
2.731667286	44.91911765
2.912602158	48.47647059
3.225987943	52.02521008
3.45789951	55.22941176
3.580803203	58.32163866
3.853961834	61.53445378
4.007889336	64.46302521
4.216490254	67.57247899
4.424447488	70.21680672
4.601185148	73.0592437
4.863599411	76.11701681
5.00862859	78.89915966
5.23232777	82.17226891
5.543569041	85.36785714
5.794969226	88.36533613
6.012402287	91.11302521
6.27722851	93.88655462
6.58516383	96.64285714
6.793989206	99.1407563
7.11100384	102.0693277
7.400403493	104.8256303
7.693598167	108.012605
7.987556633	110.855042
8.322757983	113.8697479
8.585733021	116.3676471
8.868044758	118.5210084
9.150189863	121.4495798
9.494824431	123.2584034
9.807364801	124.894958
10.01113348	125.842437
10.39030024	127.3928571
10.66340578	128.7710084
10.95152145	129.8907563
11.29658276	131.2689076
11.62359477	132.302521
11.96905882	133.25
12.34614584	134.0252101
12.61831521	134.9726891
12.95016687	135.4894958
13.34993209	136.1785714
13.74199162	136.9537815
13.9632388	137.4705882
14.37099821	137.987395
14.75210816	138.5903361
14.99499847	138.9348739
15.41107229	139.1932773
15.72322165	139.8823529
16.05169295	140.0546218
16.37788308	140.657563
16.77811779	140.5714286
17.08317847	140.9159664
17.45175541	141.0021008
17.82235826	141.3466387
18.17799082	141.3466387
18.57245562	141.4327731
18.83501006	141.5189076
19.21536751	139.5378151
19.51089615	139.4516807
19.8791805	134.0252101
19.83599028	131.5273109
19.53650345	127.8235294
19.23374442	124.3781513
18.94674686	121.7079832
18.59987625	118.9516807
18.23661413	115.9369748
17.97656309	113.3529412
17.63220977	110.2521008
17.2958787	107.9264706
16.92925035	105.0840336
16.58916319	102.5
16.32850076	99.74369748
15.97962848	96.81512605
15.67555483	94.23109244
15.30990018	91.64705882
14.97632884	88.95105042
14.68176403	86.40147059
14.33519429	83.68823529
13.99104087	81.14726891
13.68331161	78.25315126
13.42314572	75.9447479
13.11582844	73.04201681
12.83235	70.31155462
12.45482187	67.21932773
12.17340435	63.99789916
11.81314174	60.78508403
11.51132551	57.62394958
11.1751713	54.64369748
10.90027591	51.63760504
10.64387457	48.87268908
10.39241422	45.80630252
10.14354955	42.8605042
9.896621139	39.57878151
9.611180182	36.4262605
9.310048317	33.15315126
9.126676196	30.14705882
8.877367113	27.50014706
8.716708254	25.84722689
8.54139991	22.32863445
8.168085745	19.22262605
7.953079751	15.86596639
7.693894443	13.05798319
7.455918156	10.51701681
7.224526332	7.614285714
6.950721987	4.54789916
6.728530763	1.49012605
6.448420294	-1.757142857
6.198541097	-4.470378151
5.918592325	-7.433403361
5.583412414	-10.6289916
5.29640215	-13.64369748
4.970798383	-16.95987395
4.673497702	-20.49138655
4.421594976	-23.575
4.070325958	-26.68445378
3.835435732	-29.48382353
3.576672439	-32.47268908
3.311592575	-35.88361345
3.009150071	-39.2342437
2.821342325	-42.15420168
2.422694188	-45.39285714
2.135069713	-48.83823529
1.848655152	-52.19747899
1.536005764	-55.12605042
1.239271127	-58.39915966
0.94368548	-62.01680672
0.669921779	-65.03151261
0.473711735	-67.87394958
0.123898467	-71.40546218
-0.102402839	-74.76470588
-0.518171786	-78.03781513
-0.749030235	-81.39705882
-0.995232342	-84.2394958
-1.304268993	-87.51260504
-1.660088097	-90.44117647
-1.859531923	-93.28361345
-2.136882701	-96.29831933
-2.411807422	-98.88235294
-2.669532459	-101.1218487
-2.93561877	-104.394958
-3.189858067	-106.8067227
-3.535329012	-110.1659664
-3.82941015	-113.2668067
-4.169044254	-116.1953782
-4.470578039	-118.6932773
-4.766365842	-121.2773109
-5.043842564	-123.4306723
-5.349574189	-126.1869748
-5.68357133	-128.7710084
-5.940067694	-131.0105042
-6.084871296	-132.4747899
-6.314530086	-134.1113445
-6.535527745	-135.4033613
-6.753208523	-137.1260504
-7.08507495	-138.8487395
-7.397970529	-140.5714286
-7.603565011	-142.2941176
-7.803487611	-143.5
-8.091588527	-144.9642857
-8.399677969	-146.2563025
-8.568327741	-147.0315126
-8.91161271	-147.8067227
-9.511416105	-144.7058824
-9.881532841	-143.5
-10.17196299	-142.8109244
-10.4764214	-142.552521
-10.90309136	-142.4663866
-11.21519733	-142.6386555
-11.60077251	-142.9831933
-11.95952701	-143.3277311
-12.36136156	-143.4138655
-12.74149132	-143.5861345
-13.07077653	-143.2415966
-13.46671949	-142.6386555
-13.93105096	-141.605042
-14.31611509	-141.2605042
-14.74827644	-140.7436975
-14.94841097	-140.3991597
-15.34403783	-140.3991597
-15.81940754	-139.5378151
-16.21317167	-138.8487395
-16.57817295	-138.762605
-16.9594238	-138.5903361
-17.31136006	-138.5042017
-17.71170157	-138.2457983
-18.01993936	-138.0735294
-18.4624104	-137.5567227
-18.87398843	-136.6092437
-18.98489625	-132.9054622
-18.72184027	-129.5462185
-18.44972438	-126.4453782
-18.15085455	-124.0336134
-17.92566446	-121.9663866
-17.5617628	-119.2962185
-17.39424776	-117.4012605
-17.07307366	-115.1617647
-16.93958845	-113.5252101
-16.64425523	-110.9411765
-16.32225742	-108.1848739
-15.98173493	-105.6008403
-15.63091463	-102.6722689
-15.3380007	-100.605042
-15.01927443	-97.67647059
-14.66379697	-95.17857143
-14.55440127	-93.45588235
-14.36164509	-91.73319328
-14.09505124	-89.14915966
-13.74764342	-86.82352941
-13.34607232	-84.06722689
-13.05897148	-81.31092437
-12.75206687	-78.55462185
-12.47285206	-76.65966387
-12.19410498	-73.73109244
-11.84939992	-70.97478992
-11.55627008	-68.47689076
-11.2796538	-66.23739496
-10.91755862	-63.30882353
-10.61442579	-60.72478992
-10.32108967	-58.22689076
-10.05622948	-55.81512605
-9.769634841	-54.00630252
-9.49219151	-51.68067227
-9.271368643	-48.92436975
-8.925637729	-46.16806723
-8.609193816	-43.49789916
-8.225318054	-40.65546218
-7.973284676	-37.70966387
-7.60307131	-34.87584034
-7.278039412	-31.97310924
-6.996160977	-29.46659664
-6.677206513	-26.60693277
-6.358299439	-24.08319328
-6.160807329	-21.9039916
-5.944120472	-19.95735294
-5.615371194	-17.55420168
-5.304067451	-14.71176471
-5.058495013	-12.40336134
-4.863935885	-10.25861345
-4.549227397	-7.86407563
-4.195058164	-4.944117647
-3.880451363	-2.187815126
-3.524379398	0.33592437
-3.372571997	2.807983193
-2.951745853	5.374789916
-2.723980549	7.777941176
-2.413419279	10.30168067
-2.230721645	12.27415966
-1.990085912	14.84957983
-1.671120393	17.64894958
-1.330093539	20.41644958
-1.110289634	22.38203782
-0.850575498	24.37691176
-0.611542446	25.77056723
-0.313974232	28.19783613
-0.063360108	30.85508403
0.232993564	33.20483193
0.515403278	35.66827731
0.76441815	37.79579832
1.114964049	40.31092437
1.279102955	42.51596639
1.605784394	45.21197479
1.864095325	47.40840336
2.187918151	49.77710084
2.454640121	52.00798319
2.77628095	54.50588235
2.959873994	56.53865546
3.256156451	58.33886555
3.550332257	60.6644958
3.796874719	62.63697479
4.068929957	64.65252101
4.316087292	66.66806723
4.605926512	68.63193277
4.904080159	70.59579832
5.191990157	72.55966387
5.468339859	74.65273109
5.754190595	76.52184874
6.063655869	78.52878151
6.361398598	80.44096639
6.647059525	82.37037815
6.992333443	84.24810924
7.344168343	86.37563025
7.619314129	88.20168067
7.971318792	89.90714286
8.278744049	91.78487395
8.610919289	93.3697479
8.906688239	95.09243697
9.304155717	96.9012605
9.615230145	98.79621849
10.01702474	100.605042
10.36884345	102.4138655
10.71505316	103.7058824
11.08439989	105.0840336
11.22872273	105.8592437
11.59559022	107.5819328
11.95565659	109.3907563
12.18425061	110.5966387
12.55227217	111.9747899
12.87757655	113.697479
13.31281284	115.0756303
13.60390149	116.4537815
13.98459302	117.8319328
14.36554223	119.4684874
14.59746561	120.3298319
14.9484958	121.6218487
15.27186176	122.7415966
15.47129111	123.5168067
15.7942386	124.5504202
16.15618371	125.4978992
16.50397519	126.5315126
16.84512062	127.2205882
17.13339794	127.9096639
17.45530457	128.7710084
17.93326018	129.6323529
18.21911611	130.3214286
18.57678104	130.9243697
18.68897639	131.1827731
19.12855136	131.7857143
19.39350839	132.2163866
19.77381458	132.302521
19.97498935	128.6848739
19.60604116	125.4978992
19.48709972	124.3781513
19.25391017	122.052521
18.96028862	119.4684874
18.64385202	116.9705882
18.25651162	114.0420168
17.8670079	111.1995798
17.46154281	108.5294118
17.17795716	106.2037815
16.83165333	103.9642857
16.55518333	101.6386555
16.13609128	99.05462185
15.81836513	96.21218487
15.4776943	94.05882353
15.19215583	91.64705882
14.83339584	89.19222689
14.45743286	86.54789916
14.11543092	83.98109244
13.81486267	81.46596639
13.45130573	78.84747899
13.19302723	76.42710084
12.78505052	73.92920168
12.45350599	71.49159664
12.16485073	69.01092437
11.82481185	66.58193277
11.51579428	64.04957983
11.17154097	61.67226891
10.8502379	59.25189076
10.61431349	56.65063025
8.112710743	33.51491597
7.86020228	31.55966387
7.647520559	29.52689076
7.379429943	27.25380252
7.18892312	25.54489496
6.976786799	22.99273109
6.617789064	20.38027311
6.363755958	18.04861345
6.189103224	15.71953782
5.89620057	13.7039916
5.615970035	11.21470588
5.393450879	8.578991597
5.047135789	6.158613445
4.808658517	3.695168067
4.534194227	1.843277311
4.276770687	-0.241176471
4.07055652	-2.024159664
3.787735728	-4.892436975
3.41234422	-7.545378151
3.138019905	-9.91407563
2.797423837	-12.22247899
2.446095413	-15.14243697
2.086654114	-17.78676471
1.739830797	-20.16407563
1.441413594	-23.35105042
1.096386488	-26.06428571
0.709930578	-28.65693277
0.363940027	-31.59411765
-0.01462985	-34.58298319
-0.333831778	-36.95168067
-0.666397413	-39.63046218
-1.009760226	-42.01638655
-1.380774022	-44.19558824
-1.653823805	-46.7710084
-2.07072724	-49.44117647
-2.373607652	-52.19747899
-2.661282682	-54.43697479
-2.98373921	-56.67647059
-3.267897953	-58.91596639
-3.674435901	-60.98319328
-4.027307906	-63.39495798
-4.367029816	-65.63445378
-4.78391744	-68.47689076
-5.10506337	-70.6302521
-5.534371622	-73.21428571
-5.789443623	-75.1092437
-6.17306657	-77.17647059
-6.509736119	-79.32983193
-6.808412596	-81.31092437
-7.141949044	-83.20588235
-7.51436675	-85.18697479
-7.815869516	-87.34033613
-8.213754978	-89.23529412
-8.601891984	-91.47478992
-8.920981352	-93.3697479
-9.287586064	-95.43697479
-9.629727078	-97.24579832
-9.988795921	-99.1407563
-10.34191534	-100.9495798
-10.73113062	-103.1029412
-11.06379928	-104.7394958
-11.40773595	-106.3760504
-11.7041995	-107.5819328
-12.10919071	-109.0462185
-12.42875044	-110.5966387
-12.74157161	-111.802521
-13.08271061	-113.3529412
-13.4051188	-114.5588235
-13.77643183	-116.0231092
-14.01815417	-116.8844538
-14.36095979	-118.262605
-14.55686754	-118.7794118
-14.91514183	-119.8991597
-15.28965056	-120.9327731
-15.67024503	-122.052521
-15.97007587	-123
-16.26900703	-123.8613445
-16.65161163	-124.9810924
-17.01595506	-125.7563025
-17.37983627	-126.5315126
-17.71580512	-127.3067227
-18.08590158	-127.8235294
-18.47042984	-128.2542017
-18.91448024	-128.5987395
-19.25170706	-128.7710084
-19.32689196	-124.9810924
-18.93163121	-121.7079832
-18.5886599	-118.3487395
-18.28039868	-116.0231092
-17.91756896	-112.6638655
-17.62143494	-110.1659664
-17.27426685	-107.4957983
-16.98075468	-104.9978992
-16.61775923	-102.5
-16.25072371	-99.48529412
-15.92996491	-96.9012605
-15.63014329	-94.23109244
-15.25796177	-91.99159664
-14.98340509	-89.49369748
-14.66306944	-86.56512605
-14.29261924	-83.98109244
-14.01290226	-81.65546218
-13.68274289	-78.89915966
-13.32030725	-76.48739496
-13.08059818	-74.16176471
-12.70530024	-71.75
-12.36986497	-68.99369748
-12.07020127	-66.49579832
-11.73638775	-64.17016807
-11.39223719	-61.24159664
-11.11511661	-58.91596639
-10.71768494	-56.15966387
-10.43833214	-53.66176471
-10.08055572	-51.16386555
-9.722548239	-48.32142857
-9.469758688	-46.25420168
-9.186292299	-44.01470588
-8.786086627	-41.23256303
-8.478778941	-38.70021008
-8.292224568	-36.57268908
-7.91817402	-34.10063025
-7.654910414	-31.80945378
-7.350322535	-29.57857143
-7.041635678	-27.03760504
-6.742999592	-24.42773109
-6.462017513	-21.85231092
-6.099330662	-19.46638655
-5.794663966	-16.72731092
-5.49007708	-14.39306723
-5.067267361	-11.7487395
-4.817103711	-9.026890756
-4.496300823	-6.356722689
-4.112090371	-4.048319328
-3.828582133	-1.515966387
-3.538701148	1.180042017
-3.290931281	3.772689076
-2.877502458	6.184453782
-2.519118289	8.863235294
-2.183582335	11.73151261
-1.828422247	14.32415966
-1.541095243	16.92542017
-1.225335515	19.61281513
-0.936748127	22.00046218
-0.561650964	24.50869748
-0.197576742	26.92046218
0.121232208	29.45884454
0.384664378	31.90420168
0.742681245	34.4710084
1.075593697	37.34789916
1.345953201	39.81134454
1.761895247	42.6710084
2.139566071	45.72878151
2.573707322	48.62289916
2.969521695	51.73235294
3.411579529	54.72121849
3.796337097	57.46029412
4.158978492	60.20798319
4.595798293	62.78340336
4.987682013	65.47079832
5.413619685	68.28739496
5.798491203	71.03508403
6.28825843	73.61911765
6.650305251	76.20315126
7.097170549	78.87331933
7.547275091	81.39705882
8.058005024	84.06722689
8.29213792	85.10945378
8.554926618	86.70294118
8.889723786	88.13277311
9.63427266	92.08634454
9.932581653	93.3697479
10.29400974	95.17857143
10.67579417	97.07352941
11.02151888	98.62394958
11.30806485	100.3466387
11.72135887	101.9831933
12.04964372	103.6197479
12.35608617	105.1701681
12.71799117	106.5483193
13.0407717	108.012605
13.40374495	109.5630252
13.76380267	110.9411765
14.14562045	112.5777311
14.49199595	114.3004202
14.86250283	115.5063025
15.18539613	116.7983193
15.57169109	118.1764706
15.92387961	119.4684874
16.24697225	120.3298319
16.63490593	121.2773109
16.96233061	121.9663866
17.29237868	122.6554622
17.58255863	123.6029412
17.96469952	124.2920168
18.26919049	125.2394958
18.57470876	125.9285714
18.93496507	126.4453782
19.18485342	127.1344538
19.45743153	127.5651261
19.81999805	128.0819328
20.17432781	128.8571429
20.41445715	129.3739496
20.76061459	129.9768908
21.14939781	130.1491597
21.51575584	130.4936975
21.80054876	130.8382353
22.16715209	131.0105042
22.44851902	131.2689076
22.84665584	131.2689076
23.24359806	131.4411765
23.53489172	131.4411765
23.94796436	131.5273109
24.36441223	131.6134454
24.66653565	131.355042
24.7358483	131.0966387
24.53230801	131.1827731
24.39938124	130.8382353
24.41062458	130.8382353
24.5664731	129.6323529
24.59417323	126.1008403
24.73975036	127.3067227
25.16577488	127.9096639
25.29336339	128.512605
25.5260942	128.8571429
26.02485035	128.6848739
26.34764928	128.512605
26.77529628	128.512605
26.90196761	128.512605
27.416928	128.2542017
27.79610154	127.9957983
27.95307953	127.4789916
28.26097312	126.789916
28.53222839	126.7037815
28.7720503	126.1008403
29.11019005	125.842437
29.19026215	125.4117647
29.32385314	123.5168067
29.82128459	123.5168067
30.01191106	123.1722689
30.54333877	122.7415966
30.98371212	122.1386555
31.20690065	121.4495798
31.60446436	120.4159664
32.0131216	117.1428571
32.00167787	114.3865546
32.19592783	112.0609244
32.41381894	109.7352941
32.45596632	108.1848739
32.65272381	105.7731092
32.38587135	103.3613445
32.20373266	101.6386555
31.96537313	100.4327731
31.56154899	98.53781513
31.0799073	94.74789916
30.27476773	90.95798319
29.82062164	87.54705882
29.18222376	84.12752101
28.58967655	80.57016807
28.06210662	77.09894958
27.50226727	73.79138655
26.97690906	70.51827731
26.48940433	67.09012605
25.76956858	63.80840336
25.39233856	60.63004202
24.84932534	57.56365546
24.46373682	54.40252101
23.91058689	51.10357143
23.44757642	48.14054622
23.02330539	45.08277311
22.63083476	41.96470588
22.16758428	39.03613445
21.68252718	36.2539916
21.37019414	33.3512605
21.01785351	30.76722689
20.53195113	28.1952521
20.17133912	26.28306723
19.91004646	24.40964286
19.56179067	22.14861345
19.13563299	19.48016807
18.75284617	17.06323529
18.3674064	14.67731092
18.03221474	12.36890756
17.5347778	10.00882353
17.16243673	7.579831933
16.74903315	5.254201681
16.33984048	2.790756303
15.91530925	0.568487395
15.56497544	-1.860504202
