"Paultre, Legeron, Mongequ, July-August 2001 test 1006052"	
78.89	100.11
78.53	98.24
77.93	96.37
77.5	94.49
77.04	92.61
76.57	90.73
76.1	88.86
75.52	86.98
75.07	85.07
74.58	83.22
74.07	81.35
73.76	79.45
73.13	77.58
72.66	75.71
72.15	73.84
71.7	71.96
71.17	70.07
70.75	68.21
70.26	66.33
69.72	64.46
69.16	62.57
68.6	60.71
68.02	58.83
67.65	56.96
67.11	55.09
66.49	53.21
65.93	51.33
65.46	49.48
64.86	47.62
64.41	45.74
63.81	43.88
63.25	42.02
62.69	40.15
62.16	38.27
61.56	36.41
61.09	34.53
60.51	32.67
59.97	30.78
59.51	28.93
58.84	27.07
58.39	25.2
57.77	23.32
57.3	21.47
56.81	19.6
56.18	17.73
55.67	15.89
55.13	14.01
54.6	12.15
54.09	10.31
53.57	8.45
52.99	6.59
52.44	4.73
51.88	2.88
51.43	1.02
50.76	-0.83
50.12	-2.68
49.58	-4.54
49.07	-6.4
48.35	-8.23
47.68	-10.1
47.17	-11.94
46.44	-13.79
45.79	-15.63
45.16	-17.49
44.56	-19.33
43.85	-21.17
43.2	-23.01
42.51	-24.84
41.86	-26.7
41.08	-28.54
40.55	-30.36
39.81	-32.2
39.1	-34.04
38.41	-35.87
37.63	-37.72
36.93	-39.54
36.15	-41.37
35.4	-43.2
34.68	-45.03
33.92	-46.88
33.1	-48.7
32.36	-50.52
31.69	-52.34
30.89	-54.16
30.11	-55.98
29.31	-57.8
28.5	-59.61
27.79	-61.43
27.01	-63.26
26.19	-65.08
25.47	-66.89
24.58	-68.72
23.87	-70.53
23.04	-72.34
22.22	-74.15
21.48	-75.96
20.63	-77.77
19.85	-79.57
19.09	-81.38
18.29	-83.18
17.44	-84.99
16.59	-86.78
15.77	-88.61
15.01	-90.39
14.12	-92.19
13.25	-93.98
12.31	-95.76
11.35	-97.55
10.55	-99.34
9.57	-101.14
8.74	-102.92
7.74	-104.71
6.85	-106.5
5.89	-108.27
4.86	-110.04
-0.09	-118.94
-0.87	-120.75
-1.72	-122.55
-2.76	-124.36
-3.66	-126.15
-4.53	-127.94
-5.6	-129.72
-6.51	-131.48
-7.58	-133.24
-8.7	-135
-9.74	-136.77
-10.66	-138.53
-11.77	-140.28
-12.8	-142.03
-14	-143.79
-15.07	-145.51
-16.19	-147.26
-17.35	-148.97
-18.53	-150.68
-19.74	-152.4
-20.94	-154.1
-22.35	-155.8
-23.62	-157.51
-24.91	-159.21
-26.34	-160.89
-27.74	-162.55
-29.28	-164.22
-30.75	-165.86
-32.56	-167.49
-34.21	-169.1
-35.46	-170.09
-36.33	-170.65
-38.83	-172.09
-42.19	-173.39
-47.15	-174.27
-82.92	-164.06
-85.89	-161.46
-85.71	-159.52
-85.51	-157.59
-85.4	-155.67
-84.9	-153.74
-84.46	-151.81
-84.24	-149.92
-83.74	-148
-83.25	-146.14
-82.85	-144.24
-82.23	-142.36
-81.74	-140.47
-81.47	-138.58
-80.87	-136.7
-80.56	-134.81
-80.04	-132.93
-79.46	-131.05
-79.11	-129.16
-78.7	-127.28
-78.19	-125.4
-77.5	-123.52
-77.05	-121.63
-76.83	-119.75
-76.25	-117.86
-75.67	-115.98
-75.38	-114.1
-74.87	-112.23
-74.36	-110.33
-73.98	-108.47
-73.42	-106.59
-72.77	-104.7
-72.46	-102.84
-71.84	-100.94
-71.55	-99.08
-71.1	-97.19
-70.56	-95.33
-69.96	-93.45
-69.34	-91.57
-69.09	-89.7
-68.58	-87.81
-67.93	-85.93
-67.33	-84.06
-66.82	-82.19
-66.5	-80.29
-65.97	-78.43
-65.48	-76.57
-64.74	-74.69
-64.3	-72.82
-63.76	-70.95
-63.27	-69.08
-62.6	-67.21
-62.16	-65.34
-61.71	-63.47
-61.06	-61.6
-60.55	-59.73
-59.99	-57.83
-59.48	-55.99
-58.92	-54.14
-58.36	-52.27
-57.83	-50.41
-57.38	-48.55
-56.85	-46.69
-56.27	-44.83
-55.82	-43
-55.31	-41.17
-54.62	-39.29
-54.28	-37.44
-53.61	-35.59
-53.19	-33.73
-52.63	-31.87
-52.05	-30.01
-51.5	-28.15
-50.83	-26.3
-50.13	-24.45
-49.58	-22.61
-48.89	-20.77
-48.22	-18.92
-47.7	-17.07
-46.97	-15.21
-46.37	-13.39
-45.63	-11.54
-44.87	-9.72
-44.2	-7.88
-43.38	-6.04
-42.73	-4.21
-42.08	-2.38
-41.17	-0.55
-40.52	1.28
-39.65	3.1
-39.01	4.93
-38.27	6.74
-37.4	8.57
-36.64	10.38
-35.84	12.2
-34.99	14.01
-34.14	15.83
-33.34	17.66
-32.63	19.46
-31.76	21.28
-30.8	23.08
-30.02	24.89
-29.19	26.69
-28.39	28.49
-27.52	30.3
-26.69	32.11
-25.74	33.91
-24.98	35.72
-23.97	37.49
-23.19	39.3
-22.26	41.08
-21.41	42.88
-20.56	44.66
-19.56	46.44
-18.71	48.22
-17.8	50.01
-16.86	51.79
-15.99	53.57
-15.05	55.34
-13.96	57.12
-13.07	58.88
-12.09	60.64
-10.99	62.4
-9.86	64.15
-8.81	65.92
-7.72	67.66
-6.71	69.41
-5.46	71.15
-4.35	72.9
-3.3	74.64
-2.12	76.4
-0.89	78.13
4.06	83.08
4.86	84.89
5.89	86.67
6.85	88.47
7.87	90.22
8.86	91.98
10.06	93.72
11.22	95.46
12.27	97.2
13.49	98.94
14.65	100.66
15.9	102.38
17.11	104.09
18.27	105.8
19.56	107.49
20.94	109.17
22.33	110.88
23.73	112.53
25.16	114.2
26.65	115.85
28.3	117.48
29.98	119.09
31.87	120.68
33.54	122.14
33.72	122.27
35.86	123.79
38.36	125.26
41.17	126.65
44.32	127.96
48.49	129
53.33	129.88
60.29	130.2
70.5	130.01
80.92	129.57
90.48	125.47
90.64	123.47
90.73	121.47
90.66	119.47
90.86	117.47
90.84	113.51
90.37	111.59
90.13	109.68
89.64	107.77
89.32	105.87
88.79	103.98
88.39	102.09
87.92	100.19
87.56	98.3
87.03	96.42
86.56	94.51
86.05	92.64
85.64	90.76
85.24	88.87
84.66	86.97
84.13	85.1
83.86	83.22
83.26	81.33
82.83	79.42
82.34	77.56
81.99	75.68
81.41	73.8
80.87	71.92
80.56	70.03
80	68.16
79.49	66.28
79	64.4
78.44	62.52
77.97	60.63
77.57	58.79
77.19	56.94
76.75	55.07
76.21	53.17
75.65	51.31
75.23	49.42
74.8	47.56
74.22	45.65
73.78	43.77
73.42	41.9
72.8	40.02
72.33	38.15
71.86	36.27
71.39	34.4
70.81	32.52
70.28	30.65
69.74	28.77
69.3	26.9
68.81	25.01
68.34	23.15
67.69	21.28
67.07	19.42
66.58	17.54
65.97	15.68
65.46	13.81
64.95	11.94
64.34	10.07
63.81	8.21
63.21	6.33
62.52	4.48
61.96	2.61
61.36	0.75
60.87	-1.11
60.13	-2.97
59.57	-4.83
59.08	-6.68
58.37	-8.54
57.79	-10.4
57.23	-12.26
56.67	-14.1
56.05	-15.96
55.62	-17.82
54.91	-19.66
54.31	-21.51
53.71	-23.36
53.19	-25.19
52.66	-27.05
51.94	-28.88
51.32	-30.73
50.76	-32.56
50.03	-34.4
49.38	-36.23
48.6	-38.06
47.95	-39.89
47.22	-41.71
46.57	-43.54
45.86	-45.38
45.05	-47.2
44.34	-49.03
43.56	-50.84
42.8	-52.66
42	-54.48
41.15	-56.29
40.41	-58.13
39.59	-59.93
38.72	-61.73
37.94	-63.54
37.02	-65.34
36.29	-67.15
35.31	-68.95
34.41	-70.76
33.54	-72.57
32.76	-74.36
31.85	-76.15
30.82	-77.94
29.98	-79.72
29	-81.5
28.13	-83.3
27.08	-85.08
26.21	-86.86
25.11	-88.63
24.2	-90.4
23.24	-92.17
22.24	-93.94
21.23	-95.69
20.19	-97.47
19.25	-99.22
18.29	-100.97
17.2	-102.71
16.13	-104.47
15.15	-106.23
14.03	-107.96
12.8	-109.7
11.67	-111.45
10.48	-113.16
9.23	-114.88
8.12	-116.6
6.76	-118.32
5.42	-120.04
-0.62	-126.69
-1.65	-128.46
-2.79	-130.21
-3.88	-131.94
-5.11	-133.65
-6.64	-135.32
-8.18	-136.97
-9.77	-138.61
-11.53	-140.23
-13.38	-141.82
-14.81	-143.17
-15.12	-143.38
-17.35	-144.86
-20.09	-146.24
-22.99	-147.57
-26.38	-148.8
-30.4	-149.9
-36.69	-150.55
-45.81	-150.53
-56.02	-150.15
-68.27	-149.38
-81.25	-148.34
-85.66	-145.44
-85.69	-143.44
-85.75	-141.44
-85.73	-139.43
-85.64	-137.42
-85.86	-135.43
-85.91	-133.44
-85.93	-131.44
-85.95	-129.52
-85.46	-127.6
-85.26	-125.66
-84.86	-123.76
-84.48	-121.87
-83.99	-119.97
-83.61	-118.08
-83.19	-116.18
-82.76	-114.29
-82.36	-112.39
-81.87	-110.5
-81.38	-108.6
-80.91	-106.72
-80.47	-104.84
-80.04	-102.94
-79.35	-101.06
-79.17	-99.15
-78.68	-97.27
-78.06	-95.38
-77.66	-93.51
-77.17	-91.61
-76.67	-89.74
-76.36	-87.86
-75.83	-85.97
-75.47	-84.08
-74.87	-82.2
-74.53	-80.3
-74.07	-78.42
-73.53	-76.56
-73.13	-74.68
-72.64	-72.79
-72.15	-70.92
-71.5	-69.04
-71.28	-67.14
-70.74	-65.28
-70.25	-63.4
-69.78	-61.53
-69.2	-59.63
-68.62	-57.78
-68.09	-55.91
-67.51	-54.03
-67.24	-52.22
-66.75	-50.35
-66.04	-48.47
-65.66	-46.6
-65.03	-44.69
-64.54	-42.83
-63.98	-40.98
-63.54	-39.11
-62.87	-37.24
-62.27	-35.35
-61.91	-33.5
-61.33	-31.63
-60.82	-29.77
-60.24	-27.9
-59.68	-26.03
-59.14	-24.16
-58.45	-22.3
-58.03	-20.44
-57.45	-18.58
-56.89	-16.73
-56.31	-14.87
-55.84	-13.02
-55.13	-11.15
-54.62	-9.3
-54.13	-7.47
-53.41	-5.62
-52.79	-3.78
-52.3	-1.93
-51.74	-0.09
-50.87	1.75
-50.38	3.6
-49.69	5.42
-48.86	7.25
-48.37	9.09
-47.61	10.92
-46.88	12.74
-46.21	14.58
-45.34	16.38
-44.54	18.21
-43.8	20.03
-42.91	21.85
-42.13	23.66
-41.3	25.47
-40.46	27.28
-39.63	29.08
-38.67	30.88
-37.71	32.68
-36.91	34.48
-35.99	36.28
-35.08	38.07
-34.01	39.86
-33.18	41.65
-32.2	43.43
-31.29	45.22
-30.4	47
-29.44	48.77
-28.52	50.56
-27.52	52.34
-26.47	54.13
-25.49	55.89
-24.64	57.67
-23.53	59.45
-22.61	61.2
-21.48	62.97
-20.45	64.71
-19.51	66.46
-18.35	68.22
-17.35	69.96
-16.28	71.71
-15.16	73.44
-13.94	75.17
-12.96	76.92
-11.57	78.62
-10.26	80.32
-9.08	82.02
-7.72	83.74
-6.38	85.42
-4.97	87.11
-3.52	88.85
-2.09	90.48
-0.53	92.15
6.31	92.68
7.87	94.37
9.44	96
11.35	97.56
13.67	99.04
16.35	100.44
19.23	101.75
22.46	102.99
26.83	104.02
33.79	104.54
40.97	104.95
47.75	105.43
54.06	105.95
60.09	106.55
66.8	107.05
73.02	107.68
78.55	108.38
84.15	109.11
90.15	109.8
90.48	95.8
90.08	93.85
89.86	91.98
89.37	90.08
88.99	88.18
88.54	86.28
88.16	84.38
87.74	82.49
87.34	80.59
86.89	78.7
86.38	76.81
86	74.9
85.62	73.02
85.15	71.14
84.64	69.25
84.31	67.36
83.75	65.48
83.24	63.6
