Saatcioglu and Grira 1999 Column BG-3	
-1.987183	5.483970821
-1.487588	8.996857143
-0.9879924	14.43922796
-0.4883973	21.56989666
0.01119782	27.80473556
0.510793	32.66136778
1.010388	39.41303343
1.509983	44.16630395
2.009578	49.40194529
2.509173	55.39559271
3.008769	59.90767173
3.508364	64.83325228
4.007959	67.76036474
4.507554	72.96158055
5.007149	76.23325228
5.506744	80.60753799
6.00634	84.43051672
6.505935	88.70139818
7.00553	92.59325228
7.505125	95.89945289
8.004721	100.4114894
7.487897	59.85703343
6.988302	48.38500912
6.488707	45.28558663
5.989112	39.29193921
5.489517	32.74700304
4.989922	25.44406079
4.490326	18.24447416
3.990731	17.93592097
3.491136	6.050438906
2.991541	1.05598541
2.491946	-9.210103343
1.992351	-13.6532766
1.492756	-20.99067477
0.9931607	-20.98913678
0.4935656	-27.36179331
-0.006029591	-35.76731307
-0.5056247	-36.17922796
-1.00522	-43.0687234
-1.504815	-48.33882067
-2.00441	-48.88855927
-2.504005	-57.12179331
-3.003601	-61.22042553
-3.503196	-66.45604863
-4.002791	-66.97130699
-4.502386	-73.75744681
-5.001981	-74.10048632
-5.501576	-79.85294833
-6.001172	-84.0893617
-6.500767	-87.94680851
-7.000362	-91.45969605
-7.517184	-93.59671733
-8.016779	-95.76583587
-8.533602	-99.83234043
-7.999552	-64.78832827
-7.499957	-56.00382371
-6.983134	-49.11201216
-6.483539	-43.04945289
-5.983944	-38.57182371
-5.484349	-34.09419453
-4.984754	-26.8946079
-4.485158	-23.27836474
-3.985563	-17.18134347
-3.485968	-10.11958055
-2.986373	-4.194840122
-2.469551	1.938956231
-1.987183	5.51842614
-1.487588	8.893489362
-0.9879924	16.29980547
-0.4883973	21.63880243
0.01119782	27.01226748
0.5280204	31.6644924
1.010388	38.06928267
1.509983	44.06294225
2.009578	47.71364742
2.509173	53.0871003
3.008769	57.4268997
3.508364	62.66255319
4.007959	65.96869301
4.507554	68.72358663
5.007149	71.96079027
5.506744	76.23173252
6.00634	81.57069909
6.505935	85.56595745
7.00553	89.18224924
7.522352	92.76632219
8.004721	96.07015198
8.521544	102.3072948
9.003911	102.6824924
9.503506	105.7818845
10.0031	111.6377508
10.5027	113.9791489
11.00229	117.7331915
11.50189	119.661155
12.00148	122.7950152
12.5183	125.4144073
13.00067	126.8576292
13.51749	129.2702736
14.01709	132.4730699
14.51668	133.5740426
15.01628	135.3641945
15.5331	138.1558663
16.01547	140.2192705
15.49865	95.42680851
14.98182	94.84030395
14.49946	87.43629179
13.99986	82.88978723
13.48304	80.13258359
12.98344	75.96504559
12.46662	72.65659574
11.98425	67.69890578
11.46743	62.73659574
10.98506	60.19077812
10.48547	55.33415805
9.985873	51.99355015
9.486279	47.17137386
8.986683	43.48621884
8.487088	38.97413982
7.987493	34.63432827
7.487897	31.22481459
6.988302	25.95471733
6.488707	22.99311854
5.971885	19.1333617
5.489517	13.69331915
4.989922	6.562644377
4.490326	0.224440304
3.990731	-3.357353799
3.491136	-7.834978723
2.991541	-12.96725228
2.491946	-16.85914286
1.992351	-24.67891793
1.492756	-28.53635258
0.9931607	-33.84090578
0.4935656	-38.45635258
-0.006029591	-44.2432766
-0.5056247	-47.89398176
-1.00522	-52.81953191
-1.504815	-55.26429787
-2.00441	-58.94945897
-2.504005	-61.60097264
-3.003601	-66.25088146
-3.503196	-69.45361702
-4.002791	-72.96650456
-4.502386	-75.72139818
-5.001981	-79.47544073
-5.501576	-81.92024316
-6.018399	-84.71191489
-6.500767	-88.60145897
-7.000362	-91.25294833
-7.517184	-94.66480243
-8.016779	-95.38680851
-8.516374	-98.96863222
-9.015969	-103.2739818
-9.515564	-105.7187234
-10.01516	-108.4391489
-10.51475	-111.4351976
-11.01435	-112.4328267
-11.51394	-115.4633435
-12.01354	-118.183769
-12.51313	-119.4570821
-13.01273	-122.2119757
-13.51233	-125.5525228
-14.02915	-128.0341033
-14.51152	-130.476535
-15.01111	-131.4742249
-15.51071	-132.8508815
-16.0103	-134.1586018
-16.5099	-135.9832219
-15.99307	-97.18589666
-15.49348	-92.81167173
-14.99388	-87.74826748
-14.49429	-85.51027356
-13.99469	-82.54869301
-13.4951	-78.93240122
-12.9955	-74.45477204
-12.49591	-71.28650456
-11.99631	-66.84328267
-11.49672	-64.15732523
-10.99712	-60.47218845
-10.49753	-57.57950152
-9.997932	-53.17078419
-9.498337	-49.31335562
-8.998742	-46.21393921
-8.499146	-42.42541641
-7.999552	-37.98223708
-7.499957	-34.4693617
-6.983134	-30.47178116
-6.483539	-28.16482675
-5.983944	-22.5846383
-5.467122	-18.89715502
-4.984754	-12.45790881
-4.485158	-10.94342249
-3.985563	-6.603617021
-3.485968	-3.50419696
-2.986373	1.86926383
-2.486778	7.794006079
-1.987183	12.30609119
-1.487588	17.23163526
-0.9879924	20.67560486
-0.4883973	24.67085714
0.02842525	28.63398176
0.510793	31.24871125
1.010388	37.27681459
1.509983	42.78809726
2.009578	47.36909422
2.509173	50.67524012
3.008769	53.94693617
3.508364	57.59764134
4.007959	61.04164134
4.507554	64.45112462
5.007149	67.41276596
5.506744	70.71890578
6.00634	73.12924012
6.505935	77.84802432
7.00553	79.15580547
7.505125	84.28808511
8.004721	85.87142857
8.504315	90.2112462
9.003911	92.89720365
9.503506	95.89325228
10.0031	98.78595745
10.5027	102.1265653
11.00229	102.5040122
11.50189	107.3606079
12.00148	109.4264438
12.50108	113.5250456
13.00067	115.2117933
13.51749	117.8655927
14.01709	120.6549544
14.51668	123.7198784
15.01628	127.9218845
15.51587	130.1254711
16.01547	133.2593313
16.51506	134.946079
15.99824	91.18729483
15.49865	90.98212766
14.99905	90.98364742
14.49946	83.33617021
13.99986	79.99556231
13.48304	76.10133739
12.98344	70.62449848
12.48385	70.45379939
11.98425	64.28784195
11.48466	60.32705775
10.98506	57.08982371
10.48547	54.02486322
9.985873	50.02960486
9.486279	46.44781155
8.986683	41.34999392
8.487088	37.87157447
7.987493	35.49570821
7.487897	31.60382371
6.988302	26.78164742
6.488707	23.92341033
5.989112	15.79353799
5.489517	10.52344681
4.989922	6.114729483
4.490326	0.189985046
3.990731	-3.83972462
3.491136	-9.006455927
2.991541	-11.52013982
2.491946	-15.03302128
1.992351	-18.1668997
1.492756	-23.2302614
0.9931607	-30.32648024
0.4935656	-35.28648024
-0.006029591	-39.48846809
-0.5056247	-40.03820669
-1.00522	-44.30910638
-1.504815	-48.54555015
-2.00441	-51.54159878
-2.521233	-55.298
-3.003601	-55.53531307
-3.503196	-59.11711246
-4.002791	-62.00978723
-4.502386	-65.28151976
-5.001981	-70.68942249
-5.501576	-71.13580547
-6.001172	-76.3024924
-6.500767	-76.43878419
-7.000362	-76.57507599
-7.517184	-81.3306383
-8.016779	-84.25781155
-8.516374	-86.70261398
-9.015969	-88.6649848
-9.532792	-91.80121581
-10.01516	-93.41671733
-10.51475	-98.9968997
-11.01435	-99.61556231
-11.51394	-106.2638298
-12.01354	-106.6068693
-12.51313	-108.7759878
-13.01273	-112.3233435
-13.51233	-114.7680851
-14.01192	-118.3499088
-14.51152	-121.6904559
-15.01111	-122.1368389
-15.51071	-127.1657751
-16.0103	-128.5079635
-16.5099	-130.4703343
-15.99307	-94.46395137
-15.49348	-91.77799392
-14.99388	-86.47349544
-14.49429	-82.89167173
-13.99469	-80.03343465
-13.4951	-76.5550152
-12.9955	-73.00765957
-12.47868	-69.66474164
-11.99631	-66.42984802
-11.49672	-63.57161094
-10.99712	-60.09318541
-10.49753	-57.06267477
-9.997932	-54.96245593
-9.498337	-50.41592097
-8.998742	-46.90304559
-8.481919	-43.45674772
-7.999552	-40.08400608
-7.499957	-36.19212158
-6.983134	-31.84998784
-6.483539	-28.99175076
-5.983944	-25.65114286
-5.484349	-19.76085714
-4.984754	-18.10855319
-4.485158	-11.25351976
-3.985563	-7.878455927
-3.485968	-4.158844377
-2.986373	1.111249848
-2.486778	5.278781155
-1.987183	9.274036474
-1.487588	14.71640729
-0.9879924	17.98810334
-0.4883973	22.12117933
0.01119782	25.7718845
0.510793	29.69822492
1.010388	34.72713678
1.509983	38.68793313
2.009578	42.99328875
2.509173	49.12475988
3.008769	52.08635866
3.508364	54.39331915
4.007959	58.59530091
4.507554	61.97033435
5.024376	64.83094225
5.506744	68.5137386
6.00634	70.99300912
6.505935	74.43696049
7.00553	77.50194529
7.505125	80.80808511
8.004721	85.07896657
8.504315	85.49088146
9.003911	88.7281459
9.503506	92.82674772
10.0031	96.02954407
10.5027	96.78601824
11.00229	99.54085106
11.50189	102.9848632
12.00148	105.8431003
12.50108	109.5971429
13.00067	112.8688754
13.50027	115.8648632
14.01709	118.4153191
14.51668	121.1012766
15.01628	124.2007295
15.51587	127.16231
16.01547	129.5037082
16.51506	133.4989666
15.98102	90.87489362
15.49865	90.67203647
14.99905	90.53574468
14.49946	84.78328267
13.99986	80.92583587
13.48304	80.44267477
12.98344	75.13817629
12.48385	68.83440729
11.98425	65.76942249
11.48466	62.60109422
10.98506	57.81337386
10.48547	53.33575684
9.985873	50.23633435
9.486279	45.62088754
8.986683	42.41810334
8.487088	39.45651064
7.987493	36.49490578
7.487897	31.05253495
6.988302	26.71273556
6.488707	21.27036474
5.989112	19.54914286
5.489517	13.58995137
4.989922	12.55783587
4.490326	3.359857751
3.990731	-0.153025532
3.491136	-8.00725228
2.974314	-9.213969605
2.491946	-14.72292401
1.992351	-18.82154407
1.492756	-25.15975076
0.9931607	-25.39939818
0.4935656	-31.634231
-0.006029591	-37.0766079
-0.5056247	-40.69285714
-1.00522	-43.99900912
-1.504815	-49.78593313
-2.00441	-50.23230395
-2.521233	-54.98790274
-3.003601	-58.3606383
-3.503196	-62.35586626
-4.002791	-64.83513678
-4.502386	-65.66048632
-5.001981	-70.34486322
-5.501576	-70.92905775
-6.001172	-74.64869301
-6.500767	-74.99167173
-7.000362	-79.60711246
-7.517184	-82.1231003
-8.016779	-83.70650456
-8.516374	-86.90930091
-9.015969	-89.66419453
-9.515564	-92.21234043
-10.01516	-95.34620061
-10.51475	-98.41118541
-11.01435	-100.2357447
-11.51394	-103.645228
-12.01354	-105.676535
-12.51313	-107.9835258
-13.02996	-111.085228
-13.51233	-112.8386018
-14.01192	-117.075076
-14.51152	-119.9332523
-15.01111	-122.2057751
-15.51071	-125.8220061
-16.0103	-128.1978723
-16.5099	-130.3325228
-15.99307	-95.87659574
-15.49348	-89.36613982
-14.99388	-86.23227964
-14.49429	-81.06553191
-13.99469	-78.10395137
-13.4951	-74.83227964
-12.9955	-72.1118541
-12.49591	-67.94431611
-11.99631	-64.70711246
-11.49672	-61.46984802
-10.99712	-58.3359696
-10.49753	-54.96091185
-9.997932	-52.48168389
-9.48111	-49.20766565
-8.998742	-46.35175684
-8.499146	-42.52878419
-7.999552	-38.43015805
-7.499957	-34.9172766
-6.965907	-31.70984195
-6.483539	-26.16643161
-5.983944	-23.41156231
-5.467122	-20.24090578
-4.984754	-17.04044377
-4.485158	-13.14855319
-3.985563	-7.396085106
-3.485968	-3.194100912
-2.986373	-0.301410395
-2.486778	4.348492401
-1.987183	8.619386018
-1.487588	11.33980547
-0.9879924	15.88634043
-0.4883973	21.36316717
0.01119782	24.97941641
0.5280204	30.01065046
1.010388	33.48674772
1.509983	38.86021277
2.026806	43.2023465
2.509173	45.50697264
3.008769	50.08795745
3.508364	54.73786626
4.007959	58.21629179
4.507554	61.04006079
5.007149	64.03610942
5.506744	68.37592705
6.00634	70.20054711
6.505935	74.88486322
7.00553	76.74389058
7.505125	79.70553191
8.004721	82.01246201
8.504315	84.69841945
9.003911	86.41963526
9.503506	89.55349544
10.0031	93.23866261
10.5027	96.44145897
11.00229	99.81653495
11.50189	102.8125836
12.00148	105.6018845
12.50108	108.5979331
13.00067	111.146079
13.50027	114.521155
14.01709	118.3464438
14.51668	121.1702128
15.01628	123.8217021
15.51587	127.5068693
16.01547	130.6062614
16.51506	131.2938602
17.01466	135.6680851
17.51426	137.182614
18.01385	140.8332523
18.51344	143.0023708
19.01304	144.5168997
19.51264	146.6515502
20.01223	147.8559271
20.51183	150.3007295
21.01142	152.3319757
21.51101	154.191003
22.01061	155.429848
22.51021	155.876231
23.0098	156.5293617
23.5094	157.6648024
24.00899	156.8362918
24.50859	158.9020669
25.00818	159.3484498
25.50778	159.3124012
26.00737	158.3116717
26.50697	160.687538
27.00656	161.8229787
27.50616	159.719696
28.00575	160.5105775
28.50535	162.1284498
29.00494	162.2302128
29.50454	163.0555623
30.00413	163.0884498
30.50373	163.5348936
31.00332	163.74
31.50292	164.2897872
32.00251	163.8747112
32.50211	163.3218845
33.00171	163.354772
32.48488	121.1464438
31.98529	117.3579939
31.48569	113.5350152
30.9861	108.816231
30.4865	107.6463222
29.98691	103.2375684
29.47008	99.06778116
28.98771	97.59009119
28.48812	94.62851064
27.98853	91.49465046
27.4717	88.11726444
26.97211	85.29349544
26.48974	83.16115502
25.99014	79.88948328
25.49055	78.44395137
24.99095	74.99993921
24.49136	72.07282675
23.97454	69.86693009
23.49217	67.14881459
22.99257	64.08389058
22.49298	61.91477204
21.99338	60.05573252
21.49379	56.37058359
20.99419	54.16700304
20.4946	53.75508815
19.995	51.82714894
19.49541	47.65962918
18.97859	46.83192705
18.49622	43.7003769
17.99662	41.42789058
17.49703	38.70748328
16.99743	37.08963526
16.49784	34.57595745
15.99824	32.13119149
15.49865	29.75533131
14.99905	27.58620061
14.48223	25.17356231
13.99986	23.24794529
13.48304	20.83530699
12.98344	19.32082067
12.48385	15.42894225
11.98425	13.70772644
11.48466	10.98731307
10.98506	8.611452888
10.48547	6.235586626
9.985873	3.377355015
9.486279	0.898128267
8.986683	-1.27100304
8.487088	-3.681320365
7.987493	-6.642924012
7.487897	-6.88256535
6.988302	-12.15265653
6.488707	-14.83862006
5.989112	-17.14556839
5.489517	-18.00541033
4.989922	-22.17293617
4.490326	-23.89415198
3.990731	-27.85495441
3.473909	-32.67945897
2.991541	-33.08905775
2.491946	-38.15242553
1.992351	-41.01065046
1.492756	-44.45463222
0.9931607	-47.27840729
0.4935656	-48.79289362
-0.006029591	-51.13431003
-0.5056247	-54.68164134
-1.00522	-57.40205471
-1.504815	-59.95019453
-2.00441	-61.98151976
-2.504005	-65.45993921
-3.003601	-67.56012158
-3.503196	-70.07386018
-4.002791	-71.34711246
-4.502386	-74.34322188
-5.001981	-76.34006079
-5.518804	-78.51148936
-6.001172	-81.09179331
-6.500767	-83.84662614
-7.000362	-86.42924012
-7.517184	-89.04863222
-8.016779	-91.01100304
-8.516374	-94.52389058
-9.015969	-95.90054711
-9.515564	-98.27641337
-10.01516	-101.1001824
-10.51475	-102.8213982
-11.01435	-106.7133131
-11.53117	-106.7829787
-12.01354	-111.0515502
-12.51313	-113.3240729
-13.02996	-115.8400608
-13.51233	-116.2841337
-14.01192	-119.7280851
-14.51152	-122.0694833
-15.01111	-124.8587842
-15.51071	-125.7530699
-16.0103	-129.8172644
-16.5099	-132.7099696
-17.00949	-135.2581155
-17.52632	-137.0849848
-18.00868	-138.7004863
-18.50828	-140.9730091
-19.00787	-141.2471125
-19.5247	-143.1084498
-20.02429	-143.7615198
-20.50666	-144.1711246
-21.00625	-145.8578723
-21.50585	-146.9933131
-22.00544	-146.2337994
-22.50504	-146.6457143
-23.00463	-147.9534347
-23.50423	-147.7106991
-24.00382	-148.0192705
-24.50342	-148.0866261
-25.00302	-148.8430395
-25.51984	-149.0161094
-26.01943	-148.9111854
-26.5018	-149.0451672
-27.0014	-150.4217629
-27.50099	-150.2479635
-28.00059	-151.2111246
-28.50018	-151.0373252
-29.017	-149.556535
-29.5166	-149.9339818
-30.01619	-150.0357447
-30.51579	-151.10231
-31.01538	-151.8587842
-31.51498	-149.1352584
-32.01458	-148.651307
-32.51417	-148.9598784
-33.01376	-147.3389058
-32.47971	-104.0257143
-31.98012	-100.3405471
-31.49775	-98.03592705
-30.99816	-95.10881459
-30.49856	-92.04389058
-29.99897	-89.39240122
-29.49937	-87.49890578
-28.99977	-82.64231003
-28.48295	-80.91878419
-27.98336	-78.54291793
-27.48376	-75.65027356
-26.98417	-74.3424924
-26.48457	-71.17422492
-25.98498	-68.76389058
-25.48538	-66.83598784
-24.98579	-64.1500304
-24.48619	-62.70443769
-23.9866	-61.01768997
-23.487	-58.29731307
-22.98741	-55.99035866
-22.48781	-53.95905775
-21.98822	-51.82438906
-21.48862	-49.1728997
-20.98903	-48.00297264
-20.48943	-46.04057751
-19.98984	-44.11263222
-19.49024	-42.46034043
-18.99065	-40.0500304
-18.49105	-38.57000608
-17.99146	-35.81514286
-17.49186	-34.33511854
-16.99227	-31.54579939
-16.49267	-29.37666869
-15.99307	-28.9647538
-15.47625	-26.58657143
-14.99388	-24.48867477
-14.49429	-22.21618237
-13.99469	-20.42606079
-13.4951	-18.46365957
-12.9955	-15.94998176
-12.49591	-13.98758055
-11.99631	-12.12854711
-11.49672	-9.787142857
-10.99712	-7.721379939
-10.49753	-5.724523404
-9.997932	-3.865488146
-9.498337	-1.66190152
-8.998742	0.576139514
-8.499146	0.161136049
-7.999552	3.639563526
-7.499957	6.635617021
-6.983134	8.565890578
-6.483539	9.632455927
-5.983944	11.35367173
-5.484349	13.93626748
-4.984754	15.79530091
-4.485158	16.89632827
-3.985563	19.82347112
-3.485968	21.02786018
-2.986373	24.54074164
-2.486778	27.12333739
-1.987183	27.43189666
-1.487588	31.59941641
-0.9879924	33.94082675
-0.4883973	37.52262006
0.02842525	41.2790152
0.510793	43.27355015
1.010388	43.34091793
1.509983	47.23280851
2.009578	49.98768389
2.509173	51.19206687
3.008769	54.39485106
3.508364	57.25309422
4.007959	59.31886322
4.507554	60.83337386
5.007149	62.62346505
5.506744	64.4824924
6.00634	66.44492401
6.505935	69.85440729
7.00553	70.54200608
7.505125	73.15902736
8.004721	75.53489362
8.504315	78.22085106
9.003911	78.80504559
9.503506	80.11282675
10.0031	82.90212766
10.5027	84.76115502
11.00229	87.27483283
11.50189	89.16832827
12.00148	90.2693617
12.50108	92.95531915
13.00067	96.22699088
13.50027	96.94899696
14.01709	98.60364742
14.51668	100.6349544
15.01628	102.8730091
15.51587	104.1807295
16.01547	106.66
16.51506	109.0358055
17.01466	108.7930699
17.51426	111.8925228
18.01385	114.0616413
18.51344	115.3694225
19.01304	117.5040729
19.51264	120.2933739
20.01223	121.2565957
20.51183	122.5643161
21.01142	125.0435258
21.51101	124.4906991
22.01061	128.0035866
22.51021	128.518845
23.0098	131.2737386
23.5094	132.0990881
24.00899	133.7858359
24.50859	135.8860182
25.00818	136.9181763
25.50778	138.0191489
26.00737	139.3268693
26.50697	140.9102736
27.00656	142.2869301
27.50616	142.698845
28.00575	144.9368389
28.50535	146.5202432
29.00494	148.3103343
29.50454	148.7222492
30.00413	150.0989058
30.50373	150.8553799
31.00332	152.576535
31.52015	154.403465
32.00251	154.778541
32.50211	154.9148328
33.00171	155.8779939
32.48488	124.8331915
31.98529	113.671307
31.48569	112.9837082
30.9861	112.2272948
30.4865	106.8538602
29.98691	105.1326444
29.48731	99.55246201
28.98771	96.28079027
28.48812	95.90334347
27.98853	91.83920973
27.48893	89.49781155
26.98933	86.8118541
26.48974	84.02255319
25.97292	80.98972644
25.49055	78.51282675
24.99095	75.86133739
24.49136	73.45100304
23.99176	71.5231003
23.49217	68.90607903
22.99257	65.94443769
22.49298	64.18881459
21.99338	60.98601824
21.49379	58.85134954
20.99419	57.13015198
20.4946	54.65091793
19.995	53.3087234
19.49541	51.34632827
18.99581	50.10748328
18.49622	47.24925836
17.99662	44.94231611
17.49703	43.08328267
16.99743	40.56960486
16.49784	37.95255927
15.99824	35.02542249
15.49865	32.68401824
14.99905	30.61825532
14.49946	27.31210334
13.99986	26.52117933
13.48304	24.31527052
12.98344	20.76793921
12.48385	19.83919757
11.98425	16.73977508
11.48466	14.70846809
10.98506	12.67715502
10.48547	10.30129483
9.985873	6.650595745
9.486279	4.102455927
8.986683	2.1056
8.469861	-0.341495866
7.987493	-2.956220669
7.487897	-6.606924012
6.988302	-7.191118541
6.488707	-10.97964134
5.989112	-13.97569605
5.489517	-14.59435258
4.989922	-17.07357447
4.490326	-19.4149848
3.990731	-22.75559271
3.491136	-24.71799392
2.991541	-29.57462614
2.491946	-32.01941033
1.975124	-35.08669909
1.492756	-35.15174468
0.9931607	-38.87135562
0.4935656	-43.41789666
-0.006029591	-43.51972036
-0.5056247	-47.06705775
-1.00522	-50.26984802
-1.504815	-50.64730699
-2.00441	-52.78198176
-2.521233	-55.8492766
-3.003601	-55.98322796
-3.503196	-58.42801216
-4.002791	-60.56269301
-4.502386	-62.45617021
-5.001981	-64.79756839
-5.501576	-65.45069909
-6.001172	-69.06693009
-6.500767	-69.92674772
-7.000362	-73.06066869
-7.517184	-73.37155015
-8.016779	-76.53987842
-8.516374	-76.84838906
-9.033196	-79.43331307
-9.515564	-79.98072948
-10.01516	-83.42468085
-10.51475	-83.62990881
-11.01435	-87.556231
-11.51394	-87.58917933
-12.01354	-88.58680851
-12.51313	-90.79039514
-13.01273	-94.44109422
-13.51233	-94.68072948
-14.01192	-94.74808511
-14.51152	-98.70887538
-15.01111	-99.15525836
-15.51071	-101.4622492
-16.0103	-104.4238298
-16.52712	-104.5968997
-17.00949	-104.9031003
-17.50909	-108.5193313
-18.02591	-108.8302128
-18.50828	-110.5491185
-19.00787	-110.547538
-19.50747	-113.0612158
-20.00706	-115.5748936
-20.50666	-116.3313678
-21.00625	-116.7088146
-21.50585	-119.6015198
-22.00544	-119.841155
-22.50504	-120.9421884
-23.00463	-123.3179939
-23.50423	-124.1434043
-24.00382	-124.2451672
-24.52065	-126.7267477
-25.00302	-127.3775076
-25.50261	-129.3743465
-26.0022	-130.751003
-26.5018	-131.1629179
-27.0014	-132.1605471
-27.50099	-133.2615805
-28.00059	-134.1558663
-28.50018	-134.8778723
-29.017	-136.6013982
-29.5166	-137.5645593
-30.01619	-138.2865653
-30.51579	-139.0775076
-31.01538	-140.1784802
-31.51498	-140.2113678
-32.01458	-142.1392705
-32.51417	-141.9999392
-33.01376	-143.1353799
-33.51336	-143.3405471
-34.01295	-142.96
-34.51255	-144.3021884
-35.01215	-143.6114894
-35.51174	-145.0225532
-36.01133	-144.5731307
-36.51093	-144.1236474
-35.99411	-109.6332523
-35.49451	-105.431307
-34.99492	-102.8487538
-34.49532	-100.0594529
-33.99573	-97.7525228
-33.49613	-94.10182371
-32.99654	-91.8293617
-32.49694	-88.86778116
-31.99734	-86.07848024
-31.49775	-83.35805471
-30.99816	-81.01665653
-30.49856	-78.60638298
-29.99897	-76.47173252
-29.49937	-74.33708207
-28.99977	-71.75446809
-28.48295	-69.6175076
-27.98336	-68.27531915
-27.48376	-65.62382979
-26.98417	-62.93787234
-26.48457	-60.66538602
-25.98498	-58.22062614
-25.48538	-56.77507599
-24.96856	-54.32798176
-24.48619	-53.74612766
-23.9866	-51.09462614
-23.487	-48.9255076
-22.98741	-47.1353921
-22.48781	-46.89575684
-21.98822	-44.86445593
-21.48862	-42.14405471
-20.98903	-40.69848632
-20.48943	-39.28736778
-19.98984	-37.63507599
-19.49024	-35.77604863
-18.99065	-33.19345289
-18.49105	-31.57561094
-17.99146	-29.16530091
-17.49186	-26.92726444
-16.99227	-25.17159878
-16.47544	-23.75816413
-15.97585	-22.55377508
-15.49348	-20.38697264
-14.99388	-18.18338602
-14.47706	-16.52876596
-13.99469	-13.60394529
-13.4951	-13.32984802
-12.9955	-11.50527052
-12.49591	-10.85216413
-11.99631	-7.683835866
-11.49672	-6.996273556
-10.99712	-4.827145897
-10.49753	-2.175644377
-9.997932	-1.040167173
-9.498337	0.612137386
-8.998742	2.092165957
-8.499146	3.641105167
-7.999552	6.120334347
-7.499957	7.738182371
-6.983134	8.91043769
-6.483539	12.07877204
-5.983944	14.31681459
-5.484349	16.17584802
-4.984754	16.93232219
-4.485158	19.30818237
-3.985563	21.09831003
-3.485968	23.2329848
-2.986373	25.8844924
-2.486778	27.60570821
-1.987183	29.46474772
-1.487588	30.94477812
-0.9535376	35.49595745
-0.4883973	37.7982614
0.01119782	39.4161155
0.510793	41.44742857
1.010388	44.09894225
1.509983	44.33857751
2.009578	48.05819453
2.526401	49.95401216
3.008769	52.29308815
3.508364	54.22103951
4.007959	57.25155015
4.507554	59.48959271
5.007149	60.03933131
5.506744	62.55300912
6.00634	64.82553191
6.523162	66.79021277
7.00553	68.26796353
7.505125	70.50601824
8.004721	72.33057751
8.504315	74.74091185
9.003911	75.39398176
9.503506	78.6312462
10.0031	80.59361702
10.5027	82.86613982
11.00229	84.20832827
11.50189	86.06735562
12.00148	88.89118541
