"Bayrak and Sheikh 1996, ES1-HT"	
1.186687983	49.12214286
1.532324963	51.21521008
1.935677571	53.45470588
2.329991009	55.90953782
2.63997664	57.88201681
3.062897023	60.0439916
3.44835316	61.82697479
3.797623284	63.74777311
4.214796911	66.03033613
4.593191065	67.865
4.96724297	69.62214286
5.371079156	71.65491597
5.763719183	73.45512605
6.160596439	75.62571429
6.525976503	77.66710084
6.92642816	79.4242437
7.345950384	81.25029412
7.731271143	83.1452521
8.163245444	84.86794118
8.493748731	86.44420168
8.889931551	88.07214286
9.333336797	89.76037815
9.771248782	91.70701681
10.17626629	93.36941176
10.58196191	95.17823529
11.02338493	96.72865546
11.39857399	98.36521008
11.89570354	99.74336134
12.2077425	101.2076471
12.5999969	102.9303361
13.0117093	104.2223529
13.4385571	105.5143697
13.84309268	106.892521
14.29306627	108.3568067
14.67938183	109.5626891
15.12797208	110.8547059
15.48930973	112.2328571
15.91955173	113.2664706
16.30697663	114.4723529
16.79791229	115.5059664
17.13457944	116.5395798
17.54749471	116.9702521
17.9920809	117.5731933
18.38261551	118.09
18.82785136	119.1236134
19.13863413	119.6404202
19.49348828	120.1572269
19.97806715	120.8463025
20.40417271	121.0185714
20.64288405	120.8463025
21.01323783	121.0185714
21.32562983	121.1047059
21.70779376	120.8463025
21.95852887	120.7601681
22.3532357	120.8463025
22.85921849	120.7601681
23.2456316	120.5878992
23.62487075	120.6740336
24.01149445	120.2433613
24.44516545	119.5542857
24.82429105	118.8652101
25.23048328	118.5206723
25.61780482	117.8315966
25.70869423	114.0416807
25.4344144	111.2853782
25.14682863	108.2706723
24.85520792	106.0311765
24.51375613	103.2748739
24.2414799	101.1215126
23.89267621	98.88201681
23.574296	96.29798319
23.24995657	94.14462185
22.91576473	91.98264706
22.55615782	89.13159664
22.29572453	86.89210084
22.03519405	84.85932773
21.71718537	82.56815126
21.35799076	80.41478992
21.00087036	77.75323529
20.6280057	75.16920168
20.28421134	72.73159664
19.91202898	70.13894958
19.56659636	67.78747899
19.27099121	65.84945378
18.87081278	63.3860084
18.54393649	61.06037815
18.17866524	58.34714286
17.82945279	56.62445378
17.4980767	54.54
17.25451329	52.48138655
16.9863699	50.29357143
16.60413741	48.11436975
16.28920743	45.64231092
15.87331963	43.27361345
15.43329265	40.89630252
15.15837325	38.6912605
14.85495456	36.74462185
14.52874351	34.3242437
14.14739039	32.2742437
13.78673865	29.85817227
13.43694613	27.73237395
13.06487049	25.17848739
12.80823257	22.8907563
12.40235291	20.78735294
12.13091848	18.46689076
11.76394748	15.89147059
11.41161842	13.43663866
10.97351801	11.00764706
10.71445478	9.009327731
10.37045755	6.666470588
9.976462265	4.306386555
9.655470297	2.437268908
9.308764824	0.895462185
9.034810094	-1.111470588
8.728382192	-2.928907563
8.388522883	-4.849705882
8.001689291	-7.364831933
7.761115963	-9.208109244
7.371046547	-11.48205882
7.007844151	-13.74739496
6.658292976	-15.98689076
6.364792849	-18.05411765
6.040174964	-20.07827731
5.742927364	-22.2402521
5.300262971	-24.65201681
4.953554958	-26.88289916
4.640644553	-28.71756303
4.323479917	-30.89676471
3.936572224	-33.08457983
3.691085862	-34.57470588
3.391560053	-36.54718487
3.009658471	-38.64886555
2.665497841	-40.31987395
2.352053381	-42.2837395
2.025318652	-44.44571429
1.640645215	-46.25453782
1.334639751	-47.89109244
1.03996419	-49.87218487
0.623130614	-52.11168067
0.280923466	-54.17890756
-0.031008216	-55.98773109
-0.297965252	-57.88268908
-0.649724891	-59.26084034
-1.040186635	-60.98352941
-1.222864663	-62.62008403
-1.561012725	-64.25663866
-1.83837184	-65.72092437
-2.292255402	-67.70201681
-2.521480493	-69.25243697
-3.022758402	-70.97512605
-3.265269861	-72.52554622
-3.638822251	-74.33436975
-4.051846484	-76.14319328
-4.407989447	-77.69361345
-4.889505686	-79.67470588
-5.266080038	-81.74193277
-5.644416184	-83.29235294
-5.990223209	-85.18731092
-6.291409782	-85.96252101
-6.559883549	-87.42680672
-7.040619988	-88.97722689
-7.393806715	-90.61378151
-7.750100274	-91.99193277
-8.130089145	-93.37008403
-8.48450774	-94.48983193
-8.817417347	-95.95411765
-9.185422921	-97.41840336
-9.588229041	-98.79655462
-10.01593674	-100.1747059
-10.39374942	-101.6389916
-10.79880628	-102.8448739
-11.15654745	-103.8784874
-11.57000621	-105.0843697
-11.92494751	-106.2902521
-12.30446991	-107.41
-12.67474579	-108.5297479
-13.0334116	-109.4772269
-13.43949736	-110.6831092
-13.90493894	-111.6305882
-14.23371263	-112.5780672
-14.60892688	-113.4394118
-14.98777853	-114.1284874
-15.46247862	-115.1621008
-15.79318698	-115.8511765
-16.24338938	-116.5402521
-16.68143299	-117.3154622
-17.07856547	-118.0906723
-17.52656726	-118.4352101
-17.93104944	-119.0381513
-18.40168454	-119.554958
-18.86568051	-119.9856303
-19.31506576	-119.8994958
-19.69253624	-120.3301681
-20.10568246	-120.5885714
-20.59894962	-120.6747059
-21.09948408	-120.8469748
-21.56076029	-120.8469748
-21.96392728	-120.6747059
-22.49990577	-120.7608403
-23.01013542	-120.7608403
-23.34146258	-120.4163025
-23.9905132	-120.0717647
-24.45104448	-119.554958
-24.88193607	-119.3826891
-25.50484554	-118.7797479
-26.16230688	-118.4352101
-26.62179703	-117.8322689
-27.20458624	-115.6789076
-27.41274667	-111.3721849
-27.15930929	-109.2188235
-26.86759146	-107.0654622
-26.45252497	-104.8259664
-26.22350598	-101.9835294
-25.98482728	-100.1747059
-25.63423266	-98.45201681
-25.34574201	-96.72932773
-24.9609671	-94.66210084
-24.62697926	-92.25033613
-24.22965026	-89.83857143
-23.90245661	-87.77134454
-23.59063012	-85.70411765
-23.18669703	-83.46462185
-22.86069034	-81.1389916
-22.48392801	-78.81336134
-22.15331648	-76.66
-21.75546252	-74.33436975
-21.42042158	-72.1810084
-21.01967521	-69.59697479
-20.74488513	-67.70201681
-20.38085815	-65.54865546
-19.99174394	-63.56756303
-19.73558467	-61.41420168
-19.38892815	-59.5192437
-19.04779148	-57.53815126
-18.73833124	-55.38478992
-18.40687918	-53.74823529
-18.20154325	-51.93941176
-17.71987054	-49.87218487
-17.40211259	-47.54655462
-17.07562753	-45.22092437
-16.85207053	-43.84277311
-16.56801125	-42.20621849
-16.24808485	-40.8797479
-16.14007116	-39.45852941
-15.78869829	-37.60663866
-15.58698533	-36.07344538
-15.30589265	-34.42827731
-14.94178147	-32.24907563
-14.61649442	-30.19907563
-14.22218698	-27.89067227
-13.86387931	-26.35747899
-13.47235759	-23.85096639
-13.10122158	-21.75789916
-12.81791799	-19.79403361
-12.56014977	-18.06273109
-12.18525734	-16.57260504
-11.86124982	-14.0402521
-11.4686135	-12.05915966
-11.09065546	-9.647394958
-10.70783861	-7.829957983
-10.36037272	-5.512941176
-9.90846923	-3.428487395
-9.633442939	-1.232058824
-9.309320895	1.12802521
-8.839209994	2.962689076
-8.494005102	5.34
-8.138181699	7.338319328
-7.826450832	9.500294118
-7.396907469	11.82592437
-7.002722012	13.72088235
-6.714836785	16.1412605
-6.285781742	18.13096639
-6.037109663	19.77613445
-5.71890636	21.75894958
-5.238588145	23.72798319
-5.0663208	25.3119958
-4.706647261	27.01142857
-4.306653499	28.86073529
-3.927515043	30.60237395
-3.576504963	32.97193277
-3.346671734	34.84966387
-2.921300419	36.86521008
-2.496302117	38.73432773
-2.121771216	40.61205882
-1.752896893	42.8860084
-1.365728759	44.86710084
-1.005671167	46.68453782
-0.643625202	48.58810924
-0.183981414	50.28495798
0.125419709	52.14546218
0.507988289	54.18684874
0.951584434	55.88369748
1.298387529	57.73558824
1.664303055	59.63054622
2.076174239	61.20680672
2.510012764	63.16205882
2.807669398	64.83306723
3.287415888	66.64189076
3.723726836	68.26121849
4.132765445	70.03558824
4.550075971	71.61184874
5.02179672	73.61878151
5.413073792	75.18642857
5.866034422	76.68516807
6.249411458	78.57151261
6.701097763	80.21668067
7.155765119	81.56037815
7.575773123	83.30029412
7.933774087	84.79042017
8.393848944	85.90155462
8.749990113	87.58978992
9.239311031	88.78705882
9.605786589	90.34609244
10.04544317	91.61226891
10.46105771	92.99042017
10.92829832	94.35134454
11.26456881	95.60890756
11.75025671	96.64252101
12.19924962	97.84840336
12.6155683	98.96815126
13.03796856	100.0017647
13.42918811	101.2937815
13.926219	102.2412605
14.30227574	103.2748739
14.87013123	104.2223529
15.27933708	105.4282353
15.73035264	106.2895798
16.10186389	107.2370588
16.53087048	107.7538655
16.95761444	108.5290756
17.37100205	109.4765546
17.81331305	109.9072269
18.17479086	110.5963025
18.64224923	110.9408403
19.08901924	111.2853782
19.48651505	111.7160504
19.96466383	111.9744538
20.31109148	112.0605882
20.75301094	112.3189916
21.25834558	112.2328571
21.63680167	111.7160504
22.06097026	111.4576471
22.39720572	111.1131092
22.87183946	110.5101681
23.32966923	110.4240336
23.81065225	109.6488235
24.1875955	109.2181513
24.62526504	107.6677311
25.03135634	104.5668908
25.40631373	103.4471429
25.929724	102.7580672
26.32298258	102.327395
26.76285009	101.379916
26.98950351	101.2937815
27.25479492	100.9492437
27.51115485	100.6908403
27.86231094	100.0878992
28.13562529	99.65722689
28.52577816	99.31268908
28.70118554	98.7097479
29.25460574	98.19294118
29.62138213	97.67613445
30.08965685	96.98705882
30.4802806	96.38411765
30.88601386	95.26436975
31.39959917	94.66142857
31.73425598	93.65365546
32.17205969	92.87844538
32.5175687	92.12907563
32.81225725	91.35386555
33.15824383	90.2255042
33.54206524	89.77760504
33.7608291	89.01962185
34.06106312	88.37361345
34.54791713	87.46058824
35.00175876	86.30638655
35.37056412	85.18663866
35.80919625	84.47172269
35.87836227	80.74210084
35.69112162	78.20113445
35.34091938	76.12529412
35.22176729	73.85995798
34.78177956	72.5162605
34.4268572	69.96668067
34.20643219	67.56352941
33.90874332	65.54798319
33.37171552	63.26542017
33.06600879	60.60386555
32.600638	58.51941176
32.34806243	55.78033613
31.78925107	53.85092437
31.63416119	52.00764706
31.46302525	50.65533613
31.19921181	48.94987395
30.87580381	47.49420168
30.44930599	45.53033613
30.22687584	43.22193277
29.81965361	41.18054622
29.40990861	38.50176471
29.07068523	36.21920168
28.6449624	34.22088235
28.33846064	31.80911765
28.03619856	29.89951681
27.77868175	28.51878151
27.5860745	27.12771008
27.21420051	25.05359244
26.88892604	22.77878151
26.59670395	20.82783613
26.2406491	18.95613445
25.92981372	16.94231092
25.61431449	14.9439916
25.24779396	12.65281513
25.09130401	11.35218487
24.79135916	9.879285714
24.54876054	8.337478992
24.24623954	6.494201681
23.92112664	4.65092437
23.63069695	2.60092437
23.37002111	1.24
23.02761638	-0.534369748
22.69026542	-2.610210084
22.43689625	-3.945294118
22.21285612	-5.323445378
21.91433664	-6.977226891
21.53584501	-9.406218487
21.10132558	-11.52512605
20.84341373	-13.47176471
20.42917705	-15.85768908
20.1914001	-17.08941176
19.85641291	-18.9757563
19.39913484	-21.39613445
19.15749737	-23.32554622
18.75876499	-24.84151261
18.39740022	-26.92596639
18.02697576	-29.04487395
17.65229651	-31.0862605
17.26501989	-32.76588235
16.91555659	-34.89340336
16.53414983	-36.42659664
16.25362963	-37.77029412
15.87467376	-39.50159664
15.56110971	-41.28457983
15.15527827	-42.98142857
14.84826195	-44.53184874
14.43018465	-46.25453782
14.08529316	-47.80495798
13.75248285	-49.69991597
13.36930083	-51.16420168
13.01470808	-53.23142857
12.64164729	-54.52344538
12.25507964	-56.33226891
11.8582275	-57.71042017
11.47891717	-59.5192437
11.05649802	-61.24193277
10.76221888	-62.62008403
10.34119904	-63.99823529
10.00241541	-65.80705882
9.643609745	-67.01294118
9.324572163	-68.13268908
9.012882121	-69.68310924
8.646754602	-71.0612605
8.249985905	-72.43941176
7.888764626	-73.64529412
7.559615386	-75.28184874
7.154689464	-76.48773109
6.715012548	-78.03815126
6.325689589	-79.76084034
5.980816236	-80.88058824
5.514466913	-82.34487395
5.18349822	-83.72302521
4.777985431	-85.01504202
4.336101661	-86.22092437
3.923032768	-87.85747899
3.519600381	-89.40789916
3.156335823	-90.44151261
2.756811611	-91.47512605
2.406160584	-92.76714286
2.002699086	-93.97302521
1.582833301	-95.26504202
1.273652723	-96.29865546
0.904422003	-97.33226891
0.462049287	-98.36588235
0.082031528	-99.57176471
-0.272083023	-100.6053782
-0.712205957	-101.2083193
-0.958503397	-102.2419328
-1.464936677	-103.2755462
-1.869867393	-104.3952941
-2.102811486	-105.0843697
-2.512669692	-105.9457143
-2.966276235	-106.8070588
-3.360994114	-107.4961345
-3.773591982	-108.5297479
-4.259501203	-109.2188235
-4.597639333	-109.9078992
-5.014862023	-110.4247059
-5.52331567	-111.199916
-6.501577157	-112.5780672
-6.9601278	-113.1810084
-7.379390512	-113.4394118
-7.812140067	-114.0423529
-8.295275837	-114.3007563
-8.815494547	-114.7314286
-9.195433337	-114.9898319
-9.736598316	-115.0759664
-10.15341524	-115.2482353
-10.62263186	-115.2482353
-11.14404784	-115.3343697
-11.51938074	-115.4205042
-12.02840433	-115.1621008
-12.49740141	-115.0759664
-12.91396924	-115.1621008
-13.44595657	-114.9036975
-13.8409992	-114.6452941
-14.41122143	-114.3868908
-15.2179281	-114.0423529
-15.76623068	-113.7839496
-16.19968318	-112.4057983
-16.6909444	-111.0276471
-17.09360337	-110.4247059
-17.52730102	-109.4772269
-18.06180979	-109.0465546
-18.41197321	-108.0990756
-18.84793118	-107.4961345
-19.34204895	-106.8070588
-19.79452425	-106.0318487
-20.27877498	-105.2566387
-20.68533466	-104.6536975
-21.0240879	-103.7923529
-21.52177741	-103.1032773
-22.00984207	-102.4142017
-22.39470755	-101.4667227
-22.81365358	-100.8637815
-23.29548609	-100.2608403
-23.84962507	-99.48563025
-24.24398406	-98.79655462
-24.68383574	-98.02134454
-25.08589707	-97.41840336
-25.48478297	-96.55705882
-25.89100632	-95.35117647
-26.29033201	-94.57596639
-26.70401368	-93.62848739
-27.03043034	-93.02554622
-27.32408555	-91.90579832
-27.85023608	-90.87218487
-28.32924987	-89.83857143
-28.77231025	-88.97722689
-29.11777395	-87.59907563
-29.46738243	-87.08226891
-29.83386662	-85.87638655
-30.29403828	-85.01504202
-30.69136438	-84.41210084
-31.20096914	-83.29235294
-31.61646881	-82.94781513
-31.84894799	-82.17260504
-32.26532426	-81.91420168
-32.75217827	-81.05285714
-33.19279406	-79.76084034
-33.52687031	-79.33016807
-33.90456328	-78.55495798
-34.26328335	-77.7797479
-34.61130034	-77.00453782
-35.00704686	-76.48773109
-35.37004794	-75.71252101
-35.82172579	-74.85117647
-36.09286822	-74.4205042
-36.36751524	-73.73142857
-36.67126577	-73.73142857
-36.85895437	-73.04235294
-36.96117664	-69.33857143
-36.8276382	-66.84067227
-36.67202257	-64.77344538
-36.26786075	-63.39529412
-35.91700733	-61.41420168
-35.7303816	-59.17470588
-35.28639315	-57.53815126
-35.03155505	-54.86798319
-34.75524402	-52.88689076
-34.35358348	-51.07806723
-33.88016307	-48.58016807
-33.54224041	-46.51294118
-33.2216445	-44.61798319
-32.7775411	-42.37848739
-32.50188124	-40.33710084
-32.32288913	-39.13121849
-31.80000763	-36.67638655
-31.50591044	-34.48857143
-31.17222402	-32.86063025
-30.76028062	-30.83647059
-30.36781263	-29.0362605
-30.06774629	-26.92596639
-29.59137586	-24.71231092
-29.20169848	-22.18857143
-28.77245725	-20.76735294
-28.48893524	-18.27806723
-28.09408945	-16.35726891
-27.76810197	-14.63457983
-27.39105488	-12.4639916
-27.03092185	-10.50012605
-26.60615078	-8.56210084
-26.25511501	-6.701596639
-25.92724385	-4.754957983
-25.62049188	-3.006428571
-25.18647756	-1.171764706
-24.83809132	0.878235294
-24.50432074	2.402815126
-24.1193129	4.297773109
-23.76073892	5.813739496
-23.41671656	7.734537815
-22.92741466	9.99987395
-22.47362869	12.49777311
-22.14339374	13.99651261
-21.79615111	15.71920168
-21.36672113	17.76920168
-20.97927726	19.55218487
-20.61185796	21.06212185
-20.22976746	22.65044118
-19.87544722	24.53420168
-19.5479529	25.84
-19.1160056	27.09497899
-18.77645895	29.13292017
-18.34944685	30.43613445
-17.92816971	32.15451681
-17.73182099	33.41983193
-17.39765475	35.08222689
-17.00548036	36.39147059
-16.68620958	37.82130252
-16.24336911	39.72487395
-15.78075407	41.12886555
-15.36614135	42.65344538
-14.97339898	44.13495798
-14.57622129	45.56478992
-14.13955399	47.00323529
-13.77427231	48.65701681
-13.30349137	49.65617647
-12.93791733	50.93957983
-12.60801857	52.04210084
-12.25479948	53.12739496
-11.71845973	54.62613445
-11.36561469	56.12487395
-10.91226731	57.15848739
-10.45155162	58.76920168
-10.06428534	59.44966387
-9.637921374	60.41436975
-9.229755478	61.88726891
-8.803292774	62.71415966
-8.345076597	63.60995798
-7.956017184	64.45407563
-7.500123319	65.38432773
-7.022611227	66.25428571
-6.584447871	67.19315126
-6.01679227	67.83915966
-5.640838583	68.3387395
-5.188351415	69.22592437
-4.780342239	69.66521008
-4.246233632	69.90638655
-3.881194761	70.52655462
-3.49103427	70.94861345
-3.026256173	71.00890756
-2.469241733	71.16394958
-2.198393131	71.35344538
-1.742462284	71.45680672
-1.291475111	71.95638655
-0.809825819	71.73243697
-0.257783071	71.82718487
0.316880586	71.78411765
0.728428382	71.76689076
1.232296928	71.45680672
1.771853446	71.49987395
2.201213276	71.3189916
2.677347507	71.00029412
3.208638863	70.91415966
3.719549328	70.57823529
4.103287205	70.28537815
4.562111039	70.1992437
5.084755726	70.12172269
5.578692123	69.58768908
6.076891319	69.50155462
6.585732849	68.95890756
7.062683199	68.53684874
7.49369379	68.08894958
7.954477951	67.91668067
8.45279659	67.50323529
8.933061768	66.96920168
9.434279611	66.65911765
9.886787996	66.25428571
10.27031184	65.78915966
10.76990484	65.41016807
11.26259875	64.74693277
11.75907014	64.29042017
12.14863629	63.81668067
12.67549905	63.28264706
13.19329645	62.71415966
13.6574258	62.30932773
14.07575453	61.82697479
14.60064428	61.20680672
15.09809083	60.89672269
15.66170005	60.18180672
16.11074521	59.38936975
16.64209106	58.90701681
16.98843579	58.50218487
17.54262269	57.7097479
18.01460825	57.09819328
18.46397896	56.60722689
18.91593694	55.72004202
19.41595012	55.34966387
19.85904345	54.28159664
20.35110033	54.00596639
20.75507073	53.0412605
21.19503833	52.57613445
21.66152371	51.80953782
22.15570818	51.14630252
22.64886106	50.24189076
23.09941905	49.78537815
23.53322196	48.99294118
24.0211186	48.04546218
24.47081415	47.34777311
24.97007689	46.61563025
25.36612438	45.42697479
25.78540828	45.06521008
26.24254243	43.44588235
26.73171618	40.68957983
27.10047623	39.64735294
27.36627334	38.75155462
27.83022031	37.23558824
28.26079755	36.26226891
28.62300217	34.77214286
29.05793767	33.79021008
29.13447851	30.40512605
29.56506245	29.48607143
29.85061792	27.91497899
30.24373773	27.07516807
30.71597041	23.99327731
31.01783074	23.79344538
31.37771419	24.18794118
31.73676128	24.55487395
31.96472877	24.57468487
32.44703106	25.14661765
32.84940123	25.01741597
33.27463172	24.77451681
33.64830248	24.55745798
33.86508268	24.19397059
34.35657525	23.78569328
34.69382237	21.9760084
34.91112018	21.51863445
35.20201863	20.6994958
35.55207272	19.88638655
35.9549939	19.00178571
36.35192619	16.66668067
36.544105	14.11710084
36.27807435	11.37802521
36.05870318	9.121302521
35.70658385	7.200504202
35.46189927	5.279705882
35.19286671	3.591470588
34.74189199	1.903235294
34.45934062	-0.155378151
34.17554718	-0.784159664
34.20954661	-0.370714286
34.20904235	-0.689411765
34.28088617	-1.49907563
34.30450955	-1.705798319
34.39152805	-1.981428571
34.57913509	-2.575756303
34.65639389	-2.868613445
34.65992517	-3.230378151
34.76394483	-3.816092437
34.82441454	-4.083109244
34.96048335	-4.255378151
35.16223128	-4.642983193
35.06204846	-5.030588235
34.89418357	-8.363991597
34.5943975	-11.09445378
34.37675263	-13.48037815
34.03227597	-16.09886555
33.76309286	-18.49340336
33.44707016	-20.50894958
33.11044823	-22.55033613
32.63719459	-25.34109244
32.26221352	-27.54613445
31.95125351	-29.54445378
31.62496377	-31.45663866
31.44377593	-33.15348739
31.12201266	-34.54886555
30.63206485	-36.37491597
30.34499893	-38.33878151
30.11148686	-40.2337395
29.7659535	-42.22344538
29.22217154	-44.35957983
28.71391898	-46.59907563
28.31412734	-48.1494958
28.04341809	-49.78605042
27.60606306	-51.5087395
27.27416704	-53.05915966
26.84975688	-54.78184874
26.52968377	-56.07386555
26.05443912	-57.71042017
25.57472933	-59.17470588
25.12375844	-60.46672269
24.70468971	-61.67260504
24.29896688	-62.79235294
23.81586459	-64.68731092
23.13282737	-65.97932773
22.55468281	-67.27134454
21.8444575	-68.90789916
21.19056774	-69.85537815
20.44313726	-70.97512605
19.61095144	-71.66420168
18.91197958	-72.61168067
18.0735298	-73.21462185
17.25164781	-73.55915966
16.42968342	-74.07596639
15.26647746	-74.24823529
14.2667938	-74.67890756
13.3740231	-74.59277311
12.44590369	-74.50663866
11.61387517	-74.16210084
10.63163572	-74.07596639
9.61592236	-73.64529412
8.72169192	-73.04235294
7.646991241	-72.35327731
6.640138098	-71.57806723
5.559555012	-70.45831933
4.259991042	-69.51084034
3.265398631	-68.21882353
2.209293896	-67.18521008
1.027415516	-65.72092437
-0.065226065	-64.1705042
-1.357191437	-61.9310084
-2.57802962	-60.03605042
-3.90621175	-57.19361345
-5.362037802	-54.52344538
-6.572288212	-51.76714286
-7.835256801	-46.94361345
-8.550183205	-43.84277311
-9.311335414	-41.08647059
-9.88419453	-38.0889916
-10.40003373	-36.04760504
-10.76607303	-33.80810924
-11.30563208	-31.3705042
-11.68207374	-29.43247899
-12.08999308	-27.37386555
-12.55108335	-25.26357143
-13.02827805	-23.91987395
-13.41974583	-21.4994958
-13.9190109	-19.95768908
-14.44710778	-18.76903361
-14.87438041	-17.42533613
-15.4799691	-15.60789916
-16.29826617	-12.42092437
-17.33070755	-8.234789916
-18.29359927	-4.832478992
-19.41433412	-0.207058824
-20.52606192	5.753445378
