"""Matamoros et. al 1999 Specimen c10-20 North"""	
36.322	75.6197672
37.084	74.73012288
37.592	74.73012288
38.1	73.84047856
37.592	67.61296832
36.83	64.94403536
36.322	62.71992456
35.56	60.0509916
34.798	56.93723648
33.782	53.3786592
33.02	50.26490408
32.258	46.7063268
31.242	43.28119617
30.48	40.07847662
29.718	36.78679263
28.702	33.6285553
27.94	30.91514012
27.178	27.84586722
26.162	25.13245204
25.4	22.33007243
24.5618	19.92803277
23.5966	17.43702867
22.86	15.12395344
21.9964	12.81087821
21.209	11.07607178
20.3454	9.074372064
19.5326	7.250601208
18.7198	5.471312568
17.8562	3.727609701
16.891	2.152939254
16.0274	0.257552031
15.2146	-1.343362923
14.351	-3.118203342
13.5128	-4.715114896
12.8016	-6.049581376
11.3792	-9.207818712
10.1346	-12.36605605
9.271	-14.36775577
8.4328	-16.4139377
7.5946	-18.46011964
6.7564	-20.59526601
5.8674	-22.73041238
5.0292	-24.91004096
4.1656	-27.22311619
3.3274	-29.44722699
2.51714	-31.76030222
1.60782	-34.16234189
0.80772	-36.4309349
-0.226568	-38.12125911
-0.92202	-41.10156758
-1.73228	-43.23671395
-2.5908	-45.81668248
-3.4544	-48.48561544
-4.2164	-50.70972624
-5.1308	-53.82348136
-5.969	-55.60277
-6.8326	-57.8268808
-7.6708	-59.60616944
-8.4836	-61.38545808
-9.3726	-63.60956888
-10.2108	-64.94403536
-11.0744	-66.27850184
-11.938	-68.05779048
-12.7762	-69.39225696
-13.6398	-70.72672344
-14.478	-71.1715456
-15.2908	-72.50601208
-16.1544	-73.3956564
-16.9672	-73.84047856
-17.8308	-74.28530072
-18.6944	-75.17494504
-19.5326	-75.17494504
-20.3962	-75.6197672
-21.2344	-75.6197672
-22.0726	-76.50941152
-22.9616	-75.17494504
-23.7998	-76.06458936
-24.6126	-76.50941152
-25.4	-75.6197672
-26.416	-76.50941152
-27.178	-75.17494504
-27.94	-76.06458936
-28.956	-76.06458936
-29.718	-74.73012288
-30.48	-74.73012288
-31.496	-74.73012288
-32.258	-74.28530072
-33.02	-73.84047856
-34.036	-73.3956564
-34.798	-72.06118992
-35.56	-72.06118992
-36.576	-71.61636776
-37.338	-70.72672344
-38.354	-69.39225696
-37.338	-60.0509916
-36.322	-56.49241432
-35.56	-52.93383704
-34.544	-48.04079328
-33.782	-44.92703816
-33.02	-41.45742531
-32.258	-37.58747252
-31.242	-34.4737174
-30.48	-30.73721126
-29.718	-27.5344917
-28.702	-23.97591442
-27.94	-21.35146368
-26.924	-18.23770856
-26.162	-15.52429338
-25.4	-12.85536042
-24.511	-10.0084986
-23.6982	-7.917834448
-22.8346	-5.471312568
-21.9456	-3.08706579
-21.1328	-1.023090968
-20.2946	0.969712309
-19.4056	2.913585148
-18.669	5.026490408
-17.7546	6.405439104
-16.9164	8.496103256
-16.0528	10.05298082
-15.24	11.78778724
-14.351	13.56707588
-13.5128	15.3018823
-12.7	17.30358202
-11.8364	19.34976396
-10.9728	21.17353482
-10.16	23.13075232
-9.1948	25.62175642
-8.4328	27.57897392
-7.3406	29.89204915
-6.6802	32.16064217
-5.8674	34.16234189
-5.0038	36.65334598
-4.191	39.58917224
-3.3782	41.63535418
-2.49428	43.72601833
-1.71958	45.37186032
-0.7493	48.04079328
0.103124	49.82008192
1.36144	52.93383704
2.5908	55.15794784
3.7846	57.8268808
5.1562	60.0509916
6.4516	62.71992456
7.6962	64.05439104
8.9916	66.27850184
10.287	67.61296832
11.5316	69.39225696
12.7762	70.28190128
14.1224	71.61636776
15.3416	72.06118992
16.637	72.95083424
17.8562	72.95083424
19.0754	73.84047856
20.447	74.28530072
21.717	74.28530072
22.987	74.28530072
24.1808	74.28530072
25.4	73.84047856
26.924	74.28530072
28.194	74.28530072
29.464	72.95083424
30.48	73.3956564
31.75	72.95083424
33.02	71.61636776
34.544	72.06118992
35.56	70.28190128
36.83	70.28190128
38.1	69.39225696
36.83	60.0509916
35.56	55.15794784
34.29	50.26490408
33.02	44.482216
31.75	39.50020781
30.48	34.42923518
29.21	29.53619142
27.94	24.95452318
26.67	20.32837271
25.1968	16.72531322
24.0284	12.67743156
22.7584	9.163336496
21.5392	5.960616944
20.2692	2.971412029
19.0246	-0.075174945
17.7038	-3.131548006
16.4084	-5.78268808
15.1892	-8.407138824
13.9192	-10.8536607
12.6238	-13.43362923
11.3538	-16.23600884
10.033	-18.94942402
8.8138	-21.57387476
7.5184	-23.79798556
6.2738	-26.4224363
4.9784	-29.1803337
3.7084	-31.9827133
2.46634	-34.56268183
1.14046	-37.49850809
-0.226568	-40.34536991
-1.41224	-42.92533844
-2.7178	-45.81668248
-3.937	-48.9304376
-5.1816	-51.1545484
-6.6548	-53.3786592
-7.6454	-56.04759216
-9.017	-58.27170296
-10.287	-60.0509916
-11.5824	-60.94063592
-12.8524	-62.71992456
-14.1224	-64.05439104
-15.3416	-65.38885752
-16.7132	-66.27850184
-17.9324	-66.27850184
-19.177	-66.723324
-20.4216	-67.16814616
-21.7424	-67.16814616
-23.0124	-66.723324
-24.3332	-66.723324
-25.4	-66.27850184
-26.924	-65.38885752
-28.194	-64.4992132
-29.464	-63.16474672
-30.734	-62.2751024
-32.004	-61.38545808
-33.274	-60.49581376
-34.544	-57.8268808
-35.814	-56.93723648
-36.83	-53.3786592
-38.608	-52.04419272
