"Paultre, Legeron, Mongequ, July-August 2001 test 1005540"	
3735	
5.93	48.15
6.42	49.96
6.67	51.77
7.18	53.6
7.56	55.39
7.83	57.21
8.23	59.01
8.59	60.82
9.17	62.64
9.44	64.43
9.86	66.26
10.33	68.02
10.64	69.84
11.18	71.64
11.44	73.45
11.91	75.23
12.38	77.02
12.87	78.81
13.29	80.59
13.7	82.37
14.19	84.16
14.54	85.93
15.1	87.7
15.44	89.46
15.95	91.23
16.42	92.99
16.93	94.75
17.46	96.52
17.91	98.28
18.42	100.03
18.94	101.79
19.32	103.54
19.78	105.28
20.43	107.03
20.94	108.77
21.37	110.51
21.99	112.24
22.55	113.97
23.17	115.68
23.71	117.4
24.22	119.13
24.8	120.83
25.45	122.53
26.21	124.22
26.79	125.93
27.37	127.63
28.1	129.33
28.68	131.02
29.4	132.73
30.13	134.38
30.73	136.05
31.45	137.7
32.23	139.36
32.99	140.99
33.81	142.64
34.53	144.28
35.44	145.91
36.11	147.51
37.05	149.15
37.85	150.75
38.7	152.37
39.52	153.96
40.41	155.56
41.35	157.14
42.27	158.72
43.25	160.27
44.14	161.82
45.16	163.34
46.19	164.86
47.19	166.37
48.29	167.86
49.45	169.34
50.61	170.74
51.86	172.12
53.24	173.46
54.51	174.78
56.32	175.98
56.54	176.13
58.06	177.03
60.17	178
61.89	175.25
61.91	169.36
61.65	167.54
61.11	165.73
60.84	163.92
60.33	162.11
59.86	160.35
59.39	158.61
58.86	156.86
58.41	155.11
57.88	153.36
57.54	151.62
57.03	149.88
56.58	148.13
55.96	146.38
55.51	144.63
55.02	142.91
54.64	141.16
54.09	139.41
53.62	137.67
53.24	135.93
52.79	134.15
52.26	132.43
51.68	130.69
51.16	128.95
50.81	127.21
50.18	125.46
49.74	123.72
49.2	121.98
48.73	120.25
48.11	118.49
47.6	116.73
47.08	114.99
46.55	113.25
46.03	111.47
45.5	109.74
44.96	107.99
44.47	106.25
44	104.51
43.4	102.76
42.87	101.02
42.4	99.28
41.95	97.53
41.4	95.78
40.79	94.04
40.21	92.29
39.79	90.54
39.14	88.79
38.59	87.06
38.16	85.31
37.51	83.55
37.09	81.83
36.53	80.08
35.98	78.33
35.35	76.59
34.84	74.86
34.33	73.1
33.83	71.35
33.32	69.62
32.79	67.87
32.16	66.1
31.67	64.38
31.09	62.63
30.56	60.88
30.02	59.12
29.53	57.36
29	55.6
28.53	53.85
27.99	52.08
27.59	50.33
26.97	48.58
26.47	46.83
26.05	45.08
25.4	43.33
24.91	41.58
24.53	39.82
23.89	38.07
23.4	36.32
22.91	34.55
22.46	32.8
22.04	31.04
21.52	29.28
21.06	27.51
20.5	25.75
20.12	23.99
19.58	22.22
19.09	20.46
18.76	18.69
18.16	16.92
17.64	15.17
17.29	13.41
16.8	11.64
16.28	9.89
15.88	8.13
15.35	6.4
15.06	4.69
14.61	2.92
14.05	1.16
13.56	-0.61
13.05	-2.4
12.74	-4.17
12.25	-5.94
11.71	-7.72
11.35	-9.49
10.86	-11.25
10.44	-13.02
9.86	-14.8
9.46	-16.56
8.92	-18.33
8.54	-20.1
7.96	-21.89
7.61	-23.64
7.09	-25.42
6.58	-27.18
6.16	-28.96
5.58	-30.72
5.15	-32.5
4.64	-34.27
4.15	-36.06
3.79	-37.82
3.28	-39.61
2.83	-41.36
2.23	-43.14
1.74	-44.91
1.34	-46.7
0.87	-48.46
0.29	-50.23
-0.15	-51.99
-0.62	-53.77
-1.09	-55.53
-1.72	-57.3
-2.09	-59.06
-2.61	-60.84
-2.85	-61.57
-3.34	-62.5
-3.7	-64.32
-4.3	-66.12
-4.79	-67.88
-5.26	-69.64
-5.64	-71.42
-6.13	-73.17
-6.73	-74.94
-7.22	-76.69
-7.67	-78.45
-8.27	-80.2
-8.67	-81.95
-9.28	-83.7
-9.9	-85.44
-10.28	-87.18
-10.88	-88.93
-11.37	-90.66
-12.02	-92.39
-12.47	-94.16
-13	-95.87
-13.67	-97.6
-14.23	-99.33
-14.76	-101.08
-15.16	-102.8
-15.77	-104.49
-16.37	-106.23
-16.9	-107.94
-17.46	-109.66
-18.15	-111.36
-18.75	-113.09
-19.36	-114.78
-19.8	-116.49
-20.54	-118.17
-21.05	-119.88
-21.83	-121.57
-22.46	-123.25
-23.13	-124.94
-23.68	-126.63
-24.46	-128.31
-25.04	-129.98
-25.8	-131.64
-26.49	-133.31
-27.21	-134.98
-27.9	-136.64
-28.66	-138.3
-29.33	-139.96
-30.06	-141.6
-30.89	-143.25
-31.74	-144.88
-32.45	-146.52
-33.27	-148.16
-33.85	-149.77
-34.86	-151.38
-35.59	-153
-36.55	-154.6
-37.24	-156.19
-38.36	-157.77
-39.25	-159.35
-40.14	-160.93
-41.1	-162.48
-42.04	-164.04
-42.95	-165.58
-43.96	-167.1
-45.12	-168.62
-46.3	-170.11
-47.37	-171.57
-48.51	-173
-49.84	-174.42
-51	-175.79
-52.43	-177.12
-53.84	-178.21
-54.04	-178.36
-56.25	-179.29
-57.99	-180.32
-60.77	-181.05
-64.56	-181.44
-68.45	-181.72
-70.74	-178.59
-70.81	-168.77
-70.36	-166.97
-69.92	-165.19
-69.4	-163.41
-68.89	-161.63
-68.62	-159.87
-67.98	-158.11
-67.69	-156.35
-67.11	-154.58
-66.48	-152.82
-65.95	-151.05
-65.61	-149.3
-64.94	-147.53
-64.59	-145.77
-63.94	-144
-63.61	-142.25
-63.09	-140.48
-62.56	-138.76
-62	-137.01
-61.49	-135.27
-60.82	-133.54
-60.39	-131.8
-59.79	-130.06
-59.17	-128.33
-58.86	-126.57
-58.3	-124.83
-57.78	-123.09
-57.25	-121.38
-56.78	-119.64
-56.25	-117.89
-55.8	-116.16
-55.2	-114.43
-54.8	-112.69
-54.17	-110.96
-53.79	-109.23
-53.3	-107.49
-52.79	-105.76
-52.12	-104.03
-51.7	-102.28
-51.14	-100.56
-50.58	-98.83
-50.11	-97.1
-49.53	-95.35
-49.11	-93.61
-48.55	-91.89
-48.04	-90.15
-47.48	-88.43
-46.81	-86.68
-46.3	-84.97
-45.79	-83.24
-45.12	-81.51
-44.6	-79.79
-44	-78.06
-43.51	-76.33
-42.93	-74.61
-42.37	-72.87
-41.7	-71.16
-41.06	-69.43
-40.61	-67.71
-39.94	-65.99
-39.52	-64.26
-38.92	-62.53
-38.27	-60.81
-37.62	-59.08
-37.07	-57.36
-36.49	-55.63
-35.99	-53.91
-35.37	-52.18
-34.68	-50.47
-34.17	-48.74
-33.63	-47.01
-32.94	-45.28
-32.43	-43.57
-31.8	-41.85
-31.18	-40.12
-30.66	-38.39
-30.2	-36.65
-29.5	-34.94
-28.92	-33.2
-28.35	-31.47
-27.88	-29.76
-27.16	-28.04
-26.61	-26.32
-26.16	-24.59
-25.53	-22.87
-24.87	-21.15
-24.35	-19.41
-23.91	-17.68
-23.3	-15.96
-22.59	-14.25
-22.19	-12.61
-21.54	-10.89
-21.01	-9.16
-20.47	-7.44
-20	-5.72
-19.47	-4
-18.78	-2.28
-18.26	-0.56
-17.71	1.17
-17.19	2.9
-16.73	4.6
-16.19	6.34
-15.59	8.07
-15.03	9.81
-14.52	11.51
-13.92	13.24
-13.25	14.96
-12.78	16.69
-12.11	18.45
-11.51	20.18
-11.11	21.87
-10.41	23.61
-9.88	25.34
-9.34	27.08
-8.65	28.79
-8.18	30.51
-7.6	32.24
-7	33.96
-6.42	35.67
-5.69	37.41
-5.64	35.32
-5.31	35.19
-4.97	37.03
-4.48	38.84
-3.97	40.61
-3.5	42.38
-3.03	44.15
-2.54	45.89
-1.87	47.63
-1.34	49.36
-0.8	51.11
-0.15	52.83
0.4	54.56
0.89	56.29
1.61	58.03
2.12	59.75
2.83	61.46
3.37	63.19
3.95	64.89
4.66	66.59
5.31	68.33
5.84	70.02
6.54	71.73
7.16	73.43
7.83	75.13
8.39	76.82
9.15	78.51
9.68	80.21
10.33	81.91
11.04	83.6
11.71	85.29
12.36	86.98
12.96	88.66
13.72	90.32
14.39	92.01
15.12	93.67
15.68	95.36
16.35	97
17.15	98.67
17.71	100.34
18.47	101.99
19.2	103.67
19.87	105.34
20.56	106.99
21.19	108.63
21.95	110.29
22.64	111.93
23.42	113.57
24.22	115.22
25.11	116.82
25.92	118.44
26.65	120.07
27.48	121.69
28.39	123.3
29.02	124.92
29.89	126.54
30.82	128.15
31.67	129.75
32.5	131.33
33.39	132.91
34.44	134.49
35.31	136.07
36.22	137.63
37.25	139.2
38.07	140.76
39.01	142.32
40.08	143.89
41.13	145.43
42.11	146.95
43	148.48
44.12	149.99
45.14	151.5
46.17	153.01
47.33	154.51
48.33	156.01
49.49	157.46
50.58	158.9
51.88	160.34
52.93	161.76
54	163.18
55.33	164.55
56.7	165.88
58.1	167.18
59.68	168.4
61.36	169.64
61.62	169.83
62.29	157.38
61.74	155.58
61.42	153.77
60.91	151.96
60.6	150.17
60.15	148.42
59.53	146.67
58.97	144.94
58.5	143.19
58.01	141.45
57.63	139.71
57.03	137.97
56.61	136.22
56.05	134.47
55.54	132.73
55.13	131
54.6	129.26
54.15	127.52
53.82	125.77
53.24	124.02
52.7	122.29
52.23	120.55
51.7	118.81
51.23	117.07
50.81	115.33
50.18	113.59
49.76	111.85
49.29	110.09
48.64	108.35
48.26	106.6
47.6	104.86
47.17	103.12
46.64	101.37
46.1	99.63
45.61	97.89
45.01	96.15
44.45	94.41
43.87	92.68
43.29	90.93
42.85	89.19
42.27	87.45
41.71	85.71
41.19	83.98
40.66	82.22
40.1	80.49
39.63	78.76
39.01	77.01
38.34	75.28
37.78	73.55
37.31	71.8
36.71	70.08
36.11	68.35
35.62	66.6
35.02	64.85
34.46	63.16
33.88	61.43
33.34	59.69
32.85	57.95
32.12	56.23
31.58	54.5
31.09	52.76
30.44	51.02
29.89	49.29
29.35	47.56
28.88	45.82
28.24	44.09
27.79	42.35
27.1	40.62
26.52	38.9
25.96	37.18
25.4	35.45
24.82	33.72
24.24	31.99
23.66	30.26
23.08	28.52
22.53	26.81
22.1	25.09
21.43	23.36
20.94	21.63
20.39	19.91
19.9	18.17
19.27	16.45
18.67	14.73
18.22	13
17.53	11.29
17.06	9.55
16.48	7.86
15.86	6.2
15.46	4.5
14.9	2.78
14.34	1.05
13.81	-0.67
13.23	-2.39
12.62	-4.12
12.09	-5.84
11.53	-7.57
10.97	-9.27
10.35	-11
9.66	-12.72
9.06	-14.43
8.45	-16.16
7.87	-17.86
7.25	-19.57
6.67	-21.3
6.07	-23
5.49	-24.72
4.98	-26.43
4.37	-28.15
3.77	-29.86
3.12	-31.57
2.48	-33.29
1.92	-35
1.18	-36.71
0.58	-38.43
0	-40.14
-0.62	-41.85
-1.34	-43.55
-1.94	-45.27
-2.56	-46.97
-3.39	-48.62
-3.92	-50.35
-4.48	-52.07
-5.22	-53.79
-5.73	-55.48
-6.49	-57.2
-7.14	-58.89
-7.76	-60.6
-8.32	-62.28
-9.08	-63.97
-9.77	-65.66
-10.32	-67.34
-11.08	-69.02
-11.66	-70.72
-12.47	-72.39
-13.13	-74.07
-13.65	-75.74
-14.34	-77.41
-15.12	-79.09
-15.65	-80.74
-16.41	-82.43
-17.19	-84.09
-17.71	-85.74
-18.49	-87.39
-19.16	-89.05
-19.8	-90.72
-20.63	-92.36
-21.3	-94
-22.08	-95.67
-22.86	-97.29
-23.64	-98.93
-24.35	-100.58
-25.18	-102.22
-25.89	-103.85
-26.56	-105.5
-27.39	-107.13
-28.14	-108.74
-28.9	-110.39
-29.68	-112.01
-30.66	-113.63
-31.33	-115.24
-32.27	-116.86
-33.12	-118.46
-33.97	-120.08
-34.81	-121.67
-35.75	-123.28
-36.6	-124.88
-37.31	-126.45
-38.2	-128.04
-39.32	-129.62
-40.21	-131.2
-41.15	-132.78
-42.04	-134.35
-43.04	-135.9
-43.78	-137.46
-44.92	-139.01
-45.76	-140.56
-46.86	-142.1
-47.9	-143.62
-48.84	-145.16
-49.91	-146.69
-50.83	-148.19
-51.94	-149.69
-52.9	-151.18
-54.02	-152.65
-55.04	-154.14
-56.11	-155.58
-57.2	-157.02
-58.34	-158.44
-59.43	-159.86
-60.86	-161.24
-62.2	-162.62
-63.61	-163.95
-65.3	-165.26
-66.93	-166.54
-68.74	-167.76
-70.47	-168.93
-71.03	-169.29
-71.19	-166.61
-70.63	-164.83
-70.27	-163.04
-69.87	-161.25
-69.38	-159.45
-68.89	-157.69
-68.62	-155.9
-68.16	-154.14
-67.6	-152.4
-67.24	-150.61
-66.64	-148.84
-66.06	-147.08
-65.72	-145.31
-65.17	-143.55
-64.72	-141.78
-63.98	-140.02
-63.61	-138.26
-63.03	-136.54
-62.38	-134.78
-61.96	-133.05
-61.49	-131.32
-60.97	-129.58
-60.24	-127.84
-59.77	-126.1
-59.23	-124.35
-58.72	-122.61
-58.28	-120.86
-57.63	-119.14
-57.34	-117.41
-56.8	-115.66
-56.2	-113.91
-55.73	-112.2
-55.38	-110.47
-54.8	-108.72
-54.19	-106.98
-53.79	-105.25
-53.39	-103.52
-52.68	-101.77
-52.39	-100.04
-51.85	-98.31
-51.34	-96.57
-50.8	-94.84
-50.22	-93.09
-49.6	-91.35
-49.2	-89.62
-48.55	-87.89
-48.02	-86.16
-47.61	-84.41
-47.03	-82.7
-46.28	-80.97
-45.76	-79.22
-45.38	-77.51
-44.78	-75.76
-44.11	-74.05
-43.64	-72.34
-43.06	-70.6
-42.48	-68.88
-41.91	-67.15
-41.26	-65.44
-40.59	-63.69
-40.14	-61.98
-39.38	-60.27
-39.01	-58.53
-38.38	-56.82
-37.67	-55.08
-37.15	-53.38
-36.53	-51.65
-35.91	-49.93
-35.35	-48.21
-34.86	-46.48
-34.28	-44.78
-33.68	-43.06
-33.1	-41.33
-32.47	-39.62
-31.74	-37.89
-31.18	-36.18
-30.66	-34.46
-30.11	-32.74
-29.28	-31.02
-28.84	-29.3
-28.12	-27.59
-27.54	-25.89
-26.94	-24.17
-26.45	-22.45
-25.82	-20.74
-25.13	-19.03
-24.67	-17.31
-24.13	-15.61
-23.39	-13.96
-22.81	-12.29
-22.3	-10.55
-21.7	-8.86
-21.05	-7.16
-20.65	-5.45
-20.03	-3.75
-19.29	-2.03
-18.67	-0.34
-18.04	1.36
-17.6	3.06
-16.86	4.76
-16.35	6.45
-15.77	8.16
-15.05	9.87
-14.56	11.58
-13.87	13.26
-13.34	14.97
-12.71	16.67
-12	18.37
-11.44	20.08
-10.7	21.79
-10.15	23.48
-9.45	25.18
-8.83	26.9
-8.25	28.57
-7.51	30.27
-6.82	31.97
-6.18	33.68
-5.51	35.35
-5.48	35.42
-5.51	27.44
-5.84	25.57
-6.06	23.73
-6.47	21.91
-6.78	20.08
-7.22	18.25
-7.49	16.44
-7.89	14.61
-8.18	12.77
-8.58	10.97
-9.1	9.15
-9.43	7.34
-9.77	5.53
-10.21	3.73
-10.66	1.91
-10.99	0.11
-11.44	-1.7
-11.68	-3.5
-12.22	-5.3
-12.51	-7.09
-12.93	-8.82
-13.29	-10.6
-13.78	-12.37
-14.16	-14.17
-14.45	-15.97
-14.99	-17.76
-15.36	-19.55
-15.79	-21.33
-16.23	-23.12
-16.15	-21.17
-15.81	-19.33
-15.45	-17.5
-15.1	-15.68
-14.74	-13.87
-14.34	-12.04
-14.16	-10.24
-13.74	-8.49
-13.49	-6.7
-13.13	-4.9
-12.78	-3.07
-12.33	-1.25
-11.95	0.55
-11.57	2.39
-11.22	4.19
-10.88	6
-10.5	7.82
-10.01	9.62
-9.63	11.43
-9.32	13.24
-9.01	15.06
-8.47	16.87
-8.16	18.69
-7.72	20.48
-7.31	22.29
-7.02	24.1
-6.56	25.91
-6.09	27.72
-5.73	29.54
-5.33	31.32
-4.88	33.11
-4.57	34.92
-4.1	36.69
-3.57	38.47
-3.19	40.25
-2.56	42.01
-2.03	43.77
-1.45	45.51
-0.91	47.25
-0.33	48.98
0.11	50.7
0.83	52.45
1.41	54.16
2.01	55.88
2.63	57.6
3.17	59.34
3.9	61.02
4.48	62.74
5.15	64.44
5.82	66.13
6.42	67.85
7.12	69.53
7.72	71.23
8.34	72.93
8.97	74.62
9.79	76.31
10.39	78.01
10.97	79.67
11.67	81.35
12.31	83.03
13.03	84.69
13.81	86.36
14.57	88.02
15.15	89.68
15.97	91.37
16.66	92.99
17.24	94.65
18.09	96.29
18.8	97.96
19.47	99.61
20.27	101.24
20.9	102.88
21.72	104.52
22.51	106.16
23.22	107.79
24.11	109.41
24.85	111.02
25.58	112.63
26.59	114.25
27.32	115.85
28.1	117.47
29.02	119.08
29.91	120.69
30.69	122.27
31.63	123.87
32.52	125.45
33.43	127.02
34.35	128.59
35.4	130.16
36.27	131.72
37.25	133.28
38.21	134.84
39.32	136.39
40.26	137.93
41.24	139.47
42.33	141
43.22	142.52
44.32	144.04
45.32	145.54
46.53	147.06
47.57	148.54
48.55	150.03
49.63	151.51
50.9	152.95
51.92	154.39
53.19	155.82
54.17	157.25
55.36	158.64
56.72	160.01
57.94	161.34
59.55	162.62
61.02	163.89
62.52	165.19
64.48	166.39
66.46	167.46
68.67	168.5
71.12	169.39
73.71	170.15
76.75	170.74
80.74	170.94
86.58	170.29
97.91	163.2
97.98	149.32
97.62	147.52
97.2	145.74
96.8	143.94
96.19	142.21
95.64	140.48
95.14	138.75
94.65	137.04
94.03	135.31
93.45	133.58
92.83	131.85
92.29	130.14
91.69	128.42
91.2	126.7
90.53	124.98
90.06	123.26
89.28	121.55
88.7	119.84
88.12	118.12
87.58	116.41
86.94	114.69
86.31	112.98
85.64	111.26
85.09	109.55
84.51	107.83
83.97	106.11
83.26	104.42
82.72	102.7
82.05	100.99
81.58	99.27
80.96	97.57
80.34	95.86
79.78	94.15
79.24	92.44
78.69	90.73
77.93	89
77.37	87.31
76.92	85.61
76.32	83.89
75.59	82.19
75.09	80.49
74.45	78.8
73.8	77.09
73.24	75.38
72.6	73.7
71.95	72
71.33	70.3
70.7	68.59
70.21	66.92
69.34	65.23
68.74	63.54
68.05	61.88
67.33	60.2
66.58	58.53
65.91	56.85
65.19	55.17
64.61	53.5
63.85	51.81
63.3	50.13
62.56	48.46
61.69	46.79
60.98	45.13
60.26	43.48
59.53	41.81
58.93	40.15
58.23	38.49
57.48	36.84
56.96	35.17
56.2	33.52
55.49	31.86
54.82	30.2
54.29	28.57
53.44	26.96
52.84	25.34
52.17	23.72
51.41	22.07
50.74	20.44
50.14	18.8
49.45	17.15
48.58	15.51
47.89	13.87
47.06	12.25
46.35	10.63
45.59	9
44.76	7.38
44	5.76
43.11	4.14
42.42	2.48
41.51	0.88
40.77	-0.74
39.99	-2.35
39.05	-3.97
38.36	-5.59
37.36	-7.2
36.58	-8.8
35.78	-10.41
34.86	-12.03
33.97	-13.64
33.23	-15.25
32.3	-16.87
31.45	-18.46
30.67	-20.09
29.86	-21.69
28.95	-23.31
28.04	-24.9
27.28	-26.5
26.39	-28.1
25.56	-29.7
24.74	-31.31
23.84	-32.9
23.06	-34.51
22.24	-36.1
21.37	-37.71
20.45	-39.3
19.74	-40.91
18.89	-42.5
18.04	-44.09
17.22	-45.67
16.28	-47.27
15.48	-48.84
14.54	-50.43
13.76	-52.02
12.91	-53.61
12	-55.19
11.09	-56.77
10.19	-58.39
9.26	-59.93
8.41	-61.52
7.52	-63.09
6.47	-64.67
5.67	-66.26
4.77	-67.85
3.7	-69.43
2.92	-71.01
1.85	-72.59
1.05	-74.16
-0.02	-75.74
-0.85	-77.32
-1.83	-78.89
-2.38	-79.61
-3.03	-80.38
-3.72	-82.02
-4.75	-83.61
-5.64	-85.19
-6.58	-86.77
-7.36	-88.36
-8.29	-89.92
-9.32	-91.48
-10.3	-93.03
-11.28	-94.6
-12.11	-96.16
-13.18	-97.71
-14.05	-99.25
-15.07	-100.8
-16.01	-102.36
-16.97	-103.89
-17.82	-105.45
-18.73	-106.98
-19.74	-108.52
-20.74	-110.06
-21.77	-111.59
-22.77	-113.13
-23.71	-114.67
-24.58	-116.21
-25.74	-117.74
-26.63	-119.29
-27.7	-120.81
-28.66	-122.31
-29.88	-123.84
-30.8	-125.37
-31.74	-126.89
-32.85	-128.41
-34.01	-129.92
-35.08	-131.44
-35.95	-132.93
-37.15	-134.43
-38.34	-135.92
-39.45	-137.42
-40.43	-138.9
-41.68	-140.38
-42.69	-141.85
-44	-143.3
-45.09	-144.77
-46.43	-146.23
-47.57	-147.67
-48.73	-149.1
-50.07	-150.52
-51.27	-151.94
-52.34	-153.32
-53.57	-154.72
-54.93	-156.08
-56.33	-157.41
-57.58	-158.76
-58.94	-160.06
-60.59	-161.34
-62.31	-162.58
-64.1	-163.79
-65.84	-164.95
-67.55	-165.78
-67.82	-166.05
-70.12	-167.07
-72.33	-168.02
-74.87	-168.88
-77.32	-169.65
-80.24	-170.29
-83.7	-170.82
-87.58	-171.14
-92.06	-171.16
-97.88	-170.67
-104.31	-169.83
-107.3	-152.77
-106.63	-150.99
-106.11	-149.21
-105.89	-147.44
-105.11	-145.67
-104.95	-143.9
-104.29	-142.15
-103.84	-140.39
-103.35	-138.63
-102.9	-136.88
-102.06	-135.15
-101.79	-133.41
-100.98	-131.68
-100.52	-129.95
-99.98	-128.21
-99.25	-126.47
-98.84	-124.74
-98.24	-123.02
-97.55	-121.31
-96.93	-119.57
-96.46	-117.86
-95.61	-116.13
-95.23	-114.41
-94.47	-112.68
-93.96	-110.96
-93.2	-109.27
-92.6	-107.55
-92.18	-105.83
-91.33	-104.12
-90.86	-102.42
-90.1	-100.69
-89.57	-98.99
-88.83	-97.28
-88.43	-95.57
-87.78	-93.86
-87.11	-92.16
-86.55	-90.44
-85.89	-88.75
-85.02	-87.04
-84.64	-85.32
-83.95	-83.63
-83.34	-81.93
-82.43	-80.24
-82.03	-78.55
-81.2	-76.85
-80.71	-75.16
-79.93	-73.47
-79.42	-71.77
-78.59	-70.05
-78.15	-68.41
-77.25	-66.73
-76.56	-65.04
-76.14	-63.37
-75.45	-61.7
-74.82	-60.02
-74.2	-58.34
-73.51	-56.68
-72.79	-55.02
-72.17	-53.32
-71.41	-51.65
-70.79	-50.01
-70.12	-48.35
-69.36	-46.69
-68.69	-45.04
-67.95	-43.38
-67.17	-41.73
-66.37	-40.08
-65.66	-38.44
-64.88	-36.82
-64.21	-35.25
-63.43	-33.6
-62.51	-31.95
-61.93	-30.31
-61.09	-28.65
-60.37	-27.05
-59.59	-25.42
-58.68	-23.8
-58.1	-22.17
-57.18	-20.54
-56.49	-18.9
-55.82	-17.29
-55.06	-15.68
-54.33	-14.06
-53.57	-12.45
-52.61	-10.86
-51.92	-9.25
-51.21	-7.64
-50.34	-6.06
-49.33	-4.46
-48.53	-2.87
-47.64	-1.29
-46.9	0.3
-45.99	1.87
-44.98	3.46
-44.09	5.03
-43.27	6.64
-42.37	8.19
-41.44	9.75
-40.48	11.31
-39.54	12.88
-38.45	14.45
-37.53	16.01
-36.44	17.55
-35.62	19.1
-34.59	20.66
-33.52	22.2
-32.67	23.74
-31.6	25.29
-30.66	26.82
-29.46	28.36
-28.63	29.91
-27.59	31.44
-26.56	32.97
-25.53	34.49
-24.53	36.02
-23.42	37.53
-22.43	39.06
-21.45	40.55
-20.36	42.04
-19.27	43.53
-18.17	45
-16.97	46.45
-15.86	47.92
-14.81	49.39
-13.67	50.85
-12.4	52.31
-11.24	53.78
-10.06	55.23
-8.92	56.7
-7.76	58.14
-6.44	59.61
-5.89	60.17
-4.1	60.57
-3.37	62.22
-2.41	63.81
-1.4	65.35
-0.36	66.88
0.8	68.38
1.88	69.87
3.08	71.37
4.28	72.84
5.31	74.33
6.51	75.79
7.76	77.28
8.92	78.73
10.1	80.2
11.18	81.66
12.36	83.11
13.61	84.58
14.68	86.01
15.88	87.46
17.15	88.9
18.29	90.36
19.36	91.8
20.52	93.25
21.72	94.7
22.95	96.15
24.02	97.59
25.34	99.01
26.61	100.42
27.9	101.85
29.08	103.32
30.38	104.74
31.52	106.15
32.85	107.57
34.12	108.97
35.46	110.37
36.78	111.76
38.16	113.16
39.5	114.58
40.7	115.99
42.04	117.4
43.54	118.78
44.72	120.19
46.03	121.57
47.37	122.93
48.84	124.29
50.09	125.65
51.45	127.01
52.73	128.34
54.11	129.68
55.58	130.98
56.92	132.29
58.21	133.6
59.82	134.86
61.47	136.1
63.14	137.32
64.95	138.57
66.82	139.76
68.6	140.91
70.41	142.09
71.21	142.49
72.53	143.16
74.54	144.17
76.75	145.13
79.04	146.02
81.67	146.85
84.57	147.57
87.23	148.3
90.93	148.7
94.83	149
98.6	149.28
98.76	147.2
98.62	145.26
98.24	143.46
97.93	141.66
97.46	139.87
97.02	138.09
96.59	136.37
95.99	134.63
95.37	132.89
94.83	131.16
94.23	129.43
93.76	127.7
93.2	125.96
92.62	124.25
91.96	122.53
91.44	120.8
90.86	119.06
90.22	117.37
89.64	115.65
89.03	113.94
88.43	112.22
87.87	110.51
87.36	108.78
86.8	107.05
86.05	105.33
85.55	103.61
84.86	101.9
84.28	100.18
83.79	98.48
83.21	96.75
82.54	95.03
81.96	93.32
81.32	91.61
80.8	89.89
80.14	88.17
79.53	86.45
79.09	84.74
78.4	83
77.88	81.3
77.26	79.6
76.75	77.89
76.08	76.18
75.52	74.47
74.89	72.76
74.34	71.06
73.73	69.35
73.11	67.65
72.51	65.93
71.91	64.24
71.26	62.55
70.75	60.85
70.03	59.15
69.34	57.45
68.69	55.78
68.02	54.07
67.47	52.41
66.71	50.71
66.06	49.04
65.46	47.36
64.75	45.66
63.92	44
63.21	42.32
62.49	40.66
61.82	38.99
60.98	37.33
60.31	35.67
59.75	34.01
58.88	32.33
58.35	30.68
57.54	29.07
56.94	27.46
56.43	25.81
55.58	24.16
54.89	22.51
54.26	20.88
53.66	19.23
52.86	17.6
52.12	15.95
51.45	14.32
50.67	12.7
49.85	11.09
49.16	9.49
48.2	7.88
47.53	6.28
46.64	4.67
45.79	3.07
44.99	1.47
44.05	-0.12
43.31	-1.7
42.35	-3.29
41.35	-4.87
40.44	-6.45
39.54	-8
38.45	-9.57
37.58	-11.13
36.6	-12.69
35.6	-14.23
34.68	-15.77
33.68	-17.32
32.63	-18.86
31.58	-20.4
30.53	-21.95
29.55	-23.47
28.55	-25
27.55	-26.51
26.47	-28.03
25.32	-29.53
24.31	-31.04
23.2	-32.55
22.22	-34.04
21.08	-35.53
20.07	-37.03
18.98	-38.51
17.91	-39.98
16.73	-41.46
15.7	-42.93
14.52	-44.39
13.34	-45.85
12.27	-47.31
11.11	-48.77
9.95	-50.23
8.77	-51.68
7.45	-53.13
6.36	-54.57
5.13	-56.03
3.88	-57.47
2.68	-58.93
1.41	-60.37
0.07	-61.83
-1.14	-63.28
-2.27	-64.45
-2.5	-64.72
-3.81	-66.12
-4.99	-67.59
-6.02	-69.06
-7.34	-70.51
-8.61	-71.95
-9.83	-73.39
-11.08	-74.83
-12.29	-76.28
-13.45	-77.72
-14.52	-79.16
-15.81	-80.56
-17.15	-81.98
-18.29	-83.42
-19.4	-84.84
-20.56	-86.26
-21.92	-87.67
-23.08	-89.1
-24.42	-90.52
-25.51	-91.95
-26.78	-93.38
-28.14	-94.79
-29.26	-96.23
-30.53	-97.66
-31.87	-99.09
-33.18	-100.52
-34.26	-101.94
-35.59	-103.37
-36.84	-104.81
-38.05	-106.22
-39.5	-107.64
-40.77	-109.05
-41.97	-110.48
-43.33	-111.88
-44.56	-113.29
-45.99	-114.69
-47.21	-116.09
-48.46	-117.49
-49.76	-118.9
-51.07	-120.27
-52.23	-121.67
-53.64	-123.04
-54.82	-124.42
-56.13	-125.79
-57.27	-127.15
-58.52	-128.53
-59.97	-129.87
-61.38	-131.2
-62.91	-132.55
-64.45	-133.87
-65.81	-135.18
-67.55	-136.49
-69.09	-137.79
-70.65	-139.07
-72.26	-140.33
-73.84	-141.58
-75.38	-142.8
-77.17	-144.01
