Bayrak_&Sheikh_02_WRS-21HT	
18	
0	0
9.787726109	55.33607939
15.83381515	82.27859951
21.27694722	113.3308369
25.91063021	106.9462647
30.94903775	100.552331
31.35376229	95.98389815
30.14371851	90.49803408
30.74667548	89.13124883
28.53308004	83.19603071
36.39216982	74.97659614
41.43057735	64.47294514
46.26662262	51.6850777
48.4843479	48.03407602
41.43057735	27.02677401
35.18212604	12.41340573
29.73899397	1.451039131
26.71594945	-3.117393746
