"Wehbe et al. 1998,Specimen A1"	
-36.6014	-195.73103
-49.31409746	-240.56054
-49.31409746	-240.56054
-49.4538	-239.82563
-49.4538	-239.33569
-49.31409746	-239.09072
-62.02679746	-280.24568
-62.02679746	-279.75574
-62.1665	-279.75574
-62.1665	-279.2658
-74.5998	-312.09178
-74.73949746	-312.33675
-74.8792	-312.33675
-74.73949746	-312.09178
-74.8792	-311.60184
-81.02600254	-326.54501
-81.16569746	-326.54501
-81.16569746	-325.56513
-81.3054	-325.07519
-75.2983	-252.3191
-74.8792	-248.39958
-74.8792	-248.15461
-74.8792	-248.15461
-62.44589746	-145.75715
-62.30620254	-145.26721
-62.1665	-145.51218
-62.1665	-145.75715
-49.8729	-60.26262
-49.5935	-58.7928
-49.5935	-59.03777
-49.4538	-59.52771
-36.8808	8.32898
-36.74109746	8.57395
-36.74109746	8.08401
-36.74109746	7.59407
-24.1681	51.19873
-24.30780051	50.95376
-24.1681	51.4437
-24.02839949	50.95376
-24.02839949	50.95376
-11.176	87.45429
-11.176	86.96435
-11.176	86.47441
-11.03630025	86.22944
1.2573	117.09566
1.2573	117.09566
1.397	117.09566
1.397	116.60572
13.97000025	147.22697
14.24939975	146.982
14.24939975	146.00212
14.24939975	145.02224
26.6827	176.3784
26.8224	177.35828
27.1018	177.84822
27.1018	177.11331
39.3954	215.32863
39.3954	215.5736
39.5351	215.5736
39.5351	215.32863
51.9684	255.74868
52.24779746	256.72856
52.24779746	256.23862
52.24779746	255.74868
64.54139746	292.24921
64.8208	292.98412
64.96049746	292.00424
64.8208	291.02436
77.5335	322.38052
77.5335	321.89058
77.67320254	322.13555
77.67320254	321.40064
90.2462	343.44794
90.38590254	343.93788
90.38590254	343.44794
90.52559746	342.46806
90.52559746	330.7095
90.38590254	330.7095
90.52559746	330.7095
90.38590254	330.7095
90.52559746	332.66926
90.94469746	336.09884
91.2241	340.01836
91.6432	341.48818
92.0623	344.91776
92.7608	346.87752
93.04019746	347.12249
93.3196	347.36746
93.7387	348.83728
94.1578	349.57219
94.71660254	349.81716
94.996	350.79704
95.27539746	350.79704
95.8342	351.77692
96.11359746	351.77692
96.53269746	351.77692
96.95179746	352.7568
97.5106	353.73668
98.06940254	354.22662
98.48850254	354.71656
98.90760254	354.22662
99.187	355.2065
99.7458	356.18638
100.1649	356.18638
100.584	355.69644
100.584	354.71656
100.8634	355.2065
101.1427975	356.18638
101.4222	355.69644
101.4222	354.71656
101.7016051	355.2065
101.8413	342.46806
101.8413	342.46806
101.8413	342.46806
101.7016051	342.46806
102.1207051	346.87752
102.6795	352.26686
102.9589051	353.00177
103.3780051	354.71656
103.6573975	356.67632
104.2162051	358.63608
104.775	358.63608
105.0544051	358.14614
105.3337949	358.63608
105.7528949	360.1059
106.1719949	360.59584
106.4514	360.59584
107.0101949	361.08578
107.4292949	361.08578
107.7087	361.08578
107.8483949	360.59584
107.9881025	359.61596
108.2674949	348.34734
108.2674949	348.34734
108.2674949	348.34734
108.5469	351.77692
108.966	357.16626
110.0836025	362.06566
110.9218025	364.51536
111.6202949	365.0053
112.3187975	365.0053
112.8775949	365.25027
113.4364025	365.98518
114.1348949	366.47512
114.5539949	365.98518
115.1128025	366.47512
115.5319025	365.98518
115.9510025	366.47512
116.2304051	366.47512
116.7892	366.96506
117.2083	366.47512
117.4877051	366.96506
118.0465	367.94494
118.6052975	367.94494
118.8847	366.47512
119.3038	367.455
119.5832051	366.96506
120.0023051	367.94494
120.4214051	368.43488
120.8405051	367.94494
121.1198975	366.96506
121.3993	367.455
121.6787051	367.94494
121.8184	366.47512
122.0978051	365.98518
122.0978051	365.49524
116.2304051	285.63502
115.9510025	284.1652
115.9510025	284.1652
115.9510025	284.1652
103.2382975	189.60678
103.0986	189.11684
103.0986	189.60678
90.38590254	107.7868
90.38590254	108.03177
90.2462	108.52171
90.38590254	108.76668
77.9526	45.56442
77.67320254	44.0946
77.67320254	44.58454
77.67320254	44.82951
65.37959746	-5.38934
64.96049746	-7.59407
64.96049746	-6.85916
52.52720254	-41.15496
52.24779746	-41.88987
52.10810254	-41.39993
52.10810254	-40.66502
39.6748	-67.61172
39.6748	-67.12178
39.6748	-66.63184
39.6748	-66.63184
26.9621	-90.88387
26.9621	-90.6389
26.8224	-90.14896
14.38910025	-113.42111
14.24939975	-112.19626
14.24939975	-111.21638
14.24939975	-110.72644
1.5367	-132.03883
1.397	-131.79386
1.397	-131.05895
-11.03630025	-151.39146
-11.176	-151.8814
-11.176	-151.39146
-11.31569975	-150.90152
-23.749	-173.9287
-24.02839949	-174.90858
-24.1681	-174.17367
-24.02839949	-173.68373
-36.1823	-202.59019
-37.0205	-206.01977
-37.16019746	-204.54995
-37.0205	-203.81504
-48.895	-236.39605
-49.31409746	-237.6209
-49.4538	-236.64102
-49.4538	-235.66114
-49.4538	-234.92623
-62.02679746	-268.24215
-62.02679746	-268.48712
-62.30620254	-267.75221
-62.1665	-267.26227
-74.73949746	-296.90364
-74.8792	-297.14861
-75.0189	-297.39358
-75.0189	-296.90364
-87.45220254	-319.19591
-87.59189746	-320.17579
-87.7316	-319.68585
-87.7316	-318.95094
-87.7316	-312.33675
-87.7316	-312.58172
-87.87130254	-313.80657
-88.1507	-316.50124
-88.1507	-316.50124
-88.1507	-316.50124
-88.01099746	-316.25627
-88.43009746	-319.19591
-89.26829746	-323.3604
-89.8271	-325.32016
-90.52559746	-327.03495
-91.2241	-328.01483
-92.0623	-329.72962
-93.17989746	-331.44441
-94.1578	-332.91423
-95.13570254	-334.13908
-95.97390254	-335.11896
-96.6724	-335.85387
-97.78999746	-338.0586
-98.62819746	-337.81363
-99.3267	-338.54854
-99.88549746	-338.0586
-100.1649	-337.81363
-100.584	-338.54854
-100.8634	-339.03848
-101.5618975	-319.19591
-101.5618975	-319.19591
-101.5618975	-319.19591
-102.2604	-325.32016
-102.6795	-329.48465
-103.0986	-332.17932
-103.3780051	-333.89411
-103.5177	-335.36393
-103.9368	-337.32369
-104.3559	-338.54854
-104.6353051	-339.28345
-104.9146949	-339.52842
-105.3337949	-340.75327
-105.7528949	-341.73315
-106.0323	-341.97812
-106.3117025	-341.73315
-106.7308025	-342.958
-107.1499025	-343.93788
-107.5690025	-344.91776
-108.1278	-345.4077
-108.6865949	-345.89764
-108.8263025	-345.4077
-109.2454025	-345.89764
-109.6645025	-346.87752
-110.0836025	-347.8574
-110.6423975	-348.10237
-110.9218025	-347.61243
-111.2011949	-347.61243
-111.4805975	-347.61243
-111.8996975	-348.10237
-112.3187975	-348.34734
-112.4584949	-348.59231
-112.5982025	-347.61243
-112.8775949	-348.10237
-113.0173025	-347.61243
-113.0173025	-346.63255
-113.1569975	-339.52842
-113.1569975	-339.52842
-113.1569975	-339.52842
-113.1569975	-340.26333
-113.8555025	-345.89764
-114.4142975	-348.83728
-114.9730924	-350.79704
-115.5319025	-351.77692
-116.0906975	-352.51183
-116.5097975	-352.26686
-117.0686051	-353.24674
-117.6274	-354.22662
-118.0465	-354.71656
-118.6052975	-354.47159
-119.3038	-355.45147
-120.0023051	-356.67632
-120.8405051	-357.6562
-121.2596051	-356.43135
-121.3993	-354.71656
-121.5389949	-354.22662
-121.8184	-353.49171
-113.2966949	-257.2185
-112.8775949	-254.52383
-112.8775949	-254.27886
-112.7378975	-254.52383
-100.8634	-166.5796
-100.4443	-162.66008
-100.3045975	-162.66008
-100.3045975	-163.15002
-100.1649	-165.59972
-100.1649	-165.84469
-100.1649	-165.59972
-100.3045975	-165.59972
-100.1649	-165.35475
-99.7458	-160.94529
-99.3267	-157.51571
-99.04729746	-155.06601
-98.62819746	-152.86128
-98.3488	-150.41158
-97.9297	-147.96188
-97.5106	-145.02224
-97.23120254	-143.55242
-97.23120254	-143.30745
-96.95179746	-140.36781
-96.39300254	-137.42817
-95.97390254	-134.48853
-95.13570254	-129.58913
-94.43719746	-124.44476
-93.59899746	-119.30039
-93.17989746	-116.60572
-92.62109746	-113.66608
-92.0623	-110.2365
-91.36379746	-105.58207
-90.52559746	-100.68267
-89.8271	-97.49806
-89.408	-94.31345
-88.5698	-89.16908
-87.7316	-85.24956
-86.8934	-80.8401
-86.19490254	-76.43064
-85.49639746	-73.491
-84.93759746	-69.81645
-84.09939746	-65.16202
-83.1215	-60.75256
-82.42299746	-56.83304
-81.8642	-54.38334
-81.3054	-51.93364
-80.60690254	-48.25909
-80.0481	-45.07448
-79.48929746	-42.62478
-78.65109746	-38.21532
-77.1144	-30.86622
-75.99680254	-26.21179
-75.0189	-21.31239
-74.1807	-18.37275
-72.92340254	-11.75856
-71.1073	-4.8994
-69.85	0.97988
-68.31330254	6.36922
-67.05599746	11.26862
-66.4972	12.49347
-65.5193	15.92305
-63.70319746	22.0473
-62.72530254	24.98694
-61.60769746	27.92658
-60.35039746	31.60113
-59.6519	33.31592
-58.25489746	36.7455
-57.1373	39.1952
-55.60059746	43.35969
-54.20360254	46.29933
-53.6448	47.03424
-52.66689746	49.72891
-51.68900254	52.17861
-50.99049746	52.91352
-49.5935	56.83304
-48.7553	58.7928
-47.2186	62.71232
-46.2407	64.18214
-45.1231	66.38687
-43.7261	70.06142
-42.46879746	72.51112
-41.21149746	75.9407
-39.6748	78.88034
-38.4175	80.8401
-37.57929746	82.06495
-35.6235	87.20932
-34.6456	88.92411
-33.52799746	90.6389
-32.4104	93.0886
-30.734	96.27321
-29.05760254	99.94776
-27.1018	102.8874
-26.1239	103.86728
-25.14600025	106.31698
-23.46960051	109.50159
-22.21229949	111.21638
-20.67560025	114.15602
-19.13889949	116.60572
-17.8816	118.32051
-16.48459975	121.01518
-15.08759949	122.72997
-14.52880076	123.46488
-13.97000025	123.95482
-13.4112	125.42464
-12.71270051	125.91458
-12.43329975	125.91458
-12.01419975	126.40452
-11.73480025	126.89446
-11.73480025	126.40452
-11.31569975	121.50512
-11.45540025	121.50512
-11.45540025	121.50512
-11.03630025	124.9347
-10.47749975	128.11931
-9.499600254	131.30392
-8.9408	132.2838
-8.381999492	132.2838
-8.102600254	132.77374
-7.962899746	132.52877
-7.4041	134.7335
-6.985000254	134.97847
-6.426199746	136.20332
-5.867400254	137.42817
-5.308599746	138.16308
-4.6101	139.14296
-3.7719	141.10272
-2.9337	141.83763
-2.2352	142.57254
-1.6764	143.55242
-0.8382	145.51218
-0.2794	145.51218
0.2794	146.49206
0.8382	146.982
1.2573	147.47194
1.5367	147.47194
2.095499898	148.94176
2.6543	149.92164
3.2131	150.90152
4.190999746	152.86128
5.308599746	154.82104
6.426199746	155.80092
7.124699746	156.29086
8.102600254	158.25062
8.661399746	158.74056
9.220200254	160.21038
10.0584	161.43523
11.176	162.66008
12.01419975	164.61984
12.85239949	164.61984
13.69059924	166.5796
14.8082	168.04942
15.78610051	170.25415
17.0434	171.96894
18.16099924	172.94882
19.13889949	174.90858
20.1168	175.15355
21.09470025	177.35828
21.9329	178.33816
23.19019975	180.29792
24.1681	181.2778
25.00629975	182.25768
26.4033	185.68726
27.5209	186.66714
28.9179	189.11684
29.8958	190.09672
31.0134	192.79139
31.9913	194.01624
33.2486	195.976
34.3662	197.20085
34.925	197.93576
35.7632	200.38546
36.32199746	201.36534
37.4396	203.3251
38.1381	204.06001
38.5572	204.06001
38.8366	203.57007
39.116	204.54995
39.116	203.3251
39.5351	198.18073
39.5351	198.18073
39.6748	198.4257
39.6748	198.67067
39.9542	202.83516
40.513	205.7748
41.3512	209.20438
41.91	210.6742
42.46879746	212.14402
43.4467	214.10378
44.1452	215.5736
44.704	216.55348
45.4025	217.53336
45.8216	217.77833
46.52009746	220.473
47.3583	222.18779
48.3362	224.39252
49.0347	224.88246
49.4538	225.3724
50.0126	226.10731
50.57139746	228.31204
51.1302	228.80198
51.68900254	230.76174
52.3875	231.49665
53.08599746	233.21144
53.92419746	235.41617
54.483	236.15108
55.04180254	236.88599
55.60059746	238.11084
56.7182	241.05048
57.27699746	242.03036
57.9755	243.50018
59.2328	245.94988
60.35039746	248.88952
60.9092	248.64455
61.7474	250.60431
62.86499746	253.78892
64.262	256.72856
65.659	259.17826
66.77659746	261.13802
67.61479746	262.36287
68.1736	262.85281
68.73240254	264.07766
69.4309	266.03742
70.82790254	269.467
72.22489746	271.9167
73.6219	273.63149
74.8792	276.32616
75.99680254	278.28592
77.39379746	280.24568
78.51140254	281.7155
79.90839746	285.63502
81.16569746	286.12496
82.00389746	287.59478
82.9818	289.79951
83.82	290.53442
84.3788	291.5143
84.93759746	291.5143
85.91549746	294.45394
86.61400254	295.43382
87.7316	298.37346
88.5698	297.88352
88.9889	298.37346
89.408	298.8634
89.8271	298.8634
89.96680254	298.37346
90.10649746	297.88352
90.2462	298.37346
90.2462	291.26933
90.38590254	291.02436
90.38590254	291.02436
90.38590254	291.02436
90.52559746	293.964
91.2241	298.12849
91.9226	301.80304
92.9005	304.74268
93.3196	304.74268
94.01809746	305.96753
94.43719746	306.2125
94.85629746	307.19238
95.55480254	308.17226
95.97390254	309.64208
96.53269746	309.64208
97.23120254	311.60184
98.3488	313.5616
98.90760254	314.05154
100.0252	316.50124
101.0031	317.48112
102.1207051	318.461
102.8191975	318.95094
103.3780051	319.44088
104.3559	321.40064
105.0544051	322.38052
105.7528949	322.87046
106.4514	323.3604
107.5690025	325.8101
108.4072025	326.30004
109.2454025	326.78998
109.8042	326.78998
110.5027025	328.2598
111.3409025	329.23968
111.8996975	329.23968
112.7378975	330.21956
113.4364025	330.7095
114.2746025	332.42429
114.8333975	331.19944
115.2524975	331.19944
115.6715975	331.68938
115.9510025	331.68938
116.9288975	333.64914
117.9068051	334.62902
118.3259051	333.64914
118.8847	334.13908
119.7229	335.11896
120.142	335.11896
120.7007975	334.87399
120.9802	334.62902
121.5389949	335.11896
121.8184	334.13908
122.0978051	313.5616
122.0978051	313.31663
122.0978051	313.07166
122.0978051	313.07166
121.1198975	302.78292
119.5832051	288.57466
117.9068051	271.18179
115.9510025	256.72856
114.8333975	248.88952
114.1348949	243.99012
113.2966949	237.6209
112.1791025	230.2718
111.4805975	224.14755
110.0836025	215.5736
108.4072025	204.30498
107.0101949	194.50618
105.0544051	181.2778
103.2382975	170.49912
102.5398051	165.35475
100.3045975	152.37134
98.7679	142.57254
96.6724	130.07907
93.87840254	114.64596
92.9005	109.74656
91.9226	104.11225
90.6653	97.49806
89.54770254	91.86375
88.29040254	85.24956
87.7316	82.55489
86.4743	76.92058
85.217	70.79633
83.5406	62.95729
81.44510254	53.40346
79.629	46.05436
78.3717	41.15496
77.25410254	36.01059
75.15859746	27.92658
73.48219746	21.06742
71.80579746	15.18814
70.40880254	10.28874
69.0118	5.87928
68.03389746	2.93964
67.3354	0.48994
66.77659746	-0.48994
66.4972	-1.46982
66.0781	-3.18461
65.659	-3.91952
65.5193	-4.16449
65.37959746	-4.16449
64.96049746	-1.95976
65.1002	-1.95976
64.96049746	-1.95976
64.54139746	-4.8994
63.4238	-10.28874
62.1665	-14.20826
60.76949746	-17.39287
59.2328	-21.31239
57.8358	-24.25203
57.1373	-25.96682
56.1594	-27.19167
55.04180254	-30.62125
53.50509746	-34.2958
51.82869746	-37.72538
49.31409746	-43.11472
48.0568	-44.58454
46.7995	-48.01412
44.9834	-51.4437
42.8879	-55.60819
41.4909	-57.81292
40.2336	-60.50759
38.8366	-62.95729
37.0205	-66.87681
35.7632	-68.5916
34.3662	-71.53124
32.68979746	-74.47088
31.85159746	-74.71585
29.8958	-79.37028
27.38119746	-83.53477
25.14600025	-87.20932
22.21229949	-92.59866
18.30069975	-98.47794
16.06549975	-101.41758
13.69059924	-105.58207
11.8745	-107.05189
11.03630025	-108.76668
9.918700254	-110.48147
8.801100254	-111.95129
7.264400254	-114.64596
5.867400254	-116.36075
4.749800254	-117.5856
4.0513	-118.56548
3.4925	-119.30039
2.9337	-119.79033
2.514599975	-120.52524
2.2352	-120.28027
1.9558	-120.77021
1.6764	-121.01518
1.397	-116.11578
1.5367	-115.87081
1.397	-115.87081
1.1176	-119.54536
-0.2794	-124.68973
-1.6764	-127.62937
-3.4925	-130.56901
-4.6101	-131.79386
-6.1468	-134.7335
-8.102600254	-137.91811
-10.0584	-141.10272
-11.73480025	-142.57254
-12.9921	-144.28733
-14.24939975	-145.51218
-15.36700051	-147.47194
-16.48459975	-148.69679
-17.8816	-151.14649
-18.58009924	-151.8814
-19.41830051	-152.86128
-20.67560025	-155.31098
-22.07260051	-157.51571
-23.60929949	-159.47547
-25.28569924	-162.17014
-26.4033	-164.37487
-27.5209	-164.61984
-28.3591	-166.5796
-29.337	-168.53936
-30.8737	-170.98906
-32.131	-172.94882
-33.6677	-176.13343
-34.925	-177.35828
-35.9029	-179.31804
-36.8808	-181.2778
-38.2778	-183.7275
-39.116	-185.19732
-40.513	-186.91211
-41.7703	-190.34169
-43.1673	-192.54642
-44.84369746	-196.46594
-47.3583	-201.61031
-49.1744	-205.52983
-51.1302	-209.20438
-52.8066	-211.65408
-53.92419746	-214.59372
-55.7403	-219.00318
-57.27699746	-220.96294
-58.11520254	-222.43276
-59.37250254	-226.10731
-60.35039746	-227.8221
-60.9092	-227.57713
-61.04890254	-227.57713
-61.46800254	-228.80198
-61.7474	-229.04695
-61.88710254	-228.80198
-62.1665	-219.24815
-62.1665	-219.24815
-62.1665	-219.24815
-62.1665	-219.24815
-62.86499746	-225.3724
-63.0047	-226.84222
-63.70319746	-231.49665
-64.6811	-236.15108
-65.659	-239.09072
-66.77659746	-241.54042
-67.3354	-242.5203
-68.1736	-244.72503
-68.87209746	-245.45994
-69.57060254	-247.4197
-70.12939746	-247.90964
-70.40880254	-248.88952
-71.24700254	-251.33922
-72.22489746	-254.52383
-73.6219	-256.97353
-74.5998	-258.68832
-75.438	-260.89305
-76.55559746	-263.83269
-77.67320254	-265.54748
-79.2099	-269.71197
-80.74659746	-272.40664
-81.7245	-273.87646
-82.9818	-276.8161
-83.68029746	-277.30604
-85.07729746	-280.49065
-86.75369746	-284.90011
-89.408	-290.04448
-92.0623	-294.69891
-93.87840254	-297.39358
-95.27539746	-298.61843
-96.39300254	-301.06813
-97.37089746	-302.53795
-98.62819746	-304.98765
-99.88549746	-307.19238
-100.7236975	-307.92729
-101.7016051	-309.64208
-102.6795	-310.86693
-103.5177	-311.60184
-103.9368	-312.33675
-105.1941	-315.03142
-106.5910949	-317.48112
-107.5690025	-318.461
-108.5469	-318.95094
-109.2454025	-319.93082
-110.5027025	-322.62549
-112.1791025	-325.07519
-113.1569975	-325.8101
-114.1348949	-325.56513
-114.6937025	-325.32016
-115.2524975	-325.56513
-116.2304051	-327.76986
-116.9288975	-328.50477
-117.3479975	-327.27992
-117.9068051	-328.99471
-118.8847	-330.46453
-119.1641051	-328.99471
-120.142	-331.68938
-121.1198975	-333.40417
-121.6787051	-331.19944
-122.0978051	-311.60184
-121.9580949	-311.60184
-122.0978051	-311.60184
-121.9580949	-310.13202
-120.8405051	-301.3131
-119.5832051	-289.55454
-118.1861975	-276.57113
-116.2304051	-260.64808
-114.4142975	-245.21497
-112.8775949	-235.1712
-111.0614975	-221.45288
-109.9438949	-213.36887
-108.6865949	-204.30498
-106.8705	-191.56654
-104.6353051	-176.13343
-102.1207051	-160.21038
-99.46639746	-143.55242
-96.81210254	-127.3844
-94.85629746	-116.11578
-92.4814	-102.64243
-90.10649746	-89.16908
-88.1507	-79.61525
-85.77580254	-66.87681
-83.26119746	-55.11825
-81.58479746	-47.52418
-79.07019746	-35.27568
-76.41590254	-24.497
-74.73949746	-16.65796
-72.50430254	-6.85916
-70.40880254	0.48994
-67.61479746	10.77868
-64.8208	19.5976
-63.4238	23.51712
-62.30620254	26.45676
-60.76949746	30.13131
-59.79160254	32.58101
-58.67399746	35.03071
-56.9976	38.70526
-55.7403	40.90999
-54.76239746	43.11472
-53.92419746	45.07448
-53.08599746	45.80939
-52.52720254	47.52418
-51.82869746	48.994
-50.99049746	50.21885
-50.7111	50.95376
-50.4317	50.95376
-50.15229746	51.68867
-50.0126	51.4437
-49.73319746	52.42358
-49.4538	48.50406
-49.5935	48.50406
-49.4538	48.50406
-49.4538	48.994
-48.7553	54.13837
-47.2186	58.30286
-45.9613	60.75256
-44.9834	63.20226
-43.1673	66.63184
-42.04969746	68.5916
-41.3512	69.08154
-40.3733	71.28627
-39.5351	72.51112
-38.4175	74.96082
-37.16019746	77.41052
-35.7632	79.86022
-34.3662	82.06495
-33.3883	83.77974
-31.9913	86.71938
-29.7561	90.39393
-27.94	93.0886
-26.6827	94.06848
-25.8445	96.02824
-23.88870051	99.21285
-23.19019975	99.21285
-21.5138	102.64243
-19.2786	105.82704
-17.18310051	108.52171
-15.36700051	110.97141
-14.24939975	112.19626
-12.15390025	115.1359
-10.61719949	116.60572
-9.080499746	119.54536
-7.543799746	121.01518
-5.588	122.97494
-4.3307	124.44476
-3.3528	125.66961
-1.816100076	127.3844
-0.1397	129.8341
0.6985	131.05895
1.5367	131.54889
2.374900076	132.77374
3.0734	133.75362
4.190999746	135.22344
5.588	138.16308
7.4041	140.12284
9.080499746	142.57254
11.03630025	145.02224
12.71270051	146.982
13.83029975	148.45182
15.2273	149.92164
16.20520025	150.65655
17.4625	152.86128
18.71979975	154.82104
19.83740051	156.7808
20.95499975	157.27074
21.37409949	157.51571
22.63139924	159.96541
23.749	161.19026
24.1681	160.70032
24.72690025	162.41511
25.28569924	162.66008
25.8445	163.88493
26.4033	164.1299
26.543	163.63996
27.1018	157.27074
27.1018	157.27074
27.1018	157.27074
27.1018	157.27074
27.5209	160.70032
28.21939746	165.59972
29.1973	168.29439
30.0355	170.49912
31.0134	172.45888
32.131	174.17367
33.52799746	176.62337
34.925	178.33816
35.7632	179.31804
36.6014	180.29792
37.2999	181.76774
37.8587	181.52277
38.5572	183.7275
39.5351	186.1772
40.2336	186.1772
40.79239746	187.64702
41.7703	189.11684
42.8879	191.81151
44.1452	194.50618
45.1231	195.73103
46.2407	197.69079
47.0789	198.4257
47.7774	200.38546
48.3362	200.38546
49.1744	203.3251
50.0126	204.30498
51.40959746	207.48959
52.8066	210.42923
53.78450254	211.40911
54.34329746	211.65408
54.9021	212.63396
55.18149746	212.63396
55.7403	214.59372
56.85789746	217.53336
57.8358	219.49312
58.95340254	221.69785
59.51219746	221.94282
60.9092	225.3724
62.5856	228.80198
63.8429	231.00671
64.96049746	233.21144
66.4972	236.64102
67.89420254	238.84575
69.29119746	241.54042
70.40880254	243.01024
72.08520254	246.43982
73.3425	247.66467
74.5998	250.60431
76.13649746	253.29898
77.25410254	254.7688
78.23199746	256.97353
80.0481	260.15814
81.16569746	261.38299
82.1436	263.09778
83.82	266.52736
85.35670254	268.97706
86.4743	269.95694
87.45220254	270.44688
87.87130254	271.9167
89.54770254	275.34628
91.36379746	278.28592
93.04019746	280.24568
94.43719746	281.7155
96.11359746	285.63502
98.06940254	287.59478
99.6061	289.55454
100.584	290.04448
101.4222	290.04448
102.6795	292.49418
103.9368	293.964
104.4955949	293.47406
105.3337949	295.43382
106.4514	296.90364
107.8483949	298.8634
109.1056949	300.33322
110.7820949	301.80304
111.7600025	302.29298
112.5982025	301.80304
113.4364025	303.27286
114.2746025	303.27286
114.6937025	301.80304
114.9730924	301.80304
115.6715975	304.25274
116.7892	305.96753
117.3479975	304.49771
118.1861975	305.96753
119.0243975	306.70244
119.4434975	306.2125
120.0023051	306.94741
120.7007975	306.70244
120.9802	306.70244
121.2596051	305.96753
121.5389949	305.72256
121.6787051	305.23262
121.8184	305.23262
121.9580949	304.74268
121.9580949	304.25274
122.0978051	286.6149
122.2375	286.6149
122.0978051	286.36993
122.0978051	286.36993
121.6787051	281.22556
121.3993	277.30604
120.2816975	267.99718
118.8847	255.25874
116.6495051	237.13096
113.9951975	219.00318
111.4805975	203.3251
109.1056949	187.40205
107.1499025	175.88846
105.3337949	164.37487
103.0986	152.37134
101.2825	141.59266
100.3045975	137.1832
98.90760254	128.36428
96.95179746	118.56548
94.71660254	106.80692
92.62109746	96.02824
90.2462	84.26968
88.01099746	74.47088
86.0552	66.1419
83.82	56.58807
81.02600254	45.80939
79.07019746	38.46029
77.81289746	33.80586
75.2983	24.497
73.2028	17.88281
71.66610254	12.49347
69.85	6.85916
68.5927	3.42958
67.61479746	0.73491
66.9163	-0.48994
66.4972	-1.95976
65.9384	-2.93964
65.659	-3.91952
65.2399	-4.8994
65.1002	-1.71479
65.1002	-1.71479
64.96049746	-1.71479
64.96049746	-1.71479
63.70319746	-8.57395
61.88710254	-13.47335
59.79160254	-17.63784
57.8358	-21.55736
56.43879746	-24.25203
54.0639	-28.66149
52.52720254	-31.11119
50.4317	-35.27568
47.6377	-40.17508
44.704	-45.07448
41.91	-49.48394
40.2336	-52.17861
38.4175	-54.38334
35.4838	-59.03777
32.27069746	-64.67208
28.7782	-70.06142
24.02839949	-76.92058
20.1168	-81.81998
17.0434	-85.49453
14.52880076	-88.1892
12.85239949	-91.37381
9.499600254	-96.02824
4.8895	-101.41758
2.374900076	-104.35722
-1.397	-109.25662
-4.0513	-112.44123
-7.4041	-115.87081
-10.19809975	-119.05542
-12.71270051	-121.99506
-15.92579924	-125.91458
-17.0434	-126.40452
-18.30069975	-127.62937
-19.41830051	-129.34416
-20.1168	-129.34416
-20.81529924	-130.32404
-22.07260051	-132.2838
-22.77109975	-132.77374
-23.05049924	-131.79386
-23.19019975	-132.2838
-23.749	-133.26368
-36.8808	-150.90152
-36.8808	-150.65655
-36.8808	-150.16661
-36.8808	-149.67667
-36.8808	-145.75715
-36.8808	-145.75715
-36.8808	-145.75715
-37.0205	-146.49206
-37.719	-152.12637
-39.3954	-157.51571
-41.3512	-161.6802
-44.5643	-167.06954
-46.52009746	-170.25415
-48.895	-174.66361
-51.1302	-177.84822
-52.66689746	-181.2778
-54.20360254	-183.97247
-56.43879746	-188.13696
-57.69609746	-191.0766
-59.93129746	-195.73103
-61.88710254	-199.65055
-63.4238	-202.83516
-65.659	-207.48959
-68.03389746	-212.87893
-69.85	-216.06354
-71.66610254	-220.22803
-73.2028	-223.16767
-75.0189	-226.35228
-76.2762	-229.78186
-78.23199746	-233.45641
-80.60690254	-239.09072
-82.9818	-243.99012
-86.19490254	-250.60431
-89.12860254	-256.48359
-90.805	-257.95341
-92.4814	-262.1179
-94.1578	-265.30251
-96.6724	-269.95694
-99.04729746	-274.61137
-100.7236975	-276.8161
-102.6795	-280.73562
-104.3559	-281.47053
-105.6132	-285.39005
-108.1278	-289.55454
-110.9218025	-294.20897
-113.2966949	-295.92376
-113.9951975	-294.94388
-114.5539949	-294.69891
-114.9730924	-295.18885
-115.6715975	-296.4137
-116.2304051	-297.14861
-117.4877051	-300.08825
-118.6052975	-301.06813
-119.4434975	-301.55807
-120.2816975	-302.78292
-121.3993	-303.7628
-121.6787051	-302.29298
-121.9580949	-288.81963
-121.9580949	-288.81963
-122.0978051	-288.57466
-121.8184	-288.08472
-120.9802	-278.77586
-119.3038	-265.05754
-118.4656	-258.19838
-117.2083	-247.4197
-115.2524975	-232.7215
-113.0173025	-216.79845
-111.0614975	-203.81504
-109.3851	-192.05648
-108.2674949	-185.19732
-107.4292949	-179.80798
-106.1719949	-170.98906
-104.2162051	-159.47547
-102.4000975	-148.45182
-101.2825	-142.32757
-100.4443	-137.1832
-99.7458	-132.52877
-97.5106	-119.54536
-94.996	-105.3371
-92.9005	-94.80339
-91.78289746	-89.90399
-90.38590254	-82.06495
-88.70950254	-73.491
-87.3125	-67.61172
-86.33459746	-62.71232
-83.82	-51.4437
-82.42299746	-45.56442
-80.18780254	-35.76562
-78.3717	-28.66149
-76.2762	-20.57748
-74.4601	-13.22838
-72.7837	-7.10413
-70.40880254	0.97988
-68.31330254	7.3491
-66.4972	12.49347
-64.54139746	17.88281
-63.4238	21.06742
-60.62980254	27.43664
-59.2328	29.88634
-57.1373	34.2958
-55.3212	37.48041
