"Pujol 2002, No. 10-3-1.5S"	
2.423282498	-52.41971183
2.463267643	-52.37513949
2.479210467	-52.04084074
2.436119721	-52.06312479
2.425237665	-52.01855246
2.366769576	-52.06312479
2.442434349	-52.04084074
2.45255397	-51.5937134
2.382861153	-51.5937134
2.36815527	-51.61600168
2.40351489	-51.5937134
2.402512568	-51.5937134
2.444291199	-51.52685705
2.422021297	-51.54914108
2.351160327	-51.54914108
2.40129446	-51.52685705
2.380240272	-51.50456877
1.957227211	-58.32426514
2.002086864	-58.27968858
1.996823397	-58.25740455
2.028652865	-58.23511627
1.966491507	-58.27968858
1.546711891	-61.22152106
1.460460332	-61.13237218
1.513500241	-61.1769445
1.48746413	-61.1769445
1.514668074	-61.1769445
0.892698255	-64.54222038
0.979789099	-64.5199321
0.951911541	-64.5199321
0.975951387	-64.47535978
0.958390164	-64.49764807
0.87751204	-62.04612382
0.905411943	-62.11298442
0.891272899	-62.04612382
0.925592689	-62.06840787
0.905789729	-62.06840787
0.92173375	-61.95697494
0.880212084	-61.89011859
0.923976525	-61.97926322
0.878098989	-61.91240263
0.893455104	-61.93469091
0.894149227	-61.77868566
0.913931599	-61.823258
0.892803993	-61.77868566
0.896097371	-61.75639738
0.925213068	-61.77868566
-0.149372904	-71.3396285
-0.072269956	-71.29505194
-0.09184957	-71.31734022
-0.026157872	-71.27277213
-0.096417157	-71.25048385
-0.978973835	-76.44325453
-0.908007206	-76.42096625
-1.010438844	-76.42096625
-0.905622622	-76.37639816
-0.959865556	-76.37639816
-2.696648254	-88.43344179
-2.620912297	-88.43344179
-2.743394762	-88.41115351
-2.675190424	-88.36657695
-2.711695533	-88.34428867
-2.738773547	-85.31332003
-2.721720348	-85.29103175
-2.757150833	-85.29103175
-2.758989807	-85.29103175
-2.718626238	-85.31332003
-2.79880944	-84.24355892
-2.795187993	-84.22127064
-2.79568277	-84.22127064
-2.769766044	-84.24355892
-2.818591253	-84.19899083
-2.795130535	-84.02069308
-2.811216526	-83.97612501
-2.770709951	-84.04298136
-2.785014426	-83.97612501
-2.743412319	-84.02069308
-3.44832396	-94.31709827
-3.415513557	-94.33938655
-3.439083765	-94.31709827
-3.451418709	-94.29480999
-3.427235936	-94.29480999
-4.136576627	-99.37614774
-4.123570383	-99.39843603
-4.113739966	-99.37614774
-4.118744873	-99.33157966
-4.091209429	-99.33157966
-4.196666467	-96.3674589
-4.174230415	-96.34517911
-4.153811777	-96.32289083
-4.248382768	-96.3674589
-4.184711383	-96.32289083
-4.701556782	-100.8916405
-4.708107307	-100.8916405
-4.770906289	-100.8916405
-4.728960711	-100.9362086
-4.708000052	-100.8693523
-5.353762887	-103.0534341
-5.254589834	-103.0311543
-5.325392388	-103.0534341
-5.27793372	-103.0311543
-5.274913986	-103.0311543
-5.354924815	-99.93331234
-5.396032783	-99.88874426
-5.340622255	-99.88874426
-5.386991456	-99.93331234
-5.39670568	-99.88874426
-5.415189262	-99.66587841
-5.359506767	-99.64359013
-5.381071372	-99.62130187
-5.315671461	-99.64359013
-5.433024209	-99.59901359
-5.635114021	-96.03316014
-5.617317379	-96.03316014
-5.666922101	-96.01088036
-5.686066451	-96.01088036
-5.645487734	-95.98859207
-5.631598233	-95.92172723
-5.690703307	-95.92172723
-5.645866318	-95.92172723
-5.68844904	-95.94401551
-5.650906018	-95.92172723
-5.595087538	-95.23084991
-5.602912672	-95.2531297
-5.637376587	-95.18627335
-5.624547504	-95.20856163
-5.7066913	-95.2531297
-5.705888165	-95.18627335
-5.652824475	-95.18627335
-5.699102382	-95.20856163
-5.664946825	-95.23084991
-5.697756589	-95.20856163
-5.755456497	-100.5127652
-5.853594031	-100.4904769
-5.831193731	-100.5127652
-5.855705929	-100.5127652
-5.805735392	-100.4904769
-6.173134907	-102.6745673
-6.226106665	-102.652279
-6.226612295	-102.652279
-6.285209823	-102.652279
-6.250856356	-102.6299907
-6.621626737	-104.1009069
-6.62793945	-104.1231952
-6.659819034	-104.0786187
-6.633357734	-104.0563304
-6.66515177	-104.0340506
-6.687497803	-101.0699298
-6.748623482	-101.0699298
-6.725549009	-101.0922181
-6.730953887	-101.0253617
-6.707315688	-101.0699298
-6.967250967	-103.3877329
-7.002337343	-103.3877329
-6.978826828	-103.3877329
-6.990087309	-103.3877329
-6.99183403	-103.3654531
-7.406463977	-105.6386795
-7.478398772	-105.6163913
-7.448007349	-105.6163913
-7.489113403	-105.5718232
-7.452410543	-105.5495349
-7.50003552	-102.7191353
-7.464735273	-102.6745673
-7.486061109	-102.6745673
-7.528313767	-102.6968555
-7.571131429	-102.6968555
-7.743840439	-104.6580715
-7.80052781	-104.6803598
-7.786081606	-104.6803598
-7.79719908	-104.613495
-7.749445781	-104.6357833
-7.795208481	-101.6493827
-7.852894982	-101.671671
