"Aboutaha, Engelhardt, Jirsa and Kreger, Test ORC1"	
6285	
-13.130391	-7.9505776
-12.9738286	-7.34413728
-12.9427356	-7.24307872
-12.9103623	-7.175736
-12.8639057	-7.09149088
-12.863357	-6.92304512
-12.8317153	-6.88937376
-12.7909286	-6.82198656
-12.7598356	-6.75459936
-12.7472155	-6.70407008
60.0778946	225.7655347
60.08435097	225.7318189
60.06412223	225.7318189
60.06851183	225.7318189
60.07090782	225.7318189
60.08029059	225.6981475
60.06560372	225.4791725
60.09550787	225.4959859
60.08237565	225.4286432
60.07802263	225.4286432
60.06798142	225.4623146
60.06514647	225.0075066
59.89954881	222.5482518
59.70942426	220.2405405
59.46839864	218.0507901
59.24888206	215.911569
59.00088795	213.8396906
58.73240904	210.9424413
58.27700633	207.3040662
57.71449738	202.1159635
57.07114663	197.0121059
56.53380472	192.0598806
55.9674	187.191856
55.4099208	182.4754192
54.79462691	177.3210323
54.02794669	170.3811293
53.27130768	163.7781178
52.31620388	156.5013232
51.31411307	148.5170742
50.4436371	140.9034326
49.54629312	133.643496
48.58636076	126.686735
47.70977593	120.0837235
46.88851835	113.6997315
45.98854061	107.7536451
45.15254129	101.9928624
44.43352481	96.5689712
43.67829413	91.43139776
43.03349847	86.5465152
42.3552504	81.81326496
41.65240228	77.50110688
40.99725448	73.29000736
39.74839499	65.20469984
38.30884396	57.3551808
37.02790381	49.97732768
35.95598178	43.91335149
34.84771752	38.75896906
33.91040989	34.48049123
33.18949125	30.99369958
32.466579	27.99539619
31.82015553	25.28344614
31.38187226	22.85785389
30.80231703	20.68492582
30.39166995	18.68044352
29.88081196	16.89493626
29.40662542	15.2441856
28.99493581	13.50921206
28.54651988	11.75739395
27.93378659	9.348641824
27.28023002	4.884878112
25.27745673	-2.84672
23.20957104	-10.8477824
21.04921111	-19.08472224
18.90099574	-27.1868432
16.59557782	-35.4574544
14.18129782	-43.7280656
12.16354502	-51.1226432
11.8350932	-51.2236128
11.08957451	-54.9634912
8.72162308	-63.1833952
6.39105641	-71.4202016
4.0876321	-79.4888736
1.62278025	-87.2372896
-0.6944713	-94.884736
-3.1078368	-102.1612192
-5.5310789	-109.2193056
-7.4142173	-116.0243008
-9.6980896	-122.3916128
-12.0788989	-128.7922848
-14.1762132	-134.9910176
-16.4641093	-140.937104
-18.4072389	-146.9338976
-20.373231	-152.8630816
-22.4118344	-158.8594304
-24.2905832	-164.856224
-25.9580825	-170.9539872
-27.7393456	-177.068208
-29.4031869	-182.997392
-30.8530352	-188.4719904
-32.4278042	-193.12104
-33.8928332	-197.9724736
-35.3214651	-202.5370112
-36.620238	-206.916512
-37.8998064	-211.2960128
-39.0610385	-215.1199584
-40.2595822	-218.6067456
-41.4747698	-221.7732768
-42.4957176	-225.0412224
-43.4886817	-228.2753632
-44.4287877	-231.2061504
-45.4678426	-233.7330592
-46.4319085	-236.1247488
-47.2551414	-238.1797248
-48.1061751	-240.049664
-49.0124446	-241.9191584
-49.8887185	-243.367872
-50.6446442	-244.8165856
-51.3014381	-245.3725856
-51.4044108	-243.603616
-51.4285536	-242.7447072
-51.4634875	-242.1215424
-51.4766563	-241.666512
-51.4812288	-241.2790912
-51.4691574	-241.077152
-51.4825091	-240.7737984
-51.502811	-240.4873472
-51.4965924	-240.3023104
-51.5088467	-240.0665664
-51.5732275	-236.7145536
-51.5525598	-236.6638464
-51.5553033	-236.6131392
-51.5679234	-236.5628768
-51.5532914	-236.5459744
-51.8640385	-239.729408
-52.6969651	-246.1976896
-53.7457137	-250.206672
-54.6741141	-251.0322208
-55.3801081	-251.79016
-56.1837707	-252.261648
-56.6849167	-251.6384832
-56.7452737	-250.0380928
-57.158079	-252.1944832
-57.9734472	-254.1146848
-58.6991944	-254.754752
-59.358366	-255.4455264
-60.0310722	-256.102496
-60.230799	-254.2494592
-60.2501864	-253.2050688
-60.2730489	-252.5142944
-60.2847545	-252.025904
-60.4577779	-243.4519392
-60.4665571	-243.4185792
-60.4687519	-243.3847744
-60.4570463	-243.4185792
-60.4601556	-243.367872
-60.4607043	-243.3847744
-60.4619846	-243.4016768
-59.8033617	-235.7204256
-59.1119997	-228.5280096
-58.4811776	-221.6385024
-57.9363185	-215.0692512
-56.8542821	-204.0528896
-55.8033387	-193.3229792
-54.875487	-183.1659712
-53.8464916	-173.4804512
-52.87639	-164.2664192
-51.9549398	-155.4402528
-51.1276831	-146.8324832
-50.1963563	-138.646384
-49.3961688	-130.780096
-48.5705582	-123.2505216
-47.7103795	-116.108368
-46.9004983	-109.2526656
-46.1796894	-102.430768
-44.9350549	-91.5491808
-43.7290123	-81.9481728
-42.6103959	-73.374208
-41.5453692	-65.743664
-40.6372707	-59.0058336
-39.758802	-53.0766496
-38.9633699	-47.7875328
-38.2131141	-43.13852768
-37.4668821	-39.02848672
-36.8664214	-35.4574544
-35.9548478	-30.33678336
-35.140577	-26.19302656
-34.5031705	-23.11051808
-34.0868901	-20.735464
-33.6600015	-18.88256064
-33.3671786	-17.433936
-33.0613698	-15.8842528
-32.8298184	-14.89043616
-32.6377734	-14.04825184
-32.4620065	-13.32393952
-32.2769117	-12.68382784
-32.1035225	-12.077432
-31.9566538	-11.47103616
-31.8427071	-10.89831168
-31.6802919	-10.25824448
-31.504525	-9.4328736
-31.2876056	-8.35481184
-30.8665698	-6.4008944
-30.0671139	-2.81300416
-28.7469417	2.543504288
-27.6864875	5.62603056
-27.5438255	5.54180768
-27.2802666	3.453102496
-27.2870339	3.486791648
-27.3067871	3.537325376
-27.295996	3.503636224
-27.2927038	3.486791648
-27.2890458	3.503636224
-26.1634792	9.14651136
-24.095246	16.10325008
-22.125413	22.50412224
-19.7389338	28.60179203
-17.6707006	34.41311293
-15.5183334	39.90439133
-13.3143884	45.36199392
-11.3794893	50.71849792
-9.1574372	56.04133056
-6.9196557	61.39783456
-4.92001	66.7880544
-2.6577199	72.17827424
-0.4438983	77.75375328
1.83113993	83.3292768
4.26433179	88.92161376
6.403329	94.51395072
8.67127071	99.83678336
10.95488695	105.0922288
13.16314839	110.1455571
15.35385143	115.0977824
17.67315146	119.8984643
19.78059842	124.5643718
22.11667038	129.1123629
24.27276874	133.6266381
26.45039443	138.0567126
28.7306636	142.4194
30.87763525	146.8831904
32.4137209	151.3637942
34.66395789	155.861256
36.68414326	160.4766342
38.79007215	165.3446589
40.80524606	170.3137421
42.9154731	175.3502125
44.78944821	180.6225158
46.81738854	185.9453485
48.7466909	191.3355683
50.10530868	196.7257437
51.60111975	202.1496794
53.62979168	207.4387962
55.36697588	212.5595117
57.20460876	217.4612077
58.97925088	222.0429146
60.79286899	226.4056019
62.47020831	230.481927
63.89968155	232.7727805
63.97854803	230.5156429
63.99711238	229.5554976
63.99478955	228.9491018
64.00772058	228.4774803
64.00609277	228.1405888
64.0363993	227.0962429
63.92642153	224.0810771
63.65465042	221.3691315
63.25920233	216.9895862
62.47686587	209.645449
61.62372882	202.2170666
60.5591045	193.8285389
59.55794648	185.6253149
58.53527942	177.1694
57.41562049	168.4271674
56.11256773	160.190272
55.05149167	152.3239395
54.07817103	144.912415
53.09976577	137.753537
51.77717929	128.505967
50.44683785	118.6182854
49.08251359	109.5896906
47.4107893	98.85978016
45.41710614	86.96765184
43.66631418	76.30512864
41.9799396	67.2428624
40.44606704	59.15755488
38.95718788	52.13340672
37.68202737	46.20417824
36.60147246	41.11718746
35.50879128	36.90608349
34.72327236	33.2676951
33.9208169	30.10094595
33.22797341	27.37215578
32.52170506	24.81180246
32.02829573	22.48727766
31.44034539	20.26381587
30.97506608	18.24248899
30.3575591	16.12009466
29.64088374	13.77872083
28.83733088	10.22455088
27.15384612	3.621548256
24.814043	-4.2616288
22.98773163	-11.06675744
20.46310806	-18.36040992
18.22336953	-25.75507648
15.80228565	-33.48667904
13.37944593	-41.3361536
11.15406505	-49.4212832
8.66046132	-57.4730528
6.48793854	-65.2552736
4.18455081	-72.93608
1.68721592	-80.3815872
-0.7127613	-87.5740032
-3.1241149	-94.3959008
-5.5852173	-101.0327616
-7.8603104	-107.2986592
-10.1807627	-113.34616
-12.7027708	-118.9888928
-14.9334192	-124.412784
-17.3083757	-129.6178336
-19.3932528	-134.5866944
-21.7122419	-139.353616
-23.9540472	-144.0364704
-26.0451429	-148.7024224
-28.1697093	-153.3345696
-30.275437	-158.0343264
-32.1669888	-162.801248
-34.1154225	-167.6691392
-35.9244864	-172.6549024
-37.7159919	-177.6913728
-39.3895269	-182.7785504
-41.0114841	-187.8826304
-42.6667291	-192.9021984
-44.1002993	-197.8376992
-45.4292507	-202.6215232
-46.8922678	-207.1860608
-48.1350733	-211.6331712
-49.3539189	-215.8778976
-50.6205014	-219.9371424
-51.7060129	-223.7272832
-52.8052419	-227.3488448
-53.9333691	-230.835632
-54.8738409	-234.035968
-55.7437133	-237.0174624
-56.700829	-239.7632128
-57.511076	-242.1718048
-58.3602807	-244.4963296
-58.6679185	-244.0920064
-59.1432756	-245.3725856
-59.1871716	-244.2103232
-59.2025352	-243.5533536
-59.2336282	-243.0814208
-59.2466141	-242.694
-59.2374691	-242.3572864
-59.2473457	-242.10464
-59.2555762	-241.902256
-59.2808164	-241.6834144
-59.2736833	-241.4983776
-59.2822796	-241.2959936
-59.318128	-241.1781216
-59.2866692	-241.0940544
-59.3047763	-240.9761824
-59.2890469	-240.874768
-59.3013012	-240.756896
-59.3098975	-240.6221216
-59.3115436	-240.4539872
-59.3100804	-240.3863776
-58.8680111	-233.1770592
-57.6124026	-220.1902336
-56.4765936	-208.2811584
-55.438819	-197.2478944
-54.4387218	-186.8885024
-53.3237634	-177.1020128
-52.3542105	-167.7198464
-51.41319	-158.8260704
-50.4044965	-150.2013984
-49.551268	-141.9476896
-48.7040752	-134.0814016
-47.8561508	-126.6194368
-46.9590263	-119.4603808
-46.1727392	-112.6553856
-45.4336403	-106.187104
-44.6912492	-100.022176
-43.908803	-94.244224
-43.1814097	-88.7869728
-42.5061429	-83.6326304
-41.8193534	-78.8488064
-41.1901774	-74.3678912
-40.5383218	-69.4159328
-39.4813427	-62.543328
-38.5255073	-56.41176
-37.3328164	-49.3879232
-36.1882282	-42.6331904
-34.9194509	-35.60908672
-33.878567	-30.21886688
-33.0955721	-26.07515456
-32.4673106	-22.89154304
-31.8096022	-20.12906816
-31.3035179	-18.07404768
-30.9702741	-16.52436448
-30.6975702	-15.26104352
-30.4521184	-14.19983968
-30.2110562	-13.22283648
-30.0462633	-12.41432352
-29.8231253	-11.58895264
-29.6433346	-10.6625232
-29.3812389	-9.70237792
-29.086587	-8.28742464
-28.5477636	-5.89555712
-27.4847488	-1.8697168
-25.8477938	3.183593728
-23.8324187	8.876998144
-21.8923984	14.73885277
-19.6432771	20.87021171
-17.5666305	26.79944464
-15.2988534	32.62760566
-13.1289278	38.25364067
-11.250179	43.76175475
-9.0359916	49.13509888
-6.8344243	54.52531872
-4.868798	59.9997392
-2.6664991	65.47420416
-0.5474197	71.0496832
1.67455924	76.65887808
4.02676298	82.43651872
6.19326835	88.1635856
8.41336342	93.80645184
10.67740936	99.39883328
12.9260917	104.704808
15.10020571	109.8760528
17.44258772	114.9293366
19.52998884	119.8142192
21.87134661	124.4632688
24.05883061	129.1965635
26.28540034	133.7276966
28.53708224	138.191487
30.71542124	142.5541744
32.71881639	146.967391
34.98114307	151.3974656
37.02870857	155.861256
38.53388412	160.4766342
40.5428943	165.310943
42.73036001	170.2463549
44.61854645	175.3839283
46.67747004	180.6730451
48.6718848	186.0127357
50.48890485	191.3692397
52.32101415	196.8605181
54.31111247	202.3181251
56.18086259	207.7420163
58.0811753	213.1490496
59.86307855	218.3202944
61.73304815	223.4072941
62.44447428	228.0900595
64.10584643	232.301159
65.79189179	236.1079798
67.52018705	239.375792
68.61967211	239.2747334
68.67684665	237.4218746
68.68237023	236.5122586
68.70669593	235.9226762
68.69325278	235.4173834
69.55072456	241.8350912
71.10332608	243.9911702
71.19794025	241.1275923
71.21348675	240.066433
71.22136974	239.4094634
71.22678358	238.9041706
71.24205573	238.4998918
71.23912933	238.1798582
71.23397155	237.893496
71.24640875	237.7081923
71.24799998	237.4892173
71.24163506	237.2533843
71.24734154	237.0512672
71.23947684	230.14508
71.21985167	230.0776928
71.23746494	230.0776928
71.23016723	230.0608349
71.22808217	230.0608349
71.23367891	230.0271635
71.21857137	229.9766342
71.14228378	228.207976
70.84666251	225.0243645
70.53203793	222.059728
70.26621107	219.1625232
69.98609972	216.4168618
69.6667929	213.7554454
69.38990059	211.1446029
69.0915724	208.5505293
68.79997493	205.9901715
68.52191206	203.4466717
68.20613521	201.0547597
67.92633479	198.6123629
67.6058757	196.186735
67.31217488	193.8622102
66.98154655	191.4871562
66.73128448	189.1458179
66.43478529	186.9223517
66.13932863	184.6988854
65.90318644	182.4417034
65.53564889	179.3760528
65.01718226	175.0975661
64.44454065	170.8190794
63.94665027	166.7090384
63.44980242	162.700056
62.68731061	156.7034848
61.92964736	150.7405405
61.11336466	144.9797578
60.33860026	139.4211366
59.56330545	134.0814461
58.82120699	128.9607306
58.10817134	123.9579315
57.44554293	119.2246813
56.73517762	114.5924896
55.96902781	109.825479
54.93699627	103.1719827
53.66701183	95.06981728
52.1775291	86.37811392
50.47734557	75.74926208
48.48805201	65.47420416
46.78068051	57.05200512
45.42058124	50.07843072
44.22190951	44.0481081
43.15750467	39.0116377
42.72039196	37.81568614
42.70998495	38.18625792
42.72567777	38.48945584
42.73303035	38.6579016
42.72339152	38.75896906
42.72006274	38.94425494
42.75322251	39.0116377
42.73317667	39.06216698
42.73540805	39.1127007
42.74327275	39.19692358
42.73776746	39.24745731
42.72152594	39.28114202
42.73811497	39.38220947
42.72992105	39.39905405
42.73292061	39.4327432
42.73434723	39.39905405
42.7570817	39.5001215
42.75300303	39.56749981
42.74563216	39.53381066
42.75883754	39.51696608
42.73290232	39.55065523
42.74497372	39.65172269
42.76121524	39.68541184
42.73043317	39.70225642
42.75446623	39.71909654
42.75002176	39.73594112
42.74338249	39.73594112
42.73822471	39.76963472
42.7477538	39.80332387
42.75055217	39.80332387
42.72542171	39.7864793
42.75682564	39.83700858
42.74753432	39.8875423
42.7387917	39.83700858
42.74067557	39.87069773
42.75468571	39.85385315
42.74707707	39.87069773
42.74279721	39.87069773
42.75858148	39.90439133
42.73363392	39.95492061
42.74535781	39.87069773
42.74036464	39.93807603
42.75408214	39.98860976
42.73657861	39.95492061
42.74927187	39.97176518
42.74671127	40.00545434
42.74971083	40.03914349
42.73654203	40.00545434
42.74217535	40.00545434
42.73213414	40.07283264
42.74603454	40.05598806
42.74105966	40.02229891
42.72189174	40.08967722
42.73946843	40.07283264
42.73343273	40.07283264
42.7371456	40.03914349
42.7413523	40.05598806
42.72741532	40.05598806
42.72865904	40.05598806
42.74334591	40.10652179
42.7223307	40.14021094
42.74645521	40.08967722
42.74394948	40.10652179
42.72456208	40.08967722
42.76030074	40.14021094
42.73959646	40.10652179
42.71417336	40.14021094
42.73228046	40.15705107
42.7495828	40.10652179
42.73017711	40.08967722
42.73383511	40.14021094
42.72977473	40.17389565
42.72057486	40.15705107
42.72501933	40.12336637
42.72896997	40.20758925
42.73125622	40.15705107
42.72684833	40.19074467
42.71865441	40.14021094
42.72335494	40.17389565
42.73317667	40.19074467
42.74654666	40.17389565
42.72189174	40.17389565
42.7285493	40.19074467
42.72236728	40.17389565
42.72313546	40.17389565
42.74005371	40.17389565
42.72624476	40.17389565
42.73118306	40.17389565
42.72776283	40.17389565
42.72533026	40.19074467
42.72447063	40.2412784
42.73890144	40.2412784
42.7258058	40.2412784
42.73231704	40.17389565
42.72714097	40.20758925
42.72951867	40.17389565
42.73065265	40.15705107
42.7301954	40.15705107
42.74543097	40.20758925
42.73365221	40.19074467
42.72044683	40.25811853
42.73648716	40.20758925
42.72198319	40.22443382
42.70652814	40.2412784
42.72161739	40.19074467
42.71605723	40.20758925
42.72587896	40.17389565
42.71624013	40.20758925
42.71838006	40.20758925
42.72611673	40.20758925
42.71902021	40.20758925
42.73059778	40.25811853
42.71168592	40.2749631
42.70786331	40.25811853
42.72055657	40.22443382
42.72849443	40.2412784
42.71664251	40.29180768
42.72915287	40.25811853
42.72677517	40.2749631
42.71241752	40.25811853
42.72547658	40.2412784
42.73859051	40.2749631
42.71896534	40.22443382
42.72988447	40.25811853
42.71461232	40.22443382
42.72278795	40.25811853
42.7250742	40.2749631
42.70932651	40.25811853
42.72512907	40.2749631
42.72297085	40.32549683
42.70938138	40.2749631
42.72600699	40.2749631
42.69815132	40.29180768
42.7316586	40.2412784
42.69833422	40.25811853
42.71726437	40.2749631
42.70563193	40.29180768
42.71016785	40.2412784
42.71146644	40.2749631
42.71580117	40.34234586
42.71095432	40.2749631
42.25052186	36.63657472
41.56698798	32.44231978
40.70958936	29.07343571
39.91176127	26.27726723
39.25855221	23.8348304
38.73055649	21.64505776
38.23475117	19.74163846
37.84147959	18.07404323
37.46971705	16.42329258
37.00405365	15.14311814
36.63922302	13.86294371
36.26585096	12.78489974
36.07210499	11.74054938
35.82692754	10.74672829
35.55830231	9.820285504
35.30917422	8.961221024
35.0723553	7.967399936
34.96890706	6.889360416
34.56660022	5.32283264
33.80955883	2.57719344
32.40565501	-2.22346624
30.50331211	-8.16955264
28.1168512	-14.469344
25.64214104	-21.15655616
23.24770569	-28.0964592
20.77581219	-35.32272448
18.48197184	-42.7005776
16.11215483	-50.1796672
13.9907526	-57.641632
11.66194177	-64.95192
9.1773733	-72.1950432
6.65053664	-79.2531296
4.30378332	-86.02432
1.88366881	-92.5766688
-0.5949737	-98.8932736
-2.9766975	-104.8900672
-5.4478594	-110.5835072
-7.7646537	-116.0745632
-10.1127239	-121.3472224
-12.6294279	-126.2822784
-14.842335	-131.0661024
-17.2357644	-135.56392
-19.3541122	-139.9434208
-21.6416425	-144.1712448
-23.8488797	-148.2642944
-25.9723487	-152.323984
-28.0859411	-156.3329664
-30.2280659	-160.308144
-32.1499791	-164.300224
-34.1370047	-168.410176
-36.0097178	-172.60464
-37.8050642	-176.832464
-39.5579778	-181.1617024
-41.227489	-185.5745632
-42.9511386	-190.0047712
-44.4553082	-194.4349792
-45.8894271	-198.81448
-47.4636474	-203.0592064
-48.772114	-207.2870304
-50.1720306	-211.3805248
-51.4580005	-215.3726048
-52.6892833	-219.1458432
-53.8945943	-222.7838624
-55.0234531	-226.1527776
-56.0268425	-229.370016
-57.0340728	-232.3684128
-58.0334384	-235.181328
-58.9492187	-237.792304
-59.8745098	-240.2013408
-60.7458454	-242.4413536
-61.5363392	-244.513232
-61.9162225	-243.3340672
-61.9421943	-242.340384
-62.8660222	-247.5285312
-63.1019632	-246.0629152
-63.1229967	-245.0523296
-63.149883	-244.4629696
-63.877825	-249.7520864
-64.7235546	-251.8911296
-65.5444098	-253.1543616
-66.1871204	-254.3335264
-66.8292823	-255.461984
-67.4911974	-256.5063744
-68.0541636	-257.365728
-68.6456622	-258.1405696
-69.0582846	-257.2981184
-69.0824274	-255.9508192
-69.1080334	-255.2431424
-69.1276037	-254.7209472
-69.1299814	-254.2325568
-69.1669272	-253.963008
-69.1705852	-253.609392
-69.1676588	-253.407008
-69.198386	-253.1374592
-69.1714997	-252.9017152
-69.0619426	-249.4487328
-68.7235776	-245.6421344
-68.3652765	-242.0708352
-68.0901949	-238.5168832
-67.7355518	-235.1141632
-67.3874931	-231.86312
-67.0601021	-228.5951744
-66.7574026	-225.3948384
-66.0583588	-217.62952
-64.8395132	-205.9059264
-63.6848655	-194.030656
-62.4691292	-182.8123552
-61.2956428	-172.2341216
-60.1885491	-162.2283456
-59.0617022	-152.6945024
-58.0418518	-143.5983424
-56.3068624	-127.8995712
-54.4615843	-113.6490688
-52.8877298	-101.049664
-51.2547986	-89.8647232
-49.8927423	-79.9265568
-48.4489297	-71.1675552
-47.283308	-63.452944
-45.8993037	-54.2727168
-44.075242	-44.3681328
-42.630332	-36.70396192
-41.5084234	-30.90946336
-40.5756334	-26.52991808
-39.8268408	-23.09366016
-39.2935044	-20.43224384
-38.7137114	-18.24249344
-38.2904808	-16.7264816
-37.9797337	-15.34524416
-37.7189183	-14.25036896
-37.4324969	-13.2396944
-37.2126511	-12.31326496
-36.9547621	-11.47103616
-36.7276003	-10.40983232
-36.417219	-9.06226624
-35.8504119	-6.95671648
-34.9278643	-3.28467008
-33.4149155	1.49915392
-31.3607656	6.687229952
-29.2261397	12.14481475
-26.9290986	17.60239955
-24.6187058	23.14420723
-22.615585	28.65233021
-20.270807	34.12675958
-18.1817232	39.44959222
-16.0015552	44.65449504
-13.7875507	49.84259776
-11.8093043	55.030656
-9.5645726	60.15137152
-7.2969784	65.44048832
-5.2684345	70.62859104
-2.9591391	75.91770784
-0.6577084	81.30792768
1.60240519	86.66443168
4.00146791	91.95359296
6.17741092	97.10797984
8.4653436	102.0096758
10.76039109	106.8945584
12.97637091	111.543608
15.20809842	116.0410698
17.51968007	120.3532723
19.6844296	124.5643718
22.08091343	128.6070256
24.17570371	132.5822922
26.43817671	136.3554416
28.76210411	140.263321
30.7540863	143.9690832
32.85332105	147.658032
35.12753623	151.2122064
37.19443426	154.8842973
39.46153463	158.5563437
41.48054944	162.2115766
43.67604446	166.001584
45.08938592	169.9768506
47.20581327	173.985833
49.35651608	178.2137904
51.32066089	182.643865
53.3522958	187.1076109
55.32898755	191.8072342
57.29037057	196.5573424
58.81213515	201.3579798
60.76643994	206.1586173
62.699949	211.0098285
64.49681347	215.7431232
66.34084785	220.3753149
68.16004441	224.8390608
69.91610389	229.1175475
71.57970742	233.109672
73.23850068	236.9165373
73.95936445	235.9732499
73.99318266	234.6256838
74.01684992	233.8508422
74.02729351	233.2107306
73.84936839	229.5554976
73.73061142	228.0732016
73.55135113	225.9507939
73.32362234	223.6768429
73.09516195	221.3859894
72.57236059	216.703224
71.91655435	210.6392656
71.0881088	204.0025382
70.35122299	197.6185462
69.45422652	190.1901194
68.38762688	182.2901155
67.40494176	174.8280618
66.48804577	167.6355123
65.52802196	160.6956093
64.67568967	154.1094557
63.76281748	147.7590906
62.93300018	141.7119456
62.1064385	135.816433
61.24529043	130.2240515
60.38668467	124.8170182
59.37169941	117.9276445
58.2284098	110.8866829
57.12499239	104.2163286
56.04432774	98.01755136
55.13339429	92.13889664
54.1248654	86.66443168
52.96105441	80.60047328
51.70897588	73.42473728
50.46190881	67.0407008
49.21749379	61.296776
48.16022205	56.17610496
47.06719336	51.56072672
46.18978548	47.40015648
45.17341018	42.5658032
43.89660357	37.66408496
42.92575208	33.53720387
41.98774943	30.05041222
41.01378864	27.06895341
40.22195967	24.44122624
39.50574156	22.08301229
38.91301753	19.96061795
38.37781555	18.0235095
37.93314907	16.25484682
37.43291757	14.73885277
36.97400318	13.22285427
36.55188827	11.75739395
36.16660942	10.40984122
35.76860073	8.876998144
35.62634111	7.276781216
34.9360948	4.85118896
33.56754555	0.134756608
31.42134208	-5.811312
29.04711718	-11.47103616
26.57151081	-17.73715616
24.06702453	-24.4748976
21.55339325	-31.54957504
19.15314168	-38.91057024
16.73050315	-46.3895264
14.45039859	-53.9021984
12.13354942	-61.431328
9.571157	-68.8092256
7.10720136	-75.9682816
4.65624991	-82.8911488
2.13250426	-89.6120768
-0.2809344	-96.030096
-2.807515	-102.077152
-5.0270065	-107.9222688
-7.3293517	-113.4809344
-9.7235127	-118.837216
-12.347579	-123.8229792
-14.6782737	-128.6068032
-17.1044422	-133.2393952
-19.2824154	-137.5850912
-21.6273763	-141.7795552
-23.9624606	-145.8218976
-26.1612844	-149.6961056
-28.36779	-153.6041184
-30.5219862	-157.4107168
-32.6048514	-161.1336928
-34.6977761	-164.9233888
-36.7799097	-168.7135296
-38.745536	-172.5708352
-40.6153227	-176.4450432
-42.5972271	-180.5718976
-44.3175845	-184.6484896
-45.9870957	-188.7922464
-47.8197537	-192.9862656
-49.4234209	-197.1300224
-51.0336725	-201.2906816
-52.5127848	-205.4513408
-53.9981157	-209.5612928
-55.4161394	-213.5533728
-56.6095619	-217.4613856
-57.8832775	-221.2177216
-59.1398005	-224.8223808
-60.2887783	-228.1574912
-61.4293427	-231.27376
-62.4129789	-234.2721568
-63.3589377	-237.1353344
-64.243625	-239.7632128
-65.123374	-242.3065792
-65.9764196	-244.631104
-66.7294189	-246.8208544
-67.5546637	-248.7245984
-68.2498666	-250.4762208
-69.0116451	-251.9751968
-69.743428	-253.4577152
-69.9378507	-252.0428064
-70.0051579	-251.0322208
-70.0183267	-250.4593184
-70.0276546	-249.9878304
-70.0309468	-249.6004096
-70.0205215	-249.2801536
-70.041555	-249.0106048
-70.0549067	-248.7748608
-70.0457617	-248.5560192
-70.0560041	-248.3705376
-70.0664294	-248.1685984
-70.0609424	-248.0507264
-70.0503342	-247.8821472
-70.0876458	-247.8149824
-70.0706361	-247.680208
-70.0664294	-247.5285312
-70.0808785	-247.4275616
-70.0713677	-247.3261472
-70.0933157	-247.2082752
-70.0660636	-247.1411104
-70.0719164	-247.0904032
-70.0918525	-247.006336
-70.0971566	-246.8377568
-70.0828904	-246.8043968
-70.0779521	-246.7367872
-70.0967908	-246.68608
-70.0911209	-246.5851104
-70.1057529	-246.5179456
-70.1141663	-246.4672384
-70.0885603	-246.3831712
-70.0816101	-246.3155616
-70.0938644	-246.2652992
-70.0978882	-246.2652992
-70.0889261	-246.1638848
-70.0940473	-246.0798176
-70.1086793	-246.0460128
-70.0944131	-245.9957504
-70.0713677	-245.978848
-70.098254	-245.8778784
-70.1017291	-245.8778784
-70.0953276	-245.7600064
-70.0958763	-245.7262016
-70.1039239	-245.6923968
-70.0991685	-245.6083296
-70.0999001	-245.5745248
-70.1132518	-245.5576224
-70.0995343	-245.50736
-70.1158124	-244.95136
-69.8078088	-240.639024
-69.0156689	-232.6041568
-67.7920679	-220.4259776
-66.6683303	-209.2579392
-65.5936099	-198.8651872
-64.571016	-189.0279904
-63.6299955	-179.6120192
-62.5516171	-170.6844384
-61.5795036	-162.1780832
-60.6357396	-154.058704
-59.7097169	-146.192416
-58.8186281	-138.679744
-57.9469267	-131.5211328
-57.1260715	-124.6147232
-56.3160074	-118.0961792
-55.3863267	-111.7964768
-54.5965645	-105.8165856
-53.8218001	-100.1231456
-53.1392173	-94.6992544
-52.3518328	-89.6458816
-51.5783487	-84.8282528
-50.9001555	-80.2637152
-50.2878063	-75.9344768
-49.6569842	-71.9254944
-48.916605	-68.118896
-47.875904	-61.6675168
-46.6844934	-54.0538752
-45.5753878	-47.5517888
-44.7333162	-43.64386496
-44.4271416	-42.27944096
-44.1432808	-40.8813456
-43.8875866	-39.51696608
-43.6642657	-38.21992928
-43.3152925	-36.95660832
-43.1270884	-35.659616
-42.7102593	-33.43614976
-42.1953958	-30.7410176
-41.2477909	-26.2267424
-40.5332006	-22.72309728
-39.9139012	-20.12906816
-39.4860981	-18.15824832
-36.1072035	-7.71474464
-36.1108615	-7.66421536
-36.1176288	-7.6810288
-36.1055574	-7.73160256
-36.1006191	-7.71474464
-36.0954979	-7.6810288
-36.0976927	-7.66421536
-36.0918399	-7.59682816
-36.0912912	-7.61368608
-36.0684287	-7.4957696
-36.0552599	-7.39471104
-36.0548941	-7.293608
-35.989233	-7.05781952
-35.963627	-6.7883152
-35.9323511	-6.5861536
-35.8990633	-6.38403648
-35.8167583	-5.9460864
-35.7009826	-5.40703328
-35.5036335	-4.59852032
-35.1958128	-3.28467008
-34.6277254	-1.11173312
-33.4352174	2.257150944
-31.7415634	6.31664928
-29.8580592	10.9825479
-27.6797202	15.98533805
-25.4744949	21.22394781
-23.4318677	26.51308685
-21.1995732	31.90329779
-19.0867124	37.29350429
-16.7962557	42.54895862
-14.6477294	47.72019008
-12.6480837	52.94196416
-10.4062784	58.18055168
-8.0693651	63.41918368
-6.0296643	68.7251584
-3.6832402	74.04799104
-1.4633829	79.48874016
