"Pujol 2002, No. 10-1-2.25S"	
32189	
2.768677595	62.52163967
2.926838809	67.38011582
2.906920918	67.35782754
2.919375588	67.40239986
2.841161538	67.49154876
2.956002856	67.40239986
2.985011698	69.58648594
3.005913189	69.45276898
2.973702219	69.49734131
3.04740193	69.56420191
2.992165789	69.60877423
3.134705334	71.63685082
3.114184828	71.70371566
3.102317125	71.68142738
3.070496082	71.70371566
3.133759099	71.72599547
3.184237557	69.89850067
3.116131909	69.9207847
3.179562265	69.83164007
3.157730506	69.83164007
3.128968522	69.78706776
3.340893034	73.70950822
3.382361975	73.66493166
3.406756202	73.70950822
3.288717228	73.68721994
3.404536397	73.66493166
3.47218697	76.00502297
3.522070798	76.1164559
3.550776896	76.07187934
3.438816439	76.09416762
3.530006338	76.04959953
3.624165878	77.63194021
3.647355835	77.63194021
3.672282101	77.60966042
3.661831994	77.67651677
3.622668444	77.63194021
3.847369212	80.35090686
3.846623848	80.37319512
3.822336602	80.35090686
3.893206549	80.3063303
3.869308592	80.26176221
3.829855391	78.12224846
3.961838486	78.14453674
3.913086757	78.09996018
3.879008225	78.14453674
3.942888866	78.0776719
4.01687216	76.36161001
3.880389735	76.38389829
3.998558685	76.36161001
3.982429888	76.36161001
3.895008005	76.38389829
4.092126149	80.97492781
4.072537509	80.952648
4.120086564	80.952648
4.072974061	80.97492781
4.09203258	80.952648
4.309195717	83.93904857
4.303409086	83.96133685
4.2390491	83.91676029
4.35405169	83.93904857
4.301025454	83.91676029
4.531585665	87.08145861
4.475806627	87.08145861
4.447057736	87.03688205
4.563006242	87.08145861
4.473931082	87.03688205
4.675480534	89.15410752
4.608190827	89.13181924
4.653542751	89.13181924
4.686982262	89.13181924
4.577350829	89.10953095
4.603858837	87.86148903
4.705733885	87.83920077
4.660640955	87.86148903
4.642233272	87.83920077
4.735605932	87.90605712
4.72069865	85.81111994
4.670740415	85.83340822
4.784068969	85.85569648
4.716601064	85.83340822
