"Atalay and Penzien, 1975, Spec. 3"	
-15.546	-47.62
-16.147	-48.666
-17.601	-51.281
-18.203	-52.197
-18.805	-52.98
-19.557	-54.03
-20.109	-55.075
-19.457	-50.498
-18.153	-45.396
-17.15	-41.47
-15.846	-36.891
-14.292	-31.266
-12.938	-26.818
-11.684	-22.763
-10.531	-19.23
-9.4778	-16.222
-8.525	-13.344
-7.522	-10.335
-6.5692	-7.7186
-5.4158	-4.1862
-4.112	-0.13082
-2.5575	4.0554
-0.60175	8.7648
0.35103	10.989
1.2035	12.82
2.5575	15.698
3.5603	17.792
5.5161	21.324
7.0706	24.202
8.7757	28.257
9.5781	30.22
10.982	33.621
13.038	38.33
14.141	40.947
14.844	42.517
15.445	43.956
15.846	45
16.699	46.966
17.451	48.666
17.702	49.319
18.253	50.627
18.905	51.414
19.457	52.068
19.858	52.722
20.31	52.98
19.457	49.844
18.454	46.313
16.498	39.639
15.044	34.144
13.74	30.612
12.787	28.126
11.133	24.856
9.4277	20.146
8.3243	17.137
6.4689	12.559
4.7137	8.2417
2.6579	2.7472
1.7551	0.52326
0.15044	-3.5322
-1.4543	-7.7186
-2.2065	-9.8114
-3.4602	-13.082
-4.463	-16.091
-5.4158	-18.969
-6.5192	-22.501
-9.1267	-29.827
-9.6784	-30.874
-9.7787	-31.266
-10.18	-32.312
-11.032	-34.667
-12.236	-38.461
-13.088	-40.685
-13.941	-42.517
-15.094	-45
-16.398	-48.141
-17.702	-50.365
-18.454	-51.806
-19.307	-53.114
-20.159	-54.421
-19.156	-49.582
-18.404	-46.313
-17.752	-43.694
-16.95	-40.685
-15.947	-37.153
-14.693	-32.443
-13.389	-28.519
-12.436	-25.248
-11.484	-22.24
-10.531	-19.23
-9.5781	-16.222
-8.525	-12.951
-7.6223	-9.9422
-6.6695	-7.1951
-5.5161	-3.663
-4.463	-0.39246
-3.3096	2.6164
-2.6579	4.3171
-1.9557	6.2792
-0.70206	9.1575
0.20059	11.382
2.056	14.783
3.41	17.137
6.1681	21.847
7.2212	24.071
8.0736	26.033
8.9261	28.126
9.8288	30.481
10.732	32.836
11.634	34.929
12.487	37.284
13.59	39.77
14.743	42.647
15.897	45.525
16.899	47.749
17.702	49.448
18.253	50.627
19.056	52.068
19.959	53.114
20.209	53.114
19.457	50.498
18.755	48.274
17.902	45.263
17	42.255
16.248	39.508
15.195	35.714
14.141	32.051
12.487	27.603
11.133	24.464
9.7285	20.931
7.8229	16.091
6.2182	12.297
4.9144	9.0268
2.7582	3.663
1.9056	1.5698
0.95278	-0.39246
0	-2.878
-0.95278	-5.4946
-2.1062	-8.634
-5.0648	-17.792
-6.0175	-20.931
-6.9202	-23.548
-8.8257	-28.257
-9.3274	-29.435
-10.079	-31.266
-11.183	-33.883
-12.186	-36.63
-13.941	-40.685
-14.994	-43.302
-16.498	-46.966
-17.952	-49.711
-18.755	-51.152
-19.557	-52.46
-19.959	-53.243
-17.652	-43.825
-17.15	-41.862
-15.846	-37.153
-14.793	-33.098
-13.74	-29.696
-12.286	-25.117
-10.481	-19.623
-9.1768	-15.568
-8.0236	-12.035
-4.764	-1.439
-3.41	1.9623
-2.3569	4.5788
-0.60175	8.634
0.15044	10.596
2.5575	16.091
3.9616	18.838
6.1178	23.155
7.5722	26.164
8.7257	28.911
9.9792	31.528
11.032	34.013
11.885	35.845
13.088	38.461
13.991	40.685
15.596	44.348
16.699	46.833
17.451	48.274
18.354	49.973
19.156	51.543
19.959	53.114
20.56	54.159
21.563	55.6
22.165	56.383
22.466	56.774
23.97	57.17
24.722	57.299
25.474	57.428
26.228	57.428
27.33	57.299
28.633	57.299
29.586	57.17
30.589	57.17
31.293	57.17
29.987	53.896
29.487	52.46
28.984	50.627
28.133	47.358
27.181	44.086
26.426	41.601
25.474	37.676
24.371	34.667
23.519	32.312
22.516	29.042
21.312	25.902
20.059	22.501
18.153	17.922
16.699	14.521
15.495	11.774
14.141	8.7648
12.938	6.1485
11.684	4.0554
10.13	1.5698
8.8257	-0.26164
7.3716	-2.4856
5.7168	-4.3171
2.9586	-7.9802
1.6047	-10.073
0.55161	-11.512
-0.8525	-14.129
-2.7079	-17.661
-3.8613	-19.361
-4.8644	-21.454
-6.2685	-24.464
-7.3215	-26.818
-8.3746	-29.173
-9.3274	-31.135
-10.581	-33.883
-11.484	-35.975
-12.687	-39.246
-14.091	-42.778
-15.245	-45.263
-16.699	-48.403
-17.752	-50.365
-18.855	-52.326
-19.858	-53.767
-21.212	-54.684
-22.165	-55.204
-22.666	-55.338
-24.672	-55.991
-25.776	-56.12
-27.229	-56.383
-27.932	-56.383
-28.936	-56.383
-29.688	-56.254
-30.137	-56.254
-29.136	-52.068
-28.633	-49.844
-28.082	-47.878
-27.531	-45.788
-26.929	-43.563
-26.027	-40.554
-25.575	-37.676
-24.923	-34.929
-24.522	-33.359
-23.569	-30.612
-22.666	-26.818
-21.814	-23.548
-20.41	-20.016
-18.755	-15.96
-17.351	-12.035
-15.796	-7.7186
-14.492	-4.3171
-12.737	-0.26164
-9.3274	5.2326
-7.9233	7.4566
-4.6134	11.512
-3.761	12.559
-2.2065	14.39
-0.7522	16.091
0.20059	17.399
2.3569	19.885
4.062	21.585
5.4158	23.155
7.1209	24.987
9.2271	27.08
10.882	29.173
12.436	31.397
13.79	33.621
15.546	37.153
17.2	40.031
17.752	41.078
19.608	44.086
21.162	46.704
22.767	48.795
24.572	51.152
25.875	52.851
27.181	54.159
28.382	55.204
29.837	55.991
30.389	55.991
30.589	55.204
30.891	52.98
31.041	51.152
29.987	46.833
28.735	43.563
27.181	39.9
25.474	36.368
23.97	33.49
22.666	30.743
21.212	27.341
20.009	24.333
18.655	21.062
17.401	18.184
16.248	15.568
14.944	12.69
12.587	8.1109
11.083	5.4946
9.6784	3.0088
8.174	0.52326
6.7196	-1.0466
5.4158	-2.7472
4.3127	-4.1862
2.9586	-6.1485
2.0059	-7.5874
0.55161	-9.6806
-0.80236	-11.774
-1.9056	-13.344
-3.3599	-15.96
-5.5161	-18.969
-7.5722	-22.893
-9.0264	-25.51
-10.431	-27.734
-13.54	-33.883
-14.593	-36.107
-15.897	-38.854
-17.351	-41.732
-18.354	-43.563
-19.758	-45.917
-21.112	-48.141
-22.616	-50.236
-25.374	-53.505
-25.926	-54.292
-26.678	-55.075
-27.63	-55.991
-28.232	-56.516
-28.936	-56.908
-29.688	-57.037
-30.338	-57.17
-30.991	-56.774
-31.191	-55.338
-31.14	-52.851
-30.439	-48.274
-28.984	-43.825
-28.484	-42.255
-27.63	-40.293
-26.929	-38.33
-26.027	-36.237
-25.073	-33.49
-24.071	-30.743
-23.068	-27.865
-22.065	-25.117
-21.112	-22.501
-19.808	-18.577
-18.303	-14.259
-17.1	-10.596
-15.796	-7.1951
-14.492	-4.0554
-12.286	0.26164
-11.083	2.878
-9.2271	5.8869
-7.522	8.1109
-6.0678	9.8114
-3.6106	13.213
-2.6579	14.259
-1.5044	15.568
-0.20059	17.006
0.8525	18.053
3.8113	21.062
5.3658	21.978
6.7699	23.024
8.525	24.725
10.681	26.688
12.386	29.565
14.292	32.574
16.248	36.499
17.501	39.377
18.805	41.47
21.112	45.654
22.416	47.487
23.318	48.928
24.472	50.236
25.626	52.068
26.528	53.243
27.33	53.896
28.633	55.075
29.385	55.338
30.089	55.729
30.589	55.729
31.191	54.55
31.242	52.722
31.242	51.672
30.739	49.319
30.239	47.487
29.738	45.788
28.936	43.956
27.229	40.293
25.474	36.63
24.171	34.013
22.065	29.565
20.259	24.594
19.056	21.716
16.448	15.96
14.392	11.382
12.988	8.7648
11.534	6.1485
9.3774	2.7472
8.224	1.0466
6.8199	-0.78494
5.2654	-3.0088
3.41	-4.9711
2.2065	-6.8028
0.45133	-9.6806
-1.6047	-13.082
-2.7079	-15.175
-3.9113	-17.399
-5.0648	-19.23
-6.0175	-20.931
-7.3716	-22.632
-8.4247	-24.202
-9.7285	-26.818
-10.18	-27.734
-14.543	-35.06
-15.947	-37.676
-17.15	-39.77
-17.952	-40.947
-18.454	-41.732
-19.557	-43.432
-21.513	-46.833
-22.416	-48.274
-23.318	-49.448
-23.92	-50.365
-24.722	-51.672
-25.374	-52.589
-26.027	-53.505
-26.929	-53.896
-28.133	-55.338
-29.035	-55.991
-29.837	-55.991
-30.49	-55.862
-30.691	-55.467
-30.739	-55.075
-30.691	-51.281
-30.338	-48.795
-29.688	-46.05
-29.136	-43.825
-28.433	-41.601
-26.929	-37.022
-25.977	-34.406
-24.823	-31.528
-23.268	-27.341
-21.914	-23.678
-21.363	-22.37
-20.059	-18.446
-18.705	-15.306
-17.25	-10.727
-14.442	-4.1862
-12.687	-0.13082
-10.581	3.663
-6.6195	8.896
-4.5634	11.12
-2.8583	13.474
-1.354	15.306
0	16.876
1.6047	18.838
3.1092	20.539
5.7168	22.501
7.5722	23.94
9.4277	25.772
10.932	27.865
12.436	29.958
14.793	33.883
16.498	36.76
17.902	39.508
21.513	45.525
22.616	46.704
24.171	49.711
25.174	51.414
26.929	53.243
28.133	54.421
29.337	55.338
30.79	54.946
30.991	51.806
30.739	49.711
29.637	46.313
28.684	43.825
27.582	41.078
26.228	37.938
25.073	35.583
23.669	31.789
22.616	29.042
21.463	26.164
20.259	23.286
19.006	20.277
17.702	17.268
16.749	14.914
15.646	12.297
13.64	8.5032
12.436	6.2792
10.681	2.878
8.6253	-0.39246
6.9705	-2.3548
5.0648	-4.7095
3.41	-7.0643
1.6047	-10.073
-0.15044	-12.951
-2.7582	-17.137
-4.1623	-19.492
-9.7285	-26.949
-10.732	-28.388
-12.286	-31.004
-13.339	-32.705
-14.894	-35.452
-16.097	-37.807
-17.05	-39.508
-18.354	-41.601
-20.861	-45.654
-24.622	-50.756
-25.474	-51.806
-26.076	-52.46
-27.48	-53.767
-27.932	-54.159
-28.936	-54.813
-29.688	-55.075
-30.389	-55.204
-30.64	-55.204
-30.94	-54.421
-31.041	-52.326
-30.49	-49.057
-29.888	-46.442
-29.185	-44.217
-27.831	-40.031
-26.378	-36.237
-25.324	-33.359
-24.321	-30.612
-23.318	-27.865
-22.115	-24.464
-20.661	-20.408
-18.956	-15.829
-16.95	-10.073
-14.844	-4.8403
-13.54	-2.3548
-11.935	0.91575
-10.581	3.663
-9.2271	5.4946
-6.8702	8.3725
-4.112	11.643
-2.056	14.521
-0.40117	16.876
0.80236	18.315
2.8583	20.277
4.413	21.585
6.0175	23.024
9.6281	25.902
11.383	28.126
12.888	30.35
14.492	32.967
15.646	35.452
16.799	37.807
18.053	40.031
18.956	41.601
20.36	43.956
21.363	45.654
23.469	47.62
24.271	48.274
25.073	48.928
25.674	49.319
26.627	50.236
27.582	50.756
28.633	51.543
29.385	51.935
30.389	52.46
32.896	53.376
34.3	54.159
35.403	54.684
36.358	55.075
37.409	55.338
38.412	55.6
39.616	55.729
40.719	56.12
41.021	56.12
41.722	53.896
42.024	51.414
41.471	47.358
40.82	45.134
39.766	41.994
38.463	38.723
36.807	35.191
35.052	32.182
33.599	29.565
31.892	26.164
30.239	23.024
27.181	18.053
25.725	15.829
23.87	12.297
22.616	10.204
21.112	7.8494
19.658	5.7562
17.952	3.5322
16.398	1.439
15.395	0.26164
12.988	-2.224
11.233	-3.9246
9.2271	-5.8869
6.4188	-7.9802
5.2654	-8.896
4.062	-9.9422
1.1032	-11.251
-0.25073	-12.428
-9.1768	-24.856
-12.587	-31.135
-14.693	-34.667
-16.699	-38.723
-18.354	-41.601
-20.009	-43.956
-22.115	-45.788
-23.97	-47.878
-25.827	-49.973
-28.082	-51.806
-29.936	-53.376
-31.844	-55.075
-33.899	-55.991
-36.507	-56.908
-38.212	-57.299
-39.515	-57.428
-41.021	-57.691
-41.623	-57.953
-41.021	-55.204
-40.218	-51.672
-38.763	-46.704
-38.113	-44.086
-37.511	-41.601
-36.759	-38.592
-36.106	-35.975
-35.555	-33.49
-34.803	-31.004
-34	-28.911
-32.946	-26.164
-31.994	-23.548
-31.191	-21.062
-29.987	-17.792
-28.633	-14.783
-26.627	-10.073
-22.115	-0.91575
-20.861	0.78494
-19.858	2.3548
-18.705	4.0554
-16.849	6.672
-15.094	8.7648
-13.64	9.8114
-12.286	10.727
-10.782	12.035
-8.876	13.606
-7.6223	14.39
-5.9675	15.437
-4.463	16.745
-2.1062	18.838
-0.30089	19.754
3.2596	21.585
4.764	22.501
6.1178	23.809
7.5722	24.987
8.7757	26.426
10.732	28.519
12.236	29.827
13.991	31.528
15.596	33.752
16.799	34.929
19.658	38.592
22.716	41.862
23.77	43.432
25.425	45.396
26.678	46.966
28.082	48.403
29.688	50.102
31.542	51.672
33.048	52.722
34.402	53.638
35.756	54.159
36.858	54.03
38.362	53.505
39.817	53.505
40.869	53.505
41.671	53.505
41.773	53.505
40.419	48.403
39.215	45
38.113	42.255
37.31	40.031
36.507	37.938
35.603	35.845
34.45	33.098
32.896	29.042
31.392	25.902
29.787	22.632
28.232	19.361
25.926	14.783
23.72	10.596
21.062	6.9335
17.351	1.9623
15.997	0.52326
13.991	-1.3082
11.634	-3.663
9.2771	-5.6254
7.2212	-7.0643
3.41	-9.9422
1.705	-11.512
0.050147	-13.213
-0.90264	-14.259
-3.9616	-17.661
-5.6164	-19.492
-7.4719	-22.24
-9.3274	-24.987
-11.183	-27.734
-13.389	-30.35
-16.699	-34.536
-18.504	-37.546
-20.159	-40.162
-22.315	-43.04
-24.321	-45.263
-26.076	-47.224
-27.882	-49.057
-30.739	-51.281
-32.997	-52.851
-35.103	-54.292
-36.858	-55.338
-38.463	-56.12
-39.868	-56.383
-40.919	-55.729
-41.171	-54.946
-41.321	-54.03
-41.372	-52.326
-41.422	-49.844
-41.27	-48.141
-40.569	-44.871
-39.266	-40.162
-38.011	-36.237
-36.759	-32.443
-35.202	-28.65
-32.946	-23.286
-31.191	-19.492
-29.888	-16.614
-27.783	-12.035
-25.626	-7.4566
-24.02	-4.0554
-21.964	-0.65412
-19.758	2.7472
-17.852	5.6254
-15.245	8.634
-11.684	12.166
-9.6281	13.736
-7.0706	15.306
-4.5634	17.53
-2.0059	19.885
0.50147	21.193
2.7079	23.024
8.9261	27.472
11.484	29.565
14.994	33.098
16.799	35.191
19.457	37.807
20.911	39.9
21.463	40.947
24.522	44.217
27.229	46.179
28.936	47.749
30.289	48.928
31.793	50.365
33.147	51.672
34.552	52.722
35.804	53.505
37.358	54.03
39.365	54.55
40.518	54.55
41.27	53.896
41.722	51.543
41.722	49.057
40.77	44.742
39.616	41.078
37.76	36.107
35.354	31.659
33.096	27.996
30.49	23.548
25.977	15.437
23.97	11.905
21.613	8.3725
18.404	3.9246
15.596	0.52326
13.289	-2.0931
10.581	-4.5788
8.876	-5.8869
6.6695	-7.5874
4.3627	-9.0268
1.9557	-10.596
-0.10029	-12.166
-3.1593	-15.568
-4.9144	-17.661
-7.1209	-20.931
-9.4778	-25.51
-12.787	-29.696
-14.894	-31.92
-17.351	-34.798
-18.504	-35.975
-19.858	-37.676
-21.262	-39.508
-22.917	-41.732
-24.873	-44.217
-26.378	-46.179
-27.582	-47.358
-30.137	-48.928
-31.593	-50.236
-33.8	-51.152
-34.953	-51.414
-37.008	-51.414
-38.712	-51.414
-40.168	-51.414
-40.62	-51.543
-38.463	-42.255
-37.31	-38.854
-36.157	-36.107
-35.103	-32.967
-34.099	-29.696
-31.293	-22.109
-29.136	-16.614
-27.48	-12.035
-25.524	-7.7186
-24.071	-4.5788
-21.413	-0.13082
-19.808	2.6164
-16.298	7.7186
-13.54	10.466
-10.782	12.297
-8.174	13.998
-5.5161	15.96
-2.4572	18.707
1.0531	21.847
4.2624	23.809
6.6695	25.379
8.525	26.949
10.581	28.78
14.894	32.967
17.451	36.107
19.257	38.461
21.062	40.685
22.867	42.647
24.472	44.348
26.528	46.833
28.334	48.928
29.637	50.102
30.589	50.89
31.994	51.414
33.698	51.672
35.103	51.806
36.657	51.672
38.313	51.806
39.566	52.068
41.12	52.589
41.872	51.281
41.623	48.012
40.869	44.609
39.515	40.816
37.61	36.63
36.157	33.883
34.3	30.481
32.746	27.865
30.389	23.809
27.882	19.361
24.472	13.082
22.767	9.9422
21.112	7.8494
19.507	5.4946
17.952	3.5322
16.599	2.0931
15.245	0.52326
14.141	-0.39246
12.737	-1.8315
11.133	-3.4013
9.4778	-4.7095
7.8229	-6.0177
5.9174	-7.4566
3.9616	-8.896
2.3569	-10.204
0.55161	-12.035
-1.1032	-14.129
-2.4071	-15.698
-4.0117	-17.53
-6.0678	-20.146
-7.8229	-22.37
-9.7787	-24.594
-11.734	-27.08
-13.64	-29.304
-15.044	-30.874
-16.548	-32.574
-18.855	-35.583
-20.661	-37.938
-23.068	-41.339
-24.622	-43.04
-26.426	-44.871
-28.484	-46.442
-30.739	-48.403
-33.548	-50.498
-35.504	-51.152
-36.909	-51.152
-38.313	-51.152
-39.566	-51.281
-40.569	-51.281
-40.869	-51.414
-38.865	-44.609
-37.511	-40.031
-36.657	-36.76
-35.705	-33.752
-34.501	-30.088
-33.297	-26.818
-31.943	-22.632
-30.239	-18.577
-28.334	-14.39
-26.728	-10.596
-25.425	-7.5874
-23.569	-3.663
-19.858	2.3548
-18.504	4.8403
-16.498	7.9802
-14.743	10.073
-13.239	11.512
-11.133	13.082
-9.0767	14.521
-7.3215	15.568
-5.1651	16.876
-3.0089	18.184
-0.40117	20.016
2.4572	21.716
4.9144	23.417
7.5722	25.379
9.4778	27.08
11.634	29.042
13.389	30.743
17.401	35.322
19.106	37.676
20.41	40.423
21.764	43.04
22.967	44.479
24.572	46.442
25.875	48.012
27.079	49.448
28.334	50.365
29.738	50.89
31.14	51.414
32.494	51.672
33.8	51.806
35.103	51.806
36.909	51.672
38.212	51.935
39.817	52.197
41.321	52.589
42.222	52.722
43.177	52.851
44.58	53.243
45.885	53.505
47.338	53.767
49.045	54.03
49.545	54.159
50.549	54.292
50.848	54.292
50.899	54.159
50.246	50.102
48.844	45.654
48.042	43.563
46.838	40.423
45.433	37.153
44.379	34.406
42.977	30.874
41.27	27.211
39.667	23.94
37.661	20.146
35.202	15.829
33.8	13.606
31.844	10.727
30.089	8.5032
28.283	6.1485
26.477	3.7938
24.121	0.65412
22.165	-1.0466
20.46	-2.224
18.604	-3.7938
16.599	-4.7095
14.543	-5.7562
12.537	-7.0643
10.782	-8.2417
8.7757	-9.2883
5.8671	-11.12
1.4041	-14.652
-1.3038	-16.353
-3.6606	-18.315
-5.2654	-19.885
-6.9705	-21.847
-8.7757	-24.071
-10.732	-26.818
-14.342	-30.35
-15.646	-31.659
-17.25	-33.228
-19.608	-36.76
-20.36	-37.676
-22.014	-39.9
-23.469	-41.601
-24.873	-43.171
-26.528	-45.134
-28.181	-46.704
-29.787	-48.012
-31.443	-49.319
-33.048	-49.973
-34.351	-50.756
-35.956	-51.806
-37.559	-52.197
-39.113	-53.114
-40.117	-53.638
-41.422	-54.159
-43.528	-54.813
-45.283	-54.946
-46.586	-55.204
-47.841	-55.467
-49.195	-55.6
-50.198	-55.6
-50.998	-55.467
-50.749	-52.326
-50.046	-48.795
-49.093	-45
-48.09	-41.47
-46.787	-37.022
-45.133	-32.051
-43.978	-27.865
-42.474	-23.809
-39.868	-18.184
-37.61	-13.082
-35.253	-8.5032
-33.348	-4.3171
-30.841	-0.13082
-28.834	3.2705
-25.926	6.8028
-24.371	9.0268
-22.315	10.989
-19.808	12.82
-17.802	13.998
-14.492	15.437
-11.183	17.006
-9.0264	18.315
-6.8199	19.492
-5.6164	20.277
-3.2596	21.454
-1.3038	22.37
0.90264	23.417
3.1092	24.464
5.0147	25.379
7.2212	26.949
8.8257	28.257
12.136	30.743
14.041	31.92
15.947	33.359
18.203	35.322
20.711	36.891
23.218	39.115
25.474	41.339
27.381	43.302
29.936	45
31.742	46.179
33.749	47.358
36.358	49.057
38.313	50.102
40.269	51.019
42.273	51.806
44.178	52.589
46.035	53.243
