Saatcioglu and Grira 1999 Column BG-5	
9441	
0	0
0.25	12.89322796
0.5	37.2276231
0.75	47.84888146
1	56.33392097
1.25	63.44072948
1.5	69.61726444
1.75	78.4468693
2.007959	84.69483283
2.507554	89.91556231
3.007149	95.6531307
3.541199	99.81653495
4.00634	104.4752584
4.505935	109.0413374
5.00553	113.9864438
5.505125	115.4171429
6.004721	117.1579331
6.504315	118.7609119
5.987493	72.70541033
5.487897	52.9101459
4.988302	43.0035076
4.488707	34.4406079
3.989112	23.74149544
3.489517	11.07843769
2.989922	1.481888146
2.490326	-8.252480243
1.990731	-16.09181763
1.491136	-27.03212158
0.9915411	-38.07578723
0.491946	-48.53372036
-0.007649064	-51.06696049
-0.5072441	-63.97118541
-1.006839	-71.98279635
-1.506434	-79.89106383
-2.00603	-80.90826748
-2.505625	-92.50322188
-3.00522	-97.31051672
-3.504815	-105.9767781
-4.00441	-107.097386
-4.504005	-109.9751976
-5.003601	-118.1246201
-4.486778	-53.80793313
-3.987183	-38.52627964
-3.487587	-29.82556231
-2.987992	-22.57196353
-2.488397	-9.426534954
-1.988802	-1.518286322
-1.489207	9.318650456
-0.9896119	14.95285714
-0.4900167	24.3771307
0.009578466	31.97528875
0.510793	42.1236231
1.010388	51.82353799
1.509983	60.11079027
2.009578	67.74340426
2.509173	73.99781155
3.008769	82.38844985
3.508364	88.95294833
4.007959	96.24097264
4.507554	101.5306383
5.007149	108.5086322
5.506744	113.0747112
6.00634	118.8122796
6.505935	124.2397568
7.00553	125.2224924
7.505125	131.4080243
8.004721	133.8723404
8.504315	138.5073556
7.987493	91.96954407
7.487897	78.6862614
6.971075	71.84072948
6.488707	62.9731307
5.989112	54.72034043
5.489517	47.5356535
4.989922	38.83493617
4.490326	25.79287538
3.990731	19.8141155
3.491136	8.735993921
2.991541	-1.032831611
2.491946	-7.080504559
1.992351	-16.8148693
1.492756	-27.2383465
0.9931607	-34.80204255
0.4935656	-47.70628571
-0.006029591	-55.09770821
-0.5056247	-56.25274772
-1.00522	-69.84607903
-1.504815	-71.34571429
-2.00441	-80.04638298
-2.504005	-85.6806079
-3.020828	-91.11349544
-3.503196	-102.2206687
-4.002791	-106.0287538
-4.502386	-113.041155
-5.001981	-118.6409119
-5.501576	-126.4802432
-6.001172	-131.3220061
-6.500767	-136.1982371
-7.000362	-140.2819453
-7.517184	-146.0937994
-8.016779	-149.5917933
-8.516374	-153.3309422
-7.999552	-95.21617021
-7.499957	-83.82796353
-6.983134	-73.74370821
-6.483539	-66.14553191
-5.983944	-61.20042553
-5.484349	-54.36029787
-4.984754	-43.62672948
-4.485158	-36.23530699
-3.985563	-28.80942857
-3.485968	-20.07425532
-2.986373	-11.37353799
-2.486778	-3.258561094
-1.987183	7.130455927
-1.487588	14.52187842
-0.9879924	22.60240729
-0.4883973	30.2350152
0.01119782	36.52386626
0.510793	46.22378116
1.010388	53.7874772
1.509983	60.7309848
2.009578	65.36601824
2.509173	70.89683891
3.008769	77.77142857
3.508364	85.02504559
4.007959	89.0743465
4.507554	95.84553191
5.007149	99.92930091
5.506744	107.1483891
6.00634	111.990152
6.505935	116.6596353
7.00553	120.6399392
7.505125	124.8270517
8.004721	129.3242553
8.504315	133.3735562
7.987493	82.04644377
7.487897	69.28
6.988302	62.85331307
6.488707	55.22072948
5.989112	46.2443769
5.489517	36.85455927
4.989922	31.04807903
4.490326	20.69351368
3.990731	14.99039514
3.491136	4.945929483
2.991541	-5.511999392
2.491946	-13.97153191
1.992351	-19.08891185
1.492756	-26.85934347
0.9931607	-35.52560486
0.4935656	-49.32568389
-0.006029591	-55.44225532
-0.5056247	-62.11015198
-1.00522	-70.53519757
-1.504815	-75.51477204
-2.00441	-76.35969605
-2.504005	-85.1293617
-3.003601	-93.27878419
-3.503196	-94.26151976
-4.002791	-105.9942857
-4.502386	-106.942614
-5.001981	-114.5063222
-5.501576	-121.8288146
-6.001172	-127.3941033
-6.500767	-127.6533131
-7.000362	-137.6633435
-7.517184	-142.8205471
-8.016779	-148.2824924
-8.516374	-153.1931307
-9.015969	-157.0356839
-8.499146	-101.1949544
-7.999552	-89.73781155
-7.482729	-83.20243161
-6.983134	-74.91513678
-6.483539	-65.45641337
-5.983944	-59.75331307
-5.484349	-52.67199392
-4.984754	-44.0746383
-4.485158	-36.99331307
-3.985563	-28.91279635
-3.485968	-23.00294225
-2.986373	-15.09469301
-2.486778	-6.152790274
-1.969955	0.89945228
-1.487588	8.698960486
-0.9879924	17.53750152
-0.4883973	26.65167781
0.01119782	30.83877204
0.510793	41.57233435
1.010388	44.65687538
1.509983	52.59956839
2.009578	58.95734347
2.509173	65.86638298
3.025996	71.8849848
3.508364	78.68528875
4.007959	84.62960486
4.507554	88.3343465
5.007149	94.10632219
5.506744	101.2565957
6.00634	104.823465
6.505935	111.4568997
7.00553	115.0582371
7.505125	119.9
8.004721	124.8451064
8.504315	129.5145289
9.003911	134.9075988
9.503506	138.2677204
10.0031	141.8346505
10.51992	146.1304559
11.00229	150.0020669
11.50189	153.01769
12.00148	155.1374468
12.50108	159.2900912
13.00067	160.7897264
13.50027	164.3910638
14.03432	166.6938602
14.51668	168.4637082
15.01628	171.9617021
15.51587	174.2882067
16.01547	176.7869909
16.51506	177.3906991
15.99824	119.4826748
15.49865	118.8444985
14.99905	109.0756839
14.49946	104.3373252
13.99986	99.21993921
13.48304	92.44334347
12.98344	90.49586626
12.48385	83.93136778
11.98425	79.43416413
11.48466	72.80079027
10.98506	65.4093617
10.46824	59.45967173
9.985873	55.03677812
9.486279	50.12612766
8.986683	43.87172644
8.487088	37.58287538
7.987493	29.1922614
7.487897	21.86975076
6.988302	15.92544681
6.488707	10.80806687
5.989112	5.001582979
5.489517	-6.524449848
4.989922	-10.33254103
4.490326	-11.17748328
3.990731	-19.56810334
3.491136	-27.16625532
2.991541	-35.59133131
2.491946	-41.22554407
1.992351	-48.96151368
1.492756	-55.4571003
0.9931607	-62.91744681
0.4763381	-64.00893617
-0.006029591	-70.22352584
-0.5056247	-77.16699088
-1.00522	-85.86772036
-1.504815	-86.9193921
-2.00441	-95.24109422
-2.504005	-99.25592705
-3.003601	-104.8556839
-3.503196	-110.0764742
-4.002791	-115.8140426
-4.519613	-120.9367781
-5.001981	-125.6697872
-5.518804	-131.5505775
-6.001172	-138.4197568
-6.500767	-138.9201824
-7.017589	-143.3882675
-7.517184	-148.2989058
-8.016779	-152.727234
-8.516374	-158.2235866
-9.015969	-157.9314894
-9.515564	-161.8774468
-10.01516	-168.0284498
-10.51475	-172.07769
-11.01435	-175.1966565
-11.51394	-178.3500912
-12.01354	-181.4001824
-12.51313	-183.2787842
-13.01273	-186.3288754
-13.51233	-188.931003
-14.01192	-192.0499696
-14.51152	-193.6874164
-15.01111	-198.0467477
-15.51071	-196.307538
-16.0103	-200.7702736
-16.5099	-201.9252888
-15.99307	-146.5669909
-15.49348	-140.967234
-14.99388	-135.7809119
-14.49429	-130.1812158
-13.99469	-125.3049848
-13.4951	-119.5330091
-12.9955	-115.2425532
-12.49591	-108.8847416
-11.99631	-102.4236474
-11.49672	-98.02978723
-10.99712	-92.18887538
-10.49753	-87.27823708
-9.997932	-82.91890578
-9.498337	-75.8031003
-8.998742	-71.47817629
-8.499146	-67.6356231
-7.999552	-59.10722188
-7.499957	-53.81756231
-6.983134	-48.45361702
-6.483539	-43.37069909
-5.983944	-35.5313617
-5.484349	-31.20643769
-4.984754	-25.08986018
-4.485158	-20.66158055
-3.985563	-14.02817629
-3.485968	-8.014960486
-2.986373	-3.173217629
-2.486778	4.04592766
-1.987183	9.645683891
-1.487588	14.24623708
-0.9879924	20.5351003
-0.4883973	23.68853495
0.01119782	29.3916535
0.510793	34.68131307
1.010388	41.45254711
1.509983	46.32874164
2.009578	50.24019453
2.509173	56.5635076
3.008769	61.8187234
3.508364	67.34954407
4.007959	72.29465046
4.507554	75.86158055
5.007149	82.25379939
5.506744	85.75179331
6.00634	90.73130699
6.505935	94.98735562
7.00553	99.17440729
7.505125	103.0858967
8.004721	107.7553799
8.504315	110.4608511
9.003911	114.5446201
9.503506	117.8703343
10.0031	121.4372036
10.5027	124.8317933
11.00229	128.5020669
11.50189	131.8277812
12.00148	134.8434043
12.50108	140.0641337
13.00067	143.3553799
13.50027	146.2676596
14.01709	149.4953191
14.51668	153.3723404
15.01628	156.1812158
15.51587	160.5061398
16.01547	164.0730091
16.51506	164.8145897
15.99824	127.8208511
15.49865	113.3661398
14.99905	112.28
14.49946	111.9519149
13.98263	100.9373252
13.48304	95.37203647
12.96622	93.14352584
12.48385	86.68778116
11.98425	81.26030395
11.48466	77.8312462
10.98506	70.54316109
10.48547	64.94340426
9.985873	60.51514286
9.486279	52.98590274
8.986683	48.66099696
8.487088	42.44105167
7.987493	37.25476596
7.487897	30.41462614
6.988302	25.43506383
6.488707	17.90582371
5.989112	12.3749848
5.489517	4.432280243
4.989922	3.001597568
4.490326	-5.078925836
3.990731	-10.47194529
3.491136	-15.21032219
2.991541	-23.25638906
2.491946	-31.30246201
1.992351	-35.7996535
1.492756	-45.1550152
0.9759333	-46.34989058
0.4935656	-52.70228571
-0.006029591	-58.54322188
-0.5056247	-63.6606079
-1.022447	-64.26972644
-1.504815	-73.03398176
-2.00441	-78.32364742
-2.504005	-85.61173252
-3.003601	-88.31720365
-3.503196	-93.71027356
-4.002791	-98.27635258
-4.502386	-104.1172644
-5.001981	-107.6497264
-5.501576	-114.1797568
-6.001172	-116.2651064
-6.500767	-121.2791489
-7.000362	-127.3268085
-7.517184	-131.622614
-8.034006	-133.9545289
-8.516374	-138.928693
-9.015969	-142.7367781
-9.515564	-145.8213374
-10.01516	-149.9050456
-10.51475	-155.1257751
-11.01435	-156.9354407
-11.51394	-160.6746505
-12.01354	-163.6558055
-12.51313	-167.9462614
-13.01273	-167.8609119
-13.51233	-174.8044377
-14.02915	-180.0305167
-14.51152	-182.0070517
-15.01111	-182.8865046
-15.51071	-189.106383
-16.0103	-190.6404255
-16.5099	-195.7922796
-17.00949	-200.9096657
-17.50909	-203.2706383
-18.00868	-205.2525836
-18.50828	-209.1984195
-19.00787	-211.5593921
-19.50747	-213.1279027
-20.00706	-215.316535
-19.49024	-177.1168997
-18.99065	-165.2463222
-18.49105	-161.4382979
-17.99146	-155.3561702
-17.49186	-150.1009726
-16.99227	-145.6382371
-16.49267	-140.7275988
-15.97585	-135.8115502
-15.49348	-132.4223708
-14.99388	-126.2368389
-14.49429	-122.0497872
-13.97747	-117.9606687
-13.4951	-113.4344073
-12.9955	-108.523769
-12.49591	-103.3374468
-11.99631	-99.11592705
-11.49672	-93.68844985
-10.99712	-90.43167173
-10.49753	-83.4881459
-9.997932	-78.40522796
-9.498337	-71.73738602
-8.998742	-66.79227964
-8.499146	-60.53789666
-7.999552	-53.18093617
-7.499957	-47.85681459
-6.983134	-46.31740426
-6.483539	-37.03095441
-5.983944	-34.98007295
-5.484349	-28.07102736
-4.984754	-24.64194529
-4.485158	-18.83545897
-3.985563	-15.3030152
-3.485968	-9.255343465
-2.986373	-1.932832827
-2.486778	1.978619453
-1.987183	6.751452888
-1.487588	12.79912462
-0.9879924	17.22740426
-0.4883973	22.86161094
0.01119782	27.84117325
0.510793	34.09557447
1.010388	39.38523404
1.509983	45.67408511
2.009578	48.72417021
2.509173	53.04908207
3.008769	59.6480304
3.508364	63.04267477
4.007959	69.2281459
4.507554	73.82869301
5.007149	78.63598784
5.506744	82.51300912
6.00634	88.31945289
6.505935	93.16121581
7.00553	96.41805471
7.505125	100.8463222
8.004721	103.758541
8.504315	108.600304
9.003911	112.5117325
9.503506	115.6651672
10.0031	120.0590274
10.5027	123.9359878
11.00229	126.0902128
11.50189	129.8638906
12.00148	133.7752584
12.50108	137.7900912
13.00067	139.668693
13.50027	143.201155
14.01709	148.427234
14.51668	148.6864438
