"""Matamoros et. al 1999 Specimen c10-20 South"""	
35.56	71.1715456
36.322	70.72672344
36.83	69.83707912
37.592	69.83707912
38.1	68.9474348
37.338	61.83028024
36.83	58.71652512
36.322	56.49241432
35.56	53.3786592
34.798	50.26490408
33.782	46.26150464
33.02	43.19223174
32.004	39.50020781
31.242	35.89714831
30.48	32.56098211
29.718	29.1803337
28.702	25.97761414
27.94	23.21971675
26.924	20.19492606
26.162	17.43702867
25.3238	14.81257793
24.511	12.45502048
23.6728	9.964016384
22.86	7.873352232
21.9456	5.693723648
21.1328	4.079019207
20.2692	2.117353482
19.431	0.390998679
18.6182	-1.30777715
17.7546	-2.971412029
16.9164	-4.581668248
16.0528	-6.360956888
15.24	-7.873352232
14.3764	-9.652640872
13.5382	-11.25400065
12.8524	-12.54398491
11.3538	-15.47981117
10.1092	-18.86045958
9.2964	-20.99560595
8.4836	-23.17523454
7.5692	-25.22141647
6.8326	-27.5344917
6.0452	-29.7586025
5.08	-31.71582001
4.191	-34.02889524
3.4036	-36.34197047
2.50952	-38.56608127
1.62814	-40.96812094
0.78232	-43.05878509
0.229108	-44.92703816
-0.89408	-47.15114896
-1.58242	-49.37525976
-2.54	-51.59937056
-3.429	-53.82348136
-4.1656	-55.60277
-5.1816	-58.27170296
-5.8674	-60.0509916
-6.858	-61.38545808
-7.62	-63.16474672
-8.5344	-64.94403536
-9.2964	-67.16814616
-10.2108	-68.05779048
-10.922	-69.39225696
-11.811	-70.28190128
-12.7762	-71.61636776
-13.5382	-72.95083424
-14.4018	-73.3956564
-15.3416	-74.28530072
-16.0782	-75.6197672
-16.764	-76.06458936
-17.8816	-76.06458936
-18.6436	-76.95423368
-19.4818	-76.95423368
-20.3454	-77.39905584
-21.3106	-77.843878
-22.0472	-78.73352232
-22.9108	-77.39905584
-23.8252	-77.843878
-24.511	-78.73352232
-25.4	-77.843878
-26.416	-78.73352232
-27.178	-77.39905584
-27.94	-78.28870016
-28.956	-77.843878
-29.718	-76.95423368
-30.734	-76.50941152
-31.242	-76.95423368
-32.258	-76.06458936
-33.02	-76.06458936
-34.036	-75.6197672
-34.798	-74.28530072
-35.814	-74.28530072
-36.576	-73.84047856
-37.084	-73.3956564
-38.1	-71.61636776
-37.338	-62.71992456
-36.322	-59.60616944
-35.814	-56.04759216
-34.544	-52.48901488
-33.782	-48.9304376
-33.02	-46.26150464
-32.258	-42.48051628
-31.496	-39.45572559
-30.48	-36.03059496
-29.718	-32.96132206
-28.702	-29.7586025
-27.94	-27.04518733
-27.178	-23.79798556
-26.162	-21.30698146
-25.3492	-18.46011964
-24.4602	-15.61325782
-23.7744	-13.21121815
-22.8854	-10.98710735
-21.844	-8.540585472
-21.1328	-6.183028024
-20.2692	-4.243603406
-19.5326	-2.019492606
-18.5166	-0.138784514
-17.7292	1.659186657
-16.9672	3.825470576
-16.0782	5.248901488
-15.24	7.028190128
-14.4526	8.940925416
-13.6652	10.76469627
-12.5984	12.54398491
-11.811	14.59016685
-11.0236	16.36945549
-10.1346	18.14874413
-9.271	20.59526601
-8.5344	22.46351908
-7.5692	24.91004096
-6.9596	26.91174068
-6.1976	28.86895818
-5.1308	31.00410455
-4.0894	33.49510865
-3.3528	35.5857728
-2.5654	37.72091917
-1.74752	39.09986786
-0.91948	41.81328304
0.037592	43.81498276
1.27508	46.7063268
2.5654	49.37525976
3.7846	52.04419272
5.08	54.71312568
6.4008	56.93723648
7.6454	58.27170296
8.7884	60.94063592
9.9822	62.2751024
11.43	64.05439104
12.827	65.38885752
14.097	66.723324
15.24	67.16814616
16.4592	68.50261264
17.78	68.05779048
19.1008	68.9474348
20.3962	69.83707912
21.6154	69.39225696
22.9616	69.39225696
24.0792	69.39225696
25.4	69.39225696
26.67	69.39225696
27.94	69.39225696
29.21	67.61296832
30.48	68.05779048
31.75	68.05779048
33.02	65.83367968
34.544	66.723324
35.814	64.4992132
37.084	64.4992132
38.1	64.05439104
36.83	53.82348136
35.56	48.48561544
34.29	43.41464282
33.02	37.58747252
31.496	32.16064217
30.226	26.91174068
28.956	21.92973249
27.686	17.39254646
26.416	12.89984264
25.2984	8.940925416
24.0792	5.159937056
22.7838	1.948321061
21.5138	-1.152089394
20.2438	-4.025640548
18.9992	-6.939225696
17.6784	-9.875051952
16.4084	-12.45502048
15.24	-14.99050679
14.0462	-17.34806424
12.7254	-19.70562169
11.3792	-22.41903686
10.033	-25.08796982
8.89	-27.84586722
7.62	-29.93653137
6.2992	-32.33857103
5.0546	-35.14095064
3.7846	-37.8098836
2.54	-40.25640548
1.22936	-43.01430287
0.037592	-45.81668248
-1.3335	-48.04079328
-2.42824	-50.70972624
-3.9116	-52.93383704
-5.1054	-55.15794784
-6.4008	-56.93723648
-7.6708	-59.16134728
-9.017	-60.94063592
-10.2362	-62.2751024
-11.4808	-62.71992456
-12.7762	-64.4992132
-13.9954	-65.83367968
-15.2908	-66.723324
-16.4846	-67.61296832
-17.8054	-67.61296832
-19.0754	-68.05779048
-20.4216	-68.50261264
-21.6154	-68.50261264
-22.987	-68.05779048
-24.1554	-67.61296832
-25.4	-67.61296832
-26.67	-66.27850184
-27.94	-65.38885752
-29.21	-64.05439104
-30.48	-62.71992456
-31.75	-61.38545808
-32.766	-60.94063592
-34.29	-58.27170296
-35.56	-57.38205864
-36.83	-55.15794784
-38.354	-54.26830352
