"Atalay and Penzien, 1975, Spec. 11"	
0.61338	13.581
1.557	18.611
2.8781	24.144
3.8217	29.552
4.8125	34.204
5.4259	38.857
6.0394	42.881
6.7942	47.282
7.7379	52.313
8.6817	55.836
9.3894	58.349
10.239	61.996
11.041	63.882
11.607	66.649
11.041	60.991
10.474	54.826
9.8141	49.293
9.1534	43.384
8.2098	37.599
7.5491	33.576
6.983	29.803
6.7	26.911
5.8506	21.252
5.2845	16.976
4.4823	12.701
3.633	6.7908
1.6986	-4.2756
-0.23591	-13.581
-1.3211	-18.989
-2.312	-24.521
-3.35	-29.678
-4.1049	-33.576
-5.0013	-37.599
-6.1808	-43.133
-6.8887	-45.774
-8.54	-52.059
-9.7196	-55.707
-10.663	-58.727
-11.135	-60.359
-11.654	-61.872
-11.371	-56.209
-10.097	-50.049
-8.9174	-44.39
-8.257	-39.989
-7.3134	-34.204
-6.5583	-30.558
-5.8034	-26.785
-5.0485	-23.641
-4.2464	-19.995
-3.7747	-17.479
-3.1613	-13.581
-2.1704	-7.7965
-1.1796	-2.8923
-0.37747	1.1317
0.18873	5.6587
0.99083	11.066
2.1232	16.976
2.9726	22.258
3.7747	26.534
4.4351	30.055
4.5296	30.683
5.0485	34.079
5.7092	38.606
6.3696	42.881
7.3604	48.287
8.4458	52.691
9.5781	56.209
10.522	59.105
11.513	61.996
12.834	66.146
14.344	69.918
15.287	71.804
16.278	74.695
17.127	76.959
19.345	76.457
20.807	75.701
21.987	75.073
22.884	73.944
23.025	73.436
23.214	71.804
22.553	65.266
21.893	60.991
20.949	57.09
20.006	52.437
18.873	46.904
18.071	44.013
11.701	21
9.5308	15.845
7.3604	9.6829
4.3881	1.6348
2.3591	-4.7785
1.0852	-9.3057
-0.66055	-16.096
-1.557	-19.869
-3.0198	-25.15
-4.0104	-29.552
-4.907	-34.33
-5.7092	-38.857
-6.747	-43.761
-8.0683	-49.422
-11.371	-60.488
-11.843	-61.872
-12.692	-66.146
-13.824	-69.037
-14.815	-71.68
-15.806	-74.317
-16.844	-76.959
-17.41	-78.343
-18.26	-80.353
-18.779	-81.363
-19.203	-81.865
-19.675	-82.115
-20.1	-81.612
-20.996	-81.487
-21.798	-81.363
-22.6	-81.109
-23.308	-80.86
-23.733	-80.607
-24.11	-80.104
-24.299	-79.601
-24.488	-78.467
-24.441	-74.949
-24.11	-68.032
-24.063	-65.141
-23.827	-62.121
-23.591	-59.479
-23.12	-56.587
-21.94	-52.691
-20.477	-49.044
-19.062	-45.018
-17.882	-41.372
-16.089	-36.217
-16.184	-35.713
-14.344	-29.049
-12.362	-22.761
-10.144	-15.216
-9.0119	-11.569
-7.3134	-6.2877
-5.7564	-0.75451
-4.7183	3.2695
-3.4915	7.5451
-2.6894	10.94
-1.038	17.102
0.094366	22.132
1.7929	29.426
2.9726	34.204
4.4351	40.24
5.7564	44.264
7.5964	48.412
10.144	53.572
11.56	55.96
13.258	59.105
15.476	62.748
18.024	66.649
20.147	70.167
21.751	71.804
22.884	72.058
22.27	66.271
21.893	62.374
21.468	58.851
20.76	55.08
19.864	50.427
18.873	46.526
18.26	44.013
17.127	39.989
15.853	35.21
14.485	30.935
13.022	26.282
11.465	21.378
9.8613	16.222
7.8796	11.066
5.6147	4.4013
3.9162	-0.2515
2.3591	-5.0302
0.61338	-10.94
-1.4627	-18.989
-3.6802	-26.785
-6.2281	-35.588
-7.5491	-39.612
-9.2479	-45.143
-10.286	-48.919
-11.324	-51.308
-12.692	-54.955
-13.919	-57.846
-16.136	-63.126
-17.552	-66.395
-18.873	-68.913
-19.958	-71.301
-20.76	-72.809
-21.798	-74.82
-22.836	-76.079
-24.205	-77.084
-24.441	-77.084
-24.535	-73.944
-23.922	-68.913
-23.639	-63.38
-23.355	-59.981
-23.072	-57.593
-22.6	-55.458
-21.798	-52.188
-20.572	-48.412
-19.062	-44.769
-17.929	-41.623
-16.656	-37.851
-15.806	-35.21
-15.523	-34.581
-15.287	-33.827
-14.627	-31.941
-13.588	-29.049
-11.607	-23.013
-10.474	-19.114
-8.776	-12.827
-7.6436	-8.2995
-6.1338	-2.2635
-2.9253	8.9285
-0.99083	14.335
0.28311	18.863
1.5099	22.635
4.2936	31.689
5.5677	36.468
6.7	39.989
7.7851	43.259
8.9647	46.152
10.097	49.168
11.182	51.432
13.966	56.841
15.381	59.608
16.514	61.743
18.307	64.509
19.392	66.271
21.468	68.41
22.081	68.913
23.12	70.043
21.846	61.743
20.807	56.841
19.628	51.308
18.024	45.396
15.806	34.079
13.683	27.791
11.654	20.875
10.286	16.725
8.2098	9.9342
7.3134	7.2934
6.464	5.2816
5.3317	2.3893
3.8689	-1.6348
2.1704	-7.5451
-0.094366	-14.587
-1.6514	-19.995
-3.1613	-24.773
-4.1521	-27.665
-6.0866	-33.199
-7.5021	-38.228
-9.6723	-44.39
-11.56	-49.422
-13.494	-54.826
-15.287	-58.851
-16.656	-61.996
-18.731	-65.644
-20.053	-67.53
-21.279	-68.913
-22.884	-70.799
-23.874	-71.804
-24.157	-71.804
-23.78	-64.887
-23.403	-60.862
-23.308	-58.976
-23.025	-56.841
-22.553	-54.452
-20.996	-48.79
-19.345	-44.769
-16.089	-36.845
-15.381	-34.581
-13.777	-29.3
-12.22	-24.521
-10.569	-18.989
-9.2006	-13.958
-7.7379	-8.1736
-6.3226	-3.1438
-5.6147	-0.12575
-4.9543	2.1378
-3.3973	6.4131
-2.3591	9.6829
-1.1796	13.33
0.75491	20.12
1.6042	23.138
2.4535	26.156
3.5387	29.552
5.9451	35.839
9.7668	45.65
10.427	47.785
11.749	51.432
12.975	54.702
15.948	60.991
17.505	64.26
18.496	66.271
19.439	67.151
20.383	67.908
21.232	68.281
22.034	68.535
22.695	69.037
23.544	69.291
24.346	69.665
24.299	68.281
23.261	63.882
22.129	59.354
20.666	53.443
19.298	48.163
17.929	42.756
16.75	38.606
15.429	34.456
14.013	30.18
12.409	25.402
10.663	20.246
9.2949	16.222
8.2098	12.827
6.3226	7.9223
4.8598	4.6526
3.2085	0.88026
1.6042	-4.2756
0.47183	-8.1736
0	-10.06
-1.6986	-18.108
-3.7275	-24.018
-5.2372	-29.174
-6.6528	-34.833
-7.7379	-38.983
-9.0119	-42.881
-10.474	-47.033
-13.683	-56.209
-15.099	-58.727
-16.089	-60.737
-17.977	-64.26
-19.345	-66.395
-20.572	-67.908
-22.081	-70.043
-24.252	-73.063
-24.677	-74.317
-23.827	-65.893
-22.884	-59.608
-22.223	-55.707
-21.327	-52.059
-19.864	-47.033
-18.071	-42.504
-16.372	-37.725
-15.193	-34.204
-14.06	-30.935
-13.542	-29.174
-12.456	-24.899
-11.418	-20.875
-10.427	-17.102
-9.6723	-14.587
-7.6909	-10.312
-5.8979	-5.9105
-4.7183	-2.2635
-3.3028	1.7605
-2.2648	5.4074
-0.99083	11.066
0.33028	16.725
1.1796	20.246
2.7366	26.659
3.586	29.929
4.5768	32.318
6.7942	38.228
8.4458	42.001
10.286	45.396
11.749	48.666
13.07	51.557
15.146	54.826
16.703	57.468
17.788	58.598
19.345	60.359
20.713	61.996
22.176	63.629
25.196	65.644
26.942	66.649
28.263	66.898
29.677	67.151
30.904	66.271
32.037	65.644
33.358	64.887
34.491	64.007
35.293	63.38
36.426	62.623
37.368	61.116
37.511	58.851
37.605	55.836
37.653	51.557
37.605	49.422
36.944	44.769
36.378	42.127
35.433	38.606
34.442	35.462
33.546	33.073
32.085	30.558
30.528	26.156
29.159	22.761
27.932	19.869
26.563	17.102
25.101	14.084
23.733	11.569
22.27	9.1798
20.713	7.168
19.439	5.5329
17.646	3.521
16.042	1.3833
14.91	0
13.588	-1.8863
12.362	-3.7725
11.23	-5.6587
9.9555	-7.4193
8.5872	-10.06
7.5491	-12.45
6.3226	-14.839
5.0013	-17.228
3.633	-19.743
2.2648	-22.384
1.2267	-24.773
0.23591	-27.037
-1.1324	-29.803
-2.3591	-31.941
-3.35	-33.576
-6.1338	-39.612
-8.2098	-43.761
-10.239	-48.412
-11.701	-53.821
-12.928	-56.966
-14.391	-60.488
-15.901	-63.504
-17.693	-66.649
-19.25	-68.659
-21.94	-71.804
-23.403	-73.312
-25.761	-74.068
-29.771	-70.674
-31.092	-67.654
-33.688	-62.374
-34.348	-57.344
-34.633	-51.81
-34.539	-46.277
-33.736	-42.252
-32.649	-38.983
-31.328	-35.462
-28.735	-29.552
-27.036	-25.779
-24.865	-20.623
-22.648	-16.599
-18.59	-8.6767
-15.901	-4.2756
-13.022	0
-10.38	4.5272
-8.1625	8.0482
-6.747	10.437
-0.89647	21.755
0.42464	24.521
1.8873	28.042
3.4442	31.563
4.8598	34.33
6.8887	37.977
8.8232	42.881
10.427	47.033
12.598	51.686
14.579	54.955
16.656	57.09
18.354	59.23
22.6	64.131
23.072	64.385
24.865	65.893
26.987	67.151
29.441	67.276
32.225	65.644
33.972	64.007
35.999	61.872
37.462	59.105
37.226	53.696
37.038	49.168
36.33	43.636
36.096	41.623
33.122	32.947
31.471	28.42
30.056	25.024
28.357	21.378
26.469	17.479
24.157	12.45
22.836	10.06
21.515	7.9223
18.779	4.7785
17.033	3.1438
15.57	1.2575
12.834	-2.515
11.418	-5.1557
9.9555	-8.0482
8.8232	-10.312
7.3134	-13.078
5.7092	-16.348
4.2936	-19.114
3.0668	-21.755
1.8401	-24.018
1.1324	-25.402
-1.4155	-30.432
-2.8781	-32.947
-4.4351	-36.468
-5.9451	-39.612
-7.2189	-42.378
-8.54	-44.516
-10.097	-46.526
-11.607	-48.412
-13.588	-50.805
-15.051	-52.562
-16.986	-54.452
-19.015	-56.209
-20.855	-57.344
-22.553	-58.095
-23.827	-58.349
-25.621	-58.473
-27.13	-58.598
-28.829	-58.473
-30.48	-58.224
-31.565	-57.846
-32.509	-57.344
-33.358	-56.966
-34.869	-56.463
-34.206	-50.805
-33.83	-47.282
-33.216	-42.504
-32.649	-39.36
-31.659	-35.21
-30.056	-29.929
-28.499	-25.402
-26.754	-19.995
-25.337	-16.222
-22.129	-8.1736
-19.817	-4.4013
-17.552	-0.88026
-15.523	2.012
-13.777	4.5272
-11.513	8.5513
-9.3421	12.45
-6.5583	16.976
-3.9634	21.252
-1.6514	24.773
0.047183	27.665
2.076	30.809
3.6802	33.324
3.9634	33.953
5.8034	36.719
7.6436	39.109
9.4366	42.001
10.946	44.39
12.787	46.78
14.721	48.919
18.118	52.94
19.345	54.074
20.76	55.329
22.836	56.209
24.724	56.587
27.318	57.344
28.971	57.593
30.81	57.09
32.555	57.09
33.83	56.966
34.915	57.09
35.339	57.09
35.339	55.329
35.339	52.94
35.339	51.179
35.339	47.158
34.963	43.887
34.254	39.989
33.312	36.217
31.989	31.563
30.762	28.168
29.726	25.402
28.075	21.755
26.894	18.989
25.527	16.096
23.78	12.198
22.553	9.8087
22.034	9.0539
20.713	7.4193
19.109	4.7785
17.316	2.3893
15.051	-0.75451
13.73	-3.018
11.23	-6.6649
9.1534	-9.3057
7.5021	-11.695
4.8598	-16.096
3.1613	-19.366
1.6042	-22.384
0.23591	-24.396
-1.038	-26.408
-2.5951	-28.923
-3.9634	-30.809
-5.2372	-32.444
-9.3421	-38.731
-10.899	-41.372
-12.692	-43.384
-14.06	-45.143
-15.193	-46.277
-16.514	-48.163
-18.826	-50.427
-20.524	-51.432
-23.072	-53.572
-24.488	-54.323
-26.281	-54.955
-27.744	-54.955
-30.762	-54.577
-32.225	-54.199
-33.688	-53.821
-35.151	-53.318
-36.096	-52.562
-36.614	-49.924
-36.66	-47.407
-36.472	-44.264
-35.669	-39.738
-34.633	-35.839
-33.83	-32.444
-32.603	-28.294
-29.253	-20.246
-27.602	-16.599
-25.761	-12.45
-23.969	-8.1736
-22.412	-5.1557
-20.336	-1.6348
-18.024	2.2635
-16.467	5.1557
-14.013	8.8026
-12.173	11.946
-9.3421	16.599
-6.2753	21.378
-4.0104	24.521
-1.9817	27.539
2.0289	33.701
3.633	35.588
4.8598	36.971
8.257	42.001
9.8141	43.51
11.135	44.64
13.447	46.402
15.665	48.163
17.835	49.924
20.1	51.81
22.081	52.94
25.809	54.702
28.026	55.329
30.102	55.329
31.895	55.329
33.452	55.08
34.491	55.08
35.481	55.08
36.048	56.085
35.339	53.443
34.206	49.168
33.076	45.272
32.037	40.869
30.244	33.073
29.111	28.042
28.169	24.018
27.036	19.617
25.997	15.845
25.29	13.33
24.063	10.312
22.553	7.168
20.902	4.5272
18.92	1.509
17.127	-1.509
15.334	-4.6526
13.353	-7.9223
11.371	-10.814
9.4366	-13.33
7.3604	-16.348
5.2372	-19.492
3.586	-22.006
1.557	-24.521
-0.23591	-26.659
-2.312	-29.049
-5.4259	-32.318
-8.8232	-38.102
-10.805	-40.995
-11.654	-42.127
-14.202	-44.64
-15.334	-45.65
-16.467	-46.655
-17.458	-47.407
-18.496	-48.287
-20.383	-49.924
-23.308	-51.686
-24.771	-51.81
-23.874	-51.686
-26.848	-52.313
-30.48	-51.81
-33.076	-51.686
-35.057	-51.686
-35.433	-48.79
-35.293	-45.018
-35.057	-42.001
-34.539	-38.983
-33.876	-35.965
-32.461	-30.809
-30.998	-26.659
-29.535	-22.761
-28.357	-19.869
-27.084	-16.599
-25.29	-12.324
-23.497	-8.8026
-21.515	-4.7785
-20.194	-2.1378
-18.684	1.2575
-16.797	4.6526
-12.315	11.569
-9.4366	16.348
-7.4077	19.743
-4.5768	23.767
-1.7458	28.294
1.2267	32.444
3.35	34.959
5.4259	38.102
7.6909	40.743
9.8613	42.881
12.503	45.018
15.099	46.904
18.449	49.422
20.289	51.054
23.214	52.691
24.441	52.816
26.091	53.572
27.508	53.821
29.253	54.074
30.716	54.074
32.179	54.074
33.642	54.074
34.727	54.074
35.905	54.074
37.181	53.696
37.368	49.924
36.66	44.013
36.19	41.498
35.717	39.738
32.555	31.438
31.234	28.042
29.914	24.773
28.451	21.503
24.818	13.958
22.034	7.7965
20.006	3.521
16.892	-2.3893
14.013	-7.0421
12.126	-9.9342
8.493	-15.09
6.1808	-18.108
3.1613	-22.258
0.8493	-25.276
-2.1232	-28.797
-5.4259	-32.318
-9.1534	-36.719
-10.758	-38.731
-14.249	-42.127
-17.033	-44.39
-18.967	-47.536
-20.713	-48.79
-24.016	-50.427
-25.667	-50.805
-27.696	-50.93
-29.489	-50.93
-30.15	-50.805
-31.425	-50.676
-33.452	-50.427
-36.284	-50.173
-38.359	-50.049
-42.182	-49.422
-44.399	-49.168
-46.568	-48.79
-47.889	-48.287
-48.882	-47.785
-49.352	-47.66
-48.646	-38.857
-46.617	-30.18
-46.192	-28.545
-44.021	-23.138
-42.654	-19.869
-41.331	-16.096
-40.201	-13.33
-38.595	-9.8087
-37.181	-6.9162
-35.481	-3.521
-34.206	-0.88026
-32.84	1.3833
-31.328	3.8983
-29.159	7.0421
-27.508	8.9285
-25.43	11.192
-23.355	13.581
-21.091	17.102
-18.826	19.743
-17.316	22.006
-15.429	24.396
-11.654	27.665
-9.8613	29.174
-5.9451	32.067
-4.1049	33.701
-2.1232	35.21
-0.42464	36.594
1.2739	37.851
3.0668	38.983
5.143	40.492
6.1808	41.246
8.3985	43.007
10.474	44.264
12.22	45.521
13.919	46.152
15.995	46.526
17.693	47.033
19.958	47.407
22.412	47.785
26.894	48.666
29.632	48.919
31.659	49.293
34.066	49.546
36.896	49.671
38.974	49.546
43.172	49.168
45.06	48.038
46.617	46.655
47.986	45.521
48.976	44.516
49.588	43.133
49.967	40.115
48.928	35.588
48.222	32.821
47.277	30.055
46.759	28.042
46.05	25.779
45.248	22.635
44.399	19.617
43.218	16.348
41.615	11.821
39.964	8.1736
37.983	4.4013
35.86	0.75451
33.688	-2.3893
31.377	-5.5329
29.632	-7.7965
23.686	-16.976
21.091	-19.743
18.024	-23.013
14.296	-26.534
11.418	-29.426
7.6909	-32.695
4.6711	-35.462
2.312	-37.222
-0.37747	-39.36
-3.3028	-41.246
-5.9921	-42.881
-8.5872	-43.887
-11.607	-44.516
-13.447	-45.018
-15.853	-45.272
-18.449	-45.521
-21.374	-45.899
-24.205	-47.033
-25.384	-47.407
-27.036	-47.785
-29.489	-48.287
-31.989	-48.163
-34.491	-47.909
-35.86	-47.66
-38.453	-47.282
-40.058	-46.655
-41.852	-46.023
-44.541	-44.769
-46.38	-44.013
-47.937	-43.007
-49.682	-40.618
-49.07	-36.091
-48.504	-33.324
-47.513	-29.3
-46.711	-26.156
-46.05	-23.516
-45.011	-20.497
-43.833	-17.354
-42.134	-13.707
-40.531	-10.06
-38.88	-6.7908
-38.88	-5.7846
-36.566	-2.2635
-35.057	0.2515
-33.264	3.3953
-31.283	7.168
-29.632	9.557
-26.942	12.827
-24.205	16.474
-21.846	19.366
-19.062	21.881
-15.476	25.528
-13.306	27.539
-10.899	29.552
-8.3985	31.689
-3.3973	34.707
-1.1796	36.091
2.1704	38.102
6.8415	40.995
9.0592	42.504
10.946	43.761
11.135	42.378
14.957	42.881
16.703	43.384
19.015	44.013
22.695	45.272
24.771	45.774
26.375	45.899
27.744	45.899
30.858	45.899
33.17	45.272
36.66	45.143
40.483	44.139
43.454	43.259
45.626	42.63
47.655	41.623
48.976	41.246
49.588	40.743
49.731	39.989
49.779	36.217
49.352	32.695
48.552	28.797
47.795	25.779
46.523	20.875
45.578	17.982
42.748	9.557
41.427	6.1618
38.595	-0.50302
36.096	-6.2877
33.122	-10.94
29.159	-14.964
21.421	-24.018
19.015	-26.785
16.75	-28.923
14.579	-30.809
12.173	-32.318
9.7668	-33.701
6.7942	-35.336
3.1613	-37.851
1.3211	-39.109
-1.8401	-41.12
-5.0013	-42.756
-7.7851	-43.761
-10.144	-44.769
-11.749	-45.143
-14.674	-45.396
-17.08	-45.521
-20.477	-45.018
-28.12	-45.774
-30.386	-46.277
-32.461	-45.521
-35.151	-45.396
-37.226	-45.018
-39.068	-44.769
-41.521	-43.761
-43.691	-42.756
-45.532	-41.749
-47.419	-40.743
-49.4	-37.222
-48.031	-30.809
-46.286	-25.15
-42.936	-16.851
-39.87	-9.4315
-38.925	-6.9162
-37.226	-3.3953
-36.19	-0.37725
-34.585	4.2756
-31.471	9.0539
-29.347	12.45
-27.696	15.09
-25.196	18.989
-21.043	24.144
-17.599	27.665
-14.579	29.929
-10.758	32.067
-8.257	33.953
-4.9543	35.965
-2.3591	37.222
0.75491	38.228
3.5387	38.857
6.0394	39.738
8.0211	40.492
10.427	40.24
13.494	40.869
18.024	41.372
21.798	41.372
25.243	41.749
28.357	42.127
30.952	42.001
33.972	42.252
36.708	42.504
38.738	42.378
40.625	41.749
43.266	39.109
45.296	37.097
47.419	34.959
48.41	32.947
47.843	26.785
47.229	23.013
45.908	17.354
44.211	12.198
42.464	7.0421
37.935	-2.8923
35.624	-7.2934
33.216	-11.821
30.762	-16.725
28.12	-21.126
24.488	-27.162
21.421	-30.558
16.467	-35.588
12.787	-38.606
9.9555	-39.863
7.4077	-40.743
5.0013	-41.875
0	-44.39
-6.2281	-45.899
-9.1062	-46.402
-12.409	-46.526
-14.863	-46.402
-18.684	-45.899
-22.223	-45.521
-25.337	-45.272
-29.347	-45.272
-32.791	-44.39
-34.066	-44.013
-36.096	-43.259
-38.501	-42.504
-41.097	-41.246
-42.842	-39.989
-44.681	-38.731
-45.862	-37.474
-46.899	-35.965
-46.617	-31.563
-45.956	-26.911
-44.917	-21.126
-43.551	-15.719
-42.088	-9.4315
-39.87	-2.012
-37.038	5.5329
-33.406	11.443
-26.942	21.378
-24.063	25.402
-21.751	28.042
-20.194	29.929
-17.269	32.695
-15.334	33.827
-13.306	34.959
-10.899	35.965
-6.747	37.725
-3.3028	38.857
-0.23591	39.863
2.1704	40.492
6.936	41.498
9.7668	42.378
12.834	43.133
15.806	43.384
19.062	43.761
21.421	43.636
23.922	42.881
26.706	42.127
29.726	41.875
32.225	40.618
34.16	39.989
36.756	38.731
39.019	37.725
41.379	36.342
43.454	34.456
45.154	32.57
46.805	31.186
48.031	29.929
48.552	26.282
48.598	22.635
48.174	18.485
47.465	14.084
46.947	9.557
45.011	-0.37725
44.069	-3.3953
42.324	-8.1736
40.295	-12.575
38.077	-16.851
35.905	-20.749
33.17	-25.024
31.425	-27.665
29.771	-29.803
28.735	-31.06
28.075	-31.941
28.075	-32.067
28.075	-32.067
28.075	-32.067
