"Atalay and Penzien, 1975, Spec. 9"	
-8.8852	-41.993
-10.334	-45.961
-11.783	-50.569
-15.018	-58.38
-17.046	-63.246
-18.495	-66.956
-19.509	-69.389
-20.523	-71.568
-21.585	-73.232
-22.213	-74.637
-21.054	-68.495
-20.426	-64.398
-18.784	-58.509
-17.384	-53.514
-16.128	-49.035
-14.825	-44.938
-13.473	-40.968
-12.024	-36.999
-10.624	-32.006
-9.1265	-27.014
-7.9677	-23.045
-6.9535	-19.588
-5.8913	-15.491
-5.0703	-12.163
-4.0079	-8.1937
-2.7523	-3.4567
-1.5935	1.1523
-0.43459	5.6329
1.4487	12.931
2.511	17.027
4.7805	26.245
6.3741	32.135
7.9195	38.152
9.03	42.248
10.527	46.984
11.783	51.081
12.845	54.154
14.487	57.868
15.259	59.403
19.267	63.246
22.116	66.191
23.372	67.472
24.241	68.237
25.11	68.877
25.979	69.006
26.51	68.877
26.993	68.237
27.427	66.573
27.671	64.527
27.671	60.813
27.622	59.15
27.186	55.693
26.655	52.491
26.076	49.417
25.255	45.703
24.241	41.48
22.985	36.872
21.875	33.287
20.474	29.446
19.315	26.757
17.819	23.301
16.032	19.332
14.004	14.595
12.169	10.37
10.962	7.6817
9.6096	4.7371
7.4366	-0.12803
6.5189	-1.9204
5.3119	-4.7371
3.6218	-7.8098
1.4487	-13.699
-0.8209	-20.868
-2.6076	-25.477
-4.2977	-30.854
-5.7948	-35.719
-7.5331	-40.584
-8.9817	-44.68
-10.768	-49.164
-11.879	-51.85
-13.086	-55.435
-14.342	-58.509
-15.501	-61.067
-16.853	-63.758
-18.06	-66.062
-19.799	-69.389
-20.764	-70.928
-22.744	-73.361
-23.855	-75.153
-24.627	-76.305
-25.69	-77.582
-26.703	-78.223
-27.767	-78.481
-28.974	-78.481
-30.035	-78.61
-30.808	-78.223
-31.387	-77.711
-31.483	-76.305
-30.952	-72.08
-30.18	-67.214
-29.939	-65.933
-29.312	-62.859
-28.346	-59.15
-27.523	-55.818
-26.558	-52.491
-24.965	-48.394
-22.744	-43.529
-20.523	-37.896
-18.736	-33.799
-16.756	-30.086
-14.969	-26.117
-13.328	-22.533
-11.686	-18.564
-10.431	-16.003
-8.3541	-11.65
-6.6639	-7.4255
-5.0221	-3.4567
-3.9596	-0.64011
-2.173	4.2248
-1.2555	7.0416
2.2696	16.644
4.1529	20.484
5.4567	23.557
6.4707	26.374
7.6779	30.086
9.03	33.671
10.72	37.512
12.555	41.225
14.39	45.192
16.032	48.648
17.867	51.85
20.233	55.693
21.73	57.997
23.13	59.79
25.158	61.196
26.655	61.067
27.671	61.067
28.057	61.067
28.974	59.532
28.346	53.002
27.912	49.804
27.475	46.602
26.703	42.505
26.027	39.304
24.627	34.567
23.227	30.854
21.682	27.014
19.557	22.02
18.253	19.332
15.984	13.955
14.583	10.37
12.941	6.6573
11.348	3.2006
9.8026	0
8.7404	-2.3045
6.1811	-7.6817
4.2012	-13.187
2.173	-17.924
0.57948	-21.124
-1.3038	-25.093
-2.8974	-28.55
-6.6157	-36.104
-9.03	-41.993
-11.879	-47.496
-13.231	-50.956
-14.631	-54.025
-16.08	-56.716
-17.674	-59.274
-19.122	-61.454
-20.909	-63.758
-22.503	-66.062
-25.062	-70.029
-26.8	-71.568
-27.572	-72.209
-28.877	-72.974
-29.939	-73.485
-29.794	-69.647
-29.649	-66.062
-29.312	-62.988
-28.877	-59.532
-28.443	-56.716
-27.475	-52.749
-26.558	-50.058
-25.352	-46.731
-24.096	-43.529
-23.227	-40.584
-22.31	-38.024
-21.054	-34.823
-19.509	-31.366
-17.094	-26.374
-15.211	-22.276
-12.458	-16.899
-10.237	-12.291
-7.2916	-5.761
-4.491	0.12803
-2.7041	4.0968
-0.43459	9.6019
0.77262	13.187
1.6418	15.491
7.8712	29.958
10.141	35.207
12.41	39.944
14.487	43.273
16.177	46.09
18.543	49.804
20.909	53.26
22.696	55.564
24.289	57.482
25.931	59.15
27.234	60.044
28.491	61.067
29.456	61.196
30.277	61.583
29.167	55.693
28.443	51.468
27.816	48.012
26.944	44.041
25.303	38.28
24.048	34.311
22.792	30.982
21.392	27.526
19.509	22.788
17.191	17.412
15.356	13.571
13.521	9.3457
11.541	4.8648
9.6096	0.76817
7.2433	-4.3529
4.6358	-9.4738
2.4144	-14.083
0.48288	-18.948
-2.9939	-27.526
-5.4567	-33.671
-6.4224	-36.104
-9.03	-41.096
-11.155	-46.344
-12.41	-49.164
-13.714	-52.108
-15.115	-54.795
-16.901	-57.61
-18.688	-59.915
-19.509	-60.684
-21.344	-62.859
-23.324	-64.91
-25.062	-66.191
-26.8	-67.214
-28.588	-68.624
-30.084	-69.9
-30.759	-70.287
-30.229	-64.781
-29.649	-60.684
-29.36	-58.122
-28.491	-55.435
-27.427	-52.108
-26.269	-48.777
-24.627	-44.551
-23.372	-41.48
-22.503	-39.176
-20.474	-34.439
-18.495	-29.702
-16.467	-24.837
-13.666	-19.844
-11.783	-16.644
-10.237	-13.571
-8.1608	-8.7056
-5.3119	-2.4325
-3.525	1.7924
-1.1589	7.5536
0.72433	12.163
2.8491	17.284
3.7666	19.588
7.5814	28.422
9.2232	32.391
11.155	36.104
13.328	40.712
15.115	43.657
17.481	47.496
19.509	50.316
21.489	53.002
23.227	55.306
24.483	56.458
26.655	58.38
27.912	59.15
28.732	59.403
27.234	54.283
26.462	49.929
25.352	43.529
23.806	37.256
22.02	31.495
20.426	27.782
17.722	20.996
15.887	16.899
10.527	5.121
8.6436	0.5121
6.6157	-3.8408
4.5392	-9.0899
2.6558	-13.315
0.048288	-19.332
-1.9799	-24.709
-3.7666	-29.446
-6.7605	-37.256
-8.9817	-42.248
-11.155	-46.86
-13.038	-50.827
-14.825	-53.901
-16.611	-57.099
-18.253	-59.403
-19.46	-60.684
-21.633	-62.735
-23.565	-64.527
-25.448	-67.085
-26.558	-68.237
-28.105	-69.389
-29.408	-70.287
-30.084	-70.67
-29.842	-65.804
-29.601	-61.707
-29.408	-58.763
-29.215	-55.818
-28.926	-53.26
-28.346	-50.569
-27.427	-47.883
-25.641	-44.551
-23.951	-41.608
-22.068	-37.64
-20.04	-33.543
-18.012	-29.446
-16.225	-25.477
-14.487	-21.765
-12.652	-17.796
-10.141	-12.675
-7.6297	-7.5536
-5.2634	-2.4325
-3.2355	2.6885
-1.3038	7.2974
0	10.242
4.2977	20.356
6.1326	24.197
8.5954	28.806
10.624	32.903
12.507	36.872
14.535	40.712
16.467	44.041
18.301	46.984
20.185	49.929
22.358	52.62
23.855	54.412
25.883	56.458
27.427	57.482
29.456	58.122
31.483	59.021
33.271	59.661
34.816	60.044
36.218	60.555
37.81	60.813
39.065	60.813
40.371	60.813
40.998	60.684
41.819	60.684
41.577	55.564
40.805	50.956
39.741	45.832
39.113	43.785
37.521	38.92
35.878	34.823
34.671	31.75
30.373	21.508
26.848	13.827
24.048	9.4738
20.909	4.7371
17.626	-0.5121
14.438	-5.8892
9.4163	-12.931
6.9535	-17.155
5.5049	-19.332
3.525	-22.148
0.86919	-25.861
-0.14487	-27.142
-4.0079	-34.567
-6.3259	-38.536
-8.3541	-41.48
-11.541	-47.754
-13.859	-51.21
-15.887	-53.901
-18.06	-56.205
-20.185	-58.509
-20.909	-58.892
-24.82	-61.325
-27.427	-62.606
-29.987	-63.117
-32.065	-64.011
-33.851	-64.269
-35.491	-63.887
-37.617	-62.988
-38.631	-61.965
-39.596	-60.555
-40.467	-59.021
-40.516	-57.228
-40.467	-55.306
-39.741	-51.592
-38.245	-47.625
-37.376	-44.297
-36.218	-40.328
-35.443	-37.256
-34.333	-34.311
-33.078	-31.495
-30.904	-27.142
-28.877	-23.045
-27.041	-20.1
-24.965	-16.644
-23.13	-13.827
-21.247	-10.626
-19.074	-7.6817
-16.273	-3.9688
-13.907	-0.38408
-8.5471	5.8892
-6.4707	8.578
-3.9596	12.163
-1.8833	15.363
0.19315	18.564
2.0281	21.253
3.7183	23.941
5.7465	27.91
8.4023	31.495
10.672	34.567
14.631	40.712
16.611	43.273
18.736	45.067
20.474	46.473
23.468	49.035
25.303	50.44
27.137	51.592
28.636	52.491
30.47	53.002
32.258	53.643
34.237	54.025
36.363	54.412
38.003	54.537
39.306	54.795
40.805	54.924
41.239	54.924
41.915	54.924
42.156	50.44
41.722	46.219
40.757	41.865
38.727	35.591
36.022	28.294
34.285	25.477
33.416	24.453
32.017	22.148
31.29	20.868
30.373	19.204
29.698	17.539
27.864	13.827
26.027	10.37
24.048	6.5292
21.006	1.4083
18.012	-2.5605
15.984	-5.5053
14.052	-8.3218
12.314	-10.882
9.2715	-14.851
7.4849	-17.284
5.8913	-19.588
4.491	-21.508
2.5593	-24.197
0.77262	-26.757
-2.3179	-31.495
-3.3802	-33.031
-4.4425	-34.695
-5.6015	-36.359
-10.285	-44.68
-13.086	-46.86
-15.404	-47.883
-20.04	-51.081
-22.599	-52.233
-25.014	-53.643
-27.427	-55.177
-29.601	-56.329
-31.435	-57.228
-33.802	-58.122
-35.878	-58.38
-37.521	-58.638
-39.5	-58.763
-41.867	-59.15
-42.977	-59.403
-43.797	-59.403
-44.135	-59.403
-43.122	-55.693
-42.205	-52.233
-40.757	-47.371
-39.596	-43.401
-37.569	-38.92
-34.961	-33.543
-32.741	-29.318
-30.325	-24.197
-27.427	-18.18
-24.627	-13.443
-20.861	-7.8098
-17.481	-2.6885
-12.941	3.2006
-9.9959	6.4011
-7.7744	9.0899
-5.3602	12.291
-2.5593	15.747
-0.048288	18.692
1.5935	20.996
4.5392	25.221
7.1951	28.166
9.175	30.854
9.8991	32.135
10.817	33.799
12.893	36.104
16.032	38.92
18.929	41.865
21.778	44.68
23.855	45.961
25.834	47.113
28.25	48.777
30.615	50.44
33.078	51.721
34.912	52.233
36.7	52.362
38.438	52.362
39.886	52.62
41.191	52.873
42.156	52.873
39.596	46.731
37.617	40.584
35.25	33.159
33.271	28.422
31.92	25.477
30.277	21.124
28.202	16.003
26.269	12.803
23.758	9.218
21.682	6.2735
19.364	2.6885
17.046	-0.64011
15.018	-3.8408
12.99	-6.7854
9.7061	-11.778
6.857	-16.259
4.2977	-20.1
2.4144	-23.301
0.48288	-26.374
-1.1106	-29.062
-2.8491	-31.75
-5.5532	-35.591
-7.1951	-37.64
-9.0782	-40.328
-12.362	-43.657
-14.197	-45.45
-16.949	-48.136
-20.378	-51.21
-23.13	-53.002
-25.593	-53.901
-28.105	-54.666
-30.856	-55.435
-33.32	-56.205
-36.266	-56.716
-38.148	-56.97
-38.052	-57.868
-39.355	-57.739
-41.095	-57.482
-41.819	-57.357
-42.253	-57.228
-41.239	-48.394
-38.631	-40.84
-36.99	-37.384
-35.733	-34.439
-34.381	-32.006
-32.451	-28.038
-28.781	-20.868
-26.413	-15.875
-23.42	-10.882
-20.474	-6.2735
-16.467	-1.2803
-12.99	2.5605
-8.1125	8.4499
-5.6497	11.778
-1.3038	17.284
1.2072	20.484
3.0422	22.276
5.5532	27.142
8.6436	31.11
10.962	33.671
13.038	35.975
14.197	37.127
14.583	37.256
16.756	38.024
18.881	39.176
21.054	39.944
23.034	41.096
25.255	42.761
27.282	44.297
29.698	45.703
31.773	46.344
34.044	46.86
35.878	47.242
38.341	47.496
39.065	47.496
40.079	47.496
38.534	41.096
37.521	36.999
35.974	31.623
34.237	26.501
32.017	21.38
28.877	14.467
26.124	8.9618
23.662	4.2248
20.764	-0.64011
18.398	-4.8648
16.853	-7.4255
16.853	-7.4255
13.762	-11.266
11.3	-14.851
9.3198	-17.155
4.7323	-22.917
2.9456	-25.477
1.5452	-27.654
-1.1589	-31.623
-2.8491	-33.799
-4.0079	-35.207
-7.7744	-40.584
-10.285	-44.425
-11.106	-45.45
-14.438	-48.777
-16.37	-50.827
-18.784	-52.362
-22.02	-53.514
-24.627	-54.412
-27.234	-54.795
-29.746	-54.924
-36.797	-56.458
-38.679	-56.587
-40.127	-56.329
-41.481	-55.818
-41.577	-53.26
-40.805	-48.012
-39.741	-43.785
-37.955	-39.048
-35.298	-33.671
-31.968	-27.269
-27.96	-20.484
-21.73	-8.9618
-16.515	-2.3045
-12.265	3.9688
-6.1811	10.498
0.24144	18.308
2.6558	20.868
5.3602	23.813
8.1608	26.757
12.41	31.623
15.549	34.695
18.301	36.872
21.344	39.304
24	40.84
26.703	41.865
28.877	42.761
31.339	43.529
33.368	43.785
35.684	43.785
37.376	43.913
39.789	44.551
43.073	44.68
45.344	44.68
46.695	44.68
48.529	43.529
48.966	40.2
49.352	37.768
48.722	31.623
46.647	22.661
45.248	19.204
43.749	15.747
42.398	12.675
41.288	11.01
39.982	9.0899
38.583	6.9135
36.942	3.9688
35.057	0.5121
33.368	-2.5605
32.451	-4.4809
30.18	-8.8337
27.671	-12.035
25.69	-14.339
23.324	-17.027
20.764	-19.076
17.674	-22.405
14.969	-25.221
11.976	-28.038
8.9334	-30.47
6.5672	-32.263
3.6218	-34.695
1.4969	-36.104
-0.19315	-37.384
-4.3942	-42.377
-6.7605	-44.297
-9.1265	-46.473
-11.783	-48.523
-14.1	-49.288
-16.708	-50.827
-20.619	-53.131
-23.71	-54.283
-25.448	-55.053
-27.33	-55.306
-29.891	-55.564
-32.499	-55.947
-35.878	-56.458
-38.969	-56.329
-41.143	-55.947
-43.218	-55.435
-45.923	-54.924
-48.143	-54.283
-50.076	-53.514
-50.848	-53.131
-53.457	-52.749
-52.2	-50.827
-51.186	-48.906
-50.173	-46.731
-49.642	-45.321
-45.296	-35.591
-42.929	-28.678
-41.046	-24.197
-39.403	-20.484
-37.376	-15.875
-35.057	-11.906
-31.483	-5.3772
-28.781	-1.2803
-25.593	2.8166
-18.35	9.3457
-14.052	12.546
-9.1265	17.027
-6.2776	19.076
-2.2696	22.405
1.1589	24.837
4.9738	27.91
8.1125	30.214
11.831	33.287
14.873	35.463
18.205	37.64
21.537	39.944
24.965	41.993
27.622	44.041
30.663	45.321
33.416	45.579
35.491	45.832
37.569	45.832
39.548	45.832
42.542	45.321
45.392	44.68
47.226	44.041
47.564	43.913
47.805	39.56
46.599	31.75
45.73	27.526
43.556	19.716
42.156	14.979
40.853	11.266
39.548	7.6817
37.376	1.9204
33.851	-5.6329
31.242	-9.9862
29.215	-13.827
27.041	-16.515
24.386	-19.844
22.116	-21.893
17.142	-26.629
13.473	-29.83
10.334	-32.518
6.1811	-35.463
2.8974	-37.768
-0.096578	-39.432
-3.8148	-41.225
-7.5814	-43.273
-10.72	-44.809
-14.052	-45.961
-17.239	-46.473
-20.185	-46.86
-22.889	-47.371
-26.269	-48.906
-28.926	-49.546
-31.58	-49.546
-34.671	-49.417
-37.183	-49.035
-39.934	-48.648
-42.349	-48.394
-44.765	-48.394
-46.358	-48.136
-48.095	-47.496
-49.497	-46.219
-49.545	-43.401
-48.722	-37.256
-47.13	-31.878
-45.489	-27.397
-44.28	-23.941
-41.867	-18.948
-38.776	-13.699
-35.395	-8.3218
-32.548	-4.0968
-29.698	0.38408
-26.703	4.3529
-16.756	14.083
-12.362	17.539
-7.6779	20.996
0.57948	28.166
4.2012	30.086
7.6779	31.878
11.058	33.671
14.825	35.463
18.978	36.872
23.082	38.664
26.896	41.225
29.891	42.761
33.03	43.529
36.218	44.297
39.113	44.551
42.012	44.297
45.006	43.785
46.744	43.529
47.323	43.401
45.682	31.75
44.569	25.989
42.736	20.356
41.046	15.491
39.21	10.37
37.231	5.121
34.864	-0.5121
32.017	-7.1693
29.987	-10.626
27.282	-14.211
24.338	-17.539
20.668	-21.508
17.336	-24.837
14.197	-27.782
10.962	-30.214
7.6297	-33.031
4.7323	-35.079
1.5452	-37.64
-1.9799	-40.072
-5.3119	-41.993
-7.8712	-43.145
-11.444	-44.425
-14.969	-45.703
-17.094	-46.219
-23.565	-48.012
-26.365	-48.777
-31.242	-49.164
-33.995	-48.906
-36.363	-48.523
-38.872	-48.265
-40.95	-47.754
-43.025	-47.113
-47.468	-47.242
-48.722	-46.86
-49.738	-44.425
-49.207	-38.664
-48.336	-34.055
-47.371	-30.342
-45.875	-26.245
-44.28	-22.02
-42.06	-17.539
-39.5	-12.931
-37.473	-9.3457
-34.719	-4.8648
-32.644	-1.2803
-30.084	2.9446
-27.282	7.2974
-23.806	11.523
-19.46	15.491
-16.273	18.436
-12.748	21.38
-9.2232	24.197
-4.9738	26.629
-1.0624	29.062
2.8491	30.982
6.857	32.647
10.768	34.823
13.859	36.487
16.563	37.896
20.716	39.944
24.144	41.48
28.781	43.657
31.387	43.785
34.092	43.785
37.038	44.041
39.355	44.041
45.875	42.889
46.888	42.633
47.274	42.505
48.918	43.273
49.883	42.248
50.559	39.048
50.124	33.287
48.819	26.245
46.888	19.844
44.28	13.315
40.467	4.9929
36.652	-2.4325
34.961	-5.3772
32.017	-12.035
30.325	-14.083
26.655	-18.18
22.792	-22.533
18.205	-27.269
13.956	-30.982
9.1265	-34.439
5.2151	-37.64
1.1106	-39.944
-2.8491	-41.736
-5.6015	-42.889
-9.3198	-43.785
-13.038	-44.169
-16.225	-44.169
-19.702	-45.832
-22.599	-46.473
-26.703	-47.625
-30.373	-47.883
-33.947	-47.625
-36.314	-47.242
-42.205	-46.602
-44.91	-46.473
-46.84	-46.219
-47.805	-44.68
-47.757	-40.328
-46.695	-35.847
-47.419	-36.615
-44.91	-24.709
-42.88	-18.308
-40.805	-13.058
-39.355	-8.8337
-38.197	-5.5053
-37.183	-2.6885
-35.491	0.25605
-33.754	3.0726
-31.194	6.5292
-28.974	8.8337
-26.269	11.906
-23.662	14.339
-21.247	16.131
-18.978	18.052
-16.708	19.844
-14.197	22.405
-11.638	24.453
-9.175	25.989
-7.1468	27.014
-5.2634	27.782
-3.1387	28.55
-1.1106	29.702
0.28974	30.726
0.57948	30.982
