"Pujol 2002, No. 10-3-3S"	
1.499621753	49.47037073
1.707081169	54.17284164
1.634439641	54.12826933
1.659520035	54.15055336
1.700484837	54.15055336
1.700992702	54.15055336
1.772124043	54.12826933
1.728171268	54.15055336
1.703328207	54.15055336
1.706349378	54.15055336
1.755776778	54.10598105
1.716085946	54.15055336
1.742769576	54.15055336
1.75027534	54.12826933
1.713889297	54.15055336
1.793035863	54.17284164
1.770608111	54.21741396
1.773748507	54.19512568
1.854003851	54.26198629
1.809733461	54.21741396
1.803690162	54.21741396
1.79087305	54.19512568
1.890118724	54.19512568
1.807821229	54.26198629
1.729855903	54.23970224
1.833196892	54.19512568
1.916730212	54.23970224
1.789607538	54.23970224
1.853753111	54.23970224
1.931341608	54.23970224
1.84652953	54.23970224
1.992309596	58.27357141
2.069719974	58.27357141
2.126927021	58.31814372
2.068209469	58.27357141
2.116906036	58.27357141
2.234839587	58.25128735
2.19134887	58.25128735
2.242392754	58.25128735
2.238369899	58.25128735
2.19196351	58.29585969
2.358291656	62.35201712
2.376610526	62.35201712
2.351128246	62.3743054
2.361029208	62.3743054
2.387456352	62.39658944
2.739807152	67.188205
2.714113554	67.188205
2.670741105	67.23277731
2.670008356	67.21049328
2.737729728	67.23277731
2.91168781	67.188205
2.868573282	67.21049328
2.867972208	67.16592094
2.937428012	67.21049328
2.859675281	67.21049328
2.944837214	67.23277731
2.916193471	67.188205
2.967793579	67.21049328
2.942263737	67.21049328
2.908085835	67.16592094
2.955919895	67.23277731
2.885163307	67.21049328
2.978307426	67.188205
3.010104015	67.21049328
2.928713557	67.16592094
2.962393809	66.78704562
3.057945097	66.78704562
2.998555287	66.74247331
2.99961794	66.76476159
3.049377159	66.78704562
3.065376325	65.07209521
3.044321179	65.11666752
3.019879846	65.07209521
3.008005204	65.09438349
3.040355304	65.07209521
3.010341508	64.80465705
2.978934994	64.80465705
3.072975776	64.80465705
3.076563387	64.76008471
3.014873024	64.80465705
3.053950493	64.78236877
3.030888469	64.76008471
3.052827828	64.73779643
3.104557856	64.73779643
2.995740805	64.73779643
3.255308673	72.31523075
3.316940301	72.31523075
3.303497057	72.31523075
3.288390405	72.31523075
3.3068609	72.31523075
3.324632643	71.73578636
3.236421608	71.71349808
3.271226759	71.73578636
3.362753437	71.73578636
3.294961998	71.75806615
3.709882108	78.02059794
3.717610201	77.95374157
3.740118394	77.95374157
3.687504472	77.93145332
3.762058711	77.93145332
3.784624362	75.90337248
3.773376969	75.90337248
3.781379584	75.88108419
3.800865169	75.88108419
3.72428075	75.94794902
4.242806155	83.56995565
4.283888587	83.54767586
4.242191355	83.52538758
4.256755987	83.5030993
4.276782954	83.52538758
4.222403477	82.18819253
4.250563616	82.16590425
4.261857614	82.18819253
4.313363875	82.16590425
4.273294937	82.12132769
4.736450035	88.69586996
4.756878569	88.67359018
4.770427792	88.6513019
4.702588791	88.6513019
4.670297744	88.62901362
4.850149415	85.86547889
4.739313675	85.86547889
4.735902269	85.84319061
4.832799988	85.84319061
4.798868198	85.84319061
4.806871452	83.90425443
4.908524454	83.92654271
4.865362683	83.92654271
4.764725729	83.90425443
4.838785829	83.90425443
4.915251184	83.85968634
4.854728814	83.90425443
4.785095528	83.92654271
4.844108989	83.88197462
4.849016536	83.90425443
5.307100012	94.53495835
5.402487864	94.53495835
5.426775338	94.51267007
5.363196205	94.46810201
5.388053151	94.46810201
5.820668712	99.70544923
5.911013672	99.70544923
5.927631787	99.70544923
5.858056598	99.68316095
5.928930975	99.68316095
6.002699316	96.51846263
6.009923696	96.51846263
5.925795686	96.51846263
5.910123712	96.49617435
5.980145157	96.49617435
6.384479917	102.825571
6.321231487	102.8478508
6.33202975	102.8032827
6.40284603	102.7809944
6.411247021	102.7809944
6.608650818	105.0096528
6.610396901	104.9650763
6.644320072	104.9650763
6.673811321	104.9427965
6.624842467	104.8982199
6.666772084	103.7393142
6.69553234	103.7616024
6.682833495	103.7170343
6.647074223	103.7170343
6.647014211	103.7616024
6.703869488	102.2461181
6.740927948	102.2238298
6.666313059	102.2015415
6.717133974	102.2461181
6.77904938	102.2238298
6.695228451	102.000964
6.617874733	101.9563874
6.712696305	102.000964
6.743252441	102.000964
6.689515854	102.000964
6.764062432	100.5077595
6.74923892	100.4854797
6.734839321	100.5077595
6.760817335	100.4854797
6.753830449	100.5077595
6.705190382	100.039748
6.772309563	100.0174597
6.792681597	100.039748
6.715210409	100.0174597
6.753214372	100.039748
6.805921823	97.15975765
6.850251267	97.15975765
6.851821146	97.18204593
6.789575676	97.13747786
6.835084284	97.13747786
7.241383467	105.7400925
7.371763208	105.6955244
7.363371795	105.6286596
7.297763758	105.6509478
7.334492154	105.6286596
7.492874344	102.6645473
7.395423752	102.642259
7.325399753	102.642259
7.419157715	102.6645473
7.463768702	102.642259
7.828758176	105.6955244
7.905496455	105.6955244
7.916908242	105.6955244
7.91294492	105.6509478
7.934718928	105.6955244
7.994500091	103.7120201
7.958170708	103.6897319
7.920166746	103.6674436
7.982189407	103.6897319
7.9872157	103.6897319
7.975990333	103.1994236
7.929690081	103.2217119
7.955442094	103.1771353
8.043665579	103.1994236
7.934221598	103.2217119
8.286833353	107.3224417
8.286113852	107.3001534
8.248320568	107.3001534
8.294834053	107.3001534
8.340582069	107.2555853
8.365337506	104.3806176
8.292518497	104.3360411
8.334215091	104.3583294
8.392318481	104.3583294
8.340481199	104.3806176
8.740473415	106.6092761
8.823878731	106.5869878
8.834571655	106.5646995
8.795447262	106.5646995
8.802835716	106.5646995
9.502310878	110.2865624
9.493750921	110.2196976
9.502393234	110.1751295
9.480224682	110.1082646
9.515607923	110.01912
9.607382947	105.5172266
9.657707809	105.4949468
9.592770753	105.5172266
9.569380261	105.4949468
9.630173322	105.4949468
10.09297665	109.9299754
10.10239273	109.7962542
10.07460096	109.6848212
10.00582763	109.5733883
10.02598515	109.506532
10.21916515	109.506532
10.30447424	109.506532
10.32934268	109.4396671
10.23640764	109.4842437
10.18543351	109.3728108
10.30583791	106.252689
10.37765268	106.2304007
10.3718922	106.2081125
10.31613884	106.2081125
10.33281697	106.2304007
10.37540352	104.8984999
10.28259873	104.8539233
10.30767976	104.8762116
10.4023347	104.8539233
10.40674939	104.8762116
10.69047736	108.6872192
10.66964694	108.6872192
10.72166043	108.5980745
10.77096829	108.6426426
10.73694424	108.5980745
10.69717888	106.3471278
10.75679277	106.3471278
10.85078631	106.3248396
10.78389249	106.3025513
10.75477536	106.3471278
10.88769857	105.3219433
10.78296806	105.3442316
10.72593785	105.299655
10.79785988	105.3219433
10.84504562	105.3219433
11.22084485	109.6678272
11.18988396	109.6455389
11.23790731	109.6455389
11.31376329	109.6232591
11.26131312	109.6009708
11.7183298	110.5815788
11.69493803	110.5592905
11.70232712	110.5592905
11.73394559	110.5815788
11.70781499	110.5370022
11.67661405	107.1494466
11.69765387	107.1717349
11.83295584	107.1494466
11.78341177	107.1494466
11.74842754	107.1271583
11.72585806	106.4585608
11.74567339	106.4585608
11.83020169	106.4139842
11.81468039	106.4585608
11.77814224	106.4139842
12.13233473	108.7763638
12.07312495	108.7317957
12.09382514	108.7540755
12.18109099	108.7317957
12.20947649	108.7317957
12.74662018	110.9604541
12.79746281	110.871301
12.73234891	110.8935893
12.71976817	110.8267329
12.80978434	110.8267329
12.83243554	106.9934371
12.75983934	106.9711488
12.80288173	106.9934371
12.8606525	106.9265807
12.86159992	106.9711488
13.27961797	109.5563942
13.22727378	109.5786825
13.16973922	109.534106
13.17187666	109.5118262
13.22206809	109.5786825
13.55944583	111.0050222
13.6123978	110.9604541
13.63250042	110.9381658
13.53751222	110.8935893
13.50242584	110.8935893
13.63644841	107.57289
13.60924144	107.57289
13.71022314	107.5951782
13.70797973	107.57289
13.64740756	107.5951782
13.63968394	106.1019737
13.72061026	106.1688386
13.72468084	106.1911184
13.69704101	106.1465503
13.72554526	106.124262
13.77194702	103.0241972
13.82047856	103.0241972
13.79780565	103.0241972
13.71558078	103.0464854
13.72968223	103.0464854
13.95100003	107.6375234
13.95038714	107.6598032
13.98783695	107.6598032
14.00910278	107.6375234
13.91775231	107.6375234
14.46367557	111.2925215
14.43228183	111.2256567
14.47818179	111.247945
14.49189381	111.2256567
14.43733302	111.1588003
14.53597682	107.0803588
14.59067168	107.0580706
14.58194829	107.0580706
14.4630512	107.0580706
14.47944587	107.1026386
15.08091692	109.8216053
15.05432411	109.799317
15.07771715	109.8216053
15.14562606	109.7770287
15.03495567	109.7770287
15.53283516	111.2033769
15.53557144	111.2256567
15.45424163	111.2033769
15.47748273	111.1588003
15.55813964	111.1810886
15.69475165	111.0473674
15.63358065	111.0250791
15.65211275	111.0473674
15.70035827	111.0027908
15.7356681	111.0250791
15.78996969	108.6404197
15.77765964	108.6849878
15.71586553	108.6181314
15.76058314	108.6404197
15.81080138	108.6404197
15.72912683	107.9049574
15.7773749	107.8603893
15.79410794	107.9049574
15.74077675	107.8603893
15.72962097	107.9049574
16.42079026	112.2954178
16.42454418	112.2508412
16.4208656	112.2508412
16.34020741	112.2285529
16.32677374	112.1616966
16.42970391	108.6849878
16.39209066	108.6849878
16.47168524	108.6849878
16.50152123	108.6626995
16.4922322	108.6404197
16.91694218	111.4485225
16.91834671	111.4039544
17.04503254	111.3593779
16.98367512	111.4039544
16.87172661	111.3593779
17.14026334	111.5599554
17.13539474	111.5599554
17.2654923	111.5376756
17.23043784	111.5599554
17.17765698	111.5376756
17.16511965	109.1530078
17.30713527	109.1307195
17.32016545	109.175296
17.24812851	109.175296
17.26896914	109.1084312
17.26903554	107.8603893
17.23460802	107.8603893
17.30361373	107.8603893
17.351978	107.8603893
17.30295233	107.8603893
17.35087481	106.9689259
17.29865192	106.9689259
17.33554758	106.9466376
17.38463327	106.9689259
17.32332691	106.9689259
17.83205702	111.6491086
17.85136544	111.5822437
17.85219922	111.5822437
17.80207163	111.5376756
17.76243714	111.5376756
18.41489893	112.2731295
18.44362407	112.2062732
18.55899325	112.2062732
18.51644245	112.1839849
18.50290535	112.1394083
18.54558512	108.462122
18.5346132	108.5066985
18.5970751	108.4398337
18.63944969	108.462122
18.60878758	108.4175539
18.96963625	110.8245016
18.9507926	110.7353569
18.88596216	110.8022133
18.90404354	110.779925
18.96735198	110.779925
19.39205175	112.0948402
19.38203236	112.11712
19.44685897	112.0502637
19.47802671	112.0279754
19.43464596	112.0725519
19.53937137	108.9301419
19.51765354	108.9078536
19.51190902	108.8855654
19.50444843	108.9301419
19.55102256	108.8855654
19.96437886	111.4262427
20.0239436	111.4039544
19.91271906	111.3816662
19.85730662	111.3816662
19.95381426	111.3593779
20.00565793	110.0890477
20.12786459	110.0667594
20.10031798	110.0667594
20.03482613	110.0667594
20.09708373	110.0444711
20.2406073	111.3370896
20.26878212	111.247945
20.22170746	111.2925215
20.13365763	111.2702332
20.21884989	111.2925215
20.26153476	109.4650182
20.27803668	109.4873065
20.33805087	109.44273
20.27631167	109.4650182
20.19223537	109.4873065
20.28779432	108.9969983
20.29317621	108.9969983
20.27334811	108.9969983
20.31493617	108.9747185
20.33940943	109.0192866
20.40252507	105.1859992
20.33167687	105.1191344
20.30911249	105.1637109
20.35808837	105.1414226
20.43280924	105.1414226
20.38123371	104.9185568
20.39942106	104.9408451
20.39288362	104.9408451
20.35576451	104.9408451
20.40160446	104.9408451
20.39108966	104.8962685
20.43929049	104.8962685
20.33773932	104.9185568
20.29789925	104.8962685
20.36904624	104.9408451
20.42843349	103.2665599
20.40868967	103.2219919
20.41702107	103.2665599
20.42994528	103.2665599
20.43073437	103.2442802
20.28553814	99.4109843
20.34800897	99.4109843
20.36905518	99.36640776
20.38444497	99.4109843
20.35125598	99.43327258
20.09849975	94.75308996
20.16146472	94.75308996
20.18105405	94.73080168
20.18744082	94.73080168
20.14546077	94.73080168
19.8937822	89.93918612
19.8681534	89.9614744
19.93974472	89.98376268
19.9365922	90.00604249
19.93973195	89.98376268
19.93977409	90.85293775
19.89607158	90.83064949
19.85280319	90.85293775
19.85435966	90.87522603
19.93519405	90.83064949
19.83692947	91.03122703
19.95139719	91.00893875
19.99125641	91.03122703
19.88305161	91.00893875
19.86458207	91.00893875
19.95928426	91.0758036
19.86928341	91.0758036
19.82579029	91.0758036
19.89799578	91.0758036
19.96751989	91.00893875
19.93326219	91.0758036
19.82634444	91.09809188
19.85069001	91.09809188
19.96404177	91.09809188
19.96628391	91.05351532
19.91712544	91.14265997
19.90424976	91.16494825
19.92394634	91.12037169
19.92943677	91.16494825
19.89966972	91.14265997
19.51172899	82.58461342
19.57470801	82.58461342
19.52999423	82.56232514
19.42252106	82.56232514
19.45206849	82.56232514
19.20391783	76.9015345
19.23807339	76.92382278
19.25093376	76.9015345
19.2602828	76.87924622
19.24288709	76.9015345
18.93013966	71.97619775
18.93135521	71.99848603
18.99785959	71.93162966
19.01510592	71.97619775
18.92122857	71.97619775
18.75580203	68.36577198
18.70251043	68.41034855
18.70319865	68.34348795
18.72955014	68.34348795
18.78474169	68.38806027
18.75253842	69.680683
18.68032783	69.680683
18.68474443	69.70296703
18.76865985	69.680683
18.74581967	69.680683
18.75545218	69.99269347
18.7015528	69.99269347
18.67682928	69.97040944
18.67065319	69.99269347
18.73429233	69.99269347
18.20522595	60.81062172
18.24603514	60.81062172
18.25984547	60.83291001
18.28296655	60.81062172
18.28320021	60.83291001
17.79068091	53.99092533
17.87558588	54.03550189
17.844685	54.03550189
17.82017344	54.03550189
17.80756716	54.10235824
17.44523991	49.51132449
17.57136265	49.51132449
17.57308767	49.53360854
17.51234951	49.55589682
17.52272259	49.46675217
17.56938738	50.80394722
17.52683913	50.78165894
17.45339	50.82623125
17.46758466	50.78165894
17.47618548	50.80394722
17.16140531	44.42998251
17.10095445	44.42998251
17.12912927	44.40769423
17.13974622	44.42998251
17.16548994	44.45227079
17.1177028	44.76428126
17.10600564	44.71970895
17.17480068	44.69742067
17.14686462	44.74199298
17.04304067	44.71970895
17.08085566	45.23230121
17.16369725	45.25458527
17.1642514	45.27687355
17.05908293	45.25458527
17.03473353	45.25458527
17.09113425	46.21625204
17.05291705	46.17167972
17.04856302	46.17167972
17.01518506	46.19396376
17.07020423	46.17167972
16.70844134	39.30741101
16.71650078	39.30741101
16.7139739	39.30741101
16.73815987	39.30741101
16.7674979	39.28512273
16.22506935	33.06716749
16.29975701	33.04488132
16.33628495	33.15631425
16.30097129	33.06716749
16.29431383	33.08945366
16.30206555	34.44893485
16.24547075	34.51579545
16.16845029	34.47122313
16.20561536	34.4935093
16.28555213	34.4935093
16.31371419	34.82780806
16.27402607	34.80552189
16.23775734	34.80552189
16.2785129	34.8500942
16.25935769	34.8500942
15.83448427	27.04978982
15.73181458	27.09436213
15.65485286	27.07207598
15.74491627	27.09436213
15.7905315	27.07207598
15.77666881	28.16411902
15.70634922	28.18640519
15.77038674	28.14183285
15.80134891	28.16411902
15.71822514	28.16411902
15.34033827	21.50042998
15.25178409	21.47814383
15.19625673	21.50042998
15.28190737	21.50042998
15.29544063	21.47814383
15.33535092	22.30274659
15.25579465	22.39189334
15.19204953	22.34732102
15.22995901	22.32503487
15.25837643	22.34732102
15.21210491	22.65933363
15.30955486	22.68161978
15.25239697	22.65933363
15.2340283	22.70390594
15.27261195	22.68161978
15.20456259	23.30564286
15.23507149	23.28335669
15.28265943	23.23878438
15.26568763	23.30564286
15.19846439	23.35021731
14.83493563	17.2214067
14.73500349	17.28826625
14.69923017	17.35512578
14.77077808	17.35512578
14.77870728	17.37741195
14.2349738	10.93658983
14.24952342	10.91430259
14.28613307	10.91430259
14.26094989	10.91430259
14.19305248	10.95887597
14.25536881	11.96177226
14.24495871	11.89491271
14.20896322	11.93948609
14.19146536	11.91719888
14.13844317	11.93948609
13.75660192	6.078114203
13.7130539	6.0558275
13.67033967	6.100400883
13.75576814	6.078114203
13.74858973	6.100400883
13.44706575	3.292291466
13.39444831	3.270004764
13.38606073	3.270004764
13.46475641	3.31457788
13.45282431	3.31457788
13.43568141	4.295187734
13.4081348	4.295187734
13.34443947	4.272901054
13.31169993	4.272901054
13.32439814	4.31747417
13.28725349	2.356254728
13.22327471	2.356254728
13.23056676	2.311681612
13.23319067	2.356254728
13.26246869	2.311681612
13.22892091	4.607199543
13.13365819	4.584913375
13.16796952	4.607199543
13.29000381	4.584913375
13.26603363	4.607199543
13.27864246	3.403724378
13.28430526	3.381437698
13.21467645	3.336864582
13.23180019	3.336864582
13.31940824	3.31457788
13.20886553	2.868846213
13.22325045	2.913419328
13.23013136	2.913419328
13.30872744	2.913419328
13.25341459	2.891132893
13.24685545	2.668267048
13.16138484	2.668267048
13.16860666	2.668267048
13.23291615	2.668267048
13.26750839	2.668267048
13.19351149	3.047138942
13.22816629	3.069425622
13.25788354	3.069425622
13.2633612	3.113998737
13.20514864	3.069425622
13.22915585	3.136285151
13.27309458	3.180858533
13.18784997	3.136285151
13.17911636	3.136285151
13.26464443	3.158571853
13.17026145	3.225431649
13.16763243	3.247718084
13.1956119	3.225431649
13.22516316	3.225431649
13.24515852	3.225431649
13.24128969	3.292291466
13.25549712	3.270004764
13.22286484	3.247718084
13.19018531	3.270004764
13.16953238	3.270004764
13.18995293	3.31457788
13.19503732	3.336864582
13.22991174	3.31457788
13.27889145	3.359150995
13.19268665	3.336864582
13.23466798	3.336864582
13.24138545	3.336864582
13.2433569	3.31457788
13.18099077	3.359150995
13.14343625	3.31457788
13.2437923	3.359150995
13.18799298	3.336864582
13.12703137	3.336864582
13.16162361	3.336864582
13.25756816	3.359150995
13.2098155	3.403724378
13.2339389	3.381437698
13.25459184	3.381437698
13.21226704	3.381437698
13.17969477	3.381437698
12.91792786	3.845277274
12.93074098	3.867563687
12.90314968	3.845277274
12.91613134	3.867563687
12.9013506	3.867563687
12.96802353	2.574942046
12.93129258	2.597228459
12.97227158	2.597228459
12.97327391	2.597228459
13.00753672	2.597228459
12.96211047	2.485795548
12.92141492	2.463509113
12.95813182	2.508082228
12.92605369	2.508082228
12.93966229	2.508082228
12.96377036	2.552655344
12.92951138	2.552655344
12.95274993	2.508082228
12.92827157	2.597228459
12.94960762	2.530368664
12.94828098	2.377984357
12.94742932	2.444843908
12.95062781	2.377984357
12.9600356	2.377984357
12.9362429	2.400270792
12.00494663	-8.364149326
12.04567665	-8.386436006
12.03870254	-8.364149326
12.04021304	-8.364149326
12.04474328	-8.364149326
12.03632633	-7.160673894
12.01625308	-7.138387214
12.05748873	-7.160673894
12.01406968	-7.138387214
12.01014849	-7.205246742
11.9821869	-6.648082142
11.96943762	-6.692655524
11.9694274	-6.648082142
11.93904747	-6.692655524
11.96347732	-6.670368844
11.89132035	-6.603509293
11.91809958	-6.581222613
11.90374786	-6.603509293
11.89838002	-6.603509293
11.88199684	-6.581222613
11.95342728	-6.514362528
11.92118444	-6.514362528
11.93689089	-6.53664923
11.94730099	-6.53664923
11.92580916	-6.53664923
11.57160008	-11.0385394
11.55389665	-11.06082556
11.56790617	-11.0385394
11.57544848	-10.99396601
11.55059217	-10.99396601
11.55156002	-10.03564313
11.59093531	-10.01335696
11.54600192	-9.991069745
11.57833926	-10.01335696
11.57690281	-9.991069745
11.1100238	-13.2671978
11.09993163	-13.22262442
11.09919744	-13.28948397
11.09556482	-13.22262442
11.11403436	-13.22262442
11.0981632	-11.84085601
11.1121025	-11.84085601
11.10211758	-11.86314322
11.08910017	-11.84085601
11.11797981	-11.84085601
11.14368394	-11.595704
11.16031482	-11.595704
11.12277052	-11.57341785
11.15391784	-11.55113061
11.12890831	-11.595704
10.82125676	-15.00555113
10.75921239	-15.02783836
10.79145651	-15.02783836
10.7639099	-15.02783836
