Saatcioglu and Grira 1999 Column BG-2	
-7.009495	-132.3270517
-7.509115	-140.7715502
-8.008734	-141.2260182
-8.525583	-141.5855319
-7.991507	-109.5719757
-7.491887	-109.0139818
-6.992267	-99.18765957
-6.492647	-91.35969605
-5.975799	-84.00905775
-5.493407	-77.77100304
-4.993787	-71.25234043
-4.494167	-61.77051672
-3.994547	-57.97378116
-3.494927	-46.83809726
-2.995308	-39.25131307
-2.495687	-27.87444377
-1.996068	-27.52322796
-1.496448	-17.80021884
-0.9968279	-6.905726444
-0.497208	-0.972779939
0.002411962	5.718181155
0.5020319	10.58302128
1.001652	18.30763526
1.501272	23.06910638
2.000892	30.00125836
2.500511	38.75952584
3.000131	45.79503343
3.51698	51.45732523
4.0166	58.97520365
4.516219	64.08121581
5.01584	69.97975684
5.515459	75.39586626
6.015079	82.15574468
6.514699	86.36589666
7.014319	94.4006079
7.513939	99.64443769
8.013558	105.6807903
8.51318	109.9254103
9.012799	117.2021277
9.512419	120.9299696
10.01204	127.7587234
10.51166	129.9360486
11.01128	131.9410942
11.5109	138.1152584
12.01052	160.6032827
12.51014	162.7077812
13.00976	165.2322188
13.50938	169.1667477
14.009	172.1412158
14.50862	174.3056535
15.00824	173.670152
15.50786	179.1146505
16.00748	181.0890578
16.5071	183.0935562
15.99025	102.1300912
15.49063	85.82620061
14.99101	77.41246201
14.49139	76.61337386
13.99177	69.50893617
13.49215	60.23383587
12.9753	50.33358055
12.49291	49.98734954
11.99329	37.74912462
11.49367	31.64390881
10.99405	31.29268693
10.49443	16.64260182
9.994811	9.572638298
9.495192	4.018697872
8.99557	1.841362918
8.495952	-5.331966565
7.99633	-14.53815198
7.496711	-20.57446201
6.997091	-24.54346505
6.480242	-32.58315502
5.997851	-39.0968693
5.498231	-42.20448632
4.998611	-50.51484498
4.498991	-58.23945289
3.999371	-66.1018845
3.499752	-66.90103343
2.982903	-71.73635258
2.483283	-75.32638298
1.983663	-82.32741641
1.484043	-90.12097264
0.9844235	-90.74784195
0.4848036	-95.71604863
-0.01481631	-101.8212766
-0.5144362	-107.237386
-1.014056	-112.3089362
-1.513676	-115.7266869
-2.013296	-117.1722188
-2.512916	-117.4266869
-3.012536	-117.761155
-3.512156	-118.0156839
-4.011776	-118.430152
-4.511395	-118.7446201
-5.011016	-123.6491185
-5.510636	-128.5836474
-6.010255	-128.7581155
-6.509875	-134.882614
-7.009495	-136.0270517
-7.509115	-142.1715502
-8.008734	-144.0160486
-8.508354	-147.4604863
-9.007974	-151.6750152
-9.507595	-153.5094833
-10.00721	-158.4439514
-10.50683	-158.9984195
-11.00645	-160.2129483
-11.50607	-165.6674164
-12.00569	-166.2618845
-12.50531	-167.1963526
-13.02216	-168.6058359
-13.50455	-170.8953191
-14.00417	-172.0398176
-14.50379	-172.3242553
-15.00341	-173.6387842
-15.50303	-177.5731915
-16.00265	-176.95769
-16.50227	-176.3821884
-15.98543	-146.3387842
-15.48581	-136.4435258
-14.98619	-130.2349544
-14.48657	-126.0247416
-13.98695	-119.3682067
-13.48733	-115.4681459
-12.98771	-112.9117933
-12.48809	-107.9435866
-11.98847	-103.2855319
-11.48885	-98.00723404
-10.98923	-92.9356231
-10.48961	-90.51714286
-9.989985	-85.10103343
-9.473138	-80.64468085
-8.990746	-76.1293617
-8.491126	-71.54018237
-7.991507	-68.29471125
-7.474659	-62.49458967
-6.992267	-56.15318541
-6.492647	-50.87488754
-5.993027	-45.21758055
-5.493407	-42.14440729
-4.993787	-36.31483283
-4.494167	-31.96681459
-3.994547	-27.75662614
-3.494927	-22.89178723
-2.995308	-17.92358055
-2.495687	-12.23181763
-1.996068	-7.40143465
-1.496448	-1.434029787
-0.9795996	2.160952584
-0.497208	9.604942249
0.002411962	12.05792705
0.5020319	18.74888754
1.001652	23.0968997
1.5185	23.38418845
2.000892	32.1374772
2.500511	36.10647416
3.000131	42.00497264
3.534208	46.84531915
4.0166	52.9111003
4.516219	57.36248632
5.01584	63.39878419
5.515459	66.57531915
6.015079	70.88887538
6.514699	76.33945289
7.014319	83.20273556
7.513939	87.06832827
8.013558	89.90030395
8.51318	94.97191489
9.012799	99.21653495
9.512419	106.1831003
10.01204	109.4630395
10.51166	114.4312462
11.01128	117.4699696
11.5109	121.301155
12.01052	125.270152
12.51014	127.3440729
13.00976	130.1416413
13.52661	135.1148328
14.009	138.0106991
14.50862	141.2561702
15.00824	145.2595745
15.50786	149.7109422
16.00748	154.9590881
16.5071	165.6135562
17.00672	173.4480851
17.50634	178.6925228
18.00596	180.5269909
18.50558	183.8114894
17.98873	112.5277204
17.48911	100.5995745
16.98949	99.00802432
16.48987	91.59349544
15.99025	86.86650456
15.49063	79.45197568
14.99101	74.41489362
14.49139	69.37775076
13.99177	62.89355623
13.49215	54.72102128
12.99253	49.75282067
12.49291	45.99055319
11.99329	37.06001824
11.49367	31.05817021
10.99405	23.12682675
10.49443	11.6466079
9.994811	9.986097264
9.495192	3.019499696
8.99557	-2.1209769
8.461493	-3.309079635
7.99633	-10.12789666
7.496711	-11.06484498
6.997091	-17.41125228
6.497471	-25.27368389
5.997851	-25.556
5.498231	-33.59069909
4.998611	-37.38743465
4.498991	-44.18175684
3.999371	-48.87432219
3.499752	-53.08451064
2.982903	-58.54007295
2.483283	-58.99465653
1.983663	-67.37392097
1.484043	-70.82607903
0.9844235	-73.89927052
0.4848036	-80.79696049
-0.01481631	-81.90620061
-0.5144362	-88.45933131
-1.014056	-91.8081459
-1.513676	-98.22346505
-2.013296	-101.951307
-2.512916	-108.1254103
-3.012536	-109.6825532
-3.512156	-110.1371429
-4.011776	-114.7263222
-4.511395	-114.8019453
-5.011016	-120.5970821
-5.510636	-125.0139818
-6.010255	-127.6048024
-6.509875	-130.1955623
-7.009495	-134.7158663
-7.509115	-135.8595745
-8.008734	-141.7580547
-8.508354	-144.4521581
-9.007974	-144.9412158
-9.507595	-149.8405471
-10.00721	-151.8111854
-10.50683	-156.1935562
-11.00645	-158.9222492
-11.50607	-162.1331915
-12.00569	-164.103769
-12.50531	-167.7971429
-13.00493	-170.250152
-13.50455	-171.8072948
-14.00417	-176.9821884
-14.50379	-177.2644985
-15.5	-177.5181155
-16.5	-177.8417629
-15.5	-142.5806079
-14.48657	-133.7426748
-13.98695	-130.1871733
-13.48733	-124.7365957
-12.98771	-119.9406687
-12.48809	-116.316231
-11.98847	-111.9337386
-11.48885	-106.8966565
-10.98923	-102.3074164
-10.48961	-97.75270517
-9.989985	-94.3350152
-9.490366	-89.02224924
-8.990746	-83.77841945
-8.491126	-79.46486322
-7.991507	-77.83878419
-7.491887	-72.04364742
-6.992267	-67.07544073
-6.492647	-60.93580547
-5.993027	-56.20876596
-5.493407	-53.27341641
-4.993787	-46.72026748
-4.494167	-41.09742249
-3.994547	-37.57633435
-3.494927	-33.71069301
-2.995308	-27.50210334
-2.495687	-23.22300304
-1.996068	-18.18589058
-1.496448	-12.14957447
-0.9968279	-7.698194529
-0.497208	-1.351786626
0.002411962	20.56834043
0.5020319	26.57020061
1.001652	33.5023465
1.501272	37.36799392
2.000892	41.75045593
2.500511	45.9951003
3.000131	51.92804863
3.51698	56.72896049
4.0166	62.59300912
4.516219	67.28559271
5.01584	71.56468085
5.515459	74.98237082
6.015079	80.53635258
6.514699	84.81544073
7.014319	89.33574468
7.513939	96.02668693
8.013558	97.85945289
8.51318	103.3100304
9.012799	107.1067477
9.512419	112.9363526
10.01204	115.5615805
10.51166	119.3238906
11.01128	124.2231611
11.5109	125.3324012
12.01052	128.5433435
12.51014	132.5123404
13.00976	136.5158055
13.50938	140.0713678
14.009	143.6268693
14.50862	147.2168389
15.00824	149.2908207
15.50786	152.9497264
16.00748	157.2632827
16.5071	160.3020061
15.99025	105.7479027
15.49063	100.745228
14.99101	97.36200608
14.49139	91.0500304
13.99177	86.32303951
13.49215	76.94462006
12.99253	75.76644377
12.47568	68.07130699
11.99329	66.6224924
11.49367	59.07018845
10.99405	46.65967173
10.49443	43.17305167
9.994811	35.7929848
9.495192	28.20620061
8.99557	27.7516231
8.495952	14.34191489
7.99633	7.203039514
7.496711	4.646691793
6.997091	-4.421670517
6.497471	-4.7039769
5.997851	-5.193012158
5.498231	-16.05303951
4.998611	-16.43871125
4.498991	-25.12807295
3.999371	-26.23730699
3.499752	-33.3072766
2.982903	-33.83574468
2.483283	-43.66212766
1.983663	-44.2889848
1.484043	-51.18667477
0.9844235	-54.46657751
0.4848036	-63.22486322
-0.04927285	-63.79276596
-0.5144362	-70.16364742
-1.014056	-76.09659574
-1.513676	-82.30516717
-2.013296	-85.65398176
-2.512916	-88.5893617
-3.012536	-90.21544073
-3.512156	-97.21647416
-4.011776	-101.1165957
-4.511395	-101.708997
-5.011016	-102.0946505
-5.510636	-111.0596353
-6.010255	-111.4797568
-6.509875	-112.1066261
-7.009495	-121.2438906
-7.509115	-122.2153191
-8.008734	-125.4263222
-8.508354	-128.7406687
-9.007974	-129.5742249
-9.507595	-136.6441945
-10.00721	-137.5466869
-10.50683	-140.75769
-11.00645	-144.9679027
-11.5233	-145.6342249
-12.00569	-150.7696657
-12.52254	-151.9183587
-13.00493	-155.0209726
-13.50455	-157.8529483
-14.00417	-162.4421277
-14.50379	-163.3790881
-15.00341	-167.1068693
-15.50303	-168.8362918
-16.00265	-171.1858967
-16.50227	-173.8111246
-15.98543	-134.5551368
-15.48581	-125.1766565
-14.98619	-119.4504559
-14.48657	-115.1713678
-13.98695	-111.5813982
-13.48733	-108.1981155
-12.98771	-99.57768997
-12.48809	-95.57422492
-11.98847	-91.08838906
-11.48885	-86.22358663
-10.98923	-81.15197568
-10.48961	-76.7006079
-9.989985	-72.42151976
-9.490366	-67.90121581
-8.990746	-66.10291793
-8.491126	-60.85908815
-7.991507	-55.99423708
-7.491887	-51.09494833
-6.992267	-45.60991489
-6.492647	-41.02072948
-5.993027	-35.43231611
-5.493407	-30.05065653
-4.993787	-25.32364134
-4.494167	-21.66472948
-3.994547	-18.07472948
-3.494927	-10.14338602
-2.978079	-6.479495441
-2.495687	-1.481817021
-1.996068	4.382220669
-1.496448	9.040328267
-0.9968279	13.31943465
-0.497208	18.14981763
0.002411962	21.36080851
0.5020319	26.12227964
1.001652	32.26196353
1.501272	36.47215198
2.000892	42.16390881
2.500511	46.33964742
3.000131	50.75657751
3.51698	56.90123404
4.0166	59.4231307
4.516219	67.0443769
5.01584	72.15039514
5.515459	76.05051672
6.015079	78.91696049
6.514699	85.26334347
7.014319	87.71635258
7.513939	94.26948328
8.013558	99.78893617
8.51318	103.48231
9.012799	107.4857751
9.512419	111.0413374
10.01204	114.7691185
10.51166	117.84231
11.01128	122.2592097
11.52813	124.9238906
12.01052	130.4384195
12.52737	132.7240729
13.00976	136.5158055
13.50938	140.4503343
14.009	141.7663222
14.50862	146.7345289
15.00824	150.1177508
15.50786	152.1228571
16.00748	155.3682675
16.5071	159.1993921
17.00672	163.0306383
17.50634	165.3457751
18.00596	168.8668085
18.50558	171.2508815
19.0052	174.3240122
19.50482	174.296231
20.00444	176.6113678
20.50406	179.3055319
21.00368	180.380304
21.5033	181.696231
22.00292	181.9440729
22.50254	184.3281459
23.00216	184.8860182
23.50178	185.0993921
24.0014	185.8296049
24.50102	186.0774468
25.00064	186.3941641
25.50026	180.9913678
26.0171	181.1063222
26.51673	183.8004863
27.01635	186.0122188
27.51596	184.6751368
28.01558	185.7499088
28.5152	183.3791489
29.01483	184.3159878
29.51444	183.8747112
30.01406	183.9502736
30.51368	181.5105775
31.01331	180.6558055
31.51292	181.7995137
32.01254	180.0489362
32.51216	178.815076
33.01178	178.9595745
33.51141	170.7314286
32.99455	127.8231611
32.49494	121.5457143
31.99532	117.54231
31.4957	113.3321581
30.99608	109.9144681
30.49645	105.9799392
29.99684	101.218541
29.49722	97.83531915
28.9976	94.69325228
28.49797	91.41337386
27.99836	82.89635258
27.48151	82.26449848
26.98189	81.60328267
26.49949	81.25702128
25.99988	75.04851064
25.48303	71.24680851
24.98341	66.72656535
24.48379	63.92905775
23.98417	61.57945289
23.48455	58.78193313
22.98493	55.32978116
22.48531	50.77505775
21.98569	47.4262614
21.48607	43.76737386
20.98645	40.90095441
20.48683	37.51770213
19.98721	34.96137386
19.47036	32.4345228
18.98797	28.29823708
18.48835	26.18981763
17.98873	22.84102128
17.48911	18.63084498
16.98949	13.18027964
16.48987	12.69125228
15.97302	9.165191489
15.49063	3.891884498
14.99101	1.335549544
14.47416	-1.708143465
13.99177	-7.8083769
13.49215	-10.88154407
12.9753	-11.23773252
12.49291	-11.65287538
11.99329	-16.00088146
11.49367	-21.796
10.97682	-27.32046809
10.49443	-28.11461398
9.994811	-33.04835866
9.477962	-36.12650456
8.99557	-36.50719149
8.495952	-44.05952584
7.99633	-44.47965957
7.496711	-48.96549544
6.979863	-52.80164742
6.497471	-53.52689362
5.997851	-58.15054711
5.498231	-61.36151976
4.998611	-64.43471125
4.498991	-68.05914894
3.999371	-71.64911854
3.499752	-74.92905775
2.982903	-78.11057751
2.483283	-83.11325228
1.983663	-83.91240122
1.484043	-87.26115502
0.9844235	-90.98899696
0.4848036	-91.65033435
-0.01481631	-97.44547112
-0.5144362	-101.5867477
-1.014056	-102.420304
-1.513676	-107.0095441
-2.013296	-109.2213374
-2.512916	-111.9843769
-3.012536	-115.1265046
-3.512156	-117.6827964
-4.011776	-120.4803647
-4.511395	-121.4517933
-5.011016	-126.5233435
-5.510636	-129.83769
-6.010255	-133.289848
-6.509875	-133.7444377
-7.009495	-137.1965957
-7.509115	-137.9268693
-8.008734	-141.9303343
-8.508354	-145.2790881
-9.007974	-147.3186626
-9.507595	-150.3917933
-10.00721	-153.1893617
-10.50683	-155.3666869
-11.00645	-155.9246201
-11.50607	-158.549848
-12.00569	-161.6919149
-12.50531	-164.4894833
-13.02216	-166.9818845
-13.50455	-169.3265046
-14.00417	-172.8820061
-14.50379	-175.0937994
-15.00341	-175.8929483
-15.50303	-178.1392097
-16.00265	-179.4895441
-16.50227	-180.6677204
-17.00189	-182.8450456
-17.50151	-183.7130699
-18.00113	-184.3399392
-18.50075	-187.1374468
-19.00037	-186.937386
-19.51722	-187.9137386
-20.01684	-189.6776292
-20.51646	-187.6513678
-21.01608	-189.3807903
-21.5157	-188.3193313
-22.01532	-190.1865653
-22.51494	-190.7444985
-23.01456	-189.9931307
-23.51418	-188.3114286
-24.0138	-188.9382979
-24.51342	-189.255076
-25.01304	-188.4691793
-25.51266	-189.4406079
-26.01228	-189.3782979
-26.5119	-190.4530699
-27.01152	-191.1143465
-27.51114	-190.3974468
-28.02799	-190.994772
-28.51038	-190.6863222
-29.01	-189.1768997
-29.50962	-184.8422492
-30.00924	-186.6750152
-30.50886	-189.6102736
-31.00848	-189.6513678
-31.5081	-189.692462
-32.00772	-186.8048632
-32.50734	-187.5005471
-33.00696	-186.163465
-32.49011	-125.1317933
-31.99049	-124.9873556
-31.49087	-122.6033435
-30.99125	-117.1528267
-30.49163	-116.3881459
-29.99201	-111.7645593
-29.49239	-108.6569605
-28.99277	-105.5838298
-28.49315	-101.8904559
-27.9763	-99.1568997
-27.49391	-95.70978723
-26.99429	-92.63659574
-26.49467	-88.39197568
-25.99505	-87.52395137
-25.49543	-83.14151976
-24.99581	-80.20620061
-24.49619	-77.37428571
-23.99657	-74.30109422
-23.49695	-72.0893617
-22.99733	-68.60273556
-22.49771	-66.01197568
-21.99809	-63.14553191
-21.49847	-59.59000608
-20.99885	-56.89586626
-20.49923	-53.5126079
-19.99961	-50.40499696
-19.49999	-49.05459574
-18.98314	-48.56058967
-18.48352	-43.04111854
-17.98391	-42.86218845
-17.48428	-42.71772036
-16.98466	-37.40497872
-16.48504	-34.15953799
-15.98543	-31.63765957
-15.48581	-28.28885714
-14.98619	-25.56024316
-14.48657	-23.58964742
-13.98695	-21.17112462
-13.48733	-18.82151976
-12.98771	-15.19706991
-12.48809	-12.50291185
-11.98847	-11.91051064
-11.48885	-7.390231003
-10.98923	-6.349914894
-10.48961	-2.34646079
-9.989985	-1.064958055
-9.490366	1.388017629
-8.990746	3.840995137
-8.473897	5.954404863
-7.991507	9.711696049
-7.491887	11.40665653
-6.992267	15.06556839
-6.492647	16.96726444
-5.993027	19.55806079
-5.493407	20.25382979
-4.993787	22.98244985
-4.494167	25.98671125
-3.994547	28.09514286
-3.494927	31.37503951
-2.995308	33.4490152
-2.478459	36.45825532
-1.97884	39.42806079
-1.496448	41.35923404
-0.9968279	43.74330091
-0.497208	46.19629179
0.002411962	48.13244377
0.5020319	50.03413982
1.001652	53.45186626
1.501272	54.90564742
2.01812	57.19133131
2.500511	60.39734347
3.000131	62.74699088
3.51698	65.17045593
4.0166	66.31416413
4.516219	68.83604863
5.01584	71.87477204
5.515459	74.84455927
6.015079	77.74547112
6.514699	78.88911854
7.014319	80.99756839
7.513939	83.69173252
8.013558	86.42036474
8.51318	88.80443769
9.012799	91.80869301
9.512419	92.67671733
10.01204	93.75148936
10.51166	98.06504559
11.01128	99.2087538
11.5109	102.2819453
12.01052	103.3221884
12.51014	105.1894225
13.00976	105.333921
13.50938	110.5433435
14.009	112.4105775
14.50862	114.2777508
15.00824	115.3869909
15.50786	116.9096657
16.00748	119.4660182
16.5071	121.0231611
17.02395	123.7567173
17.50634	125.8257143
18.00596	127.107234
18.50558	129.0089362
19.02243	130.8122188
19.50482	132.5710638
20.00444	133.5424924
20.50406	135.8920365
21.00368	137.5525836
21.5033	138.9374468
22.00292	140.2189058
22.50254	142.8096657
23.00216	143.5398784
23.50178	144.7524012
24.0014	145.7582979
24.50102	147.9700912
25.00064	148.390152
25.50026	150.1540426
26.0171	150.8891793
26.51673	153.5144073
27.01635	154.1068085
27.51596	154.9403647
28.01558	155.3260182
28.5152	157.7100304
29.01483	157.8889362
29.51444	159.5838298
30.01406	159.7972644
30.51368	160.699696
31.01331	161.5676596
31.51292	162.8835866
32.01254	163.3037082
32.51216	164.2406079
33.01178	164.0404863
33.51141	165.0807903
32.99455	123.6541033
32.49494	123.4751976
31.99532	118.9204863
31.4957	113.6767173
30.99608	111.0859574
30.49645	106.4623708
29.99684	103.320304
29.49722	100.3505167
28.9976	96.10595745
28.49797	93.41179331
27.99836	90.44200608
27.49874	87.05878419
26.99912	83.53775076
26.49949	78.84516717
25.99988	77.90826748
25.48303	74.34778116
24.98341	72.06711246
24.48379	67.34012158
23.98417	63.78455927
23.48455	63.19221884
22.9677	60.01069909
22.48531	56.2878845
21.98569	52.38780547
21.48607	51.69205471
20.96922	47.82146505
20.48683	44.51209119
19.98721	41.0254772
19.48759	40.08854711
18.98797	36.77419453
18.48835	34.11449848
17.98873	30.8346079
17.48911	28.5883769
16.98949	25.89422492
16.47264	22.23034043
15.99025	17.99068693
15.49063	16.98483283
14.99101	11.39644377
14.49139	9.11575076
13.99177	6.283768997
13.49215	5.794741033
12.99253	2.273659574
12.49291	-0.454955805
11.99329	-3.700396353
11.47644	-4.676784195
10.99405	-9.674455927
10.49443	-12.23080243
9.994811	-14.51149544
9.495192	-16.89556839
8.99557	-18.14261398
8.495952	-22.93853495
7.99633	-27.6311003
7.479483	-28.19402432
6.997091	-30.53866261
6.497471	-34.40429179
5.997851	-34.89333131
5.498231	-38.27659574
4.998611	-41.00521581
4.498991	-43.90612158
3.999371	-44.39515502
3.499752	-47.74396353
2.982903	-50.20192705
2.483283	-52.58600608
1.983663	-56.79618845
1.484043	-57.11295441
0.9844235	-60.08276596
0.4848036	-64.56857143
-0.01481631	-66.74595745
-0.5144362	-67.37276596
-1.031284	-69.62401216
-1.513676	-72.38212766
-2.013296	-74.76620061
-2.512916	-76.94352584
-3.029764	-77.91993921
-3.512156	-80.64358663
-4.011776	-84.99155015
-4.511395	-85.68735562
-5.011016	-87.69240122
-5.510636	-88.69823708
-6.010255	-91.39240122
-6.509875	-93.6731307
-7.009495	-95.26474164
-7.509115	-98.9581155
-8.008734	-99.343769
-8.525583	-102.3874772
-9.007974	-103.2160486
-9.507595	-107.047234
-10.00721	-106.261459
-10.50683	-109.7825532
-11.00645	-112.2010334
-11.5233	-114.5900912
-12.00569	-115.1086322
-12.50531	-118.5952584
-13.02216	-120.4330091
-13.50455	-122.2263222
-14.00417	-124.7826748
-14.50379	-125.7541033
-15.00341	-127.3801216
-15.50303	-129.2128875
-16.00265	-130.8734347
-16.50227	-132.2582979
-17.00189	-133.2641337
-17.50151	-138.0255927
-18.00113	-138.8247416
-18.50075	-140.2784802
-19.0176	-141.1170213
-19.51722	-143.1220669
-20.01684	-144.6447416
-20.51646	-145.7195137
-21.01608	-148.4825532
-21.5157	-149.3506383
-22.01532	-147.9790881
-22.51494	-149.1227356
-23.01456	-151.3689362
-23.51418	-153.6496049
-24.0138	-155.8958663
-24.51342	-158.1075988
-25.01304	-158.6999392
-25.51266	-159.188997
-26.01228	-160.2637082
-26.5119	-161.2006687
-27.01152	-163.8258967
-27.51114	-165.4174468
-28.01076	-166.251003
-28.51038	-166.5677204
-29.01	-168.572766
-29.50962	-169.1995745
-30.00924	-169.4474164
-30.50886	-170.7978116
-31.00848	-171.1834043
-31.5081	-172.120304
-32.00772	-172.7471733
-32.50734	-173.132766
-33.00696	-173.8629787
-33.50658	-173.9729483
-32.98973	-141.470152
-32.49011	-131.7816413
-31.99049	-128.8807903
-31.49087	-125.0840729
-30.99125	-123.3202432
-30.4744	-119.0017629
-29.99201	-116.3470517
-29.49239	-113.825228
-28.99277	-109.3738602
-28.49315	-106.7142249
-27.9763	-103.2915502
-27.49391	-98.63841945
-26.99429	-95.80650456
-26.49467	-93.1812766
-25.99505	-89.69465046
-25.49543	-86.38030395
-24.99581	-84.03069909
-24.49619	-80.3718541
-23.99657	-79.05592705
-23.49695	-73.94990881
-22.99733	-72.32389058
-22.49771	-69.62972644
-21.99809	-67.28012158
-21.49847	-63.41452888
-20.99885	-60.72038298
-20.49923	-58.026231
-19.99961	-55.8833617
-19.49999	-52.50010334
-18.98314	-51.59264438
-18.48352	-48.07156839
-17.98391	-45.5841459
-17.48428	-43.57909422
-16.98466	-40.40257143
-16.48504	-39.22444377
-15.98543	-36.25464438
-15.48581	-33.31930699
-14.98619	-30.65959878
-14.48657	-28.37890578
-13.98695	-26.40830395
-13.48733	-23.33514286
-12.98771	-21.08889362
-12.48809	-20.80660182
-11.98847	-17.18215198
-11.47162	-12.72579331
-10.98923	-11.96610334
-10.48961	-7.721458967
-9.989985	-5.406305775
-9.490366	-2.298682067
-8.990746	0.395481033
-8.491126	3.81320304
-7.991507	5.749352584
-7.491887	9.890632219
-6.992267	10.99986018
-6.492647	13.17719757
-5.993027	15.97472948
-5.493407	18.35879635
-4.993787	19.74366565
-4.494167	23.36812158
-3.994547	24.16725228
-3.494927	27.72280243
-2.995308	29.45222492
-2.495687	33.38677204
-1.996068	34.87500912
-1.47922	36.78168997
-0.9968279	40.0221459
-0.497208	41.99275988
0.002411962	43.72218845
0.5020319	46.96763526
1.001652	49.28279635
1.501272	49.77183587
2.000892	53.77528875
2.500511	56.09044985
3.000131	59.02580547
3.51698	58.1416231
4.0166	63.69556231
4.516219	64.15015198
5.01584	68.77379939
5.515459	71.12340426
6.015079	74.12765957
6.514699	76.33945289
7.014319	77.62097264
7.513939	80.38407295
8.013558	82.94036474
8.51318	85.35890578
9.012799	87.32954407
9.512419	89.64468085
10.01204	91.95981763
10.51166	93.65477204
