Sezen et al. 2000 Specimen 2	
-1.143	-1.508363977
-0.8382	4.390844009
-0.6604	10.81992826
-0.5588	11.71383039
-0.1143	22.92556961
0.0635	29.16793696
0.3556	35.09544977
0.635	41.59199974
0.889	47.13295053
1.2573	53.08583588
1.5875	58.29006467
1.8288	64.77398597
2.1082	70.63101435
2.3749	76.79019699
2.6289	82.33103926
2.9083	88.45644758
3.1623	94.74330016
3.4671	100.3546531
3.7719	105.3425644
4.0259	111.2427068
4.3053	117.3841261
4.572	122.0706215
4.7879	127.4916347
5.0927	132.8476923
5.3848	138.3190423
5.6515	143.3672973
5.8928	148.9380223
6.1087	153.8263407
6.4008	159.4717393
6.731	164.1177445
7.0485	169.4444441
7.2898	173.9336483
7.5819	178.8407441
7.874	184.6555479
8.0899	190.1879533
8.4074	194.3296743
8.6995	199.1355716
8.9789	204.3418018
9.2329	209.616012
9.5758	213.9659605
9.9314	217.9241066
10.033	223.2505927
10.4267	227.9242569
10.6553	232.0623488
10.9982	235.7852132
11.2776	240.5349653
11.5443	244.9625627
11.8364	248.8408272
12.192	250.4346822
12.4333	256.2116067
12.8016	259.8700401
13.0175	264.2846598
13.3223	266.8654951
13.5255	265.9094116
13.5382	263.9877802
13.6017	263.0200176
13.589	261.8451437
13.5001	257.1798897
13.2715	249.9240336
13.0683	241.7259702
12.7381	234.8852037
12.5603	227.2402048
12.2682	220.6723947
12.0269	214.2226302
11.9761	212.279264
11.5316	200.9999903
11.2014	195.0379654
10.9474	188.9512414
10.7442	181.8290683
10.541	175.7333603
10.2616	169.8646662
9.9568	164.0697071
9.7028	156.8654198
9.4361	151.3847077
9.2329	145.4323071
8.9408	140.3166548
8.6741	133.5319312
8.3566	127.9356287
8.2042	121.4684077
7.747	116.3300731
7.5819	109.8658364
7.3152	104.3565981
6.9977	99.13801723
6.7564	93.47261383
6.477	87.17307698
6.223	81.78156842
5.9436	76.66913159
5.7023	70.18903514
5.4864	64.47104006
5.1689	59.05571069
4.8768	53.41161971
4.5847	46.85229994
4.3434	40.54568312
4.0894	34.72962243
3.7211	28.32071311
3.4544	22.43755567
3.2258	15.5606288
2.8575	10.25265897
2.667	3.571648177
2.4257	-2.63541438
2.0828	-7.909472693
1.8796	-14.01110646
1.7145	-19.73519018
1.3589	-25.43464586
1.1049	-30.79558987
0.9271	-35.66250824
0.7112	-41.37085981
0.4699	-45.83955971
0.2921	-51.53447672
0	-57.363855
-0.2921	-63.28699992
-0.5461	-69.65718086
-0.7874	-76.22843327
-1.143	-82.48435793
-1.3335	-89.16183887
-1.651	-95.21485079
-1.9304	-101.2544624
-2.1844	-107.4396718
-2.4765	-113.8263574
-2.7178	-119.6639769
-2.9845	-125.8215496
-3.3274	-131.6435984
-3.6957	-136.5896453
-3.8735	-142.6495509
-4.1275	-148.5644012
-4.1656	-149.307952
-5.0038	-158.8079988
-4.9022	-164.794445
-5.2705	-170.566197
-5.5753	-176.0043643
-5.7912	-181.1685523
-6.0833	-187.3539707
-6.3881	-192.5261775
-6.6294	-197.6227946
-6.9342	-203.0838798
-7.239	-208.9504703
-7.5946	-214.5842742
-7.7343	-219.4351847
-8.0645	-224.0873587
-8.2423	-229.5983315
-8.636	-235.1239367
-8.8646	-240.0789676
-9.0932	-244.5630749
-9.3853	-249.9432424
-9.7028	-254.932479
-9.9568	-260.2459606
-10.2743	-264.3998367
-10.4521	-269.8129423
-10.7442	-275.0823047
-11.0744	-280.5594143
-11.3919	-284.4164953
-11.5951	-289.9560211
-11.9761	-294.6123713
-12.2682	-299.3504887
-12.4968	-304.1821415
-12.8397	-308.7537224
-13.0937	-313.0914314
-13.4874	-317.3591723
-13.7287	-321.4375565
-13.9319	-322.776125
-14.0335	-321.4510636
-14.0335	-320.174551
-13.9827	-319.3067637
-14.0335	-317.6083435
-13.7668	-308.6358547
-13.4747	-299.7518133
-13.3604	-291.6339517
-13.0429	-283.7394035
-12.8016	-276.02312
-12.4968	-268.7151881
-12.2174	-261.5632301
-11.9507	-255.0415361
-11.7221	-247.8914683
-11.5316	-241.413649
-11.1887	-235.6815553
-10.9728	-229.2333074
-10.6045	-223.0955706
-10.5029	-216.7087204
-10.2108	-210.6855868
-9.9314	-204.8270418
-9.7028	-199.2372193
-9.4361	-193.1754235
-9.1694	-187.7668099
-8.89	-182.0820421
-8.6741	-176.283694
-8.3566	-170.1328771
-8.3312	-169.2730286
-7.8105	-159.1034418
-7.5565	-152.5786035
-7.2771	-146.1530645
-7.0231	-139.6174099
-6.7691	-133.7975938
-6.477	-128.0465137
-6.2611	-121.3415472
-5.8801	-116.0607103
-5.6388	-110.0349081
-5.4102	-104.3363709
-5.1562	-97.88182085
-4.9022	-91.78993334
-4.5847	-86.10044672
-4.3053	-80.42899028
-4.1656	-74.20563911
-3.8735	-68.00271086
-3.556	-61.48904468
-3.2766	-55.63130024
-3.0353	-49.51139348
-2.7051	-43.58012609
-2.4511	-38.12821292
-2.1844	-32.3313214
-2.0955	-27.10042541
-1.778	-22.24031749
-1.4986	-15.832782
-1.3208	-9.681098738
-0.9779	-3.764939684
-0.7874	3.279525436
-0.5207	8.244546009
-0.1524	14.19608421
0.0889	13.89749374
0.1905	13.87538967
0.3175	20.21974886
0.5842	28.0307419
0.8382	34.76388998
1.0922	41.58875307
1.4224	48.16688309
1.5875	54.1622821
1.8415	56.77940458
2.1336	67.19107769
2.4511	72.50872217
2.7686	78.56463386
2.9845	84.82444118
3.2766	90.93756996
3.556	96.4229519
3.8481	101.6938798
4.1402	107.4444306
4.4831	112.2488158
4.6736	118.1063423
4.9276	123.925398
5.3213	128.4472068
5.4483	133.2247335
5.8293	138.6197245
6.1087	143.8308825
6.3246	149.1794504
6.6802	153.1381968
6.9977	158.2765982
7.1628	163.808332
7.4295	168.4175786
7.8359	172.4708522
8.0391	178.548192
8.3185	183.2165949
8.6106	188.0258812
8.9408	192.4947514
9.2075	197.5841458
9.4869	201.9514485
9.7663	206.0768427
9.8552	207.5263319
10.3759	215.6512606
10.5664	219.6771509
10.795	223.9709987
11.2141	228.8253827
11.5062	232.3635869
11.7221	236.9200462
12.0142	240.8766801
12.4079	244.6885656
12.6238	248.6412901
12.9794	251.7808693
13.2969	255.0820751
13.5509	258.6809476
13.8811	261.4352488
14.2748	263.6889127
14.5796	266.0824549
14.859	268.2730799
15.3162	270.2285701
15.5194	271.6085226
15.9258	272.4503854
16.2687	274.133226
16.5862	274.9675948
17.3736	275.3800337
17.2847	276.4079755
17.5514	277.344321
18.0213	277.1494538
18.3388	276.5825043
18.7833	275.1246983
19.0881	273.077852
19.5707	267.5279458
20.0279	261.0010171
20.5613	252.8783567
20.9931	247.9025515
21.3995	245.315374
21.8059	243.3333946
22.1996	241.780501
22.6568	239.3114447
23.0632	238.1106152
23.4569	235.8136283
23.8887	233.0427602
24.2951	231.2876699
24.7523	228.8081175
25.1206	226.7095068
25.4508	225.361603
25.8318	223.3068624
26.3779	220.7166874
26.7335	218.7664008
27.1526	215.0739128
27.4447	211.0431569
27.5336	205.7867857
27.6352	201.7050392
27.5717	195.1478987
27.2669	188.5324381
27.051	180.313169
26.7589	174.2958839
26.5684	167.8030453
26.2128	161.8693509
25.9842	156.5267871
25.6794	151.0621172
25.4508	144.9296818
25.1714	139.1546164
24.9809	130.1767417
24.7269	123.1043895
24.4983	115.7488338
24.2062	110.305792
24.1681	108.4717764
23.6982	97.76047526
23.3172	93.24913585
23.0505	87.39235208
22.8219	82.16804728
22.5806	79.83944747
22.2758	74.56037615
22.0853	70.37175179
21.7932	65.63955842
21.5392	60.89040673
21.1836	56.52189878
20.9804	52.91593249
20.6248	47.80086274
20.3962	43.77045062
20.2438	39.38974496
19.8247	35.01288504
19.5453	30.82692073
19.2405	27.19898423
18.9357	22.58743019
18.6817	18.25891683
18.3642	14.36588443
18.0594	9.775762886
17.7165	6.056343542
17.4498	1.974277761
17.1577	-2.266811451
16.8529	-6.068447414
16.4592	-9.934764569
16.2052	-14.58645196
15.9258	-18.07333021
15.6845	-21.76901725
15.3035	-25.76128894
14.9479	-28.63662927
14.7066	-32.29717394
14.5288	-36.68447347
14.0081	-40.13852739
13.7541	-43.47927902
13.5509	-47.65610551
13.3223	-51.14974129
12.954	-54.33762923
12.7762	-58.27379126
12.3952	-60.83949175
12.2682	-64.97551998
11.938	-68.36052113
11.684	-71.51132582
11.3792	-75.75228392
11.049	-79.49490854
10.795	-83.47615487
10.541	-87.83637713
10.1092	-90.81603313
9.8806	-95.0243021
9.6139	-99.16975904
9.271	-102.9604522
8.9662	-107.3996621
8.6868	-111.3233355
8.4074	-115.4545827
8.0391	-119.7639878
7.7089	-123.6728467
7.4295	-127.9794365
7.112	-132.1904496
6.7564	-136.4342007
6.4643	-141.1618354
6.4897	-142.1372255
5.8547	-149.3928326
5.6007	-153.92234
5.2705	-158.6611824
4.953	-162.1577224
4.6228	-166.806534
4.445	-170.6637529
4.1021	-174.6542056
3.81	-178.7119623
3.5179	-183.1113092
3.302	-186.9844012
3.0734	-191.6642653
2.5908	-195.0009666
2.286	-199.8921181
2.0447	-204.1752652
1.7145	-207.5427343
1.3589	-212.6080943
1.0033	-216.4755603
0.7366	-220.8014078
0.4318	-225.4136387
0.0254	-229.2752251
-0.2413	-233.3242424
-0.508	-237.9202978
-0.8128	-241.2514842
-1.0795	-245.483614
-1.4097	-249.7753893
-1.6256	-253.4635854
-2.0574	-256.9064485
-2.2987	-259.9989064
-2.5273	-263.4833137
-2.2733	-268.7576439
-3.1369	-270.876424
-3.5052	-273.9816685
-3.8862	-269.1808502
-3.683	-274.0772409
-4.5974	-276.5537201
-4.8641	-280.3220868
-5.2705	-282.9907647
-5.6134	-285.7933791
-5.7912	-289.2818469
-6.1976	-291.5739861
-6.604	-293.9750579
-6.8961	-296.4075735
-7.2136	-298.1677517
-7.5311	-300.0717887
-7.8359	-301.2208493
-8.2296	-299.0526308
-8.7249	-294.9467699
-9.2075	-282.8798263
-9.5504	-281.0858827
-10.0584	-281.0832142
-10.3632	-281.4670379
-10.795	-281.3390388
-11.176	-281.9226887
-11.5189	-281.6941406
-11.9126	-281.3523324
-12.1666	-279.5708196
-12.5222	-279.7956007
-12.9413	-280.1367995
-13.3477	-279.5060462
-13.6779	-278.0148039
-13.7668	-278.1247416
-14.4145	-275.9731345
-14.859	-274.176936
-15.2527	-273.1839872
-15.6718	-269.9422622
-16.0655	-268.9045182
-16.4084	-267.043702
-16.8783	-264.444156
-17.2466	-262.4024555
-17.8181	-259.0630457
-18.0594	-256.3527214
-18.4912	-253.5114182
-18.923	-249.9428554
-19.4183	-246.7938564
-19.8501	-242.645264
-20.3073	-237.5810959
-20.7645	-232.9545084
-21.2471	-226.8875091
-21.8694	-215.4232951
-22.5298	-196.1372317
-25.6794	-96.40380986
-26.8351	-37.1177547
-26.5557	-40.56748788
