"Pujol 2002, No. 10-1-2.25N"	
32189	
1.922920081	3.378339333
1.951962774	3.400625747
1.866378594	3.467485564
1.944875109	3.445199129
1.92868324	3.445199129
1.889487755	3.445199129
1.944875109	3.445199129
1.924427415	3.422912449
1.914750296	3.400625747
1.858000752	3.422912449
1.931274609	3.400625747
1.962470524	3.400625747
1.891829871	3.356052631
1.939999106	3.400625747
1.931473724	3.400625747
1.912966564	3.400625747
1.941782838	3.400625747
1.915734215	3.51205868
1.870080026	3.467485564
1.892034256	3.53434536
1.875971564	3.53434536
1.83357954	3.51205868
1.795748959	3.430712695
1.772773446	3.452999397
1.822268304	3.386139579
1.800601171	3.452999397
1.817190312	3.452999397
1.844525438	4.344462753
1.834585813	4.322176073
1.868623149	4.322176073
1.814914301	4.344462753
1.867712361	4.277602958
1.807455071	1.7146458
1.813296631	1.736932346
1.771352177	1.759218915
1.773482085	1.7146458
1.779415617	1.759218915
1.704066621	1.759218915
1.71917685	1.736932346
1.7560984	1.7146458
1.74980464	1.759218915
1.800473271	1.736932346
1.811314422	1.736932346
1.827441783	1.736932346
1.773838161	1.736932346
1.782008105	1.7146458
1.760908936	1.759218915
1.786412108	1.692359231
1.750613235	1.7146458
1.742498698	1.670072551
1.722827825	1.692359231
1.719985286	1.692359231
1.731881412	0.087725136
1.756627404	0.110011704
1.733651571	0.132298296
1.741822154	0.110011704
1.722348639	0.132298296
1.766326238	0.154584887
1.717639976	0.176871478
1.704766477	0.132298296
1.677679007	0.199158047
1.659424932	0.132298296
1.679096445	-5.729073417
1.710500735	-5.684500035
1.688481518	-5.729073417
1.693739783	-5.706786715
1.698753906	-5.751360098
1.645493905	-5.394774662
1.700644301	-5.417061342
1.69734062	-5.417061342
1.713477242	-5.372487959
1.69734062	-5.417061342
1.507378162	-6.887975467
1.515233706	-6.93254885
1.532654595	-6.910262147
1.543758892	-6.910262147
1.572339166	-6.93254885
1.605605589	-6.687396303
1.540011633	-6.665109623
1.578781424	-6.642823454
1.525432164	-6.687396303
1.535649624	-6.665109623
1.541350829	-6.731969685
1.560689738	-6.709683005
1.580744631	-6.731969685
1.546771804	-6.731969685
1.555523924	-6.754256388
1.392110032	-8.893768025
1.367919391	-8.893768025
1.380780115	-8.871481856
1.389902043	-8.871481856
1.393167881	-8.893768025
1.42250789	-8.782335092
1.446046737	-8.737762243
1.436661504	-8.737762243
1.455232535	-8.737762243
1.419240615	-8.760048945
1.43686046	-8.581755949
1.431403079	-8.604042652
1.406325122	-8.581755949
1.380840632	-8.604042652
1.389338549	-8.581755949
1.327048992	-8.559469269
1.387864267	-8.51489642
1.381312792	-8.559469269
1.432299176	-8.581755949
1.403520745	-8.559469269
1.427276751	-8.581755949
1.465621965	-8.537183101
1.413104614	-8.559469269
1.416380671	-8.537183101
1.396977253	-8.559469269
1.407429755	-8.51489642
1.402199113	-8.559469269
1.416750479	-8.51489642
1.415257994	-8.537183101
1.384325385	-8.537183101
1.275386223	-11.36757895
1.304401452	-11.36757895
1.269938503	-11.34529278
1.292211524	-11.34529278
1.229223308	-11.34529278
1.243040727	-10.87727388
1.201827026	-10.89956112
