"Bayrak and Sheikh 1996, AS6-HT"	
-4.352427615	-114.2142857
-4.344125395	-112.4915966
-4.280375813	-110.855042
-4.218677651	-108.960084
-4.184987632	-107.0651261
-3.785232221	-98.71008403
-3.797076137	-97.24579832
-3.615447372	-95.26470588
-3.645949094	-93.3697479
-3.560142234	-91.81932773
-3.470808395	-89.92436975
-3.400300381	-88.28781513
-3.318879426	-86.4789916
-3.245792843	-84.41176471
-3.123484659	-82.51680672
-3.129194014	-80.8802521
-3.040666126	-78.89915966
-2.972138573	-77.09033613
-2.92523045	-75.28151261
-2.846690829	-73.73109244
-2.761804301	-72.00840336
-2.724673607	-70.02731092
-2.62293323	-68.21848739
-2.534360608	-66.54747899
-2.499785463	-65.05735294
-2.430727524	-63.1710084
-2.347470714	-61.44831933
-2.232233329	-59.31218487
-2.206799661	-57.37415966
-2.137021125	-55.6342437
-2.049246172	-53.59285714
-1.962500668	-51.83571429
-1.915810559	-49.91491597
-1.824389481	-47.88214286
-1.718941257	-46.08193277
-1.645294866	-44.55735294
-1.597532828	-42.77436975
-1.53699293	-40.95693277
-1.466600921	-39.14810924
-1.366237395	-37.30483193
-1.285212146	-35.30651261
-1.224699164	-33.58382353
-1.143208999	-31.61995798
-1.033796866	-29.43214286
-1.024779479	-27.49411765
-0.894517823	-25.40105042
-0.888672852	-23.68697479
-0.73799912	-21.70588235
-0.643368092	-19.45777311
-0.570745647	-17.27857143
-0.432575489	-15.2802521
-0.388594854	-13.26470588
-0.347763158	-11.32668067
-0.245516618	-9.543697479
-0.172350322	-7.407563025
-0.083504255	-5.202521008
0.012449686	-3.312731092
0.08713887	-0.992268908
0.110599831	1.058592437
0.222414333	2.661554622
0.323879137	4.788214286
0.41614571	6.750357143
0.51426929	9.974369748
0.625727111	12.3
0.695663299	13.93655462
0.769034075	15.90042017
0.8914599	17.91596639
0.948986418	19.72478992
1.024112434	22.52415966
1.115944979	24.80672269
1.1485529	27.08928571
1.318152683	29.20819328
1.368886708	31.06008403
1.490606267	33.16176471
1.590148351	35.16008403
1.439255162	33.5407563
1.602913482	35.81470588
1.700430759	38.51932773
1.831191433	40.45735294
1.895058727	42.42983193
1.953518477	45.25504202
2.102471311	48.10609244
2.249109307	50.61260504
2.274948129	52.81764706
2.401462343	55.10882353
2.462295561	57.27079832
2.573763028	58.96764706
2.737506658	61.43970588
2.797665547	63.63613445
2.883616656	64.80756303
2.945509982	66.47857143
3.035823664	68.3907563
3.147934608	69.94117647
3.255653158	73.21428571
3.368624124	74.93697479
3.365453404	76.48739496
3.417652895	77.95168067
3.521937171	79.32983193
3.609434839	80.8802521
3.759805698	82.34453782
3.785701992	84.15336134
3.840868608	85.78991597
3.977022982	87.5987395
4.000597696	89.40756303
4.17750003	91.38865546
4.269703507	93.02521008
4.261583204	94.83403361
4.453482316	96.29831933
4.480009664	98.0210084
4.595531929	99.57142857
4.666899112	101.2079832
4.738139908	102.6722689
4.837884853	104.7394958
4.776041784	103.5336134
4.715814211	101.7247899
4.643961742	99.82983193
4.526402904	97.67647059
4.4920667	96.03991597
4.4258282	93.97268908
4.376448622	92.42226891
4.237074973	90.78571429
4.175914994	89.06302521
4.117751549	87.42647059
4.096714084	85.3592437
4.003062528	83.63655462
3.997902637	82.17226891
3.793450364	80.44957983
3.752412916	78.72689076
3.735919513	77.60714286
3.604188616	75.71218487
3.562184089	74.07563025
3.51634108	72.18067227
3.39406666	70.28571429
3.330377479	68.82142857
3.23743999	66.86617647
3.177151977	65.0487395
3.065482973	63.02457983
3.067381872	61.49138655
2.93630362	59.79453782
2.900927519	58.07184874
2.809485895	56.39222689
2.750706076	54.5144958
2.663780614	52.74012605
2.652395521	51.19831933
2.517497958	49.20861345
2.410259687	47.33088235
2.387386805	45.41869748
2.266658532	43.39453782
2.186718444	41.53403361
2.146261542	39.76827731
2.051784303	37.83886555
1.951431595	35.52184874
1.867874383	33.25651261
1.862033179	31.18928571
1.676660828	29.38907563
1.62179282	27.2012605
1.564376465	25.61638655
1.484094145	23.44579832
1.365615295	21.29243697
1.290873076	19.46638655
1.236362078	17.27857143
1.144737292	15.58172269
1.049124385	13.59201681
1.043431786	11.3697479
0.875710462	9.500630252
0.795477555	7.846848739
0.751258597	5.951890756
0.637954524	3.821785714
0.56705535	2.107710084
0.534674864	0.091302521
0.499630838	-2.112016807
0.345079959	-4.303277311
0.232001586	-6.422184874
0.191500291	-8.561764706
0.044424936	-10.93046218
-0.044337228	-13.17857143
-0.115338535	-15.1855042
-0.19970503	-17.2355042
-0.289962599	-19.31134454
-0.351254056	-21.56806723
-0.4488764	-23.85063025
-0.531196584	-25.46134454
-0.634816579	-27.79558824
-0.719804393	-29.73361345
-0.830145844	-31.71470588
-0.891674181	-33.54936975
-0.979597339	-35.35819328
-0.990143246	-37.33928571
-1.129904699	-39.1394958
-1.175458847	-41.14642857
-1.242336045	-43.03277311
-1.333387179	-44.93634454
-1.41256115	-46.78823529
-1.53414413	-48.58844538
-1.576807484	-50.55231092
-1.634796061	-52.38697479
-1.729833032	-54.03214286
-1.796782629	-55.75483193
-1.83423173	-57.44306723
-1.914808345	-59.26911765
-2.027620061	-60.7592437
-2.062088052	-62.32689076
-2.158598283	-64.17016807
-2.207544638	-66.00483193
-2.313074495	-67.88256303
-2.369439563	-69.94117647
-2.430761982	-71.75
-2.521236345	-73.64495798
-2.57155776	-75.45378151
-2.624810478	-77.09033613
-2.736119982	-78.89915966
-2.837563905	-80.8802521
-2.923085182	-82.86134454
-2.979238101	-84.75630252
-3.057208549	-86.6512605
-3.096637975	-88.37394958
-3.172093302	-90.35504202
-3.222502566	-91.81932773
-3.320963076	-93.3697479
-3.396772303	-95.26470588
-3.411085609	-96.9012605
-3.495251863	-98.45168067
-3.601152995	-99.74369748
-3.652143974	-101.3802521
-3.703843309	-103.1890756
-3.798841237	-104.9117647
-3.742458874	-106.8067227
-3.931641214	-108.8739496
-3.970105989	-110.6827731
-4.119013362	-112.4915966
-4.167912539	-114.4726891
-4.228330704	-116.1953782
-4.296152571	-118.0042017
-4.381985032	-119.3823529
-4.462355003	-121.4495798
-4.397253133	-123.0861345
-4.589462363	-124.7226891
-4.679704784	-126.5315126
-4.793359707	-128.2542017
-4.842512636	-129.8907563
-4.897449135	-131.6995798
-5.007769686	-133.5084034
-5.073915807	-135.3172269
-5.189335557	-137.1260504
-5.265576202	-139.1071429
-5.381282905	-140.8298319
-5.449473225	-142.2941176
-5.518911895	-144.2752101
-5.739855814	-146.2563025
-5.777301298	-147.8067227
-5.82406892	-149.0987395
-5.931677936	-150.7352941
-5.820317548	-149.012605
-5.7319414	-147.289916
-5.680301407	-145.3088235
-5.653229853	-142.9831933
-5.575116459	-141.3466387
-5.465819432	-139.4516807
-5.374047536	-137.2121849
-5.345194672	-135.4894958
-5.179486926	-133.5945378
-5.137593408	-131.8718487
-5.002568946	-129.8046218
-4.974655544	-128.2542017
-4.967560865	-126.6176471
-4.87310757	-124.5504202
-4.839674433	-122.8277311
-4.751539174	-120.9327731
-4.64937655	-119.0378151
-4.56496156	-117.3151261
-4.497518532	-115.9369748
-4.401062647	-113.7836134
-4.393554559	-111.9747899
-4.17259431	-110.1659664
-4.211721114	-108.5294118
-4.138263439	-106.6344538
-4.095644468	-104.5672269
-3.9977931	-102.7584034
-3.92962457	-100.9495798
-3.844246389	-99.31302521
-3.821716401	-97.67647059
-3.768759777	-95.95378151
-3.665366418	-93.97268908
-3.58655124	-92.25
-3.50930967	-90.26890756
-3.425557166	-88.37394958
-3.371483438	-86.22058824
-3.238412882	-84.41176471
-3.16769365	-82.86134454
-3.140404357	-81.22478992
-3.081766744	-79.41596639
-3.010642336	-77.77941176
-2.955600968	-75.79831933
-2.853434222	-73.81722689
-2.761134403	-72.18067227
-2.761838367	-70.45798319
-2.590413153	-68.3907563
-2.549128579	-66.48718487
-2.476501513	-64.56638655
-2.413473982	-62.92983193
-2.351970568	-61.36218487
-2.258434636	-59.27773109
-2.156948898	-57.12436975
-2.090867092	-55.22079832
-2.00105837	-53.53256303
-1.933800411	-51.79264706
-1.915410642	-49.90630252
-1.749546461	-47.77016807
-1.693329095	-46.13361345
-1.707711256	-44.49705882
-1.558495879	-42.52457983
-1.50435414	-40.87941176
-1.421947121	-38.96722689
-1.332219376	-37.29621849
-1.306221934	-35.28067227
-1.1862111	-33.68718487
-1.129278306	-31.93865546
-1.03187046	-29.60441176
-0.977214692	-27.66638655
-0.903994863	-25.38382353
-0.750886813	-23.32521008
-0.664143636	-20.81869748
-0.553305864	-18.84621849
-0.489115447	-16.78760504
-0.429080398	-14.9012605
-0.298565458	-12.4894958
-0.215439093	-10.25
-0.126244209	-8.096638655
-0.066248311	-5.908823529
0.036463403	-3.887247899
0.092376707	-1.931134454
0.162446823	0.037037815
0.271596145	1.749390756
0.264073294	3.683109244
0.389483956	5.822689076
0.536250359	7.812394958
0.616029673	9.931302521
0.697194123	11.86932773
0.779670494	13.69537815
0.831830477	15.78844538
0.9633472	18.06239496
1.002595688	19.90567227
1.087938996	22.02457983
1.188692543	23.88508403
1.312764887	25.84894958
1.345002797	27.43382353
1.41849679	29.38907563
1.513472217	31.42184874
1.579568761	33.21344538
1.663932961	35.3237395
1.781128704	37.47710084
1.874997931	39.56155462
1.940526847	41.49096639
2.069783652	44.18697479
2.157193242	46.51260504
2.212730681	48.4592437
2.358482765	50.70735294
2.489905965	52.90378151
2.535044078	54.6092437
2.593293662	56.50420168
2.678464763	59.03655462
2.829880723	61.50861345
2.922123832	63.80840336
3.036416711	66.03067227
3.104194803	67.82226891
3.198542891	70.37184874
3.313720185	72.26680672
3.44632687	73.90336134
3.534218778	75.97058824
3.59804279	77.69327731
3.662585528	79.15756303
3.756466675	81.22478992
3.834596885	83.29201681
3.962235162	85.44537815
4.050257465	87.5987395
4.109277847	89.32142857
4.212159282	91.04411765
4.313834566	93.02521008
4.430619131	94.83403361
4.504450643	96.9012605
4.656173211	98.45168067
4.685360652	99.57142857
4.768392316	101.4663866
4.82324145	102.7584034
4.884696496	104.7394958
4.765923179	102.5861345
4.732251601	100.6911765
4.651353982	98.10714286
4.54262665	96.12605042
4.476602047	93.97268908
4.35076265	91.73319328
4.281208883	89.32142857
4.148889103	87.16806723
4.091516095	85.10084034
3.978603614	82.51680672
3.897199811	80.70798319
3.803176771	78.72689076
3.730575566	76.74579832
3.622294498	74.42016807
3.535653885	72.18067227
3.482214397	69.76890756
3.39500341	67.61554622
3.238207711	65.36743697
3.176488654	63.11071429
3.066264509	60.87121849
2.972294433	59.04516807
2.872200671	56.97794118
2.790900366	55.40168067
2.794581524	53.23109244
2.599107797	51.29306723
2.596147263	48.98466387
2.486034089	46.99495798
2.379033131	44.86743697
2.32754378	42.67962185
2.154597473	40.40567227
2.08740608	38.53655462
2.053493089	36.4262605
1.926924534	34.13508403
1.801139675	31.87836134
1.687256967	29.77668067
1.591566847	27.20987395
1.528338681	25.46995798
1.421557702	22.91176471
1.314782084	20.94789916
1.227390366	18.64810924
1.209611141	16.91680672
1.095674021	14.47920168
1.018581318	12.36890756
0.838662412	9.681512605
0.789118142	7.898529412
0.703527998	6.072478992
0.637421479	3.814033613
0.55041791	2.145609244
0.445033058	0.595189076
0.434255197	-1.210189076
0.341332043	-2.919096639
0.291664595	-4.715861345
0.190776876	-6.702121849
0.056519702	-8.690966387
0.014201818	-10.85294118
-0.049735232	-12.9460084
-0.157409963	-15.69369748
-0.239867674	-17.66617647
-0.341960393	-20.05210084
-0.456785932	-22.11932773
-0.516535772	-23.6697479
-0.584090284	-25.78865546
-0.691356117	-27.84726891
-0.785998137	-29.87142857
-0.850583793	-31.74054622
-0.959442787	-33.71302521
-0.960865465	-36.08172269
-1.10097439	-37.93361345
-1.197583792	-39.80273109
-1.251162188	-41.52542017
-1.320389468	-43.35147059
-1.432761158	-45.06554622
-1.493787814	-47.27058824
-1.55346682	-48.95882353
-1.647960459	-50.44894958
-1.727596277	-52.38697479
-1.829570068	-54.325
-1.880838583	-55.93571429
-1.983186842	-57.89957983
-2.098160454	-59.65672269
-2.156316259	-61.79285714
-2.207085959	-63.60168067
-2.262696993	-65.67752101
-2.353815983	-67.44327731
-2.433158374	-69.33823529
-2.498224627	-71.06092437
-2.610643462	-72.8697479
-2.667997409	-74.93697479
-2.704155637	-76.65966387
-2.806386021	-78.55462185
-2.887422001	-80.27731092
-3.026245905	-82.08613445
-3.023461795	-83.89495798
-3.056805807	-85.78991597
-3.203532416	-87.68487395
-3.262379814	-89.32142857
-3.340355057	-91.1302521
-3.417658131	-92.85294118
-3.423933774	-94.66176471
-3.55234506	-96.03991597
-3.621455278	-97.76260504
-3.639360599	-99.57142857
-3.695810603	-101.4663866
-3.786727479	-103.3613445
-3.875323334	-105.2563025
-3.974266834	-106.9789916
-4.036308674	-108.8739496
-4.140347061	-110.5966387
-4.161105175	-111.9747899
-4.190840022	-114.0420168
-4.330208674	-116.0231092
-4.441290394	-117.7457983
-4.466021011	-119.1239496
-4.603813668	-120.6743697
-4.612227104	-122.6554622
-4.690118671	-124.5504202
-4.881712327	-126.4453782
-4.875810183	-127.8235294
-4.950282508	-129.460084
-5.047742614	-131.6134454
-5.134071874	-133.25
-5.150594879	-135.0588235
-5.361677488	-136.4369748
-5.374775067	-138.2457983
-5.37476512	-139.7962185
-5.477106713	-141.5189076
-5.594096712	-143.2415966
-5.749892408	-144.8781513
-5.799434278	-146.6869748
-5.918758423	-148.1512605
-5.944930753	-149.6155462
-5.890116529	-148.4957983
-5.73234883	-146.6869748
-5.688655444	-145.3088235
-5.659858135	-143.2415966
-5.546565865	-141.3466387
-5.536649282	-139.5378151
-5.413740816	-137.8151261
-5.322144165	-135.8340336
-5.272198866	-134.1113445
-5.146601279	-131.9579832
-5.107904307	-130.1491597
-5.031237634	-128.2542017
-4.975970153	-126.5315126
-4.88122506	-124.9810924
-4.858703774	-123
-4.735889042	-121.1911765
-4.647938046	-119.1239496
-4.593364381	-117.2289916
-4.488340191	-115.3340336
-4.476190817	-113.5252101
-4.393785447	-111.5441176
-4.240310752	-109.4768908
-4.208113024	-107.6680672
-4.119452068	-105.6869748
-4.058010329	-104.1365546
-3.936765175	-102.1554622
-3.869481987	-100.0882353
-3.796312343	-98.19327731
-3.757504864	-96.64285714
-3.659405625	-94.57563025
-3.594817172	-92.33613445
-3.531819514	-90.35504202
-3.446164952	-88.37394958
-3.322162799	-86.4789916
-3.257130773	-84.75630252
-3.19714899	-83.03361345
-3.158683712	-81.05252101
-3.05041503	-78.89915966
-3.032899258	-77.3487395
-2.890234194	-75.53991597
-2.847094279	-73.47268908
-2.774527089	-71.49159664
-2.693092927	-69.68277311
-2.594229882	-67.96008403
-2.517228243	-65.8842437
-2.44785574	-64.08403361
-2.359992108	-62.11155462
-2.273372738	-59.98403361
-2.160238412	-58.02878151
-2.120307893	-56.1855042
-2.039100084	-53.99768908
-1.962262794	-51.80987395
-1.862600209	-50.21638655
-1.730757439	-48.08886555
-1.707775522	-46.07331933
-1.653517811	-44.39369748
-1.553649609	-42.50735294
-1.487973594	-40.87941176
-1.385024305	-39.08781513
-1.304481567	-36.97752101
-1.209985439	-34.52268908
-1.123000944	-32.58466387
-1.063726326	-31.07731092
-0.93537059	-28.90672269
-0.940535035	-26.90840336
-0.836919961	-25.36659664
-0.752277505	-23.2907563
-0.704946564	-20.82731092
-0.574622088	-18.76869748
-0.478626505	-16.53781513
-0.385477058	-14.18634454
-0.285001901	-11.94684874
-0.192083464	-9.405882353
-0.075748449	-6.890756303
-0.026318345	-4.487605042
0.089510506	-2.358361345
0.162159463	0.045651261
0.294000522	1.895819328
0.325061647	4.047457983
0.477529262	6.215462185
0.563432283	8.673739496
0.639645892	10.75819328
0.724952023	13.2302521
0.866141699	15.71953782
0.987697738	18.14852941
1.070057134	20.94789916
1.171551874	23.35966387
1.320179675	25.4355042
1.329833914	28.51911765
1.517346278	31.31848739
1.629077229	33.66995798
1.671818423	36.33151261
1.852513087	39.38067227
1.985525841	41.70630252
2.071656864	45.1947479
2.210656423	47.47731092
2.317595973	49.3894958
2.374134881	52.20609244
2.516582897	55.16911765
2.664326139	58.1407563
2.761856557	60.63004202
2.870063612	62.45609244
3.020169792	65.59138655
3.118300439	68.23571429
3.25846108	70.6302521
3.382044116	73.21428571
3.420369582	76.4012605
3.697309847	78.38235294
3.71819549	80.27731092
3.836101538	82.34453782
3.895337334	84.67016807
3.968232124	86.39285714
4.110280278	88.28781513
4.117394005	90.18277311
4.314489479	92.16386555
4.421793734	93.97268908
4.517829446	95.69537815
4.539632958	97.59033613
4.680449671	99.48529412
4.730886679	101.4663866
4.868509568	103.7920168
4.943036664	105.9453782
5.048582801	107.8403361
5.168580626	109.8214286
5.205356608	111.7163866
5.414152253	114.0420168
5.452536582	115.9369748
5.540414908	117.6596639
5.705213059	119.0378151
5.733331045	120.5882353
6.063792484	122.8277311
6.00904212	126.1869748
6.185704944	127.9957983
6.191502864	129.5462185
6.375970097	131.355042
6.537018192	133.1638655
6.65882836	134.8865546
6.898765047	136.5231092
6.876519244	139.0210084
7.046462631	141.4327731
7.247431517	143.4138655
7.333253353	144.9642857
7.420473668	146.7731092
7.636455353	148.4096639
7.752884072	150.1323529
7.91337075	151.5966387
8.042601482	153.4054622
8.079515162	155.1281513
8.308773364	156.9369748
8.38216404	158.4012605
8.570853683	159.9516807
8.80891883	162.2773109
8.920378986	163.6554622
9.066636074	165.3781513
9.329302036	167.0147059
9.490461238	168.4789916
9.744510851	170.1155462
10.21915121	166.5840336
10.61869165	155.9033613
10.74259433	154.0084034
11.52643287	154.1806723
11.41222104	152.2857143
11.37330881	150.3907563
11.19099691	148.7542017
11.16133354	147.2037815
11.04556926	145.3088235
10.96383891	143.0693277
10.80997697	141.2605042
10.69400031	139.1932773
10.49256193	137.2983193
10.36496113	135.144958
10.30661354	132.8193277
10.0909328	130.8382353
10.00329213	128.7710084
9.826277118	126.7037815
9.729972465	124.894958
9.562194782	122.9138655
9.444402496	120.7605042
9.282162645	118.262605
9.273312206	116.2815126
8.9219144	114.0420168
8.840053679	111.5441176
8.680464185	109.7352941
8.448510213	107.3235294
8.285690059	105.1701681
8.169286998	102.8445378
8.144541276	100.8634454
7.981083295	99.05462185
7.846020795	96.81512605
7.764964532	94.74789916
7.538858889	92.59453782
7.343100364	90.18277311
7.263475074	87.94327731
7.113463771	85.61764706
6.995920473	82.86134454
6.792448078	80.79411765
6.666494811	78.6407563
6.563319505	76.4012605
6.367358091	74.67857143
6.268546551	72.09453782
6.141780211	69.68277311
5.97258957	66.66806723
5.789971471	64.41995798
5.691311059	61.88760504
5.582547341	59.59642857
5.470495603	56.8487395
5.285600715	54.7039916
5.152620721	52.35252101
5.026971826	50.3197479
4.8965315	48.175
4.796805626	45.36701681
4.552193227	42.79159664
4.530254295	40.68130252
4.382475748	38.35567227
4.273533194	36.19369748
4.128856561	33.58382353
3.99926591	30.83613445
3.886693477	28.50189076
3.813145055	26.33130252
3.6519905	23.67836134
3.562471986	21.03403361
3.380347532	18.8289916
3.312783393	16.7789916
3.237793927	14.59117647
3.060449553	12.4894958
2.986010253	9.767647059
2.850295387	7.64012605
2.764791164	5.81407563
2.609592429	3.255021008
2.514027809	1.457394958
2.417413433	-0.468571429
2.329917368	-2.642605042
2.22733866	-4.655567227
2.15614074	-6.715042017
2.04945537	-8.320588235
1.946975774	-10.68067227
1.835277173	-13.05798319
1.681305553	-15.48697479
1.565661066	-17.69201681
1.496353786	-19.60420168
1.406090066	-21.7144958
1.279821076	-23.4802521
1.184708136	-25.40966387
1.045666723	-27.33907563
0.989699938	-29.15651261
0.91127956	-30.99117647
0.825369468	-33.04117647
0.725820748	-35.01365546
0.594554702	-36.86554622
0.507017687	-38.84663866
0.433418641	-40.39705882
0.331457835	-42.08529412
0.227821358	-43.65294118
0.170391171	-45.43592437
0.076861874	-47.51176471
0.029565433	-49.07079832
-0.145201324	-51.01743697
-0.227768625	-52.95546218
-0.329910848	-54.85042017
-0.413744489	-56.96932773
-0.528432491	-59.86344538
-0.657598779	-62.04264706
-0.754603924	-63.74810924
-0.797898052	-65.39327731
-0.907995626	-67.96869748
-1.063585221	-69.94117647
-1.167275583	-71.92226891
-1.307634242	-73.81722689
-1.382123026	-75.62605042
-1.424214075	-77.5210084
-1.525463489	-79.15756303
-1.620426245	-81.13865546
-1.67118367	-82.86134454
-1.766049126	-84.84243697
-1.786238156	-86.39285714
-1.915064073	-88.71848739
-2.043710592	-90.61344538
-2.168853872	-92.59453782
-2.242295546	-94.74789916
-2.288779312	-96.47058824
-2.417859134	-98.19327731
-2.487207647	-99.82983193
-2.570831088	-101.4663866
-2.68093159	-103.0168067
-2.715152325	-104.9117647
-2.871958464	-106.8928571
-2.882988308	-108.8739496
-2.93361582	-110.7689076
-3.020053705	-112.75
-3.216134092	-114.9033613
-3.331139654	-116.4537815
-3.366141545	-118.262605
-3.459634469	-120.5021008
-3.515848389	-122.4831933
-3.658945234	-124.3781513
-3.750477807	-126.1008403
-3.903298138	-128.1680672
-3.936247673	-129.9768908
-4.059252035	-131.7857143
-4.193696054	-133.3361345
-4.221955849	-135.5756303
-4.422254753	-137.9012605
-4.527393255	-140.0546218
-4.666555784	-141.9495798
-4.759528262	-143.6722689
-4.830910182	-145.5672269
-4.922083745	-147.3760504
-5.060426264	-149.6155462
-5.208161308	-151.5105042
-5.238217994	-153.1470588
-5.39574753	-155.1281513
-5.520909822	-156.3340336
-5.557659219	-157.9705882
-5.650701473	-159.6932773
-5.766709118	-161.5021008
-5.920388445	-162.8802521
-6.005596118	-164.6029412
-6.089709925	-166.4117647
-6.266565177	-168.3067227
-6.367719724	-170.2878151
-6.508729162	-172.0105042
-6.706306377	-173.7331933
-6.854140436	-175.6281513
-7.008238195	-177.6092437
-7.102093351	-179.5042017
-7.329516403	-181.3130252
-7.482654163	-182.7773109
-7.678434834	-184.5
-7.792375782	-186.0504202
-7.945819807	-187.9453782
-8.112004727	-189.9264706
-8.298318584	-191.5630252
-8.530168493	-193.0273109
-8.653079747	-194.5777311
-8.853143395	-196.5588235
-9.882280101	-195.0084034
-10.55931153	-188.3760504
-11.44229156	-187.1701681
-12.2902035	-188.4621849
-12.77189914	-186.5672269
-12.77598007	-184.9306723
-12.77513237	-183.1218487
-12.68768522	-181.1407563
-12.58511142	-179.2457983
-12.40382313	-177.7815126
-12.37032291	-175.8865546
-12.18611909	-174.1638655
-12.02830895	-172.2689076
-11.95059493	-170.5462185
-11.76386806	-169.1680672
-11.70158927	-167.3592437
-11.55757155	-165.3781513
-11.36750043	-163.5693277
-11.2100229	-161.3298319
-11.10611962	-159.3487395
-10.914397	-157.1092437
-10.71312984	-155.1281513
-10.6594285	-153.4915966
-10.51645949	-151.855042
-10.41405542	-150.0462185
-10.26571663	-148.237395
-10.11189427	-146.342437
-10.00514706	-144.1029412
-9.816228357	-142.2079832
-9.689632221	-140.4852941
-9.553537686	-138.5042017
-9.489905245	-136.6953782
-9.361412031	-134.9726891
-9.182974395	-133.0777311
-9.042185915	-131.355042
-8.863844671	-129.5462185
-8.830113541	-127.6512605
-8.668427991	-125.6701681
-8.566975408	-123.8613445
-8.412786281	-122.1386555
-8.317902267	-120.3298319
-8.190943879	-118.3487395
-8.065782865	-116.3676471
-7.996661361	-114.5588235
-7.81464707	-112.5777311
-7.655388189	-110.7689076
-7.604687334	-109.1323529
-7.436272119	-107.3235294
-7.347843647	-105.2563025
-7.201957439	-103.3613445
-7.104642971	-101.3802521
-6.945235178	-99.31302521
-6.892678819	-97.41806723
-6.655799676	-95.09243697
-6.681252569	-93.19747899
-6.440700525	-91.04411765
-6.305956075	-89.06302521
-6.198133491	-86.90966387
