"Paultre, Legeron, Mongequ, July-August 2001 test 1206040"	
-9.21	23.31
-8.72	25.13
-8.27	26.95
-7.78	28.74
-7.29	30.56
-6.78	32.36
-6.38	34.16
-5.75	35.99
-5.35	37.78
-4.86	39.58
-4.28	41.4
-3.77	43.18
-3.14	45.01
-2.74	46.79
-2.21	48.6
-1.67	50.41
-1.11	52.22
-0.73	53.73
-0.42	53.91
0.07	55.75
0.49	57.57
1.03	59.38
1.59	61.18
1.96	62.99
2.5	64.79
3.1	66.58
3.57	68.39
4.22	70.17
4.75	71.98
5.2	73.76
5.82	75.55
6.29	77.35
6.89	79.15
7.43	80.94
7.87	82.74
8.57	84.53
9.12	86.32
9.55	88.09
10.1	89.89
10.77	91.67
11.2	93.45
11.93	95.23
12.36	97.01
12.94	98.79
13.54	100.58
14.07	102.34
14.72	104.11
15.26	105.89
15.86	107.67
16.39	109.42
17.06	111.19
17.62	112.96
18.22	114.73
18.83	116.48
19.43	118.25
20.03	120.02
20.61	121.76
21.21	123.52
21.84	125.28
22.55	127.04
23.24	128.77
23.82	130.52
24.42	132.26
25.23	134
25.9	135.75
26.65	137.5
27.19	139.22
27.92	140.96
28.64	142.69
29.37	144.41
30.11	146.14
30.87	147.86
31.74	149.57
32.41	151.31
33.12	153
33.92	154.72
34.84	156.42
35.62	158.12
36.42	159.82
37.22	161.5
38.01	163.21
38.9	164.89
39.75	166.58
40.59	168.27
41.55	169.93
42.42	171.62
43.38	173.27
44.21	174.92
45.25	176.58
46.06	178.23
47.08	179.86
48.02	181.5
49.16	183.12
50.12	184.7
51.1	186.29
52.17	187.86
53.48	189.42
54.51	190.94
55.83	192.43
57.16	193.87
58.79	195.25
59.86	195.89
60.82	196.53
63.25	197.68
66.42	198.55
71.75	198.63
79.53	193.65
79.42	191.83
79.22	189.96
78.91	188.09
78.57	186.26
78.04	184.4
77.73	182.6
77.15	180.79
76.72	178.98
76.21	177.17
75.83	175.38
75.27	173.56
74.92	171.76
74.29	169.96
73.82	168.17
73.33	166.36
72.8	164.56
72.26	162.77
71.75	160.98
71.26	159.19
70.68	157.39
70.26	155.6
69.7	153.8
69.14	152.01
68.65	150.23
68.11	148.43
67.58	146.64
67	144.85
66.44	143.06
66.02	141.27
65.35	139.48
64.84	137.69
64.32	135.9
63.63	134.12
63.16	132.33
62.54	130.54
61.96	128.75
61.51	126.97
60.89	125.17
60.4	123.37
59.82	121.6
59.37	119.82
58.68	118.04
58.19	116.25
57.79	114.44
57.1	112.66
56.63	110.87
56.16	109.07
55.65	107.31
55.13	105.52
54.71	103.74
54.11	101.95
53.55	100.19
53.17	98.41
52.48	96.63
52.06	94.85
51.48	93.05
50.96	91.3
50.45	89.52
49.94	87.74
49.31	85.95
48.76	84.2
48.15	82.42
47.46	80.66
46.93	78.88
46.32	77.1
45.77	75.34
45.21	73.57
44.58	71.79
43.94	70.03
43.34	68.26
42.76	66.5
42.13	64.73
41.51	62.96
40.9	61.19
40.21	59.43
39.68	57.65
39.01	55.89
38.36	54.12
37.76	52.36
37.14	50.59
36.49	48.83
35.89	47.08
35.2	45.32
34.55	43.54
33.95	41.79
33.41	40.04
32.68	38.28
32.1	36.52
31.45	34.74
30.82	32.97
30.15	31.25
29.51	29.48
28.84	27.73
28.28	25.98
27.57	24.21
26.94	22.46
26.43	20.67
25.63	18.94
24.98	17.19
24.38	15.45
23.89	13.77
23.29	12
22.62	10.23
22.08	8.48
21.39	6.71
20.85	4.95
20.21	3.2
19.63	1.43
18.94	-0.34
18.42	-2.09
17.69	-3.85
17.15	-5.62
16.55	-7.37
15.99	-9.13
15.35	-10.89
14.61	-12.64
14.12	-14.4
13.49	-16.16
12.87	-17.91
12.16	-19.69
11.62	-21.43
11	-23.19
10.28	-24.94
9.7	-26.69
9.06	-28.45
8.32	-30.2
7.76	-31.96
7.05	-33.72
6.42	-35.47
5.84	-37.23
5.18	-38.98
4.42	-40.73
3.79	-42.48
3.08	-44.25
2.54	-45.99
1.72	-47.73
1.23	-49.5
0.45	-51.24
-0.24	-53
-0.94	-54.78
-1.58	-56.52
-2.18	-58.27
-2.83	-60.01
-3.57	-61.76
-4.26	-63.51
-4.99	-65.29
-5.66	-67
-6.29	-68.74
-7.05	-70.49
-7.69	-72.24
-8.45	-73.97
-9.16	-75.71
-9.86	-77.44
-10.44	-79.18
-11.13	-80.92
-11.8	-82.65
-12.53	-84.38
-13.34	-86.11
-13.96	-87.86
-14.76	-89.56
-15.48	-91.29
-16.15	-93.01
-16.9	-94.72
-17.57	-96.44
-18.4	-98.14
-19.13	-99.84
-19.91	-101.54
-20.54	-103.26
-21.32	-104.96
-22.08	-106.65
-22.93	-108.36
-23.73	-110.06
-24.55	-111.76
-25.29	-113.46
-26.2	-115.15
-26.92	-116.84
-27.85	-118.53
-28.61	-120.21
-29.55	-121.88
-30.44	-123.56
-31.29	-125.25
-32.09	-126.91
-33.16	-128.58
-33.9	-130.24
-34.9	-131.89
-35.82	-133.56
-36.78	-135.2
-37.67	-136.84
-38.67	-138.47
-39.79	-140.13
-40.68	-141.78
-41.79	-143.39
-42.62	-145.01
-43.73	-146.63
-44.72	-148.24
-45.74	-149.85
-46.92	-151.45
-48.06	-153.04
-49.2	-154.62
-50.27	-156.2
-51.34	-157.74
-52.63	-159.28
-53.84	-160.82
-55.02	-162.35
-56.36	-163.8
-57.56	-165.25
-59.3	-166.62
-61.09	-167.94
-61.24	-168
-63.14	-169.21
-65.39	-170.35
-68.71	-171.21
-73.95	-171.3
-78.19	-167.71
-78.12	-165.76
-77.9	-163.9
-77.39	-162.05
-77.01	-160.2
-76.79	-158.37
-76.47	-156.52
-75.78	-154.68
-75.38	-152.89
-75	-151.09
-74.58	-149.28
-73.98	-147.48
-73.46	-145.67
-73.04	-143.87
-72.55	-142.08
-71.84	-140.29
-71.46	-138.49
-70.9	-136.71
-70.41	-134.91
-69.83	-133.12
-69.2	-131.32
-68.82	-129.54
-68.16	-127.75
-67.8	-125.96
-67.17	-124.18
-66.64	-122.37
-65.95	-120.6
-65.52	-118.81
-64.81	-117.02
-64.34	-115.24
-63.76	-113.46
-63.2	-111.67
-62.47	-109.89
-62.02	-108.12
-61.49	-106.32
-60.86	-104.55
-60.33	-102.77
-59.72	-100.98
-59.28	-99.2
-58.72	-97.43
-58.19	-95.64
-57.65	-93.86
-56.96	-92.09
-56.62	-90.29
-56.07	-88.53
-55.47	-86.74
-55.09	-84.97
-54.44	-83.18
-53.99	-81.41
-53.46	-79.64
-52.92	-77.86
-52.36	-76.09
-51.7	-74.31
-51.29	-72.53
-50.71	-70.76
-50.22	-68.99
-49.53	-67.22
-48.82	-65.45
-48.31	-63.69
-47.7	-61.92
-47.17	-60.15
-46.59	-58.38
-45.87	-56.63
-45.38	-54.86
-44.63	-53.1
-43.96	-51.34
-43.49	-49.58
-42.77	-47.82
-42.22	-46.05
-41.53	-44.3
-41.01	-42.54
-40.37	-40.77
-39.61	-39.03
-38.96	-37.27
-38.34	-35.52
-37.62	-33.76
-37.07	-32
-36.42	-30.24
-35.75	-28.49
-35.06	-26.73
-34.48	-24.98
-33.81	-23.22
-33.07	-21.5
-32.34	-19.81
-31.89	-18.07
-31.11	-16.32
-30.51	-14.56
-29.95	-12.82
-29.21	-11.06
-28.61	-9.32
-27.99	-7.56
-27.21	-5.81
-26.69	-4.06
-26.03	-2.29
-25.31	-0.55
-24.73	1.19
-24.09	2.93
-23.42	4.69
-22.77	6.44
-22.03	8.16
-21.45	9.91
-20.78	11.64
-20.07	13.4
-19.42	15.12
-18.87	16.86
-18.2	18.61
-17.46	20.36
-16.79	22.1
-16.26	23.83
-15.57	25.6
-14.81	27.32
-14.18	29.07
-13.49	30.78
-12.84	32.52
-12.11	34.25
-11.35	35.98
-10.73	37.7
-10.08	39.44
-9.25	41.18
-8.56	42.91
-7.94	44.66
-7.22	46.4
-6.51	48.13
-5.8	49.85
-5.06	51.57
-4.35	53.3
-3.63	55.03
-2.85	56.75
-2.01	58.47
-1.31	60.21
-1.05	60.77
-0.47	59.91
0.05	61.77
0.51	63.52
1.18	65.27
1.88	67
2.68	68.77
3.44	70.48
4.04	72.2
4.8	73.92
5.62	75.65
6.38	77.35
7.05	79.07
7.94	80.8
8.7	82.52
9.48	84.22
10.19	85.92
11.04	87.64
11.76	89.34
12.58	91.04
13.29	92.74
14.16	94.44
14.94	96.14
15.73	97.84
16.48	99.53
17.22	101.23
18.02	102.93
18.8	104.62
19.72	106.31
20.41	108
21.35	109.68
22.1	111.36
22.88	113.05
23.78	114.73
24.56	116.42
25.45	118.08
26.23	119.75
27.19	121.42
28.13	123.09
28.95	124.75
29.89	126.41
30.94	128.07
31.72	129.74
32.7	131.41
33.63	133.05
34.68	134.71
35.51	136.36
36.44	138.01
37.47	139.64
38.45	141.29
39.46	142.92
40.57	144.55
41.46	146.19
42.6	147.8
43.51	149.43
44.65	151.05
45.7	152.68
46.68	154.27
47.82	155.86
48.76	157.48
49.85	159.07
50.96	160.63
51.99	162.22
53.15	163.8
54.13	165.36
55.27	166.89
56.41	168.44
57.54	169.99
58.84	171.49
60.17	172.97
61.58	174.45
63.16	175.94
64.79	177.33
66.58	178.71
68.54	180.06
70.61	181.27
72.69	182.48
75.41	183.52
78.31	184.38
80.11	181.75
79.93	171.9
79.6	170.04
79.29	168.17
78.91	166.35
78.31	164.54
77.79	162.75
77.41	160.93
76.86	159.14
76.43	157.33
76.01	155.53
75.43	153.75
74.92	151.94
74.4	150.16
73.96	148.35
73.53	146.57
73.04	144.76
72.44	142.97
71.97	141.17
71.39	139.38
70.86	137.59
70.28	135.8
69.83	134.01
69.3	132.22
68.74	130.42
68.23	128.65
67.67	126.83
67.18	125.05
66.69	123.26
66	121.47
65.55	119.69
64.86	117.91
64.34	116.11
63.72	114.33
63.16	112.51
62.63	110.75
62	108.94
61.47	107.16
60.89	105.39
60.42	103.6
59.82	101.81
59.35	100.04
58.79	98.24
58.17	96.46
57.63	94.69
57.07	92.9
56.56	91.12
56.12	89.34
55.54	87.56
55.09	85.8
54.53	84.03
54.04	82.24
53.42	80.47
52.93	78.7
52.32	76.93
51.86	75.16
51.32	73.39
50.65	71.6
50.03	69.86
49.47	68.07
48.91	66.32
48.26	64.57
47.71	62.8
47.1	61.04
46.53	59.29
45.81	57.5
45.16	55.76
44.47	54
43.87	52.22
43.34	50.48
42.58	48.73
41.91	46.99
41.4	45.22
40.61	43.48
39.97	41.73
39.34	39.99
38.52	38.25
37.92	36.5
37.16	34.77
36.49	33.02
35.82	31.26
35.15	29.54
34.35	27.81
33.61	26.07
32.97	24.34
32.34	22.6
31.58	20.88
30.82	19.17
30.2	17.47
29.46	15.76
28.86	14.01
28.08	12.3
27.41	10.57
26.68	8.85
25.92	7.11
25.2	5.38
24.49	3.66
23.8	1.94
23.02	0.2
22.35	-1.53
21.59	-3.25
20.9	-4.96
20.16	-6.68
19.45	-8.4
18.74	-10.12
18.04	-11.82
17.2	-13.54
16.53	-15.26
15.73	-16.96
15.06	-18.68
14.3	-20.38
13.49	-22.11
12.71	-23.79
12	-25.51
11.13	-27.2
10.39	-28.92
9.68	-30.61
8.88	-32.32
8.08	-34.02
7.25	-35.71
6.42	-37.41
5.62	-39.11
4.69	-40.79
3.97	-42.5
3.08	-44.19
2.5	-45.32
2.08	-45.79
1.36	-47.54
0.63	-49.26
-0.33	-50.96
-1.05	-52.65
-1.98	-54.37
-2.76	-56.07
-3.7	-57.74
-4.57	-59.44
-5.4	-61.13
-6.18	-62.81
-7.09	-64.5
-7.94	-66.19
-8.7	-67.87
-9.57	-69.54
-10.46	-71.22
-11.35	-72.91
-12.2	-74.59
-13	-76.27
-13.94	-77.94
-14.72	-79.61
-15.61	-81.27
-16.52	-82.92
-17.39	-84.59
-18.22	-86.24
-19.25	-87.89
-20.05	-89.55
-20.96	-91.19
-21.9	-92.84
-22.88	-94.48
-23.73	-96.13
-24.71	-97.77
-25.62	-99.42
-26.49	-101.08
-27.48	-102.7
-28.63	-104.32
-29.68	-105.97
-30.64	-107.59
-31.58	-109.22
-32.54	-110.86
-33.7	-112.47
-34.68	-114.07
-35.86	-115.68
-36.98	-117.3
-37.98	-118.89
-39.09	-120.48
-40.21	-122.09
-41.17	-123.69
-42.46	-125.27
-43.51	-126.85
-44.76	-128.42
-45.81	-130
-46.99	-131.58
-48.19	-133.15
-49.33	-134.72
-50.47	-136.28
-51.56	-137.83
-52.79	-139.4
-53.93	-140.92
-55	-142.47
-56.29	-143.97
-57.43	-145.47
-58.61	-146.97
-60.19	-148.42
-61.62	-149.88
-63.14	-151.31
-64.92	-152.74
-66.71	-154.09
-67.2	-154.45
-68.58	-155.38
-70.68	-156.58
-73.02	-157.66
-76.25	-158.46
-78.53	-155.71
-78.57	-153.71
-78.55	-145.84
-77.97	-144
-77.75	-142.14
-77.14	-140.31
-76.92	-138.47
-76.25	-136.66
-75.92	-134.86
-75.36	-133.04
-74.71	-131.26
-74.4	-129.46
-73.89	-127.67
-73.4	-125.86
-72.77	-124.08
-72.21	-122.29
-71.86	-120.5
-71.37	-118.71
-70.74	-116.9
-70.12	-115.13
-69.76	-113.33
-69	-111.54
-68.65	-109.77
-68.07	-107.97
-67.55	-106.18
-67.02	-104.4
-66.42	-102.61
-65.88	-100.82
-65.3	-99.03
-64.7	-97.26
-64.1	-95.48
-63.54	-93.69
-62.82	-91.91
-62.2	-90.13
-61.71	-88.35
-61.06	-86.57
-60.59	-84.78
-60.04	-83
-59.61	-81.22
-58.92	-79.44
-58.5	-77.67
-57.85	-75.86
-57.32	-74.11
-56.83	-72.32
-56.36	-70.55
-55.75	-68.79
-55.2	-67
-54.62	-65.24
-54.15	-63.47
-53.5	-61.71
-53.06	-59.94
-52.39	-58.17
-51.9	-56.4
-51.38	-54.63
-50.71	-52.86
-50.11	-51.1
-49.6	-49.33
-48.95	-47.56
-48.33	-45.82
-47.68	-44.06
-47.03	-42.3
-46.39	-40.55
-45.79	-38.78
-45.21	-37.04
-44.58	-35.28
-43.87	-33.53
-43.27	-31.79
-42.64	-30.04
-41.93	-28.3
-41.3	-26.54
-40.39	-24.87
-39.88	-23.12
-39.21	-21.39
-38.56	-19.64
-37.96	-17.9
-37.27	-16.16
-36.44	-14.42
-35.86	-12.67
-35.04	-10.93
-34.41	-9.21
-33.68	-7.46
-32.98	-5.74
-32.27	-4.01
-31.51	-2.26
-30.87	-0.55
-30.04	1.18
-29.39	2.9
-28.7	4.63
-27.9	6.35
-27.12	8.08
-26.49	9.8
-25.76	11.51
-24.87	13.23
-24.2	14.95
-23.53	16.69
-22.81	18.38
-21.97	20.1
-21.3	21.79
-20.56	23.5
-19.69	25.21
-19.04	26.92
-18.29	28.62
-17.51	30.33
-16.7	32.04
-15.97	33.73
-15.25	35.42
-14.45	37.11
-13.63	38.8
-12.87	40.49
-11.95	42.17
-11.11	43.86
-10.3	45.54
-9.48	47.24
-8.58	48.94
-7.76	50.59
-6.96	52.28
-6.06	53.96
-5.15	55.64
-4.3	57.31
-3.48	58.99
-2.5	60.67
-1.72	62.34
-0.94	63.62
-0.42	57.95
-0.09	59.83
0.4	61.65
0.89	63.48
1.43	65.27
1.99	67.06
2.5	68.83
3.24	70.57
3.99	72.31
4.62	74.04
5.33	75.78
6.22	77.47
6.89	79.17
7.74	80.89
8.59	82.59
9.35	84.29
10.28	85.96
11	87.65
11.98	89.33
12.74	91.01
13.58	92.69
14.43	94.37
15.3	96.03
16.19	97.7
17.06	99.37
17.98	101.02
18.87	102.68
19.63	104.35
20.7	106
21.57	107.65
22.42	109.29
23.31	110.94
24.38	112.6
25.16	114.24
26.25	115.87
27.19	117.53
28.15	119.15
29.13	120.78
30.13	122.41
31.18	124.05
32.16	125.66
33.28	127.29
34.35	128.9
35.4	130.51
36.4	132.16
37.4	133.75
38.47	135.37
39.61	136.97
40.7	138.58
41.86	140.17
42.93	141.77
44.12	143.36
45.23	144.94
46.3	146.53
47.42	148.11
48.53	149.67
49.74	151.24
50.85	152.8
51.94	154.36
53.08	155.91
54.2	157.46
55.36	158.99
56.54	160.49
57.88	162
59.13	163.49
60.66	164.96
62.03	166.41
63.65	167.84
65.55	169.22
67.29	170.57
69.21	171.88
69.52	171.95
71.37	173.09
73.67	174.23
76.21	175.26
79.4	176.1
83.24	176.7
88.16	176.94
93.99	176.87
100.36	176.53
107.61	175.97
114.21	175.39
121.48	174.75
121.77	172.6
121.91	170.59
122.09	168.61
121.97	166.71
121.51	164.87
121.13	163
120.57	161.22
119.9	159.41
119.54	157.62
118.92	155.84
118.47	154.05
117.94	152.26
117.43	150.48
116.98	148.69
116.38	146.9
115.84	145.11
115.19	143.32
114.73	141.54
114.19	139.76
113.63	137.96
113.1	136.21
112.5	134.43
111.87	132.65
111.38	130.86
110.8	129.1
110.24	127.31
109.69	125.55
109.02	123.78
108.55	122
107.86	120.24
107.43	118.47
106.7	116.69
106.21	114.89
105.45	113.15
104.91	111.39
104.38	109.62
103.73	107.87
103.13	106.1
102.62	104.34
101.99	102.57
101.35	100.81
100.79	99.05
100.25	97.29
99.43	95.54
98.89	93.79
98.29	92
97.64	90.28
97.06	88.51
96.19	86.76
95.66	84.99
94.99	83.27
94.39	81.52
93.58	79.78
92.94	78.05
92.2	76.31
91.44	74.58
90.73	72.85
90.08	71.1
89.35	69.38
88.65	67.65
87.87	65.94
87.23	64.22
86.36	62.51
85.55	60.78
84.86	59.07
84.04	57.35
83.35	55.65
82.54	53.95
81.72	52.27
80.96	50.6
80.31	48.91
79.53	47.22
78.75	45.5
78.04	43.84
77.17	42.13
76.5	40.45
75.59	38.77
74.76	37.08
73.94	35.39
73.15	33.72
72.28	32.04
71.55	30.36
70.57	28.69
69.61	27.03
68.69	25.37
67.85	23.71
66.95	22.05
66.02	20.4
65.06	18.75
64.03	17.1
63.1	15.46
62.07	13.82
61.11	12.16
60.09	10.54
59.15	8.9
58.21	7.27
57.3	5.63
56.34	4
55.51	2.37
54.58	0.76
53.71	-0.87
52.68	-2.49
51.77	-4.1
50.78	-5.72
49.87	-7.33
48.78	-8.94
47.73	-10.56
46.86	-12.16
45.77	-13.76
44.65	-15.39
43.63	-16.98
42.42	-18.58
41.4	-20.19
40.32	-21.78
39.19	-23.38
38.09	-24.97
37	-26.56
35.86	-28.16
34.82	-29.75
33.61	-31.35
32.43	-32.92
31.45	-34.51
30.31	-36.11
29.2	-37.7
27.92	-39.26
26.79	-40.84
25.74	-42.43
24.69	-44.01
23.6	-45.61
22.35	-47.18
21.23	-48.75
20.23	-50.32
19.07	-51.93
17.98	-53.5
16.91	-55.08
15.81	-56.64
14.68	-58.22
13.56	-59.81
12.36	-61.37
11.2	-62.96
10.1	-64.52
8.97	-66.08
7.67	-67.66
6.56	-69.23
5.33	-70.81
4.28	-72.4
3.08	-73.58
2.25	-73.69
1.36	-75.37
0.38	-77
-0.76	-78.62
-1.83	-80.2
-2.96	-81.8
-4.08	-83.38
-5.33	-84.96
-6.44	-86.55
-7.65	-88.12
-8.76	-89.69
-9.95	-91.27
-11.08	-92.85
-12.2	-94.4
-13.36	-95.99
-14.63	-97.53
-15.83	-99.06
-17.02	-100.6
-18.26	-102.13
-19.42	-103.68
-20.54	-105.22
-21.77	-106.77
-22.97	-108.29
-24.35	-109.82
-25.53	-111.34
-26.81	-112.9
-28.1	-114.41
-29.57	-115.93
-30.89	-117.44
-32.31	-118.94
-33.56	-120.44
-35.04	-121.93
-36.33	-123.42
-37.8	-124.92
-39.18	-126.38
-40.83	-127.86
-42.19	-129.32
-43.69	-130.78
-45.21	-132.19
-46.77	-133.61
-48.31	-135.03
-50.09	-136.44
-51.76	-137.8
-53.32	-139.16
-55.04	-140.47
-56.71	-141.75
-56.91	-141.78
-58.81	-142.94
-61.15	-144.04
-64.3	-144.96
-68.04	-145.68
-72.82	-145.95
-80.96	-144.86
-88.87	-144.1
-95.92	-143.62
-103.04	-143.22
-109.86	-142.76
-116.26	-142.45
-121.75	-138.57
-121.77	-136.57
-121.88	-134.57
-121.93	-132.61
-121.35	-130.76
-121.03	-128.92
-120.43	-127.08
-119.92	-125.29
-119.63	-123.49
-119.14	-121.69
-118.51	-119.89
-117.73	-118.11
-117.53	-116.3
-116.95	-114.5
-116.28	-112.72
-115.62	-110.94
-115.19	-109.15
-114.75	-107.36
-114.19	-105.57
-113.63	-103.79
-112.83	-102
-112.47	-100.24
-111.94	-98.41
-111.29	-96.67
-110.75	-94.9
-110.22	-93.09
-109.62	-91.32
-108.97	-89.55
-108.14	-87.78
-107.54	-86.01
-107.16	-84.23
-106.58	-82.46
-105.67	-80.67
-105.42	-78.9
-104.82	-77.13
-104	-75.36
-103.26	-73.59
-102.84	-71.81
-102.26	-70.05
-101.43	-68.28
-101.1	-66.52
-100.14	-64.75
-99.83	-62.99
-99.22	-61.3
-98.64	-59.53
-98.06	-57.76
-97.3	-56.01
-96.52	-54.24
-96.12	-52.47
-95.34	-50.71
-94.72	-48.97
-94.05	-47.23
-93.25	-45.48
-92.69	-43.74
-91.75	-42
-91.24	-40.25
-90.52	-38.51
-89.88	-36.77
-88.87	-35.04
-88.43	-33.3
-87.45	-31.57
-86.93	-29.84
-86.24	-28.11
-85.37	-26.38
-84.75	-24.66
-83.81	-22.94
-83.03	-21.2
-82.45	-19.49
-81.69	-17.78
-80.98	-16.06
-80.13	-14.36
-79.28	-12.65
-78.59	-10.95
-77.66	-9.24
-77.14	-7.52
-76.36	-5.85
-75.58	-4.13
-74.78	-2.43
-74.02	-0.74
-73.2	0.95
-72.28	2.61
-71.55	4.3
-70.68	5.97
-69.83	7.64
-68.85	9.32
-67.89	10.98
-67.15	12.65
-66.3	14.3
-65.23	15.97
-64.36	17.61
-63.45	19.26
-62.33	20.9
-61.42	22.52
-60.35	24.16
-59.48	25.79
-58.36	27.39
-57.52	29.02
-56.62	30.63
-55.64	32.23
-54.66	33.83
-53.75	35.44
-52.74	37.04
-51.72	38.63
-50.65	40.23
-49.62	41.81
-48.37	43.41
-47.41	44.99
-46.25	46.57
-45.05	48.14
-43.93	49.7
-42.69	51.25
-41.46	52.79
-40.23	54.35
-38.92	55.89
-37.67	57.41
-36.26	58.97
-34.95	60.49
-33.72	62
-32.43	63.51
-31.02	65.03
-29.75	66.54
-28.39	68.03
-26.94	69.55
-25.58	71.02
-24.29	72.5
-22.79	73.99
-21.5	75.46
-19.98	76.92
-18.55	78.39
-17.19	79.86
-15.86	81.32
-14.38	82.79
-12.82	84.2
-11.33	85.65
-9.68	87.07
-8.23	88.53
-6.76	89.99
-5.19	91.45
-3.66	92.91
-2.09	94.35
-1.43	94.92
-1.14	92.03
-1.16	90.03
-1.4	88.18
-1.85	86.32
-2.23	84.44
-2.56	82.58
-3.08	80.79
-3.59	78.96
-3.95	77.15
-4.46	75.33
-5.06	73.52
-5.53	71.71
-6.04	69.9
-6.53	68.09
-6.96	66.29
-7.45	64.46
-8.05	62.68
-8.58	60.87
-9.01	59.08
-9.54	57.26
-10.03	55.49
-10.68	53.68
-11.17	51.86
-11.64	50.09
-12.22	48.28
-12.71	46.51
-13.31	44.71
-13.8	42.92
-14.36	41.13
-14.85	39.33
-15.32	37.57
-16.08	35.78
-16.41	34
-16.99	32.22
-17.55	30.44
-18.2	28.67
-18.71	26.89
-19.27	25.1
-19.78	23.32
-20.52	21.54
-20.96	19.77
-21.61	18
-22.17	16.22
-22.77	14.46
-23.35	12.69
-23.82	10.93
-24.6	9.16
-25.09	7.4
-25.67	5.62
-26.43	3.87
-26.94	2.12
-27.7	0.35
-28.32	-1.4
-28.92	-3.16
-29.66	-4.91
-30.24	-6.66
-30.8	-8.4
-31.6	-10.16
-32.27	-11.89
-32.96	-13.64
-33.56	-15.38
-34.3	-17.11
-35.08	-18.84
-35.73	-20.57
-36.55	-22.31
-37.13	-23.97
-41.17	-22.6
-40.75	-20.75
-40.39	-18.9
-39.99	-17.07
-39.63	-15.23
-39.16	-13.39
-38.6	-11.55
-38.29	-9.73
-37.87	-7.89
-37.47	-6.07
-36.89	-4.24
-36.44	-2.41
-35.93	-0.59
-35.62	1.24
-35.08	3.06
-34.68	4.88
-34.1	6.7
-33.7	8.53
-33.27	10.35
-32.63	12.18
-32.18	13.96
-31.85	15.79
-31.36	17.59
-30.75	19.42
-30.26	21.23
-29.88	23.05
-29.37	24.83
-28.75	26.64
-28.3	28.46
-27.88	30.25
-27.36	32.06
-26.74	33.87
-26.29	35.68
-25.78	37.47
-25.24	39.3
-24.67	41.07
-24.26	42.86
-23.75	44.66
-23.1	46.46
-22.61	48.24
-22.17	50.04
-21.59	51.82
-21.01	53.61
-20.45	55.39
-19.89	57.18
-19.45	58.97
-18.96	60.76
-18.24	62.51
-17.73	64.29
-17.28	66.05
-16.68	67.83
-16.06	69.62
-15.43	71.37
-14.87	73.13
-14.32	74.89
-13.71	76.66
-13.09	78.42
-12.44	80.17
-11.84	81.9
-11.11	83.66
-10.39	85.38
-9.59	87.11
-8.92	88.82
-8.07	90.56
-7.4	92.29
-6.49	93.95
-5.6	95.63
-4.77	97.29
-3.88	98.96
-2.94	100.61
-1.94	102.24
-0.94	103.87
0.09	105.5
1.27	107.11
2.23	108.72
3.35	110.32
4.55	111.94
5.78	113.48
6.94	115.03
8.32	116.55
9.55	118.06
11.02	119.56
12.4	121.05
13.67	122.54
15.26	123.97
16.62	125.41
18.13	126.86
19.72	128.29
21.17	129.72
22.68	131.15
24.31	132.56
25.87	133.96
27.57	135.35
29.31	136.73
30.98	138.11
32.76	139.47
34.64	140.8
36.44	142.15
38.32	143.46
40.26	144.81
42.15	146.08
44.23	147.34
46.3	148.59
48.33	149.81
50.52	151.01
52.64	152.18
54.75	153.33
57.01	154.4
59.55	155.45
62.38	156.44
65.44	157.39
68.47	158.32
71.82	159.07
75.25	159.76
79.22	160.31
83.32	160.78
87.9	161.14
92.65	161.45
97.64	161.65
102.79	161.79
107.88	161.89
113.21	161.94
118.61	161.88
122.13	146.67
121.89	144.83
121.57	142.97
121.08	141.17
120.57	139.37
120.06	137.53
119.57	135.77
118.99	133.98
118.41	132.18
117.98	130.38
117.49	128.61
116.98	126.82
116.42	125.03
115.98	123.25
115.42	121.47
114.84	119.68
114.3	117.9
113.7	116.13
113.23	114.34
112.5	112.54
112.18	110.79
111.56	109.01
110.94	107.23
110.38	105.47
109.84	103.67
109.11	101.92
108.62	100.15
108.08	98.38
107.46	96.6
106.9	94.85
106.23	93.09
105.69	91.3
105.11	89.56
104.45	87.8
103.78	86.03
103.24	84.27
102.66	82.5
102.01	80.75
101.37	79
100.74	77.24
100.12	75.49
99.4	73.75
98.82	72
98.16	70.23
97.6	68.51
96.82	66.77
96.17	65.04
95.39	63.3
94.77	61.57
94.12	59.83
93.43	58.16
92.69	56.45
92.02	54.71
91.44	52.99
90.6	51.27
89.9	49.54
89.1	47.82
88.43	46.1
87.63	44.38
86.98	42.67
86.13	40.97
85.47	39.25
84.6	37.55
83.73	35.84
82.97	34.14
82.23	32.44
81.41	30.73
80.6	29.04
79.71	27.36
79.02	25.68
78.24	23.99
77.46	22.32
76.5	20.64
75.81	18.95
74.85	17.3
74.02	15.63
73.13	13.98
72.2	12.32
71.35	10.67
70.43	9.01
69.5	7.37
68.52	5.73
67.53	4.09
66.53	2.45
65.59	0.82
64.52	-0.82
63.59	-2.44
62.54	-4.06
61.42	-5.71
60.35	-7.29
59.39	-8.92
58.32	-10.52
57.39	-12.11
56.34	-13.73
55.36	-15.32
54.4	-16.92
53.35	-18.51
52.46	-20.09
51.3	-21.68
50.27	-23.28
49.2	-24.84
48.02	-26.41
46.95	-27.98
45.77	-29.54
44.58	-31.1
43.36	-32.66
42.18	-34.23
41.02	-35.77
39.77	-37.32
38.5	-38.86
37.29	-40.4
36.02	-41.95
34.82	-43.5
33.46	-45.01
