"Aboutaha and Machado, Test ORC2"	
10275	
9.13810467	110.1286992
8.97212292	107.5178122
8.77418854	104.940641
8.56288417	102.531871
8.38592842	100.1062877
8.19613309	97.68070432
8.00456363	95.37299296
7.79338729	93.03165472
7.64328126	90.690272
7.45558928	88.51733504
7.28598611	86.32754016
7.10705504	84.15464768
6.9236795	82.0996272
6.7775424	80.0277488
6.62941169	78.0232576
6.45596762	76.05248224
6.30373995	74.1490496
6.15557266	72.19508768
5.98465261	70.35908672
5.83065081	68.50618336
5.25407685	59.84815136
4.23949397	45.96838976
3.44568968	36.19862019
2.79997952	29.46086096
2.31986702	24.27278493
2.00990639	20.23012672
1.75234661	17.21497875
1.52234986	14.80623107
1.39719139	12.78489974
1.23900118	11.20152739
1.10948969	9.820285504
0.99596366	8.775935136
0.90747664	7.916870656
0.82978072	7.091495328
0.72759449	6.417716736
0.19199013	1.63390608
0.21306021	1.650750656
0.1936911	1.650750656
0.19736739	1.667595232
0.1613178	1.313863584
0.12270761	0.85906448
0.07381844	0.252664192
0.01099229	-0.67378304
-0.0722455	-2.29085344
-0.2600838	-5.5586656
-0.6308221	-12.41432352
-1.1689139	-22.5377936
-2.0261662	-37.24297056
-2.8353158	-54.5084608
-3.80432	-70.5105856
-4.6573656	-86.2769664
-5.6962376	-102.4476704
-7.0039726	-119.3763136
-8.1789222	-136.4566336
-9.4171552	-152.5766304
-12.4767064	-167.7198464
-13.3890116	-181.9027392
-14.4225795	-195.058144
-15.1766762	-207.0512864
-15.9088249	-217.5792576
-16.5434879	-226.843552
-17.2066833	-234.356224
-17.3689156	-234.9793888
-18.0013838	-243.1992928
-18.1648964	-243.3007072
-18.1694689	-242.7278048
-18.4626576	-247.006336
-18.4705223	-246.2986592
-18.3523689	-242.7278048
-18.3598678	-242.6437376
-18.3523689	-242.5592256
-18.3490767	-242.4413536
-18.3609652	-242.3572864
-18.3510886	-242.2896768
-18.3580388	-242.2732192
-18.3355421	-241.868896
-18.3260313	-240.7737984
-18.0677765	-235.8049376
-17.4662184	-227.399552
-16.9262976	-219.3984896
-16.3360793	-211.93608
-15.8854137	-204.7267616
-15.4396864	-197.8710592
-15.0098714	-191.301808
-14.5301247	-184.9683008
-14.0940911	-178.8536352
-13.7374361	-172.840384
-13.3070724	-167.0966816
-12.8512856	-161.4704064
-12.460977	-155.995808
-12.0869465	-150.740496
-11.5810451	-143.2785312
-10.6032617	-133.1548832
-9.7456436	-123.5538752
-8.7936491	-114.5084224
-7.9331046	-106.0185248
-7.2126615	-98.00056
-6.0973373	-85.6199968
-5.2777624	-75.19344
-5.1427822	-72.6162688
-4.845021	-69.7864512
-4.7056512	-67.1083104
-4.5585996	-64.3794624
-4.2480354	-59.376352
-3.586669	-49.2362464
-2.9741369	-38.03467008
-2.6793021	-31.16215424
-2.3733104	-26.49624672
-2.0874377	-23.1947632
-1.951543	-20.78599328
-1.7858356	-19.00047712
-1.7042622	-17.58556832
-1.6932882	-16.406448
-1.582085	-15.2441856
-1.4791123	-13.98086464
-1.3947954	-12.04376064
-1.1868381	-7.46205376
-0.6066793	2.257150944
0.33348157	13.55974134
1.18674665	25.21607229
2.21969269	38.3378591
3.18608142	52.53768544
4.17514975	67.1754752
5.40694467	83.4471488
6.78813231	100.7800707
8.28432747	119.1404362
9.94187701	137.9556541
11.51509136	156.433936
13.27857658	174.7270032
14.84639538	192.6999478
16.34301121	209.8307082
18.02503277	225.7318189
19.4525124	240.2180208
19.92117536	243.8732538
20.16606017	246.6694
20.78685935	252.1775363
20.80072317	251.4364106
20.57842651	242.6099328
20.57560985	242.5425456
20.570763	242.5088742
20.59817971	242.4751584
20.56373964	242.4751584
20.53926762	240.5380544
20.11418973	233.0760006
19.52960475	226.2371562
19.02677607	219.8194483
18.44952538	213.6207155
17.87703009	207.5398992
17.35969744	201.5432835
16.82654394	195.7151136
16.23129589	188.9436563
15.38384703	179.2581363
14.58073313	169.9431792
13.85526028	160.981927
13.18692539	152.2734102
12.4714023	143.9354118
11.7244387	135.9174915
11.01778626	128.0679725
10.38471449	120.5217181
9.67767796	111.4931232
8.98242019	102.4644838
8.290857	93.95808416
7.65701705	86.05803584
6.70077927	74.18276544
5.65360361	61.07780096
4.59263729	47.13065216
3.76497821	36.90608349
3.0630263	29.88196646
2.56947065	24.55913827
2.16145733	20.3143496
1.90428164	17.14760045
1.699141	14.57040701
1.51997216	12.41432352
1.36640932	10.5614424
1.26462547	8.927531872
1.09471137	7.243092064
0.89079616	5.221765184
0.65008147	2.240306368
0.19634315	-3.60470368
-0.4859653	-14.67146112
-1.4275345	-29.94936256
-2.3976361	-46.5412032
-3.1394785	-62.1221024
-4.0547101	-76.8948
-4.8938553	-91.9032416
-6.2480469	-108.1073056
-7.6591204	-125.3731072
-8.7453635	-142.082464
-10.8860251	-157.8657472
-12.01653	-172.5205728
-13.1272817	-186.4170144
-14.271687	-199.0840288
-15.0190164	-210.6225856
-15.6981241	-220.8636608
-16.6367669	-229.8250464
-17.1009671	-237.7251392
-17.4525009	-244.3281952
-17.5938826	-245.0185248
-17.8762802	-247.6464032
-17.7511766	-240.049664
-17.763248	-240.0327616
-17.7442264	-239.931792
-17.7575781	-239.9820544
-17.7491647	-239.8810848
-17.7557491	-239.8810848
-17.7665402	-239.8810848
-17.7637967	-239.8308224
-17.7528227	-239.81392
-17.6805772	-237.5227552
-17.7639796	-232.8403456
-17.4903612	-228.2922656
-17.1783338	-223.9127648
-16.8595391	-219.6342336
-16.574398	-215.4064096
-16.281758	-211.464592
-15.9300413	-207.5232192
-15.6951977	-203.716176
-15.4268834	-199.8926752
-15.1234523	-195.2098208
-14.6224892	-187.8150208
-14.1420109	-180.6897696
-13.706526	-173.8340672
-13.2264135	-167.2145536
-12.7501419	-160.7631744
-12.2641766	-154.5808992
-11.8398486	-148.5507456
-11.1777506	-142.7394336
-10.6908708	-137.1300608
-10.1922854	-131.5042304
-9.6898591	-126.0972416
-9.1111635	-120.8081248
-8.6780563	-115.754752
-8.1224061	-110.7854464
-7.5656585	-106.069232
-7.2258303	-101.4201824
-6.8766742	-96.9899744
-6.4285692	-89.6289792
-4.8488619	-69.3483232
-3.8802235	-54.3065216
-3.1833745	-43.45856128
-2.7239297	-35.777488
-2.4384228	-30.3535968
-2.2022989	-26.42885952
-2.0122658	-23.5147968
-1.8443636	-21.3755312
-1.7086518	-19.62373088
-1.6484777	-18.22563552
-1.5994605	-17.19814752
-1.4688699	-16.45697728
-1.415646	-15.68213568
-1.4172921	-15.07573984
-1.4068668	-14.50301536
-1.3355358	-14.014536
-1.3280369	-13.6271152
-1.2757275	-13.1723072
-1.2332947	-12.75121504
-1.2047623	-12.11114784
-1.1297733	-11.4373648
-1.1169703	-10.19085728
-0.9410205	-7.32732384
-0.5807075	-0.05052928
-0.0663927	5.811320896
-0.0883407	5.54180768
-0.1342486	1.80235184
-0.1095571	1.768662688
-0.1031556	1.768662688
-0.1143125	1.80235184
-0.1318709	1.819196416
-0.1062649	1.71812896
-0.0647466	3.621548256
0.84849139	16.7264905
1.8525941	30.25254714
3.12067638	45.54725312
4.12982713	61.01041376
5.30561807	76.7431232
6.65300579	93.13271328
8.0271152	110.3476742
9.6284047	128.5396384
11.14998638	146.5968282
12.84806656	164.3508422
14.56644864	182.0037533
16.08940207	199.3029594
17.76454659	215.9283824
19.32974992	231.4589302
20.64516672	245.4903242
21.81272716	257.6351434
22.9801047	267.6070256
23.03821203	266.5626797
23.0113806	265.8888966
23.73343322	272.8456131
23.75788695	271.6496794
23.75433869	270.9085091
23.73409166	267.3880506
23.75280233	267.2532762
23.74031026	267.1522176
23.72233119	267.0006298
23.73315887	266.8827133
23.3482824	258.174152
22.89928119	253.4239994
22.53399331	248.9097242
22.18401416	244.5638502
21.80195435	240.2516922
21.44829891	236.0574506
21.12138345	231.9305517
20.83713856	227.972143
20.46314464	223.9800186
20.18890438	220.1394819
19.8225191	216.3158032
19.54996152	212.5763696
19.22183892	208.7863622
18.86059313	205.0469286
18.52292315	201.3411219
18.16981641	197.6016883
17.829092	193.9801267
17.4448191	190.375423
17.071886	186.8549645
16.75757235	183.3513194
16.41514697	179.9150614
16.09406602	176.4956614
15.82408733	173.1267462
15.56010776	169.8589786
15.26726657	166.2710883
14.92493264	162.481081
14.64820494	158.8763773
14.34345696	155.2211443
14.03827002	151.7006858
13.69321088	147.5906448
13.28748381	143.0257958
12.91153286	138.545192
12.42728682	133.9635296
11.87255112	127.3268467
11.2617017	120.6395901
10.67627538	114.3397987
10.15577856	108.2252666
9.56861469	100.8979872
8.97303742	93.4696048
8.3576155	86.46231456
7.82049307	79.99407744
7.3072208	73.87954528
6.780103	68.11876256
6.34513022	62.72854272
5.92391152	57.82684672
5.57927305	53.19461056
5.18406273	48.8319232
4.86896261	44.36815504
4.13520439	36.41759523
3.41093868	29.66299142
2.97163117	24.55913827
2.58891292	20.58385837
2.31361184	17.45080282
2.11348266	14.99151696
1.95419505	12.97019008
1.7988215	11.20152739
1.66790168	9.61815504
1.51614955	8.11900112
1.35810566	6.501939616
1.16009812	4.46376816
0.87195746	0.976976512
0.25845599	-6.31664928
-0.4524946	-18.39408128
-1.3861991	-33.840384
-2.366726	-50.2975392
-3.116616	-65.4572128
-3.9363738	-80.2299104
-4.9558584	-95.2886144
-6.2795057	-111.7288672
-8.0051672	-128.842992
-9.2752248	-145.3335072
-11.3074267	-160.8979488
-12.3828787	-175.013232
-12.9542583	-182.4418368
-14.0353802	-195.7822784
-14.9478683	-207.5565792
-16.9550129	-218.0169408
-17.6129042	-227.5676864
-18.5263068	-235.7880352
-19.0424506	-242.7447072
-19.2531514	-246.888464
-19.2533343	-246.332464
-19.2644912	-245.9281408
-19.2954013	-245.6421344
-19.2765626	-245.3890432
-19.2875366	-245.1363968
-19.5278672	-250.206672
-20.0540705	-257.3826304
-20.397008	-261.5094848
-20.6058798	-264.4909792
-20.8789495	-267.051248
-21.0055163	-267.2700896
-20.9147979	-264.2383328
-20.9301615	-264.086656
-20.892667	-263.9349792
-20.9250403	-263.7833024
-20.9093109	-263.7494976
-20.894496	-263.648528
-20.9085793	-263.4968512
-20.8255427	-260.33032
-20.4218824	-254.9735936
-20.0866267	-249.853056
-19.7014393	-243.6543232
-19.0896388	-234.2721568
-18.2307404	-221.2510816
-17.2578953	-206.5967008
-16.1394618	-192.9693632
-15.2306317	-180.150672
-14.2746134	-166.4228096
-12.5988836	-150.622624
-11.1845179	-136.035408
-9.7001015	-122.3071008
-7.9919984	-104.9910368
-6.1886044	-85.1485088
-4.7758848	-68.7758656
-3.775056	-53.8345888
-2.9510915	-41.57198656
-2.516704	-33.53720832
-2.2675942	-28.1638464
-1.9513601	-24.40755488
-1.7483411	-21.71242272
-1.6446368	-19.67426016
-1.5376403	-18.17510624
-1.4052207	-16.97917248
-1.3476072	-15.96849792
-1.3081008	-15.02521056
-1.2001898	-14.06506528
-1.1508068	-12.90280288
-1.013266	-11.06675744
-0.8182946	-6.7883152
-0.2425254	2.004482304
0.69421524	12.98703466
1.5451392	24.40753709
2.64703854	37.44510547
3.71063862	51.27436448
4.5838398	65.33942976
5.84458779	80.78573248
7.17812998	97.32695488
8.6742154	114.626161
10.30381782	132.3296458
11.81958328	149.9656989
13.68501696	167.1469885
15.1958807	184.1598323
16.77948377	200.7010547
18.52705669	216.6358368
20.05418024	231.6610474
21.37541326	245.5408534
22.62829655	258.1404806
23.53624873	266.4784346
23.52924366	265.5014758
24.29250365	272.2897466
24.28778483	271.2117293
24.14472045	262.284193
24.13458779	262.3010509
24.12410762	262.3515357
24.14351331	262.2168058
24.13144191	262.2168058
23.63186885	253.3229853
22.84843499	244.5807082
22.18953774	236.4954006
21.47485599	228.6964554
20.85475183	221.2006858
20.26272282	213.9744205
19.59766184	206.8829296
18.93788667	199.943071
18.3086558	193.1547558
17.68072352	186.4844016
17.00626148	180.1171786
16.3893032	173.8005293
15.81845401	167.6860416
15.31054071	161.6220387
14.78682485	155.7938688
14.30755369	150.0668019
13.84613357	144.4407491
13.34646906	138.9326128
12.87700134	133.6097802
12.31562637	128.4385798
11.69171789	123.3178643
11.19536387	118.3150653
10.76382961	113.5649571
10.34747605	108.8821917
9.9380544	104.3679165
9.59261117	99.95469984
9.21755643	95.6593552
8.83849618	90.99344768
8.39907893	85.95697728
7.96439879	80.75206112
7.24596759	72.12774496
6.33593035	61.90317184
5.59758134	53.11040992
4.91258426	44.8229408
4.20582208	36.13124189
3.51725845	29.20819232
3.01292999	24.08749459
2.66730386	20.14590384
2.39483773	17.06337757
2.17619907	14.65462989
2.02682464	12.75121059
1.8749079	11.08361536
1.77539201	9.719218048
1.6627439	8.5906448
1.55457684	7.495760704
1.42788201	6.451405888
1.35596573	5.356521792
1.22808205	3.958435328
0.99932902	1.819196416
0.65922647	-2.20660832
0.12407936	-9.98874016
-0.5393721	-22.62203872
-1.4456416	-37.96728288
-2.3308776	-53.4302656
-3.0721713	-67.4281216
-3.8997938	-81.3414656
-4.8863564	-95.7939072
-6.1494638	-112.23416
-7.8840874	-129.078736
-9.0113001	-145.3166048
-10.2010646	-160.779632
-11.2942579	-175.4006528
-12.5099942	-189.0448928
-13.4387604	-201.5264256
-14.3168633	-212.6606592
-15.1920398	-222.7505024
-15.9518064	-231.7790528
-16.5987237	-239.5274688
-17.0245149	-246.1976896
-17.6121726	-251.908032
-17.4830452	-253.2219712
-17.9249316	-257.7024416
-18.2322036	-262.0819424
-18.3825474	-264.3224
-18.3944359	-263.8002048
-18.7300574	-266.7816992
-18.7007934	-266.5459552
-18.7115845	-266.1078272
-18.7829155	-267.16912
-18.8657692	-267.5058336
-18.9114942	-269.2409984
-19.1106723	-270.57184
-18.963072	-264.120016
-18.9606943	-264.0697536
-18.9583166	-264.0528512
-18.9570363	-263.9856864
-18.9692906	-263.968784
-18.6709807	-258.746832
-17.7672718	-245.6421344
-17.3528204	-240.1168288
-17.6343035	-234.6760352
-17.3299579	-229.4714304
-16.9919587	-224.3842528
-16.740837	-219.4318496
-16.3318726	-214.631568
-16.0304534	-209.965616
-15.7679919	-205.417536
-15.4345652	-201.0042304
-15.0744351	-196.6247296
-14.7501534	-192.2954912
-14.3711846	-188.1352768
-14.0533044	-184.0084224
-13.7816979	-179.9656352
-13.4599768	-175.9566528
-13.2077577	-172.0655424
-12.9023147	-168.258944
-12.6204658	-164.535968
-12.3911092	-160.8303392
-12.1182224	-157.1749728
-11.8949015	-153.705088
-11.5740949	-150.1680384
-11.283101	-146.6977088
-11.0491719	-143.3292384
-10.7590925	-140.0443904
-10.5485746	-136.8102496
-10.2720298	-133.626816
-9.8124021	-130.5105472
-9.6210887	-127.4445408
-9.2774196	-124.3789792
-9.1201256	-121.2965152
-8.7312802	-118.3150208
-8.5514895	-115.3504288
-8.0973488	-112.436544
-7.8824413	-109.6400864
-7.3095985	-106.8440736
-7.2024191	-104.1490304
-6.9695874	-101.4873472
-6.8329611	-98.9270784
-6.6032387	-96.3668096
-6.4724652	-93.9075104
-6.1287961	-91.4989184
-6.048503	-89.1405888
-5.8974276	-86.8498688
-5.7818348	-84.6094112
-5.6592918	-82.4534656
-5.2018589	-80.2468128
-5.0374318	-78.1749344
-4.9037319	-76.1199584
-4.7996618	-74.04808
-4.6348689	-72.0433664
-4.4914753	-70.1062624
-4.3482646	-68.236768
-4.2173082	-66.3165664
-4.0662328	-64.5475968
-3.9903293	-62.7959744
-3.8954042	-61.0608096
-3.7651794	-59.4101568
-3.681777	-57.8102112
-3.6311137	-56.2769856
-3.5270436	-54.7780096
-3.4222419	-53.3123936
-3.3289629	-51.9984544
-3.2954922	-50.600448
-3.2547055	-49.337216
-3.1628897	-48.073984
-3.0515036	-46.8779168
-2.9399346	-45.698752
-2.8830527	-44.553392
-2.79837	-43.44170336
-2.7321602	-42.39735744
-2.7025304	-41.31934016
-2.6284559	-40.34233696
-2.5245687	-39.41590752
-2.4446414	-38.40523296
-2.3981848	-37.5293328
-2.3800777	-36.67024608
-2.3259393	-35.86173312
-2.2772879	-34.98583296
-2.2416224	-34.24466272
-2.1759613	-33.43614976
-2.1668163	-32.71183744
-2.1311508	-32.0380544
-2.0473826	-31.29688416
-2.0801217	-30.67367488
-2.0397008	-30.01670528
-2.0349454	-29.46083872
-1.9864769	-28.85444288
-1.914963	-28.29857632
-1.8761882	-27.74270976
-1.8544231	-27.22055904
-1.7999189	-26.6815504
-1.8019308	-26.19302656
-1.7690088	-25.72140512
-1.7304169	-25.26659712
-1.6974949	-24.81178912
-1.6951172	-24.44122624
-1.6876183	-23.93588896
-1.6525015	-23.54846816
-1.5970828	-23.17790528
-1.5643437	-22.77362656
-1.5114856	-22.45359296
-1.5006945	-22.11670144
-1.4809413	-21.77980992
-1.4110735	-21.47663424
-1.3982705	-21.13974272
-1.3854675	-20.87019392
-1.3691894	-20.6006896
-1.3702868	-20.23012672
-1.3192577	-20.01115168
-1.2885305	-19.75850528
-1.3016993	-19.5058144
-1.2707892	-19.28683936
-1.2823119	-19.08472224
-1.2704234	-18.84888928
-1.2665825	-18.68044352
-1.2265274	-18.44461056
-1.2365869	-18.22563552
-1.2069571	-18.05718976
-1.1656217	-17.85507264
-1.1447711	-17.66976896
-1.132151	-17.5013232
-1.1354432	-17.36659328
-1.1178848	-17.21496096
-1.1118491	-17.1139024
-1.0959368	-16.91178528
-1.0875234	-16.76019744
-1.0641122	-16.59175168
-1.0599055	-16.49064864
-1.0342995	-16.2716736
-0.9896719	-15.44630272
-0.971199	-14.924152
-0.9355335	-14.45248608
-0.8932836	-14.03139392
-0.8828583	-13.67764448
-0.8643854	-13.22283648
-0.8433519	-12.83541568
-0.7961637	-12.3974656
-0.7881161	-11.90898624
-0.779154	-11.38683552
-0.6853263	-10.64566528
-0.6024726	-9.51707424
-0.4768203	-7.14202016
-0.2361239	-1.49915392
0.54859026	7.832647776
1.48373967	18.86572941
2.43511231	30.7747201
3.03753004	37.57986208
2.99120147	36.45128438
2.99125634	35.82804397
2.96447978	35.32271114
2.94571424	34.98582406
3.90846326	47.82124864
4.89023388	62.30745056
6.07394439	76.7431232
7.17110662	88.66892288
8.24875342	102.5992582
9.0308704	110.970928
9.94974171	121.5155347
11.50212375	139.0168579
13.09428654	156.214961
14.83962808	173.076217
16.42218862	189.70164
18.07330008	205.889113
19.73238598	221.3017443
21.21861309	235.7710883
22.48910965	249.3308163
22.80803238	251.5037533
23.89517169	263.0927059
24.19704814	264.5581885
24.20628459	264.4066006
25.57348038	276.8040662
26.20984435	281.7562915
27.21019761	289.9763734
27.79013693	292.8567648
27.77846791	291.660831
27.79308162	291.0544352
27.79849546	290.5659114
27.76760365	287.1970406
27.76685376	287.0791242
27.76363472	286.9612077
27.76606729	286.9107229
27.75721493	286.8096198
27.76862789	286.658032
27.75158161	286.5738314
27.77513913	286.439057
27.76999964	286.3379984
27.75024644	283.1712448
27.28668639	277.1240998
26.52018907	267.6743683
25.74441872	258.9995229
24.93044056	250.661569
24.11889497	242.7109914
23.41465681	235.046776
22.60250765	226.0181811
21.72912357	216.4000483
20.87863857	207.0345619
20.03592682	197.8711926
19.2006591	189.027857
18.35900817	180.4540701
17.48300862	172.2003168
16.64547294	164.1486806
15.93033394	156.2992061
15.28070972	148.786623
14.58832348	141.4087699
13.9739258	134.2330339
13.34121983	127.3942339
12.60221238	120.6901194
11.97155489	114.2387402
11.3880856	108.0736787
10.8816355	102.093921
10.39788329	96.38366752
9.96722695	90.8755312
9.50101485	85.67061504
8.84952505	78.4780656
7.37555224	61.80211328
6.20398629	48.42764448
5.22889152	38.21994707
4.40256761	30.97685501
3.73468997	25.41820275
3.34127207	21.12288035
3.07343331	17.73715616
2.83379773	15.07573984
2.61111698	12.91965635
2.4773805	11.13414909
2.33780951	9.3654864
2.16961467	7.596823712
1.95073824	5.491273952
1.59988117	2.240306368
1.07903684	-4.21109952
0.37792627	-14.924152
-0.5130345	-29.29239296
-1.5809876	-44.8905504
-2.2101636	-59.2082176
-2.9896834	-73.2732384
-3.9894148	-87.4730336
-5.0085336	-103.222512
-6.3170002	-120.0163808
-7.8579327	-136.5576032
-9.4215448	-152.5090208
-10.5604631	-167.5512672
-11.8069266	-181.6669952
-12.8794522	-194.7716928
-13.7992563	-206.6638656
-14.8116078	-217.2928064
-15.6061254	-226.6749728
-18.257078	-234.8953216
-18.8065096	-242.1549024
-18.944782	-242.576128
-18.9310645	-242.1215424
-18.9332593	-241.7172192
-18.9334422	-241.4814752
-18.9533783	-241.2288288
-18.9486229	-241.0264448
-18.9358199	-240.8916704
-18.9537441	-240.7399936
-19.2127305	-245.8102688
-19.3222876	-247.1749152
-20.0226117	-256.2875328
-20.1608841	-260.0776736
-20.2759282	-260.7346432
-20.7743307	-265.2822784
-20.8778521	-268.2806752
-21.2396283	-270.6221024
-21.2630395	-270.2346816
-21.4106398	-271.2119072
-21.5092229	-273.890048
-21.7347386	-274.9344384
-21.8316756	-276.972512
-22.0857237	-279.7351648
-22.3730596	-281.7901408
-22.4754836	-283.1205376
-22.8014114	-285.7653184
-23.001504	-288.2917824
-23.2052546	-293.4127648
-23.3548668	-290.9872704
-23.4024208	-292.5031488
-23.4099197	-291.9640512
-23.4296729	-291.4587584
-23.3932758	-288.8646848
-23.3844966	-288.6458432
-23.4110171	-288.5279712
-23.3905323	-288.4265568
-23.3812044	-288.3255872
-23.3962022	-288.2584224
-23.3387716	-286.6242272
-22.4678018	-273.8393408
-21.7429691	-265.0803392
-21.1492757	-256.9952096
-20.1669198	-244.3615552
-19.2732704	-232.5200896
-18.5080168	-221.3689536
-17.7370933	-210.7235552
-16.9870204	-200.5327424
-16.2766368	-190.7796128
-15.4890694	-181.4646112
-14.7565549	-172.4529632
-14.1078086	-163.7780288
-13.452295	-155.4402528
-12.3205098	-147.4560928
-11.6915167	-139.7241344
-10.5445508	-132.3631392
-10.0051787	-125.3562048
-8.7839554	-114.7944288
-7.7143562	-103.694
-6.5759866	-93.5031872
-5.8679807	-84.3060576
-5.0800475	-75.9344768
-4.4923898	-68.2870304
-3.7918828	-58.8710592
-3.001389	-48.4614048
-2.4751857	-40.67922848
-1.9809899	-33.01501312
-1.7419396	-27.81009696
-1.5281295	-24.13800608
-1.3816266	-21.5776928
-1.2111638	-19.6405888
-1.0758178	-18.14143488
-0.9671752	-16.99598592
-0.8973074	-16.06955648
-0.8281712	-15.1767984
-0.7583034	-14.50301536
-0.6706943	-13.74503168
-0.6599032	-12.8522736
-0.5282152	-11.87531488
-0.4841363	-10.17399936
-0.1876554	-6.28297792
0.26855207	1.33070816
1.17451064	11.336284
2.15008095	22.2177689
3.2470237	34.8173783
4.33621149	47.87177792
5.26764803	60.95988448
6.52415274	75.4460864
7.85173239	91.36405504
9.18783518	107.905233
10.59098911	124.766489
12.17550668	141.5772157
13.7507878	158.0678643
15.5163215	174.3058666
17.14147945	190.2743645
18.89552703	205.872255
20.54837604	220.7627357
21.99758419	234.827801
22.32914531	237.0512672
23.26776982	247.4442416
24.58938693	260.3976182
25.91568628	271.6159635
27.00913564	281.3183414
27.9237088	289.5721392
28.2825586	291.795561
28.73807105	295.0297018
28.7407231	294.187473
28.74855122	293.614793
28.56993108	283.7776406
28.54964747	283.7271114
28.57896634	283.7102534
28.59131209	283.69344
28.56510252	283.6428662
28.5834291	283.6428662
28.57194298	283.2049162
28.59050733	282.3626874
28.08727627	275.0185501
27.49575938	267.7586134
26.858865	261.1050726
26.32477871	254.6705069
25.43094641	244.833399
24.34552636	234.5582966
23.40832847	224.7380022
22.4714598	215.220928
21.59964866	205.754383
20.57930443	194.9739434
19.55458889	184.5472531
18.5822742	174.4911702
17.50815737	164.4855722
16.35215621	153.4862019
14.13912108	129.9040179
14.00019024	129.31448
13.56711962	124.3790682
12.99656307	119.2415392
12.08246545	110.8866829
11.13760405	101.3696086
9.77498076	85.62008576
8.57469951	72.11088704
7.52242094	60.69038016
6.40572499	49.23620192
5.45323666	38.6579016
4.69956063	30.92632128
4.05125329	25.23291242
3.54449226	20.83652701
3.25474208	17.38342451
3.05466777	14.73885277
2.84109544	12.68383674
2.67939355	10.9488632
2.54349885	9.44970928
2.46861959	8.102156544
2.35079541	6.687229952
2.26797829	5.188076032
2.01905139	3.031992544
1.70375008	-0.96014528
1.14339935	-8.28742464
0.45659156	-20.33118528
-0.4016484	-34.86791648
-1.3135878	-49.0676672
-2.0362257	-61.8863584
-2.6399786	-74.6881472
-3.6153843	-88.2140704
-4.6791307	-103.6099328
-6.280786	-119.864704
-8.1706917	-136.2542496
-9.8859279	-152.0206304
-11.2413998	-166.9112
-13.1945889	-180.8583488
-14.1840779	-193.6263328
-15.2598957	-205.3668288
-16.2201207	-216.0464768
-17.0841403	-225.495808
-17.63156	-233.6992544
-18.1488012	-237.9777856
-18.3397488	-239.965152
-18.791146	-247.915952
-19.4316618	-253.6431968
-19.6703463	-258.3256064
-20.1147933	-262.0988448
-20.2887312	-265.3836928
-20.6119155	-268.1459008
-20.7831099	-269.1400288
-20.9378433	-272.1717856
-21.2189606	-275.035408
-21.6264618	-277.9830976
-21.7839387	-280.7795552
-22.0816999	-283.6258304
-22.2532601	-286.5063552
-22.3909838	-288.9656544
-22.6126586	-290.6332096
-22.6980729	-291.2901792
-22.7485533	-291.206112
-22.7642827	-290.767984
-22.4976145	-283.5417632
-22.5049305	-283.5079584
-22.5246837	-283.457696
-22.5085885	-283.4238912
-22.5283417	-283.4069888
-22.5310852	-283.3567264
-22.5202941	-283.339824
-22.3223963	-279.7182624
-22.0268299	-275.271152
-21.7592472	-271.0264256
-21.4349655	-266.848864
-21.1538482	-262.738912
-20.835968	-258.7637344
-20.4895554	-254.9233312
-20.2444694	-251.0491232
-19.8936672	-247.3096896
-19.6211462	-243.6712256
-19.336188	-240.0665664
-19.0561681	-236.5797792
-18.7915118	-233.1098944
-18.5482548	-229.7240768
-18.644826	-225.9677408
-17.0863351	-204.9625056
-16.2572494	-193.8620768
-15.5452197	-184.1431968
-14.7872821	-174.8281952
-14.0419646	-165.883712
-13.3795008	-157.2594848
-12.5068849	-149.0222336
-11.5764726	-141.0887808
-10.7823208	-133.424432
-9.9358596	-126.147504
-9.0665359	-119.157472
-8.3250593	-112.436544
-7.6271129	-106.0016224
-7.0418329	-99.7695296
-6.3599817	-93.8568032
-5.9810129	-87.6749728
-5.2698977	-81.3752704
-4.9222048	-75.4629888
-4.5657327	-69.8874208
-4.1284188	-62.8631392
-3.1449655	-53.6326496
-2.7244784	-45.8335264
-2.2942976	-39.533824
-1.7829092	-32.13911296
-1.4257055	-27.05211328
-1.2589007	-23.56532608
-1.1837288	-21.13974272
-0.989489	-19.35422656
-0.9042576	-17.93927328
-0.8557891	-16.81072672
-0.7440372	-15.91796864
-0.6659389	-15.14312704
-0.6339314	-14.469344
-0.5508948	-13.86294816
-0.5004144	-13.25655232
-0.4647489	-12.65015648
-0.4018313	-11.79106976
-0.3070891	-10.56142016
-0.1342486	-8.2706112
0.21591345	-2.86353344
0.72293054	5.912383904
1.7509017	16.38960342
2.81909257	27.742732
3.89981209	40.30865226
4.92010145	52.80718976
5.86156091	65.08678336
7.10147659	78.73075648
8.44478564	93.94122624
9.84387919	110.0781699
11.20399675	126.2993142
12.65327806	142.4699738
14.51739486	158.5732016
16.12272645	174.3901117
17.70821339	190.0890608
19.57388484	205.3501043
21.13614348	219.903649
22.63656363	233.8171709
23.92394186	246.9557622
24.56908503	252.1101491
25.46405131	260.1281139
26.74563161	271.8855123
27.80447629	281.874208
28.72226849	290.4311814
29.60477928	297.2363101
29.84820089	298.3985725
30.78867269	305.2542749
31.41018518	309.111625
31.57874582	309.8864666
32.16684248	314.8387363
32.21734117	313.558513
32.20773892	312.851103
32.21439648	312.3120499
32.20640375	311.8404285
32.1613189	309.1789677
32.15091189	308.976895
