"Aboutaha and Machado, Test ORC2"	
10275	
0.508308364	-103.6772933
-1.757835439	-116.1758353
-3.35976326	-128.438562
-5.411932353	-140.5665322
-6.961896455	-151.8522869
-8.962540789	-162.7337629
-10.67080484	-172.8067126
-12.25533339	-182.2732709
-13.74220247	-190.7459993
-15.20827949	-198.6123406
-16.30013213	-205.9228199
-17.75284648	-212.5089691
-19.07152438	-218.5224204
-20.4048032	-224.0305389
-21.46832097	-228.9491062
-22.58299405	-233.345505
-23.62678972	-237.2870913
-24.20117254	-240.8749415
-25.13098127	-244.1427625
-25.94024243	-247.0905366
-26.51740533	-249.8193313
-27.25428748	-252.2954439
-27.8926158	-254.6368266
-28.55331279	-256.8434349
-28.99555401	-258.7468498
-29.58947238	-260.5660462
-30.02066462	-262.1999567
-30.49132484	-263.7159597
-31.04575876	-265.1308774
-31.25497807	-266.4279008
-31.71201408	-267.8259828
-32.07141258	-269.1735356
-32.33631579	-270.5379418
-32.77493011	-271.9360194
-33.18262336	-273.1993581
-33.62792816	-274.6311248
-33.98566958	-275.9618419
-34.40702729	-277.2757055
-34.85724295	-278.673783
-35.07343807	-280.1224077
-35.29852212	-281.4699604
-35.70320666	-282.8680424
-36.17666709	-284.2324308
-36.49274207	-285.5631479
-36.93411818	-286.9443898
-37.36677361	-288.3424674
-37.75955136	-289.7068736
-38.23865426	-291.1049556
-38.68490465	-292.5198688
-39.16965549	-293.8674394
-39.33832953	-295.2655036
-39.75916597	-296.6130741
-40.2023217	-297.9606091
-40.63470827	-299.3755579
-40.92204051	-300.7736577
-41.35930137	-302.1211926
-41.78736419	-303.4855811
-42.23527532	-304.8836764
-42.60578682	-306.3828259
-43.03798318	-307.7135429
-43.49993554	-309.1116072
-43.91873447	-310.526556
-44.39088716	-311.8572731
-44.69246183	-313.2384794
-45.16000178	-314.6365792
-45.60988457	-316.0178211
-46.13948798	-317.3990629
-46.58938723	-318.8139806
-46.83913718	-320.212076
-47.37020013	-321.5427931
-47.76912698	-322.4355556
-47.83579037	-321.5933179
-48.15484845	-323.2440819
-48.59594289	-324.9959
-49.06229948	-326.4950495
-49.41294073	-327.8931137
-49.93161038	-329.2406842
-50.36719587	-330.6050726
-50.88967533	-331.9863145
-51.37188204	-333.2833246
-51.86664665	-334.68142
-52.15133965	-335.9616122
-52.59701208	-337.2586179
-53.04737955	-338.5893349
-53.51125236	-339.8694916
-53.88595045	-341.2002086
-54.30059023	-342.5309257
-54.8063069	-343.7774065
-55.26085913	-345.108088
-55.76013223	-346.304044
-56.26252927	-347.5673783
-56.5541999	-348.8138636
-57.08298941	-349.9761482
-57.51302571	-351.2563004
-58.09579267	-352.4017316
-58.57963267	-353.5808341
-59.11958639	-354.7262608
-59.32701145	-355.8548385
-59.78810601	-357.0002697
-60.0766143	-356.5791331
-60.36833614	-357.4382242
-60.88292712	-358.9710451
-61.32024102	-360.03224
-61.86866667	-361.0765815
-62.29769886	-362.0030509
-62.83032927	-362.9800141
-63.33148441	-363.8559232
-63.61800275	-364.7992105
-64.08711564	-365.6751196
-64.6661679	-366.5510286
-65.14453187	-367.2585008
-65.63552326	-368.0670316
-66.02749991	-368.7239434
-66.49438691	-368.8924114
-66.59885574	-367.4269377
-66.82558589	-367.949124
-67.27144488	-369.6167059
-67.75485324	-370.5599977
-68.28042736	-371.368524
-68.8236806	-371.9412396
-69.39850969	-372.5981514
-69.89264331	-373.1540491
-70.41461064	-373.7435825
-70.93133607	-374.1983905
-71.24571007	-373.5751501
-71.29465777	-372.0254714
-71.33654919	-371.0653305
-71.35863985	-370.3915608
-71.39900222	-369.7346135
-71.39035288	-369.2124583
-71.4156699	-368.7913261
-71.41010608	-368.4038964
-71.41444813	-368.0670316
-71.43669608	-367.7975095
-71.44439983	-367.4606091
-71.447425	-367.2585008
-71.44827731	-367.0732149
-68.65182044	-339.7179126
-67.15609534	-326.0570949
-65.73563541	-313.2721863
-64.30713154	-301.1610474
-63.12450928	-289.5384234
-61.78288474	-278.454808
-60.57441872	-267.8765255
-59.23754409	-257.5846007
-58.05952177	-247.797991
-56.8958699	-238.3145971
-55.70988777	-229.1175564
-54.67655216	-220.2068602
-53.82474845	-211.5825352
-52.67789412	-203.1771674
-51.62457668	-195.007637
-50.67279617	-187.1918382
-49.56399235	-179.6960731
-48.67669324	-172.4193007
-47.6894466	-165.4288684
-46.66620157	-158.7247939
-45.63656785	-152.1891696
-44.91548094	-146.1083399
-44.10121929	-140.1791114
-43.2366583	-134.350946
-42.34662484	-128.5901588
-41.41123217	-122.9304435
-40.60026454	-117.4560186
-39.75459347	-112.133186
-39.39658867	-106.96195
-38.58465533	-101.992858
-37.81825861	-97.242732
-37.07775869	-92.5599888
-36.31640086	-88.14675437
-35.64670154	-83.88511667
-34.91528261	-79.84246736
-34.37230555	-75.96825046
-33.71368631	-72.21195005
-33.04630433	-68.67462467
-32.48941772	-65.33943421
-31.85602405	-62.07162205
-31.54019233	-59.0396295
-30.65170803	-53.02617814
-28.51846851	-42.38051375
-26.97800789	-34.59840104
-25.8591775	-28.93868133
-24.89088844	-24.77811598
-24.14144288	-21.64505598
-23.79930283	-19.45528468
-23.31819718	-17.70346656
-22.97980292	-16.35591383
-22.60665765	-15.27787208
-22.32521662	-14.40196392
-22.10697119	-13.6944984
-21.93171641	-13.07125576
-21.79490538	-12.54907968
-21.62851577	-12.14481342
-21.4850929	-11.72370436
-21.3968528	-11.3531268
-21.29693453	-11.06677167
-21.16757485	-10.69619545
-21.106521	-10.35930749
-20.98567531	-9.971886243
-20.86829375	-9.567619978
-20.77448251	-9.062288035
-20.61999785	-8.523266941
-20.68508099	-7.782113603
-20.51252581	-6.704071859
-20.17969354	-4.918565485
-19.60713606	-1.987639463
-18.65148539	2.492971494
-17.16724457	7.849491462
-15.59201101	13.44183198
-13.69850218	19.72479522
-11.85518477	27.17001953
-9.837797765	34.64893388
-8.019087719	41.90887363
-5.803049371	49.97734102
-3.570522588	58.56798582
-2.459278887	67.49552214
-0.344173904	76.62518448
1.639294108	85.78854042
3.350809939	95.82780096
5.615567177	106.3050205
7.566857958	116.8159292
9.117270897	127.1920812
11.34536089	137.4334767
13.36746635	147.3042959
14.81867341	156.7203116
16.94048662	165.8499873
18.98420445	174.5753842
21.07847383	182.8459865
23.16219592	190.5944025
25.17778281	197.8038099
27.24121397	204.6089563
29.06825987	211.1277272
31.16976002	217.3433179
33.26866006	223.1714834
34.98580153	228.6627484
36.77735276	234.0192702
38.72500054	239.0220559
40.44523869	243.8227156
42.11591313	248.252799
43.81209755	252.5986552
45.51412471	256.7255274
47.03922539	260.633429
48.62105268	264.3728937
50.02550027	268.0618114
51.51673591	271.5654476
52.87326058	274.9511762
54.29766621	278.1684502
55.54197698	281.2509854
56.9068953	284.1145233
58.11274183	286.8938472
59.25244861	289.572117
60.35626657	292.0987722
61.48705808	294.4401549
62.63138363	296.7646886
63.58950107	298.8702251
64.58290395	300.9083832
65.53568693	302.8118114
66.35958778	303.9066821
66.36888349	302.1043392
66.80842658	304.5299581
67.86417458	307.1576808
68.76936716	308.6399768
69.60434718	309.9033156
70.35730204	311.1497964
71.07809484	312.3457524
71.70034954	313.4237697
72.25652631	314.4512888
72.85315928	315.3945806
73.41544381	316.2873432
74.01883877	317.1127229
74.6611309	317.9549251
75.17195213	318.6624017
75.78224955	319.3361669
76.33742239	320.0436436
76.92778865	320.666884
77.46639257	321.2395996
78.34989815	321.7617503
78.88103445	322.2502697
79.05722019	320.8690234
79.27023852	321.3575072
79.79544995	322.6208415
80.31278059	323.1598501
80.80930818	323.5641288
81.23130512	323.8673223
81.63140984	323.5135684
81.69237444	321.86284
81.83065745	321.694372
82.23817584	323.058796
82.26975682	321.7449324
82.27527985	320.8184629
82.3112389	320.0941684
82.30714304	319.5214528
82.3092473	319.0498269
82.32595339	318.6118724
82.31697428	318.2075937
82.32490775	317.9044002
82.34632936	317.6348781
82.34348783	317.3653916
82.35516087	317.1127229
82.34791858	316.8432008
82.3803601	315.88306
82.36752437	314.6534326
82.34378961	313.4574766
82.24683579	312.3120455
82.11220255	311.2508505
82.01803557	310.1054194
81.92589439	309.0779314
81.81883497	307.9830295
81.68384197	306.9218345
81.57870758	305.8101103
81.48253565	304.7994446
81.35562353	303.805628
81.23997037	302.8454872
81.10002938	301.8853775
81.01238553	300.9252366
80.90896216	299.9482735
80.78598733	298.9881326
80.66876252	298.0279874
80.55072837	297.1184069
80.45174106	296.1414126
80.32391993	295.1981564
80.19354204	294.2885404
80.13012348	293.37896
80.01253817	292.4356726
79.89663243	291.5429101
79.7919765	290.6501476
79.67331463	289.7405494
79.55724319	288.8814938
79.47574971	287.9550421
79.39180428	287.0791331
79.29754201	286.1695348
79.18586199	285.2936258
79.04262697	284.4514059
78.90479956	283.6091904
78.79173993	282.6995922
78.72510269	281.806843
78.64276458	280.9814633
78.54589087	280.1055542
78.47223942	279.2464986
78.32327486	278.3874297
78.23082093	277.477827
78.11676339	276.7029899
78.00204979	275.8776101
77.88586531	275.0185545
77.76830176	274.1931703
77.63516739	273.4183332
77.52662977	272.5761177
77.41353886	271.7170443
77.29240328	270.9085136
77.20756383	270.0662981
77.06010619	269.2577674
76.92434867	268.4829124
76.84764955	267.6575504
76.75111128	266.8658554
76.63730998	266.0573291
76.48690052	265.2993276
76.37249474	264.5244904
76.29956465	263.6485814
76.17916853	262.8568863
76.08358535	262.0820492
76.00192197	261.2735228
75.86056715	260.5492105
75.77735296	259.7912091
75.68365859	258.9826783
75.57176202	258.2752061
75.45258968	257.4329862
75.30518673	256.7255274
75.23462738	255.8833119
75.11100308	255.1253104
75.01128326	254.367309
74.93894301	253.626161
74.84522304	252.885013
74.71919671	252.1101536
74.62403293	251.4026992
74.52178634	250.6278576
74.41404269	249.9372388
74.35349401	249.1455482
74.25085931	248.3875423
74.13808281	247.6969236
74.05045359	246.9220864
73.98451539	246.2483167
73.87623238	245.5408401
73.76751991	244.7828386
73.69489983	244.0753842
73.56790486	243.3342362
73.5184284	242.6099239
73.46276882	241.9193007
73.39205291	241.1949884
73.25562305	240.4706761
73.19726642	239.7632217
73.11160795	239.1399768
72.99570971	238.3651219
72.87167461	237.7250458
72.76862473	236.9838978
72.69236695	236.2764212
72.65610227	235.5689623
72.54717636	234.8951793
72.34956022	233.4971017
72.09778722	231.7958084
71.87668178	230.1450622
71.65864797	228.5280052
71.42990793	226.8940946
71.15745899	225.2770242
70.87858112	223.6768206
70.65642237	222.1102884
70.39018051	220.5437606
70.18132937	218.9603749
69.95868338	217.4107006
69.76328454	215.8273149
69.53691268	214.3281655
69.29248988	212.7616377
69.06581203	211.3298665
68.90070582	209.7633343
68.6157597	208.2641848
68.43897039	206.798729
68.22357436	205.3164152
68.02681676	203.8004122
67.80745784	202.3518054
67.59865609	200.9368699
67.37116726	199.5051032
67.17045591	198.0901677
66.9466849	196.6920723
66.69689233	195.2434655
66.53433374	193.8285344
66.34200817	192.4472881
66.11132719	191.0323571
65.84786742	189.634275
65.67573804	188.2698688
65.54113113	186.8886447
65.30425497	185.5916168
65.12711687	184.2103749
64.91607514	182.8965114
64.71490599	181.5658121
64.51571326	180.2687886
64.28563768	178.9380894
64.08821798	177.6242258
63.88010997	176.3271979
63.69231593	175.0301744
63.48278386	173.7668535
63.28591012	172.4698256
63.05963648	171.2401804
62.81038183	169.9431703
62.62979258	168.6966895
62.45452592	167.4670443
61.31860151	164.1486984
60.43113303	159.0280052
59.72028742	154.1936563
58.96142929	149.4603749
58.16859638	144.8113209
57.45806829	140.3812419
56.68928838	136.0353902
56.02693596	131.7569079
55.27517179	127.5963466
53.72375198	117.742363
50.99934729	102.1612993
48.53896405	88.16359894
46.14988493	75.81665373
44.23231634	65.32258963
42.6483246	56.41190234
41.00492256	48.94983078
39.62529524	42.29629265
38.43243534	36.33337502
37.26307919	31.38111994
36.51513744	27.37215355
35.58030902	23.98642847
34.77243277	21.17341408
34.47998354	18.78150831
33.96635498	16.82755706
33.48478732	15.15996094
33.20543976	13.71134342
32.96190659	12.39747939
32.70914939	11.26890481
32.49537679	10.3087742
32.28046362	9.416020573
32.10056226	8.489578678
31.90054941	7.664202461
31.69407213	6.771449718
31.3359746	5.71025255
30.92572295	4.025811942
30.22906069	0.707464853
28.96589641	-4.868031757
27.0292283	-12.3132574
24.76524089	-20.88705851
22.46962403	-30.23570123
20.2394199	-39.58434616
17.7260851	-49.18565485
15.11828391	-58.80380544
12.45455776	-68.27036374
9.946407443	-77.6358457
7.403403886	-87.33822806
5.177131186	-97.51224522
2.775925792	-108.0399896
0.627623911	-118.938319
-1.663554147	-129.9714007
-3.335775925	-141.0044823
-5.406031999	-151.8185978
-7.516121864	-162.0936868
-8.868954517	-171.5433917
-10.77158274	-180.4203854
-12.52600892	-188.6404628
-14.08893698	-196.3214961
-15.66742434	-203.3624577
-17.2455971	-209.7128095
-18.47473266	-215.5241215
-19.85929115	-220.9143324
-21.14399172	-225.7992105
-21.9887172	-230.1787514
-23.11543973	-234.1203421
-24.23038167	-237.7924241
-25.19841467	-241.0265382
-26.10018483	-244.0080015
-26.89648021	-246.7367961
-27.60928541	-249.3476876
-28.37252345	-251.7395818
-29.0752472	-253.9125143
-29.80917186	-255.9338367
-30.46767953	-257.9046299
-30.97603728	-259.6227588
-31.4835921	-261.2903585
-31.9442294	-262.8063615
-32.48680408	-264.1202251
-32.92375767	-265.4509243
-33.26257077	-266.6300446
-33.68006746	-267.7922937
-34.1491328	-269.055628
-34.59861138	-270.3021088
-34.99886059	-271.44754
-35.05476947	-272.7277144
-35.45506989	-273.906817
-35.89715748	-275.1364621
-36.32049234	-276.3661073
-36.67157437	-277.6462817
-37.06160496	-278.8085441
-37.51140728	-280.1055542
-37.99727015	-281.2846745
-38.41259947	-282.5143019
-38.88139229	-283.7944763
-39.2782798	-285.0241215
-39.59421212	-286.2874602
-39.98254174	-287.4497226
-40.28310497	-288.7467327
-40.75430841	-289.9763779
-41.08830576	-290.53224
-41.14251732	-289.6226418
-41.33566703	-290.8522869
-41.65834104	-292.6546299
-42.07395752	-294.0022004
-42.52736479	-295.2655036
-43.02952222	-296.5625448
-43.42761871	-297.8258836
-43.96519656	-299.1060402
-44.2310728	-300.3188497
-44.6798271	-301.5148057
-45.02850766	-302.7949579
-45.50261189	-304.0751501
-45.92505602	-305.2373992
-46.3910779	-306.4502086
-46.76342207	-307.7472143
-47.27755397	-308.8926455
-47.85245988	-310.2570339
-48.31148035	-311.5708975
-48.66385549	-312.7837069
-49.05583945	-313.9964808
-49.5343278	-315.2598196
-50.02259947	-316.4726291
-50.53727641	-317.7359634
-50.84753883	-318.9992665
-51.39208334	-320.212076
-51.96284291	-321.4417034
-52.4561297	-322.6882242
-52.94017089	-323.9178516
-53.25559291	-325.1474789
-53.45432291	-326.3602884
-53.95378989	-327.5899202
-54.36729752	-328.7690183
-54.93633051	-329.9818322
-55.29334949	-331.2114596
-55.75782952	-332.3905977
-56.27993038	-333.6033716
-56.74759653	-334.7487983
-57.30885444	-336.0289549
-57.64130629	-337.1238568
-58.0754231	-338.3534886
-58.66835014	-339.4820619
-59.05463129	-340.5769682
-59.55647048	-341.7223949
-60.06467825	-342.8677905
-60.3794144	-344.0132217
-60.89498938	-345.108088
-61.47423185	-346.2198434
-61.94384772	-347.2810383
-62.42872293	-348.3590912
-62.86109305	-349.3529034
-63.22491955	-350.4309206
-63.72519129	-351.4752977
-64.26086698	-352.4017316
-64.70276984	-353.4966335
-65.19834288	-354.4062139
-65.63910445	-355.3495057
-66.16032372	-356.2590861
-66.65139376	-357.1518486
-67.04240104	-358.0614646
-67.54463712	-358.9036623
-68.08089626	-359.6953752
-68.29493865	-358.7689057
-68.36053756	-358.0277577
-68.8967016	-360.1164762
-69.39775615	-361.3629571
-69.95997063	-362.2220126
-70.46413082	-362.9631606
-70.97616303	-363.7043086
-71.29308849	-364.1254408
-71.44557588	-362.710492
-71.64012112	-362.8283996
-71.70205106	-361.8345829
-71.7180292	-361.0429101
-71.73461275	-360.4028162
-71.74535812	-359.8974789
-71.78292761	-359.4763779
-71.78560892	-359.1058061
-71.76006877	-358.7689057
-71.78574244	-358.4320364
-71.81222453	-358.1456608
-71.81002973	-357.8593208
-71.19588811	-348.9823316
-70.17572495	-339.5157688
-69.95260341	-337.3091472
-69.62820832	-335.0519962
-69.44186614	-332.8622236
-69.14714657	-330.6555975
-68.92686912	-328.4826783
-68.68791759	-326.2760566
-68.45646312	-324.1536623
-68.26465772	-322.0649482
-68.00352042	-319.9931143
-67.82987699	-317.9044002
-67.20445593	-312.5310383
-65.97860891	-301.5316236
-64.78329889	-291.0207372
-63.65816576	-280.9646276
-62.49938818	-271.228565
-61.34824484	-261.9135989
-60.24236743	-252.9018486
-59.1686859	-244.1764517
-58.08425168	-235.7710883
-57.05027042	-227.6184069
-56.00276189	-219.6678516
-55.19114862	-211.9025821
-54.23203566	-204.406817
-53.21263702	-197.096351
-52.31254954	-189.9880156
-51.51326191	-183.0818017
-50.56850476	-176.360887
-49.6155793	-169.9431703
-48.81320797	-163.6938904
-48.01535611	-157.6635989
-47.13310686	-151.8185978
-46.36230956	-146.1588825
-45.60107245	-140.7181334
-44.8663851	-135.5805911
-44.0889723	-130.5441163
-43.31052796	-125.5244815
-42.52491576	-120.555385
-41.70152008	-115.6873559
-41.00386449	-110.8866962
-40.2256634	-106.3555542
-39.96079859	-101.891786
-39.3102489	-97.64699738
-38.6561418	-93.43589341
-37.98238026	-89.41008422
-37.3778226	-85.58640995
-36.70052927	-81.79641594
-36.14408894	-78.20855683
-35.61715221	-74.73861421
-35.03001944	-71.48763773
-34.46481088	-68.27036374
-33.88246826	-65.2046776
-33.33147469	-62.24006336
-32.85579752	-59.49442861
-32.31800933	-56.78247856
-32.08655487	-54.15475139
-31.70650879	-51.76284829
-31.29506243	-49.35409616
-30.88771487	-47.14747894
-30.44318008	-44.97455533
-30.00340617	-42.93637898
-29.56515948	-40.98242996
-29.35476595	-39.12954706
-28.99859198	-37.31034975
-28.08084734	-31.88645233
-26.99459326	-26.69837718
-26.2446996	-22.99260916
-25.59222763	-20.23012716
-25.0627175	-18.22564308
-24.63968626	-16.6759581
-24.30446348	-15.4631602
-24.0928811	-14.50302959
-23.84385544	-13.7281871
-23.6228153	-13.05441074
-23.4593155	-12.44801267
-23.34212233	-11.95952531
-23.18640676	-11.47103794
-23.0436277	-11.03308252
-22.89466114	-10.64566128
-22.7494678	-10.15717436
-22.57662364	-9.601308685
-22.77308568	-9.045443904
-22.59500326	-8.304290122
-22.36794937	-7.310470368
-22.03211571	-5.727096682
-21.49124017	-3.200436436
-20.63724532	0.842220082
-19.47471463	5.878696086
-17.78658604	11.60579321
-16.1889582	17.46764472
-14.02718079	24.6265148
-12.08707636	32.12227461
-10.14947948	39.06216653
-7.887485682	46.69267984
-6.19350612	54.76115168
-4.233328411	63.21703987
-2.587296084	71.80768467
-0.520284656	80.39832947
1.587155354	89.07319715
3.550470164	98.42184342
5.828744443	108.157906
7.77408311	117.8434349
9.520794753	127.4447454
11.67945883	136.843921
13.76464741	145.9230496
15.88368054	154.8674216
18.0297397	163.3570034
20.16938218	171.5265382
22.31682901	179.274972
24.11120787	186.5349086
26.21686442	193.3400506
28.36076737	199.7577674
30.37203746	205.7880588
32.50555609	211.5488416
34.54301636	217.0569601
36.33076985	222.3292679
38.31262834	227.29836
40.28900898	232.0653305
42.05780763	236.5290898
43.93422098	240.8749415
45.76010016	245.0018181
47.49084628	248.9602579
49.15666436	252.7839411
50.77662539	256.456023
52.31586295	259.9259701
53.90513464	263.2274625
55.4322891	266.6131912
56.97253939	269.7631046
58.35361363	272.7277144
59.70005283	275.6249415
61.08836333	278.3874297
62.41634719	281.0488416
63.77282504	283.5923503
64.9862076	285.9505554
66.2367302	288.2750891
67.36977302	290.4311681
68.54050037	292.4356726
69.75111474	294.3559232
70.92013509	296.1751196
71.95472668	297.7921766
72.88051911	299.3755579
73.52503548	299.2071255
73.60642506	297.4047469
74.22736215	300.6557145
75.39200204	302.9128655
76.3791823	304.2435825
77.34443778	305.3384844
78.25173938	306.2817762
79.07763128	307.0565956
79.85984465	307.8988288
80.16488143	306.1470152
80.37266882	306.0122541
81.21030253	308.5725985
81.81364189	309.3811248
82.6095638	310.2738874
83.45395713	310.5939343
84.23682803	310.6781349
84.99979739	310.7960425
85.73428831	310.4591777
86.52538385	310.1896556
87.3117271	309.9706939
88.04719232	309.785408
88.33382113	308.1514975
89.17371586	309.6506469
89.99806682	309.5664152
90.76442752	308.9431703
90.88621679	305.7764389
90.9132922	304.0414432
90.94168121	302.7444331
90.98514099	301.9021954
90.99503552	301.127376
90.98840137	300.5378069
91.02718184	299.9987983
91.03064871	299.5439903
91.03780522	299.1397472
91.04509031	298.735464
91.0481676	298.3817457
91.04210483	298.0616943
91.06471109	296.9836459
90.49173642	290.3806433
89.82151309	284.3166626
89.07074078	278.5558799
88.44645607	273.0309079
87.81521202	267.6070034
87.10763923	262.3178643
86.45462679	257.1634819
85.82595724	252.0933179
85.13435674	247.2252799
84.46646538	242.4414737
83.85329733	237.6913566
83.20186734	233.1770503
82.61055493	228.6627484
82.03269062	224.3000611
81.41995038	219.9710451
80.80893104	215.7094074
80.21158586	211.5825352
79.62824442	207.5230368
79.06083228	203.429836
78.43080562	199.5387923
77.81984902	195.6477308
77.25331078	191.874577
76.62318333	188.1351256
76.09145243	184.4462079
75.56838184	180.7404323
75.05291459	177.2367961
74.28476093	173.6489459
73.67871336	170.2126746
73.13611052	166.8101103
72.6302157	163.4412396
72.0216432	160.1734185
71.49717489	156.9898337
70.9980075	153.7893909
70.46174507	150.6731666
69.96498574	147.5401066
69.54324871	144.5249631
69.02749649	141.5266642
68.53996777	138.5620455
68.08028373	135.7153433
67.64381757	132.9191748
67.12283771	130.1061617
66.733555	127.3773671
66.33190532	124.6991062
65.86614553	122.0208453
65.40337122	119.4436563
64.98512995	116.9169922
64.49350591	114.3903369
64.04103966	111.931051
63.64165556	109.5896772
63.28399296	107.1809295
62.83873901	104.9237786
62.43108124	102.6666232
62.07689082	100.5442333
61.73638004	98.38815427
61.35380061	96.28260006
60.96872368	94.24443306
60.54480666	92.12203427
60.19567068	90.11754752
59.76448832	88.14675437
59.26954647	85.14845542
57.35282635	74.35118896
55.16495661	62.32428624
53.30277434	52.53768989
51.68470249	44.4355329
50.24241546	37.86621498
49.00641567	32.45916257
48.20626383	27.96170704
47.41283778	24.34015967
47.00293016	21.35870086
46.31550856	18.84888661
45.72499305	16.76018009
45.30109176	14.99151829
44.96240522	13.458677
44.6586791	12.17850257
44.3777244	10.96570555
44.12182572	9.98872993
44.16017344	9.045443904
43.96865337	8.102157434
43.70611798	7.158870963
43.45251341	6.114517482
43.06737064	4.514299664
42.4297474	1.751817801
41.20452517	-3.149903153
39.45442311	-10.19086306
37.61353077	-17.55186671
37.03606316	-18.71413045
36.8940457	-18.74781827
36.81913846	-18.68044219
36.81663547	-18.59621931
35.69756895	-15.74951532
35.68753159	-15.78320447
35.69568307	-15.78320447
35.69325544	-15.8000486
35.70494988	-15.83373775
35.70621939	-15.78320447
35.47871447	-18.0571991
33.17318352	-31.81907402
30.43467614	-42.953224
27.91342141	-52.43662688
25.41299898	-61.56628922
22.87027819	-70.54435482
20.29662169	-79.10131046
17.82055917	-88.12990979
15.24045215	-96.08046515
12.75254045	-104.6374297
10.36369142	-113.2449146
8.02673239	-121.7850257
5.784808571	-130.4430488
3.564431835	-139.1516056
1.402937742	-147.7422504
-0.76294906	-156.0465419
-2.487463777	-164.2497659
-4.477653547	-172.0150354
-4.477660863	-179.493947
-6.213445878	-186.5685978
-8.064220123	-193.289508
-9.842518414	-199.4882497
-11.29038042	-205.1816541
-12.79733742	-210.5381759
-14.34058177	-215.4735966
-15.83308418	-220.0384234
-17.17583904	-224.3337502
-18.45778697	-228.258483
-19.57949255	-231.8800446
-20.61692147	-235.0973186
-21.75569345	-238.2303786
-22.78554483	-240.9591777
-23.76119195	-243.5700469
-24.50389764	-245.9956481
-25.31525302	-248.252799
-26.19155801	-250.3415042
-26.83333033	-252.3122974
-27.60475864	-254.1483295
-28.34168834	-255.9675259
-28.83268888	-257.5846007
-29.46873277	-259.1174394
-30.16434171	-260.5492105
-30.50903139	-261.8630741
-31.08956148	-263.1095549
-31.57583405	-264.2718218
-32.02129249	-265.3330167
-32.46468233	-266.3436868
-32.76378601	-267.4554066
-33.22217914	-268.5502952
-33.64666077	-269.5609608
-34.11080245	-270.6726851
-34.47470577	-271.8181162
-34.79350596	-272.8119284
-35.21333828	-273.906817
-35.73561837	-275.0017011
-36.11754832	-276.062896
-36.44053692	-277.1577801
-36.92315515	-278.218975
-37.46917567	-279.2970279
-37.89307751	-280.3750763
-38.25842209	-281.4362713
-38.69532629	-282.4974662
-39.13547331	-283.6260439
-39.5706418	-284.7546172
-39.91997714	-285.8326522
-40.38396517	-286.9443898
-40.78687193	-288.0224204
-41.20879113	-289.1678516
-41.58223452	-290.2627357
-42.0368782	-291.3407663
-42.52274839	-292.4356726
-43.0451053	-293.5305389
-43.50304484	-294.6422632
-43.97229856	-295.6866402
-44.42659839	-296.8488848
-44.75815768	-297.9606091
-45.23583578	-299.0723644
-45.68082965	-300.1503817
-46.1420559	-301.2116122
-46.51488291	-302.3401499
-47.07294922	-303.4687276
-47.61117454	-304.5973008
-48.06647666	-305.6585314
-48.48332039	-306.8207804
-48.91877237	-307.9156512
-49.41388449	-309.0442244
-49.84008722	-310.2065091
-50.30526959	-311.267704
-50.78330069	-312.3288989
-51.22988945	-313.491148
-51.67671049	-313.9628095
-51.73325586	-312.918468
-51.81053659	-312.6152389
-52.32916417	-314.9902975
-52.77967614	-316.5568297
-53.24444882	-317.7864926
-53.57285125	-318.9319194
-54.03089504	-320.0436436
-54.48020718	-321.1048385
-54.96878978	-322.1660335
-55.44536865	-323.2777577
-55.92352961	-324.3220992
-56.42011774	-325.4338545
-56.85090577	-326.4276712
-57.3625612	-327.5225375
-57.85351601	-328.5500611
-58.36425695	-329.5944025
-58.79402988	-330.6219261
-59.31059069	-331.6157383
-59.85254168	-332.6264084
-60.32239349	-333.6370785
-60.71433539	-334.6140417
-61.26720368	-335.5404756
-61.80190086	-336.5342922
-62.29556442	-337.5449579
-62.76291781	-338.4545739
-63.07642122	-339.3304829
-63.58068017	-340.206392
-64.08828254	-341.0823011
-64.61597831	-341.9245032
-65.16034175	-342.7498829
-65.59920664	-343.6089385
-66.11834086	-344.4343183
-66.61778406	-345.2260312
-67.13573308	-345.9839971
-67.57851752	-346.758852
-68.05077995	-347.4326217
-68.61535018	-348.0895691
-69.1438818	-348.7633343
-69.72494413	-349.4034326
-70.22773074	-350.0098196
-70.76064281	-350.5993886
-71.27082407	-351.1383928
-71.78427924	-351.5089691
-72.25563632	-351.9301057
-72.76088294	-352.3343488
-73.27028138	-352.7049251
-73.85246306	-352.9407402
-74.45760234	-353.0418255
-74.65136477	-351.374208
-74.69974914	-349.9929661
-75.12244933	-351.3236832
-75.51078627	-352.738632
-76.06481963	-353.47978
-76.53532256	-354.0356421
-77.04186411	-354.2714528
-77.5252615	-354.5578284
-78.05692619	-354.6588825
-78.59565631	-354.7599366
-79.04348879	-354.507268
-79.21163608	-352.4354029
-79.64524077	-353.0081185
-80.22636345	-352.2501171
-80.56685375	-347.3652389
-80.93232636	-344.4006469
-81.82908506	-343.4068303
-81.54350865	-340.6948714
-81.59463652	-338.7577674
-81.6462381	-337.3933789
-81.67684458	-336.2984771
-81.7219843	-335.4899463
-81.75664202	-334.68142
-81.77772856	-334.0750331
-81.80471912	-333.485464
-81.84224105	-332.9969846
-81.84702206	-332.5253232
-81.75349431	-329.1395945
-81.75345225	-322.4523735
-81.069794	-316.1188752
-80.43710266	-309.9875162
