"Bayrak and Sheikh 1996, AS5-HT"	
-1.138742657	-70.83613445
-1.125595444	-72.55882353
-1.249474401	-74.1092437
-1.210624493	-75.91806723
-1.271393535	-77.72689076
-1.300052787	-79.53571429
-1.391053112	-83.49789916
-1.392850597	-85.13445378
-1.429482172	-87.02941176
-1.428660712	-88.75210084
-1.443330525	-90.47478992
-1.5289178	-92.11134454
-1.525904826	-93.92016807
-1.600113232	-92.19747899
-1.484161872	-90.38865546
-1.459602296	-88.14915966
-1.400466148	-86.34033613
-1.394130545	-84.78991597
-1.343347864	-83.2394958
-1.256761755	-81.60294118
-1.220417914	-79.96638655
-1.181170999	-78.15756303
-1.081696846	-76.60714286
-1.056406545	-74.71218487
-1.15380303	-73.16176471
-0.99421255	-71.00840336
-0.974307506	-69.02731092
-0.915732797	-67.3907563
-0.89808569	-65.46134454
-0.835761672	-63.42857143
-0.780618063	-61.43886555
-0.752046021	-59.57836134
-0.697397811	-57.76953782
-0.63334594	-56.02962185
-0.594641812	-54.10021008
-0.54657926	-52.19663866
-0.535519465	-50.12941176
-0.44919141	-48.13970588
-0.494855618	-46.41701681
-0.409341291	-44.61680672
-0.409110157	-42.95441176
-0.303159991	-41.12836134
-0.313472395	-39.10420168
-0.262307914	-37.2092437
-0.273149418	-35.3487395
-0.242191036	-33.68634454
-0.220942926	-31.8947479
-0.162296742	-30.07731092
-0.162019363	-28.27710084
-0.097519433	-26.34768908
-0.075901555	-24.27184874
-0.073076893	-22.35966387
-0.007468248	-20.36134454
0.008365055	-18.39747899
0.100457695	-16.43361345
0.115123922	-14.21995798
0.121098534	-12.34222689
0.131384273	-10.7487395
0.197850223	-8.767647059
0.226099206	-7.044957983
0.246967363	-5.356722689
0.292874607	-3.270546218
0.31925571	-1.210210084
0.354761092	0.537457983
0.350606145	2.376428571
0.426228618	4.235210084
0.484359479	6.17237395
0.432836384	8.166386555
0.504310151	10.27668067
0.519200319	12.14579832
0.560320947	14.10105042
0.603769588	16.08214286
0.588862038	18.17521008
0.635692025	20.24243697
0.621418145	22.08571429
0.622702303	23.97205882
0.667129197	25.4105042
0.631472868	27.58109244
0.682113819	29.55357143
0.688207527	31.69831933
0.688868517	33.55021008
0.722463183	36.23760504
0.70730813	38.47710084
0.762624794	40.975
0.798575013	42.66323529
0.806539021	44.36008403
0.78562191	46.01386555
0.87318588	48.20168067
0.893737242	50.25168067
0.929866588	52.27584034
0.950087403	54.34306723
1.018646036	56.19495798
1.013211452	58.02962185
1.004510254	60.04516807
1.064139351	62.22436975
1.095583097	64.17962185
1.151001082	66.18655462
1.238479529	68.0987395
1.215555063	70.3210084
1.190610319	72.06092437
1.296431532	73.8697479
1.333035002	75.76470588
1.407734784	77.65966387
1.401841124	79.46848739
1.536029555	81.53571429
1.510123901	83.34453782
1.553882756	85.32563025
1.569609408	87.73739496
1.660002044	89.28781513
1.717933569	91.35504202
1.737279624	93.07773109
1.753824983	94.62815126
1.811006174	96.6092437
1.865937739	98.24579832
1.872915347	100.1407563
1.977003437	102.1218487
1.964417559	104.7058824
2.056961376	106.6008403
2.049211519	108.7542017
2.280283433	110.6491597
2.287281555	112.3718487
2.306392416	114.0945378
2.34043484	115.9894958
2.463624223	118.487395
2.407088053	117.0231092
2.352197504	115.3865546
2.353807576	113.75
2.257571878	111.6827731
2.179892261	110.0462185
2.101326937	108.3235294
2.118976809	106.5147059
2.091962956	104.6197479
1.942002729	102.9831933
1.946451786	101.1743697
1.964057901	99.45168067
1.79444804	97.38445378
1.774246363	95.40336134
1.7512727	93.50840336
1.627785216	91.52731092
1.615818807	89.80462185
1.604263613	87.82352941
1.500379269	85.67016807
1.504266689	83.86134454
1.427125466	81.79411765
1.418809908	79.98529412
1.357641475	78.26260504
1.339524347	76.19537815
1.277589181	74.12815126
1.267298464	72.23319328
1.11558734	70.42436975
1.126485204	68.44327731
1.100977498	66.63445378
1.085263155	64.58445378
0.955570252	62.68088235
0.91484692	60.6394958
0.924446498	58.78760504
0.865622424	56.32415966
0.876864519	54.3
0.763275687	51.8710084
0.728276809	49.82962185
0.703188891	47.45231092
0.651086742	45.49705882
0.622007492	43.62794118
0.570155584	41.33676471
0.54829325	39.52794118
0.529698905	37.44348739
0.478236702	35.15231092
0.429575317	32.95588235
0.410993282	30.61302521
0.392483462	28.44243697
0.327264214	26.55609244
0.305680784	24.8592437
0.278717223	22.80063025
0.300529055	21.26743697
0.218404313	19.18298319
0.238426345	17.12436975
0.215799437	15.73760504
0.226409237	13.6789916
0.222258307	11.59453782
0.169061683	9.837394958
0.176928569	7.589285714
0.123261174	5.741701681
0.099376143	3.935462185
0.064439546	1.865651261
0.051613412	-0.037920168
0.010862109	-2.113760504
-0.059149834	-4.272289916
-0.067033845	-6.579831933
-0.126667977	-8.474789916
-0.128387968	-10.56785714
-0.211061914	-12.27331933
-0.146008025	-14.03907563
-0.209927611	-15.89096639
-0.2449557	-17.51890756
-0.280920966	-19.49138655
-0.299002851	-21.3605042
-0.333776471	-22.92815126
-0.362007555	-25.1762605
-0.376017176	-27.21764706
-0.372424479	-29.31932773
-0.416663473	-31.23151261
-0.417100521	-33.09201681
-0.403409712	-34.93529412
-0.44791455	-36.76995798
-0.437070307	-38.69936975
-0.483284275	-40.65462185
-0.48448092	-42.49789916
-0.507164872	-44.37563025
-0.512777307	-46.08970588
-0.525565334	-48.07941176
-0.586075479	-49.89684874
-0.592541853	-51.69705882
-0.611130731	-53.47142857
-0.625783766	-55.62478992
-0.63824906	-56.97710084
-0.656772107	-58.76008403
-0.715238591	-60.51722689
-0.730606475	-62.56722689
-0.814833948	-64.5052521
-0.838460261	-66.02121849
-0.884046291	-67.81281513
-0.903097953	-69.45798319
-0.955387058	-71.18067227
-0.986198839	-73.16176471
-1.042424193	-74.88445378
-1.027841581	-76.3487395
-1.131260976	-78.50210084
-1.18126754	-80.22478992
-1.177367207	-81.60294118
-1.221272077	-83.49789916
-1.313084804	-85.30672269
-1.300942559	-87.11554622
-1.323679352	-89.0105042
-1.325377775	-90.73319328
-1.449703105	-92.45588235
-1.460134358	-94.26470588
-1.568547158	-95.9012605
-1.603964553	-97.71008403
-1.6258638	-99.43277311
-1.656564055	-100.8970588
-1.655093445	-102.9642857
-1.793477952	-104.6008403
-1.822700779	-106.3235294
-1.851780029	-107.7878151
-1.927595244	-109.1659664
-1.991633744	-110.5441176
-1.966651076	-112.2668067
-2.078557372	-114.1617647
-2.040040237	-115.6260504
-2.138221008	-117.0042017
-2.192983002	-118.7268908
-2.300816286	-120.4495798
-2.184969231	-119.0714286
-2.161631845	-117.1764706
-2.092891345	-115.1092437
-2.024723401	-113.2142857
-2.043779599	-111.5777311
-1.945933842	-109.2521008
-1.923959391	-107.7878151
-1.902241998	-105.8928571
-1.807370233	-104.0840336
-1.736180452	-102.3613445
-1.734725926	-100.552521
-1.628963519	-98.39915966
-1.682809773	-96.50420168
-1.547853221	-94.35084034
-1.522058359	-92.45588235
-1.471097624	-90.73319328
-1.405709874	-88.92436975
-1.390743126	-86.85714286
-1.35213579	-84.70378151
-1.302116918	-82.89495798
-1.226682442	-80.82773109
-1.140450788	-79.01890756
-1.116734039	-77.12394958
-1.069201258	-75.14285714
-1.087969709	-72.90336134
-0.931212354	-70.75
-0.909591191	-68.42436975
-0.912283884	-66.0987395
-0.789467428	-63.89369748
-0.824467012	-62.17962185
-0.701519077	-60.22436975
-0.621028696	-58.13991597
-0.609959541	-56.24495798
-0.554489187	-54.4447479
-0.544312568	-52.28277311
-0.440866101	-50.06911765
-0.435387497	-47.99327731
-0.360880347	-46.06386555
-0.403054269	-43.73823529
-0.296774573	-41.80882353
-0.270975699	-40.40483193
-0.270512012	-38.56155462
-0.220100641	-36.61491597
-0.202905779	-34.51323529
-0.161062971	-32.35987395
-0.084920947	-30.5855042
-0.124014689	-28.28571429
-0.100653937	-26.34768908
-0.073232481	-24.38382353
-0.026788355	-22.29936975
-0.023134666	-20.27521008
0.043166011	-18.54390756
0.063995252	-15.84789916
0.084941477	-13.52226891
0.114959008	-11.52394958
0.206599345	-9.275840336
0.207071637	-6.821008403
0.229184813	-4.392016807
0.274474113	-2.051743697
0.302103588	0.00342437
0.34942659	1.948340336
0.38842196	4.052605042
0.439007153	6.084516807
0.483270263	8.691806723
0.508633777	11.18109244
0.538908687	13.40336134
0.580903143	16.11659664
0.597282727	18.34747899
0.61788821	20.53529412
0.587388989	23.05903361
0.651451834	25.35882353
0.605801735	28.22710084
0.643471403	30.47521008
0.64102179	32.3960084
0.6673257	35.15231092
0.658198916	37.45210084
0.667463382	39.82941176
0.710626107	42.25840336
0.788538303	44.65294118
0.779341658	46.91827731
0.797971553	48.97689076
0.854016809	50.97521008
0.86735845	53.275
0.900513439	55.22163866
0.923566032	57.26302521
1.016462639	59.35609244
1.028862508	61.49222689
1.058399471	63.44747899
1.107269193	65.55777311
1.143800187	67.48718487
1.184461987	69.46827731
1.24966787	71.19957983
1.235478775	73.00840336
1.318831882	75.07563025
1.279810187	77.48739496
1.389403937	79.6407563
1.448420811	81.70798319
1.471859017	83.25840336
1.527659876	85.2394958
1.571982097	87.4789916
1.62216105	89.54621849
1.68724113	91.52731092
1.722674845	93.25
1.792898237	95.66176471
1.824664689	97.21218487
1.894331924	99.0210084
1.937273447	100.4852941
1.904901578	102.1218487
1.978810008	104.1890756
1.996539162	106.1701681
2.059138513	108.0651261
2.162273887	109.6155462
2.175961487	111.7689076
2.234941435	113.75
2.292315439	115.4726891
2.36280921	117.4537815
2.273700542	115.4726891
2.188347294	113.4054622
2.1503262	110.7352941
2.115991506	109.012605
2.087398676	106.4285714
2.006699947	104.1890756
1.906082216	101.9495798
1.794727975	99.96848739
1.828496966	97.64285714
1.675893294	95.57563025
1.690959889	93.50840336
1.603475975	91.26890756
1.572142983	89.37394958
1.502557794	87.6512605
1.502427901	85.67016807
1.353902708	84.03361345
1.349310111	81.96638655
1.242241187	79.98529412
1.162234	77.91806723
1.148248676	75.59243697
1.16373333	73.78361345
1.121944153	71.54411765
1.042487658	69.47689076
0.991338225	67.64222689
0.935210922	65.4802521
0.880666334	63.61113445
0.844720218	61.06155462
0.807754389	59.34747899
0.732999905	57.32331933
0.711868767	55.24747899
0.590132546	53.04243697
0.661704874	50.72542017
0.595894975	48.34810924
0.594436712	46.65987395
0.551459639	44.54957983
0.511031655	42.45651261
0.411445947	40.34621849
0.411976515	38.33928571
0.361024416	36.41848739
0.356031536	34.05840336
0.327283947	31.98256303
0.246738183	30.28571429
0.228221475	28.02037815
0.215523256	25.77226891
0.221422147	23.61029412
0.164735151	22.03403361
0.155560742	19.55336134
0.130749477	17.59810924
0.126665681	15.43613445
0.115030639	12.86071429
0.135911645	10.88823529
0.131178393	8.838235294
0.057034893	6.503991597
0.017496595	4.565966387
0.017957868	2.709768908
-0.051696061	0.953487395
-0.024454511	-1.242079832
-0.070840582	-3.546176471
-0.11853458	-5.84855042
-0.128852947	-7.75987395
-0.149489891	-9.706512605
-0.227628767	-11.65315126
-0.246038824	-13.86680672
-0.271650454	-16.28718487
-0.33278438	-18.56113445
-0.325018359	-20.42163866
-0.406684456	-22.50609244
-0.381870479	-24.67668067
-0.38724262	-26.61470588
-0.367574252	-28.74222689
-0.39516421	-30.52521008
-0.424299832	-32.46323529
-0.388850099	-34.30651261
-0.430556538	-36.29621849
-0.460539452	-38.14810924
-0.444871372	-40.00861345
-0.521156666	-41.75714286
-0.488336399	-43.66932773
-0.512678452	-45.125
-0.543715821	-47.23529412
-0.531557447	-49.28529412
-0.564721439	-50.98214286
-0.603674214	-52.63592437
-0.615293629	-54.46197479
-0.651894058	-56.27079832
-0.648170219	-58.31218487
-0.682589215	-60.51722689
-0.754386014	-62.57584034
-0.723235246	-64.4105042
-0.757664387	-65.95231092
-0.820659222	-68.04537815
-0.894107805	-69.80252101
-0.938483863	-71.35294118
-1.013767432	-73.07563025
-1.07862266	-75.05672269
-1.016693422	-76.69327731
-1.11574055	-78.32983193
-1.120903291	-80.22478992
-1.161014598	-81.86134454
-1.247301045	-83.84243697
-1.272772794	-85.82352941
-1.307220784	-87.54621849
-1.356745424	-89.26890756
-1.428132201	-90.81932773
-1.473493983	-92.54201681
-1.529278338	-94.43697479
-1.61581921	-96.50420168
-1.636654987	-98.57142857
-1.641609943	-100.2079832
-1.692641792	-102.0168067
-1.786702689	-103.4810924
-1.803633649	-105.289916
-1.823131487	-107.0987395
-1.861292044	-109.0798319
-1.950584296	-110.8886555
-2.047344691	-112.5252101
-2.091279947	-114.1617647
-2.095962796	-115.7121849
-2.168734294	-117.1764706
-2.204893725	-118.7268908
-2.273667048	-120.1911765
-2.165285422	-118.210084
-2.120182771	-116.5735294
-2.101581584	-114.9369748
-2.113837914	-113.0420168
-2.083808687	-110.8886555
-1.909559721	-109.3382353
-1.925731813	-107.0987395
-1.870622849	-105.1176471
-1.825780021	-103.0504202
-1.678310092	-100.9831933
-1.709074643	-98.91596639
-1.601607821	-97.0210084
-1.560373439	-95.21218487
-1.536374607	-93.23109244
-1.482654193	-91.25
-1.433780368	-89.35504202
-1.397787756	-87.54621849
-1.316494214	-85.22058824
-1.249148386	-83.2394958
-1.238150424	-81.25840336
-1.159793054	-79.44957983
-1.095748224	-77.38235294
-1.140516461	-75.65966387
-1.031292688	-74.02310924
-0.949539965	-72.04201681
-0.926499408	-69.97478992
-0.8924385	-67.73529412
-0.877484833	-66.34852941
-0.815732126	-64.00567227
-0.744345047	-62.24852941
-0.694764736	-60.37941176
-0.647733331	-58.23466387
-0.591426112	-56.07268908
-0.578031041	-53.92794118
-0.52367966	-52.36029412
-0.471492436	-50.3447479
-0.426101736	-48.26029412
-0.379331899	-46.26197479
-0.302388851	-44.0052521
-0.306432976	-42.09306723
-0.267951978	-39.86218487
-0.206979244	-37.95861345
-0.210775061	-35.74495798
-0.173990916	-33.86722689
-0.174135008	-31.94642857
-0.11394633	-29.75
-0.107630181	-27.94978992
-0.043873937	-25.83088235
-0.055214979	-23.75504202
-0.019498532	-21.9289916
0.045376622	-19.82731092
0.088238884	-17.41554622
0.069607074	-14.71092437
0.083484664	-11.95462185
0.144744517	-9.146638655
0.229316538	-6.407563025
0.283675326	-3.280882353
0.343942071	-0.737331933
0.390646563	1.899243697
0.423357513	3.902731092
0.450891099	5.991491597
0.484564002	9.096638655
0.560301887	12.99852941
0.579074107	16.07352941
0.604123599	19.25189076
0.576391931	22.74033613
0.584593723	25.62584034
0.642868887	28.95063025
0.637929099	32.26680672
0.667380819	35.71218487
0.711496679	38.80441176
0.752989914	42.03445378
0.74707617	44.63571429
0.770525616	46.65987395
0.774423578	48.6237395
0.805654374	51.26806723
0.927063773	53.48172269
0.898629897	55.66953782
0.96423095	57.31470588
1.047488351	59.20105042
1.022576418	61.19936975
1.098134561	62.98235294
1.100604332	65.34243697
1.180697668	67.15987395
1.200881557	69.2012605
1.201899882	71.19957983
1.259681	73.43907563
1.368309737	75.85084034
1.360145559	77.83193277
1.410546034	79.6407563
1.448163739	81.96638655
1.514942754	84.29201681
1.535092468	86.3592437
1.598872887	88.08193277
1.703904111	90.14915966
1.701874239	92.21638655
1.788595511	94.3697479
1.776770912	95.74789916
1.855075061	97.81512605
1.838397032	100.0546218
1.974185952	102.1218487
1.93464091	103.5861345
2.026158183	105.9117647
2.054451548	107.3760504
2.127887231	109.2710084
2.195878761	110.907563
2.249492523	112.5441176
2.278819275	113.8361345
2.300119973	115.4726891
2.359331023	117.2815126
2.372560534	119.1764706
2.491705637	120.9852941
2.517553824	123.052521
2.578141648	125.2058824
2.696799767	127.3592437
2.685225676	128.8235294
2.804582445	130.1155462
2.847059147	131.9243697
2.901831268	133.7331933
2.897751302	135.197479
2.928478076	137.2647059
3.044429582	139.2457983
3.142268216	141.3130252
3.185799904	143.0357143
3.229271703	144.5861345
3.350207363	146.3088235
3.409334173	148.2037815
3.543996268	150.2710084
3.607397643	152.5966387
3.732926736	154.1470588
3.863541441	155.6113445
3.872537144	157.5063025
3.996241487	159.7457983
4.13080978	161.2962185
4.249712847	163.105042
4.307513748	165.0861345
4.472689595	167.0672269
4.555659927	168.9621849
4.759838311	170.7710084
4.82692882	172.4936975
4.995376208	174.3886555
5.131755838	175.7668067
5.222625338	177.3172269
5.438930407	179.039916
5.489345099	180.4180672
5.658187942	181.9684874
5.764336155	179.8151261
5.84304608	177.7478992
5.903470668	175.3361345
6.08792551	173.8718487
6.201321833	172.2352941
6.493880115	168.8760504
6.641715812	160.8655462
6.771217304	158.7983193
6.8754561	156.3004202
6.998668761	154.3193277
6.879998334	152.2521008
6.907445121	150.7016807
6.848750587	148.8928571
6.779273971	147.2563025
6.695285833	145.6197479
6.651767538	144.1554622
6.577501936	142.2605042
6.482783591	140.2794118
6.435119547	138.7289916
6.338916121	137.0063025
6.238391642	135.1113445
6.106875371	133.302521
6.027522247	131.5798319
5.988839429	129.7710084
5.932708755	128.3067227
5.810410538	126.7563025
5.787385197	125.2058824
5.708023596	123.4831933
5.54273534	121.9327731
5.539970214	120.7268908
5.462967642	119.0903361
5.385117653	117.1953782
5.2852199	115.0420168
5.191674416	113.2331933
5.125601148	111.5966387
5.048921555	109.8739496
4.935847956	108.0651261
4.857090105	105.9978992
4.789031565	104.2752101
4.733014664	102.4663866
4.601719908	100.7436975
4.541653235	99.27941176
4.441362313	97.29831933
4.42299358	95.40336134
4.353122611	93.42226891
4.302103071	91.69957983
4.19010516	90.32142857
4.134568202	88.5987395
4.106155876	87.13445378
4.034482401	85.2394958
3.967849326	83.25840336
3.946883643	81.44957983
3.82801066	79.55462185
3.767375521	77.31512605
3.705641361	75.59243697
3.64480658	74.12815126
3.658995674	72.57773109
3.53719483	70.76890756
3.491772578	68.52941176
3.380622095	66.46218487
3.34378617	64.62752101
3.330854748	62.83592437
3.261216233	60.95819328
3.244631221	59.21827731
3.19285862	57.16827731
3.123185918	55.60063025
3.023977605	53.86932773
2.969507855	51.54369748
2.955819269	49.76071429
2.905103296	47.85714286
2.851278958	46.16890756
2.787621603	44.51512605
2.806356824	42.79243697
2.760032466	40.71659664
2.679213414	38.59768908
2.640316183	37.21092437
2.54154234	34.91113445
2.527315359	33.22289916
2.500887761	31.30210084
2.476145424	29.72584034
2.392483284	28.03760504
2.342130681	25.7894958
2.336518735	22.94705882
2.246467956	20.45777311
2.180040368	17.71008403
2.160363779	15.36722689
2.129299815	13.24831933
2.104287113	10.61260504
2.033553693	8.485084034
2.091471962	6.435084034
2.047371263	4.008676471
2.009701595	1.730420168
1.870090901	-0.777815126
1.840914569	-3.134453782
1.766010429	-5.671113445
1.728693368	-8.156092437
1.686276874	-10.43004202
1.630831975	-12.28193277
1.594342011	-14.79705882
1.528518687	-17.14852941
1.479036128	-19.25882353
1.449623729	-21.3605042
1.414387987	-23.64306723
1.367278926	-25.70168067
1.346280126	-28.09621849
1.341321139	-30.04285714
1.340428752	-32.37710084
1.300246294	-34.72857143
1.285330895	-36.4512605
1.252606887	-38.39789916
1.196681034	-40.72352941
1.163387456	-42.80798319
1.101122937	-45.2197479
1.125393313	-47.13193277
1.029194542	-49.06995798
1.01985437	-50.98214286
0.949936475	-53.04936975
0.918649489	-55.29747899
0.885393946	-57.02878151
0.829595785	-59.30273109
0.747190611	-61.50777311
0.676823334	-63.49747899
0.660555468	-65.22878151
0.550288886	-67.07205882
0.530907097	-69.37184874
0.475409732	-71.52521008
0.390823809	-73.16176471
0.323280488	-75.2289916
0.247276503	-77.12394958
0.252778509	-79.36344538
0.126477088	-81.51680672
0.060498116	-82.98109244
0.060704916	-85.13445378
-0.048951074	-86.94327731
-0.083339186	-89.0105042
-0.163714001	-91.33613445
-0.257169505	-93.05882353
-0.326892898	-94.95378151
-0.395979752	-96.93487395
-0.434019985	-99.17436975
-0.501056071	-101.5861345
-0.556654548	-103.5672269
-0.643069525	-105.2037815
-0.682848359	-106.5819328
-0.695561366	-108.3046218
-0.826563487	-110.3718487
-0.868932441	-112.3529412
-0.918448574	-114.0756303
-0.967971536	-115.8844538
-1.082913721	-117.5210084
-1.172998687	-119.6743697
-1.220856901	-121.6554622
-1.247052046	-123.0336134
-1.332608662	-124.4117647
-1.451868622	-126.3067227
-1.470279735	-127.9432773
-1.526473025	-130.0105042
-1.572179693	-131.9054622
-1.680008874	-133.8004202
-1.750008384	-135.6092437
-1.881249803	-137.4180672
-1.89024905	-139.3991597
-2.015421796	-141.2941176
-2.050738267	-142.8445378
-2.123646134	-144.7394958
-2.222418613	-146.4621849
-2.249848151	-148.5294118
-2.354183731	-150.0798319
-2.442642227	-151.802521
-2.506671511	-153.5252101
-2.605489109	-155.2478992
-2.647457414	-156.7983193
-2.781264712	-158.1764706
-2.801497824	-159.8130252
-2.922523716	-161.5357143
-3.002144305	-163.2584034
-3.084268851	-164.4642857
-3.11689913	-166.4453782
-3.235958071	-168.1680672
-3.326871315	-170.0630252
-3.370001536	-171.6995798
-3.452763288	-173.4222689
-3.568459897	-175.2310924
-3.650594025	-177.039916
-3.76187988	-178.8487395
-3.842219342	-180.2268908
-3.935613315	-181.7773109
-4.050640273	-183.5
-4.084482057	-185.2226891
-4.250420187	-186.9453782
-4.373006916	-188.4957983
-4.501555666	-189.960084
-4.63398945	-191.0798319
-4.672373914	-192.5441176
-4.827994324	-194.2668067
-5.002289408	-196.1617647
-5.308155471	-197.7121849
-5.511325074	-199.4348739
-5.517824113	-197.8844538
-5.521806887	-196.4201681
-5.425720233	-194.6113445
-5.400350626	-193.2331933
-5.371936924	-192.1134454
-5.2614848	-190.4768908
-5.247953086	-188.7542017
-5.189156357	-186.8592437
-5.121077303	-185.0504202
-4.997787733	-183.3277311
-4.916207401	-181.5189076
-4.868368326	-179.6239496
-4.839858918	-177.8151261
-4.775449866	-176.1785714
-4.674177519	-174.2836134
-4.608799338	-172.6470588
-4.544252174	-171.0105042
-4.441864395	-168.8571429
-4.456909111	-166.8760504
-4.247992166	-165.0672269
-4.188789321	-163.0861345
-4.15056996	-161.4495798
-4.076535727	-159.4684874
-3.951860347	-157.4012605
-3.862785513	-155.3340336
-3.823947086	-153.3529412
-3.728602574	-151.7163866
-3.640483183	-149.6491597
-3.575059882	-148.012605
-3.466414733	-145.7731092
-3.445920435	-143.7920168
-3.306502542	-142.2415966
-3.234385672	-140.605042
-3.155492542	-138.2794118
-3.103383563	-136.2121849
-3.026962956	-134.2310924
-2.965620874	-132.3361345
-2.884395706	-130.4411765
-2.830012471	-128.460084
-2.739115626	-126.9096639
-2.66304334	-124.5840336
-2.566480847	-122.5168067
-2.512741294	-120.7079832
-2.403407342	-118.5546218
-2.309883464	-116.6596639
-2.352782632	-115.1092437
-2.253298109	-113.1281513
-2.152453391	-111.0609244
-2.039748536	-108.907563
-2.031792609	-106.6680672
-1.939046422	-104.8592437
-1.819633315	-102.9642857
-1.745235359	-100.6386555
-1.667054273	-98.74369748
-1.613937889	-97.19327731
-1.635703166	-95.21218487
-1.523259485	-93.40336134
-1.410498931	-91.76680672
-1.413471937	-89.87184874
-1.306733571	-87.80462185
-1.257949998	-85.99579832
-1.131674128	-84.01470588
-1.072969015	-82.03361345
-1.019940143	-80.05252101
-0.977695628	-78.07142857
-0.868969796	-76.26260504
-0.897908246	-74.19537815
-0.767650979	-71.8697479
-0.694461435	-70.40546218
-0.611682261	-68.85504202
-0.599317941	-66.96008403
-0.475596431	-65.05651261
-0.432612528	-62.75672269
-0.361807889	-60.60336134
-0.269150289	-58.03655462
-0.214214227	-55.95210084
-0.075373779	-54.11743697
-0.041107853	-52.35168067
-0.028691178	-50.70651261
0.08088384	-48.66512605
0.100427088	-46.7012605
0.152794945	-44.4789916
0.211672682	-42.80798319
0.30826359	-41.04222689
0.363225945	-39.02668067
0.355215697	-36.62352941
0.442379549	-34.67689076
0.449344518	-33.12647059
0.497853854	-30.93004202
0.566763698	-28.90588235
0.641844474	-26.72668067
0.654111754	-24.72836134
0.681881897	-22.83340336
0.718351973	-20.9987395
0.72696213	-18.98319328
0.819774395	-16.91596639
0.838067729	-14.90903361
0.84668683	-12.37668067
0.909810767	-10.34390756
0.979808229	-8.225
1.041162926	-6.295588235
1.034035735	-4.038865546
1.135041181	-1.611596639
1.214836918	0.466827731
