Hakim_Kono 2002 Column D1N30	
1457	
-2.971452761	-120.6250017
-3.416648331	-129.7792079
-3.945891595	-140.0551712
-4.429568041	-148.692674
-4.91121145	-156.8892643
-5.470414566	-166.0122323
-5.932585858	-173.5863551
-6.48729251	-178.8438255
-6.958952768	-184.8127479
-7.497035443	-187.3836836
-7.972059859	-188.8251961
-8.518257632	-179.2431852
-8.985018439	-188.4070734
-9.341793165	-187.6800731
-8.903202406	-153.1382606
-8.371921	-141.0578495
-7.903254919	-128.2925233
-7.407125489	-117.3284754
-6.89411245	-104.4403582
-6.366064247	-93.65588544
-5.860391948	-81.49378141
-5.309752281	-71.1665954
-4.768287464	-59.62946428
-4.303881634	-50.82634404
-3.799444284	-40.26760042
-3.306116333	-29.24254872
-2.846783236	-20.39731159
-2.344264132	-10.95388449
-2.268856825	-9.479441408
-1.851825521	-1.189719624
-1.314782013	9.811204711
-0.887686861	18.24468521
-0.326760562	29.87587676
0.070604033	36.7592245
0.54237545	48.2435329
1.086212079	60.34775026
1.564853069	69.89642362
2.070442609	80.109327
2.569420487	89.88543724
3.0797662	98.52705486
3.563394069	105.8452022
4.048816076	114.4389178
4.524257391	121.7099316
5.004415923	127.8757375
5.534380547	135.5233081
6.001719875	141.2604771
6.494652319	147.8094862
6.527386287	146.2828526
6.956872835	152.144934
7.48688934	159.338565
7.9892242	164.720175
8.459266151	169.6017276
9.021565625	169.9917027
9.352500078	176.0870532
8.973630913	143.0723176
8.513981936	131.5407962
7.994169987	119.3113365
7.516924602	108.2300164
7.009490139	97.32632653
6.479293461	86.14840732
6.009458902	76.37195709
5.496720668	66.21712231
4.988971348	56.587298
4.518698937	47.67390152
4.053491623	38.6086325
3.523166771	27.23109869
1.7291741	-14.41605606
1.52750233	-15.43783041
0.973653461	-26.5613529
0.517306497	-37.89817735
0.003783584	-47.81621614
-0.437347871	-57.91614238
-0.944222933	-69.25208025
-1.456294443	-79.72214924
-1.950723118	-89.50873092
-2.476169419	-98.57315346
-2.963928584	-106.6806651
-3.436857773	-114.8524877
-3.958152942	-121.9423113
-4.446519195	-129.9426291
-4.955280627	-136.8207636
-5.459345865	-143.7072039
-5.936287504	-150.1621004
-6.465854703	-156.584346
-7.018036216	-161.0371413
-7.460355146	-167.1354214
-7.94543949	-173.015162
-8.483083716	-176.8295024
-8.928421086	-180.341753
-9.32056331	-181.12821
-8.866158135	-148.1091953
-8.349268738	-135.7035274
-7.837093111	-122.7907209
-7.338888838	-113.3941426
-6.832735448	-100.3014548
-6.345167517	-90.97168562
-5.818059487	-79.79940413
-5.34236401	-70.78905321
-4.768281366	-60.20160055
-4.324656858	-51.32915114
-3.808567632	-40.42559132
-3.316089856	-31.44892748
-2.803243399	-22.26566359
-2.318893582	-11.46896091
-1.861661082	-3.061695015
-1.354358131	7.691166562
-0.80052531	17.96887111
-0.341619595	27.76171747
0.088000708	36.33589507
0.072570786	23.94794947
0.572138905	54.62320114
1.118094451	67.98170503
1.610109174	79.49152402
2.068151537	87.97261355
2.575988014	97.80534609
3.074655841	106.5642255
3.55820013	114.3903177
4.045792032	121.6784877
4.53197475	128.5372477
5.042270883	135.8385829
5.535233099	142.4287495
6.018075247	148.6661218
6.510938232	153.2481902
7.094334399	160.8617219
7.539360637	171.8656939
7.977283588	170.9102256
8.464914678	175.0740699
8.956953449	179.3557191
9.468734635	181.465043
9.980988007	182.1545434
10.48543622	182.4732353
10.98204476	181.3578672
11.52404242	177.6092757
12.01608026	174.3375028
12.55228676	169.9666152
12.46860198	151.5399375
11.99641843	136.3218877
11.47797893	124.339623
10.95472405	112.8741493
10.48010175	103.2798832
9.950697836	93.32433471
9.433363863	83.40199934
8.966047392	74.61830062
8.476067153	66.44609521
7.951295387	58.12566376
7.486660646	51.06096439
7.029038873	43.2911852
6.464030928	33.90065941
5.986446056	26.07896212
5.486532451	17.41872356
4.953866238	10.1398048
4.909114174	6.394005957
4.465775054	3.372846296
3.96264085	-3.844569886
3.472173329	-10.35152284
3.0065963	-16.6412058
2.473092007	-24.02275792
1.997204714	-30.51991742
1.495485476	-38.03309348
0.994344797	-46.01799371
0.508069643	-54.18578873
-0.026220814	-63.16615308
-0.452928528	-70.35504916
-0.956959557	-79.22761677
-1.464029442	-88.32940999
-1.979255228	-95.82720879
-2.451724156	-102.6404702
-3.457468785	-116.6166077
-3.943484366	-124.2342717
-4.403946684	-131.4271054
-4.93352096	-135.7012131
-5.921586178	-147.5581647
-6.360880285	-152.8698221
-6.483517642	-151.689704
-6.73693634	-156.6677396
-6.993476927	-156.9479229
-7.437899025	-162.3817317
-7.945494834	-166.8466101
-8.405562606	-170.9138529
-8.901957429	-174.9009849
-9.426889387	-177.4454273
-9.934121585	-159.3962549
-10.45361903	-166.2498793
-10.92937123	-168.896409
-11.41457133	-164.780147
-11.89284677	-168.2531452
-12.05263055	-175.7923273
-12.43389981	-166.2661106
-12.30813555	-155.9491972
-11.87388454	-143.4913489
-11.36860777	-131.6041605
-10.87400975	-121.0935125
