Saatcioglu and Gira 1999 Column BG-1	
0.01119782	70.56528875
0.5107929	73.25945289
1.010388	74.81653495
1.509983	76.54601824
2.009578	78.34431611
2.526401	80.87118541
3.008769	83.11240122
3.508363	84.56620061
4.007959	86.91580547
4.507554	89.3343465
5.007149	90.23683891
5.506744	92.31082067
6.00634	94.17805471
6.505934	95.21835866
7.00553	97.56796353
7.505125	97.71246201
8.004721	99.33848024
8.504315	103.4452888
9.00391	104.2444377
9.503505	104.9746505
10.0031	107.496535
10.5027	109.1914894
11.00229	111.1620669
11.50189	112.2023708
12.00148	114.4486322
12.50108	115.6956231
13.00067	117.1838906
13.50027	118.7410334
14.01709	119.2005471
14.51668	121.2055927
15.01628	124.3132523
15.51587	125.2156839
16.01547	124.6021884
16.51506	127.9854103
17.01466	127.8542249
17.51426	129.5491793
18.01385	131.3819453
18.51344	131.1818845
19.01304	134.2205471
19.51263	135.3641945
20.01223	136.1288754
20.51183	137.9961094
21.01142	138.657386
21.51101	140.4212158
22.01061	141.7026748
22.5102	142.1572644
23.0098	144.6102128
23.5094	144.651307
24.00899	146.8630395
24.50859	146.5251672
25.00818	147.73769
25.50777	148.9847416
26.00737	150.0594529
26.50697	151.0997568
27.00656	150.555076
27.50616	152.663465
28.00575	152.9457751
28.50535	153.4691793
29.00494	152.9245593
29.50454	154.8606687
30.00413	155.6252888
30.50373	155.3906991
31.00332	156.1897872
31.50292	157.0577508
32.00251	157.0644377
32.50211	157.2088754
33.0017	155.182614
32.48488	115.9955623
31.98529	115.678845
31.48569	115.3965957
30.98609	109.6359878
30.4865	104.2888146
29.96968	103.7948328
29.48731	98.28036474
28.98771	93.69118541
28.48812	93.16772036
27.98852	88.44079027
27.48893	87.84838906
26.98933	83.15586626
26.48974	77.70534954
25.99014	76.9062614
25.47332	71.03726444
24.99095	70.76
24.49136	70.51215805
25.00818	70.59264438
24.49136	66.79100304
23.99176	66.47428571
23.47494	62.43142857
22.99257	59.05314894
22.49298	58.52968389
21.99338	55.00861398
21.49379	51.93547112
20.99419	50.10271125
20.4946	47.16738602
19.995	43.9908693
19.49541	43.74304559
18.99581	41.25562918
18.47899	38.14303951
17.99662	37.93465046
17.4798	34.44305167
16.99743	32.51190274
16.48061	29.74386018
15.99824	25.02184195
15.49865	24.94628571
14.99905	24.87072948
14.49946	21.4530152
13.99986	16.82937994
13.48304	14.33697872
12.98344	13.91686322
12.48385	11.49835258
11.96703	7.421015198
11.48466	6.592419453
10.98506	0.969579939
10.48547	0.480554225
9.985872	0.129346748
9.486278	-3.770737386
8.986683	-7.291817629
8.487087	-7.643021277
7.987493	-7.994231003
7.487897	-12.30778116
6.988302	-11.86651672
6.488707	-14.66404255
5.989111	-16.11781155
5.489516	-20.25908815
4.989922	-23.84908207
4.490326	-24.16583587
3.990731	-24.24140426
4.507554	-23.98857751
3.990731	-26.58435258
3.491136	-28.76168389
2.974313	-30.63390274
2.474719	-33.5692462
1.992351	-33.91547112
1.492756	-36.50626748
0.9931607	-38.71805471
0.4935656	-42.51478419
-0.023257	-42.83651064
-0.5056247	-42.87265046
0.01119782	-42.58536778
-0.5056247	-46.11143465
-1.00522	-46.53155623
-1.504815	-49.01897872
-2.00441	-52.22996353
-2.504005	-52.4433617
-3.003601	-52.69120365
-3.503196	-57.07366565
-4.00279	-57.59714894
-4.519613	-57.91888754
-3.985563	-57.97117933
-4.502386	-61.3593921
-5.001981	-61.74510638
-5.518804	-62.13574468
-6.018399	-65.34668693
-6.517993	-65.73240122
-7.000361	-70.55775076
-7.517184	-71.18960486
-8.016778	-71.74753799
-8.516373	-75.68206687
-9.033195	-75.59033435
-9.515564	-79.0031003
-10.01516	-79.69884498
-10.53198	-80.36510638
-11.01435	-83.88121581
-11.51394	-85.02486322
-12.01354	-87.82237082
-12.51313	-88.38036474
-13.01273	-90.62656535
-13.51232	-91.04668693
-14.01192	-91.39787234
-14.51152	-91.64571429
-13.99469	-91.63410334
-14.51152	-94.67781155
-15.01111	-94.89118541
-15.51071	-96.72395137
-16.0103	-96.90285714
-16.5099	-99.25246201
-17.00949	-99.50030395
-17.50909	-103.0213374
-18.00868	-104.7162918
-18.5255	-107.4843161
-19.00787	-107.7616413
-19.50747	-107.8372036
-20.00706	-108.1195137
-19.49024	-107.7977508
-20.00706	-110.3246201
-20.50666	-111.0203647
-21.00625	-114.5758663
-21.50585	-115.8229179
-22.00544	-117.5523404
-22.52226	-118.218541
-23.00463	-118.151307
-23.50423	-121.2933739
-24.00382	-121.3344681
-24.50342	-123.7184802
-25.00302	-124.1041337
-25.50261	-123.9040122
-26.0022	-123.9106383
-26.5018	-126.6048024
-27.00139	-128.6442553
-27.50099	-128.7542857
-28.00059	-129.036535
-28.50018	-129.008693
-29.017	-131.6044377
-29.53382	-131.7883283
-30.03342	-132.8975076
-30.51579	-133.1058967
-31.01538	-133.5604255
-31.51498	-134.5317933
-32.01458	-135.0896657
-32.51417	-136.1643769
-33.01376	-136.6878419
-32.49694	-98.70668693
-31.99734	-94.46212766
-31.49775	-86.42741641
-30.99816	-82.80303951
-30.49856	-79.14419453
-29.99896	-75.20966565
-29.49937	-70.68942249
-28.99977	-66.82382979
-28.48295	-65.39957447
-27.98336	-61.87854103
-27.48376	-61.07945289
-26.98417	-55.66333131
-26.48457	-52.52129483
-25.98498	-49.00023708
-25.48538	-46.16827964
-24.98578	-42.9228693
-24.48619	-39.05726444
-23.9866	-38.43043769
-23.487	-34.42700304
-22.97018	-31.59006687
-22.48781	-31.48504559
-21.98821	-27.86062006
-21.48862	-24.99420061
-20.98903	-21.95551368
-20.48943	-20.77739818
-19.98984	-16.39495441
-19.49024	-14.14872948
-18.99064	-12.24705167
-18.49105	-9.173902736
-17.99145	-7.031039514
-17.49186	-5.577278419
-16.99227	-3.020955015
-16.49267	-2.221835866
-15.99307	2.126156231
-15.49348	4.854759878
-14.99388	6.205161094
-14.49429	7.417738602
-13.99469	10.4908997
-13.4951	12.56485106
-12.9955	14.50099696
-12.49591	16.40268085
-11.99631	17.95981763
-11.49672	21.06742857
-10.99712	24.48513678
-10.49753	25.07753191
-9.997931	26.11783587
-9.498337	30.08683283
-8.998741	32.12634043
-8.499146	32.95992097
-7.999552	35.92972036
-7.499956	37.83140426
-6.983134	40.11708207
-6.483539	42.67341641
-5.983943	46.26341641
-5.467121	47.34316109
-4.984753	49.89451064
-4.485158	52.41640122
-3.985563	53.31888146
-3.485968	55.6684924
-2.986373	58.46602432
-2.486778	60.7122614
-1.987183	61.27021277
-1.487588	59.58856535
-0.9879924	62.07598784
-0.4883973	67.21647416
0.01119782	69.08370821
0.5107929	71.12322188
1.010388	71.7156231
1.527211	74.82820669
2.009578	76.79386018
2.509173	78.76443769
3.008769	81.01069909
3.508363	83.36030395
4.007959	84.05604863
4.507554	85.88881459
5.007149	87.96279635
5.506744	89.38212766
6.00634	91.93841945
6.505934	93.70231003
7.00553	95.36285714
7.505125	97.78133739
8.004721	97.89136778
8.504315	100.1375684
9.00391	101.901459
9.503505	103.8031611
10.0031	105.4981155
10.5027	105.6081459
11.00229	107.8888146
11.50189	108.7568389
12.00148	110.5896657
12.50108	111.2854103
13.00067	113.8761702
13.50027	115.1920973
14.01709	117.4433435
14.51668	117.9323404
15.01628	120.3853495
15.51587	120.219696
16.01547	122.6382371
16.51506	123.7130091
17.01466	123.9952584
17.51426	126.241459
18.01385	127.6607903
18.51344	128.4943465
19.01304	129.7758055
19.51263	131.2640729
20.01223	132.6488754
20.51183	134.2404863
21.01142	134.143769
21.51101	135.8041945
22.01061	136.0520973
22.5102	137.9882067
23.0098	138.7872948
23.5094	140.4822492
24.00899	141.0401216
24.50859	141.942614
25.00818	143.9821277
25.50777	143.8853495
26.00737	145.3735562
26.50697	145.9314894
27.00656	146.1448632
27.50616	146.3926444
28.00575	147.8119149
28.50535	148.8522188
29.02217	148.8293617
29.50454	149.9335562
30.00413	150.353617
30.50373	150.6359271
31.00332	151.4350152
31.50292	149.7533131
32.00251	151.7582979
32.50211	152.4540426
33.0017	151.3925228
33.5013	153.0874772
34.00089	152.2671733
34.50048	152.2393313
35.00008	153.417386
35.51691	154.2558663
36.0165	154.6759271
36.51609	155.1993921
37.01569	154.1378723
37.51529	154.4890578
38.01488	155.012462
38.51448	154.6745289
39.01407	154.8189058
39.51366	155.7558055
40.01326	155.0733131
40.51286	155.803465
41.01245	155.7066869
41.51205	154.6451064
42.01164	154.6517325
42.51123	155.485228
43.01083	154.5270517
43.51043	154.8093009
44.01002	154.7469301
44.50962	154.3745289
45.00921	154.2777508
45.50881	153.9742249
46.0084	153.9807903
46.508	152.2990881
47.00759	152.9602432
47.50719	152.3810942
48.00678	152.5598784
48.50638	151.0159878
49.00598	151.8839514
49.50557	151.683769
48.98875	94.16662614
48.48915	93.98778116
47.98956	93.91234043
47.47273	93.79738602
46.99037	93.38237082
47.52442	93.26103343
48.00678	93.40048632
47.48996	93.25112462
46.99037	86.00893617
46.49077	80.38620061
45.99118	79.89726444
45.49158	79.51167173
44.99199	79.1950152
45.50881	78.68978723
44.99199	75.88735562
44.49239	72.056231
43.9928	71.18826748
43.4932	67.66729483
42.99361	67.24723404
42.49401	64.10522796
41.99441	60.99768997
41.49482	55.78839514
40.99523	55.36835258
40.49563	51.95070517
39.99604	51.80629787
39.49644	51.45514286
40.01326	51.43226748
39.49644	49.28447416
38.99684	46.86601824
38.49725	46.27369605
37.99765	43.78632219
37.49806	43.43517933
36.99846	40.3276231
36.49887	38.39153799
35.99927	36.66217629
35.49968	34.58825532
34.98286	32.54381763
34.48326	30.02198784
33.98366	28.87835866
33.48407	27.04562918
32.98448	25.3162614
32.48488	21.6918541
31.98529	18.99774468
31.48569	18.64657751
30.98609	17.22730091
30.4865	15.4290152
29.9869	13.69963526
29.47008	10.79380547
28.98771	10.03415198
28.48812	7.374474164
27.98852	7.126668693
27.48893	4.535911246
26.98933	2.220789666
26.48974	1.731786626
25.99014	-1.341351368
25.49055	-2.002631003
24.97372	-2.427702128
24.49136	-2.98063465
25.00818	-3.382484498
24.49136	-3.84201155
23.99176	-6.088231003
23.49217	-6.439422492
22.97535	-6.795586626
22.49298	-11.06967781
21.99338	-11.69651064
21.49379	-12.25442553
20.99419	-13.88046201
20.4946	-16.29896049
19.995	-16.47787842
19.49541	-18.6896535
18.99581	-19.21312462
18.49622	-21.80389666
17.99662	-22.05173252
17.49702	-23.88449848
16.99743	-24.64914894
16.48061	-26.5213617
15.99824	-28.7626079
15.49865	-31.04330091
14.99905	-32.66934347
14.49946	-33.05499696
13.99986	-34.71548936
13.48304	-35.24395137
12.96622	-37.80526444
12.48385	-38.56495441
11.98425	-40.81118541
11.48466	-41.78258359
10.98506	-42.13379331
10.48547	-44.65567173
9.985872	-46.24725836
9.486278	-46.70182979
8.969455	-47.05801216
8.487087	-50.12620061
7.987493	-50.47741033
7.487897	-53.48166565
6.988302	-54.72870517
6.488707	-56.25139818
5.989111	-57.73961094
5.489516	-60.05475988
4.989922	-60.44043161
4.490326	-62.27319149
3.990731	-62.62443769
3.491136	-62.87227964
2.991541	-65.84206687
2.491946	-66.26218845
1.975123	-66.5150152
1.492756	-68.54954407
0.9931607	-70.00334347
0.4935656	-70.56121581
-0.006029591	-73.8756231
-0.5056247	-74.39908815
-1.00522	-76.40413374
-1.504815	-77.37556231
-2.00441	-77.79568389
-2.504005	-79.80072948
-3.003601	-79.66954407
-3.503196	-82.32930091
-4.00279	-83.61075988
-4.502386	-85.2712462
-5.001981	-85.79477204
-5.518804	-87.32243161
-6.001172	-88.35775076
-6.500767	-88.81234043
-7.000361	-90.19720365
-7.517184	-92.06942249
-8.016778	-92.17945289
-8.516373	-92.35835866
-9.015969	-95.22480243
-9.515564	-95.12808511
-10.01516	-97.23647416
-10.51475	-97.55325228
-11.01435	-100.4541033
-11.51394	-100.6330699
-12.01354	-101.7767173
-12.51313	-102.1624316
-13.01273	-104.6842553
-13.51232	-104.4153191
-14.01192	-106.0068693
-14.52874	-107.1555015
-15.01111	-107.2605471
-15.51071	-109.7479635
-16.0103	-111.1672948
-16.5099	-111.2428571
-17.00949	-112.6965957
-17.50909	-114.2192705
-18.00868	-115.7074772
-18.50828	-116.2654103
-19.00787	-116.4443161
-19.50747	-116.6921581
-18.99064	-116.4737994
-19.50747	-117.3812766
-20.00706	-117.6635258
-20.50666	-119.3240729
-21.00625	-119.4685106
-21.50585	-120.2331307
-22.00544	-121.4801824
-22.50504	-121.9347112
-23.02186	-122.0841945
-23.50423	-123.2917933
-24.00382	-124.4009726
-24.50342	-124.7866261
-25.00302	-125.6201824
-25.50261	-126.1780547
-26.0022	-126.494772
-26.5018	-127.0871733
-27.00139	-127.9896657
-27.50099	-127.3760486
-28.00059	-129.3121581
-28.50018	-129.9734347
-29.017	-129.6749544
-29.5166	-130.1294833
-30.03342	-129.8654711
-30.51579	-130.2116717
-31.01538	-130.2527052
-31.51498	-130.5694225
-32.01458	-130.9894833
-32.51417	-131.6507599
-33.01376	-130.864924
-33.51336	-132.0085714
-34.03018	-131.089848
-34.51255	-131.8150152
-35.01215	-132.786383
-35.51174	-131.0702128
-36.01133	-131.4558663
-36.51093	-132.9095441
-37.01052	-132.4337994
-37.51012	-132.7849848
-38.00971	-133.1705775
-38.50931	-131.3854711
-39.0089	-131.5643161
-39.5085	-131.4675988
-40.00809	-132.4044377
-40.50769	-130.9983587
-41.00728	-131.6596353
-41.50688	-130.8737386
-42.0237	-131.9189666
-42.5233	-131.0297264
-43.00567	-131.582614
-43.50526	-131.6925228
-44.00485	-130.6999392
-44.50445	-130.6375684
-45.00404	-128.9558663
-45.50364	-127.2741641
-46.02047	-127.4924012
-46.50283	-128.2520365
-47.00243	-128.2586018
-47.50202	-128.3340426
-46.9852	-127.9779331
-47.50202	-127.0936778
-48.00161	-127.1347112
-48.50121	-127.210152
-49.00081	-127.1477812
-49.5004	-126.0862006
-48.98358	-71.80790274
-48.48399	-62.49841945
-47.98439	-59.49428571
-47.48479	-57.00695441
-46.9852	-54.24398176
-46.4856	-50.51625532
-45.98601	-46.82299088
-45.48642	-45.85168389
-44.98682	-42.60631611
-44.48722	-38.80968389
-43.98763	-36.52906991
-43.48803	-32.80134347
-42.98844	-31.10645593
-42.48885	-29.79058967
-41.98925	-26.88977508
-41.48965	-25.71171429
-40.99006	-21.60496049
-40.49046	-20.39244985
-39.99087	-17.59499088
-39.49127	-17.38167173
-38.99168	-13.44718541
-38.49208	-11.02873556
-37.99249	-8.78256535
-37.49289	-6.984291793
-36.9933	-5.048206687
-36.4937	-4.180231003
-35.9941	-1.796224316
-35.49451	-0.687053495
-34.99492	0.284296657
-34.49532	2.633854711
-33.99573	3.191745897
-33.49613	5.610210334
-32.99653	5.306727052
-32.47971	8.867197568
-31.99734	9.902486322
-31.49775	12.52768997
-30.99816	12.4998541
-30.49856	14.12586626
-29.99896	16.75107599
-29.49937	17.55016413
-28.99977	18.79717325
-28.48295	21.53072948
-27.98336	22.12309422
-27.48376	23.26674164
-26.98417	26.06423708
-26.48457	26.89778723
-25.96775	29.08006687
-25.48538	29.52963526
-24.98578	31.36238906
-24.48619	33.05732523
-23.9866	34.54552584
-23.487	35.93036474
-22.98741	37.65975684
-22.48781	39.0446079
-21.98821	40.3949848
-21.48862	41.88320365
-20.9718	43.10074164
-20.48943	43.96378116
-19.98984	44.79734954
-19.49024	46.83685106
-18.99064	48.18724012
-18.49105	49.50318541
-17.99145	51.85277204
-17.49186	51.37704559
-16.99227	54.8981155
-16.49267	55.45604863
-15.99307	56.15179939
-15.49348	57.74337994
-14.99388	59.09378116
-14.49429	59.16934347
-13.99469	60.69202432
-13.4951	61.2843769
-12.97827	62.88097264
-12.49591	64.05410334
-11.99631	64.71544073
-11.49672	66.10030395
-10.99712	66.72711246
-10.49753	68.00863222
-9.997931	68.66990881
-9.498337	71.05398176
-8.998741	72.05981763
-8.499146	73.13458967
-7.999552	74.82954407
-7.499956	75.45641337
-6.983134	76.88066869
-6.483539	77.40419453
-5.983943	78.82352584
-5.484349	79.5537386
-4.984753	80.59404255
-4.485158	80.8418845
-3.985563	83.84613982
-3.485968	84.12844985
-2.986373	82.92917933
-2.486778	85.72668693
-1.987183	87.45610942
-1.487588	88.4274772
-0.9879924	88.15854103
-0.4883973	89.40553191
0.01119782	91.20389058
0.5107929	91.69294833
1.010388	90.63148936
1.509983	92.91215805
2.009578	93.19446809
2.509173	93.95914894
3.008769	95.58516717
3.508363	96.24650456
4.007959	96.63215805
4.507554	98.43051672
5.007149	97.88589666
5.506744	99.99428571
6.00634	100.9312462
6.505934	100.3521581
7.00553	102.1160486
7.505125	103.1908207
8.004721	101.9915502
8.504315	105.2024924
9.00391	106.0705775
9.503505	105.4569605
10.0031	107.4275988
10.5027	108.5712462
11.00229	108.9224924
11.50189	108.8947112
12.00148	110.4517933
12.50108	108.6668085
13.00067	111.0508815
13.50027	111.436535
14.01709	111.9305167
14.51668	113.5565957
15.01628	114.5968997
15.51587	115.2237082
16.01547	112.3017021
16.51506	114.9268693
17.01466	115.6915502
17.51426	115.4570213
18.01385	117.2897872
18.51344	118.2612158
19.01304	117.165228
19.51263	118.8257751
20.01223	119.6937994
20.51183	119.2869301
21.01142	118.8112462
21.51101	119.8170821
22.01061	119.8581763
22.5102	121.0018237
23.0098	121.6975684
23.5094	120.1536778
24.00899	121.9864438
24.50859	122.5099088
25.00818	120.8972036
25.50777	123.04
26.00737	123.9424924
26.50697	123.6734954
27.00656	123.0943465
27.50616	124.1691185
28.00575	121.5571429
28.50535	123.6310638
29.00494	124.6024316
29.50454	123.1619453
30.00413	123.3408511
30.50373	124.863465
31.00332	124.3877204
31.50292	122.1892401
32.00251	122.8505167
32.50211	121.5822492
33.0017	122.9326444
33.5013	123.1459574
34.00089	119.3969605
34.50048	114.3041945
35.00008	110.2451064
35.51691	113.4610334
36.0165	112.7440729
36.51609	113.0952584
37.01569	113.6531307
37.51529	113.4874772
38.01488	114.7344073
38.51448	113.535076
39.01407	114.299696
39.51366	115.0643161
40.01326	112.3144681
40.51286	113.1479635
41.01245	113.6024924
41.51205	103.8238298
42.01164	104.5539818
42.51123	103.4579939
43.01083	104.0848024
43.51043	104.3325228
44.01002	99.92881459
44.50962	100.4178116
45.00921	93.74006079
45.50881	86.68334347
