"Wehbe et al. 1998,Specimen A2"	
-25.14600025	-168.78433
-24.1681	-159.96541
-22.49170025	-142.32757
-21.09470025	-128.11931
-19.2786	-112.44123
-17.8816	-99.21285
-17.0434	-91.61878
-16.48459975	-87.45429
-14.66849975	-70.06142
-13.69059924	-60.99753
-12.71270051	-52.42358
-11.59509975	-41.88987
-11.03630025	-37.97035
-9.778999746	-25.23191
-8.5217	-13.22838
-7.543799746	-4.16449
-6.7056	2.4497
-5.588	14.45323
-4.749800254	20.57748
-3.632200254	31.8461
-2.794	38.95023
-2.374900076	43.11472
-2.095499898	46.78927
-1.9558	46.5443
-1.397	53.64843
-0.6985	59.77268
-0.4191	63.20226
-0.2794	63.6922
-0.1397	65.16202
0	65.16202
0.2794	62.95729
0.1397	62.95729
0.2794	62.95729
0.9779	75.69573
1.816100076	83.77974
2.514599975	91.37381
3.3528	98.23297
4.3307	108.27674
5.0292	115.1359
5.867400254	122.24003
6.7056	129.8341
7.543799746	136.20332
7.962899746	139.6329
8.801100254	147.47194
9.778999746	155.80092
10.7569	162.90505
11.73480025	170.49912
12.71270051	177.84822
13.97000025	187.64702
15.08759949	196.22097
15.78610051	199.65055
16.20520025	204.54995
17.18310051	210.6742
17.60220051	213.61384
18.16099924	217.04342
18.71979975	221.45288
19.6977	229.29192
21.23439924	240.0706
22.07260051	244.97
22.63139924	247.90964
23.19019975	251.33922
23.749	256.23862
24.44749949	260.64808
25.28569924	266.52736
25.8445	270.44688
26.2636	272.40664
27.1018	279.02083
28.21939746	286.6149
29.337	292.98412
30.1752	299.59831
30.8737	303.27286
31.2928	305.47759
31.9913	310.13202
32.8295	315.52136
33.52799746	319.44088
34.5059	326.30004
35.4838	331.68938
36.0426	335.6089
36.74109746	339.77339
37.57929746	344.91776
38.4175	349.32722
39.116	352.7568
39.8145	356.18638
40.6527	361.57572
41.3512	364.02542
41.7703	365.98518
42.1894	367.94494
42.8879	371.86446
43.7261	374.31416
44.2849	376.27392
44.704	377.2538
45.26279746	378.72362
45.5422	379.7035
45.8216	380.19344
46.7995	383.62302
47.2186	383.86799
47.6377	383.62302
47.9171	384.11296
48.0568	384.11296
48.3362	384.11296
48.4759	384.6029
48.895	385.58278
48.895	384.6029
49.0347	384.6029
49.1744	385.09284
49.31409746	384.11296
49.31409746	384.11296
49.5935	385.58278
49.73319746	385.09284
50.0126	386.31769
50.292	388.03248
50.57139746	387.29757
50.57139746	370.88458
50.57139746	370.88458
50.57139746	370.88458
51.1302	377.74374
51.5493	382.39817
52.10810254	386.56266
52.66689746	388.03248
53.08599746	389.01236
53.6448	390.97212
53.78450254	390.48218
54.0639	391.46206
54.483	392.19697
54.76239746	392.93188
55.04180254	392.93188
55.46090254	393.91176
55.88	393.91176
56.01969746	394.64667
56.43879746	395.38158
57.27699746	398.81116
58.11520254	398.32122
58.53430254	397.83128
58.95340254	397.34134
59.2328	396.8514
59.37250254	396.36146
59.51219746	396.11649
59.79160254	395.38158
59.79160254	395.87152
60.071	397.34134
60.62980254	398.32122
60.76949746	396.36146
60.76949746	395.87152
61.04890254	396.11649
61.18859746	396.11649
61.18859746	394.89164
61.3283	378.72362
61.3283	378.72362
61.3283	378.72362
61.46800254	378.72362
61.18859746	375.29404
60.21070254	363.04554
59.51219746	353.49171
58.25489746	337.81363
56.5785	319.44088
55.60059746	309.39711
54.34329746	297.14861
52.94630254	283.67526
51.40959746	267.99718
50.0126	255.01377
48.895	245.94988
48.1965	239.09072
47.498	232.7215
47.2186	230.51677
46.6598	226.35228
46.10099746	219.49312
43.8658	199.89552
41.91	183.48253
40.0939	168.04942
38.5572	154.82104
37.2999	146.00212
37.0205	144.28733
36.8808	142.81751
35.7632	133.01871
34.0868	121.26015
32.68979746	110.72644
31.85159746	103.86728
30.5943	95.04836
28.9179	83.77974
28.21939746	78.63537
27.80029746	76.43064
26.4033	67.12178
25.5651	61.2425
23.88870051	50.46382
22.63139924	42.62478
21.9329	39.44017
21.37409949	35.76562
19.97709949	26.9467
18.71979975	21.06742
17.74189949	15.18814
16.62430025	9.30886
15.92579924	5.87928
14.52880076	-2.4497
13.4112	-7.10413
12.573	-11.75856
11.73480025	-15.92305
11.03630025	-19.35263
10.47749975	-20.57748
9.499600254	-27.19167
8.381999492	-33.31592
7.543799746	-37.23544
7.124699746	-39.44017
6.7056	-41.39993
5.4483	-49.23897
4.8895	-51.68867
4.3307	-55.11825
3.632200254	-58.7928
3.2131	-61.2425
2.6543	-64.67208
1.816100076	-70.30639
1.2573	-73.73597
0.9779	-74.96082
0.8382	-74.96082
0.6985	-75.69573
0.4191	-78.14543
0.4191	-77.41052
0.4191	-76.92058
0.2794	-77.16555
0.2794	-72.75609
0.2794	-72.75609
0.2794	-72.75609
0.2794	-72.75609
0.1397	-75.20579
-0.4191	-82.79986
-0.9779	-87.94423
-1.6764	-93.82351
-2.514599975	-99.70279
-3.0734	-105.09213
-3.9116	-111.95129
-5.0292	-120.28027
-6.1468	-129.09919
-6.845299746	-135.46841
-7.4041	-138.89799
-8.661399746	-148.94176
-9.499600254	-155.80092
-10.33780025	-161.92517
-11.176	-167.06954
-12.01419975	-173.43876
-12.573	-176.86834
-13.4112	-182.25768
-13.97000025	-186.1772
-14.94790051	-193.5263
-15.6464	-197.20085
-16.20520025	-201.85528
-16.90369975	-206.75468
-17.74189949	-211.65408
-18.58009924	-217.77833
-19.55799949	-223.16767
-19.97709949	-225.86234
-20.53589975	-230.02683
-21.09470025	-233.21144
-21.79319949	-238.60078
-22.91080025	-245.21497
-23.46960051	-249.13449
-24.1681	-253.54395
-25.14600025	-259.6682
-26.4033	-266.77233
-27.2415	-272.65161
-27.94	-276.32616
-28.4988	-279.2658
-28.7782	-280.73562
-29.7561	-288.57466
-30.734	-293.964
-31.5722	-298.8634
-32.4104	-303.7628
-33.10889746	-308.17226
-33.9471	-313.5616
-34.3662	-314.78645
-35.9029	-324.58525
-36.8808	-330.21956
-37.4396	-332.91423
-37.99840254	-335.11896
-38.5572	-339.28345
-38.9763	-340.26333
-40.2336	-348.34734
-41.4909	-353.98165
-42.1894	-355.69644
-42.8879	-358.14614
-43.1673	-358.88105
-44.1452	-363.29051
-44.84369746	-364.76033
-45.26279746	-365.25027
-45.8216	-366.23015
-46.10099746	-367.69997
-46.6598	-368.92482
-47.0789	-369.65973
-47.6377	-370.88458
-48.4759	-373.82422
-49.1744	-374.06919
-49.4538	-373.57925
-49.73319746	-373.57925
-50.0126	-374.31416
-50.15229746	-373.82422
-50.4317	-373.33428
-50.7111	-374.55913
-50.85080254	-374.8041
-50.99049746	-355.2065
-51.1302	-355.45147
-51.1302	-355.45147
-50.99049746	-355.2065
-51.1302	-357.16626
-51.26990254	-359.86093
-51.68900254	-362.80057
-52.10810254	-367.94494
-52.3875	-370.14967
-52.94630254	-373.82422
-53.6448	-376.76386
-54.34329746	-378.72362
-54.76239746	-378.96859
-55.04180254	-379.7035
-55.60059746	-380.68338
-55.88	-381.66326
-56.1594	-380.68338
-56.43879746	-382.1532
-56.7182	-381.90823
-56.85789746	-382.1532
-56.9976	-381.90823
-57.27699746	-382.1532
-57.5564	-383.13308
-57.69609746	-383.13308
-57.9755	-383.13308
-57.9755	-382.64314
-58.25489746	-383.37805
-58.3946	-384.6029
-58.8137	-384.6029
-58.95340254	-384.11296
-59.09309746	-384.6029
-59.51219746	-385.33781
-59.6519	-384.84787
-59.79160254	-384.35793
-59.79160254	-383.62302
-59.93129746	-383.86799
-60.071	-384.11296
-60.071	-383.62302
-60.21070254	-383.62302
-60.35039746	-384.35793
-60.35039746	-383.86799
-60.4901	-383.86799
-60.62980254	-384.11296
-60.62980254	-383.62302
-60.76949746	-383.13308
-60.62980254	-382.64314
-60.76949746	-381.90823
-60.76949746	-367.94494
-60.76949746	-367.94494
-60.76949746	-367.94494
-60.76949746	-367.94494
-60.35039746	-362.80057
-59.79160254	-355.2065
-59.09309746	-346.63255
-58.25489746	-337.07872
-57.1373	-324.34028
-56.1594	-313.07166
-55.46090254	-305.23262
-54.34329746	-293.47406
-53.36540254	-281.96047
-52.52720254	-273.63149
-51.68900254	-265.79245
-50.7111	-255.99365
-49.8729	-248.39958
-49.1744	-241.54042
-48.6156	-234.68126
-47.9171	-228.31204
-47.3583	-224.14755
-46.2407	-213.36887
-45.1231	-202.83516
-43.8658	-191.81151
-42.46879746	-178.09319
-41.3512	-169.0293
-40.2336	-159.96541
-39.8145	-156.29086
-38.6969	-146.982
-37.4396	-136.20332
-36.1823	-126.15955
-35.2044	-118.07554
-34.3662	-111.21638
-33.3883	-104.11225
-32.68979746	-99.94776
-32.5501	-98.72291
-32.131	-95.5383
-31.7119	-92.84363
-30.8737	-85.49453
-30.1752	-81.33004
-29.7561	-78.14543
-29.4767	-75.9407
-29.1973	-74.47088
-29.05760254	-72.26615
-28.4988	-68.83657
-28.0797	-65.16202
-27.6606	-62.71232
-27.1018	-59.77268
-26.8224	-57.07801
-25.7048	-48.74903
-25.28569924	-46.5443
-24.44749949	-40.90999
-23.32990025	-33.07095
-22.49170025	-28.66149
-21.65350051	-23.27215
-21.23439924	-22.0473
-20.53589975	-16.65796
-19.83740051	-13.47335
-19.13889949	-8.32898
-18.16099924	-3.42958
-17.4625	0
-16.90369975	2.93964
-16.62430025	5.14437
-16.20520025	6.36922
-15.50669949	11.26862
-14.66849975	15.18814
-13.55090051	21.80233
-12.15390025	29.15143
-11.176	34.78574
-10.47749975	36.50053
-9.778999746	41.6449
-8.9408	45.80939
-7.8232	51.93364
-6.2865	60.26262
-5.1689	66.1419
-4.0513	73.00106
-2.6543	81.81998
-1.2573	90.14896
-0.5588	93.57854
0.6985	103.86728
1.9558	111.21638
3.0734	119.54536
5.1689	133.01871
6.985000254	144.04236
8.102600254	150.90152
9.6393	160.45535
10.7569	166.5796
12.2936	174.66361
12.9921	177.84822
13.97000025	184.21744
14.94790051	188.6269
15.6464	193.28133
16.48459975	196.95588
17.32279949	201.61031
18.02130025	205.52983
18.71979975	209.20438
19.41830051	213.1239
20.25650025	217.04342
20.67560025	218.0233
20.95499975	220.473
21.79319949	224.39252
22.63139924	228.80198
23.32990025	232.23156
23.88870051	235.1712
24.72690025	239.09072
25.28569924	242.03036
26.1239	246.43982
26.9621	250.60431
27.94	255.25874
29.05760254	260.64808
30.3149	267.0173
31.2928	270.93682
32.4104	276.08119
32.9692	279.02083
34.5059	286.12496
35.7632	291.02436
36.74109746	295.43382
37.4396	298.37346
38.1381	300.82316
39.3954	308.17226
40.513	312.09178
41.21149746	314.54148
42.1894	319.68585
43.5864	324.83022
44.4246	328.2598
45.4025	331.68938
46.6598	337.07872
47.498	340.01836
49.8729	350.3071
50.99049746	353.24674
51.9684	356.18638
52.8066	359.12602
53.6448	361.57572
54.62270254	365.0053
55.60059746	368.43488
56.43879746	370.14967
56.9976	371.37452
57.4167	372.3544
57.8358	373.33428
58.11520254	373.33428
58.53430254	374.31416
58.67399746	374.31416
59.51219746	378.23368
60.071	378.72362
60.21070254	377.74374
60.071	375.29404
59.6519	368.92482
60.071	374.8041
60.21070254	375.29404
60.62980254	378.72362
61.04890254	380.19344
61.46800254	362.5556
61.46800254	362.5556
61.46800254	362.5556
61.18859746	357.16626
60.071	344.91776
59.37250254	335.11896
58.25489746	321.40064
56.43879746	302.29298
55.3212	291.02436
54.34329746	281.22556
53.36540254	271.18179
52.10810254	260.15814
50.7111	247.90964
49.73319746	239.58066
48.895	230.76174
47.498	219.49312
46.52009746	210.6742
45.26279746	198.4257
43.4467	183.48253
41.91	170.98906
40.2336	156.7808
38.4175	143.06248
37.16019746	132.77374
36.0426	124.68973
35.4838	121.01518
35.2044	120.77021
34.6456	114.64596
33.52799746	105.82704
32.4104	97.988
31.5722	91.86375
30.5943	85.24956
29.05760254	75.20579
27.5209	64.42711
26.1239	56.3431
25.5651	53.15849
24.58719975	46.5443
23.19019975	37.23544
20.67560025	23.51712
18.30069975	10.04377
15.78610051	-1.95976
14.10969924	-11.02365
12.2936	-18.86269
11.45540025	-22.53724
10.0584	-29.88634
8.661399746	-36.7455
7.4041	-41.15496
6.2865	-48.01412
4.8895	-55.60819
2.9337	-65.65196
0.9779	-76.92058
0.5588	-77.90046
-1.2573	-90.6389
-2.514599975	-98.72291
-3.7719	-107.29686
-6.007099746	-122.485
-7.962899746	-135.22344
-9.220200254	-142.57254
-10.47749975	-150.90152
-12.2936	-160.94529
-13.97000025	-170.25415
-14.94790051	-176.3784
-16.62430025	-185.68726
-18.85950025	-197.93576
-20.1168	-203.81504
-21.37409949	-210.6742
-23.60929949	-222.67773
-25.7048	-233.45641
-27.80029746	-243.74515
-29.6164	-251.33922
-31.0134	-258.44335
-32.4104	-264.81257
-33.6677	-271.18179
-35.2044	-278.53089
-37.16019746	-287.34981
-37.99840254	-289.30957
-38.8366	-293.47406
-39.8145	-298.12849
-41.0718	-304.49771
-41.91	-306.70244
-42.8879	-311.84681
-44.5643	-319.44088
-46.52009746	-327.52489
-48.895	-337.32369
-50.57139746	-342.46806
-51.5493	-346.14261
-52.52720254	-349.32722
-53.08599746	-351.28698
-53.78450254	-353.49171
-54.76239746	-357.6562
-55.60059746	-360.35087
-56.43879746	-362.80057
-56.85789746	-362.31063
-57.27699746	-365.25027
-58.25489746	-368.18991
-59.09309746	-370.39464
-59.51219746	-370.14967
-59.93129746	-371.86446
-60.21070254	-370.63961
-60.35039746	-371.12955
-60.9092	-355.69644
-60.9092	-355.94141
-61.04890254	-355.69644
-60.9092	-355.69644
-60.76949746	-353.49171
-60.21070254	-345.4077
-59.37250254	-336.09884
-58.67399746	-327.52489
-57.8358	-319.44088
-57.1373	-311.84681
-56.2991	-301.3131
-55.04180254	-287.83975
-53.92419746	-276.08119
-52.52720254	-262.60784
-51.5493	-253.78892
-50.292	-241.29545
-49.1744	-230.51677
-48.1965	-220.96294
-46.9392	-210.18426
-45.5422	-196.46594
-43.7261	-180.54289
-42.3291	-170.00918
-40.79239746	-155.55595
-38.9763	-140.12284
-37.99840254	-132.03883
-36.32199746	-119.54536
-34.3662	-103.86728
-32.4104	-89.90399
-31.0134	-79.86022
-29.7561	-69.81645
-28.21939746	-59.77268
-27.5209	-56.3431
-26.2636	-45.80939
-24.1681	-31.8461
-21.79319949	-18.86269
-20.1168	-9.30886
-18.71979975	-1.22485
-16.90369975	8.57395
-15.2273	17.63784
-14.24939975	21.80233
-13.69059924	25.47688
-11.8745	34.2958
-11.176	36.50053
-10.89659975	38.21532
-9.499600254	46.05436
-8.102600254	52.91352
-7.4041	55.85316
-6.1468	62.95729
-5.1689	67.85669
-4.6101	69.81645
-3.7719	75.69573
-2.9337	80.8401
-1.9558	85.24956
-1.6764	87.69926
-1.397	87.69926
-0.8382	92.10872
-0.4191	94.55842
0	97.00812
0	96.51818
0.4191	93.57854
0.4191	93.57854
0.2794	93.57854
0.6985	97.49806
1.1176	103.86728
2.2352	111.70632
3.4925	120.52524
4.749800254	128.60925
5.867400254	134.7335
7.124699746	142.0826
8.381999492	149.4317
9.220200254	152.86128
10.0584	158.74056
10.61719949	161.92517
12.01419975	169.51924
13.13180051	174.90858
13.83029975	178.33816
14.8082	183.7275
15.6464	187.64702
16.76399924	194.01624
18.16099924	200.63043
19.2786	205.28486
20.1168	210.42923
20.67560025	211.65408
21.79319949	217.77833
22.352	220.473
23.32990025	225.3724
24.1681	229.29192
25.00629975	232.7215
25.7048	235.1712
26.1239	237.6209
26.9621	242.03036
27.6606	244.97
28.63849746	249.13449
29.7561	254.7688
30.5943	257.2185
31.4325	262.60784
32.68979746	267.0173
33.52799746	270.93682
34.5059	274.85634
35.7632	281.22556
36.8808	285.14508
37.4396	288.08472
38.5572	292.73915
39.6748	296.4137
40.6527	301.80304
41.4909	304.74268
42.3291	307.68232
43.0276	310.62196
43.5864	313.5616
45.1231	319.44088
46.10099746	323.3604
46.9392	326.78998
48.0568	329.72962
48.7553	333.64914
49.5935	336.09884
50.4317	339.03848
50.99049746	340.75327
51.68900254	343.69291
52.24779746	345.65267
52.94630254	347.61243
53.6448	349.81716
54.0639	351.28698
54.34329746	351.28698
55.46090254	357.6562
56.43879746	360.1059
57.27699746	362.5556
57.9755	364.51536
58.3946	364.76033
58.95340254	368.18991
59.79160254	370.39464
60.4901	372.10943
60.9092	372.3544
61.3283	373.33428
61.60769746	373.33428
61.88710254	374.8041
62.02679746	373.82422
62.72530254	377.74374
63.0047	377.74374
63.4238	379.21356
63.98260254	380.19344
64.12229746	379.21356
64.262	380.19344
64.8208	382.64314
65.37959746	383.13308
65.659	382.88811
65.9384	384.11296
66.4972	385.09284
66.9163	386.07272
67.3354	387.0526
67.89420254	388.03248
68.31330254	389.01236
68.87209746	389.01236
69.0118	388.03248
69.4309	390.48218
70.2691	391.46206
70.40880254	389.5023
70.40880254	388.03248
70.40880254	386.80763
70.54849746	387.54254
70.6882	388.52242
70.82790254	388.52242
70.82790254	387.54254
70.96759746	387.0526
71.1073	374.8041
71.1073	374.8041
71.24700254	374.31416
71.1073	374.55913
71.1073	374.8041
71.38669746	378.23368
71.66610254	383.37805
72.3646	386.80763
72.64399746	389.01236
73.2028	390.48218
73.48219746	390.97212
74.041	392.93188
74.4601	393.66679
74.8792	394.4017
75.438	395.38158
75.71739746	395.38158
76.2762	396.36146
76.41590254	395.38158
76.83500254	395.87152
77.1144	396.11649
77.39379746	395.62655
77.39379746	396.36146
77.81289746	396.8514
78.09230254	397.09637
78.51140254	397.58631
78.7908	397.83128
79.07019746	398.07625
79.34960254	398.81116
80.18780254	400.28098
80.4672	399.54607
80.60690254	397.83128
80.74659746	397.34134
80.74659746	395.87152
80.8863	395.87152
80.8863	395.87152
81.02600254	395.87152
81.02600254	395.38158
81.16569746	395.87152
81.3054	395.62655
81.44510254	396.11649
81.58479746	396.36146
81.58479746	395.62655
81.7245	381.17332
81.7245	380.92835
81.8642	380.92835
81.58479746	379.21356
81.16569746	372.84434
79.90839746	357.90117
78.65109746	341.97812
77.81289746	331.93435
76.41590254	318.95094
74.73949746	303.27286
73.3425	290.04448
71.5264	274.12143
69.57060254	255.74868
68.1736	243.99012
67.19569746	235.66114
65.659	223.90258
64.54139746	214.10378
63.56350254	205.28486
62.02679746	193.28133
60.071	177.11331
58.11520254	162.66008
56.43879746	150.41158
54.9021	140.12284
53.6448	130.56901
52.66689746	124.9347
51.68900254	117.5856
50.292	108.27674
48.7553	98.72291
46.9392	87.45429
44.84369746	73.98094
43.1673	65.16202
42.04969746	58.7928
40.9321	52.42358
40.0939	48.50406
38.9763	42.37981
37.99840254	37.97035
37.0205	33.56089
36.32199746	30.37628
35.7632	28.17155
35.2044	24.98694
34.3662	21.06742
33.2486	15.67808
32.4104	12.49347
31.2928	7.3491
29.7561	0.48994
27.6606	-8.32898
26.1239	-14.20826
24.02839949	-22.53724
22.352	-27.19167
21.79319949	-28.90646
20.95499975	-31.60113
19.6977	-37.72538
17.60220051	-45.07448
15.36700051	-52.17861
13.83029975	-57.07801
12.71270051	-60.26262
12.15390025	-61.97741
11.73480025	-62.46735
10.89659975	-67.61172
9.499600254	-72.51112
7.962899746	-77.65549
6.985000254	-80.35016
6.7056	-80.35016
5.4483	-86.71938
3.7719	-92.10872
3.3528	-93.82351
3.0734	-94.80339
1.9558	-100.4377
1.5367	-101.41758
1.397	-101.17261
0.9779	-103.86728
0.6985	-104.60219
0.5588	-104.60219
0.5588	-105.3371
0.4191	-104.84716
0.4191	-105.3371
0.2794	-100.4377
0.2794	-100.19273
0.1397	-101.90752
-0.2794	-107.7868
-1.1176	-113.42111
-2.2352	-120.77021
-3.4925	-128.36428
-5.0292	-137.1832
-6.426199746	-144.5323
-7.683500254	-150.90152
-8.661399746	-156.53583
-10.0584	-163.15002
-11.03630025	-168.78433
-12.43329975	-175.88846
-14.24939975	-185.19732
-15.50669949	-189.60678
-16.48459975	-194.75115
-17.8816	-200.63043
-18.99920076	-206.26474
-20.1168	-212.14402
-21.09470025	-215.32863
-21.79319949	-219.00318
-22.63139924	-222.18779
-23.05049924	-223.65761
-24.02839949	-228.31204
-24.58719975	-231.25168
-25.4254	-233.94635
-26.1239	-237.6209
-26.6827	-239.33569
-27.1018	-241.05048
-27.80029746	-243.99012
-28.4988	-247.4197
-29.337	-251.33922
-30.0355	-253.78892
-30.734	-255.99365
-31.2928	-258.68832
-31.7119	-260.15814
-32.131	-261.87293
-32.8295	-265.54748
-33.52799746	-267.75221
-34.0868	-269.95694
-34.6456	-272.40664
-35.2044	-274.61137
-35.9029	-277.79598
-36.6014	-280.24568
-37.0205	-281.96047
-37.2999	-281.96047
-37.719	-284.1652
-38.5572	-287.83975
-39.116	-290.28945
-39.8145	-293.22909
-40.513	-295.43382
-40.9321	-297.14861
-41.3512	-298.61843
-42.3291	-301.80304
-43.1673	-306.2125
-43.8658	-308.6622
-44.4246	-311.1119
-44.84369746	-311.84681
-45.5422	-314.54148
-46.3804	-318.21603
-46.9392	-320.17579
-47.498	-322.13555
-47.9171	-323.85034
-48.6156	-326.78998
-49.1744	-328.74974
-49.4538	-327.76986
-49.8729	-331.19944
-50.85080254	-334.87399
-52.66689746	-341.24321
-53.78450254	-346.63255
-54.9021	-349.08225
-55.18149746	-348.34734
-56.2991	-354.22662
-57.5564	-357.6562
-58.11520254	-357.6562
-58.8137	-360.84081
-59.37250254	-362.06566
-60.62980254	-365.0053
-60.76949746	-364.51536
-61.04890254	-365.74021
-61.60769746	-367.455
-62.02679746	-367.94494
-62.30620254	-369.16979
-62.5856	-368.43488
-63.4238	-371.86446
-63.98260254	-373.33428
-64.4017	-373.82422
-64.96049746	-376.02895
-65.79869746	-377.98871
-66.3575	-377.98871
-66.4972	-377.49877
-67.19569746	-379.7035
-67.61479746	-380.68338
-68.1736	-380.43841
-68.1736	-379.7035
-68.45299746	-379.7035
-68.45299746	-378.72362
-68.73240254	-379.94847
-68.87209746	-379.21356
-68.87209746	-378.23368
-69.0118	-363.78045
-69.0118	-363.78045
-68.87209746	-363.78045
-69.4309	-369.65973
-70.12939746	-376.02895
-70.54849746	-378.72362
-71.1073	-381.41829
-71.80579746	-383.86799
-72.50430254	-385.58278
-73.2028	-386.56266
-74.041	-389.5023
-74.8792	-389.99224
-75.8571	-391.952
-76.13649746	-389.25733
-76.97469746	-392.44194
-77.5335	-391.70703
-77.81289746	-391.21709
-78.23199746	-392.19697
-78.7908	-393.42182
-79.34960254	-392.68691
-79.76870254	-394.4017
-80.18780254	-392.93188
-80.60690254	-393.17685
-80.74659746	-391.952
-80.74659746	-390.48218
-80.8863	-390.23721
-81.16569746	-371.61949
-81.16569746	-371.61949
-81.02600254	-371.61949
-80.8863	-368.67985
-80.32749746	-362.06566
-79.629	-355.69644
-78.93050254	-347.61243
-78.09230254	-338.30357
-76.97469746	-326.54501
-75.71739746	-312.82669
-74.4601	-300.57819
-73.48219746	-291.26933
-71.80579746	-275.59125
-70.6882	-264.07766
-69.85	-256.72856
-68.73240254	-247.17473
-67.3354	-235.41617
-66.3575	-227.08719
-65.9384	-222.9227
-64.54139746	-211.40911
-63.70319746	-204.54995
-62.86499746	-196.95588
-61.60769746	-186.91211
-60.21070254	-174.66361
-58.95340254	-165.10978
-58.11520254	-158.98553
-57.1373	-151.14649
-55.60059746	-139.38793
-53.6448	-124.68973
-51.9684	-113.17614
-50.85080254	-106.31698
-50.292	-101.17261
-49.5935	-97.25309
-48.6156	-90.6389
-48.0568	-88.1892
-47.6377	-84.51465
-46.7995	-79.12531
-46.10099746	-74.47088
-44.9834	-67.36675
-43.8658	-59.77268
-43.0276	-54.87328
-42.1894	-49.97388
-41.4909	-47.27921
-40.2336	-40.17508
-39.116	-33.07095
-37.4396	-24.497
-36.1823	-19.10766
-35.0647	-13.47335
-34.3662	-10.77868
-33.9471	-9.06389
-33.3883	-5.87928
-32.131	0
-31.2928	3.91952
-30.1752	8.08401
-29.337	11.75856
-28.9179	11.75856
-28.0797	17.1479
-26.543	23.76209
-25.28569924	28.41652
-24.02839949	33.31592
-22.77109975	37.72538
-21.9329	39.68514
-21.23439924	42.37981
-20.81529924	44.58454
-19.83740051	48.50406
-18.99920076	51.4437
-17.8816	54.62831
-17.32279949	57.32298
-16.06549975	61.73244
-14.94790051	64.91705
-13.83029975	69.08154
-12.2936	75.45076
-10.7569	79.86022
-9.359899746	84.75962
-8.102600254	88.67914
-7.264400254	92.10872
-6.2865	95.5383
-5.588	98.72291
-4.6101	102.39746
-2.9337	109.25662
-1.397	117.09566
1.397	130.81398
5.7277	151.63643
6.985000254	154.57607
8.9408	164.61984
10.19809975	169.0293
12.15390025	178.09319
13.69059924	184.95235
15.92579924	193.5263
17.4625	199.16061
18.44040025	201.36534
19.41830051	205.7748
21.37409949	214.59372
22.49170025	218.0233
23.749	223.65761
25.14600025	228.06707
26.2636	231.74162
27.2415	235.1712
28.63849746	240.80551
29.337	241.78539
31.2928	249.8694
32.4104	254.03389
33.6677	257.70844
34.6456	260.64808
35.7632	265.79245
37.16019746	269.467
37.99840254	272.89658
38.9763	275.83622
39.6748	277.06107
40.6527	281.7155
42.04969746	286.36993
43.5864	291.75927
45.68189746	298.8634
47.9171	305.96753
50.0126	311.84681
51.5493	315.52136
52.3875	316.99118
53.6448	320.66573
54.62270254	324.58525
55.88	328.2598
56.9976	331.19944
58.3946	335.11896
59.6519	338.0586
60.76949746	341.48818
62.02679746	344.91776
62.5856	344.91776
63.14440254	347.8574
64.12229746	349.32722
64.96049746	352.7568
65.9384	353.73668
66.4972	354.96153
67.05599746	356.18638
67.47510254	357.16626
68.03389746	359.12602
68.45299746	359.12602
69.0118	360.59584
69.71029746	362.5556
70.54849746	365.25027
71.38669746	366.96506
72.08520254	368.92482
72.7837	369.16979
73.2028	369.65973
73.6219	370.88458
74.32039746	372.84434
74.8792	374.8041
75.8571	376.02895
76.41590254	376.76386
76.83500254	376.27392
77.1144	376.76386
77.25410254	376.76386
77.5335	377.00883
77.67320254	376.27392
77.9526	377.74374
78.23199746	377.74374
78.23199746	377.2538
78.51140254	377.74374
78.65109746	378.23368
78.7908	377.98871
79.07019746	378.23368
79.2099	379.21356
79.629	380.68338
79.90839746	380.92835
80.0481	380.68338
80.18780254	379.7035
80.18780254	379.21356
80.18780254	379.7035
80.4672	380.19344
80.60690254	380.68338
80.74659746	380.68338
80.74659746	380.43841
81.02600254	380.68338
81.02600254	379.94847
81.16569746	380.19344
81.16569746	380.68338
81.3054	380.92835
81.44510254	380.19344
81.44510254	380.19344
81.44510254	379.7035
81.44510254	379.7035
81.58479746	379.7035
81.44510254	379.7035
81.58479746	379.21356
81.7245	367.94494
81.7245	367.94494
81.58479746	367.94494
81.7245	367.94494
81.3054	364.02542
81.02600254	359.61596
80.18780254	348.34734
78.3717	326.78998
75.99680254	303.02789
73.3425	279.02083
70.82790254	256.72856
68.73240254	238.84575
66.21779746	218.26827
64.12229746	200.8754
60.9092	175.15355
57.5564	150.16661
55.88	139.6329
53.78450254	124.44476
53.08599746	120.0353
52.52720254	117.09566
51.82869746	111.70632
50.85080254	105.3371
49.4538	96.76315
48.895	93.57854
47.7774	86.47441
46.9392	80.8401
45.68189746	73.00106
44.704	68.83657
43.1673	58.30286
41.0718	48.01412
39.8145	41.6449
37.99840254	32.33604
36.32199746	24.74197
34.6456	16.16802
34.0868	16.16802
32.4104	7.3491
31.1531	1.71479
29.6164	-4.65443
28.0797	-10.77868
26.8224	-15.18814
25.7048	-19.35263
23.749	-26.9467
22.91080025	-28.17155
22.49170025	-30.37628
21.65350051	-33.56089
20.67560025	-37.48041
19.6977	-40.42005
18.71979975	-44.0946
17.32279949	-48.994
15.2273	-56.83304
12.9921	-63.44723
11.8745	-66.87681
10.61719949	-70.55136
10.0584	-72.51112
8.381999492	-78.88034
6.985000254	-82.30992
6.007099746	-85.7395
4.4704	-92.10872
