"Wehbe et al. 1998,Specimen A2"	
2.9337	-97.49806
1.397	-103.86728
0.4191	-107.29686
-0.4191	-111.21638
-1.9558	-118.56548
-3.4925	-125.91458
-4.6101	-130.32404
-6.1468	-138.89799
-7.4041	-144.04236
-8.381999492	-148.69679
-10.0584	-157.02577
-11.45540025	-163.15002
-12.9921	-169.51924
-13.69059924	-172.45888
-15.2273	-178.8281
-16.48459975	-184.21744
-18.44040025	-192.05648
-20.53589975	-200.38546
-22.63139924	-207.73456
-24.1681	-214.10378
-26.2636	-221.94282
-27.1018	-223.41264
-28.63849746	-230.51677
-30.734	-237.6209
-32.68979746	-244.48006
-34.6456	-251.33922
-36.8808	-259.17826
-38.5572	-264.07766
-39.2557	-266.03742
-40.79239746	-271.9167
-42.3291	-277.30604
-44.5643	-284.65514
-46.2407	-289.79951
-47.7774	-294.94388
-49.1744	-299.35334
-51.1302	-305.72256
-53.2257	-313.07166
-55.3212	-317.72609
-56.7182	-322.87046
-57.9755	-326.78998
-59.6519	-331.68938
-61.7474	-337.56866
-62.44589746	-337.56866
-63.4238	-340.99824
-64.54139746	-344.18285
-65.9384	-348.59231
-67.47510254	-353.00177
-68.73240254	-355.2065
-69.57060254	-357.16626
-70.2691	-358.39111
-71.24700254	-361.33075
-72.50430254	-364.51536
-73.2028	-365.49524
-73.7616	-366.47512
-74.73949746	-368.92482
-75.438	-369.9047
-75.8571	-370.14967
-76.55559746	-372.10943
-77.5335	-374.8041
-77.9526	-373.82422
-78.3717	-375.29404
-78.93050254	-375.04907
-79.2099	-375.29404
-79.629	-376.27392
-79.90839746	-376.51889
-80.18780254	-376.76386
-80.32749746	-376.51889
-80.60690254	-377.00883
-80.74659746	-376.76386
-80.74659746	-375.78398
-80.8863	-375.29404
-80.8863	-374.8041
-81.02600254	-366.72009
-81.02600254	-366.47512
-81.16569746	-366.47512
-80.8863	-364.51536
-80.32749746	-357.6562
-79.629	-350.3071
-78.23199746	-336.09884
-76.2762	-314.29651
-74.32039746	-295.18885
-72.64399746	-279.02083
-71.24700254	-266.28239
-69.85	-253.54395
-67.19569746	-230.51677
-63.8429	-202.34522
-60.62980254	-176.13343
-57.5564	-152.86128
-55.46090254	-136.69326
-53.2257	-120.52524
-49.4538	-93.0886
-44.704	-62.46735
-40.2336	-37.48041
-37.8587	-25.23191
-35.2044	-11.75856
-32.5501	0
-29.7561	12.2485
-27.38119746	22.0473
-25.5651	28.41652
-22.07260051	43.11472
-18.85950025	52.66855
-16.34489924	61.2425
-14.66849975	67.12178
-12.573	74.22591
-10.61719949	80.10519
-10.33780025	79.61525
-8.9408	86.22944
-7.683500254	90.6389
-6.2865	95.5383
-5.1689	98.72291
-4.3307	101.90752
-3.632200254	105.82704
-2.374900076	110.2365
-1.5367	113.17614
-1.397	112.6862
-0.8382	116.11578
-0.2794	118.07554
-0.2794	116.60572
0	106.80692
0	106.56195
0	106.80692
0.2794	109.99153
0.9779	117.83057
1.397	122.485
1.816100076	126.40452
2.794	132.77374
3.7719	138.65302
4.8895	144.28733
5.867400254	148.69679
6.7056	152.86128
7.543799746	156.04589
8.5217	160.21038
9.499600254	165.59972
10.19809975	167.06954
10.61719949	168.53936
11.176	171.479
12.01419975	173.9287
12.573	176.62337
13.13180051	178.8281
13.55090051	180.05295
13.69059924	180.78786
14.24939975	182.74762
14.52880076	183.7275
15.08759949	187.15708
15.78610051	189.11684
16.90369975	194.01624
18.44040025	199.40558
19.55799949	204.30498
21.23439924	210.6742
22.352	213.85881
23.46960051	218.26827
24.72690025	222.43276
25.9842	226.59725
26.8224	229.53689
27.94	232.7215
29.05760254	237.13096
30.1752	240.31557
31.0134	242.03036
32.131	247.4197
33.52799746	252.07413
34.6456	255.25874
35.6235	257.70844
36.6014	260.40311
37.16019746	262.60784
38.1381	266.03742
38.8366	267.0173
40.0939	272.40664
41.0718	274.85634
42.3291	279.75574
44.0055	284.65514
45.26279746	289.0646
47.2186	295.43382
48.3362	297.88352
48.895	297.39358
50.0126	302.78292
51.26990254	306.2125
52.8066	310.62196
54.0639	314.05154
56.2991	319.93082
57.27699746	323.3604
58.11520254	324.58525
59.37250254	327.27992
59.79160254	328.2598
60.4901	331.19944
61.18859746	333.1592
62.44589746	336.58878
63.8429	340.5083
64.96049746	342.958
65.79869746	344.91776
67.19569746	349.32722
69.57060254	354.22662
70.54849746	356.67632
72.22489746	362.5556
73.2028	362.06566
73.90129746	363.04554
74.32039746	364.76033
75.0189	366.23015
75.71739746	366.96506
76.2762	368.43488
76.55559746	368.43488
77.1144	368.92482
77.5335	370.88458
78.23199746	373.33428
78.7908	372.59937
79.34960254	373.82422
79.76870254	374.31416
80.4672	377.00883
81.3054	378.47865
81.8642	378.23368
82.5627	380.68338
83.26119746	380.92835
83.82	382.1532
84.3788	383.13308
85.07729746	384.6029
85.77580254	384.6029
86.0552	384.11296
86.61400254	385.33781
86.8934	384.6029
86.8934	382.64314
87.3125	385.09284
87.45220254	384.11296
87.7316	384.6029
88.01099746	385.58278
88.29040254	385.09284
88.29040254	383.62302
88.43009746	383.13308
88.5698	383.13308
88.5698	383.62302
88.84919746	368.43488
88.84919746	368.43488
88.84919746	368.43488
88.84919746	368.43488
89.12860254	371.86446
89.408	374.8041
89.68739746	377.98871
90.10649746	380.68338
90.6653	384.6029
91.36379746	386.56266
91.9226	388.52242
92.4814	389.25733
93.17989746	390.48218
93.87840254	391.952
94.85629746	393.42182
96.11359746	396.36146
97.0915	395.87152
97.78999746	395.38158
98.3488	395.38158
99.04729746	395.87152
99.46639746	394.89164
99.7458	394.89164
100.0252	393.91176
100.7236975	396.36146
100.8634	394.4017
101.4222	395.87152
101.4222	393.91176
101.7016051	394.15673
102.1207051	372.84434
102.1207051	372.84434
102.1207051	372.84434
102.1207051	372.3544
101.0031	359.12602
99.7458	343.93788
98.3488	329.23968
97.0915	316.0113
95.97390254	306.2125
95.13570254	299.35334
93.7387	287.10484
92.7608	278.77586
92.3417	274.3664
91.6432	269.95694
91.0844	263.83269
90.2462	257.70844
89.408	249.37946
88.1507	239.58066
87.3125	233.21144
86.61400254	226.10731
85.217	215.5736
84.09939746	207.24462
83.82	205.03989
82.9818	198.4257
82.00389746	191.0766
81.02600254	183.48253
79.90839746	174.90858
79.2099	170.00918
78.23199746	162.90505
76.55559746	150.41158
74.4601	135.71338
73.06309746	126.40452
72.22489746	121.99506
71.80579746	119.30039
71.1073	114.15602
70.12939746	108.52171
69.0118	101.41758
67.89420254	94.55842
67.05599746	90.14896
66.63689746	88.1892
66.0781	85.24956
64.8208	77.16555
63.28409746	68.83657
62.02679746	62.71232
61.7474	62.22238
60.76949746	56.58807
59.6519	50.46382
56.9976	37.48041
54.62270254	27.92658
52.94630254	21.06742
51.9684	18.37275
51.40959746	16.41299
50.57139746	12.2485
48.3362	2.93964
46.3804	-3.91952
45.1231	-7.83904
44.4246	-9.06389
43.307	-15.18814
40.9321	-22.53724
38.8366	-28.66149
37.99840254	-30.86622
37.16019746	-33.56089
35.4838	-39.1952
34.0868	-43.60466
33.6677	-42.62478
32.4104	-48.01412
30.5943	-53.40346
28.7782	-58.54783
27.2415	-61.73244
26.2636	-64.18214
24.58719975	-69.57148
22.21229949	-74.96082
20.67560025	-79.12531
18.71979975	-84.02471
17.8816	-84.75962
16.76399924	-88.67914
14.94790051	-93.57854
13.13180051	-97.49806
12.01419975	-99.21285
11.73480025	-99.94776
11.176	-101.90752
9.918700254	-106.07201
8.381999492	-110.97141
7.124699746	-113.17614
5.4483	-118.56548
3.9116	-123.21991
3.3528	-123.95482
1.9558	-130.07907
-0.2794	-137.1832
-0.5588	-136.69326
-1.6764	-141.59266
-2.6543	-145.51218
-4.190999746	-152.12637
-5.867400254	-158.74056
-7.543799746	-164.37487
-8.9408	-170.25415
-10.0584	-174.41864
-11.59509975	-180.78786
-14.24939975	-190.58666
-15.6464	-194.50618
-17.32279949	-201.36534
-19.13889949	-206.99965
-20.67560025	-212.14402
-22.07260051	-217.04342
-23.46960051	-220.96294
-25.9842	-231.00671
-27.94	-235.41617
-29.337	-239.58066
-31.4325	-247.4197
-33.2486	-252.3191
-34.7853	-256.23862
-35.9029	-259.91317
-37.16019746	-264.07766
-38.2778	-265.54748
-39.116	-268.97706
-39.8145	-270.44688
-41.4909	-277.55101
-43.4467	-282.94035
-44.704	-286.12496
-46.10099746	-290.04448
-46.7995	-291.26933
-48.6156	-297.39358
-50.0126	-300.82316
-51.1302	-303.7628
-51.9684	-305.23262
-52.94630254	-308.90717
-53.92419746	-310.62196
-55.04180254	-314.78645
-56.2991	-318.461
-57.4167	-320.66573
-58.11520254	-321.64561
-59.51219746	-326.54501
-60.9092	-329.23968
-61.7474	-331.44441
-62.86499746	-334.62902
-63.70319746	-336.09884
-64.54139746	-337.81363
-65.1002	-339.03848
-65.9384	-341.97812
-67.19569746	-345.4077
-68.5927	-348.59231
-69.98970254	-351.28698
-71.1073	-353.24674
-71.80579746	-353.73668
-73.2028	-358.63608
-75.0189	-362.06566
-76.2762	-363.53548
-77.1144	-364.51536
-78.65109746	-367.94494
-79.76870254	-369.41476
-80.74659746	-370.14967
-81.8642	-371.86446
-82.42299746	-371.61949
-83.4009	-373.82422
-84.09939746	-373.82422
-84.7979	-374.31416
-85.07729746	-373.82422
-85.6361	-373.82422
-85.91549746	-374.06919
-86.4743	-375.29404
-86.8934	-375.78398
-87.45220254	-376.51889
-87.7316	-375.04907
-88.01099746	-375.78398
-88.29040254	-376.02895
-88.5698	-375.04907
-88.70950254	-375.78398
-88.9889	-375.53901
-89.12860254	-357.6562
-89.12860254	-357.6562
-89.12860254	-357.41123
-89.12860254	-357.41123
-89.408	-361.57572
-89.96680254	-365.0053
-90.38590254	-369.9047
-91.2241	-375.29404
-92.20199746	-377.2538
-92.4814	-377.00883
-93.17989746	-379.45853
-94.01809746	-380.43841
-94.85629746	-381.17332
-95.4151	-382.39817
-96.39300254	-382.64314
-96.95179746	-382.1532
-97.37089746	-382.1532
-97.78999746	-382.1532
-98.3488	-382.1532
-98.90760254	-383.13308
-99.46639746	-382.1532
-99.7458	-382.64314
-100.1649	-382.1532
-100.4443	-381.66326
-100.7236975	-381.17332
-100.8634	-380.19344
-101.0031	-379.7035
-101.1427975	-379.21356
-101.1427975	-378.72362
-101.1427975	-377.98871
-101.1427975	-377.2538
-101.2825	-377.00883
-101.4222	-377.00883
-101.4222	-355.69644
-101.4222	-355.94141
-101.5618975	-355.69644
-101.2825	-352.02189
-100.7236975	-346.63255
-100.0252	-340.01836
-99.46639746	-334.62902
-98.7679	-326.54501
-98.20909746	-321.89058
-97.9297	-318.95094
-97.23120254	-311.84681
-96.11359746	-300.33322
-95.13570254	-291.26933
-94.29750254	-283.18532
-93.7387	-277.30604
-92.4814	-267.99718
-91.0844	-255.25874
-90.10649746	-246.19485
-88.43009746	-232.7215
-87.7316	-226.59725
-86.8934	-219.49312
-85.91549746	-212.14402
-84.93759746	-203.81504
-83.82	-194.75115
-82.9818	-188.13696
-81.58479746	-178.09319
-80.18780254	-167.31451
-79.2099	-159.47547
-77.9526	-151.39146
-76.83500254	-142.57254
-75.0189	-130.07907
-73.7616	-121.99506
-72.22489746	-111.21638
-71.24700254	-106.31698
-70.40880254	-99.94776
-68.45299746	-88.67914
-67.3354	-81.81998
-66.21779746	-75.45076
-64.6811	-66.87681
-64.12229746	-63.6922
-62.86499746	-56.3431
-61.7474	-50.70879
-60.76949746	-45.56442
-60.21070254	-42.86975
-59.37250254	-38.21532
-58.3946	-33.56089
-57.69609746	-31.11119
-56.9976	-26.9467
-56.01969746	-22.53724
-54.76239746	-16.16802
-53.36540254	-10.04377
-52.24779746	-6.36922
-51.5493	-3.42958
-50.57139746	0.97988
-49.5935	4.40946
-48.895	7.59407
-48.1965	9.7988
-47.498	13.22838
-46.6598	16.65796
-45.5422	20.08754
-44.9834	22.0473
-43.8658	26.45676
-42.7482	30.13131
-41.7703	32.82598
-40.3733	38.70526
-39.2557	41.39993
-38.5572	42.62478
-37.4396	47.76915
-36.6014	49.97388
-34.2265	57.56795
-32.4104	61.2425
-30.5943	67.12178
-29.1973	70.06142
-28.21939746	73.491
-26.8224	76.43064
-25.5651	80.10519
-24.1681	83.77974
-23.19019975	85.24956
-21.5138	90.39393
-20.1168	94.06848
-17.60220051	100.4377
-15.08759949	106.31698
-12.85239949	111.70632
-10.19809975	117.5856
-8.5217	121.99506
-5.7277	130.81398
-3.0734	138.16308
-1.5367	142.0826
0.1397	147.96188
2.6543	155.55595
4.6101	160.70032
6.1468	165.59972
7.264400254	167.55948
8.661399746	173.68373
10.19809975	177.60325
11.45540025	181.2778
12.573	184.21744
13.4112	186.1772
13.97000025	187.64702
15.2273	192.30145
15.6464	193.28133
16.90369975	196.95588
18.44040025	202.10025
20.1168	206.01977
21.23439924	208.71444
22.21229949	210.6742
23.88870051	216.06354
25.14600025	218.0233
25.4254	217.04342
25.4254	215.5736
25.4254	214.59372
25.4254	214.34875
25.4254	213.85881
25.4254	213.61384
25.4254	213.1239
25.28569924	213.1239
25.4254	212.87893
25.4254	212.38899
25.4254	212.38899
25.4254	212.14402
25.4254	211.89905
25.4254	211.89905
25.4254	211.65408
25.4254	211.65408
25.4254	211.65408
25.4254	211.40911
25.4254	211.16414
25.4254	211.16414
25.4254	211.16414
25.4254	211.16414
25.4254	210.6742
25.4254	210.6742
25.4254	210.6742
25.5651	213.61384
26.2636	218.75821
27.2415	222.9227
28.21939746	225.86234
29.4767	228.80198
30.5943	232.7215
31.5722	235.66114
32.131	234.68126
33.2486	239.09072
34.3662	242.03036
35.2044	243.74515
36.32199746	246.92976
37.16019746	248.88952
38.1381	251.33922
39.3954	254.7688
40.9321	258.44335
41.63059746	258.68832
43.0276	263.34275
44.4246	266.03742
45.68189746	269.95694
48.0568	275.34628
49.8729	279.2658
51.1302	281.22556
52.52720254	284.1652
53.2257	285.63502
54.34329746	287.83975
55.18149746	288.57466
56.01969746	291.02436
56.9976	293.964
58.11520254	296.4137
59.51219746	298.37346
61.04890254	302.29298
62.44589746	305.23262
63.70319746	307.68232
65.1002	311.1119
66.0781	311.60184
67.47510254	315.52136
69.0118	318.95094
70.6882	322.38052
72.3646	324.09531
73.48219746	327.27992
74.5998	328.2598
76.2762	332.17932
77.67320254	335.11896
79.2099	336.58878
80.60690254	339.03848
82.00389746	340.5083
83.4009	342.46806
84.7979	345.4077
86.33459746	346.87752
87.7316	347.8574
89.12860254	349.81716
90.805	351.53195
91.9226	351.77692
93.17989746	352.02189
94.1578	352.7568
95.55480254	353.73668
96.81210254	354.22662
97.5106	353.24674
98.06940254	352.26686
98.3488	351.04201
98.90760254	352.26686
99.46639746	353.00177
100.0252	353.24674
100.8634	354.22662
101.0031	351.77692
101.4222	353.24674
101.8413	351.77692
101.8413	349.81716
101.9809975	348.34734
102.2604	322.38052
102.2604	322.38052
102.2604	322.13555
102.1207051	321.40064
101.1427975	309.64208
100.0252	297.88352
98.62819746	283.92023
97.5106	272.40664
96.39300254	263.58772
95.27539746	253.78892
94.5769	247.90964
93.3196	237.13096
91.36379746	222.43276
89.8271	210.6742
88.29040254	198.91564
86.75369746	187.64702
85.35670254	176.86834
84.65819746	172.94882
83.5406	163.63996
81.58479746	149.92164
79.2099	133.01871
76.83500254	117.5856
75.0189	106.31698
72.64399746	93.0886
71.24700254	84.26968
69.57060254	75.69573
68.45299746	70.06142
67.19569746	62.71232
65.659	55.36322
63.98260254	47.52418
62.44589746	40.66502
60.76949746	32.82598
59.37250254	27.68161
57.9755	21.55736
56.2991	16.16802
55.3212	11.26862
53.6448	5.38934
51.82869746	-1.46982
49.8729	-7.83904
48.1965	-13.22838
46.10099746	-20.08754
44.9834	-22.78221
43.8658	-26.45676
42.1894	-31.35616
41.0718	-33.80586
40.2336	-35.76562
39.2557	-39.1952
38.2778	-41.6449
37.16019746	-44.82951
35.7632	-48.25909
33.8074	-54.13837
31.85159746	-58.30286
30.8737	-59.52771
29.6164	-63.20226
28.63849746	-64.91705
27.6606	-67.12178
26.543	-70.55136
24.58719975	-75.20579
22.91080025	-79.12531
21.09470025	-82.30992
20.1168	-83.77974
18.99920076	-86.71938
17.60220051	-90.39393
15.36700051	-95.5383
12.9921	-99.45782
11.59509975	-101.66255
10.19809975	-104.35722
9.220200254	-107.54183
7.8232	-109.74656
6.985000254	-110.72644
6.007099746	-113.91105
4.190999746	-118.07554
2.794	-122.24003
1.397	-125.66961
0	-129.8341
-1.6764	-133.26368
-1.816100076	-133.01871
-2.794	-136.93823
-4.0513	-140.61278
-4.749800254	-141.59266
-5.4483	-144.28733
-6.845299746	-147.96188
-8.102600254	-152.12637
-10.0584	-157.27074
-11.31569975	-160.21038
-12.71270051	-165.35475
-14.24939975	-168.29439
-14.8082	-169.27427
-15.6464	-171.479
-16.48459975	-173.43876
-17.18310051	-175.39852
-18.30069975	-178.8281
-19.2786	-181.52277
-21.23439924	-187.15708
-22.63139924	-189.60678
-24.02839949	-193.5263
-25.5651	-196.95588
-26.543	-199.16061
-27.38119746	-201.12037
-28.7782	-204.79492
-29.6164	-206.75468
-30.4546	-208.46947
-31.85159746	-213.61384
-33.2486	-216.06354
-34.5059	-219.49312
-35.7632	-222.18779
-37.16019746	-226.35228
-38.5572	-229.29192
-39.6748	-232.23156
-41.63059746	-237.86587
-43.0276	-240.31557
-44.1452	-243.25521
-45.26279746	-246.43982
-47.2186	-251.82916
-48.4759	-252.80904
-49.4538	-255.74868
-51.1302	-260.40311
-52.94630254	-264.81257
-54.20360254	-267.50724
-55.3212	-268.97706
-56.01969746	-270.44688
-57.8358	-275.83622
-59.37250254	-279.51077
-61.04890254	-282.69538
-61.7474	-283.67526
-63.0047	-286.36993
-63.56350254	-286.12496
-64.54139746	-290.04448
-65.659	-291.75927
-66.3575	-293.47406
-67.89420254	-296.90364
-69.29119746	-299.84328
-70.40880254	-301.3131
-72.08520254	-305.23262
-73.90129746	-308.6622
-75.15859746	-309.39711
-76.55559746	-313.31663
-77.9526	-314.54148
-79.34960254	-316.99118
-80.32749746	-316.99118
-81.3054	-318.70597
-82.7024	-322.13555
-83.82	-322.13555
-84.65819746	-323.11543
-85.07729746	-321.89058
-85.91549746	-324.58525
-87.17279746	-326.30004
-88.29040254	-327.27992
-89.68739746	-328.74974
-90.52559746	-328.2598
-91.6432	-329.72962
-92.20199746	-328.2598
-92.7608	-329.23968
-93.7387	-330.7095
-94.85629746	-331.44441
-95.69449746	-330.95447
-96.39300254	-328.2598
-96.6724	-327.03495
-96.95179746	-326.78998
-97.78999746	-329.23968
-98.20909746	-328.01483
-98.62819746	-328.2598
-99.04729746	-328.50477
-99.88549746	-329.23968
-100.3045975	-329.23968
-100.584	-327.76986
-100.7236975	-326.54501
-101.0031	-326.54501
-101.1427975	-326.30004
-101.2825	-325.8101
-101.4222	-298.61843
-101.4222	-298.61843
-101.4222	-298.61843
-100.584	-289.79951
-99.7458	-281.22556
-98.7679	-272.40664
-97.5106	-260.64808
-96.39300254	-250.60431
-94.71660254	-235.66114
-92.9005	-219.73809
-91.2241	-206.75468
-89.26829746	-192.54642
-87.45220254	-177.35828
-85.49639746	-163.88493
-84.51849746	-156.53583
-82.42299746	-141.59266
-79.76870254	-122.72997
-77.39379746	-107.29686
-74.73949746	-91.12884
-73.3425	-83.77974
-70.54849746	-67.12178
-67.7545	-52.42358
-65.79869746	-43.60466
-64.4017	-37.23544
-63.28409746	-32.33604
-60.9092	-21.31239
-58.95340254	-12.73844
-56.7182	-4.40946
-54.62270254	3.18461
-52.94630254	8.32898
-51.1302	14.94317
-49.31409746	21.06742
-47.2186	26.9467
-45.4025	32.82598
-43.307	37.72538
-42.46879746	38.70526
-40.9321	43.11472
-39.2557	47.03424
-37.2999	51.93364
-35.4838	55.85316
-33.52799746	59.28274
-32.131	62.22238
-30.4546	66.1419
-28.21939746	70.06142
-26.1239	73.491
-24.86659924	76.18567
-23.749	77.41052
-22.77109975	79.37028
-20.95499975	83.77974
-18.99920076	88.1892
-16.20520025	93.33357
-14.10969924	97.00812
-12.15390025	100.92764
-10.47749975	104.35722
-7.8232	110.2365
-5.308599746	115.62584
-3.0734	120.52524
-0.9779	124.9347
1.1176	129.58913
1.816100076	129.34416
1.9558	128.85422
2.2352	130.07907
3.7719	135.22344
5.0292	137.42817
6.1468	140.12284
7.543799746	143.06248
9.778999746	148.45182
12.71270051	153.84116
14.8082	157.76068
17.32279949	162.66008
18.16099924	163.88493
19.6977	167.31451
20.67560025	168.53936
23.19019975	174.90858
24.72690025	177.35828
27.1018	182.74762
29.6164	188.13696
31.1531	189.36181
33.2486	194.99612
35.3441	198.91564
37.57929746	204.30498
39.116	206.26474
40.2336	208.46947
41.7703	211.65408
43.307	214.59372
44.4246	216.30851
45.8216	219.98306
47.2186	222.43276
48.6156	226.10731
50.0126	228.31204
51.9684	233.21144
53.36540254	235.1712
54.76239746	238.11084
55.60059746	238.35581
56.43879746	240.0706
56.9976	240.80551
57.9755	243.50018
58.67399746	244.48006
59.79160254	246.92976
60.4901	248.39958
61.46800254	251.09425
63.4238	254.7688
64.54139746	256.72856
66.21779746	260.64808
68.1736	263.58772
69.85	266.28239
70.6882	267.0173
71.5264	267.99718
72.7837	271.42676
74.5998	274.85634
76.13649746	277.06107
77.5335	278.77586
79.07019746	281.22556
80.0481	281.7155
81.02600254	283.43029
82.9818	286.12496
84.93759746	288.08472
86.61400254	289.55454
88.1507	290.04448
89.54770254	291.5143
90.52559746	290.04448
91.36379746	291.5143
92.20199746	291.02436
93.04019746	293.47406
94.71660254	294.45394
95.97390254	294.45394
96.95179746	293.964
97.78999746	293.47406
98.3488	292.73915
98.90760254	292.00424
99.187	291.5143
99.6061	291.02436
99.88549746	290.53442
100.3045975	290.53442
100.584	290.53442
100.7236975	289.55454
100.8634	288.81963
101.1427975	289.0646
101.2825	288.57466
101.4222	288.08472
101.4222	287.59478
101.7016051	287.59478
101.7016051	287.34981
101.7016051	286.85987
101.7016051	286.12496
101.7016051	285.39005
101.8413	285.39005
101.8413	285.14508
101.9809975	285.14508
101.8413	267.50724
101.8413	267.50724
101.8413	267.50724
101.8413	267.0173
100.7236975	255.25874
99.6061	244.48006
98.62819746	235.1712
97.23120254	221.94282
96.2533	215.32863
95.13570254	206.75468
93.7387	196.95588
92.7608	190.09672
91.6432	182.01271
90.38590254	173.9287
89.408	167.55948
87.7316	155.06601
85.49639746	140.12284
83.5406	128.36428
82.7024	123.21991
81.02600254	113.91105
79.34960254	103.13237
77.81289746	94.55842
76.2762	86.71938
74.32039746	76.18567
72.64399746	67.85669
70.82790254	59.77268
69.85	56.83304
68.31330254	48.994
66.4972	41.6449
64.262	32.82598
62.1665	25.96682
60.76949746	21.31239
59.37250254	16.65796
56.9976	8.81892
55.3212	4.40946
53.08599746	-1.95976
50.99049746	-7.3491
50.0126	-9.7988
47.9171	-14.6982
46.9392	-16.90293
45.26279746	-20.82245
43.8658	-23.51712
42.3291	-27.43664
40.9321	-29.88634
38.6969	-34.54077
36.6014	-38.21532
34.6456	-42.13484
32.4104	-45.56442
31.5722	-45.80939
30.4546	-48.74903
28.21939746	-52.91352
26.4033	-55.60819
24.02839949	-59.77268
22.63139924	-61.2425
19.97709949	-66.1419
16.90369975	-70.55136
15.2273	-72.75609
13.4112	-75.9407
11.73480025	-78.88034
9.499600254	-83.77974
6.426199746	-88.67914
4.6101	-91.37381
3.632200254	-93.0886
2.2352	-94.31345
0.4191	-98.47794
-0.8382	-100.4377
-1.816100076	-102.15249
-3.0734	-104.35722
-4.3307	-106.07201
-6.007099746	-109.50159
-8.102600254	-112.19626
-8.9408	-113.17614
-10.0584	-115.1359
-11.73480025	-117.83057
-13.83029975	-121.50512
-16.06549975	-124.68973
-18.16099924	-127.3844
-19.97709949	-130.07907
-21.09470025	-131.30392
-22.49170025	-133.99859
-23.88870051	-136.44829
-25.14600025	-138.16308
-27.1018	-142.0826
-29.05760254	-145.51218
-30.8737	-148.69679
-33.3883	-153.35122
-35.2044	-156.04589
-36.4617	-157.76068
-38.5572	-163.39499
-39.9542	-163.88493
-40.2336	-163.39499
-41.3512	-166.5796
-42.46879746	-169.76421
-44.4246	-173.9287
-46.6598	-178.58313
-47.498	-179.31804
-49.31409746	-183.7275
-51.68900254	-188.13696
-53.92419746	-192.54642
-55.60059746	-196.46594
-57.5564	-199.65055
-58.8137	-201.85528
-60.071	-204.79492
-61.46800254	-207.73456
-64.262	-214.10378
-66.4972	-217.53336
-67.7545	-219.49312
-69.4309	-222.43276
-70.40880254	-224.14755
-73.06309746	-229.04695
-74.5998	-230.51677
-76.41590254	-233.21144
-77.5335	-234.19132
-78.65109746	-234.43629
-79.48929746	-236.15108
-80.4672	-236.64102
-81.7245	-239.58066
-83.1215	-240.80551
-83.9597	-240.0706
-85.49639746	-243.50018
-87.7316	-246.19485
-89.8271	-247.17473
-90.38590254	-244.48006
-91.2241	-245.94988
-93.17989746	-250.11437
-95.69449746	-250.35934
-96.81210254	-248.39958
-98.06940254	-249.62443
-98.90760254	-245.94988
-99.6061	-246.43982
-100.1649	-245.45994
-100.4443	-244.97
-100.8634	-245.45994
-101.1427975	-243.50018
-101.4222	-223.90258
-101.4222	-223.90258
-101.4222	-223.90258
-101.4222	-223.90258
-101.1427975	-221.45288
-100.8634	-219.00318
-100.0252	-210.42923
-99.187	-203.3251
-98.06940254	-194.75115
-97.0915	-185.68726
-95.97390254	-178.33816
-94.43719746	-166.5796
-92.9005	-156.04589
-91.0844	-145.02224
-89.54770254	-134.24356
-88.01099746	-125.42464
-86.75369746	-116.60572
-85.217	-107.7868
-83.9597	-100.92764
-82.42299746	-91.12884
-80.74659746	-82.30992
-78.7908	-71.0413
-76.6953	-60.75256
-75.15859746	-53.64843
-73.48219746	-45.80939
-72.92340254	-43.60466
-71.66610254	-38.21532
-70.6882	-34.2958
-69.85	-30.86622
-68.5927	-25.47688
-67.05599746	-20.08754
-65.9384	-16.41299
-64.54139746	-11.26862
-62.86499746	-5.38934
-60.9092	0.48994
-59.09309746	5.38934
-57.8358	8.57395
-56.5785	11.75856
-55.04180254	15.67808
-53.08599746	20.57748
-50.85080254	25.23191
-48.6156	28.66149
-47.0789	31.60113
-45.9613	33.80586
-43.8658	37.23544
-42.1894	39.44017
-40.513	42.13484
-38.8366	43.84963
-37.4396	45.56442
-36.4617	47.03424
-35.6235	47.52418
-34.0868	49.72891
-31.9913	52.17861
-30.1752	53.8934
-29.337	54.38334
-28.0797	55.85316
-26.543	58.30286
-25.4254	59.03777
-24.58719975	59.28274
-23.749	60.26262
-22.07260051	62.71232
-20.53589975	63.93717
-19.2786	65.65196
-17.4625	66.63184
-15.6464	69.08154
-14.24939975	70.55136
-11.73480025	73.491
-9.499600254	75.45076
-8.102600254	76.92058
-6.565900254	79.37028
-4.190999746	82.30992
-2.2352	84.26968
-1.1176	85.24956
0.2794	87.45429
2.2352	90.6389
4.3307	93.0886
5.7277	94.06848
7.543799746	97.00812
9.918700254	99.70279
11.59509975	101.41758
12.85239949	102.8874
15.6464	107.7868
16.48459975	107.7868
17.0434	108.27674
18.16099924	110.72644
19.2786	112.6862
20.25650025	113.17614
21.23439924	114.89093
23.32990025	119.05542
25.00629975	121.50512
26.8224	124.44476
27.6606	124.44476
28.63849746	127.13943
30.0355	129.34416
31.7119	132.03883
33.52799746	135.22344
35.0647	137.67314
36.0426	139.14296
37.16019746	140.85775
38.5572	144.04236
40.0939	146.73703
41.3512	148.45182
42.6085	151.39146
44.0055	153.84116
45.5422	156.7808
47.3583	160.21038
49.5935	164.37487
51.26990254	166.5796
52.24779746	167.06954
53.2257	169.51924
53.92419746	170.74409
55.04180254	172.94882
56.9976	177.84822
59.2328	181.76774
60.76949746	184.70738
62.30620254	187.15708
64.12229746	190.58666
