Takemura and Kawashima #4																			
1011																			
0.000	1.91																		
0.349	10.18																		
0.749	30.65																		
1.448	46.44																		
1.797	55.18																		
2.346	64.40																		
2.845	70.99																		
3.345	76.85																		
3.894	85.96																		
4.443	90.74																		
4.842	98.05																		
5.341	103.67																		
8.137	131.32																		
8.187	127.50																		
9.036	135.51																		
9.235	135.51																		
9.585	135.99																		
10.184	137.31																		
10.333	136.35																		
11.032	140.42																		
11.532	141.98																		
12.430	137.67																		
12.680	137.67																		
12.979	144.49																		
13.478	145.69																		
14.028	146.17																		
14.776	149.76																		
15.076	145.45																		
15.625	151.67																		
16.524	152.51																		
16.673	148.92																		
17.222	151.32																		
17.772	152.40																		
18.470	151.80																		
18.470	149.88																		
19.369	153.83																		
19.868	151.80																		
20.317	152.40																		
20.966	156.22																		
21.166	156.22																		
21.665	155.02																		
22.564	155.98																		
22.714	157.06																		
23.412	156.70																		
24.311	155.74																		
24.860	153.35																		
24.860	150.59																		
25.409	155.14																		
25.709	151.67																		
25.709	151.67																		
25.958	152.75																		
26.308	150.84																		
26.957	155.50																		
27.306	151.80																		
28.205	154.91																		
28.255	154.43																		
28.954	154.31																		
29.103	150.24																		
29.802	153.71																		
30.501	149.39																		
30.701	150.72																		
31.450	153.71																		
32.148	154.19																		
32.148	150.12																		
32.847	155.14																		
33.396	153.23																		
33.746	152.15																		
34.395	153.94																		
34.595	151.07																		
35.194	153.71																		
35.493	151.20																		
36.042	150.72																		
36.541	152.27																		
37.190	152.75																		
37.640	153.23																		
38.189	153.23																		
38.538	152.63																		
39.137	153.35																		
39.636	153.23																		
40.285	153.94																		
40.685	151.43																		
41.184	153.11																		
41.633	150.59																		
42.282	140.78																		
42.981	151.43																		
44.179	153.59																		
44.429	153.59																		
45.078	153.11																		
45.827	153.59																		
46.176	151.32																		
47.274	153.35																		
47.823	152.99																		
48.522	153.23																		
48.672	141.85																		
49.620	150.36																		
49.920	151.32																		
50.469	153.59																		
51.168	153.59																		
51.717	151.80																		
51.867	151.55																		
52.516	153.71																		
52.915	153.71																		
53.514	152.27																		
54.213	152.99																		
54.363	151.07																		
54.712	143.78																		
55.311	147.25																		
56.360	152.99																		
57.757	152.87																		
58.307	151.07																		
59.355	151.80																		
60.253	149.88																		
60.803	139.11																		
61.452	147.25																		
62.100	151.20																		
63.099	151.43																		
64.547	152.75																		
65.445	152.27																		
66.743	151.80																		
67.392	140.18																		
68.440	150.95																		
69.539	151.32																		
70.287	150.47																		
71.685	151.80																		
72.384	149.64																		
73.233	147.73																		
74.331	149.39																		
75.379	150.36																		
76.278	149.88																		
77.326	149.76																		
78.075	148.08																		
79.273	147.85																		
79.373	147.85																		
80.221	149.16																		
80.870	149.16																		
81.819	148.92																		
82.867	148.68																		
83.716	147.60																		
84.764	143.41																		
85.663	148.33																		
86.561	147.73																		
87.809	149.52																		
88.209	149.52																		
89.457	149.04																		
90.505	144.97																		
91.603	148.68																		
92.302	148.68																		
93.500	149.28																		
94.199	149.52																		
95.397	149.88																		
96.396	143.41																		
97.244	148.68																		
98.292	149.28																		
99.191	149.52																		
100.090	149.88																		
101.437	143.41																		
99.990	110.74																		
97.943	77.93																		
96.346	61.53																		
95.397	50.28																		
94.598	39.75																		
92.801	23.22																		
92.052	21.19																		
90.655	4.07																		
90.006	4.07																		
89.257	-0.60																		
88.458	-11.13																		
87.310	-19.03																		
86.412	-25.13																		
85.313	-30.28																		
84.265	-30.76																		
83.516	-37.95																		
82.518	-41.30																		
81.619	-42.86																		
80.721	-43.22																		
79.772	-45.85																		
78.924	-47.41																		
78.075	-48.48																		
76.977	-50.64																		
75.878	-52.67																		
74.630	-54.47																		
73.582	-56.39																		
72.484	-58.30																		
71.835	-58.30																		
71.136	-59.25																		
70.038	-59.25																		
69.339	-56.51																		
68.241	-58.42																		
67.392	-58.90																		
66.394	-60.10																		
65.395	-60.81																		
64.347	-60.81																		
63.498	-61.41																		
62.600	-62.13																		
61.501	-62.37																		
60.253	-62.72																		
59.355	-60.81																		
58.307	-62.85																		
57.208	-63.57																		
56.310	-64.88																		
55.261	-65.60																		
54.213	-66.56																		
53.115	-66.80																		
52.266	-67.75																		
51.168	-68.00																		
50.469	-68.00																		
49.421	-68.83																		
48.572	-70.27																		
47.624	-70.39																		
46.376	-70.87																		
45.128	-71.47																		
44.079	-71.23																		
43.181	-72.42																		
42.083	-72.30																		
41.084	-72.78																		
39.936	-73.27																		
39.087	-73.27																		
37.989	-73.86																		
36.991	-73.98																		
36.092	-74.22																		
35.144	-75.30																		
34.095	-74.70																		
33.247	-74.94																		
32.348	-74.46																		
31.250	-74.70																		
30.202	-74.81																		
29.503	-74.81																		
28.404	-75.18																		
27.356	-74.94																		
26.308	-75.06																		
25.459	-74.70																		
24.561	-74.94																		
23.462	-74.46																		
22.414	-74.81																		
21.316	-72.54																		
20.268	-73.75																		
19.219	-73.75																		
18.121	-74.70																		
