"Wehbe et al. 1998,Specimen B2"	
-20.95499975	-230.51677
-22.49170025	-238.60078
-24.02839949	-246.68479
-25.7048	-255.50371
-27.2415	-262.1179
-28.4988	-268.97706
-30.1752	-277.55101
-31.2928	-282.45041
-32.5501	-288.57466
-33.3883	-292.24921
-34.7853	-299.10837
-36.0426	-304.74268
-37.4396	-311.35687
-38.4175	-315.27639
-39.2557	-318.95094
-40.0939	-322.87046
-41.0718	-326.78998
-42.04969746	-330.7095
-43.1673	-336.34381
-44.5643	-342.46806
-46.10099746	-347.61243
-47.0789	-352.02189
-47.9171	-354.47159
-48.7553	-357.90117
-50.0126	-363.29051
-50.7111	-365.25027
-52.10810254	-370.88458
-52.52720254	-370.88458
-53.78450254	-377.98871
-55.18149746	-381.90823
-56.2991	-385.82775
-57.69609746	-390.48218
-58.8137	-392.93188
-59.51219746	-395.38158
-59.93129746	-395.87152
-60.9092	-399.05613
-61.7474	-401.7508
-62.86499746	-404.44547
-63.14440254	-403.22062
-63.28409746	-401.7508
-63.28409746	-384.84787
-62.5856	-376.51889
-62.1665	-372.59937
-61.3283	-362.80057
-60.62980254	-354.71656
-59.37250254	-342.22309
-57.69609746	-323.85034
-55.88	-305.96753
-54.9021	-296.4137
-53.78450254	-286.12496
-52.94630254	-276.57113
-51.5493	-264.07766
-50.292	-252.56407
-49.0347	-241.05048
-47.498	-227.08719
-45.8216	-213.61384
-44.2849	-198.67067
-42.6085	-185.93223
-41.4909	-175.64349
-39.8145	-161.6802
-37.99840254	-146.49206
-36.6014	-136.69326
-34.925	-123.21991
-33.9471	-114.89093
-32.8295	-108.76668
-31.2928	-96.27321
-29.8958	-85.98447
-27.94	-72.02118
-25.9842	-59.03777
-24.1681	-47.52418
-22.49170025	-36.50053
-18.85950025	-14.94317
-17.18310051	-5.87928
-13.13180051	15.67808
-9.220200254	34.2958
-4.6101	56.58807
-2.374900076	66.1419
2.514599975	92.59866
5.308599746	110.48147
7.683500254	124.9347
9.918700254	138.65302
12.43329975	153.84116
15.50669949	170.00918
16.76399924	177.35828
20.1168	195.48606
22.07260051	206.26474
25.00629975	219.98306
26.2636	226.84222
27.6606	233.94635
29.05760254	240.80551
30.734	247.90964
31.9913	253.05401
33.52799746	260.64808
35.3441	269.95694
37.57929746	279.51077
39.9542	289.0646
41.21149746	294.45394
42.3291	298.8634
43.5864	302.29298
45.5422	312.09178
46.9392	316.99118
48.6156	323.60537
49.5935	326.78998
50.7111	330.7095
51.68900254	334.62902
52.8066	338.54854
53.92419746	342.71303
55.04180254	346.38758
56.01969746	350.3071
57.1373	354.22662
58.53430254	359.12602
59.79160254	363.04554
61.04890254	366.47512
62.44589746	371.12955
63.28409746	372.84434
64.12229746	376.27392
65.37959746	379.94847
66.21779746	382.88811
67.19569746	383.86799
68.03389746	386.07272
68.5927	388.03248
69.29119746	389.99224
70.40880254	393.17685
71.5264	395.13661
72.22489746	396.60643
72.7837	397.58631
73.48219746	399.3011
73.90129746	399.3011
74.73949746	401.7508
75.2983	401.99577
75.57769746	401.7508
75.99680254	402.97565
76.41590254	403.22062
76.83500254	403.71056
77.1144	403.71056
77.25410254	402.48571
77.5335	402.73068
77.67320254	401.99577
77.5335	401.26086
77.67320254	401.01589
77.67320254	389.99224
77.81289746	389.99224
77.81289746	389.99224
77.81289746	389.99224
77.81289746	390.97212
78.09230254	394.64667
78.65109746	400.28098
79.629	405.67032
80.74659746	409.34487
81.8642	412.28451
82.5627	411.05966
82.84209746	411.30463
83.4009	413.01942
83.82	413.26439
84.3788	413.9993
84.7979	414.24427
85.35670254	415.46912
85.6361	414.48924
85.6361	413.01942
85.77580254	412.52948
85.91549746	413.50936
86.19490254	414.73421
86.33459746	414.24427
86.33459746	413.26439
86.33459746	412.28451
86.4743	412.52948
86.61400254	412.77445
86.61400254	412.28451
86.61400254	412.03954
86.8934	413.50936
86.8934	412.52948
87.03310254	412.77445
87.3125	413.26439
87.3125	413.01942
87.3125	412.03954
87.59189746	397.09637
87.59189746	396.8514
87.45220254	394.89164
86.75369746	387.78751
86.33459746	380.92835
84.51849746	359.12602
82.84209746	339.52842
82.00389746	333.89411
81.7245	330.21956
80.60690254	320.9107
79.34960254	308.6622
77.39379746	292.00424
75.8571	278.28592
75.2983	273.38652
74.1807	262.85281
72.08520254	245.21497
69.85	226.35228
67.61479746	208.2245
65.5193	193.03636
63.70319746	176.62337
61.60769746	161.92517
59.2328	144.28733
57.4167	131.79386
55.88	120.52524
53.50509746	104.84716
51.82869746	96.02824
49.31409746	78.3904
47.3583	66.38687
45.1231	54.13837
42.46879746	40.17508
39.5351	25.47688
37.57929746	17.63784
34.6456	4.16449
31.5722	-8.57395
29.337	-17.63784
25.9842	-29.64137
23.46960051	-39.1952
20.81529924	-48.25909
18.71979975	-55.60819
12.71270051	-76.18567
11.03630025	-79.37028
8.9408	-88.92411
5.4483	-102.64243
4.0513	-107.7868
-0.9779	-135.71338
-3.3528	-147.22697
-6.2865	-162.66008
-7.8232	-170.25415
-9.6393	-181.03283
-11.8745	-191.56654
-13.13180051	-197.44582
-16.34489924	-213.85881
-18.02130025	-221.45288
-19.55799949	-228.80198
-21.09470025	-235.66114
-21.9329	-239.33569
-23.32990025	-245.94988
-24.86659924	-254.27886
-26.4033	-259.17826
-28.21939746	-268.48712
-30.4546	-278.53089
-31.4325	-281.96047
-32.68979746	-287.83975
-34.3662	-294.94388
-35.9029	-302.04801
-37.4396	-307.68232
-39.116	-314.05154
-40.3733	-319.44088
-42.04969746	-325.56513
-43.1673	-329.48465
-43.8658	-331.68938
-44.84369746	-336.09884
-45.68189746	-338.30357
-46.6598	-342.71303
-48.0568	-347.8574
-49.31409746	-352.02189
-50.57139746	-357.6562
-51.26990254	-357.6562
-52.94630254	-365.0053
-54.76239746	-371.37452
-55.7403	-373.82422
-57.1373	-378.23368
-57.9755	-378.96859
-58.67399746	-381.90823
-59.6519	-385.33781
-60.4901	-387.29757
-61.60769746	-392.19697
-63.28409746	-396.11649
-64.4017	-397.34134
-64.54139746	-395.87152
-65.1002	-399.05613
-65.79869746	-400.77092
-66.4972	-401.99577
-66.9163	-402.97565
-67.89420254	-405.42535
-68.31330254	-405.18038
-68.45299746	-403.71056
-68.73240254	-404.44547
-69.15150254	-405.91529
-69.29119746	-404.93541
-69.4309	-405.18038
-69.57060254	-405.18038
-69.71029746	-404.69044
-69.57060254	-403.71056
-69.85	-392.93188
-70.40880254	-398.81116
-70.82790254	-402.48571
-71.5264	-406.6502
-72.50430254	-411.30463
-73.06309746	-411.05966
-73.90129746	-413.9993
-74.5998	-415.22415
-75.2983	-416.449
-75.8571	-417.18391
-76.55559746	-418.40876
-77.25410254	-419.38864
-77.9526	-419.63361
-78.3717	-420.36852
-79.2099	-422.08331
-79.90839746	-423.55313
-80.60690254	-423.7981
-81.16569746	-424.04307
-81.58479746	-423.06319
-82.2833	-425.02295
-82.7024	-425.26792
-82.9818	-424.28804
-83.4009	-425.26792
-83.68029746	-424.53301
-83.68029746	-423.30816
-84.23909746	-405.67032
-84.23909746	-405.67032
-84.09939746	-405.67032
-84.23909746	-405.67032
-83.82	-401.7508
-83.1215	-394.64667
-81.8642	-381.17332
-80.60690254	-368.18991
-79.629	-358.14614
-78.3717	-345.65267
-77.1144	-332.91423
-76.13649746	-325.32016
-75.0189	-313.5616
-74.041	-306.2125
-72.50430254	-292.00424
-71.1073	-279.75574
-69.85	-268.48712
-68.87209746	-260.40311
-68.03389746	-253.78892
-66.63689746	-242.27533
-65.1002	-228.55701
-63.4238	-215.08366
-62.02679746	-204.54995
-60.4901	-192.30145
-58.25489746	-175.15355
-56.2991	-159.72044
-54.9021	-149.4317
-53.6448	-140.36781
-51.82869746	-128.11931
-50.7111	-120.52524
-49.1744	-109.99153
-47.2186	-96.51818
-45.9613	-89.41405
-43.5864	-73.98094
-41.4909	-61.97741
-39.8145	-53.15849
-39.3954	-50.46382
-37.8587	-41.88987
-36.74109746	-35.76562
-35.9029	-31.8461
-34.925	-26.70173
-34.2265	-24.00706
-34.0868	-24.497
-33.6677	-22.0473
-33.2486	-21.31239
-32.68979746	-18.12778
-32.27069746	-15.43311
-31.5722	-12.00353
-31.2928	-12.2485
-31.1531	-11.02365
-30.8737	-10.28874
-30.4546	-7.59407
-30.3149	-7.83904
-30.0355	-6.12425
-29.8958	-6.85916
-27.1018	-4.65443
-26.8224	0.24497
-26.4033	4.8994
-25.8445	8.81892
-25.4254	12.98341
-24.72690025	15.18814
-24.1681	19.5976
-23.32990025	23.02718
-22.21229949	27.92658
-21.09470025	31.35616
-20.25650025	34.05083
-19.55799949	38.70526
-18.44040025	41.6449
-17.32279949	46.29933
-16.62430025	47.52418
-15.50669949	52.91352
-14.10969924	57.81292
-12.15390025	64.18214
-10.47749975	70.06142
-9.220200254	73.73597
-7.683500254	79.86022
-6.007099746	84.75962
-4.749800254	89.16908
-2.9337	95.5383
-1.5367	100.92764
1.816100076	113.66608
3.632200254	122.24003
4.8895	127.13943
6.565900254	136.20332
8.381999492	145.26721
9.778999746	152.61631
11.03630025	157.51571
12.2936	163.15002
12.71270051	164.86481
13.69059924	170.00918
14.52880076	174.90858
15.36700051	178.33816
16.20520025	182.25768
16.90369975	183.7275
17.32279949	185.19732
17.8816	188.13696
18.16099924	189.36181
18.44040025	191.32157
18.99920076	193.77127
19.41830051	195.48606
19.97709949	198.4257
20.67560025	201.61031
21.23439924	203.57007
21.65350051	205.7748
22.07260051	207.24462
22.91080025	211.40911
23.749	215.5736
24.44749949	218.0233
25.00629975	220.22803
25.8445	224.39252
26.9621	229.78186
28.0797	234.19132
28.9179	236.15108
29.1973	237.37593
30.0355	241.05048
30.8737	245.21497
31.7119	247.17473
32.27069746	250.11437
33.10889746	253.78892
33.8074	255.74868
34.3662	257.95341
34.7853	258.93329
35.4838	262.85281
36.4617	266.28239
37.719	271.9167
38.8366	275.34628
39.5351	278.04095
40.6527	282.20544
41.63059746	284.90011
42.8879	290.53442
44.2849	294.94388
45.1231	297.39358
46.2407	302.04801
47.6377	307.19238
48.7553	310.62196
49.73319746	312.82669
50.4317	315.03142
51.26990254	317.48112
51.9684	319.93082
53.08599746	324.09531
54.483	328.01483
55.18149746	329.48465
55.60059746	330.21956
56.01969746	331.19944
56.5785	334.13908
57.9755	339.03848
59.09309746	341.73315
60.35039746	346.38758
61.60769746	349.57219
62.1665	350.3071
62.72530254	351.53195
63.8429	355.69644
65.1002	358.39111
66.0781	361.08578
66.9163	363.53548
67.7545	365.0053
68.5927	367.69997
69.4309	370.39464
70.40880254	373.33428
71.66610254	375.78398
73.2028	380.43841
74.1807	381.90823
75.438	385.58278
76.2762	386.07272
77.1144	388.76739
77.81289746	389.99224
79.07019746	392.93188
80.0481	395.38158
81.16569746	397.09637
82.00389746	399.05613
82.5627	398.56619
83.1215	400.03601
83.68029746	401.99577
84.23909746	401.50583
84.93759746	404.2005
85.49639746	404.44547
86.0552	405.18038
86.33459746	404.69044
86.75369746	406.16026
87.17279746	405.67032
87.17279746	404.44547
87.45220254	388.52242
87.45220254	388.52242
87.59189746	388.52242
87.3125	386.56266
86.75369746	379.7035
85.91549746	370.63961
84.93759746	358.63608
83.9597	345.65267
82.7024	332.91423
80.8863	315.76633
79.48929746	305.23262
78.09230254	291.5143
77.5335	286.36993
77.1144	283.18532
76.13649746	273.63149
74.1807	257.2185
72.50430254	244.48006
71.80579746	237.86587
69.98970254	223.41264
68.5927	212.14402
67.05599746	199.89552
65.79869746	189.85175
64.6811	181.2778
63.98260254	176.3784
63.28409746	170.98906
62.30620254	163.88493
61.04890254	154.08613
59.93129746	145.51218
59.09309746	139.6329
57.69609746	130.81398
56.9976	125.17967
55.88	117.09566
54.34329746	107.54183
52.52720254	96.02824
51.5493	89.65902
50.57139746	83.77974
49.5935	77.41052
47.498	65.40699
45.68189746	54.87328
43.5864	43.60466
42.3291	37.72538
40.6527	29.3964
38.5572	19.10766
36.74109746	11.51359
35.7632	7.59407
34.2265	0.24497
32.4104	-6.12425
31.0134	-12.2485
29.4767	-17.63784
27.94	-24.00706
25.9842	-30.86622
24.02839949	-37.72538
22.77109975	-41.15496
21.9329	-44.33957
20.53589975	-49.97388
18.99920076	-54.87328
16.90369975	-61.2425
16.20520025	-62.22238
14.38910025	-69.57148
13.13180051	-72.75609
11.59509975	-78.3904
10.19809975	-82.55489
8.5217	-89.16908
6.985000254	-93.57854
5.4483	-100.92764
4.190999746	-104.84716
1.816100076	-115.1359
0.4191	-121.50512
-0.8382	-126.40452
-1.9558	-132.77374
-3.632200254	-141.10272
-5.4483	-149.4317
-6.985000254	-157.27074
-7.962899746	-159.96541
-9.080499746	-166.5796
-11.03630025	-175.15355
-12.15390025	-179.56301
-13.83029975	-187.89199
-16.06549975	-197.93576
-17.74189949	-204.54995
-19.41830051	-211.16414
-20.1168	-214.10378
-22.352	-224.88246
-24.1681	-232.23156
-25.4254	-236.64102
-26.9621	-243.50018
-28.21939746	-248.39958
-29.1973	-252.80904
-30.3149	-256.23862
-30.4546	-256.23862
-31.85159746	-264.07766
-33.3883	-269.71197
-34.7853	-275.83622
-36.4617	-281.22556
-37.8587	-286.6149
-39.116	-291.5143
-39.9542	-293.964
-40.6527	-296.4137
-41.7703	-300.82316
-42.6085	-304.00777
-42.8879	-304.25274
-43.7261	-308.17226
-44.2849	-309.88705
-45.4025	-314.05154
-46.52009746	-317.48112
-47.498	-321.64561
-48.895	-325.56513
-50.0126	-330.21956
-50.99049746	-332.17932
-51.9684	-336.58878
-53.6448	-341.97812
-54.9021	-344.91776
-55.7403	-348.34734
-57.4167	-353.98165
-59.2328	-359.37099
-60.35039746	-361.82069
-61.7474	-366.72009
-63.4238	-371.12955
-64.6811	-374.06919
-65.79869746	-377.2538
-66.4972	-377.49877
-68.03389746	-383.13308
-68.87209746	-384.84787
-69.85	-387.29757
-70.96759746	-389.99224
-71.38669746	-389.5023
-72.22489746	-391.952
-73.06309746	-394.4017
-73.48219746	-394.89164
-74.041	-396.36146
-74.73949746	-398.07625
-75.8571	-400.77092
-76.55559746	-401.50583
-77.1144	-403.22062
-77.67320254	-404.2005
-78.09230254	-404.2005
-78.51140254	-404.2005
-78.93050254	-405.67032
-79.629	-408.36499
-80.32749746	-409.0999
-80.74659746	-409.34487
-81.3054	-410.32475
-81.7245	-411.5496
-82.2833	-412.77445
-82.84209746	-413.01942
-83.1215	-413.01942
-83.5406	-413.26439
-83.82	-412.52948
-83.82	-411.5496
-83.82	-411.05966
-84.09939746	-397.34134
-83.5406	-391.21709
-82.84209746	-384.6029
-81.7245	-372.10943
-80.32749746	-358.14614
-78.09230254	-335.6089
-76.2762	-319.44088
-74.73949746	-305.47759
-72.92340254	-289.79951
-71.1073	-274.12143
-69.71029746	-262.60784
-67.7545	-245.94988
-65.79869746	-230.2718
-63.8429	-213.61384
-61.7474	-197.69079
-59.79160254	-182.01271
-57.9755	-169.0293
-56.5785	-158.49559
-55.7403	-152.12637
-54.34329746	-143.06248
-53.08599746	-133.75362
-51.68900254	-123.46488
-49.5935	-109.01165
-47.7774	-97.49806
-45.8216	-84.51465
-43.7261	-71.53124
-41.63059746	-58.54783
-38.6969	-43.11472
-36.1823	-28.41652
-33.52799746	-16.90293
-31.9913	-8.81892
-29.8958	0.48994
-27.5209	10.28874
-25.28569924	19.10766
-24.02839949	23.76209
-22.77109975	28.90646
-20.95499975	35.76562
-18.85950025	43.60466
-17.74189949	46.78927
-15.92579924	52.91352
-14.66849975	57.07801
-13.69059924	60.50759
-12.15390025	65.89693
-10.47749975	71.0413
-9.080499746	75.45076
-7.8232	79.37028
-5.867400254	85.24956
-4.3307	90.88387
-2.095499898	99.94776
0	106.07201
1.6764	112.93117
3.0734	118.56548
4.3307	123.70985
6.426199746	133.50865
8.5217	143.55242
10.33780025	150.90152
11.8745	158.49559
13.27149949	164.37487
14.52880076	170.98906
15.92579924	176.3784
17.0434	181.2778
18.85950025	189.36181
20.67560025	196.95588
21.79319949	201.61031
22.91080025	205.28486
24.1681	211.65408
25.8445	218.26827
26.8224	221.45288
28.21939746	227.8221
29.8958	234.19132
31.1531	239.09072
32.131	241.78539
32.9692	245.45994
34.3662	251.09425
36.4617	258.68832
37.719	263.58772
39.2557	268.73209
40.513	273.38652
41.63059746	276.8161
43.307	282.69538
44.9834	288.81963
46.7995	294.94388
48.1965	298.37346
49.73319746	304.25274
50.99049746	307.43735
52.24779746	311.60184
53.78450254	316.74621
55.46090254	321.64561
56.5785	325.07519
57.9755	328.99471
59.37250254	332.91423
60.62980254	337.07872
61.88710254	339.03848
63.28409746	343.93788
64.6811	348.10237
66.3575	353.00177
67.7545	356.43135
69.29119746	360.35087
70.2691	362.5556
71.5264	365.25027
72.64399746	368.92482
73.6219	371.12955
74.73949746	373.33428
75.438	374.8041
76.13649746	376.02895
77.5335	380.68338
78.7908	383.86799
80.0481	386.80763
81.58479746	390.72715
82.84209746	392.93188
84.09939746	395.38158
85.07729746	397.34134
86.33459746	400.03601
87.3125	400.77092
88.01099746	401.7508
88.43009746	401.99577
88.9889	403.22062
89.408	403.22062
89.8271	404.69044
90.6653	406.6502
91.2241	407.38511
92.0623	409.58984
92.62109746	409.58984
93.17989746	410.07978
93.59899746	410.56972
94.29750254	412.77445
94.85629746	412.03954
95.13570254	411.79457
95.4151	412.03954
95.8342	412.77445
96.39300254	414.24427
96.6724	413.9993
97.23120254	414.48924
97.37089746	413.26439
97.65030254	413.50936
97.9297	413.9993
97.9297	413.50936
98.06940254	412.52948
98.06940254	399.79104
98.48850254	403.95553
98.90760254	408.60996
99.88549746	413.50936
100.4443	414.48924
101.0031	416.93894
101.9809975	418.16379
102.4000975	418.65373
102.9589051	420.12355
103.7971051	421.83834
104.4955949	421.59337
104.9146949	420.85846
105.4735051	422.08331
105.8926025	422.81822
106.4514	423.7981
107.1499025	424.28804
107.5690025	424.28804
107.8483949	424.53301
107.9881025	423.06319
108.2674949	422.81822
108.2674949	422.57325
108.4072025	422.32828
108.5469	421.83834
108.5469	422.08331
108.8263025	406.6502
108.8263025	406.6502
108.6865949	406.6502
108.2674949	400.77092
107.8483949	395.38158
107.2896	388.52242
106.7308025	382.1532
105.7528949	370.88458
105.0544051	363.29051
104.0764949	353.24674
102.9589051	344.42782
102.4000975	338.79351
101.7016051	332.17932
99.46639746	313.5616
97.37089746	296.90364
95.8342	282.69538
94.1578	270.69185
93.17989746	262.1179
91.78289746	250.35934
90.6653	241.54042
89.54770254	233.70138
88.29040254	222.9227
86.8934	212.14402
85.35670254	200.8754
83.82	188.6269
82.42299746	178.8281
81.3054	171.23403
80.8863	168.04942
80.32749746	164.61984
79.90839746	161.6802
79.48929746	158.25062
78.93050254	154.82104
77.67320254	146.24709
75.438	130.81398
73.6219	118.81045
71.80579746	108.27674
70.40880254	99.45782
68.5927	89.90399
67.7545	84.51465
66.0781	74.96082
64.96049746	70.06142
64.262	66.1419
62.44589746	56.58807
61.04890254	50.46382
59.93129746	46.05436
58.53430254	38.70526
56.9976	31.8461
55.60059746	25.96682
53.92419746	19.10766
52.8066	15.43311
51.82869746	10.77868
50.292	5.14437
48.6156	-1.22485
46.2407	-9.30886
44.9834	-12.2485
43.4467	-18.61772
41.3512	-25.23191
39.2557	-30.37628
37.99840254	-35.27568
35.4838	-42.37981
33.9471	-46.5443
32.5501	-49.97388
31.2928	-54.13837
29.05760254	-59.28274
27.6606	-63.20226
25.5651	-68.5916
24.44749949	-70.79633
22.352	-76.92058
20.67560025	-80.35016
18.44040025	-86.22944
16.20520025	-91.12884
14.52880076	-95.78327
12.2936	-100.68267
10.89659975	-106.07201
9.080499746	-110.97141
6.007099746	-117.83057
5.1689	-121.99506
4.4704	-123.70985
3.4925	-127.87434
1.9558	-133.75362
0.4191	-140.12284
-0.8382	-145.02224
-1.6764	-145.75715
-3.3528	-154.57607
-4.0513	-156.7808
-5.867400254	-165.59972
-6.7056	-168.04942
-8.9408	-177.84822
-10.61719949	-183.48253
-11.8745	-189.11684
-13.13180051	-194.26121
-14.24939975	-197.44582
-14.52880076	-197.93576
-15.78610051	-204.30498
-17.4625	-210.6742
-18.71979975	-215.08366
-19.2786	-217.04342
-19.55799949	-217.04342
-20.67560025	-222.9227
-21.9329	-227.57713
-23.32990025	-233.21144
-24.1681	-235.1712
-25.4254	-241.05048
-26.8224	-245.70491
-28.0797	-250.35934
-29.4767	-255.99365
-30.5943	-259.6682
-31.7119	-263.09778
-32.27069746	-264.81257
-33.10889746	-267.99718
-34.0868	-272.40664
-35.2044	-275.34628
-36.1823	-279.2658
-37.4396	-283.67526
-38.4175	-286.36993
-39.2557	-289.79951
-40.6527	-294.94388
-42.04969746	-299.35334
-42.7482	-300.33322
-44.0055	-305.96753
-45.4025	-309.88705
-46.9392	-314.78645
-47.9171	-316.99118
-49.0347	-321.40064
-50.292	-325.32016
-51.1302	-327.27992
-51.9684	-329.72962
-52.24779746	-328.99471
-52.66689746	-329.48465
-53.50509746	-334.13908
-54.34329746	-336.09884
-55.04180254	-338.0586
-56.01969746	-341.48818
-56.9976	-344.42782
-58.11520254	-347.8574
-59.37250254	-351.04201
-60.4901	-353.73668
-61.46800254	-356.18638
-62.44589746	-358.63608
-62.86499746	-359.86093
-63.70319746	-362.5556
-64.8208	-364.51536
-65.9384	-368.92482
-67.19569746	-370.88458
-68.03389746	-373.82422
-69.4309	-377.2538
-70.6882	-380.19344
-72.22489746	-383.37805
-73.6219	-387.54254
-75.0189	-389.99224
-75.99680254	-392.44194
-77.39379746	-395.87152
-78.93050254	-398.32122
-79.48929746	-397.34134
-80.18780254	-400.03601
-80.8863	-401.50583
-82.00389746	-404.93541
-83.4009	-407.14014
-83.9597	-405.91529
-84.51849746	-408.12002
-85.49639746	-410.07978
-86.19490254	-411.05966
-86.8934	-412.03954
-87.45220254	-413.01942
-88.1507	-413.75433
-88.70950254	-414.48924
-89.54770254	-416.449
-90.10649746	-416.93894
-90.94469746	-418.65373
-91.5035	-416.93894
-92.0623	-418.40876
-92.3417	-418.40876
-92.4814	-416.20403
-92.62109746	-415.46912
-92.7608	-402.73068
-92.9005	-403.95553
-93.17989746	-407.87505
-93.7387	-412.52948
-94.29750254	-415.22415
-94.71660254	-417.67385
-95.8342	-420.36852
-96.2533	-421.59337
-96.95179746	-423.30816
-97.23120254	-422.32828
-97.65030254	-423.30816
-98.06940254	-424.53301
-98.48850254	-424.53301
-99.187	-426.2478
-99.88549746	-427.22768
-100.584	-428.20756
-101.1427975	-428.20756
-101.7016051	-428.45253
-102.1207051	-428.94247
-102.4000975	-428.6975
-102.6795	-428.6975
-102.8191975	-427.71762
-103.0986	-428.45253
-103.2382975	-428.94247
-103.6573975	-430.16732
-104.0764949	-430.65726
-104.4955949	-430.90223
-104.6353051	-430.16732
-104.9146949	-429.92235
-105.0544051	-429.92235
-105.3337949	-429.67738
-105.3337949	-410.32475
-104.775	-403.71056
-103.2382975	-387.54254
-100.584	-361.08578
-98.90760254	-345.89764
-97.65030254	-334.38405
-96.11359746	-320.9107
-94.29750254	-304.74268
-91.9226	-285.63502
-91.0844	-279.2658
-90.10649746	-270.93682
-89.12860254	-264.07766
-88.01099746	-254.7688
-86.33459746	-241.05048
-84.3788	-225.12743
-80.60690254	-196.95588
-78.09230254	-179.80798
-76.2762	-167.06954
-74.5998	-155.31098
-72.7837	-143.79739
-71.38669746	-133.50865
-68.5927	-116.60572
-67.3354	-109.01165
-66.4972	-103.62231
-65.1002	-95.5383
-63.70319746	-87.45429
-62.30620254	-79.86022
-61.3283	-74.71585
-60.071	-66.87681
-58.3946	-58.05789
-56.7182	-49.72891
-55.46090254	-44.0946
-53.78450254	-35.76562
-51.82869746	-26.9467
-50.15229746	-18.86269
-49.0347	-15.18814
-47.2186	-7.59407
-45.5422	-0.73491
-43.1673	8.32898
-41.21149746	14.6982
-39.8145	18.86269
-37.57929746	27.43664
-35.7632	33.31592
-33.9471	38.70526
-32.8295	41.88987
-31.1531	46.78927
-29.4767	51.19873
-27.5209	57.07801
-25.8445	61.73244
-24.44749949	64.18214
-22.49170025	70.06142
-20.81529924	74.71585
-18.71979975	80.10519
-15.2273	88.1892
-11.176	97.49806
-5.0292	114.15602
-3.632200254	116.36075
-1.2573	123.46488
0.6985	129.58913
2.514599975	134.24356
4.6101	141.83763
11.176	166.33463
13.4112	174.66361
15.08759949	180.29792
18.85950025	194.75115
20.81529924	200.63043
22.352	205.7748
25.00629975	215.81857
26.4033	220.71797
28.4988	228.31204
30.1752	233.45641
31.85159746	239.09072
33.3883	243.01024
34.0868	243.99012
34.925	247.90964
36.1823	252.3191
37.0205	254.03389
37.8587	256.48359
38.8366	260.40311
39.5351	261.62796
40.2336	263.83269
40.9321	266.52736
41.7703	268.24215
42.46879746	270.93682
43.7261	275.34628
44.5643	277.30604
45.68189746	280.98059
46.7995	284.1652
47.7774	287.10484
48.6156	289.30957
49.31409746	290.28945
50.15229746	292.73915
50.85080254	295.18885
51.5493	296.90364
52.24779746	298.61843
52.66689746	299.35334
52.94630254	299.35334
53.36540254	301.3131
54.20360254	304.74268
55.18149746	306.94741
56.1594	309.64208
56.85789746	311.60184
57.69609746	313.07166
58.3946	314.78645
58.95340254	315.76633
59.09309746	314.54148
59.37250254	316.74621
59.93129746	318.70597
60.4901	320.9107
61.3283	322.87046
62.1665	324.34028
62.86499746	326.54501
63.70319746	328.50477
64.8208	331.44441
66.0781	335.6089
67.19569746	337.32369
67.89420254	338.0586
68.5927	340.01836
69.4309	342.46806
70.2691	344.91776
71.5264	348.10237
72.7837	350.3071
73.3425	351.77692
74.041	352.51183
75.0189	355.69644
76.13649746	358.88105
77.39379746	361.08578
78.3717	363.53548
80.0481	366.72009
81.02600254	368.18991
81.8642	370.63961
83.1215	373.33428
85.07729746	377.74374
86.19490254	378.96859
87.3125	380.68338
88.29040254	382.88811
89.408	385.09284
90.94469746	389.01236
92.0623	389.99224
93.04019746	391.21709
93.87840254	392.44194
94.996	395.38158
96.11359746	397.34134
97.23120254	398.56619
98.20909746	400.28098
99.187	402.24074
100.4443	404.69044
101.0031	403.71056
101.8413	405.91529
102.8191975	407.63008
104.0764949	409.0999
104.9146949	410.07978
105.6132	410.56972
106.3117025	411.79457
107.1499025	412.52948
107.7087	412.77445
108.2674949	413.75433
108.966	414.73421
109.3851	414.24427
109.6645025	413.50936
109.8042	392.68691
109.8042	392.68691
109.8042	392.44194
109.6645025	391.70703
108.966	382.88811
108.4072025	376.76386
107.8483949	370.14967
107.4292949	365.0053
106.8705	360.59584
106.5910949	355.69644
105.6132	346.38758
104.9146949	339.52842
104.0764949	332.66926
102.8191975	322.62549
101.0031	307.19238
100.3045975	300.82316
99.187	292.98412
98.48850254	286.36993
96.6724	272.16167
95.69449746	264.07766
94.29750254	253.29898
93.17989746	244.23509
91.9226	234.43629
90.38590254	223.41264
89.408	214.34875
87.87130254	203.08013
86.33459746	191.81151
84.23909746	177.60325
83.26119746	170.49912
82.42299746	163.88493
81.58479746	158.00565
79.629	145.02224
78.7908	139.6329
78.23199746	136.44829
77.25410254	131.30392
76.2762	123.46488
75.2983	117.09566
74.32039746	111.46135
73.3425	106.07201
72.3646	99.70279
71.5264	95.29333
70.6882	89.90399
69.57060254	83.77974
68.73240254	79.37028
67.7545	73.491
66.21779746	65.65196
65.2399	60.99753
64.262	55.85316
63.14440254	49.97388
61.3283	41.6449
59.51219746	33.80586
58.25489746	29.15143
57.27699746	24.25203
55.7403	18.12778
54.20360254	11.75856
52.3875	5.38934
50.99049746	0.48994
49.5935	-3.91952
48.3362	-9.30886
46.10099746	-16.90293
44.1452	-22.78221
42.7482	-26.9467
41.7703	-29.64137
40.6527	-32.33604
39.5351	-35.27568
37.16019746	-43.84963
35.9029	-46.78927
34.0868	-51.93364
32.5501	-55.36322
