"""Matamoros et. al 1999 Specimen c10-10 North"""	
8.3566	22.46351918
7.62	18.72701302
7.0866	16.1915267
6.4008	13.61155816
5.842	10.63124967
5.08	6.627850214
4.445	4.288085642
3.81	1.485706021
3.6322	0.876299659
3.6068	1.414534475
3.5814	2.886895831
2.51714	-4.670632701
1.89484	-6.850261295
1.2827	-9.385747618
0.71882	-11.07607183
-0.042672	-15.88015118
-0.64008	-19.43872848
-1.16586	-21.66283929
-1.75768	-24.46521891
-2.5654	-28.77999388
-3.1242	-31.44892685
-3.683	-34.20682426
-4.2672	-37.18713274
-5.1562	-41.99121209
-5.7658	-44.4822162
-6.3246	-47.59597133
-6.9342	-50.26490431
-7.747	-54.26830376
-8.4074	-56.93723674
-9.0424	-60.05099187
-9.652	-63.164747
-10.2362	-65.83367998
-10.8458	-67.61296862
-11.43	-69.83707943
-12.0396	-72.06119024
-12.7254	-75.17494538
-13.2842	-76.50941186
-13.9446	-78.28870051
-14.5796	-80.06798916
-15.1892	-81.40245565
-15.8496	-82.29209997
-16.4592	-84.07138862
-17.1196	-85.4058551
-17.8054	-85.85067727
-18.4658	-87.18514375
-19.1262	-88.07478808
-18.542	-81.84727781
-17.9324	-77.39905619
-17.145	-72.06119024
-16.4846	-66.27850214
-16.4846	-66.27850214
-15.875	-62.71992484
-15.24	-57.82688106
-14.6558	-54.26830376
-14.0462	-50.26490431
-13.462	-47.15114917
-12.6746	-41.54638993
-12.1666	-38.25470593
-11.557	-34.82957528
-10.9728	-31.71582015
-10.16	-27.08966967
-9.5504	-24.02039675
-8.9916	-21.21801713
-8.4328	-18.50460194
-7.62	-14.50120248
-7.0612	-12.32157389
-6.4008	-8.985407672
-5.8166	-6.183028052
-5.0546	-3.171582015
-4.4958	-1.418982697
-3.8862	1.09871074
-3.8608	0.925230097
-3.175	3.780988377
-2.48158	6.716814646
-1.95326	9.118854321
-1.42494	11.34296513
-1.00584	13.30018264
0.050292	16.28049113
0.56642	19.61665734
1.12014	22.37455475
1.9812	25.71072096
2.667	28.37965394
3.2512	30.69272918
3.8862	33.89544874
4.4704	36.65334615
5.1562	40.12295901
5.715	42.52499869
6.3246	45.37186052
6.985	48.0407935
7.6708	51.15454863
8.3058	53.8234816
8.89	56.49241457
9.5504	58.71652538
10.1854	62.27510268
10.795	64.49921349
11.43	67.16814646
12.1158	69.39225727
12.7	71.61636808
13.335	73.84047889
13.9954	76.0645897
14.6304	78.28870051
15.24	79.623167
15.875	81.40245565
16.5354	82.73692213
17.145	84.07138862
17.78	85.85067727
18.4912	86.74032159
19.0754	87.62996591
19.7358	88.51961024
20.3962	88.9644324
21.082	89.40925456
21.7424	88.9644324
22.4536	89.40925456
23.0886	89.40925456
23.8252	88.9644324
24.511	88.51961024
25.1714	88.51961024
25.908	88.07478808
25.2476	81.40245565
24.13	75.17494538
23.5204	71.61636808
22.86	67.61296862
22.1488	63.164747
21.5138	60.05099187
20.9296	56.49241457
20.32	53.37865944
20.32	53.37865944
19.7104	49.82008214
19.1262	45.81668269
18.5166	42.74740977
17.78	39.09986804
17.1958	36.03059512
16.6116	33.27269772
16.0274	30.4703181
15.2654	26.73381194
14.6812	23.79798567
13.9954	21.1290527
13.462	19.12735297
12.9032	16.81427772
11.9634	13.34466486
11.4046	11.34296513
10.8458	9.385747618
10.1346	7.206119024
9.4996	5.38234816
8.9154	3.549680853
8.2296	1.779288648
7.7216	0.2468763
7.7216	0.800679892
7.0612	-2.731208075
6.4262	-4.412635847
5.7404	-5.426830376
5.1054	-6.67233243
4.445	-8.095763348
3.81	-10.09746308
3.1496	-11.56537621
2.5654	-13.47811151
1.97358	-15.6577401
1.47066	-16.85875994
0.7366	-19.34976405
-0.0226568	-21.35146378
-0.61976	-24.02039675
-1.27508	-26.37795421
-1.84658	-28.60206502
-2.6162	-32.38305339
-3.2258	-34.78509307
-3.8608	-37.40954382
-4.4704	-40.30088788
-5.0292	-43.23671415
-5.6642	-45.81668269
-6.4516	-49.37525998
-7.0358	-52.04419295
-7.6962	-54.71312593
-8.2804	-56.93723674
-8.9408	-59.60616971
-9.4996	-61.83028052
-10.16	-64.94403565
-10.795	-66.7233243
-11.4554	-69.39225727
-12.065	-71.17154592
-12.7	-72.95083457
-13.3604	-74.73012322
-14.0208	-76.95423403
-14.6304	-78.28870051
-15.2654	-79.623167
-15.9512	-80.95763348
-16.5862	-82.29209997
-17.272	-83.18174429
-17.9324	-84.07138862
-18.6182	-85.4058551
-19.304	-85.85067727
-19.9898	-86.74032159
-20.6756	-86.74032159
-21.3868	-87.18514375
-22.1488	-86.74032159
-22.3012	-87.18514375
-23.0378	-86.74032159
-23.749	-86.74032159
-24.765	-86.74032159
-25.1206	-86.29549943
-25.4	-85.85067727
-24.8412	-79.623167
-23.9776	-73.39565673
-23.3426	-69.39225727
-22.733	-65.38885781
-21.971	-60.94063619
-21.4884	-56.93723674
-20.8788	-53.37865944
-20.2692	-50.26490431
-19.6342	-46.26150485
-19.0246	-42.08017653
-18.4404	-38.74401031
-17.78	-35.00750415
-17.2212	-32.51650004
-16.637	-29.62515599
-16.0528	-27.08966967
-15.1892	-23.17523464
-14.605	-20.50630167
-13.9954	-17.70392205
-13.2588	-14.72361356
-12.7	-12.67743162
-12.065	-10.45332081
-11.4808	-8.674032159
-10.8712	-7.295083457
-10.1854	-3.727609718
-9.5758	-1.761495762
-8.9916	0.036475417
-8.3566	1.285536048
-7.5946	3.193823123
-6.985	4.670632701
-6.3754	6.360956917
-5.8166	7.873352267
-5.0292	9.385747618
-4.445	10.89814297
-3.81	12.27709167
-3.3528	13.70052259
-2.44602	15.12395351
-1.91262	17.48151097
-1.20142	19.57217513
-0.52324	21.66283929
-0.0100584	23.17523464
0.5842	25.13245215
1.2827	27.00070523
1.88214	29.71412042
2.6162	31.67133793
3.2258	34.20682426
3.8862	35.94163069
4.5212	37.80988377
5.1562	40.52329896
5.7658	42.52499869
6.4008	45.37186052
7.0612	47.59597133
7.6708	49.82008214
8.3312	51.59937079
8.9408	54.71312593
9.6012	56.49241457
10.2108	58.71652538
10.8458	60.49581403
11.4808	62.71992484
12.1666	64.05439133
12.7762	66.27850214
13.4112	67.61296862
14.0462	69.39225727
14.6558	71.17154592
15.3416	72.50601241
15.9004	73.84047889
16.6116	75.17494538
17.1958	76.50941186
17.9324	77.84387835
18.542	78.73352267
19.177	79.17834484
19.8374	80.51281132
20.4978	80.95763348
21.1582	81.84727781
21.844	82.73692213
22.5044	83.18174429
23.1902	84.07138862
23.876	83.62656646
24.5364	84.51621078
25.2222	84.96103294
25.4	84.96103294
24.8158	78.73352267
24.1808	75.17494538
23.5204	70.2819016
22.9108	66.7233243
22.3266	63.60956917
21.6154	59.60616971
21.0058	56.04759241
20.3962	52.48901512
19.8374	49.37525998
19.05	44.92703836
18.4912	42.12465874
17.907	39.14435026
17.2974	36.29748842
16.5354	32.1161601
15.9766	29.44722712
15.3162	26.60036529
14.732	23.97591453
13.9446	20.90664161
13.4112	18.77149524
12.6746	15.88015118
12.0142	13.56707594
11.3284	10.80917854
10.8204	8.851961024
10.16	7.02819016
9.525	4.848561566
8.89	2.833517172
8.2042	0.809576335
7.6454	-0.849610329
7.6454	-0.389664214
7.0358	-3.095962248
6.35	-5.426830376
5.6896	-6.049581403
5.0546	-7.428530105
4.4704	-8.718514375
3.81	-10.40883859
3.2766	-11.74330508
2.6162	-14.14534475
1.96088	-15.43532902
1.27	-17.17013545
0.60452	-18.9494241
0.0251714	-20.95112383
-0.56134	-23.53109237
-1.27762	-25.84416761
-1.94056	-28.33517172
-2.54	-30.4703181
-3.1496	-33.09476885
-3.8354	-35.00750415
-4.445	-37.14265053
-5.0292	-40.0784768
-5.6388	-42.74740977
-6.5024	-45.37186052
-7.0866	-47.59597133
-7.6962	-50.26490431
-8.3312	-52.04419295
-8.9662	-54.71312593
-9.5758	-57.3820589
-10.16	-59.16134755
-10.9474	-61.38545836
-11.4554	-63.164747
-12.1158	-65.38885781
-12.7	-66.7233243
-13.4366	-68.50261295
-14.0208	-69.83707943
-14.6558	-71.17154592
-15.3416	-72.95083457
-16.0528	-73.84047889
-16.7132	-75.17494538
-17.2974	-76.0645897
-17.9324	-76.95423403
-18.6436	-77.84387835
-19.3548	-78.73352267
-20.066	-79.17834484
-20.7264	-80.06798916
-21.3868	-80.95763348
-22.1234	-81.40245565
-22.8346	-81.84727781
-23.5458	-82.29209997
-24.1046	-83.18174429
-24.511	-83.18174429
-24.8412	-84.51621078
-25.4	-83.18174429
-24.9428	-77.39905619
-24.257	-72.95083457
-23.6728	-68.94743511
-23.0632	-63.60956917
-22.4536	-59.60616971
-21.5646	-55.15794809
-20.9296	-52.04419295
-20.2946	-48.48561566
-19.5326	-44.34876955
-19.05	-40.74571004
-18.4912	-37.27609718
-17.8308	-33.89544874
-17.2212	-30.91514026
-16.51	-27.49000961
-15.9258	-24.77659442
-15.24	-21.57387486
-14.6304	-18.9494241
-13.9192	-16.1915267
-13.3604	-14.23430918
-12.7	-11.29848291
-12.0904	-9.207818753
-11.4554	-6.538885781
-10.8204	-4.323671415
-10.1346	-2.090664161
-9.5504	-0.436815363
-8.89	1.988355064
-8.2804	3.856608145
-7.7216	5.159937079
-7.6962	4.581668269
-6.985	8.89644324
-6.35	10.54228524
-5.7658	11.69882286
-5.08	13.56707594
-4.4196	15.79118675
-3.81	17.25909989
-3.048	19.61665734
-2.54	20.8621594
-2.02946	22.64144805
-1.23698	24.77659442
-0.63754	26.33347199
0.0075438	28.42413615
0.64008	30.4703181
1.24206	32.16064231
1.85166	34.42923534
2.5908	36.38645285
3.2512	39.05538582
3.8608	40.61226339
4.4704	42.61396312
5.1054	44.4822162
5.7404	46.70632701
6.3754	48.48561566
7.0358	50.70972647
7.62	52.93383728
8.3058	55.15794809
8.89	56.93723674
10.16	60.05099187
10.8458	61.83028052
11.6332	64.05439133
12.1412	64.94403565
12.7254	66.7233243
13.4112	68.05779079
14.0208	69.83707943
14.6812	70.72672376
15.3162	71.61636808
15.9512	72.95083457
16.5608	74.28530105
17.2466	74.73012322
17.907	75.61976754
18.4658	76.95423403
19.0246	77.39905619
19.7104	78.28870051
20.3708	78.73352267
21.1074	79.623167
21.6662	80.51281132
22.3266	80.95763348
22.8854	80.95763348
23.5712	81.40245565
24.1046	81.84727781
24.765	82.29209997
25.4	82.73692213
26.162	82.73692213
26.67	82.73692213
27.432	83.18174429
28.194	83.18174429
28.702	82.73692213
29.464	83.18174429
29.718	82.73692213
30.48	82.73692213
31.242	83.18174429
31.75	82.29209997
31.242	75.61976754
30.48	70.72672376
29.972	67.61296862
29.21	63.60956917
28.448	59.60616971
27.94	56.49241457
27.432	53.37865944
26.67	49.82008214
25.908	45.81668269
25.4	42.74740977
24.7904	39.90054793
24.1554	36.43093507
23.5712	33.62855545
22.9616	30.95962248
22.3774	28.42413615
21.59	25.39934545
20.955	22.73041248
20.3708	20.68423053
19.7866	18.46011972
19.0246	15.74670453
18.4658	13.65604037
17.7546	11.29848291
17.4498	9.697123132
16.4338	7.784387835
15.8496	5.827170322
15.2654	4.016744123
14.6812	2.459866556
14.0716	1.009746308
13.335	-1.063124967
12.6238	-2.255248361
12.065	-3.825470593
11.3284	-5.248901512
10.7696	-6.3164747
10.1854	-7.384047889
9.525	-8.496103294
8.9154	-9.786087564
8.255	-10.9871074
7.6454	-11.69882286
6.9596	-12.54398497
6.3246	-14.14534475
5.715	-15.56877567
5.08	-16.1915267
4.445	-17.70392205
3.7338	-18.86045967
3.2004	-20.5952661
2.5654	-22.2411081
1.94564	-23.53109237
1.25984	-25.17693437
0.64262	-26.95622302
0.0226568	-28.2906895
-0.57912	-30.29238923
-1.25476	-32.33857118
-1.9939	-34.34027091
-2.6162	-36.03059512
-3.2512	-38.03229485
-3.8608	-40.30088788
-4.4958	-42.12465874
-5.1054	-44.12635847
-5.7404	-46.26150485
-6.4262	-48.48561566
-6.985	-50.26490431
-7.6454	-52.48901512
-8.3058	-54.71312593
-8.9408	-56.04759241
-9.6012	-57.82688106
-10.2362	-60.05099187
-10.8458	-61.83028052
-11.4808	-63.164747
-12.192	-64.94403565
-12.7508	-66.27850214
-13.2588	-67.61296862
-13.8938	-68.50261295
-14.6812	-69.83707943
-15.1638	-70.72672376
-15.8242	-72.06119024
-16.5862	-72.95083457
-17.1704	-73.84047889
-17.8816	-74.28530105
-18.5166	-75.17494538
-19.1516	-76.50941186
-19.4056	-76.0645897
-20.32	-76.95423403
-21.0312	-77.39905619
-21.717	-78.28870051
-22.2504	-78.73352267
-22.9616	-79.17834484
-23.622	-79.623167
-24.1554	-80.06798916
-24.892	-80.51281132
-25.273	-80.51281132
-25.908	-80.95763348
-26.67	-80.95763348
-27.432	-80.95763348
-28.194	-81.40245565
-28.702	-80.95763348
-29.464	-81.40245565
-29.718	-81.84727781
-30.48	-81.40245565
-31.496	-80.51281132
-31.75	-80.51281132
-30.988	-72.50601241
-30.48	-69.83707943
-29.972	-66.27850214
-29.21	-60.94063619
-28.448	-57.3820589
-27.94	-54.26830376
-27.432	-49.82008214
-26.67	-46.26150485
-25.908	-43.19223193
-25.4	-39.8115835
-24.892	-36.74231058
-24.1046	-32.69442891
-23.5458	-29.66963821
-22.7584	-26.68932972
-22.1234	-24.28729005
-21.5138	-21.30698156
-20.7772	-18.59356637
-20.2946	-16.59186664
-19.6596	-14.14534475
-19.0246	-12.14364502
-18.4404	-10.23090973
-17.78	-7.828870051
-17.1704	-5.916134755
-16.5608	-4.319223193
-15.9512	-2.660036529
-15.24	-0.689474351
-14.5796	0.929678319
-13.9446	2.566623875
-13.3604	4.132397885
-12.6746	5.204419295
-12.6746	4.626150485
-7.1628	2.668932972
-8.4836	17.92633313
-5.4102	22.77489469
-4.318	23.93143232
-3.7338	25.62175653
-2.9972	26.51140086
-2.48412	28.20172507
-1.84912	29.62515599
-1.26238	31.35996242
-0.5461	32.64994669
-0.015113	34.16234204
0.67564	36.56438172
1.70688	39.36676134
2.6162	42.21362317
2.6416	42.08017653
4.3434	44.92703836
5.1562	48.0407935
5.969	49.82008214
6.8326	52.04419295
7.6962	54.26830376
9.4742	58.27170322
10.287	59.60616971
11.176	61.38545836
12.0142	63.164747
12.9032	64.94403565
13.7668	66.27850214
14.6304	67.61296862
15.4686	68.50261295
16.4084	69.83707943
17.2212	70.72672376
18.034	71.61636808
18.8214	72.50601241
19.8628	73.39565673
20.7518	74.28530105
21.5646	75.17494538
21.971	75.61976754
22.8346	75.61976754
23.6728	76.50941186
24.638	77.39905619
25.654	77.84387835
26.416	78.28870051
27.178	78.73352267
28.194	79.17834484
29.21	79.17834484
29.464	79.623167
30.226	80.06798916
30.988	80.06798916
31.75	80.06798916
31.242	72.50601241
30.48	67.61296862
29.718	62.71992484
28.956	58.27170322
27.94	52.48901512
27.178	47.59597133
26.162	43.45912523
25.654	40.03399458
25.654	40.16744123
23.9268	32.20512453
22.8346	28.33517172
21.844	23.6200568
21.0566	20.50630167
20.2692	17.88185091
19.5072	14.50120248
18.8214	12.41053832
17.6784	8.407138862
16.6878	5.960616971
15.8496	3.892193918
15.1638	1.886045967
13.5636	-2.446521891
12.827	-3.438475312
11.9634	-5.070972647
11.1252	-6.494403565
10.0838	-8.762996591
9.1694	-9.786087564
8.3058	-12.09916281
7.493	-12.54398497
6.604	-14.63464913
5.7912	-15.88015118
4.9276	-16.94772437
3.1242	-20.10596172
2.35458	-21.61835707
0.68072	-25.2658988
-0.040386	-25.57727432
-1.6891	-31.35996242
-2.54	-33.89544874
-4.2672	-37.27609718
-5.08	-40.34537009
-5.08	-40.30088788
-6.7056	-46.26150485
-7.6454	-47.59597133
-9.6774	-52.48901512
-10.1854	-55.60277025
-11.8618	-60.94063619
-12.7508	-60.94063619
-14.478	-66.27850214
-15.4432	-65.38885781
-17.272	-68.94743511
-18.1356	-69.39225727
-20.3454	-71.61636808
-21.336	-72.95083457
-22.3266	-73.84047889
-22.7584	-75.61976754
-23.7744	-74.73012322
-24.6634	-75.17494538
-25.654	-76.0645897
-26.416	-76.0645897
-27.178	-76.50941186
-28.194	-76.95423403
-29.21	-76.95423403
-30.226	-77.39905619
-30.734	-77.84387835
-31.496	-77.39905619
-32.004	-77.84387835
-31.242	-70.72672376
-30.734	-67.61296862
-29.718	-62.27510268
-28.956	-57.82688106
-28.194	-53.37865944
-27.432	-49.82008214
-26.416	-44.92703836
-25.3238	-37.67643712
-24.4856	-33.67303766
-23.6728	-29.00240496
-22.8346	-25.2658988
-22.0472	-22.01869702
-20.4216	-15.61325789
-19.4818	-12.05468059
-18.3388	-9.074372105
-17.6784	-5.960616971
-16.8402	-4.074571004
-16.0274	-3.46071642
-15.1892	-1.961665734
-14.3764	-0.498200821
-14.3002	2.424280783
-13.5128	5.782688106
-12.8016	6.3164747
-11.9634	8.362656646
-11.2014	10.27539194
-10.16	11.29848291
-9.4234	13.52259372
-8.8392	14.63464913
-7.5438	17.08117102
-6.7818	18.50460194
-5.9944	20.10596172
-5.0546	22.37455475
-4.1402	24.19832561
-3.3528	26.24450756
-2.5654	27.93483177
-1.68656	29.40274491
-0.79248	31.40444464
0.9271	36.60886393
1.7526	39.05538582
2.5908	41.10156777
3.4036	42.8363742
4.2672	44.4822162
5.1054	47.59597133
5.9182	48.93043782
6.858	50.26490431
7.6708	52.93383728
8.5344	54.71312593
9.398	57.3820589
10.2616	58.71652538
10.9474	60.05099187
12.1666	61.38545836
12.6746	62.71992484
13.5382	64.05439133
14.351	66.27850214
15.2146	66.27850214
16.129	67.61296862
16.9926	67.61296862
17.78	68.94743511
18.669	70.2819016
19.5072	70.72672376
20.3708	71.61636808
21.3868	72.50601241
22.225	72.50601241
22.225	72.06119024
23.0632	73.84047889
23.9522	73.84047889
24.4348	74.28530105
25.273	74.73012322
26.162	75.17494538
27.178	75.61976754
27.94	76.0645897
28.956	76.0645897
29.718	77.84387835
30.48	76.95423403
31.496	76.95423403
32.258	77.39905619
33.274	77.84387835
34.036	77.39905619
34.544	77.84387835
35.56	77.39905619
36.576	77.39905619
37.338	77.39905619
38.1	76.95423403
37.338	68.94743511
36.576	64.05439133
35.814	59.60616971
34.798	55.15794809
34.29	52.04419295
33.02	45.37186052
32.004	40.9236389
32.004	41.23501442
31.242	37.32057939
30.48	33.53959101
29.464	29.26929826
28.956	26.77829415
28.194	23.35316351
27.178	20.01699729
26.416	17.25909989
25.4	13.166736
24.4856	9.964016429
24.13	8.006798916
18.7706	-2.393143232
17.8816	-5.026490431
16.891	-6.939225727
15.9004	-9.652640915
15.1638	-10.58676746
14.2494	-11.47641178
13.462	-12.6329494
12.5984	-13.78948702
11.7856	-14.94602464
10.9982	-15.83566897
10.9982	-15.74670453
10.1346	-17.97081534
9.0424	-18.6825308
8.4074	-20.81767718
7.5692	-20.81767718
6.5532	-22.2411081
5.6642	-23.44212794
4.8768	-25.31038102
3.8354	-26.24450756
3.0734	-28.20172507
2.21996	-29.31378048
1.50114	-31.22651577
0.7112	-33.27269772
-0.115824	-33.85096653
-0.98552	-35.76370182
-1.88722	-37.36506161
-2.7432	-39.45572577
-3.6322	-41.7243188
-4.5212	-43.99291182
-5.3594	-46.26150485
-5.9436	-47.59597133
-6.7564	-50.70972647
-7.6962	-52.04419295
-8.5598	-53.37865944
-9.398	-56.04759241
-10.287	-56.93723674
-11.176	-59.16134755
-12.0396	-60.05099187
-12.9286	-62.27510268
-13.7414	-63.60956917
-14.7066	-63.60956917
-15.2146	-64.94403565
-16.1798	-66.27850214
-16.9418	-68.05779079
-17.907	-68.50261295
