"Paultre, Legeron, Mongequ, July-August 2001 test 1005552"	
-38.49	58.76
-37.53	60.56
-36.55	62.35
-35.57	64.14
-34.61	65.91
-33.65	67.69
-32.58	69.44
-31.33	71.2
-30.31	72.95
-29.21	74.69
-28.12	76.44
-26.83	78.17
-25.6	79.89
-24.4	81.6
-22.99	83.31
-21.61	85
-20.43	86.69
-19.04	88.37
-17.6	90.02
-15.92	91.64
-14.16	93.28
-12.55	94.89
-10.82	96.34
-10.73	96.47
-8.41	97.98
-6.31	99.5
-3.99	100.99
-1.36	102.45
0.74	100.01
0.69	98.01
0.83	96.01
0.87	94.01
0.8	92.01
0.85	90.01
1.03	88.02
0.85	86.07
0.51	84.11
0.18	82.2
-0.22	80.28
-0.56	78.36
-0.87	76.45
-1.18	74.53
-1.56	72.63
-2.09	70.72
-2.38	68.82
-2.79	66.91
-3.28	65.01
-3.68	63.1
-4.17	61.2
-4.41	59.3
-4.95	57.4
-5.28	55.49
-5.73	53.6
-6.2	51.7
-6.53	49.8
-7.05	47.9
-7.4	46.01
-7.85	44.11
-8.29	42.22
-8.79	40.33
-9.23	38.43
-9.61	36.54
-10.01	34.64
-10.5	32.74
-11.04	30.85
-11.44	28.96
-11.77	27.05
-12.24	25.18
-12.76	23.28
-13.18	21.37
-13.65	19.48
-14.05	17.59
-14.45	15.7
-14.9	13.81
-15.45	11.93
-15.88	10.05
-16.39	8.16
-16.79	6.27
-17.24	4.38
-17.62	2.5
-18.13	0.61
