"Atalay and Penzien, 1975, Spec. 1"	
8.6248	36.902
9.3835	39.741
10.062	41.844
10.981	44.578
12.059	48.256
13.057	51.41
13.576	52.989
14.335	55.302
14.894	57.09
15.213	57.824
16.132	59.821
16.691	60.978
17.13	61.716
17.609	61.716
17.968	60.769
18.328	60.03
18.847	59.612
19.486	58.456
19.646	57.508
19.566	54.879
19.406	52.989
18.927	49.938
17.449	43.631
16.611	40.898
15.772	37.954
14.934	35.325
13.896	32.276
13.257	30.384
12.578	28.492
11.46	25.232
10.462	22.288
9.144	18.609
7.7465	14.614
6.269	9.6726
4.7917	5.2566
3.8732	2.6284
2.4357	-1.2616
2.0763	-2.4181
1.118	-5.467
0.23958	-8.3058
-0.43924	-10.619
-0.91839	-12.091
-2.0364	-15.034
-2.6355	-16.506
-3.474	-18.504
-5.6302	-24.181
-6.7881	-27.546
-7.7465	-30.174
-9.0241	-33.433
-9.9426	-36.061
-10.422	-37.533
-11.18	-39.636
-11.899	-41.844
-12.897	-44.894
-13.337	-46.468
-13.896	-48.15
-14.575	-49.835
-15.373	-51.726
-16.292	-53.723
-17.01	-54.986
-17.849	-56.143
-18.607	-57.192
-19.126	-57.508
-19.725	-57.615
-20.165	-57.717
-20.404	-54.67
-20.085	-50.36
-19.566	-47.941
-18.767	-44.894
-17.569	-41.423
-16.731	-38.69
-16.052	-36.587
-15.014	-33.433
-13.137	-29.017
-12.338	-26.914
-10.701	-21.237
-9.3436	-17.453
-7.7864	-13.667
-5.9896	-9.7776
-4.2327	-5.467
-2.8351	-1.0513
-1.8368	1.2616
-0.71874	5.9928
-0.11979	7.9904
0.95832	10.724
1.5573	11.986
2.3559	14.193
3.3142	16.612
3.9929	18.714
5.2309	22.288
6.1493	25.127
6.8679	26.704
8.2654	29.964
9.2238	32.171
10.262	34.905
11.26	37.323
11.939	39.426
12.778	42.054
13.456	43.841
13.776	44.68
14.335	46.366
16.052	50.254
16.491	51.41
17.09	52.78
17.449	53.407
17.968	54.67
18.607	56.143
18.887	56.877
19.606	58.247
19.686	56.983
19.646	55.093
19.406	53.305
18.887	50.463
18.488	48.572
17.729	44.996
17.29	43.421
16.771	41.633
16.212	39.636
15.812	38.479
15.253	36.692
14.734	35.22
13.896	32.802
13.217	30.805
12.578	29.122
11.819	26.809
11.22	24.812
10.462	22.604
9.7031	20.396
9.2238	19.029
8.6248	17.242
7.7465	15.245
6.9878	13.037
5.7899	9.7776
4.9914	7.4646
4.1128	5.1517
3.4341	3.0489
2.3559	0.10513
1.4774	-1.7873
1.0382	-2.9438
-0.5191	-7.2542
-1.6371	-10.093
-2.7153	-12.406
-4.6319	-16.401
-5.7099	-18.609
-6.7483	-21.237
-7.6266	-23.34
-8.9444	-26.494
-9.9825	-28.807
-10.581	-30.279
-11.58	-32.907
-12.498	-35.536
-13.257	-37.428
-14.415	-40.582
-15.054	-42.264
-15.613	-43.841
-17.17	-48.363
-17.968	-50.254
-18.607	-51.517
-19.366	-52.882
-20.165	-54.355
-20.324	-54.879
-19.725	-48.888
-19.166	-46.152
-18.128	-42.79
-17.449	-40.792
-16.331	-37.848
-15.413	-34.379
-14.095	-30.279
-13.417	-28.281
-12.139	-24.812
-11.26	-22.184
-10.262	-19.871
-9.144	-16.927
-7.9461	-14.193
-6.4686	-10.619
-5.3906	-8.2003
-4.6718	-6.0978
-3.8334	-3.9951
-2.9947	-1.7873
-1.7968	0.94622
-0.83853	3.154
0.23958	6.5185
5.7099	21.447
7.2273	24.076
8.0658	26.179
8.9842	28.386
9.6632	30.068
10.062	31.33
10.581	33.118
11.819	37.218
12.538	39.636
13.456	42.264
14.535	44.996
15.453	47.416
15.852	48.679
16.411	50.36
17.409	53.305
18.248	54.461
19.007	55.302
19.965	55.72
20.045	55.72
19.087	51.41
18.288	48.15
17.449	44.894
16.331	41.949
15.293	39.005
14.575	37.323
13.177	33.012
12.179	29.543
11.18	26.284
9.7031	21.447
8.5451	17.663
7.2672	13.247
5.5502	8.0954
4.3924	5.0463
3.7135	1.6821
2.6355	-1.4719
1.9965	-3.2592
0.55903	-7.885
-0.07986	-9.7776
-0.99825	-12.196
-1.9166	-14.614
3.1943	0.63082
2.1163	-2.6284
0.91839	-6.0978
-0.07986	-9.1469
-0.91839	-12.091
-2.276	-15.875
-2.8351	-17.242
-3.953	-19.66
-5.6302	-22.394
-6.9078	-24.181
-8.3853	-26.494
-9.8227	-28.912
-10.661	-31.12
-12.059	-33.328
-13.217	-36.061
-13.976	-37.848
-14.934	-40.477
-15.812	-42.58
-17.449	-46.682
-18.248	-48.465
-18.927	-49.835
-19.526	-50.992
-20.085	-52.251
-19.725	-49.938
-19.206	-47.838
-18.607	-44.68
-18.288	-43.421
-17.649	-41.108
-16.731	-38.69
-15.772	-35.956
-14.295	-31.751
-13.816	-30.384
-13.217	-28.702
-12.498	-26.809
-11.979	-25.232
-10.901	-22.079
-9.5832	-18.819
-8.8643	-16.821
-8.1857	-14.929
-6.7881	-11.144
-5.7099	-8.3058
-4.8316	-5.8874
-4.3124	-4.4157
-2.7153	-0.21027
-2.1562	1.2616
-1.2778	3.3643
-0.59896	5.0463
0.15972	6.8339
0.83853	8.6211
1.8767	10.829
2.1163	11.354
3.0348	13.983
4.2327	17.242
4.5519	18.083
5.9896	21.658
6.6284	23.025
7.2672	24.601
7.7465	25.758
8.1458	26.704
9.3835	30.174
9.9426	31.856
10.462	33.433
10.901	34.694
11.38	36.377
11.62	37.113
12.259	38.795
12.498	39.741
12.977	41.003
13.337	41.844
13.896	43.631
14.415	45.103
14.654	45.734
15.173	46.993
15.573	48.256
16.571	50.676
17.29	51.833
17.569	52.148
18.008	52.673
18.408	53.198
18.567	53.514
18.887	53.723
19.126	53.936
18.927	51.619
18.248	48.888
18.048	47.941
17.729	46.575
17.09	43.841
16.571	41.949
15.972	39.426
15.493	37.848
14.734	35.536
13.576	31.646
12.338	28.071
10.941	23.76
9.3038	18.819
7.8661	14.929
6.5085	11.039
5.5502	8.2003
3.5537	2.5232
2.1163	-0.42054
1.158	-2.7335
-0.2795	-6.3082
-1.8368	-9.6726
-2.9149	-11.88
-4.5921	-15.875
-5.9497	-18.924
-7.3472	-22.184
-8.4252	-24.707
-9.3436	-27.02
-10.302	-29.333
-11.38	-32.276
-12.378	-35.22
-13.257	-37.533
-14.175	-40.056
-15.014	-41.949
-16.012	-44.472
-16.85	-46.891
-17.809	-49.097
-18.807	-51.41
-19.246	-52.357
-20.165	-54.248
-20.404	-54.777
-20.045	-51.41
-19.606	-49.306
-18.328	-44.157
-17.609	-41.528
-16.731	-39.11
-15.692	-36.166
-14.974	-33.853
-13.935	-31.015
-12.778	-27.966
-11.739	-24.707
-10.741	-21.763
-9.3038	-17.978
-8.2255	-15.245
-7.3071	-12.406
-5.9096	-8.0954
-4.1128	-3.3643
-2.875	0.21027
-1.9166	2.6284
-0.31943	6.3082
1.717	11.039
2.7153	13.142
4.3124	18.819
5.4305	21.553
6.5885	24.076
7.0676	25.232
8.1059	27.651
9.1839	30.068
10.102	32.171
11.779	37.007
12.498	39.32
13.057	40.898
14.215	44.472
14.974	46.784
15.852	48.995
16.172	50.044
16.85	52.148
17.569	54.146
18.448	56.352
19.646	58.033
20.245	59.087
21.243	59.612
22.6	59.821
23.279	60.244
24.557	60.244
25.436	60.03
26.195	59.821
26.434	59.821
27.633	59.821
28.191	59.505
28.71	59.505
29.947	59.296
30.267	59.087
30.785	58.874
29.947	54.986
29.03	51.935
28.11	48.572
27.511	46.468
26.713	43.631
25.674	40.161
24.757	37.113
23.639	33.223
22.64	30.384
21.921	28.492
20.883	25.968
19.686	23.025
18.208	19.766
16.81	15.98
16.731	15.665
13.456	8.0954
12.658	6.5185
11.54	4.4157
10.701	2.9438
9.3436	0.42054
8.4252	-0.84107
7.5067	-2.4181
6.9479	-3.2592
3.5138	-8.0954
3.6736	-8.3058
2.3958	-10.619
0.75867	-12.932
-0.43924	-14.719
-1.7569	-16.612
-4.2327	-20.501
-5.2309	-21.973
-6.8679	-24.391
-8.3454	-26.494
-9.4635	-28.176
-11.34	-32.697
-13.496	-37.533
-15.293	-41.633
-16.771	-44.996
-18.208	-48.15
-19.566	-51.201
-20.404	-52.882
-21.403	-54.248
-22.201	-54.879
-23.359	-55.302
-25.196	-55.404
-26.754	-55.934
-28.509	-56.352
-29.947	-55.827
-30.907	-55.72
-30.985	-55.72
-30.188	-50.778
-29.469	-48.15
-28.59	-45.103
-27.95	-42.895
-26.914	-39.951
-26.114	-37.639
-25.596	-36.061
-24.637	-33.748
-23.998	-32.171
-23.279	-30.174
-22.241	-27.756
-21.163	-25.232
-19.885	-21.763
-18.607	-18.083
-17.489	-15.56
-16.531	-13.773
-15.453	-11.144
-13.736	-7.5696
-12.578	-4.9413
-10.581	-1.0513
-9.623	0.52566
-8.0658	2.8386
-6.7881	4.8363
-4.7117	7.5696
-3.3939	9.4622
-2.3559	10.619
1.2778	16.191
3.1943	18.714
4.5121	20.712
5.6302	22.814
7.3871	25.443
9.3436	28.597
11.26	32.066
12.857	35.325
15.134	39.741
15.772	41.213
18.528	46.468
19.366	47.731
20.564	50.044
21.522	51.726
22.281	53.091
24.517	56.143
25.276	57.615
26.154	58.98
28.351	60.662
28.788	60.978
29.909	61.084
30.267	58.665
29.947	54.564
29.507	51.41
28.948	48.781
28.27	46.366
27.79	44.68
26.952	42.685
26.355	41.003
25.276	38.585
23.519	34.274
22.561	32.171
21.562	29.227
20.763	26.914
19.566	22.604
17.849	17.558
16.212	13.878
15.413	11.565
14.055	8.7261
12.618	5.8874
8.8245	-0.10513
6.349	-3.6797
4.5921	-6.0978
2.6754	-8.7261
0.43924	-11.46
-1.5173	-13.983
-3.474	-16.296
-5.7498	-19.134
-7.4668	-21.447
-9.3835	-23.445
-10.701	-25.443
-13.097	-30.174
-15.054	-33.748
-16.251	-36.272
-17.609	-38.9
-18.488	-40.372
-20.205	-42.685
-21.802	-44.787
-24.198	-48.781
-25.316	-50.885
-27.153	-52.042
-28.151	-53.091
-28.87	-53.83
-30.028	-54.564
-31.026	-55.404
-30.226	-52.042
-30.069	-50.044
-29.469	-48.256
-28.989	-46.366
-28.191	-43.631
-27.391	-41.108
-26.594	-38.9
-25.875	-36.797
-24.996	-34.484
-24.038	-30.384
-23.12	-27.756
-22.121	-25.443
-21.283	-23.55
-20.165	-21.553
-18.967	-19.345
-18.008	-17.453
-16.012	-12.826
-14.814	-10.093
-13.656	-7.3597
-12.338	-4.5209
-11.58	-2.7335
-10.382	-0.3154
-9.3038	1.577
-7.3472	4.4157
-5.1509	7.1493
-3.7932	9.3568
-2.4357	11.249
-1.0382	13.247
0.7986	15.139
2.0364	16.506
4.6718	19.24
5.9096	20.712
7.5867	23.13
10.502	29.227
12.179	32.381
12.338	32.802
12.897	34.169
13.696	35.956
14.415	37.533
15.054	38.69
15.932	40.477
16.97	42.58
18.368	44.996
19.047	46.575
20.284	49.097
22.6	53.407
23.319	54.564
24.038	55.404
25.116	56.877
25.916	57.299
27.353	57.717
28.39	57.406
29.748	57.192
30.348	56.668
29.35	50.885
28.59	47.207
26.833	41.633
26.195	39.846
24.397	35.115
22.441	30.384
21.363	27.651
20.005	24.391
18.887	21.658
17.729	18.714
15.892	14.088
15.014	11.565
12.378	5.572
11.979	4.7309
8.5849	-0.94622
6.9078	-3.3643
5.5103	-5.2566
4.1128	-7.0439
2.9548	-8.3058
1.3976	-9.7776
1.0781	-10.198
-1.7968	-13.037
-4.8316	-16.191
-6.5085	-18.293
-8.3853	-20.712
-9.8227	-23.025
-11.34	-26.494
-12.418	-28.807
-12.977	-29.753
-16.611	-35.431
-18.408	-38.374
-20.284	-41.003
-20.125	-41.844
-20.843	-43.736
-22.081	-45.734
-23.079	-47.522
-23.918	-48.679
-24.757	-49.938
-25.674	-50.778
-26.792	-51.619
-27.633	-52.042
-28.91	-52.357
-29.629	-52.566
-30.467	-52.566
-30.907	-52.464
-29.667	-48.781
-28.788	-46.259
-27.912	-43.421
-27.432	-42.159
-26.673	-39.636
-26.233	-38.164
-25.555	-36.061
-24.677	-32.592
-23.758	-29.333
-22.72	-27.02
-21.083	-23.655
-19.526	-20.081
-18.448	-17.978
-16.691	-14.404
-15.733	-12.091
-14.894	-9.6726
-12.937	-5.9928
-11.779	-3.6797
-9.9825	-0.63082
-8.3055	1.9976
-5.8697	5.2566
-4.033	8.2003
-2.6754	9.988
-1.118	11.775
0.71874	13.773
3.1145	16.086
5.5903	19.345
7.9063	23.235
8.9444	25.548
9.8628	27.02
10.821	28.492
11.979	30.91
13.017	33.118
14.415	35.746
16.092	38.69
17.21	40.792
19.087	44.262
20.165	46.575
21.003	48.256
22.52	50.463
23.838	52.148
25.036	53.621
27.033	55.72
27.79	56.352
28.43	56.983
29.428	57.508
30.188	57.615
29.588	53.936
29.149	51.517
28.43	48.15
27.711	45.525
26.314	41.213
25.794	39.636
24.597	36.587
23.998	35.22
22.72	32.276
20.324	25.863
18.687	21.658
17.409	18.083
16.292	15.245
15.533	13.142
13.935	9.2518
12.937	7.0439
12.059	5.2566
11.021	3.4694
8.8245	-0.21027
7.4668	-2.5232
6.1092	-4.5209
4.4722	-6.9389
2.6355	-9.3568
0.47917	-11.88
-0.15972	-12.826
-2.6754	-14.929
-4.1526	-16.506
-6.5486	-18.819
-7.5867	-19.976
-8.4651	-21.027
-9.9027	-23.13
-12.139	-27.44
-13.656	-30.384
-14.535	-31.856
-15.093	-32.802
-17.929	-37.323
-19.486	-39.741
-20.763	-41.739
-22.121	-43.736
-22.8	-44.894
-23.998	-46.468
-25.036	-47.625
-25.954	-48.15
-27.112	-48.781
-27.671	-48.888
-28.631	-49.306
-29.588	-49.52
-29.629	-49.413
-28.39	-44.052
-27.153	-40.372
-26.314	-37.848
-25.276	-35.22
-24.158	-32.697
-23.04	-30.068
-21.403	-25.232
-19.566	-21.027
-18.248	-17.978
-16.731	-14.614
-15.733	-12.301
-14.015	-9.0414
-12.259	-5.3621
-10.741	-1.6821
-9.2238	1.2616
-8.2255	2.8386
-7.1476	4.5209
-5.4704	6.3082
-3.3142	9.4622
-2.3958	10.619
-1.2378	11.775
1.0781	14.508
3.474	17.663
5.7899	20.606
8.0658	23.971
8.9045	25.548
11.22	29.648
13.097	33.748
14.694	36.692
16.411	39.426
17.929	42.264
19.366	44.787
20.604	46.784
23.239	50.992
26.634	54.777
28.39	56.668
29.268	57.931
30.267	58.771
32.344	59.719
33.183	60.137
33.939	60.346
34.62	60.346
35.217	60.453
36.096	60.453
36.695	60.346
37.335	60.346
38.133	60.346
38.494	60.244
39.37	60.244
40.051	60.346
40.569	60.244
41.168	60.346
41.448	60.346
41.686	60.346
41.847	60.244
41.768	57.299
41.608	55.511
41.128	52.673
40.368	49.413
39.731	47.1
38.811	44.367
37.813	41.844
36.017	37.007
34.699	33.853
33.221	30.594
32.065	28.281
30.985	26.389
29.868	24.181
28.71	21.868
26.355	17.137
24.956	14.404
23.639	11.775
22.6	9.988
21.522	8.0954
19.965	5.1517
19.126	3.89
18.248	2.5232
16.651	0.10513
15.093	-1.9976
13.337	-3.9951
12.019	-5.1517
10.302	-6.4131
8.1059	-8.6211
6.0693	-10.934
4.7917	-12.301
2.1562	-14.719
0.39929	-16.401
-0.99825	-17.453
-2.3559	-18.819
-3.953	-20.501
-5.3106	-21.763
-7.5867	-23.971
-8.9444	-25.232
-10.741	-27.125
-12.179	-28.807
-12.498	-29.122
-14.734	-32.066
-15.772	-33.748
-17.05	-36.166
-18.128	-38.059
-19.446	-40.372
-20.085	-41.633
-21.043	-43.841
-22.321	-46.05
-23.079	-47.207
-24.078	-48.572
-25.076	-49.938
-26.434	-51.201
-28.031	-51.833
-29.987	-52.357
-31.704	-52.882
-33.741	-53.514
-35.697	-54.146
-37.015	-54.564
-38.453	-54.879
-40.249	-55.195
-41.407	-55.302
-41.686	-55.404
-40.17	-48.363
-39.332	-45.943
-38.092	-41.949
-37.015	-38.374
-35.898	-35.115
-34.818	-32.066
-33.421	-28.702
-32.024	-25.338
-30.226	-21.132
-28.75	-18.188
-26.634	-13.983
-24.557	-9.988
-23.319	-7.4646
-22.161	-5.2566
-20.324	-2.4181
-18.927	-0.42054
-17.33	1.577
-15.173	3.89
-12.897	6.3082
-11.22	8.0954
-8.9842	9.8826
-7.2672	11.249
-4.5519	13.667
-3.3142	14.929
-1.4774	16.086
0	16.927
2.4757	18.714
3.7534	19.555
5.7099	21.027
7.5867	23.34
9.6632	26.389
10.941	28.492
12.019	29.859
13.616	32.276
15.173	34.589
16.092	36.166
17.17	37.533
18.687	39.531
20.125	41.633
21.323	43.316
22.081	44.262
23.599	45.837
24.078	46.366
25.436	48.047
26.634	49.622
27.551	50.778
29.388	52.78
30.665	54.039
32.065	55.511
33.343	56.983
34.3	57.824
35.497	58.771
36.855	59.505
38.014	60.346
38.892	60.662
39.929	61.084
40.968	61.187
40.968	58.247
40.729	55.195
40.368	53.621
39.891	51.201
39.012	48.465
36.855	43.105
35.377	39.426
34.58	37.323
33.183	33.328
31.626	28.492
30.427	25.022
29.708	23.025
28.471	19.871
25.916	13.773
24.717	11.354
23.319	8.5161
21.842	5.7824
20.245	2.8386
19.326	1.1565
17.489	-1.7873
14.375	-5.1517
12.259	-6.5185
10.462	-7.1493
8.3454	-8.6211
6.5085	-9.988
4.3124	-11.354
0.99825	-13.878
-1.1979	-15.455
-2.276	-15.98
-1.7968	-14.508
-4.7117	-16.927
-6.7881	-18.819
-8.2654	-20.291
-11.021	-23.13
-13.217	-25.758
-15.972	-29.753
-17.849	-32.802
-18.567	-33.959
-19.765	-35.746
-20.763	-37.218
-22.96	-40.056
-23.998	-41.213
-25.794	-43.211
-26.792	-44.157
-28.23	-45.734
-29.868	-47.416
-30.587	-48.256
-31.783	-49.306
-32.743	-49.938
-34.061	-50.676
-36.177	-51.726
-38.334	-52.78
-39.332	-52.882
-40.089	-52.882
-40.889	-52.989
-39.53	-47.416
-37.694	-42.685
-36.695	-39.741
-35.977	-37.848
-34.818	-33.959
-33.741	-30.91
-31.824	-26.179
-30.587	-22.919
-28.788	-18.924
-27.112	-15.665
-25.236	-11.354
-23.998	-9.0414
-21.363	-4.9413
-19.286	-1.4719
-18.008	0.21027
-16.651	1.8924
-15.054	3.9951
-13.536	5.6774
-11.5	7.0439
-10.102	8.2003
-6.7881	11.249
-4.6718	13.352
-2.875	15.245
-1.4375	16.191
0	17.137
2.3559	18.819
4.3124	20.396
5.2309	21.237
6.828	22.814
8.5451	24.601
10.621	27.651
11.3	28.702
12.658	30.384
13.217	30.594
14.495	32.487
15.213	33.538
15.692	34.379
16.531	35.851
17.29	37.218
18.048	38.585
19.446	40.582
21.482	43.526
22.441	44.787
23.12	45.734
24.317	46.993
25.596	48.572
27.511	50.778
28.509	51.935
29.947	53.514
31.067	54.777
31.984	55.618
33.541	56.877
34.379	57.406
35.657	58.349
36.497	58.562
37.653	59.296
38.773	59.612
39.809	59.928
40.528	60.03
41.247	60.346
40.808	56.774
39.969	52.464
39.37	50.569
38.252	47.309
37.734	45.943
36.777	43.211
35.578	40.056
34.379	36.797
32.784	32.592
31.626	29.648
30.267	26.284
27.95	19.976
26.513	16.612
25.514	14.614
24.158	11.986
22.92	10.198
21.482	7.78
19.326	4.3105
18.088	2.5232
16.172	-0.3154
14.934	-2.1027
13.337	-4.8363
9.9825	-6.9389
8.1857	-7.9904
5.8298	-9.6726
4.4323	-10.513
3.5537	-10.934
1.9965	-11.88
0.31943	-13.457
-0.35936	-14.299
-1.118	-15.139
-1.9166	-16.191
-2.9149	-16.927
-6.4686	-19.45
-8.9045	-22.709
-10.861	-24.812
-12.937	-26.809
-14.375	-28.281
-17.01	-31.12
-18.847	-32.907
-21.323	-35.746
-22.92	-37.848
-24.038	-39.32
-27.671	-43.736
-29.748	-46.682
-30.825	-47.838
-31.783	-48.781
-33.462	-49.835
-34.938	-50.676
-35.977	-51.41
-36.777	-51.726
-38.931	-52.357
-40.01	-52.989
-40.648	-53.091
-40.648	-53.091
-39.492	-47.416
-38.651	-44.996
-36.934	-40.372
-35.537	-36.482
-34.58	-33.433
-33.381	-30.174
-31.824	-25.653
-29.548	-20.606
-27.033	-14.824
-25.674	-11.986
-23.04	-7.885
-20.444	-3.6797
-17.649	0.94622
-16.411	2.6284
-14.495	4.9413
-13.377	6.2032
-11.42	7.9904
-9.3436	10.303
-7.7066	11.775
-6.1493	12.932
-3.8334	14.404
-1.717	15.77
0.75867	17.558
2.1163	18.714
5.1509	20.922
7.1074	22.919
8.9842	24.812
10.302	26.073
12.059	27.651
15.134	31.225
17.13	34.8
18.807	37.533
21.522	41.949
23	44.68
25.236	48.047
26.873	50.151
28.151	51.41
29.667	52.042
31.466	52.566
33.101	53.407
35.258	54.777
38.613	56.668
40.211	57.406
41.008	57.824
41.407	58.033
39.411	52.78
37.374	46.575
36.375	43.316
34.938	38.9
32.863	32.381
31.504	28.386
30.028	24.917
28.23	20.817
26.393	16.612
24.677	13.457
22.401	9.2518
20.364	5.8874
18.567	3.154
16.731	0.52566
14.255	-2.6284
12.139	-5.1517
10.142	-6.8339
8.2255	-8.3058
6.7081	-9.5672
4.033	-11.039
2.0364	-12.301
-0.71874	-14.088
-2.4357	-14.824
-4.0729	-16.191
-5.7899	-17.768
-7.5067	-19.45
-10.182	-22.184
-12.378	-24.707
-15.333	-28.071
-16.292	-29.333
-18.368	-31.856
-19.845	-33.433
-21.522	-35.851
-23.399	-38.69
-24.557	-40.267
-25.875	-41.844
-28.71	-44.787
-30.627	-46.366
-32.822	-48.363
-34.78	-49.52
-37.175	-51.201
-38.852	-52.148
-39.69	-52.464
-40.61	-52.673
-40.968	-52.042
-38.931	-45.525
-37.335	-40.898
-35.578	-35.746
-33.023	-28.702
-31.067	-23.971
-30.069	-21.447
-28.509	-18.083
-26.754	-14.404
-25.356	-11.67
-23.998	-8.9365
-21.482	-4.4157
-20.045	-2.1027
-17.809	0.63082
-16.092	2.6284
-14.135	4.9413
-11.101	7.5696
-9.064	9.6726
-7.6665	11.249
-6.1092	12.721
-3.9929	14.614
-2.4357	15.665
-1.6371	15.98
-0.5191	15.98
0.19965	15.455
0.23958	14.719
-0.35936	12.721
-1.0781	11.46
-1.9566	10.408
-3.1544	8.6211
-3.5138	8.0954
-4.4722	6.7285
-5.0711	5.8874
-6.1892	4.4157
-6.7483	3.6797
-6.9878	3.2592
