"Pujol 2002, No. 10-2-2.25N"	
28376	
0.034698213	0.077269702
-0.040738923	0.099556293
-0.020997099	0.077269702
0.018323157	0.099556293
0.043539676	0.054983111
0.049760073	0.077269702
0.049298165	0.077269702
0.017520151	0.077269702
0.002380445	0.054983111
0.005100273	0.077269702
0.024984546	0.077269702
0.033462862	0.121842862
-0.010821163	0.077269702
0.023719635	0.054983111
0.002181793	0.054983111
0.033441951	0.077269702
0.021142876	0.054983111
0.005682982	0.054983111
-0.031918378	0.032696542
-0.014776337	0.099556293
-0.028275724	0.054983111
-0.023716558	0.054983111
-0.01497499	0.099556293
0.000726511	0.054983111
-0.015976029	0.077269702
0.009084025	0.121842862
-0.180439278	-0.034163209
0.074721984	0.054983111
0.026078431	0.010409951
0.031780352	0.054983111
-0.018319098	0.010409951
-0.007265805	0.124628694
-0.005305664	0.080055534
-0.018343145	0.035482352
-0.036544543	0.102342103
0.005097502	0.146915285
-0.039263748	0.080055534
-0.030486523	0.057768943
-0.017064984	0.080055534
-0.042246828	0.057768943
-0.017725543	0.080055534
0.044396443	0.0742053
-0.001563921	0.11877846
-0.031182774	0.0742053
-0.052863061	0.051918709
-0.055582268	0.02963214
-0.030421958	0.007345549
-0.003919983	0.02963214
-0.045641006	0.096491891
-0.271874742	-0.059514203
-0.047643341	0.051918709
0.016963708	1.299967479
0.002881614	1.277680799
0.032820288	1.299967479
0.039360873	1.299967479
0.019981826	1.25539423
0.06114535	2.659448938
0.116904526	2.659448938
0.08506228	2.659448938
0.101566796	2.637162525
0.058624183	2.637162525
0.005485698	2.592589409
0.032023698	2.548016027
0.076242864	2.592589409
0.092384228	2.637162525
0.098065233	2.637162525
0.104361237	3.929784433
0.114439031	3.862924637
0.109580952	3.929784433
0.101521228	3.929784433
0.112421958	3.929784433
0.072524467	4.642955082
0.142224038	4.642955082
0.137061861	4.62066838
0.160921602	4.642955082
0.14181906	4.62066838
0.165643778	4.709814611
0.139162338	4.732101314
0.174882536	4.687527931
0.132138952	4.687527931
0.148280305	4.732101314
0.185416054	6.693320489
0.181076862	6.737893871
0.206556608	6.693320489
0.191316646	6.737893871
0.2280379	6.715607169
0.189855718	7.696216757
0.253675616	7.696216757
0.230155724	7.696216757
0.242178919	7.696216757
0.223197168	7.651643908
0.18933722	7.718503459
0.19805788	7.718503459
0.188356824	7.740790139
0.219077253	7.740790139
0.248995626	7.718503459
0.276116535	9.323137176
0.303599249	9.323137176
0.252078424	9.34542439
0.29019862	9.34542439
0.248058982	9.367710558
0.353999085	11.39579033
0.332218912	11.44036267
0.365418333	11.37350312
0.311078398	11.44036267
0.30446032	11.4180765
0.248360017	11.39579033
0.259281696	11.44036267
0.255099216	11.39579033
0.25661838	11.39579033
0.24098118	11.44036267
0.262178654	11.4180765
0.294078068	11.39579033
0.230599307	11.4180765
0.27361877	11.44036267
0.246540935	11.46264988
0.302204517	13.49072858
0.302865463	13.49072858
0.281063983	13.49072858
0.296644703	13.46844244
0.247303928	13.49072858
0.311806758	13.40158289
0.317302391	13.42386906
0.331144608	13.35700951
0.294642293	13.42386906
0.312963198	13.46844244
0.392405333	15.76396037
0.414162822	15.80853375
0.42582463	15.74167422
0.361626228	15.91996666
0.387867352	15.80853375
0.360064889	15.83081992
0.39250349	15.83081992
0.330324835	15.80853375
0.373202249	15.80853375
0.332845683	15.83081992
0.393625955	15.83081992
0.376021958	15.76396037
0.367123916	15.80853375
0.360441318	15.78624654
0.387462114	15.78624654
0.4416683	17.94804539
0.426606138	17.94804539
0.441008052	17.94804539
0.42612393	17.90347307
0.442065677	17.94804539
0.385766746	17.92575922
0.40690728	17.92575922
0.37824574	17.94804539
0.376705308	17.90347307
0.357149137	17.90347307
0.438465897	17.88118691
0.407745487	17.88118691
0.428105352	17.90347307
0.427302257	17.88118691
0.388506811	17.99261984
0.452447929	20.19898994
0.467190242	20.22127822
0.433288816	20.19898994
0.465990647	20.19898994
0.44776786	20.22127822
0.467205604	20.10984531
0.477466675	20.15441762
0.443046413	20.15441762
0.464009226	20.19898994
0.481486138	20.13213148
0.50745298	22.65051419
0.484111048	22.60594187
0.537512823	22.65051419
0.508809666	22.5836557
0.530830144	22.62822802
0.559910169	22.65051419
0.547567165	22.67280247
0.57316875	22.60594187
0.546885969	22.62822802
0.562247032	22.56136956
0.488471548	22.60594187
0.466670088	22.60594187
0.52465154	22.69508861
0.476590042	22.62822802
0.532690385	22.65051419
0.526085874	22.65051419
0.53970604	22.67280247
0.52924634	22.62822802
0.562147199	22.62822802
0.532825212	22.65051419
0.482207514	22.62822802
0.513105605	22.5836557
0.487228022	22.62822802
0.524886239	22.62822802
0.507367471	22.60594187
0.533307699	24.36658242
0.555627278	24.34429627
0.558347194	24.36658242
0.586049186	24.41115475
0.575148496	24.41115475
0.612486265	24.4334409
0.560966119	24.45572918
0.602047792	24.4334409
0.563466018	24.4334409
0.575168805	24.45572918
0.56704477	24.45572918
0.537701436	24.4334409
0.573662849	24.47801535
0.549802479	24.45572918
0.550903995	24.41115475
0.569790782	26.90725343
0.608713113	26.92953957
0.576331331	26.90725343
0.606532983	26.92953957
0.558351343	26.88496515
0.684006525	26.86267898
0.690028517	26.88496515
0.657767875	26.84039281
0.676648716	26.95182574
0.682806691	26.84039281
0.699487212	26.90725343
0.677146445	26.88496515
0.676847504	26.95182574
0.718326555	26.92953957
0.676109728	26.92953957
0.673499781	29.5147829
0.680259948	29.55935522
0.69549987	29.5147829
0.700179899	29.49249673
0.705881803	29.53706905
0.665143321	29.4479223
0.619061689	29.5147829
0.629422753	29.49249673
0.623522141	29.4479223
0.623222522	29.5147829
0.744917774	29.5147829
0.699078383	29.53706905
0.75711841	29.47021059
0.736935588	29.53706905
0.758339072	29.53706905
0.774892866	29.47021059
0.756314717	29.5816435
0.790955793	29.49249673
0.741615618	29.5147829
0.734855371	29.47021059
0.678435339	29.47021059
0.698794844	29.49249673
0.712195393	29.47021059
0.73691476	29.49249673
0.762493282	29.5147829
0.735593865	29.49249673
0.800272679	29.49249673
0.758274831	29.53706905
0.79335562	29.53706905
0.74301392	29.53706905
0.72071529	29.60392967
0.688916067	29.55935522
0.685535625	29.53706905
0.710596227	29.5816435
0.678477554	29.55935522
0.77397713	31.16399053
0.750456959	31.16399053
0.798817237	31.16399053
0.778997518	31.16399053
0.849435214	31.1862767
0.876130415	33.8383806
0.815910178	33.90523909
0.842569947	33.8383806
0.852688451	33.86066677
0.841390463	33.86066677
0.882080266	33.8383806
0.850840939	33.86066677
0.876099532	33.90523909
0.890999654	33.8383806
0.89430205	33.8383806
0.930521624	35.82188701
0.937041425	35.7773147
0.91592132	35.82188701
0.919700776	35.71045408
0.955362449	35.82188701
0.995119917	38.29569529
1.006701124	38.34027184
0.977379377	38.36255589
1.03095947	38.36255589
0.973338727	38.34027184
1.017189195	38.29569529
1.05937035	38.36255589
1.022627829	38.34027184
1.035850897	38.36255589
1.000749199	38.31798358
1.075906906	40.2123432
1.115028187	40.23463148
1.088788659	40.2123432
1.115490085	40.23463148
1.088469049	40.23463148
1.060942703	40.2792038
1.056703663	40.25691552
1.070644158	40.25691552
1.04626507	40.25691552
1.098864388	40.2792038
1.145178206	40.2792038
1.196379541	40.2792038
1.162356137	40.2792038
1.180238088	40.23463148
1.13545688	40.25691552
1.216557176	42.28499635
1.171555873	42.26270807
1.193235394	42.28499635
1.190813462	42.32956869
1.18299567	42.28499635
1.275603355	42.24042404
1.28058057	42.28499635
1.274863824	42.35185695
1.260959479	42.28499635
1.229323134	42.30728041
1.328859769	44.75880464
1.354680572	44.7365206
1.310417444	44.7365206
1.356277743	44.75880464
1.308216166	44.69194829
1.457575624	44.78109292
1.420974433	44.78109292
1.477694045	44.71423232
1.394273885	44.75880464
1.436094013	44.75880464
1.463240818	44.7365206
1.456643847	44.75880464
1.441922004	44.78109292
1.469263208	44.75880464
1.459023404	44.75880464
1.464242182	44.75880464
1.440921598	44.75880464
1.477720699	44.75880464
1.455699462	44.71423232
1.474340735	44.7365206
1.485801042	44.8033812
1.469879604	44.8033812
1.49222069	44.82566523
1.501559362	44.7365206
1.51466137	44.78109292
1.507460293	44.78109292
1.531101046	44.75880464
1.484580699	44.7365206
1.508043172	44.75880464
1.458362478	44.75880464
1.425645285	44.87023755
1.416042945	44.95938645
1.440444218	44.87023755
1.429281256	44.87023755
1.432583173	44.87023755
1.425723013	44.89252583
1.438583857	44.84795351
1.418962926	44.84795351
1.448823661	44.84795351
1.426362712	44.84795351
1.496438742	44.8033812
1.503782027	44.82566523
1.502197465	44.82566523
1.528699783	44.84795351
1.490118368	44.84795351
1.448937939	44.8033812
1.463517254	44.75880464
1.461976743	44.71423232
1.445018828	44.75880464
1.448498864	44.71423232
1.494900146	44.62508767
1.49191728	44.60279939
1.499239498	44.58051535
1.484716523	44.60279939
1.511218362	44.62508767
1.551216435	47.74520943
1.606315732	47.74520943
1.568856503	47.74520943
1.61133628	47.74520943
1.562137594	47.78978176
1.582771381	47.41091067
1.592792366	47.36633836
1.600312015	47.34405007
1.568611988	47.36633836
1.596292832	47.36633836
1.656643626	49.79557432
1.664306122	49.79557432
1.658284689	49.77328604
1.665725493	49.86243492
1.657204001	49.86243492
1.739619125	51.73450626
1.747416328	51.73450626
1.745860335	51.80136688
1.754276488	51.71222223
1.756399878	51.73450626
1.726070701	51.02133643
1.754391404	50.97676412
1.723351823	50.99904815
1.75698978	51.02133643
1.743029095	50.97676412
1.728907049	50.73160999
1.713966067	50.70932596
1.704528759	50.73160999
1.729227058	50.70932596
1.707908883	50.75389827
1.825580841	53.82944772
1.811903775	53.82944772
1.838000217	53.82944772
1.811903775	53.82944772
1.833980874	53.85173175
1.840471228	53.18313422
1.847474553	53.18313422
1.816193809	53.11627362
1.828513431	53.18313422
1.8374325	53.18313422
1.831071746	53.00484071
1.855471263	53.04941727
1.849769519	53.00484071
1.837292367	53.02712899
