"Wehbe et al. 1998,Specimen B1"	
-77.25410254	-209.20438
-76.6953	-202.83516
-75.15859746	-189.85175
-73.7616	-179.80798
-72.64399746	-170.49912
-71.5264	-162.90505
-70.82790254	-156.7808
-70.40880254	-153.35122
-69.71029746	-148.45182
-68.87209746	-142.32757
-67.7545	-133.75362
-66.77659746	-125.66961
-65.37959746	-115.38087
-64.4017	-108.27674
-63.4238	-102.15249
-62.72530254	-96.02824
-61.3283	-87.45429
-59.79160254	-77.41052
-58.11520254	-66.63184
-56.9976	-59.28274
-56.01969746	-53.8934
-55.3212	-48.994
-54.20360254	-42.86975
-53.36540254	-38.21532
-52.24779746	-31.8461
-50.99049746	-25.96682
-50.0126	-20.08754
-49.31409746	-16.41299
-48.0568	-9.30886
-46.3804	-1.95976
-45.1231	4.40946
-43.7261	10.28874
-42.3291	15.43311
-41.4909	18.61772
-40.6527	21.06742
-39.6748	25.96682
-38.6969	27.92658
-37.4396	32.82598
-35.9029	38.46029
-34.0868	43.60466
-33.10889746	45.56442
-31.7119	49.97388
-30.5943	53.64843
-29.05760254	57.07801
-27.5209	62.71232
-26.1239	65.65196
-24.72690025	69.57148
-23.32990025	73.00106
-21.37409949	78.14543
-19.2786	83.04483
-17.0434	87.45429
-16.20520025	88.92411
-14.10969924	94.55842
-12.71270051	97.74303
-11.176	100.19273
-9.220200254	105.3371
-7.543799746	108.52171
-5.867400254	111.46135
-4.8895	112.6862
-3.632200254	115.62584
-1.5367	120.52524
0.1397	123.70985
1.2573	124.44476
2.514599975	128.11931
4.0513	130.81398
5.0292	132.03883
6.426199746	135.46841
8.102600254	139.14296
9.778999746	141.83763
10.61719949	144.04236
11.73480025	146.49206
12.9921	148.45182
13.83029975	150.16661
14.8082	152.12637
15.6464	154.08613
16.76399924	156.7808
17.8816	159.47547
19.41830051	163.15002
20.39619924	164.37487
21.37409949	166.5796
22.49170025	170.49912
23.749	173.43876
24.58719975	175.39852
25.4254	177.84822
26.6827	181.2778
28.0797	185.19732
28.7782	186.42217
29.4767	188.13696
30.3149	191.32157
31.5722	195.48606
32.5501	196.95588
32.9692	199.40558
34.5059	204.30498
36.0426	208.95941
37.2999	212.14402
38.8366	218.0233
40.9321	224.14755
42.3291	228.06707
43.4467	231.00671
44.9834	235.41617
46.2407	239.82563
47.0789	241.29545
48.1965	243.99012
48.7553	245.94988
49.73319746	248.88952
50.7111	252.56407
51.82869746	255.74868
53.2257	259.6682
54.76239746	264.5676
56.01969746	267.0173
57.5564	272.40664
59.51219746	277.30604
60.9092	280.98059
62.44589746	285.14508
64.262	289.0646
65.5193	291.75927
66.9163	296.4137
68.5927	299.35334
69.71029746	302.29298
70.54849746	304.00777
71.5264	305.96753
73.3425	311.35687
74.73949746	314.05154
75.438	315.27639
76.2762	316.99118
76.6953	316.74621
77.81289746	320.17579
78.7908	322.62549
80.0481	325.8101
80.8863	325.56513
81.58479746	327.52489
82.84209746	330.95447
83.9597	332.66926
84.65819746	332.66926
85.35670254	334.62902
86.19490254	336.58878
86.8934	337.07872
87.45220254	337.56866
88.70950254	340.99824
89.408	341.48818
89.68739746	339.77339
90.10649746	340.99824
90.52559746	342.46806
90.94469746	341.24321
91.2241	343.44794
91.6432	342.958
91.78289746	341.48818
91.9226	341.73315
92.0623	327.27992
92.0623	327.27992
92.0623	327.27992
92.0623	327.27992
91.6432	322.87046
90.38590254	308.17226
89.12860254	293.964
87.87130254	279.2658
86.8934	272.65161
85.77580254	262.1179
84.3788	250.35934
82.7024	237.13096
81.3054	225.3724
80.0481	215.81857
79.07019746	208.95941
77.81289746	198.67067
75.8571	182.50265
73.90129746	167.31451
71.9455	153.35122
70.82790254	145.51218
69.85	138.40805
68.5927	129.8341
67.47510254	121.50512
65.5193	108.76668
63.56350254	96.51818
62.72530254	91.12884
61.3283	81.81998
59.93129746	74.22591
57.8358	61.97741
55.60059746	48.994
53.78450254	39.93011
52.66689746	33.31592
51.1302	25.96682
49.0347	15.67808
46.9392	6.36922
45.5422	0.48994
43.8658	-5.87928
41.7703	-13.96329
39.5351	-21.55736
37.0205	-29.3964
34.5059	-36.99047
32.27069746	-42.62478
29.7561	-50.70879
27.38119746	-56.83304
24.44749949	-64.67208
23.05049924	-67.85669
20.67560025	-73.491
18.58009924	-78.3904
15.6464	-85.24956
13.83029975	-89.16908
11.45540025	-94.80339
8.5217	-100.92764
4.8895	-107.7868
1.6764	-114.40099
-1.5367	-121.01518
-3.9116	-123.70985
-5.4483	-126.15955
-6.2865	-127.62937
-7.4041	-130.56901
-9.6393	-133.99859
-10.7569	-136.69326
-11.8745	-138.16308
-13.4112	-142.0826
-14.66849975	-144.04236
-16.34489924	-148.20685
-17.32279949	-149.92164
-18.58009924	-152.37134
-20.81529924	-157.76068
-22.49170025	-160.70032
-23.749	-163.88493
-25.00629975	-166.82457
-25.9842	-168.04942
-27.1018	-171.96894
-28.3591	-175.39852
-29.8958	-180.29792
-31.4325	-184.46241
-33.2486	-190.09672
-34.5059	-193.5263
-36.74109746	-200.63043
-38.4175	-206.01977
-39.8145	-210.18426
-40.79239746	-212.63396
-41.63059746	-215.81857
-42.8879	-219.24815
-43.4467	-220.71797
-45.1231	-228.06707
-46.9392	-231.74162
-47.9171	-235.90611
-49.5935	-241.29545
-50.99049746	-245.70491
-53.2257	-253.54395
-55.3212	-258.93329
-57.9755	-267.26227
-59.79160254	-271.9167
-62.5856	-280.73562
-64.12229746	-283.18532
-65.9384	-288.57466
-67.61479746	-293.22909
-69.15150254	-296.65867
-70.2691	-299.10837
-72.50430254	-306.94741
-74.4601	-309.39711
-76.13649746	-314.29651
-78.3717	-319.93082
-80.18780254	-322.62549
-81.7245	-326.05507
-82.9818	-328.50477
-84.51849746	-331.19944
-84.7979	-328.99471
-85.35670254	-332.17932
-86.19490254	-332.66926
-86.61400254	-334.13908
-87.59189746	-336.83375
-88.29040254	-337.07872
-89.12860254	-338.30357
-89.26829746	-337.56866
-89.54770254	-336.83375
-89.68739746	-337.81363
-90.10649746	-338.79351
-90.2462	-338.54854
-90.6653	-338.79351
-90.805	-338.54854
-90.805	-337.81363
-90.94469746	-337.56866
-90.805	-336.83375
-90.94469746	-325.56513
-90.94469746	-325.32016
-90.94469746	-325.32016
-90.94469746	-325.32016
-90.805	-323.3604
-90.10649746	-316.74621
-89.54770254	-310.62196
-88.9889	-304.49771
-88.01099746	-293.964
-86.8934	-282.69538
-85.6361	-271.9167
-84.09939746	-257.46347
-83.4009	-251.82916
-82.1436	-240.80551
-80.74659746	-229.53689
-79.629	-220.96294
-79.2099	-216.55348
-78.09230254	-207.97953
-76.83500254	-197.69079
-75.57769746	-187.15708
-74.1807	-177.60325
-72.7837	-165.59972
-70.54849746	-148.45182
-69.15150254	-138.16308
-67.19569746	-123.95482
-64.6811	-106.56195
-63.14440254	-96.02824
-62.1665	-89.16908
-61.04890254	-82.79986
-59.93129746	-75.45076
-58.53430254	-66.1419
-57.1373	-56.83304
-55.7403	-49.72891
-54.62270254	-42.37981
-52.66689746	-32.09107
-51.9684	-28.90646
-51.68900254	-26.9467
-50.99049746	-23.51712
-50.57139746	-22.0473
-50.0126	-18.61772
-49.0347	-13.47335
-48.4759	-11.02365
-48.3362	-11.26862
-48.1965	-10.28874
-47.9171	-9.06389
-47.6377	-7.3491
-47.6377	-7.83904
-47.2186	-5.87928
-47.0789	-4.8994
-46.9392	-4.16449
-46.7995	-4.40946
-46.6598	-3.91952
-46.6598	-3.18461
-46.6598	-3.67455
-46.52009746	-3.91952
-46.52009746	-3.18461
-46.2407	-8.81892
-46.2407	-8.81892
-46.2407	-8.81892
-46.2407	-8.81892
-46.2407	-8.81892
-46.2407	-8.81892
-46.2407	-8.81892
-46.2407	-9.06389
-46.2407	-8.81892
-45.68189746	-2.4497
-44.9834	3.42958
-44.4246	6.85916
-43.5864	11.51359
-42.6085	15.18814
-41.7703	18.61772
-41.0718	21.06742
-40.0939	24.98694
-39.5351	26.45676
-38.4175	30.62125
-36.74109746	35.76562
-35.4838	39.68514
-34.0868	43.84963
-33.10889746	46.29933
-31.85159746	49.97388
-30.0355	55.11825
-28.63849746	59.28274
-27.1018	63.20226
-26.4033	65.40699
-25.14600025	69.08154
-23.05049924	74.47088
-21.09470025	79.37028
-18.16099924	86.47441
-15.92579924	91.86375
-13.4112	97.00812
-9.499600254	106.07201
-7.264400254	109.50159
-5.588	113.17614
-3.7719	116.60572
-2.095499898	120.0353
0.4191	124.68973
2.6543	128.85422
4.190999746	131.79386
6.007099746	134.97847
7.543799746	137.67314
8.661399746	139.6329
10.89659975	143.30745
13.27149949	148.94176
14.66849975	149.92164
16.06549975	153.35122
17.4625	156.29086
19.13889949	160.21038
21.65350051	165.59972
23.749	168.78433
24.72690025	170.00918
26.543	175.88846
28.4988	179.31804
30.5943	186.1772
33.3883	192.79139
36.32199746	201.61031
39.116	209.20438
41.91	217.28839
44.84369746	225.61737
46.2407	228.31204
48.0568	233.70138
49.31409746	237.13096
50.57139746	242.03036
53.08599746	249.37946
55.7403	257.2185
58.11520254	263.58772
60.35039746	267.99718
62.5856	275.10131
64.96049746	281.7155
66.9163	285.63502
68.87209746	291.02436
70.82790254	295.92376
72.50430254	300.08825
74.1807	304.98765
76.41590254	308.6622
78.65109746	315.27639
80.74659746	318.461
83.26119746	325.32016
85.6361	329.72962
88.29040254	334.62902
89.68739746	336.83375
91.9226	340.99824
93.3196	342.46806
94.85629746	345.16273
95.8342	344.42782
96.81210254	347.61243
97.9297	347.8574
98.48850254	348.34734
99.04729746	348.34734
99.6061	349.81716
100.3045975	349.81716
100.7236975	350.79704
101.2825	351.28698
101.7016051	351.28698
101.8413	350.06213
102.1207051	350.3071
102.1207051	349.81716
102.4000975	336.34381
102.4000975	336.34381
102.4000975	336.09884
102.4000975	336.58878
102.9589051	342.71303
103.5177	346.87752
104.775	353.98165
105.8926025	356.67632
106.7308025	357.16626
107.9881025	359.61596
108.966	360.1059
110.0836025	361.82069
111.2011949	363.04554
112.0393949	362.5556
112.7378975	363.53548
114.1348949	366.47512
115.1128025	366.47512
116.3701025	367.94494
117.4877051	369.41476
118.0465	367.94494
118.6052975	368.43488
119.1641051	368.43488
119.5832051	367.455
119.8625975	367.94494
120.0023051	350.55207
120.0023051	350.79704
120.0023051	350.3071
120.0023051	350.55207
120.2816975	353.73668
121.1198975	361.33075
121.6787051	365.98518
122.5169051	368.43488
123.4948	371.37452
124.0535949	370.88458
124.333	370.14967
124.6124025	371.37452
125.0315025	371.37452
125.3108949	371.86446
125.7299949	372.3544
126.2888025	373.33428
126.7079025	373.33428
127.1270025	373.33428
127.5461025	374.31416
127.8254949	373.33428
128.1048975	374.8041
128.6636949	375.78398
128.9430975	374.8041
129.3621975	375.29404
129.7812975	375.78398
130.2003975	376.27392
130.6194975	376.27392
131.1782949	377.74374
131.5973949	377.2538
132.2958975	379.21356
132.9944025	379.7035
133.4135025	379.21356
133.8326025	378.72362
134.1119924	378.47865
134.5311051	378.72362
134.8104975	378.72362
135.0899	379.21356
135.3693051	378.72362
135.509	378.23368
135.9281	379.7035
136.2075051	379.45853
136.4868975	379.21356
136.6266051	378.72362
136.7663	379.21356
137.3250975	379.94847
138.0236	357.6562
138.0236	357.6562
137.8839051	357.41123
138.0236	357.6562
137.3250975	349.81716
136.4868975	341.48818
135.7884051	333.1592
134.5311051	318.95094
133.1340975	308.17226
130.8989025	289.30957
127.8254949	265.79245
126.7079025	257.70844
125.5903	248.88952
124.4726949	242.03036
121.5389949	219.24815
118.6052975	198.91564
115.8112924	179.07307
113.5760975	166.08966
111.4805975	151.39146
109.5247949	138.40805
107.9881025	130.07907
106.0323	117.09566
104.0764949	105.82704
103.0986	100.19273
99.6061	81.81998
97.37089746	70.30639
94.5769	56.83304
92.62109746	47.52418
88.9889	30.86622
85.217	14.6982
81.58479746	0.73491
78.93050254	-8.32898
75.8571	-18.37275
72.08520254	-28.66149
70.54849746	-32.33604
68.1736	-38.70526
64.8208	-46.05436
62.02679746	-52.17861
59.2328	-58.7928
56.1594	-63.6922
51.82869746	-73.491
48.3362	-80.59513
46.10099746	-82.55489
42.7482	-90.6389
37.2999	-100.92764
31.4325	-109.01165
27.80029746	-114.40099
25.00629975	-118.07554
21.9329	-122.72997
19.97709949	-124.68973
18.30069975	-125.91458
16.20520025	-130.32404
12.573	-135.71338
8.5217	-142.0826
4.8895	-145.26721
2.374900076	-149.4317
0.1397	-151.39146
-2.794	-155.55595
-5.867400254	-159.72044
-7.683500254	-161.6802
-10.7569	-166.5796
-13.83029975	-170.25415
-15.6464	-172.70385
-18.16099924	-176.62337
-19.97709949	-179.07307
-22.63139924	-183.97247
-25.14600025	-186.66714
-27.6606	-191.56654
-31.5722	-198.4257
-34.3662	-204.30498
-38.1381	-212.87893
-41.21149746	-219.24815
-43.0276	-222.9227
-45.5422	-229.29192
-47.7774	-234.68126
-49.4538	-236.88599
-52.24779746	-244.97
-54.62270254	-249.8694
-55.88	-251.09425
-57.1373	-255.50371
-59.09309746	-260.89305
-61.3283	-267.0173
-64.6811	-273.87646
-66.3575	-275.34628
-68.03389746	-281.96047
-69.85	-285.14508
-71.80579746	-290.04448
-74.4601	-295.43382
-76.2762	-298.12849
-77.67320254	-300.57819
-78.65109746	-302.04801
-80.32749746	-305.96753
-81.7245	-309.39711
-83.4009	-312.09178
-85.07729746	-315.03142
-86.33459746	-316.99118
-86.8934	-317.23615
-88.1507	-320.9107
-89.26829746	-322.13555
-90.2462	-323.85034
-91.78289746	-327.03495
-92.3417	-327.27992
-94.29750254	-331.68938
-95.4151	-331.93435
-96.6724	-335.11896
-97.5106	-335.6089
-99.04729746	-339.28345
-100.1649	-339.77339
-101.0031	-340.26333
-101.5618975	-340.5083
-102.4000975	-341.73315
-102.9589051	-342.46806
-103.7971051	-343.93788
-104.4955949	-345.16273
-105.7528949	-347.12249
-106.4514	-347.8574
-107.4292949	-349.57219
-108.8263025	-352.02189
-110.0836025	-353.00177
-110.9218025	-352.7568
-111.4805975	-352.51183
-112.1791025	-353.73668
-112.4584949	-352.7568
-112.7378975	-353.00177
-113.0173025	-353.24674
-113.5760975	-353.98165
-113.7157949	-353.73668
-113.9951975	-337.56866
-113.9951975	-337.56866
-113.8555025	-337.32369
-113.8555025	-337.32369
-114.4142975	-342.22309
-114.8333975	-346.14261
-115.2524975	-349.08225
-115.6715975	-351.53195
-116.3701025	-354.71656
-116.9288975	-356.43135
-117.3479975	-357.16626
-117.7670975	-356.92129
-118.0465	-358.14614
-118.7450051	-359.37099
-119.3038	-359.61596
-119.5832051	-359.61596
-119.8625975	-359.37099
-120.2816975	-360.1059
-120.2816975	-359.86093
-120.8405051	-361.82069
-121.6787051	-363.78045
-122.2375	-364.02542
-122.5169051	-362.5556
-122.7962949	-363.29051
-123.3551025	-364.76033
-123.9139	-365.25027
-124.4726949	-365.49524
-124.7521	-365.49524
-125.1712	-366.23015
-125.5903	-366.47512
-126.0094	-366.72009
-126.5681949	-367.455
-126.8476	-366.47512
-127.6858	-369.16979
-128.1048975	-368.92482
-128.6636949	-369.41476
-128.9430975	-368.92482
-129.3621975	-368.92482
-129.7812975	-369.41476
-130.0607025	-369.9047
-130.6194975	-370.63961
-131.3180025	-371.12955
-131.8767975	-372.3544
-132.2958975	-372.10943
-132.8546924	-372.10943
-133.1340975	-371.37452
-133.4135025	-371.37452
-133.6928924	-371.61949
-133.9722975	-371.37452
-134.2517	-371.12955
-134.5311051	-371.86446
-134.8104975	-371.86446
-135.0899	-371.86446
-135.6486975	-373.82422
-136.2075051	-373.33428
-136.2075051	-372.10943
-136.4868975	-371.86446
-136.6266051	-351.04201
-136.7663	-351.04201
-136.7663	-351.04201
-136.6266051	-351.04201
-136.2075051	-345.65267
-135.7884051	-341.48818
-135.0899	-334.13908
-133.9722975	-324.34028
-132.7149975	-312.58172
-132.0164949	-306.2125
-130.3400949	-291.75927
-128.9430975	-279.75574
-127.5461025	-268.48712
-126.1490949	-258.19838
-125.0315025	-248.88952
-123.7742025	-239.58066
-121.9580949	-225.3724
-120.0023051	-211.40911
-118.0465	-196.95588
-116.3701025	-185.44229
-114.4142975	-170.98906
-111.8996975	-153.84116
-109.5247949	-138.16308
-107.2896	-124.68973
-106.3117025	-119.05542
-105.4735051	-114.15602
-104.3559	-105.82704
-102.6795	-95.78327
-100.8634	-85.7395
-98.7679	-73.98094
-97.5106	-67.85669
-95.4151	-56.58807
-92.3417	-41.6449
-90.38590254	-32.33604
-87.59189746	-20.08754
-84.65819746	-8.81892
-82.5627	0
-79.07019746	12.49347
-76.97469746	17.39287
-74.32039746	25.96682
-71.66610254	31.8461
-69.85	35.76562
-67.89420254	40.66502
-65.37959746	46.5443
-63.4238	50.46382
-61.04890254	55.85316
-58.3946	60.75256
-56.1594	66.63184
-54.483	69.08154
-51.82869746	75.69573
-49.5935	79.86022
-47.2186	83.77974
-45.1231	87.69926
-43.0276	92.10872
-40.513	96.02824
-38.1381	100.92764
-35.7632	104.84716
-33.2486	108.52171
-30.4546	112.6862
-27.94	117.09566
-26.1239	118.81045
-25.14600025	119.54536
-24.1681	121.50512
-22.77109975	122.97494
-21.09470025	124.9347
-18.99920076	129.58913
-16.34489924	133.75362
-14.10969924	135.22344
-12.9921	136.93823
-10.89659975	139.6329
-8.5217	143.30745
-6.565900254	145.51218
-4.749800254	148.20685
-2.095499898	151.8814
0.9779	154.57607
2.9337	157.27074
4.8895	159.96541
6.7056	162.66008
9.080499746	165.59972
11.59509975	168.53936
14.10969924	171.72397
15.50669949	171.479
17.18310051	175.39852
19.13889949	177.84822
22.21229949	181.76774
24.1681	183.23756
26.9621	188.6269
29.7561	191.56654
31.7119	194.75115
34.3662	198.4257
37.4396	203.3251
38.9763	205.28486
41.21149746	208.2245
43.0276	211.65408
45.4025	215.5736
47.9171	219.00318
49.73319746	221.94282
51.9684	226.59725
54.62270254	231.74162
56.5785	234.68126
58.8137	238.35581
60.62980254	242.03036
61.88710254	243.50018
63.4238	246.92976
64.8208	249.8694
65.9384	250.60431
66.9163	252.80904
67.7545	253.78892
68.5927	255.25874
69.0118	255.50371
69.71029746	257.2185
71.1073	260.64808
71.9455	261.62796
73.06309746	264.07766
74.4601	267.50724
75.99680254	271.42676
77.67320254	274.12143
79.34960254	276.8161
81.16569746	280.24568
82.7024	282.94035
83.9597	284.41017
84.93759746	285.63502
86.19490254	289.0646
87.87130254	292.00424
88.9889	292.98412
90.38590254	295.92376
91.6432	298.61843
93.7387	302.29298
95.55480254	304.98765
96.39300254	306.2125
97.9297	309.15214
99.04729746	310.13202
100.3045975	312.58172
101.9809975	315.03142
102.8191975	315.27639
104.4955949	319.93082
106.0323	321.64561
107.1499025	323.3604
107.8483949	322.13555
108.2674949	322.87046
108.8263025	323.11543
109.1056949	323.3604
109.3851	323.60537
110.0836025	326.05507
110.6423975	326.78998
111.3409025	328.2598
111.8996975	328.2598
112.5982025	330.21956
113.5760975	332.17932
114.6937025	333.64914
115.2524975	333.1592
116.0906975	335.11896
117.3479975	337.81363
118.0465	338.0586
119.0243975	339.52842
120.2816975	341.48818
121.6787051	343.93788
122.6566	343.93788
123.6344949	345.4077
124.4726949	346.38758
125.7299949	348.83728
126.4285	348.34734
127.1270025	349.08225
127.9652025	351.04201
129.0827949	352.26686
129.3621975	351.28698
130.0607025	353.73668
131.1782949	354.71656
131.8767975	355.45147
132.7149975	356.18638
133.2737924	356.92129
134.5311051	359.12602
135.3693051	358.88105
135.9281	359.12602
136.4868975	359.12602
136.7663	358.63608
136.9059975	358.14614
137.1854	358.14614
137.3250975	358.63608
137.6045	358.14614
137.7441975	358.14614
137.8839051	342.46806
137.8839051	342.46806
137.8839051	342.46806
137.8839051	342.46806
137.6045	339.52842
137.3250975	335.85387
136.9059975	331.68938
136.2075051	323.85034
135.0899	313.07166
134.5311051	307.19238
133.4135025	296.90364
132.5753025	290.04448
131.4576975	281.7155
130.4798025	274.85634
129.7812975	268.48712
128.8034025	261.87293
127.4063949	252.07413
126.2888025	243.74515
124.8917949	234.68126
124.1933025	228.80198
123.2153949	221.94282
121.1198975	207.48959
118.8847	192.54642
116.6495051	177.35828
114.8333975	166.5796
113.0173025	154.82104
110.6423975	140.36781
108.966	130.81398
108.4072025	128.36428
107.1499025	120.52524
105.1941	109.74656
103.0986	97.49806
101.0031	86.71938
99.46639746	79.37028
97.5106	69.81645
95.69449746	60.50759
93.04019746	48.994
90.38590254	37.23544
87.7316	25.96682
85.49639746	17.1479
83.26119746	9.30886
80.4672	-0.48994
79.07019746	-4.65443
77.1144	-11.26862
74.4601	-18.61772
72.3646	-23.51712
70.2691	-28.41652
68.31330254	-31.60113
65.2399	-39.44017
62.30620254	-45.31945
61.18859746	-47.27921
57.9755	-54.62831
55.18149746	-59.52771
54.0639	-61.97741
51.82869746	-66.1419
49.4538	-71.0413
48.0568	-72.26615
46.6598	-75.69573
44.1452	-80.8401
42.46879746	-83.53477
39.9542	-88.1892
37.2999	-92.84363
35.3441	-95.5383
32.5501	-100.4377
29.7561	-104.84716
27.94	-105.82704
25.5651	-111.70632
22.63139924	-114.89093
21.09470025	-116.36075
20.1168	-117.83057
17.8816	-121.75009
16.06549975	-123.70985
13.55090051	-127.3844
11.8745	-129.34416
10.7569	-129.8341
9.080499746	-132.77374
7.4041	-135.22344
5.1689	-138.16308
3.9116	-139.14296
2.9337	-139.87787
1.2573	-142.81751
-0.1397	-144.28733
-1.2573	-145.51218
-2.2352	-145.75715
-3.9116	-149.4317
-6.2865	-152.86128
-9.499600254	-157.27074
-12.15390025	-159.47547
-13.27149949	-159.96541
-14.94790051	-163.63996
-17.74189949	-166.5796
-19.41830051	-167.06954
-22.352	-172.94882
-25.28569924	-176.86834
-27.80029746	-179.31804
-29.05760254	-181.2778
-32.68979746	-186.91211
-35.9029	-190.83163
-37.719	-193.03636
-39.3954	-195.24109
-39.9542	-195.48606
-42.46879746	-201.12037
-45.4025	-206.01977
-46.2407	-204.30498
-47.7774	-208.95941
-50.7111	-215.08366
-52.94630254	-217.53336
-55.3212	-224.88246
-58.3946	-228.80198
-61.18859746	-234.43629
-62.30620254	-234.92623
-63.0047	-235.66114
-64.8208	-240.0706
-65.9384	-243.01024
-66.9163	-244.48006
-67.47510254	-244.23509
-67.89420254	-245.21497
-68.5927	-246.92976
-69.85	-250.60431
-70.82790254	-252.3191
-72.08520254	-254.27886
-72.92340254	-256.23862
-74.041	-258.19838
-75.0189	-259.91317
-76.2762	-263.09778
-77.9526	-266.77233
-79.48929746	-268.73209
-80.4672	-271.18179
-82.1436	-273.87646
-83.68029746	-277.30604
-85.07729746	-279.02083
-86.33459746	-281.96047
-87.45220254	-284.1652
-88.5698	-284.90011
-89.26829746	-286.36993
-90.38590254	-288.32969
-91.2241	-290.53442
-92.62109746	-293.964
-94.5769	-297.14861
-95.69449746	-298.12849
-96.11359746	-297.39358
-97.5106	-301.06813
-98.90760254	-304.25274
-100.3045975	-306.2125
-101.0031	-306.94741
-102.2604	-309.64208
-102.9589051	-308.90717
-103.5177	-309.39711
-103.7971051	-309.88705
-104.6353051	-312.58172
-106.0323	-315.27639
-107.2896	-317.97106
-107.9881025	-316.99118
-108.8263025	-319.19591
-109.6645025	-321.64561
-111.8996975	-325.8101
-113.1569975	-327.03495
-114.1348949	-328.01483
-115.5319025	-330.7095
-116.0906975	-329.48465
-116.7892	-330.95447
-117.7670975	-334.13908
-119.7229	-337.81363
-121.8184	-340.01836
-122.7962949	-341.24321
-124.4726949	-343.93788
-126.0094	-345.4077
-126.7079025	-344.91776
-127.8254949	-347.36746
-129.0827949	-349.08225
-130.3400949	-350.3071
-131.1782949	-350.55207
-132.4355924	-352.51183
-132.8546924	-351.04201
-133.1340975	-350.79704
-133.5531975	-351.77692
-133.9722975	-351.53195
-134.2517	-351.53195
-134.5311051	-351.28698
-134.8104975	-353.00177
-135.6486975	-354.47159
-135.9281	-353.49171
-136.2075051	-353.98165
-136.3472	-353.73668
-136.4868975	-352.7568
-136.9059975	-335.85387
-136.7663	-335.85387
-136.9059975	-335.85387
-136.9059975	-335.6089
-136.0677975	-328.01483
-134.8104975	-315.52136
-133.1340975	-301.80304
-131.4576975	-287.34981
-129.2225025	-267.75221
-126.9872949	-250.84928
-125.5903	-241.54042
-124.7521	-234.92623
-123.9139	-228.31204
-122.2375	-216.30851
-119.8625975	-199.16061
-117.9068051	-185.68726
-116.2304051	-174.66361
-115.2524975	-168.04942
-113.7157949	-158.25062
-112.1791025	-148.20685
-110.9218025	-140.36781
-109.5247949	-131.79386
-107.9881025	-121.50512
-105.4735051	-107.05189
-102.9589051	-92.84363
-100.8634	-81.81998
-99.3267	-73.24603
-97.9297	-66.38687
-96.6724	-59.77268
-95.13570254	-52.66855
-93.59899746	-44.58454
-91.5035	-35.52065
-90.2462	-29.88634
-89.26829746	-26.9467
-88.1507	-21.55736
-87.03310254	-16.90293
-86.0552	-12.98341
-85.07729746	-9.55383
-84.51849746	-7.83904
-84.3788	-7.3491
-83.82	-4.8994
-83.5406	-4.8994
-82.7024	-0.97988
-82.7024	-1.71479
-82.7024	-2.4497
-82.7024	-9.55383
-82.7024	-9.55383
-82.7024	-9.55383
-82.5627	-8.32898
-82.42299746	-7.3491
-82.1436	-4.16449
-81.3054	1.46982
-80.32749746	6.36922
-79.48929746	10.04377
-77.9526	14.6982
-76.97469746	17.88281
-75.71739746	21.31239
-74.32039746	25.23191
-72.64399746	29.3964
-70.54849746	34.05083
-68.45299746	38.70526
-65.9384	43.84963
-63.8429	47.76915
-62.5856	49.48394
-61.46800254	52.91352
-58.3946	59.77268
-54.76239746	67.36675
-51.82869746	73.00106
-50.0126	76.18567
-47.7774	80.35016
-46.2407	83.2898
-44.0055	87.20932
-42.46879746	90.6389
-41.0718	92.59866
-39.9542	94.55842
-37.99840254	97.988
-37.0205	99.45782
-35.9029	100.92764
-34.3662	104.35722
-33.2486	105.82704
-31.7119	108.52171
-30.5943	110.2365
-29.337	112.6862
-27.94	113.91105
-26.9621	115.87081
-25.9842	116.85069
-24.86659924	118.81045
-24.1681	119.54536
-23.46960051	120.0353
-22.07260051	122.97494
-20.53589975	125.42464
-19.2786	126.89446
-18.30069975	128.11931
-17.4625	128.60925
-16.48459975	130.07907
-14.52880076	133.26368
-13.4112	134.24356
-12.2936	135.71338
-11.59509975	136.69326
-10.19809975	138.65302
-9.080499746	138.89799
-7.683500254	142.0826
-6.565900254	142.32757
-5.0292	144.5323
-3.632200254	146.982
-1.6764	149.4317
0.2794	151.8814
1.5367	152.61631
3.3528	155.06601
4.749800254	156.7808
6.007099746	158.25062
7.683500254	159.72044
9.220200254	160.70032
10.7569	163.39499
12.43329975	165.59972
13.55090051	166.5796
14.94790051	168.29439
16.34489924	169.76421
18.16099924	172.45888
19.41830051	172.45888
20.53589975	174.41864
21.65350051	176.13343
22.63139924	176.86834
24.1681	178.09319
25.8445	180.29792
27.94	184.21744
29.6164	185.19732
31.0134	188.13696
32.9692	190.34169
34.0868	191.32157
35.9029	193.03636
37.8587	196.71091
39.8145	199.40558
41.4909	200.38546
42.7482	203.08013
44.1452	205.03989
44.84369746	204.79492
45.9613	207.73456
47.7774	210.18426
49.1744	212.38899
50.57139746	214.83869
52.3875	218.0233
54.34329746	220.71797
56.1594	223.90258
58.25489746	227.57713
60.071	229.29192
60.62980254	229.04695
61.7474	232.23156
63.0047	234.43629
64.12229746	236.15108
66.3575	240.80551
68.45299746	243.50018
69.98970254	246.19485
71.5264	249.37946
72.7837	251.09425
74.4601	253.29898
75.71739746	255.99365
77.25410254	259.17826
78.65109746	261.62796
80.0481	264.07766
81.58479746	266.52736
83.1215	269.71197
84.7979	272.40664
86.19490254	273.87646
88.01099746	277.79598
89.408	279.2658
90.52559746	280.73562
91.78289746	283.67526
