"""Matamoros et. al 1999 Specimen c10-10 South"""	
-16.002	-66.27850214
-16.6878	-68.50261295
-17.8054	-68.50261295
-18.5928	-69.39225727
-19.4056	-69.39225727
-20.1676	-70.2819016
-20.9804	-70.72672376
-21.8186	-71.17154592
-22.7838	-72.06119024
-23.622	-72.06119024
-24.3332	-72.50601241
-25.1206	-72.95083457
-25.908	-72.95083457
-26.67	-73.39565673
-27.94	-73.84047889
-28.702	-74.73012322
-29.718	-74.28530105
-30.734	-74.28530105
-31.496	-74.28530105
-32.258	-75.61976754
-33.02	-74.28530105
-33.782	-74.28530105
-34.544	-75.61976754
-35.56	-74.28530105
-36.322	-73.84047889
-37.084	-74.73012322
-38.354	-74.28530105
-37.338	-66.7233243
-36.576	-60.94063619
-35.306	-55.60277025
-34.544	-51.59937079
-34.036	-48.0407935
-33.274	-43.72601852
-32.512	-40.03399458
-31.75	-35.89714847
-30.48	-31.5823735
-29.718	-27.71242069
-28.956	-24.59866556
-27.94	-20.90664161
-27.94	-20.8621594
-26.416	-15.21291794
-25.4	-12.27709167
-24.8158	-9.563676483
-24.2316	-7.339565673
-22.5806	-4.301430307
-21.8694	-2.286385913
-21.1582	-0.054713126
-20.4978	1.770392205
-20.4978	1.623600891
-18.8976	5.159937079
-16.7894	8.762996591
-16.129	11.07607183
-15.2654	11.56537621
-14.3764	13.03328935
-13.716	13.65604037
-12.7	15.6577401
-11.8872	17.3035821
-11.1506	18.6825308
-10.1092	19.30528183
-9.3218	20.99560605
-8.5852	22.19662588
-7.8486	23.57557459
-7.0612	24.68762999
-6.2738	26.82277637
-5.0546	27.97931399
-4.318	30.29238923
-3.556	31.67133793
-2.7686	32.82787556
-2.00152	34.07337761
-0.66294	35.27439745
0.0124968	38.1657415
0.86106	39.67813685
1.64084	41.85776544
2.5654	42.8363742
3.4036	44.4822162
4.191	47.15114917
5.1308	47.59597133
6.7564	51.15454863
7.5184	51.59937079
8.3566	54.71312593
9.0932	55.60277025
10.2362	56.93723674
11.0744	58.27170322
12.065	60.49581403
12.7762	60.49581403
13.6652	61.38545836
14.4526	63.60956917
15.1892	63.60956917
15.9512	64.94403565
16.891	64.94403565
17.7292	65.38885781
18.6182	66.27850214
19.4564	68.05779079
20.4216	68.05779079
21.3614	68.05779079
22.1742	69.39225727
23.0124	69.83707943
23.8506	68.94743511
24.6634	69.83707943
25.4	70.2819016
26.162	70.2819016
27.178	70.72672376
27.94	71.17154592
29.21	70.72672376
29.972	71.61636808
30.48	71.61636808
31.242	71.61636808
32.258	72.50601241
33.02	72.06119024
33.782	72.06119024
34.544	72.50601241
35.56	72.06119024
36.576	71.61636808
37.338	72.95083457
38.1	72.06119024
37.338	64.05439133
36.322	58.27170322
35.306	53.37865944
34.544	48.93043782
33.782	44.92703836
33.02	41.05708555
33.02	41.10156777
32.258	36.7867928
31.496	33.00580442
30.226	27.75690291
29.464	24.06487896
28.702	20.99560605
27.94	17.48151097
27.178	14.63464913
26.416	11.83226951
25.3238	8.718514375
24.384	6.227510268
23.5966	3.287235777
22.8346	1.450120248
21.9202	-0.596061697
21.1836	-2.535486323
20.2946	-4.626150485
19.3802	-6.538885781
19.1262	-6.894743511
15.494	-3.683127501
13.0556	-18.81597745
11.7348	-21.30698156
10.9474	-22.59696583
10.16	-22.81937691
8.9916	-24.59866556
7.7724	-26.11106091
6.604	-27.93483177
5.8166	-28.8244761
4.953	-30.33687145
3.5052	-32.24960675
2.11836	-34.34027091
1.7018	-34.69612864
0.87122	-36.20852399
0.0083312	-38.12125928
-0.81534	-40.16744123
-1.61036	-41.94672988
-2.6416	-43.41464301
-3.429	-44.4822162
-4.191	-46.70632701
-5.2324	-47.59597133
-5.9944	-49.82008214
-6.731	-51.15454863
-7.493	-52.93383728
-8.2804	-53.8234816
-9.4488	-55.60277025
-10.3124	-57.3820589
-11.1252	-58.71652538
-11.8364	-59.60616971
-13.0302	-60.94063619
-13.843	-61.83028052
-14.6812	-62.71992484
-15.4178	-63.60956917
-16.1544	-64.05439133
-17.0434	-65.38885781
-17.7546	-65.83367998
-18.5928	-65.83367998
-19.3802	-66.7233243
-20.4978	-67.16814646
-21.3614	-67.61296862
-22.1234	-68.05779079
-22.8854	-68.50261295
-23.749	-68.50261295
-24.4856	-67.61296862
-25.1968	-68.94743511
-25.908	-69.39225727
-26.67	-69.83707943
-28.448	-70.2819016
-29.21	-70.72672376
-29.972	-70.72672376
-30.734	-71.17154592
-31.75	-71.17154592
-32.512	-71.17154592
-33.02	-71.17154592
-34.036	-69.83707943
-34.798	-71.17154592
-35.56	-71.17154592
-36.322	-71.17154592
-37.084	-70.72672376
-38.354	-71.17154592
-37.592	-64.49921349
-36.83	-60.49581403
-36.068	-56.04759241
-35.56	-53.37865944
-34.798	-49.37525998
-34.036	-45.81668269
-33.02	-40.56778117
-32.258	-36.56438172
-31.496	-32.82787556
-30.48	-29.18033383
-29.718	-25.39934545
-28.956	-22.28559032
-27.94	-18.63804859
-27.178	-15.74670453
-26.416	-13.07777156
-25.2476	-9.83056978
-24.5618	-7.384047889
-24.003	-5.115454863
-22.8092	-2.36200568
-22.0472	-0.168142777
-21.336	1.663634886
-20.1168	3.883297474
-19.3802	5.73820589
-18.6182	7.473012322
-17.7038	8.985407672
-16.9672	10.63124967
-16.2306	11.96571616
-15.2146	13.38914708
-14.478	14.18982697
-13.3858	17.17013545
-12.6746	17.79288648
-11.3538	19.79458621
-10.033	21.66283929
-9.0678	23.08627021
-8.382	24.1538434
-7.6962	25.35486323
-6.8834	26.60036529
-6.0706	28.02379621
-5.1054	29.26929826
-4.318	30.64824696
-3.6068	32.16064231
-2.41046	33.85096653
-1.61544	35.31887966
-0.90678	36.65334615
0	36.38645285
0.7747	38.96642139
1.55702	41.32397885
3.2512	43.14774971
4.0132	44.92703836
4.8768	45.81668269
5.5626	47.15114917
6.4262	48.48561566
7.2644	50.26490431
8.001	51.15454863
8.8138	52.48901512
9.652	53.8234816
10.4394	54.71312593
11.3538	56.04759241
12.0142	56.93723674
12.8524	58.27170322
13.7922	59.16134755
14.5542	60.05099187
15.2908	60.94063619
16.1036	61.83028052
16.891	63.60956917
17.7038	63.60956917
18.5674	64.05439133
19.4056	64.94403565
20.1422	65.38885781
21.0058	65.83367998
21.9202	66.27850214
22.9108	66.7233243
23.8252	67.16814646
25.4	68.05779079
26.416	68.50261295
27.178	68.50261295
27.94	68.94743511
28.702	68.94743511
29.718	69.39225727
30.48	68.94743511
31.242	69.39225727
32.004	69.83707943
33.274	69.83707943
34.036	70.2819016
35.052	70.2819016
35.814	70.2819016
36.576	70.2819016
37.592	70.72672376
38.354	70.2819016
39.116	70.2819016
40.132	70.2819016
40.64	70.2819016
41.402	70.2819016
42.418	69.83707943
43.18	69.83707943
43.942	69.83707943
44.45	69.39225727
43.942	63.164747
43.18	59.16134755
42.418	54.26830376
41.656	50.70972647
40.894	45.81668269
39.878	40.79019226
39.37	38.12125928
38.354	33.53959101
37.338	28.86895831
36.83	26.02209648
36.068	22.90834134
35.052	19.08287075
34.29	16.1915267
33.274	12.76639605
32.258	9.83056978
31.496	7.384047889
30.734	3.821022372
29.21	0.760645897
28.702	-1.232157389
27.686	-3.006997815
26.924	-4.982008214
26.162	-6.67233243
25.4	-8.407138862
24.638	-10.14194529
23.876	-11.2540007
22.7076	-13.52259372
21.8948	-14.90154243
21.209	-16.10256226
20.3962	-16.99220659
19.685	-18.28219086
18.5928	-19.08287075
17.907	-20.3283728
17.1704	-22.10766145
16.4084	-22.73041248
15.2654	-23.70902123
14.5034	-25.22141659
13.7668	-26.06657869
12.6492	-27.49000961
11.8618	-29.44722712
11.0236	-30.11446037
10.3886	-30.95962248
9.5758	-32.42753561
8.382	-32.78339334
7.5438	-34.47371756
6.8326	-36.16404177
6.0706	-37.27609718
5.0546	-38.47711701
4.2672	-40.12295901
3.5306	-41.85776544
2.7686	-43.19223193
2.00152	-43.85946517
1.17094	-44.92703836
-0.083312	-46.26150485
-1.2954	-48.93043782
-2.6162	-50.26490431
-3.7592	-52.93383728
-4.8768	-54.71312593
-6.2992	-55.60277025
-7.62	-57.82688106
-8.9916	-58.71652538
-10.1092	-60.49581403
-11.303	-60.94063619
-12.5476	-62.27510268
-13.7922	-62.71992484
-15.113	-63.60956917
-17.399	-65.38885781
-18.923	-65.38885781
-20.4724	-65.83367998
-21.5392	-66.7233243
-23.0124	-67.61296862
-24.0792	-67.61296862
-25.4	-67.16814646
-26.416	-67.61296862
-27.94	-68.05779079
-29.21	-68.05779079
-30.48	-68.50261295
-31.75	-68.50261295
-33.02	-68.05779079
-34.29	-68.50261295
-35.56	-68.50261295
-36.83	-68.50261295
-37.846	-68.50261295
-39.37	-67.61296862
-40.64	-67.61296862
-41.91	-67.61296862
-43.688	-67.16814646
-44.45	-67.61296862
-44.704	-67.16814646
-43.18	-56.93723674
-42.164	-50.70972647
-40.64	-43.81498296
-39.624	-38.07677707
-38.1	-31.67133793
-37.084	-26.37795421
-35.56	-20.46181945
-34.544	-15.70222232
-33.274	-11.43192956
-32.258	-7.428530105
-30.734	-3.300580442
-29.21	-0.063609569
-27.94	3.522991523
-26.924	6.049581403
-25.3492	8.940925456
-24.2316	11.47641178
-22.8854	13.47811151
-21.7424	15.47981124
-20.1676	17.8373687
-19.05	19.66113956
-17.907	21.21801713
-16.7386	23.08627021
-15.3162	24.28729005
-14.1986	26.02209648
-12.7508	27.4455274
-11.5062	29.09136939
-10.1092	30.91514026
-9.017	32.69442891
-7.5692	34.11785983
-6.5532	36.07507734
-5.0546	37.49850826
-4.064	40.25640566
-2.54	41.27949663
-1.33604	42.88085642
-0.02921	44.39325177
1.23952	46.26150485
2.38506	46.70632701
3.6322	48.93043782
5.0546	50.70972647
6.35	52.48901512
7.5692	53.37865944
9.017	55.15794809
10.2616	55.60277025
11.3792	57.3820589
12.9286	58.71652538
14.1732	59.60616971
15.3416	61.38545836
16.5354	61.83028052
17.9832	61.83028052
19.304	64.05439133
20.4724	63.60956917
21.7424	63.60956917
22.9362	65.38885781
23.114	64.94403565
24.13	65.38885781
25.3238	65.38885781
26.67	65.83367998
27.94	65.83367998
29.21	66.27850214
30.48	66.7233243
31.75	66.7233243
33.02	66.7233243
34.29	67.16814646
35.814	67.16814646
37.084	67.61296862
38.354	67.16814646
39.624	67.16814646
40.386	66.27850214
41.91	66.27850214
43.18	66.27850214
44.196	66.7233243
44.45	65.38885781
43.942	58.71652538
43.18	54.26830376
42.164	48.48561566
40.64	40.74571004
39.116	34.07337761
38.1	29.00240496
36.83	23.57557459
35.56	18.23770864
34.29	13.52259372
31.75	4.848561566
30.48	0.671681465
29.21	-2.940274491
27.94	-5.604759241
26.924	-8.585067727
25.273	-12.05468059
24.1554	-14.72361356
23.0632	-16.50290221
21.2344	-18.77149524
20.1676	-21.66283929
19.1262	-23.6200568
17.5514	-25.17693437
16.4592	-27.53449183
15.367	-28.37965394
14.1478	-30.78169361
12.2682	-32.64994669
11.2014	-35.4078441
10.033	-36.69782837
8.9916	-37.67643712
7.7978	-40.52329896
6.6802	-42.16914096
5.0038	-43.45912523
3.8862	-45.81668269
2.7686	-47.59597133
1.67386	-48.48561566
-0.037592	-48.0407935
-1.18364	-50.70972647
-2.5908	-52.04419295
-3.81	-53.8234816
-4.9022	-54.71312593
-6.7564	-56.04759241
-7.8994	-56.93723674
-8.89	-56.93723674
-9.9822	-57.82688106
-11.176	-58.71652538
-12.5222	-59.60616971
-13.6652	-60.49581403
-15.2654	-60.49581403
-16.5354	-60.94063619
-17.5768	-61.38545836
-19.5072	-61.83028052
-20.6502	-61.83028052
-21.4884	-62.71992484
-22.6568	-61.83028052
-24.1554	-62.27510268
-25.1968	-62.27510268
-26.67	-61.83028052
-27.94	-62.71992484
-29.464	-62.27510268
-30.48	-63.164747
-31.75	-62.27510268
-33.02	-61.83028052
-34.29	-62.71992484
-35.56	-61.38545836
-36.576	-60.05099187
-38.1	-60.49581403
-39.116	-60.05099187
-40.64	-58.71652538
-41.91	-58.71652538
-43.18	-57.82688106
-43.688	-59.60616971
-44.45	-57.3820589
-44.704	-56.49241457
-43.942	-49.82008214
-42.926	-44.4822162
-41.656	-38.61056366
-40.64	-31.8492668
-39.37	-25.62175653
-38.1	-20.01699729
-37.084	-15.16843572
-35.56	-9.875051996
-33.782	-4.626150485
-32.766	-1.076469632
-31.75	2.695622302
-30.48	6.049581403
-29.464	8.718514375
-27.686	12.09916281
-26.67	14.45672027
-25.654	16.76979551
-24.1046	19.52769291
-22.8092	21.39594599
-21.6916	23.21971686
-20.32	25.17693437
-19.1516	27.08966967
-17.9324	28.95792275
-16.5354	30.24790702
-15.2908	32.07167788
-13.0048	34.20682426
-11.8618	35.54129074
-9.7536	37.58747269
-8.5344	38.83297474
-7.7978	39.8115835
-4.8006	41.36846107
-3.683	42.61396312
-2.54	43.68153631
-1.11506	44.12635847
0.37846	44.92703836
2.8702	46.70632701
5.1562	48.93043782
7.62	50.26490431
10.0584	52.04419295
12.7	53.37865944
15.1638	53.8234816
17.5768	55.15794809
20.1422	55.60277025
22.7838	56.49241457
25.4	56.93723674
28.194	57.3820589
30.734	55.15794809
33.528	55.60277025
36.068	54.71312593
38.862	53.37865944
41.148	53.37865944
43.942	52.04419295
