"Atalay and Penzien, 1975, Spec. 6"	
-0.89733	-2.246
-0.19941	0.66057
0.89733	5.9452
1.6451	9.3804
2.1935	11.89
2.4926	13.608
3.3401	18.364
4.0381	22.063
4.7859	25.763
5.6832	30.519
6.431	34.086
7.079	36.861
7.8765	40.032
8.5247	42.938
9.2725	45.579
9.8209	47.033
8.8737	39.767
8.1758	36.068
7.8268	34.483
7.1788	31.047
6.6802	27.612
3.9881	15.854
2.9413	11.098
2.0938	6.7378
1.1466	1.9818
0.69794	-0.26423
-0.14956	-4.6241
-0.79764	-7.7951
-1.3959	-10.437
-1.9941	-13.212
-2.7419	-16.779
-3.5893	-20.874
-4.2873	-24.045
-4.7361	-26.291
-5.4338	-30.123
-6.082	-33.294
-6.73	-35.672
-7.6274	-38.843
-8.3254	-41.485
-9.2725	-44.524
-9.7211	-45.979
-8.824	-39.899
-8.2756	-36.993
-7.6274	-33.69
-6.73	-29.859
-5.7828	-25.366
-5.0848	-22.46
-4.5364	-19.686
-3.7389	-15.986
-3.2903	-13.872
-2.5923	-10.569
-2.0938	-8.3235
-1.0967	-3.8314
-0.39881	-0.66057
0.94719	5.9452
1.9442	10.966
2.6919	15.061
3.2403	17.703
3.8387	21.271
4.9355	27.348
5.5336	30.783
6.431	35.143
7.0292	37.785
7.777	40.56
8.1758	42.145
8.9733	45.316
9.2227	46.241
9.0731	42.938
8.0261	36.464
7.3282	32.765
6.73	29.991
6.1816	26.82
5.384	22.724
4.6363	18.761
4.2375	16.911
3.5395	12.816
2.6421	8.3235
1.7448	4.0956
0.99705	0.52847
0.099705	-4.3599
-0.99705	-9.7767
-1.7448	-12.948
-2.6421	-17.439
-3.7887	-22.46
-4.7859	-27.348
-5.5336	-30.783
-6.2316	-34.615
-7.079	-37.917
-8.0261	-41.088
-9.0731	-44.259
-9.3721	-45.316
-8.5745	-38.314
-8.0261	-35.011
-7.2784	-31.444
-6.6304	-28.273
-5.4338	-22.46
-4.8854	-20.346
-3.7887	-15.061
-3.1407	-11.89
-1.3959	-3.9635
-0.59822	-0.13212
0.24926	4.492
1.2463	9.5125
1.8944	12.816
2.7917	17.439
3.6393	22.196
4.2873	26.027
4.5364	27.877
5.035	30.783
5.6332	34.483
6.082	36.464
6.8298	39.107
7.2784	40.428
8.3751	43.731
9.3721	46.9
11.017	51.263
12.264	54.564
13.61	58.131
15.404	62.49
16.401	64.736
17.099	66.191
17.697	67.645
18.296	68.833
19.044	70.55
19.492	71.475
19.991	72.534
20.24	73.192
19.841	69.758
18.994	66.587
18.495	63.549
17.897	59.848
17.348	56.943
17	55.355
16.601	54.034
16.052	51.788
15.404	49.542
14.706	47.033
13.859	44.653
12.812	40.824
11.217	35.672
10.469	32.897
9.4221	29.198
8.475	25.763
7.3782	22.196
6.4808	19.289
5.5336	16.515
4.7361	13.74
3.7887	10.173
3.1407	7.3984
2.343	4.0956
1.346	-0.13212
0.54839	-3.5672
-0.89733	-9.7767
-2.4926	-17.043
-3.4399	-21.271
-4.2375	-25.631
-4.8854	-28.537
-5.2344	-30.519
-5.733	-33.162
-6.6304	-36.861
-7.4778	-40.032
-9.5217	-45.712
-11.566	-51.263
-12.114	-52.847
-12.812	-54.83
-14.357	-58.923
-15.105	-60.511
-16.152	-62.757
-17.847	-65.928
-18.645	-67.512
-19.293	-68.833
-19.592	-69.496
-18.744	-64.207
-17.947	-60.377
-17.498	-58.264
-16.75	-54.43
-16.352	-52.317
-15.554	-48.75
-15.105	-46.637
-14.008	-42.806
-13.311	-40.56
-12.662	-38.578
-11.715	-35.804
-9.8209	-30.915
-9.1229	-28.934
-8.4249	-26.423
-7.5278	-23.781
-7.079	-22.328
-6.082	-18.893
-5.3343	-16.382
-4.4369	-13.212
-3.8885	-11.098
-3.2903	-9.1162
-2.4926	-6.3415
-2.0439	-5.0205
-0.8475	-0.66057
-0.099705	2.246
0.54839	5.1526
1.346	8.4556
1.7947	10.305
3.5395	16.25
4.3871	19.289
5.2842	22.592
6.082	25.895
6.5306	28.405
7.079	30.651
8.2756	35.011
9.0233	37.125
9.7211	39.239
10.668	42.277
12.463	47.429
13.46	50.338
14.208	52.847
15.404	56.547
16.102	58.794
16.651	61.302
17.398	63.811
18.146	65.661
18.695	67.116
19.542	68.966
20.29	70.55
19.343	64.34
18.695	61.302
17.847	57.339
16.8	53.243
16.152	50.996
15.853	49.942
15.255	47.958
14.806	46.504
14.308	44.787
12.962	39.767
12.463	38.182
11.815	36.2
10.618	32.236
9.4719	29.066
8.7241	26.291
7.6274	22.856
6.6304	19.421
4.8357	13.476
3.3401	7.7951
2.4926	4.492
2.0439	2.9066
1.1964	-0.52847
0.8475	-1.8497
-1.2463	-10.437
-2.0439	-14.269
-2.9911	-17.968
-3.7389	-21.535
-4.5865	-25.499
-5.1349	-27.612
-5.6332	-29.462
-6.6304	-32.369
-7.3282	-31.047
-8.6243	-34.747
-8.9235	-35.672
-9.9705	-38.71
-11.017	-41.749
-12.214	-45.183
-12.363	-45.579
-13.011	-47.429
-13.46	-48.75
-14.208	-50.996
-14.706	-52.584
-15.554	-54.83
-16.451	-56.943
-17.697	-59.848
-18.046	-60.64
-18.595	-63.415
-19.193	-65.003
-19.692	-66.191
-18.545	-60.115
-18.196	-58.527
-17.648	-56.281
-16.95	-53.109
-16.302	-50.6
-15.654	-48.488
-14.856	-45.979
-13.709	-42.409
-13.161	-40.824
-12.164	-37.785
-11.516	-35.672
-10.868	-33.69
-9.8707	-30.651
-8.8737	-27.48
-7.5776	-22.856
-6.3312	-18.364
-5.1349	-14.137
-3.6393	-8.9841
-3.0409	-7.002
-1.2463	-0.79272
-0.39881	2.246
0.44867	6.0773
1.6451	11.626
2.1436	14.401
4.337	20.082
6.082	25.895
6.9794	29.33
7.9764	32.369
8.9733	35.407
9.8707	38.578
10.32	40.428
11.516	44.524
12.164	46.504
12.712	48.221
14.008	52.847
15.454	57.473
16.651	60.244
17.548	62.623
18.445	65.399
19.093	66.853
19.642	68.174
20.041	69.362
19.343	65.661
18.994	62.757
18.495	60.64
17.997	57.997
17.249	55.622
16.75	53.905
15.704	49.542
14.906	47.3
13.759	43.467
12.962	40.56
12.363	38.843
11.167	35.011
10.12	31.708
9.4719	29.462
8.7739	27.084
7.5776	22.592
6.8298	20.346
5.6832	16.647
4.6363	13.08
3.4897	8.9841
2.0439	3.4351
1.2463	-0.13212
0.39881	-3.8314
-1.7448	-11.494
-2.3929	-14.269
-3.7887	-19.95
-4.5364	-22.724
-5.5834	-26.423
-6.4808	-29.462
-8.6744	-35.936
-9.8707	-39.239
-11.715	-44.653
-12.812	-47.562
-13.959	-50.467
-15.305	-53.905
-16.152	-56.018
-17.448	-59.056
-18.395	-61.169
-19.143	-62.623
-19.343	-63.019
-18.695	-59.19
-18.046	-56.81
-17.348	-53.905
-16.501	-50.338
-15.803	-47.825
-14.657	-44.259
-13.56	-40.692
-12.313	-36.596
-11.616	-34.218
-10.618	-30.783
-9.5717	-27.348
-8.4249	-23.913
-7.4778	-21.139
-6.5306	-18.364
-5.6332	-15.061
-4.3871	-10.701
-3.4897	-7.663
-2.8415	-5.5489
-2.0938	-3.0387
-1.346	-0.39635
-0.54839	2.9066
0.19941	5.681
0.79764	8.0593
3.2403	17.175
4.2873	20.61
4.8357	22.46
6.1816	27.216
6.73	29.066
9.2725	37.521
10.718	42.542
11.416	44.259
12.164	46.108
12.862	48.092
14.407	52.584
15.155	54.959
16.052	57.339
16.75	60.244
17.249	62.094
17.997	65.003
19.193	68.303
19.692	69.625
19.991	70.416
19.392	66.853
18.695	63.682
18.046	60.773
17.398	57.997
16.651	54.43
16.202	52.584
15.554	50.338
14.956	48.092
14.308	45.316
13.66	42.674
12.463	38.71
11.715	36.728
10.718	33.558
9.8209	30.519
9.0731	28.141
8.3254	25.631
7.428	22.196
6.5804	19.289
5.8326	16.911
3.9881	10.569
2.8915	5.8131
2.3929	3.6993
1.5454	-0.26423
1.0967	-1.9818
0.59822	-3.9635
-1.9442	-14.797
-3.2403	-18.629
-4.0381	-21.007
-5.4839	-25.763
-6.8298	-30.651
-7.7272	-33.426
-8.5247	-35.672
-10.17	-40.428
-11.765	-44.787
-14.407	-51.788
-15.155	-53.905
-16.551	-57.735
-18.844	-62.49
-19.791	-63.944
-18.894	-60.511
-18.246	-58.264
-17.398	-55.489
-16.401	-52.188
-15.504	-49.017
-15.105	-47.696
-14.258	-44.787
-13.66	-42.674
-13.061	-40.56
-11.964	-36.728
-10.868	-33.162
-9.1727	-28.273
-7.4778	-22.989
-6.431	-19.818
-5.3343	-15.854
-4.0879	-11.494
-2.8915	-7.1341
-1.0469	-1.0569
-0.44867	1.5854
0.49853	5.681
1.9442	11.494
2.7419	14.005
3.8885	18.364
6.032	25.895
6.9294	29.066
7.9266	32.501
8.9235	36.2
9.5217	38.843
11.616	46.504
12.413	49.542
13.41	52.98
14.407	56.018
15.355	58.527
16.352	61.436
17.847	66.057
18.944	68.437
19.592	69.891
20.24	71.341
21.337	73.192
22.732	73.588
23.979	74.25
25.773	74.25
26.772	74.384
27.818	74.513
28.265	74.513
29.014	74.646
29.713	74.78
30.51	74.909
30.759	74.909
30.16	72.534
29.812	71.475
29.461	70.154
29.213	68.966
28.664	66.057
27.917	62.094
27.617	60.377
27.12	58.131
26.622	55.885
25.824	52.317
24.876	49.542
23.979	46.9
23.081	43.731
22.184	41.353
20.838	37.785
20.041	35.672
18.794	32.633
17.947	30.651
16.651	27.348
15.853	25.631
13.41	20.214
11.466	15.326
10.369	12.683
8.9733	9.6446
7.9266	7.2663
6.8796	4.7562
6.3312	3.4351
5.8326	2.246
2.5923	-4.0956
1.1964	-7.1341
-0.19941	-10.041
-1.0967	-12.022
-2.343	-15.061
-3.2903	-17.571
-4.5364	-22.196
-5.384	-25.366
-6.381	-29.462
-7.2286	-33.03
-8.0759	-35.672
-9.0233	-38.71
-10.22	-42.277
-12.912	-48.884
-13.709	-50.734
-14.956	-53.772
-16.202	-56.81
-17.398	-59.981
-18.794	-63.549
-19.542	-65.266
-21.436	-66.324
-22.334	-66.72
-22.982	-66.982
-24.876	-67.645
-26.022	-68.174
-26.67	-68.303
-27.668	-68.303
-28.466	-68.303
-28.964	-68.303
-29.812	-68.303
-30.061	-68.303
-29.662	-65.266
-29.213	-62.757
-28.565	-59.848
-28.067	-57.735
-27.569	-55.885
-26.772	-52.98
-25.872	-49.809
-25.026	-47.167
-24.228	-44.524
-23.132	-41.617
-21.785	-38.446
-20.888	-36.068
-19.642	-32.897
-18.196	-29.859
-16.85	-26.688
-15.604	-23.253
-14.457	-20.346
-13.061	-17.175
-11.416	-13.872
-10.718	-12.419
-9.2725	-9.7767
-7.8765	-7.2663
-5.9822	-3.4351
-4.3871	0
-2.5923	3.8314
2.5923	16.515
3.8387	19.553
4.6363	21.403
5.6832	23.913
6.5306	26.027
7.079	27.48
7.5776	28.67
8.6744	31.444
9.5217	33.69
10.269	35.407
11.117	37.785
12.264	40.824
13.311	43.203
14.308	45.712
15.055	47.3
16.202	49.809
17.049	51.526
18.395	54.564
19.193	56.281
20.539	58.794
21.985	61.698
24.477	66.191
25.375	67.378
26.322	68.699
27.569	70.287
28.664	71.212
29.213	71.742
30.211	72.663
30.46	73.192
29.662	69.496
28.915	66.587
28.067	63.153
27.518	61.04
26.721	57.735
26.322	55.885
25.624	52.847
24.677	49.809
23.43	45.712
22.832	43.731
21.337	39.635
19.692	35.54
18.645	32.765
17.348	29.462
16.352	26.688
15.155	23.913
13.759	20.478
12.563	17.571
11.865	15.854
10.768	13.212
7.9764	7.1341
6.9294	5.2847
6.3312	3.9635
5.0848	1.4533
4.1377	-0.39635
3.0409	-2.6423
1.695	-6.0773
0.74778	-8.3235
-0.34897	-10.966
-1.0469	-12.551
-2.0938	-14.533
-3.5893	-18.232
-4.7361	-21.139
-6.082	-24.574
-7.9764	-30.255
-8.6744	-31.708
-10.469	-36.2
-11.416	-38.446
-12.463	-40.824
-13.36	-42.806
-14.607	-45.579
-17.498	-50.996
-18.695	-53.376
-19.791	-55.622
-20.888	-57.735
-21.736	-59.319
-22.234	-59.848
-24.079	-62.623
-25.026	-63.549
-26.022	-64.474
-26.82	-65.003
-28.217	-65.928
-29.113	-66.587
-29.962	-67.116
-30.01	-67.116
-29.761	-64.87
-29.611	-63.549
-28.466	-59.585
-28.016	-58.131
-27.32	-55.885
-26.82	-53.509
-25.974	-49.942
-25.425	-47.696
-24.477	-45.054
-23.081	-41.617
-21.985	-38.843
-20.689	-35.407
-19.492	-32.369
-18.395	-29.462
-17.099	-26.027
-15.504	-22.328
-13.41	-17.571
-12.264	-14.797
-10.768	-11.89
-9.5717	-9.7767
-8.126	-6.8699
-7.2784	-5.0205
-6.1318	-2.5102
-3.9383	1.7175
-2.9413	3.5672
-1.695	5.8131
-0.74778	7.9272
0.54839	11.758
1.4457	13.74
2.5425	16.118
3.2403	17.571
4.3871	20.214
5.733	23.253
6.9294	26.027
9.1727	31.972
9.8209	33.69
11.117	37.389
12.662	40.956
14.457	45.054
15.305	47.033
16.551	50.071
17.797	52.713
18.744	54.83
19.891	56.943
21.387	59.719
22.334	61.436
23.779	63.415
24.627	64.607
25.723	65.661
26.871	66.982
29.113	69.758
29.761	70.55
30.112	70.946
29.962	68.833
29.662	67.116
29.314	65.399
28.766	62.757
27.968	59.981
26.97	56.547
26.121	53.376
25.076	49.942
24.029	46.504
22.533	42.674
21.536	40.032
20.24	36.728
18.844	33.162
17.648	29.726
15.305	23.253
14.208	20.478
11.566	14.797
10.22	12.287
8.7241	9.1162
7.079	5.4168
5.4839	1.7175
4.7859	0.39635
3.4399	-2.3781
2.5923	-4.2277
0.39881	-9.2483
-0.44867	-11.362
-2.5923	-16.382
-4.0879	-20.082
-5.3343	-23.121
-6.9794	-27.744
-8.126	-30.519
-9.4719	-33.69
-10.967	-36.861
-11.915	-39.107
-12.962	-41.485
-13.759	-43.203
-14.806	-45.712
-16.252	-48.488
-17.548	-50.734
-18.545	-52.847
-19.044	-53.638
-19.642	-54.697
-20.838	-56.943
-21.436	-57.868
-22.732	-59.585
-23.58	-60.377
-24.527	-61.169
-25.275	-61.832
-26.073	-62.094
-27.219	-62.49
-28.166	-63.153
-28.865	-63.549
-29.014	-63.549
-28.265	-59.585
-27.917	-57.735
-27.021	-52.713
-26.022	-49.146
-25.474	-46.9
-24.727	-44.787
-23.032	-40.692
-19.592	-32.369
-17.847	-28.009
-16.202	-24.31
-14.158	-19.686
-12.413	-16.118
-11.217	-13.74
-9.4719	-9.7767
-8.0261	-6.7378
-6.2814	-3.5672
-4.4867	-0.26423
-2.8415	3.6993
-1.4457	6.6057
-0.59822	8.7199
0.79764	11.89
1.7448	14.137
2.5425	15.854
4.4867	20.082
5.9324	23.517
7.9266	29.066
9.1727	32.236
10.32	35.407
12.064	39.899
13.161	42.674
14.706	46.375
16.003	49.279
17.398	52.055
18.695	54.43
19.642	56.152
20.838	58.398
22.533	61.302
23.381	62.49
24.178	63.549
25.474	64.34
26.121	65.132
26.82	65.928
27.668	66.982
28.415	67.908
29.362	69.229
30.01	69.625
29.713	67.116
29.164	64.736
28.415	61.965
27.468	58.66
25.824	52.055
24.328	47.825
22.732	43.863
21.287	40.164
19.592	35.407
17.299	29.198
14.906	22.989
13.709	20.478
11.665	15.458
7.9764	7.3984
6.082	2.9066
5.0848	0.79272
3.5395	-2.5102
1.1964	-7.7951
-0.74778	-12.022
-2.6919	-16.118
-4.1377	-19.686
-5.2842	-22.724
-6.4808	-26.159
-7.8268	-29.726
-8.5745	-31.444
-9.7711	-33.954
-10.668	-35.936
-11.416	-37.521
-12.264	-39.239
-13.41	-41.485
-14.308	-43.203
-14.806	-43.995
-15.953	-45.712
-17.398	-47.696
-18.944	-50.467
-19.991	-52.451
-21.088	-54.564
-22.234	-56.414
-23.081	-57.735
-24.328	-59.452
-25.225	-60.511
-26.271	-61.965
-27.668	-63.549
-28.316	-64.207
-29.263	-65.528
-29.761	-66.324
-29.512	-64.607
-29.014	-62.228
-28.265	-59.452
-27.569	-56.547
-26.721	-53.243
-25.923	-50.071
-24.527	-45.579
-23.63	-42.409
-21.187	-36.2
-19.442	-31.18
-17.747	-26.688
-15.654	-22.328
-14.058	-18.893
-12.513	-15.193
-10.868	-11.89
-8.3751	-7.002
-6.8298	-3.9635
-4.2375	1.4533
-2.1436	5.4168
-0.8475	8.1914
0.049853	10.834
2.2932	16.118
4.2375	20.874
7.6771	29.33
10.369	36.464
11.815	40.428
13.41	44.524
14.706	47.562
16.95	52.055
18.844	55.355
20.19	57.339
21.536	59.19
23.132	61.169
24.428	62.757
26.52	65.132
29.113	67.378
31.356	69.758
33.401	71.212
34.798	71.871
36.84	72.663
38.036	72.929
39.632	72.534
40.78	72.004
41.526	70.683
41.577	68.041
41.526	66.982
41.029	63.944
40.231	60.377
37.988	53.376
36.792	50.338
35.545	47.696
33.899	44.127
32.454	40.824
31.257	38.182
29.362	34.086
27.818	31.18
26.622	28.934
25.125	25.763
23.381	21.799
21.785	18.893
20.19	15.854
18.495	13.212
16.401	10.173
13.51	5.9452
11.566	2.6423
9.8209	-0.26423
7.7272	-3.303
6.3312	-5.8131
3.3899	-9.9088
1.2962	-12.948
-0.24926	-15.326
-1.0469	-16.382
-6.1318	-25.631
-7.777	-29.066
-9.7211	-33.162
-11.366	-36.596
-12.962	-40.032
-14.657	-43.599
-16.451	-46.241
-17.548	-48.221
-18.944	-50.867
-20.439	-53.509
-22.134	-56.281
-23.081	-57.602
-24.228	-59.19
-25.325	-60.511
-26.82	-62.361
-27.917	-63.415
-29.263	-64.34
-30.759	-65.003
-32.304	-65.132
-34.897	-65.132
-36.393	-64.736
-37.689	-64.34
-39.583	-64.078
-40.729	-64.207
-41.377	-64.207
-41.227	-63.019
-40.879	-60.64
-39.682	-56.547
-38.885	-54.168
-38.036	-52.055
-36.393	-48.221
-35.095	-45.316
-33.701	-40.956
-32.106	-36.596
-30.061	-31.312
-28.715	-28.405
-26.472	-23.517
-24.577	-19.818
-21.985	-15.59
-19.891	-12.287
-17.997	-9.6446
-16.202	-7.2663
-14.308	-5.0205
-10.618	-1.189
-9.9705	-0.52847
-7.428	1.7175
-5.6832	3.8314
-3.3401	6.3415
-1.7448	8.9841
-0.39881	11.362
0.74778	13.608
1.8944	15.59
3.6891	19.289
4.8357	21.271
6.2814	24.178
9.2227	30.387
10.668	33.294
11.964	35.936
13.46	39.107
16.003	43.995
17.598	46.771
19.642	50.205
20.788	52.317
22.583	54.83
23.779	56.547
24.876	58.131
26.073	59.319
27.818	60.511
30.16	62.361
31.656	63.549
34.597	65.399
36.192	66.453
38.138	67.908
39.482	68.699
40.78	69.625
39.482	66.72
38.087	62.886
36.69	58.527
35.296	53.376
34.249	49.942
33.152	46.504
31.707	41.881
30.31	37.521
28.565	32.765
27.12	29.066
25.872	25.895
24.178	22.46
21.885	18.629
20.14	15.722
19.093	14.005
17.747	11.89
15.753	8.852
13.66	5.9452
10.519	1.5854
8.475	-1.3212
6.73	-3.6993
4.9853	-6.3415
2.8915	-9.6446
1.7947	-11.362
0.049853	-14.269
-1.6451	-17.571
-3.5395	-20.742
-5.5834	-24.442
-6.8796	-26.82
-9.4719	-31.576
-10.469	-33.162
-12.064	-35.407
-13.56	-37.917
-14.756	-39.899
-16.152	-42.145
-17.398	-43.863
-18.645	-45.712
-19.392	-46.637
-20.589	-48.354
-22.334	-50.071
-23.68	-51.526
-25.175	-52.98
-26.52	-53.905
-27.866	-54.697
-29.761	-56.018
-30.808	-56.943
-32.355	-57.868
-34.148	-58.923
-35.197	-59.585
-36.741	-60.244
-37.887	-60.773
-39.334	-61.436
-40.48	-61.832
-41.278	-62.094
-40.579	-60.377
-39.083	-55.355
-38.087	-52.188
-37.041	-49.017
-35.743	-45.579
-34.249	-41.617
-33.302	-38.843
-32.454	-36.332
-30.958	-31.84
-29.962	-29.991
-29.164	-28.537
-26.322	-23.385
-24.178	-19.686
-23.081	-17.703
-20.739	-13.608
-19.293	-11.23
-17.747	-9.2483
-14.507	-5.4168
-12.563	-2.9066
-11.616	-1.7175
-10.17	-0.26423
-6.8796	2.9066
-4.7361	5.8131
-3.9881	7.1341
-1.1466	11.362
0.29911	13.872
3.4399	19.157
4.1377	20.346
5.3343	22.46
6.78	25.234
7.6771	26.82
9.2227	29.726
10.419	32.104
12.812	36.728
14.008	39.239
15.803	42.277
16.9	44.127
17.897	45.979
19.343	48.221
22.085	52.055
23.63	53.772
25.175	55.885
27.021	58.264
28.367	59.585
29.713	60.64
31.407	62.094
32.753	63.286
36.591	65.528
39.083	66.982
41.278	67.378
40.48	65.795
39.284	62.623
37.937	57.206
36.54	52.055
35.395	49.413
33.302	43.995
31.257	39.107
29.761	34.879
28.316	31.047
26.622	27.348
24.677	23.121
23.231	20.61
21.636	18.232
19.791	15.458
18.844	14.137
17.099	11.494
15.404	8.5878
10.569	1.3212
9.0731	-0.92483
7.428	-3.1708
5.7828	-5.4168
3.8387	-7.9272
2.0439	-10.437
0.19941	-13.212
-2.1935	-17.439
-4.0381	-20.874
-5.9324	-24.31
-7.8765	-28.009
-7.9764	-28.273
-9.7211	-31.708
-10.967	-34.351
-12.563	-38.314
-13.809	-40.692
-15.305	-43.599
-16.451	-45.579
-17.797	-47.696
-18.346	-48.621
-20.589	-50.734
-21.885	-52.188
-23.43	-53.905
-23.979	-54.83
-26.472	-56.943
-28.415	-58.398
-30.112	-59.585
-31.407	-60.511
-32.852	-61.302
-34.099	-61.832
-35.644	-62.228
-36.591	-62.49
-37.838	-62.623
-38.834	-62.623
-40.18	-62.757
-40.828	-62.757
-41.079	-62.228
-39.632	-57.735
-38.735	-54.83
-38.087	-52.847
-36.939	-49.809
-35.695	-46.504
-34.348	-42.542
-32.852	-38.314
-30.112	-31.576
-28.016	-27.216
-25.425	-22.063
-24.128	-19.289
-21.935	-15.061
-19.442	-11.494
-18.146	-9.6446
-14.507	-4.8884
-10.569	0.79272
-8.6744	3.4351
-6.1816	6.3415
-3.4897	9.9088
-2.0439	11.89
0.64808	15.458
2.3929	17.836
4.337	20.742
7.428	27.744
8.6243	29.859
11.416	34.879
12.762	37.257
14.756	40.692
15.853	42.806
17.997	46.504
21.088	51.392
22.483	52.847
24.178	55.093
25.575	56.81
27.32	58.66
28.715	60.511
30.61	62.361
31.755	63.019
33.251	63.549
35.047	64.607
36.192	65.132
38.036	66.324
39.134	66.982
39.982	67.512
41.178	67.908
39.982	64.34
39.233	62.094
38.636	60.244
37.488	54.83
36.741	52.584
36.192	50.6
35.494	48.354
34.498	44.787
33.899	42.806
32.852	39.899
31.308	36.068
29.761	32.369
28.565	29.859
26.721	25.366
25.275	22.46
23.829	19.818
20.888	14.533
19.343	12.022
18.445	10.701
17.398	9.1162
14.258	5.2847
13.061	3.8314
11.815	2.3781
10.419	0.52847
8.824	-1.189
6.5804	-4.0956
5.1349	-6.0773
3.1905	-8.7199
0.74778	-12.683
-0.69794	-15.326
-2.4926	-18.497
-6.431	-26.555
-8.5247	-30.519
-10.519	-34.086
-13.061	-37.125
-16.003	-40.56
-20.838	-46.504
-22.483	-48.621
-24.079	-50.467
-26.172	-52.451
-27.569	-53.376
-29.512	-54.301
-31.206	-55.355
-33.251	-56.414
-35.596	-57.997
-36.99	-58.794
-38.387	-59.719
-39.533	-60.511
-40.33	-60.906
-39.233	-57.206
-38.237	-54.43
-37.638	-52.451
-36.84	-49.809
-35.695	-46.771
-34.447	-43.467
-33.551	-40.824
-32.454	-37.653
-30.858	-33.294
-29.413	-29.198
-27.818	-25.631
-26.271	-22.46
-24.178	-18.364
-22.932	-16.25
-20.788	-13.08
-19.642	-11.23
-18.146	-9.3804
-16.052	-7.002
-14.806	-5.1526
-12.662	-2.5102
-11.067	-0.52847
-9.5217	1.4533
-7.0292	4.492
-5.1349	6.7378
-2.9413	10.173
-1.5454	12.287
0.099705	15.326
1.5953	17.175
2.5425	18.629
3.5893	20.214
5.1349	23.121
6.032	24.97
8.5247	29.726
9.7711	31.84
11.017	34.218
13.211	38.05
14.457	40.164
16.152	42.938
17.199	44.524
18.994	47.3
19.991	48.884
21.237	50.867
22.783	53.243
23.43	54.301
26.172	56.943
28.265	58.66
29.812	60.244
31.707	61.302
33.65	62.228
36.093	63.549
39.083	65.266
40.279	65.928
42.225	66.853
43.52	67.249
45.715	67.645
46.761	67.774
48.357	67.378
49.004	67.116
50.401	66.191
51.049	65.928
51.298	64.87
51.298	61.832
50.899	59.056
50.152	56.018
49.652	54.301
48.456	50.467
47.508	47.958
45.067	42.409
43.52	39.107
42.423	36.596
40.78	33.822
38.336	29.991
36.792	27.348
35.545	24.97
34.447	22.989
33.053	20.214
31.257	17.836
29.962	15.986
28.316	13.872
27.021	12.419
25.275	10.305
24.128	8.7199
22.284	6.3415
20.639	4.0956
18.944	1.5854
17.747	0.13212
16.451	-1.189
15.205	-2.7744
13.61	-4.7562
11.865	-6.7378
10.22	-8.4556
8.5247	-9.9088
6.2814	-11.758
4.337	-13.344
2.0938	-15.326
0.89733	-16.515
-0.74778	-18.497
-3.9383	-22.328
-5.4839	-24.574
-7.1288	-27.348
-10.818	-33.294
-12.912	-36.2
-14.906	-39.239
-16.701	-41.353
-18.894	-44.127
-23.231	-50.071
-24.926	-51.788
-26.721	-53.638
-29.263	-55.093
-31.407	-56.018
-33.95	-57.206
-36.393	-58.264
-38.387	-59.056
-41.029	-59.848
-43.172	-60.115
-45.865	-60.115
-47.409	-60.115
-49.703	-60.115
-50.998	-60.244
-50.701	-57.339
-50.101	-54.301
-49.403	-51.263
-48.956	-49.413
-47.859	-46.241
-46.711	-43.203
