Saatcioglu and Grira1999 Column BG-6	
45.49158	-48.52271125
44.99199	-49.6776535
44.49239	-50.28131307
43.9928	-50.29925228
43.4932	-52.86686322
42.99361	-53.40161702
42.47678	-53.04592705
41.99442	-54.71235258
41.49482	-54.3857386
40.99523	-56.26425532
40.49563	-56.42003647
39.99604	-58.05736778
39.49644	-59.48798176
38.99685	-60.02275988
38.49725	-60.28190274
37.98043	-61.51112462
37.49806	-61.66158055
36.99847	-63.2299696
36.49887	-64.143769
35.99928	-64.57519757
35.48245	-66.08012158
34.98286	-66.40820669
34.48326	-67.56316109
33.98367	-68.02905775
33.48407	-68.11592705
32.98448	-69.33981763
32.48488	-69.11659574
31.98529	-70.16826748
31.46846	-71.56978723
30.96887	-71.51884498
30.4865	-73.25422492
29.98691	-72.85878419
29.48731	-74.11714286
28.98771	-75.92674772
28.48812	-76.28930091
27.98853	-75.30808511
27.48893	-77.11775076
26.98933	-78.44504559
26.48974	-77.98066869
25.99014	-78.48103343
25.49055	-79.84273556
24.99095	-81.03221884
24.49136	-81.77379939
23.99176	-81.24048632
23.49217	-82.87787234
22.99257	-83.82613982
22.49298	-83.87860182
21.99338	-84.20674772
21.49379	-85.08607903
20.99419	-85.68984802
20.4946	-86.39696049
19.995	-87.20741641
19.49541	-88.53471125
18.97859	-89.28164134
18.49622	-89.98334347
17.99662	-90.03580547
17.49703	-89.95045593
16.99743	-90.79537994
16.49784	-91.98492401
15.99824	-92.51975684
15.49865	-91.74528875
14.99905	-93.14151976
14.49946	-94.53768997
13.99986	-95.14145897
13.48304	-93.99337386
12.98344	-95.5618845
12.48385	-95.44206687
11.98425	-95.87355623
11.48466	-97.13191489
10.98506	-96.80541033
10.48547	-97.78820669
9.985873	-99.46006079
9.486279	-99.03015198
8.986683	-100.1851672
8.487088	-100.9956839
7.987493	-100.9448024
7.487897	-101.4451672
6.988302	-102.290152
6.488707	-102.7905167
5.989112	-100.7067477
5.489517	-103.4467477
4.989922	-102.9134954
4.490326	-104.9643769
3.990731	-105.9127052
3.491136	-106.4130699
2.974314	-107.8146505
2.491946	-107.9995745
1.992351	-107.0184195
1.492756	-107.0020061
0.9931607	-109.2251064
0.4935656	-109.9322796
-0.006029591	-109.6401824
-0.5056247	-110.9330699
-1.00522	-111.5712462
-1.504815	-112.0716717
-2.00441	-111.9518541
-2.504005	-112.9001824
-3.020828	-113.5782371
-3.503196	-113.5908815
-4.002791	-113.5744681
-4.502386	-115.3841337
-5.001981	-115.781155
-5.501576	-115.2134347
-6.001172	-116.988693
-6.500767	-118.040304
-7.000362	-118.7130091
-7.517184	-118.5986018
-8.016779	-118.0997568
-8.516374	-119.4959878
-9.015969	-119.7207295
-9.515564	-120.0144073
-10.03239	-120.9336778
-10.51475	-121.8076596
-11.01435	-119.5172036
-11.51394	-122.2916109
-12.01354	-122.8264438
-12.51313	-122.396535
-13.02996	-123.660304
-13.51233	-123.3628571
-14.01192	-124.0699696
-14.51152	-125.5696049
-15.01111	-125.89769
-15.51071	-126.4669909
-16.0103	-127.2774468
-16.5099	-127.950152
-17.00949	-128.1404255
-17.50909	-128.7441337
-18.02591	-129.3532523
-18.52551	-127.7518541
-19.00787	-130.6931915
-19.50747	-131.2969605
-20.00706	-130.5913678
-20.50666	-131.8497872
-21.00625	-132.2812766
-21.52308	-132.1668085
-22.00544	-132.9029787
-22.50504	-132.8176292
-23.00463	-133.5591489
-23.50423	-134.5418845
-24.00382	-134.456535
-24.50342	-135.9905775
-25.00302	-135.4228571
-25.50261	-136.5089362
-26.0022	-137.6639514
-26.5018	-137.6130091
-27.0014	-137.8722188
-27.50099	-139.5096049
-28.00059	-139.7342857
-28.50018	-140.2001824
-29.017	-141.3950152
-29.5166	-141.9987234
-30.01619	-141.9478419
-30.51579	-141.6212766
-31.01538	-143.5342857
-31.53221	-144.0744073
-32.01458	-143.2945897
-32.51417	-144.173921
-33.01376	-145.5012158
-33.53059	-146.2480851
-34.01295	-144.5379331
-34.51255	-146.65769
-35.02937	-147.0255319
-35.51174	-146.0044985
-36.01133	-147.9864438
-36.51093	-148.3489362
-37.01052	-148.02231
-37.51012	-149.5562918
-38.00972	-149.6776292
-38.50931	-150.3502736
-39.00891	-150.0236474
-39.5085	-151.3853495
-40.00809	-151.9890578
-40.50769	-152.0413982
-41.02451	-153.0984195
-41.50688	-153.3866261
-42.0237	-154.6848024
-42.50607	-151.8375684
-43.00567	-154.9564742
-43.50526	-155.3534347
-44.02208	-155.9624924
-44.50445	-157.4221277
-45.02127	-157.3075988
-45.50364	-158.5261398
-46.00324	-158.8885714
-46.50283	-159.3544073
-47.01966	-159.8945289
-47.50202	-159.9415805
-48.00162	-159.442614
-48.50121	-159.667234
-49.00081	-161.1323404
-49.5004	-161.9771429
-50.01723	-159.967538
-50.51682	-162.087234
-51.01642	-162.7942249
-51.51601	-161.6406687
-52.01561	-164.0359878
-52.5152	-164.1916717
-53.0148	-164.519696
-53.51439	-165.8124012
-54.01399	-166.7605471
-54.51358	-164.6767173
-55.01318	-166.9341641
-55.51277	-167.9167781
-56.02959	-167.6299696
-56.51196	-167.1600608
-57.02879	-169.457386
-57.51115	-170.1589666
-58.01075	-169.418845
-58.51035	-169.8846201
-59.00994	-171.7285714
-59.50953	-172.2632827
-60.00913	-171.2130091
-60.50872	-171.7821884
-61.00832	-172.592462
-61.50792	-173.3683283
-62.02474	-171.3931307
-62.50711	-173.5418845
-63.0067	-173.4907599
-63.50629	-173.198541
-64.00589	-174.2155623
-64.50549	-175.1637082
-65.00508	-175.5604863
-65.50468	-175.647234
-66.00427	-176.1130091
-66.50387	-176.4409119
-67.00346	-176.1831003
-67.50306	-177.6824924
-68.00266	-175.8741641
-68.50225	-177.7525228
-69.00184	-178.1493617
-69.50143	-177.5125228
-70.00103	-180.0455319
-70.50063	-180.2355623
-71.00022	-179.1164134
-71.51704	-180.7244377
-72.01664	-181.3279635
-72.51624	-179.3128875
-73.01583	-181.3979939
-73.51543	-181.3812766
-74.01502	-181.088997
-74.51462	-181.9336778
-75.01421	-180.3665046
-75.51381	-181.1767173
-76.0134	-181.9180547
-76.513	-183.1417021
-77.01259	-181.9880243
-77.51218	-183.4872948
-78.01178	-182.2991489
-78.51138	-184.3152584
-79.01097	-185.8490578
-79.51057	-186.3835866
-80.01016	-184.1617629
-80.52699	-184.9772644
-81.00935	-184.9551976
-81.50895	-185.2830395
-82.00854	-186.0587234
-82.50814	-185.9731307
-83.00774	-185.7151368
-83.50733	-186.0429179
-84.00693	-186.2673556
-84.50652	-186.4917933
-85.00611	-186.5438906
-85.50571	-187.3196353
-86.0053	-186.5103951
-86.5049	-187.3205471
-87.00449	-186.752462
-87.50409	-187.6660182
-88.00368	-187.7525836
-88.50328	-186.8054711
-89.0201	-186.2427964
-89.50247	-187.288693
-90.00207	-187.5130699
-90.50166	-186.9105775
-91.00126	-187.755076
-91.50085	-187.9794529
-92.00044	-188.6173252
-92.50004	-188.3592705
-93.01686	-188.8646201
-93.51646	-189.088997
-94.03328	-188.112766
-94.53288	-189.2673556
-95.03247	-189.2161094
-95.51484	-188.8148936
-96.01443	-189.3148328
-96.51403	-186.8516717
-97.01363	-187.8340426
-97.51322	-186.9213374
-98.01282	-187.8691793
-98.51241	-187.8867477
-99.01201	-188.4556231
-98.49519	-150.2564134
-97.99559	-149.5497264
-97.49599	-145.1218845
-96.9964	-143.1403647
-96.4968	-139.022614
-95.99721	-136.0762918
-95.49761	-132.9921581
-94.99802	-130.1493009
-94.49842	-127.8231611
-93.99883	-127.8744681
-93.49923	-123.6533131
-92.99963	-121.1549544
-92.48281	-118.4444377
-91.98322	-115.0846809
-91.48363	-113.4131915
-90.98403	-110.5702128
-90.48444	-107.2104559
-89.98484	-104.8843161
-89.48524	-102.4203647
-88.98565	-99.50844985
-88.48605	-96.80328267
-87.98646	-94.71835866
-87.48686	-92.18547112
-86.98727	-89.41136778
-86.48767	-86.70620061
-85.98808	-84.55227964
-85.48848	-82.36395137
-84.98888	-79.48650456
-84.48929	-77.36699088
-83.98969	-75.55768997
-83.4901	-73.02474164
-82.99051	-70.66407295
-82.49091	-69.68164134
-81.99132	-66.76972644
-81.49172	-64.5812766
-80.99213	-63.11647416
-80.49253	-60.54906383
-79.99294	-59.11868085
-79.49334	-57.10256535
-78.99374	-56.49908815
-78.49415	-53.69048632
-77.99455	-52.36344681
-77.49496	-50.07167173
-76.99536	-48.9513617
-76.49577	-47.41759271
-75.99618	-46.6073617
-75.49658	-44.21220061
-74.99699	-42.33386018
-74.49739	-41.04125836
-73.9978	-40.19657751
-73.48097	-38.96749544
-72.9986	-37.06006079
-72.49901	-35.87080851
-71.99941	-34.30254103
-71.49982	-33.11328267
-70.98299	-31.84975076
-70.4834	-30.35038906
-69.9838	-28.98883283
-69.48421	-27.07601216
-68.98461	-25.23208511
-68.48502	-25.73111854
-67.98543	-22.16442553
-67.48583	-21.66425532
-66.98624	-19.40685106
-66.48664	-17.52845593
-65.96982	-16.64389666
-65.48745	-15.597769
-64.98785	-13.96056535
-64.48826	-12.53006687
-63.98866	-11.51303951
-63.47184	-10.07717933
-62.98947	-9.478972644
-62.48988	-7.428279635
-61.99028	-6.514601824
-61.49069	-5.08408997
-60.99109	-3.894770821
-60.4915	-2.705442553
-59.9919	-1.826206079
-59.49231	-0.567971125
-58.99271	1.03482614
-58.49312	3.016636474
-57.99352	4.171514286
-57.49393	5.464228571
-56.99433	6.619118541
-56.49474	6.843714286
-55.99514	8.928905775
-55.47832	10.0202614
-54.97872	11.96763526
-54.49636	12.22133131
-53.99676	13.37623708
-53.49717	14.70342857
-52.99757	16.13397568
-52.49797	16.49641945
-51.99838	17.44460182
-51.49878	19.0129848
-50.99919	19.85780547
-50.4996	20.77154407
-49.96555	22.24729483
-49.48318	21.81192705
-48.98358	24.13832827
-48.48399	24.50079635
-47.98439	25.75910638
-47.48479	27.56867477
-46.9852	27.79332523
-46.48561	28.0868997
-45.98601	29.68976292
-45.46919	30.71225532
-44.98682	32.24083283
-44.48722	32.46549544
-43.98763	33.86162918
-43.48803	32.84591489
-42.98844	34.68996353
-42.48885	34.3633617
-41.98925	36.24187234
-41.48965	37.46575076
-40.99006	38.27615198
-40.49046	39.18993313
-39.99087	40.72391489
-39.49127	41.43096657
-38.99168	38.31349544
-38.49208	41.60469909
-37.99249	43.00085106
-37.49289	45.25838298
-36.9933	45.55198784
-36.47647	46.50560486
-35.99411	47.10393921
-35.47728	48.50547112
-34.99492	49.58617021
-34.49532	50.91344681
-33.99573	50.86249848
-33.49613	52.39649848
-32.99654	52.96575684
-32.49694	52.08789058
-31.99734	54.4832766
-31.49775	54.05332523
-30.99816	56.79326444
-30.49856	56.29441337
-29.99897	57.82841945
-29.48214	58.74761094
-28.99977	58.48458359
-28.48295	60.26515502
-27.98336	60.52432827
-27.46654	62.37379939
-26.98417	63.1099696
-26.48457	63.78261398
-25.98498	63.5249848
-25.48538	65.12790274
-24.98579	63.69878419
-24.48619	65.61179331
-23.9866	66.45671733
-23.487	66.44024316
-22.98741	67.28516717
-22.48781	69.33604863
-21.98822	69.87088146
-21.48862	68.92413374
-20.98903	71.04389058
-20.48943	72.30224924
-19.98984	71.3899696
-19.49024	71.95927052
-18.99065	72.11507599
-18.49105	73.7525228
-17.99146	72.70237082
-17.49186	73.58176292
-16.99227	73.25525836
-16.49267	76.64984802
-15.99307	76.63343465
-15.49348	77.54723404
-14.99388	78.94346505
-14.47706	78.89793313
-13.99469	79.1862614
-13.4951	78.85969605
-12.9955	80.32480243
-12.47868	81.45075988
-11.99631	80.87768997
-11.49672	82.75629179
-10.99712	82.70534954
-10.49753	83.4125228
-9.997932	84.22297872
-9.498337	83.65525836
-8.998742	85.32711246
-8.499146	84.62158055
-7.999552	86.29343465
-7.482729	83.93945289
-6.983134	86.50717325
-6.483539	87.76553191
-5.983944	88.81726444
-5.484349	89.00753799
-4.984754	89.99027356
-4.485158	91.04200608
-3.985563	90.88772036
-3.485968	91.07799392
-2.986373	90.44139818
-2.486778	91.66534954
-1.987183	91.78674772
-1.487588	92.52832827
-0.9879924	91.40930091
-0.4883973	93.25343465
0.01119782	93.7193921
0.510793	94.66772036
1.010388	95.65045593
1.509983	95.66851064
2.009578	96.89246201
2.509173	96.9793921
3.008769	98.34115502
3.508364	97.53227964
4.007959	99.41088146
4.507554	98.91203647
5.024376	100.4859574
5.523972	101.0552584
6.00634	99.58632219
6.505935	101.4304559
7.00553	100.4492401
7.505125	102.5690578
8.004721	103.6551976
8.504315	102.1916109
9.003911	104.4492401
9.503506	105.0874772
10.0031	103.8306383
10.5027	106.0193313
11.00229	105.486079
11.50189	106.88231
12.00148	107.5549544
12.50108	106.3325836
13.00067	108.0389058
13.50027	107.2299696
14.01709	109.3896049
14.51668	108.2705775
15.01628	107.3238298
15.5331	109.7935562
16.01547	110.3230395
16.53229	111.6212158
17.01466	111.5994529
17.51426	111.3417629
18.01385	113.7372036
18.51344	114.4787842
19.01304	113.5664438
19.51264	113.9635258
20.01223	113.9125836
20.51183	114.5508207
21.01142	116.3604255
21.51101	113.139696
22.01061	115.5695441
22.51021	116.1043769
23.0098	117.5694833
23.5094	117.6563526
24.00899	115.8482675
24.52581	118.3524012
25.00818	119.4331307
25.50778	118.4174468
26.00737	119.1590274
26.50697	120.0039514
27.00656	121.5379331
27.50616	121.1768997
28.00575	122.7109422
28.50535	121.2818237
29.00494	123.6082675
29.50454	124.4187234
30.00413	124.3333739
30.50373	125.2471733
31.00332	124.955076
31.50292	126.6958055
32.00251	127.2305775
32.50211	124.9056535
33.00171	127.8522796
33.5013	125.837386
34.00089	128.9907599
34.50049	129.2155015
35.01731	128.8253495
35.51691	130.7728267
36.03373	130.2103951
36.5161	130.4986626
37.01569	131.2401824
37.51529	131.3959271
38.01488	132.7920973
38.51448	131.7419453
39.01407	133.3792705
39.51367	131.950152
40.01326	134.4488146
40.51286	134.6046201
41.02968	134.2833435
41.52928	135.7484498
42.01164	135.0719149
42.51124	136.5369605
43.01083	136.2448024
43.51043	137.8821277
44.01003	137.2109422
44.50962	138.2970213
45.00922	137.2468085
45.50881	139.4699088
46.0084	137.3860182
46.508	140.263769
47.0076	140.6951368
47.50719	140.7474772
48.00679	141.730152
48.50638	141.6791489
49.00598	141.5248024
49.50557	140.5090578
50.02239	142.6341033
50.50476	142.8878419
51.00436	143.2158055
51.50395	143.5782979
52.00355	144.1474772
52.50314	142.8905167
53.00274	145.6303343
53.50233	143.5809726
54.00193	145.7006079
54.50152	143.6167173
55.00112	144.7371429
55.50071	146.8568389
56.00031	145.8755015
56.51713	147.9316109
57.01673	147.7771429
57.51632	148.1395745
58.01591	148.3297264
58.51551	148.4854103
59.01511	148.0553799
59.5147	149.0035258
60.0143	148.6423708
60.51389	150.1418237
61.01349	151.5034043
61.51308	151.0389058
62.01268	151.5735562
62.51227	151.8325836
63.01187	152.1950152
63.51146	151.6271125
64.01106	151.4037082
64.51065	152.9031611
65.01025	151.0948328
65.50984	153.1110638
66.00944	152.4742249
66.50903	154.3526444
67.00863	154.3359878
67.50822	154.7328267
68.00782	155.6809119
68.50742	155.1130091
69.00701	155.8888146
69.50661	154.3561094
70.0062	155.0630395
70.5058	155.046383
71.00539	155.8910638
71.50498	156.1156231
72.00458	156.9947112
72.50417	155.5309422
73.00377	155.3764742
73.50336	156.1178116
74.02019	157.1745897
74.50256	156.2222492
75.00215	156.8257751
75.50175	157.394772
76.00134	156.13769
76.50094	157.843769
77.00053	156.1387234
77.50013	155.1917325
78.01695	156.627538
78.51655	155.887234
79.01614	156.8697264
79.51573	158.6791489
80.01533	159.1103343
80.51492	157.2674772
81.01452	158.2499088
81.51411	159.7836474
82.01371	157.0105167
82.51331	156.6837082
83.0129	158.0795745
83.5125	157.9594529
84.01209	158.7351976
84.51169	158.3393921
85.01128	153.9124012
85.52811	155.1413982
86.01048	157.4621884
86.51006	157.8933131
87.00966	157.7731307
87.50925	159.4446809
88.00885	158.428693
88.50845	146.8694225
89.00804	150.8150152
89.50764	152.2108815
90.00723	154.5714286
90.50683	155.2781763
91.00642	157.0186018
91.50602	154.4865653
92.00562	156.8471125
92.50521	156.8992097
93.00481	157.2269301
93.5044	156.3832219
94.02122	157.8877204
94.50359	156.9007903
95.00318	156.2637082
95.50278	158.3831003
96.00237	154.266079
96.50197	156.2131915
97.00156	156.6097872
97.50116	156.213921
98.00076	156.4037082
98.50035	156.4558055
99.01717	156.0308207
99.51677	157.0131307
98.99995	123.2586018
98.48312	118.1018845
97.9663	116.9418845
97.48393	112.6917325
96.98434	109.8143465
96.48474	106.4545897
95.98515	104.1629787
95.48555	100.9410334
94.98595	97.34012158
94.48636	93.87696049
93.98676	91.86097264
93.48717	89.53489362
92.98758	86.07173252
92.48798	82.16066869
91.98839	79.17987842
91.48879	76.5781155
90.9892	72.56370821
90.4896	71.68468085
89.99001	69.08291793
89.49041	67.3424924
88.97359	64.28741641
88.49122	61.65653495
87.99162	59.12364742
87.49203	56.86640729
86.99243	54.2301459
86.49284	51.18041945
85.99324	49.02651672
85.49365	46.83816413
84.99406	45.06325836
84.49446	42.77153799
83.99487	40.65206687
83.49527	40.11755623
82.99567	36.75770213
82.49608	34.29368389
81.97926	31.99657143
81.49689	29.67572644
80.99729	28.34870517
80.4977	27.33179331
79.9981	25.45348936
79.48128	21.67479027
78.99891	20.66322188
78.48209	19.95100304
77.99973	17.73351976
77.4829	16.50448632
76.98331	15.07406079
76.48371	13.5747538
75.98412	12.55780547
75.48452	10.81728875
74.98492	9.869234043
74.48533	8.576638298
73.98573	6.973927052
73.48614	5.715776292
72.98654	4.664333131
72.48695	3.888554407
71.98735	2.458102128
71.48775	1.682313678
70.98816	0.045127277
70.48856	-0.765121581
69.98898	-2.33339696
69.48938	-4.039503951
68.98978	-5.401044985
68.49019	-6.555878419
67.99059	-8.227519757
67.47377	-9.008717325
66.9914	-10.05481459
66.49181	-12.20885106
65.99221	-12.74349544
65.49261	-15.00091185
64.99302	-15.67337994
64.49342	-16.2424924
63.99383	-18.08644377
63.49424	-18.34546505
62.99464	-19.5692462
62.49504	-21.34427964
61.99545	-21.63777508
61.49585	-23.48173252
60.99626	-24.49879027
60.49667	-24.89564742
59.99707	-26.53289362
59.49747	-27.79113678
58.99788	-28.73928267
58.49828	-29.96307599
57.98146	-30.26195137
57.49909	-32.13502128
56.9995	-32.66972644
56.4999	-32.65314286
55.98308	-34.7781459
55.48349	-36.41542249
54.96666	-36.78321581
54.48429	-36.79574468
53.9847	-38.36410334
53.4851	-39.48455927
52.98551	-39.39908207
52.48592	-41.48428571
51.98632	-42.53584802
51.48672	-43.48403647
50.98713	-43.60529483
50.48753	-45.34595137
49.98794	-46.12187234
49.48834	-46.41541641
48.98875	-47.67371429
48.48915	-48.93200608
47.98956	-48.91547112
47.48996	-50.62168389
46.99037	-51.36316109
46.49077	-52.65592705
45.99118	-53.46632219
45.49158	-52.45059574
44.99199	-55.56948328
44.49239	-56.06978116
43.9928	-57.50037082
43.4932	-58.00068085
42.99361	-58.1908997
42.49401	-59.10466261
41.99442	-59.81172036
41.49482	-60.3120304
40.99523	-61.6737386
40.49563	-62.69088146
39.99604	-62.43319149
39.49644	-64.89744681
38.97962	-65.16194529
38.49725	-65.17452888
37.99765	-66.15720365
37.49806	-67.24328267
36.99847	-67.91586626
36.49887	-67.41702128
35.99928	-68.7787234
35.48245	-69.59452888
34.98286	-70.02595745
34.48326	-71.49106383
33.98367	-72.06030395
33.48407	-70.14881459
32.98448	-73.75009119
32.48488	-74.97398176
31.98529	-75.06091185
31.48569	-74.63094225
30.9861	-76.23386018
30.4865	-77.04431611
29.98691	-77.09671733
29.47008	-77.6368997
28.98771	-79.06218845
28.48812	-79.73483283
27.98853	-78.65027356
27.48893	-80.18425532
26.98933	-81.6493617
26.48974	-82.32200608
25.99014	-82.58115502
25.49055	-82.4268693
24.99095	-83.75416413
24.49136	-84.32346505
23.99176	-83.44559271
23.49217	-85.18638298
22.99257	-85.92790274
22.49298	-86.22158055
21.99338	-87.20431611
21.49379	-87.08449848
20.99419	-87.48151976
20.47737	-88.84863222
19.995	-88.68899696
19.49541	-90.5331307
18.99581	-90.62
18.49622	-90.77586626
17.99662	-91.62079027
17.49703	-91.81106383
16.99743	-92.89720365
16.49784	-93.29416413
15.98102	-92.97300912
15.49865	-94.29495441
14.99905	-94.6575076
14.48223	-94.09519757
13.99986	-95.27927052
13.48304	-95.85398176
12.98344	-97.14680851
12.46662	-97.41136778
11.98425	-98.45768997
11.48466	-98.61355623
10.98506	-99.66516717
10.45101	-100.4175076
9.985873	-100.3558663
9.486279	-101.7865653
8.986683	-102.5281459
8.469861	-102.7238298
7.987493	-102.116231
7.487897	-102.8922796
6.988302	-104.5297264
6.488707	-104.9956231
5.989112	-105.0481459
5.489517	-104.0669301
4.989922	-105.8421884
4.490326	-106.824924
3.990731	-107.0841337
3.491136	-106.6542857
2.991541	-108.2916717
2.491946	-108.8609726
1.992351	-108.9823708
1.492756	-108.8280851
0.9931607	-110.741155
0.4935656	-111.4482675
-0.006029591	-111.397386
-0.5056247	-111.1398176
-1.00522	-112.4326444
-1.504815	-113.0364134
-2.00441	-113.1233435
-2.504005	-114.2439514
-3.003601	-114.6753799
-3.503196	-115.1413374
-4.002791	-113.9879027
-4.502386	-116.0043161
-5.001981	-116.6769605
-5.501576	-117.0740426
-6.001172	-117.5744073
-6.500767	-110.2190274
-7.000362	-108.5832219
-7.517184	-110.363769
-8.016779	-108.0389058
-7.482729	-108.6992097
-8.034006	-107.0105775
-8.516374	-108.7459574
-9.015969	-108.7640122
-9.515564	-111.1594529
-10.01516	-111.1774468
-10.51475	-112.3669301
-11.01435	-112.7984195
-11.51394	-113.5744681
-12.01354	-113.7647416
-12.51313	-114.7130699
-13.01273	-114.3520973
-13.51233	-113.7154407
-14.01192	-115.8351976
-14.51152	-116.6801216
-15.01111	-117.1116109
-15.51071	-116.7161702
-16.0103	-118.1124012
-16.5099	-116.8210942
-17.00949	-119.4232219
-17.50909	-120.3715502
-18.00868	-120.2517325
-18.50828	-120.4420061
-19.00787	-120.8734954
-19.5247	-121.4136778
-20.00706	-121.3918541
-20.50666	-120.5140426
-21.00625	-121.9791489
-21.50585	-123.3753799
-22.00544	-123.8412766
-22.50504	-123.0323404
-23.00463	-124.6353191
-23.50423	-124.8255927
-24.00382	-125.5327052
-24.50342	-123.38
-25.00302	-126.051003
-25.50261	-127.2060182
-26.0022	-127.4307599
-26.5018	-124.4167173
-27.0014	-127.5356839
-27.50099	-128.4494833
-28.00059	-127.6405471
-28.50018	-128.7610942
-29.03423	-129.6856535
-29.5166	-130.1462006
-30.01619	-129.9918541
-30.51579	-130.1132523
-31.01538	-131.8539818
-31.51498	-131.2517325
-32.01458	-131.9243769
-32.51417	-131.149848
-33.01376	-132.546079
-33.51336	-132.9775076
-34.01295	-133.9257751
-34.51255	-135.0118541
-35.01215	-132.5490578
-35.51174	-134.427538
-36.01133	-134.6522796
-36.51093	-135.7383587
-37.02775	-135.8650456
-37.51012	-136.1532523
-38.00972	-137.4116109
-38.50931	-137.0849848
-39.00891	-134.6566565
-39.5085	-135.9838906
-40.00809	-138.5170821
-40.50769	-138.8451064
-41.00729	-138.8630395
-41.50688	-140.3970213
-42.00648	-140.7939818
-42.50607	-140.5362918
-43.00567	-141.1744073
-43.50526	-140.2275988
-44.00486	-142.3128875
-44.50445	-141.8139818
-45.00405	-142.8655319
-45.52087	-141.6829179
-46.00324	-143.4527052
-46.50283	-143.9529483
-47.00243	-144.5911246
-47.50202	-145.401459
-48.00162	-144.592462
-48.50121	-144.5759271
-49.00081	-145.6964134
-49.5004	-146.3689362
-50.01723	-146.5644985
-50.51682	-145.5487538
-51.03365	-147.7771429
-51.51601	-147.0316717
-52.01561	-148.2210334
-52.5152	-148.7213374
-53.0148	-147.8434043
-53.51439	-149.4462006
-54.01399	-147.8446809
-54.51358	-149.6542857
-55.01318	-149.63769
-55.51277	-149.8278419
-56.01237	-148.6053495
-56.51196	-150.2770213
-57.01156	-151.1218845
-57.51115	-151.6565957
-58.01075	-151.4677204
-58.51035	-152.5192097
-59.00994	-151.5723404
-59.50953	-153.2096049
-60.00913	-152.7795137
-60.50872	-154.1755623
-61.00832	-151.402614
-61.52514	-153.5964742
-62.00751	-153.298845
-62.52433	-154.2868085
-63.0067	-155.0572644
-63.50629	-154.0069909
-64.00589	-156.1610334
-64.50549	-156.2477812
-65.00508	-156.0589058
-65.50468	-156.6968997
-66.00427	-157.0592705
-66.50387	-154.2517933
-67.00346	-156.8537386
-67.50306	-157.7674164
-68.00266	-155.4422492
-68.50225	-157.113921
-69.00184	-157.7519149
-69.50143	-155.8401824
-70.00103	-157.3740426
-70.50063	-157.1161702
-71.00022	-158.236535
-71.51704	-158.4319757
-72.01664	-158.5531307
-72.51624	-156.9515502
-73.03306	-156.9402432
-73.51543	-159.0888146
-74.01502	-157.4183587
-74.51462	-159.1933131
-75.03144	-160.0088754
-75.51381	-158.1951368
-76.0134	-159.2465653
-76.513	-158.4029179
-77.01259	-160.3502128
-77.51218	-160.5746505
-78.01178	-159.8344073
-78.51138	-160.3689362
-79.01097	-159.8353799
-79.52779	-160.4787234
-80.02739	-160.8753799
-80.50976	-160.4054103
-81.00935	-160.1130699
-81.50895	-159.7172644
-82.00854	-161.2165957
-82.50814	-161.1309422
-83.00774	-160.4939818
-83.50733	-161.7176292
-84.00693	-162.0454103
-84.50652	-160.5125836
-85.00611	-161.0127052
-85.50571	-158.7907599
-86.0053	-159.4975684
-86.5049	-160.0665046
-87.00449	-158.8782979
-87.50409	-160.3431003
-88.00368	-159.6026748
-88.50328	-160.3784195
-89.00288	-158.8800608
-89.50247	-160.4482067
-90.00207	-160.4313678
-90.50166	-160.9313678
-91.00126	-160.5355623
-91.50085	-161.448997
-92.00044	-159.5716109
-92.50004	-161.6221277
-93.01686	-161.9207295
-93.51646	-159.9744073
-94.01605	-161.1635258
-94.53288	-159.8427356
-95.01524	-160.9919757
-95.53207	-160.7048632
-96.01443	-160.5103951
-96.51403	-157.1168997
-97.01363	-155.3428571
-97.51322	-158.5302736
-98.01282	-159.2024924
-98.51241	-158.8755623
-99.02924	-159.2774468
-99.5116	-158.2560486
-100.0112	-156.5852888
-99.49437	-130.3420061
-98.99478	-126.7410942
-98.49519	-123.6225532
-97.99559	-120.2628571
-97.49599	-117.7300304
-96.9964	-117.0233435
-96.4968	-112.8711246
-95.99721	-110.9929483
-95.49761	-108.8046809
-94.99802	-105.4104559
-94.49842	-102.7742857
-93.99883	-101.1717325
-93.49923	-98.67337386
-92.99963	-96.14048632
-92.48281	-94.87714286
-91.98322	-91.41398176
-91.48363	-89.67361702
-90.98403	-87.72650456
-90.48444	-85.15914894
-89.98484	-84.00449848
-89.48524	-81.05817629
-88.98565	-78.31854103
-88.48605	-77.43951368
-87.96923	-74.9012766
-87.48686	-72.71829787
-86.98727	-70.80559271
-86.48767	-67.99702128
-85.98808	-67.42808511
-85.48848	-64.2750152
-84.98888	-62.50012158
-84.48929	-62.03446809
-83.98969	-59.08810942
-83.4901	-57.6577386
-82.99051	-55.15927052
-82.49091	-53.79781763
-81.99132	-52.33299088
-81.47449	-50.44932523
-80.99213	-49.54114894
-80.49253	-47.5594772
-79.99294	-46.57700912
-79.49334	-44.62979939
-78.99374	-42.95821884
-78.49415	-42.5614772
-77.99455	-40.51088754
-77.49496	-39.94186626
-76.99536	-38.23581155
-76.49577	-37.35669301
-75.99618	-36.4086383
-75.49658	-35.01268085
-74.99699	-33.13432827
-74.49739	-32.25519757
-73.9978	-31.10041945
-73.4982	-29.46324012
-72.98138	-29.40564742
-72.49901	-26.74020061
-71.99941	-25.48202432
-71.49982	-23.87930091
-70.98299	-23.0981459
