Saatcioglu and Grira1999 Column BG-6	
4.007959	82.82492401
4.507554	84.25398176
5.007149	86.85452888
5.506744	87.62893617
6.023567	89.09775076
6.505935	92.10644377
7.00553	92.74303951
7.505125	93.51744681
8.004721	95.25659574
8.521544	97.93130699
9.003911	98.01130699
9.503506	100.8874772
10.0031	102.351003
10.5027	104.2624316
11.00229	105.8982371
11.50189	107.086079
12.00148	109.1697872
12.50108	111.7703343
13.00067	112.2690578
13.50027	113.3535562
14.01709	115.3736778
14.51668	117.8019453
15.01628	118.3696049
15.51587	119.6953191
16.01547	120.4696657
16.51506	123.3458359
17.01466	124.8093617
17.51426	126.5140426
18.01385	128.1842553
18.51344	130.7158663
19.01304	131.8003647
19.51264	132.4714286
20.01223	134.3483891
20.51183	136.9488754
21.01142	138.4123404
21.51101	139.3245593
22.01061	142.0629179
22.51021	142.733921
23.0098	145.6100912
23.5094	146.5911854
24.00899	147.3655927
24.50859	148.2778116
25.00818	149.9480243
25.525	152.0025532
26.00737	153.5640729
26.50697	154.8553191
27.00656	156.4221884
27.50616	158.023465
28.00575	159.1768389
28.50535	161.6050456
29.02217	162.7293009
29.50454	163.3605471
30.00413	164.7895441
30.50373	165.2538602
31.00332	168.2677812
31.50292	170.3169605
32.00251	171.2291793
32.50211	172.2447416
33.00171	173.260304
33.5013	174.4825532
34.00089	177.5998784
34.50049	178.1674772
35.00008	178.5283891
35.51691	179.514772
36.0165	179.7723404
36.5161	181.8215198
37.01569	183.2849848
37.51529	184.2316109
38.01488	185.2815805
38.51448	186.4004863
39.01407	187.726079
39.51367	188.2937386
40.01326	190.2739818
40.51286	191.0483283
41.01245	192.373921
41.51205	193.4583587
42.01164	195.3352584
42.51124	196.2474164
43.01083	197.1940426
43.51043	197.3137386
44.01003	197.9502128
44.50962	199.3102736
45.00922	197.7416413
45.50881	200.7900304
46.0084	200.5995745
46.508	202.2352584
47.0076	203.2507599
47.50719	203.8182979
48.00679	203.7657143
48.50638	204.0576292
49.00598	204.866383
49.50557	205.5373252
50.00517	205.1745897
49.48834	168.527234
48.98875	166.7881459
48.48915	159.9842553
47.98956	159.0376292
47.48996	153.9220061
46.99037	148.8063222
46.49077	147.7219453
45.99118	145.5349544
45.49158	141.2117933
44.99199	137.5776292
44.49239	135.2184195
43.9928	133.686079
43.4932	128.5359271
42.99361	126.4867477
42.49401	121.991307
41.99442	119.4942249
41.49482	116.4113678
40.99523	115.9815805
40.49563	109.9700912
39.99604	109.1957447
39.49644	104.1489362
38.99685	102.4443161
38.49725	100.5330091
37.99765	96.8643769
37.4636	95.42480243
36.99847	94.04085106
36.49887	90.75130699
35.99928	88.97775076
35.49968	87.5487538
34.98286	81.91088146
34.48326	80.86091185
33.98367	80.01762918
33.48407	77.58942249
32.98448	75.81586626
32.48488	73.11197568
31.98529	71.44182371
31.48569	69.94389058
30.9861	67.99805471
30.4865	65.32863222
29.98691	64.27860182
29.48731	62.05714286
28.98771	59.42218237
28.48812	59.02680851
27.98853	55.8061155
27.48893	54.75610942
26.98933	52.50015198
26.48974	48.14243769
25.99014	47.7126079
25.49055	47.28277812
24.99095	42.64941641
24.49136	42.08176292
23.99176	39.82580547
23.49217	37.94885714
22.99257	37.76021277
22.49298	34.02267477
21.99338	32.49027964
21.49379	29.92421884
20.99419	27.49598176
20.4946	25.37783587
19.995	25.01690578
19.49541	20.69362918
18.99581	19.47131915
18.49622	14.975769
17.99662	12.78871125
17.49703	9.430176292
16.99743	7.725489362
16.49784	6.193075988
15.99824	5.418676596
15.49865	0.750846809
14.99905	-0.57483848
14.49946	-1.590425532
13.99986	-5.08678541
13.48304	-6.34887538
12.98344	-8.63931307
12.48385	-10.44736778
11.98425	-12.25542857
11.48466	-13.82230395
10.98506	-14.56224924
10.48547	-16.09467477
9.968646	-18.87280243
9.486279	-22.70839514
8.986683	-23.58617021
8.487088	-25.32532523
7.987493	-27.96031003
7.487897	-29.87174468
6.988302	-32.19663222
6.488707	-34.65934954
5.989112	-35.02029179
5.489517	-39.34358055
4.989922	-39.94571429
4.490326	-43.23534954
3.990731	-43.83748936
3.491136	-46.1623769
2.991541	-46.79897264
2.491946	-48.02130091
1.992351	-51.82776292
1.492756	-52.84336778
0.9931607	-54.99598176
0.4935656	-58.07888754
-0.006029591	-58.23310638
-0.5056247	-59.59325836
-1.00522	-62.95179331
-1.504815	-64.17410334
-2.00441	-65.5687538
-2.504005	-66.58431611
-3.003601	-68.66802432
-3.503196	-69.06346505
-4.002791	-71.21604863
-4.502386	-72.67957447
-5.001981	-75.28012158
-5.501576	-77.70838906
-6.001172	-79.55088146
-6.500767	-80.94547112
-7.000362	-83.0981155
-7.517184	-83.53325228
-8.034006	-85.7256535
-8.516374	-86.42583587
-9.015969	-86.99355623
-9.515564	-89.69744681
-10.01516	-91.09203647
-10.51475	-92.96899696
-11.01435	-94.46693009
-11.51394	-93.24297872
-12.01354	-98.22091185
-12.51313	-99.09866261
-13.02996	-100.6708815
-13.51233	-101.0609726
-14.01192	-104.3161094
-14.51152	-105.7796353
-15.01111	-107.208693
-15.51071	-107.9486322
-16.02753	-107.9703343
-16.5099	-110.9100912
-17.02672	-112.4133739
-17.50909	-114.1471733
-18.00868	-115.2316717
-18.50828	-117.3153799
-19.00787	-118.9511246
-19.5247	-120.5922188
-20.00706	-121.3613374
-20.50666	-122.6869909
-21.00625	-124.3227356
-21.52308	-125.5503951
-22.00544	-127.5598784
-22.50504	-128.5754407
-23.00463	-129.8321581
-23.50423	-130.3998176
-24.00382	-132.5869301
-24.50342	-132.9822492
-25.02024	-133.0039514
-25.50261	-137.7353799
-26.0022	-139.1643769
-26.5018	-141.0758055
-27.0014	-141.7812766
-27.50099	-143.8305167
-28.01781	-144.3001216
-28.50018	-144.6556839
-29.03423	-147.8869909
-29.53382	-150.0395745
-30.01619	-151.4977508
-30.51579	-152.2031611
-31.01538	-153.391003
-31.51498	-153.8553191
-32.01458	-156.1112462
-32.53139	-156.9598176
-33.01376	-159.1415198
-33.51336	-159.330152
-34.01295	-160.001155
-34.51255	-163.2218237
-35.02937	-164.4838906
-35.51174	-164.6671733
-36.01133	-166.7508207
-36.51093	-167.6629787
-37.01052	-168.3684498
-37.51012	-166.8687538
-38.00972	-167.8497872
-38.50931	-170.6570213
-39.00891	-171.4313678
-39.5085	-172.9637082
-40.00809	-174.1170821
-40.50769	-174.7535562
-41.00729	-175.3212158
-41.50688	-178.0250456
-42.00648	-179.9364134
-42.50607	-180.0215805
-43.0229	-181.5592705
-43.50526	-182.2593313
-44.00486	-182.9992705
-44.50445	-182.1886322
-45.00405	-183.8243161
-45.50364	-180.946383
-46.00324	-184.1325836
-46.50283	-185.2169605
-47.00243	-186.7148328
-47.50202	-187.661459
-48.00162	-188.4357447
-48.51844	-188.8708207
-49.00081	-189.0540426
-49.5004	-189.1736778
-50.01723	-190.5046201
-49.48318	-152.7493009
-48.98358	-148.495076
-48.48399	-146.8593313
-47.98439	-141.6748328
-47.48479	-140.2458359
-46.9852	-134.131003
-46.48561	-132.0129483
-45.98601	-129.171307
-45.48642	-127.0876596
-44.98682	-123.694772
-44.48722	-121.5422492
-43.98763	-118.1493617
-43.48803	-115.6867477
-42.98844	-110.6744073
-42.48885	-108.073921
-41.98925	-104.57769
-41.48965	-102.7351976
-40.99006	-100.3415198
-40.49046	-97.0175076
-39.99087	-95.89860182
-39.49127	-90.74844985
-38.99168	-89.56066869
-38.49208	-88.37282675
-37.99249	-85.08328267
-37.49289	-82.58613982
-36.9933	-82.05300912
-36.4937	-78.45337386
-35.99411	-75.956231
-35.49451	-72.63221884
-34.99492	-71.40990881
-34.49532	-69.36072948
-33.99573	-67.34595745
-33.4789	-65.7393921
-32.99654	-63.52322188
-32.47971	-60.81404255
-31.99734	-59.56263222
-31.49775	-58.85717933
-30.99816	-56.18777508
-30.49856	-52.82927052
-29.99897	-51.95153799
-29.49937	-51.4183465
-28.99977	-47.99093009
-28.48295	-47.17678419
-27.98336	-44.30065046
-27.48376	-42.45816413
-26.98417	-41.16695441
-26.46735	-38.69896049
-25.98498	-37.61979331
-25.48538	-35.81175684
-24.96856	-34.41186626
-24.48619	-31.747769
-23.9866	-30.73219453
-23.487	-27.64931307
-22.98741	-26.77156231
-22.48781	-26.78963526
-21.98822	-23.6033921
-21.48862	-21.8642614
-20.98903	-19.8494772
-20.48943	-17.18005471
-19.98984	-14.92409119
-19.49024	-13.77068693
-18.99065	-10.30879635
-18.49105	-9.12093617
-17.99146	-6.692693009
-17.49186	-4.54008693
-16.99227	-2.559760486
-16.49267	0.488676657
-15.99307	0.952983587
-15.49348	4.139243769
-14.99388	6.360759878
-14.47706	9.173337386
-13.99469	10.39033435
-13.4951	11.13028571
-12.9955	14.28209726
-12.49591	15.81451064
-11.99631	17.41584195
-11.49672	18.81043769
-10.99712	19.75711854
-10.49753	22.80556839
-9.980704	25.41141641
-9.498337	28.24781763
-8.998742	29.6768693
-8.481919	32.17935562
-7.999552	33.43081459
-7.499957	35.92798176
-6.983134	37.25899088
-6.483539	40.0662614
-5.983944	42.08105167
-5.467122	43.82552584
-4.984754	45.0769848
-4.485158	48.33217021
-3.985563	48.79648632
-3.485968	51.43147112
-2.986373	54.51438298
-2.486778	55.11651672
-1.987183	57.09685106
-1.487588	59.31838906
-0.970765	60.89057751
-0.4883973	62.3143465
0.01119782	65.46613982
0.510793	67.20528875
1.010388	69.80583587
1.509983	71.06261398
2.009578	71.28577508
2.509173	74.81659574
3.008769	75.59100304
3.508364	78.67386018
4.007959	79.27604863
4.507554	82.04887538
5.007149	82.68541033
5.506744	85.21702128
6.00634	86.68054711
6.505935	89.17775076
7.00553	91.08917933
7.505125	91.14
8.004721	93.98170213
8.504315	94.54942249
9.003911	96.21963526
9.503506	98.33781155
10.0031	99.59458967
10.5027	100.2311854
11.00229	102.693921
11.50189	103.9506991
12.00148	107.1024924
12.50108	107.911307
13.00067	108.2378116
13.51749	111.8084498
14.01709	112.6517325
14.51668	112.9782371
15.01628	115.7854711
15.51587	117.5246201
16.01547	119.0914894
16.51506	119.14231
17.01466	122.6041945
17.51426	123.447538
18.01385	124.3253495
18.51344	126.9947112
19.01304	128.6993921
19.51264	129.8872948
20.01223	132.0054103
20.51183	133.6412158
21.01142	133.7265046
21.51101	135.4311246
22.01061	136.6190274
22.51021	138.6337994
23.0098	140.3728875
23.5094	141.4918541
24.02622	143.2018237
24.50859	143.5919149
25.00818	145.6066869
25.50778	146.6567173
26.00737	148.8781763
26.50697	149.7215198
27.00656	152.1152584
27.50616	151.7181763
28.02298	154.8752584
28.52258	155.959696
29.00494	158.141459
29.50454	157.7787842
30.00413	160.827234
30.50373	161.8427964
31.00332	163.3406687
31.50292	164.3906991
32.00251	165.9920365
32.50211	166.9730699
33.00171	169.263465
33.5013	170.2100912
34.01812	172.8848024
34.50049	173.5849848
35.00008	173.980304
35.51691	173.7607903
36.0165	177.0503343
36.5161	177.101155
37.01569	178.2200608
37.51529	180.0969605
38.01488	181.1469909
38.51448	182.2314286
39.01407	183.4192097
39.51367	184.9860182
40.01326	186.1738602
40.51286	186.4657751
41.01245	188.2393313
41.51205	189.3581763
42.01164	190.4082067
42.51124	191.6993313
43.01083	192.4047416
43.51043	193.5580547
44.01003	194.6769605
44.50962	195.8647416
45.00922	195.4675988
45.50881	196.6553799
46.0084	198.7389666
46.508	199.9267477
47.02482	199.7416413
47.50719	200.5795745
48.00679	202.5253495
48.50638	201.7491793
49.00598	203.9361094
49.50557	204.6415198
50.00517	205.1057143
50.50476	204.5706991
51.00436	206.4131307
51.50395	206.7739818
52.00355	208.0651064
52.50314	208.1502736
53.00274	208.4077204
53.50233	209.4576292
54.00193	208.5780547
54.50152	210.1448024
55.00112	210.8846201
55.50071	210.7631003
56.00031	211.192766
56.53436	211.5641945
57.01673	212.5743465
57.51632	211.7981155
58.01591	213.606079
58.51551	213.5189058
59.01511	213.2595137
59.5147	212.1731915
60.0143	214.0500304
60.51389	212.9981155
61.01349	215.012766
61.51308	214.3743465
62.01268	213.7703951
62.51227	216.1295441
63.01187	216.4903343
63.51146	215.4728875
64.01106	215.3168389
64.51065	217.0557447
65.01025	216.3139818
65.50984	217.0192705
66.00944	217.7934954
66.50903	217.9130699
67.00863	217.9292401
67.50822	210.8821884
66.9914	165.5866261
66.49181	159.8163526
65.99221	155.21769
65.49261	154.5123404
64.99302	150.2237082
64.49342	145.9006079
63.99383	145.8499696
63.49424	140.941155
62.99464	140.9937994
62.49504	136.2227964
61.99545	135.4485714
61.49585	131.3321581
60.99626	126.9745897
60.49667	125.3389666
59.99707	122.256231
59.49747	119.1045593
58.99788	118.743769
58.49828	114.4206687
57.99869	111.2000608
57.49909	109.9779331
56.9995	106.412766
56.4999	105.3284498
55.98308	101.9302736
55.48349	99.67440729
54.98389	98.90012158
54.48429	94.92151976
53.9847	94.11282675
53.4851	91.20231003
52.98551	90.66917933
52.48592	87.55197568
51.98632	86.63987842
51.48672	82.38559271
50.98713	81.06006079
50.48753	80.14790274
49.98794	79.09799392
49.48834	77.11775076
48.98875	74.5862614
48.48915	73.53629179
47.98956	70.59130699
47.48996	70.8506383
46.99037	67.94012158
46.49077	67.16583587
45.99118	64.04857143
45.49158	64.10115502
44.97476	61.70212766
44.49239	61.62224924
43.9928	58.78059574
43.4932	57.04152584
42.99361	56.06047416
42.49401	54.11467477
41.97719	53.8518541
41.49482	52.42819453
40.99523	51.10257751
40.49563	48.91556839
39.99604	46.90084498
39.49644	44.95503951
38.99685	43.73277204
38.48002	42.22956231
37.99765	41.32271733
37.49806	39.89371429
36.99847	37.56888754
36.49887	34.45159271
35.99928	33.71168997
35.48245	32.07064438
34.98286	29.64243769
34.48326	28.83362918
33.98367	27.81808511
33.46684	23.55843769
32.98448	20.34308207
32.48488	19.4308997
31.98529	18.34643769
31.48569	16.12494833
30.9861	14.24801824
30.4865	12.09544073
29.96968	9.35181155
29.48731	8.169300912
28.98771	5.947807903
28.48812	4.932246809
27.98853	4.330148328
27.48893	-0.062015562
26.98933	-1.112037082
26.48974	-1.817508207
25.99014	-6.002946505
25.49055	-6.949610942
24.99095	-8.137452888
24.49136	-9.359744681
23.99176	-10.54759878
23.49217	-11.11525228
22.99257	-12.1997386
22.49298	-15.28262006
21.99338	-17.71085106
21.49379	-18.51969605
20.99419	-21.49921581
20.4946	-23.13499088
19.97778	-24.1903465
19.47818	-25.86057751
18.99581	-27.76666869
18.49622	-29.88482067
17.97939	-32.55956839
17.49703	-33.05300304
16.99743	-33.37948328
16.49784	-36.39347112
15.99824	-36.92668693
15.49865	-37.39099696
14.99905	-37.88975684
14.49946	-41.14491793
13.99986	-42.12605471
13.48304	-43.76715502
12.96622	-46.57973252
12.48385	-47.24545289
11.98425	-47.36520973
11.48466	-50.82711854
10.98506	-52.35953191
10.48547	-53.13394529
9.985873	-53.18479027
9.486279	-56.0265228
8.969456	-56.77179331
8.487088	-57.36860182
7.970265	-58.87189058
7.487897	-60.77799392
6.988302	-63.37854103
6.488707	-63.70504559
5.989112	-65.96097264
5.489517	-66.73537994
4.989922	-68.85355623
4.490326	-70.14480243
3.990731	-70.50577508
3.473909	-73.62844985
2.974314	-74.85075988
2.491946	-76.17112462
1.992351	-76.53209726
1.492756	-75.8593921
0.9931607	-79.39021277
0.4935656	-80.64699088
-0.006029591	-81.76595745
-0.5056247	-83.67738602
-1.022447	-84.90504559
-1.504815	-87.46577508
-2.00441	-88.20577508
-2.504005	-88.9112462
-3.003601	-90.82267477
-3.503196	-92.01057751
-4.002791	-92.2681459
-4.502386	-94.93756839
-5.001981	-96.26328267
-5.501576	-97.93355623
-6.001172	-98.63902736
-6.517994	-98.8674772
-7.000362	-101.7383587
-7.517184	-103.0348936
-8.016779	-103.2235258
-8.516374	-105.5829179
-9.015969	-106.9430395
-9.515564	-108.1653495
-10.01516	-108.9742249
-10.51475	-108.5082675
-11.01435	-113.2450456
-11.51394	-114.2261398
-12.01354	-114.9316717
-12.51313	-115.912766
-13.01273	-115.5846201
-13.52955	-118.7072948
-14.01192	-119.7520365
-14.51152	-121.7668085
-15.01111	-122.5412158
-15.51071	-123.3156231
-16.0103	-124.0210942
-16.5099	-127.2073556
-17.00949	-126.5346505
-17.50909	-130.6856535
-18.00868	-131.4600608
-18.50828	-131.9932523
-19.04233	-132.6749544
-19.50747	-134.8168997
-20.00706	-135.4190274
-20.50666	-136.0556231
-21.00625	-138.6216413
-21.50585	-139.775076
-22.00544	-140.7906383
-22.50504	-142.2885714
-23.00463	-143.407538
-23.50423	-143.9062614
-24.00382	-143.3713678
-24.50342	-146.2130091
-25.00302	-146.9874164
-25.50261	-148.0719149
-26.0022	-150.9825532
-26.5018	-151.3434043
-27.0014	-153.1514286
-27.50099	-153.9258359
-28.00059	-154.1834043
-28.50018	-156.4737994
-29.017	-157.1845593
-29.5166	-159.6817021
-30.01619	-160.4905167
-30.51579	-161.1959878
-31.01538	-161.350152
-31.51498	-162.1590274
-32.01458	-162.4854103
-32.51417	-164.3279027
-33.01376	-165.1711854
-33.51336	-166.5312462
-34.01295	-167.5124012
-34.51255	-168.9413982
-35.01215	-169.9913678
-35.51174	-170.3867477
-36.01133	-170.8854711
-36.51093	-172.4867477
-37.02775	-173.3353191
-37.51012	-174.8967781
-38.00972	-174.8097872
-38.52654	-176.4507599
-39.00891	-177.2887538
-39.5085	-177.6151368
-40.00809	-178.1138602
-40.50769	-180.0251672
-41.00729	-180.4205471
-41.50688	-180.471307
-42.00648	-180.6254711
-42.50607	-181.227538
-43.00567	-183.138845
-43.50526	-183.9132523
-44.00486	-184.1017629
-44.50445	-185.2551368
-45.00405	-185.4781763
-45.50364	-185.9768389
-46.00324	-186.4755015
-46.50283	-186.5262614
-47.00243	-187.6106383
-47.50202	-187.8336778
-48.00162	-188.8836474
-48.50121	-188.3831003
-49.00081	-190.9490578
-49.5004	-191.0687538
-50.01723	-191.2970821
-50.51682	-191.8990881
-51.01642	-192.0531915
-51.51601	-193.0686322
-52.01561	-193.8085106
-52.5152	-193.6180547
-53.0148	-194.6334954
-53.51439	-195.2699696
-54.01399	-195.9409119
-54.51358	-192.1326444
-55.03041	-194.2904559
-55.51277	-194.7493009
-56.01237	-195.2134954
-56.51196	-195.4020061
-57.01156	-196.0039514
-57.51115	-196.5370821
-58.01075	-195.3473556
-58.51035	-196.3972644
-59.00994	-197.3782979
-59.50953	-197.8424316
-60.00913	-196.5838298
-60.50872	-198.0127052
-61.00832	-197.8221884
-61.50792	-197.5627964
-62.00751	-197.992462
-62.52433	-198.3586018
-63.0067	-196.1987842
-63.50629	-198.041155
-64.00589	-197.5405471
-64.50549	-198.280304
-65.00508	-197.5384802
-65.50468	-197.2790274
-66.00427	-196.9851672
-66.5211	-197.0410942
-67.00346	-197.2931915
-66.48664	-152.2732523
-65.98705	-144.1601216
-65.48745	-142.1110638
-64.98785	-141.1645593
-64.48826	-136.1179331
-63.98866	-134.8613374
-63.48907	-130.4348328
-62.98947	-127.3520973
-62.48988	-125.8198784
-61.99028	-122.6337994
-61.49069	-119.068693
-60.99109	-116.7784195
-60.4915	-115.0049848
-59.9919	-110.8541033
-59.49231	-107.7713678
-58.99271	-106.2046809
-58.49312	-104.7412766
-57.99352	-101.1417021
-57.49393	-98.78255319
-56.99433	-95.0106383
-56.49474	-94.06413374
-55.99514	-90.80911854
-55.49554	-88.86334347
-54.99595	-87.26212766
-54.49636	-84.35167173
-53.97953	-82.88297872
-53.49717	-80.21896657
-52.99757	-77.92869301
-52.49797	-77.36109422
-51.99838	-74.58844985
-51.49878	-72.91829787
-50.99919	-70.73136778
-50.4996	-69.40577508
-49.98277	-67.17902736
-49.48318	-65.95683891
-48.98358	-64.83799392
-48.48399	-62.58212766
-47.98439	-59.32702736
-47.48479	-58.07033435
-46.9852	-56.77920365
-46.48561	-54.83341641
-45.98601	-53.99019453
-45.48642	-51.63094833
-44.98682	-51.61463222
-44.48722	-49.08310638
-43.98763	-47.2751307
-43.48803	-46.67307599
-42.98844	-46.07102736
-42.48885	-43.67730699
-41.98925	-42.00714894
-41.48965	-40.33697872
-40.99006	-38.90799392
-40.49046	-37.99583587
-39.99087	-36.53239514
-39.49127	-34.37984802
-38.99168	-33.91560486
-38.49208	-32.21097264
-37.99249	-31.02316717
-37.49289	-30.00763526
-36.9933	-28.16517325
-36.4937	-26.90844985
-35.99411	-25.47945289
-35.49451	-23.32689362
-34.99492	-23.58619453
-34.4781	-20.22238298
-33.99573	-19.38442553
-33.49613	-17.26632219
-32.99654	-15.94067477
-32.47971	-14.95426748
-31.99734	-12.29018845
-31.49775	-11.79145897
-30.99816	-9.122054711
-30.49856	-7.830863222
-29.99897	-6.298480243
-29.49937	-5.179556231
-28.99977	-3.922810334
-28.48295	-2.075012158
-27.98336	-0.818263222
-27.48376	1.885602432
-26.98417	1.178404863
-26.48457	5.46721155
-25.98498	5.931494833
-25.48538	8.428632219
-24.98579	9.030741641
-24.48619	10.87324012
-23.9866	11.81989666
-23.487	13.28338602
-22.98741	14.98806079
-22.48781	15.86581763
-21.98822	16.74357447
-21.48862	18.89616413
-20.98903	20.94539818
-20.48943	22.68453495
-19.98984	24.66485714
-19.49024	26.26618237
-18.99065	27.90195137
-18.49105	30.98483891
-17.99146	31.62141641
-17.49186	33.53283283
-16.99227	34.85851672
-16.49267	36.83884498
-15.99307	37.64770213
-15.49348	39.52466261
-14.99388	39.98897264
-14.49429	41.59029179
-13.99469	44.19082067
-13.4951	45.10305167
-12.9955	47.08338602
-12.49591	48.3746079
-11.99631	50.21712462
-11.49672	52.19746505
-10.99712	53.10968997
-10.49753	54.77992705
-9.997932	56.62244985
-9.498337	57.465769
-8.998742	58.65363526
-8.499146	60.4272462
-7.999552	60.99489362
-7.499957	61.70042553
-6.983134	63.54826748
-6.483539	63.9781155
-5.983944	65.51057751
-5.484349	66.21604863
-4.984754	66.12905775
-4.485158	66.93793313
-3.985563	70.57215805
-3.485968	71.13981763
-2.986373	73.91264438
-2.469551	74.86462006
-1.987183	75.87489362
-1.487588	76.99386018
-0.9879924	77.6993921
-0.4883973	80.95452888
0.01119782	82.76261398
0.510793	83.15805471
1.010388	82.93325228
1.509983	84.60346505
2.009578	86.41155015
2.509173	87.39270517
3.008769	87.58139818
3.508364	86.83975684
4.007959	89.26802432
4.507554	92.24753799
5.007149	93.46990881
5.506744	95.41580547
6.00634	97.74066869
6.505935	98.23945289
7.00553	98.63483283
7.505125	100.9597568
8.004721	101.2862006
8.504315	102.646383
9.003911	104.9023708
9.503506	105.8490578
10.0031	107.1058359
10.5027	107.2255927
11.00229	109.6193921
11.50189	110.3593313
12.00148	111.1682067
12.50108	114.4922796
13.00067	115.54231
13.50027	115.3519757
14.01709	116.0627964
14.53391	118.0139818
15.01628	119.4032827
15.51587	120.9012158
16.01547	121.8134347
16.51506	123.621459
17.01466	124.2580547
17.51426	126.1005471
18.01385	126.7027356
18.51344	127.3048024
19.01304	129.0439514
19.51264	130.0595745
20.01223	128.9733739
20.51183	132.6764742
21.01142	132.2793921
21.51101	134.9487538
22.01061	135.5853495
22.51021	137.1866869
23.0098	138.4778723
23.5094	139.3556231
24.00899	140.543465
24.50859	140.1119149
25.00818	143.1603647
25.50778	144.4170821
26.00737	145.3982371
26.50697	146.6894833
27.00656	147.2570821
27.50616	148.5137994
28.00575	150.0806687
28.50535	151.2340426
29.00494	152.4563526
29.50454	152.8517325
30.00413	154.5219453
30.50373	154.572766
31.00332	156.0017629
31.50292	156.5349544
32.00251	158.6186018
32.50211	160.2543465
33.00171	161.3387842
33.5013	160.2870517
34.00089	163.3009726
34.50049	163.9030395
35.00008	165.1942857
35.51691	166.0083891
36.0165	167.4029179
36.5161	167.4537386
37.01569	165.7472948
37.51529	169.7604863
38.01488	170.1902128
38.51448	170.8612158
39.01407	172.3246809
39.51367	171.4795745
40.01326	173.3909422
40.53009	175.0664438
41.01245	175.6631611
41.52928	177.2353191
42.01164	177.728693
42.51124	179.5711246
43.01083	180.4488146
43.51043	181.2231611
44.01003	181.2049848
44.50962	183.0474164
45.00922	183.1671125
45.50881	184.1136778
46.0084	185.2670517
46.508	186.1102736
47.0076	187.1601824
47.50719	187.2798784
48.00679	188.9500304
48.50638	188.9662614
49.00598	189.8784195
49.50557	191.5141033
50.00517	192.012766
50.50476	192.614772
51.00436	191.4595745
51.50395	192.0271733
52.00355	192.6635866
52.50314	193.8168997
53.01997	194.8721581
53.50233	195.5722188
54.00193	196.5876596
54.50152	196.6384195
55.00112	197.4815805
55.50071	198.5659574
56.00031	198.8234043
56.51713	199.8097264
57.01673	199.4813982
57.51632	200.7035866
58.01591	201.7190274
58.51551	201.8731307
59.01511	201.8893617
59.5147	202.9392705
60.0143	203.2311246
60.51389	203.0406079
61.01349	204.2972036
61.51308	204.6235258
62.0299	205.5064438
62.51227	204.966079
63.01187	205.3268693
63.51146	206.2389058
64.01106	206.2896049
64.51065	206.5813982
65.01025	207.5623708
65.50984	206.2348328
66.00944	206.80231
66.50903	205.7848632
65.99221	170.5157447
65.49261	164.78
64.99302	160.8703343
64.49342	156.2371429
63.99383	153.6712462
63.49424	152.2768389
62.99464	147.5058359
62.49504	146.6282067
61.99545	142.4085106
61.49585	141.7031611
60.99626	135.6917325
60.49667	134.779696
59.99707	134.1432219
59.49747	128.889848
58.98065	123.7689362
58.49828	122.448693
57.99869	122.0534347
57.48186	121.1705167
56.9995	120.6083283
56.48268	115.073921
55.98308	110.5440729
55.48349	109.666383
54.98389	104.3096049
54.48429	103.259696
53.9847	101.8307599
53.4851	98.50680851
52.98551	97.00893617
52.48592	95.85568389
51.98632	92.63507599
51.48672	90.68930091
50.98713	88.67458967
50.48753	87.72802432
49.98794	85.16206687
49.48834	82.32048632
48.98875	81.5806079
48.48915	78.56674772
47.98956	78.03361702
47.48996	74.50291793
46.99037	73.86644377
46.49077	72.12735562
45.99118	71.14632219
45.49158	68.58030395
44.99199	67.97829787
44.49239	66.51483283
43.9928	63.56984802
43.4932	62.79556231
42.99361	60.57409726
42.49401	59.55858359
41.99442	57.37158663
41.47759	55.62720365
40.99523	56.27084498
40.49563	54.04937994
39.99604	52.37921581
39.49644	50.8468693
38.99685	48.14303343
38.49725	47.50651672
37.99765	45.80187842
37.49806	45.68217629
36.99847	41.73795745
36.49887	41.30816413
35.99928	40.49935562
35.49968	38.27789058
34.98286	38.18730699
34.48326	35.27673556
33.98367	32.95190274
33.46684	32.51677204
32.98448	31.16198784
32.48488	28.49259574
31.98529	27.95941641
31.48569	25.91021277
30.9861	22.62061398
30.4865	21.19160486
29.96968	18.34460182
29.48731	17.61000608
28.98771	15.07841945
28.48812	14.16622492
27.98853	11.91027356
27.48893	10.82580547
26.98933	9.121136778
26.48974	7.347556231
25.99014	5.470613982
25.49055	3.386937386
24.99095	1.716717325
24.49136	-0.74596535
23.95731	-2.39236535
23.49217	-3.087205471
22.99257	-6.342364742
22.47575	-7.259890578
21.99338	-8.649155015
21.49379	-9.974820669
20.99419	-10.40466869
20.4946	-12.31607903
19.995	-12.43582371
19.49541	-14.10605471
18.99581	-16.49984195
18.49622	-18.30789058
17.99662	-18.70328267
17.49703	-20.82143465
16.99743	-22.35384195
16.49784	-23.33496657
15.99824	-25.48757447
15.49865	-27.19227356
14.99905	-29.00032827
14.49946	-30.15373252
13.99986	-32.27189058
13.48304	-33.36170213
12.98344	-35.20422492
12.48385	-35.7029848
11.98425	-37.92450456
11.48466	-38.76782371
10.98506	-41.88517325
10.48547	-42.45285714
9.985873	-42.98607903
9.486279	-45.0008693
8.986683	-45.84418845
8.487088	-47.3766079
7.987493	-47.28964134
7.487897	-51.02719757
6.988302	-51.90496657
6.488707	-52.71383587
5.989112	-53.52269909
5.489517	-56.46778116
4.989922	-56.75982371
4.490326	-58.67125228
